treatment	variety	year	bloc	volume	concentration	plant	leaf	absorbance	dilution
T1	Tremie12	2012	2	200	150	10	F3	0,91	2
T1	Tremie12	2012	2	200	150	10	F4	0,903	1
T2	Tremie12	2012	1	40	150	1	F1	0,595	2
T2	Tremie12	2012	1	40	150	1	F2	0,782	3
T2	Tremie12	2012	1	40	150	1	F3	0,596	2
T2	Tremie12	2012	1	40	150	1	F4	0,455	1
T2	Tremie12	2012	1	40	150	2	F1	0,264	2
T2	Tremie12	2012	1	40	150	2	F2	0,66	3
T2	Tremie12	2012	1	40	150	2	F3	0,394	2
T2	Tremie12	2012	1	40	150	2	F4	0,153	1
T2	Tremie12	2012	1	40	150	3	F1	0,451	2
T2	Tremie12	2012	1	40	150	3	F2	0,329	3
T2	Tremie12	2012	1	40	150	3	F3	0,203	2
T2	Tremie12	2012	1	40	150	3	F4	0,126	1
T2	Tremie12	2012	1	40	150	4	F1	0,32	2
T2	Tremie12	2012	1	40	150	4	F2	0,629	3
T2	Tremie12	2012	1	40	150	4	F3	0,286	2
T2	Tremie12	2012	1	40	150	4	F4	0,365	1
T2	Tremie12	2012	1	40	150	5	F1	0,439	2
T2	Tremie12	2012	1	40	150	5	F2	0,247	3
T2	Tremie12	2012	1	40	150	5	F3	0,101	2
T2	Tremie12	2012	1	40	150	5	F4	0,14	1
T2	Tremie12	2012	1	40	150	6	F1	0,536	2
T2	Tremie12	2012	1	40	150	6	F2	0,603	3
T2	Tremie12	2012	1	40	150	6	F3	0,228	2
T2	Tremie12	2012	1	40	150	6	F4	0,757	1
T2	Tremie12	2012	1	40	150	7	F2	0,308	3
T2	Tremie12	2012	1	40	150	7	F3	0,286	2
T2	Tremie12	2012	1	40	150	7	F4	0,296	1
T2	Tremie12	2012	1	40	150	8	F1	0,198	2
T2	Tremie12	2012	1	40	150	8	F2	0,565	3
T2	Tremie12	2012	1	40	150	8	F3	0,328	2
T2	Tremie12	2012	1	40	150	8	F4	0,222	1
T2	Tremie12	2012	1	40	150	9	F1	0,415	2
T2	Tremie12	2012	1	40	150	9	F2	0,482	3
T2	Tremie12	2012	1	40	150	9	F3	0,228	2
T2	Tremie12	2012	1	40	150	9	F4	0,148	1
T2	Tremie12	2012	1	40	150	10	F1	0,445	2
T2	Tremie12	2012	1	40	150	10	F2	0,568	3
T2	Tremie12	2012	1	40	150	10	F3	0,29	2
T2	Tremie12	2012	1	40	150	10	F4	0,365	1
T2	Tremie12	2012	2	40	150	1	F1	0,272	2
T2	Tremie12	2012	2	40	150	1	F2	0,41	3
T2	Tremie12	2012	2	40	150	1	F3	0,265	2
T2	Tremie12	2012	2	40	150	1	F4	0,287	1
T2	Tremie12	2012	2	40	150	2	F1	0,898	2
T2	Tremie12	2012	2	40	150	2	F2	0,813	3
T2	Tremie12	2012	2	40	150	2	F3	0,452	2
T2	Tremie12	2012	2	40	150	2	F4	0,345	1
T2	Tremie12	2012	2	40	150	3	F1	0,364	2
T2	Tremie12	2012	2	40	150	3	F2	0,61	3
T2	Tremie12	2012	2	40	150	3	F3	0,673	2
T2	Tremie12	2012	2	40	150	3	F4	0,378	3
T2	Tremie12	2012	2	40	150	4	F1	0,559	2
T2	Tremie12	2012	2	40	150	4	F2	0,449	3
T2	Tremie12	2012	2	40	150	4	F3	0,574	2
T2	Tremie12	2012	2	40	150	4	F4	0,569	1
T2	Tremie12	2012	2	40	150	5	F2	0,701	3
T2	Tremie12	2012	2	40	150	5	F3	0,381	2
T2	Tremie12	2012	2	40	150	5	F4	0,602	1
T2	Tremie12	2012	2	40	150	6	F1	0,656	2
T2	Tremie12	2012	2	40	150	6	F2	0,636	3
T2	Tremie12	2012	2	40	150	6	F3	0,429	2
T2	Tremie12	2012	2	40	150	6	F4	0,156	1
T2	Tremie12	2012	2	40	150	7	F1	0,476	2
T2	Tremie12	2012	2	40	150	7	F2	0,212	3
T2	Tremie12	2012	2	40	150	7	F3	0,291	2
T2	Tremie12	2012	2	40	150	7	F4	0,243	1
T2	Tremie12	2012	2	40	150	8	F1	0,401	2
T2	Tremie12	2012	2	40	150	8	F2	0,464	3
T2	Tremie12	2012	2	40	150	8	F3	0,118	2
T2	Tremie12	2012	2	40	150	8	F4	0,176	1
T2	Tremie12	2012	2	40	150	9	F2	0,712	3
T2	Tremie12	2012	2	40	150	9	F3	0,386	2
T2	Tremie12	2012	2	40	150	9	F4	0,28	1
T2	Tremie12	2012	2	40	150	10	F1	0,651	2
T2	Tremie12	2012	2	40	150	10	F2	0,192	3
T2	Tremie12	2012	2	40	150	10	F3	0,157	2
T2	Tremie12	2012	1	80	150	1	F1	0,386	2
T2	Tremie12	2012	1	80	150	1	F2	0,96	4
T2	Tremie12	2012	1	80	150	1	F3	0,685	2
T2	Tremie12	2012	1	80	150	1	F4	0,262	1
T2	Tremie12	2012	1	80	150	2	F1	0,49	12
T2	Tremie12	2012	1	80	150	2	F2	0,917	4
T2	Tremie12	2012	1	80	150	2	F3	0,301	2
T2	Tremie12	2012	1	80	150	2	F4	0,443	1
T2	Tremie12	2012	1	80	150	3	F1	0,708	6
T2	Tremie12	2012	1	80	150	3	F2	0,72	4
T2	Tremie12	2012	1	80	150	3	F3	0,576	2
T2	Tremie12	2012	1	80	150	3	F4	0,509	1
T2	Tremie12	2012	1	80	150	4	F1	0,181	2
T2	Tremie12	2012	1	80	150	4	F2	0,202	4
T2	Tremie12	2012	1	80	150	4	F3	0,33	2
T2	Tremie12	2012	1	80	150	4	F4	0,318	1
T2	Tremie12	2012	1	80	150	5	F1	0,735	6
T2	Tremie12	2012	1	80	150	5	F2	0,853	4
T2	Tremie12	2012	1	80	150	5	F3	0,332	2
T2	Tremie12	2012	1	80	150	5	F4	0,924	1
T2	Tremie12	2012	1	80	150	6	F1	0,275	2
T2	Tremie12	2012	1	80	150	6	F2	0,355	12
T2	Tremie12	2012	1	80	150	6	F3	0,86	2
T2	Tremie12	2012	1	80	150	6	F4	0,391	1
T2	Tremie12	2012	1	80	150	7	F1	0,59	2
T2	Tremie12	2012	1	80	150	7	F2	0,285	4
T2	Tremie12	2012	1	80	150	7	F3	0,198	2
T2	Tremie12	2012	1	80	150	7	F4	0,211	1
T2	Tremie12	2012	1	80	150	8	F1	0,712	6
T2	Tremie12	2012	1	80	150	8	F2	0,681	4
T2	Tremie12	2012	1	80	150	8	F3	0,542	2
T2	Tremie12	2012	1	80	150	8	F4	0,273	1
T2	Tremie12	2012	1	80	150	9	F1	0,25	2
T2	Tremie12	2012	1	80	150	9	F2	0,161	4
T2	Tremie12	2012	1	80	150	9	F3	0,109	2
T2	Tremie12	2012	1	80	150	9	F4	0,137	1
T2	Tremie12	2012	1	80	150	10	F1	0,652	2
T2	Tremie12	2012	1	80	150	10	F2	0,489	4
T2	Tremie12	2012	1	80	150	10	F3	0,395	6
T2	Tremie12	2012	1	80	150	10	F4	0,543	1
T2	Tremie12	2012	2	80	150	1	F1	0,718	2
T2	Tremie12	2012	2	80	150	1	F2	0,71	4
T2	Tremie12	2012	2	80	150	1	F3	0,77	2
T2	Tremie12	2012	2	80	150	1	F4	0,8	1
T2	Tremie12	2012	2	80	150	2	F1	0,444	6
T2	Tremie12	2012	2	80	150	2	F2	0,766	4
T2	Tremie12	2012	2	80	150	2	F3	0,552	2
T2	Tremie12	2012	2	80	150	2	F4	0,493	3
T2	Tremie12	2012	2	80	150	3	F1	0,82	2
T2	Tremie12	2012	2	80	150	3	F2	0,318	4
T2	Tremie12	2012	2	80	150	3	F3	0,396	6
T2	Tremie12	2012	2	80	150	3	F4	0,525	3
T2	Tremie12	2012	2	80	150	4	F1	0,462	2
T2	Tremie12	2012	2	80	150	4	F2	0,567	4
T2	Tremie12	2012	2	80	150	4	F3	0,52	2
T2	Tremie12	2012	2	80	150	4	F4	0,606	1
T2	Tremie12	2012	2	80	150	5	F1	0,274	2
T2	Tremie12	2012	2	80	150	5	F2	0,416	4
T2	Tremie12	2012	2	80	150	5	F3	0,976	2
T2	Tremie12	2012	2	80	150	5	F4	0,428	1
T2	Tremie12	2012	2	80	150	6	F1	0,31	6
T2	Tremie12	2012	2	80	150	6	F2	0,192	4
T2	Tremie12	2012	2	80	150	6	F3	0,298	6
T2	Tremie12	2012	2	80	150	6	F4	0,598	1
T2	Tremie12	2012	2	80	150	7	F1	0,769	2
T2	Tremie12	2012	2	80	150	7	F2	0,715	4
T2	Tremie12	2012	2	80	150	7	F3	0,47	6
T2	Tremie12	2012	2	80	150	7	F4	0,383	3
T2	Tremie12	2012	2	80	150	8	F1	0,728	2
T2	Tremie12	2012	2	80	150	8	F2	0,371	12
T2	Tremie12	2012	2	80	150	8	F3	0,761	2
T2	Tremie12	2012	2	80	150	8	F4	0,636	1
T2	Tremie12	2012	2	80	150	9	F1	0,355	2
T2	Tremie12	2012	2	80	150	9	F2	0,467	4
T2	Tremie12	2012	2	80	150	9	F3	0,551	2
T2	Tremie12	2012	2	80	150	9	F4	0,448	1
T2	Tremie12	2012	2	80	150	10	F1	0,828	6
T2	Tremie12	2012	2	80	150	10	F2	0,397	4
T2	Tremie12	2012	2	80	150	10	F3	0,594	2
T2	Tremie12	2012	2	80	150	10	F4	0,35	1
T2	Tremie12	2012	1	150	150	1	F1	0,746	2
T2	Tremie12	2012	1	150	150	1	F2	0,326	16
T2	Tremie12	2012	1	150	150	1	F3	0,825	3
T2	Tremie12	2012	1	150	150	1	F4	0,419	2
T2	Tremie12	2012	1	150	150	2	F1	0,617	2
T2	Tremie12	2012	1	150	150	2	F2	0,392	16
T2	Tremie12	2012	1	150	150	2	F3	0,549	3
T2	Tremie12	2012	1	150	150	2	F4	0,535	2
T2	Tremie12	2012	1	150	150	3	F1	0,684	2
T2	Tremie12	2012	1	150	150	3	F2	0,763	4
T2	Tremie12	2012	1	150	150	3	F3	0,481	3
T2	Tremie12	2012	1	150	150	3	F4	0,361	2
T2	Tremie12	2012	1	150	150	4	F1	0,964	8
T2	Tremie12	2012	1	150	150	4	F2	0,502	16
T2	Tremie12	2012	1	150	150	4	F3	0,94	3
T2	Tremie12	2012	1	150	150	4	F4	0,419	2
T2	Tremie12	2012	1	150	150	5	F1	0,286	8
T2	Tremie12	2012	1	150	150	5	F2	0,255	16
T2	Tremie12	2012	1	150	150	5	F3	0,916	3
T2	Tremie12	2012	1	150	150	5	F4	0,403	2
T2	Tremie12	2012	1	150	150	6	F1	0,285	8
T2	Tremie12	2012	1	150	150	6	F2	0,775	4
T2	Tremie12	2012	1	150	150	6	F3	0,882	3
T2	Tremie12	2012	1	150	150	6	F4	0,522	2
T2	Tremie12	2012	1	150	150	7	F1	0,35	8
T2	Tremie12	2012	1	150	150	7	F2	0,545	16
T2	Tremie12	2012	1	150	150	7	F3	0,263	12
T2	Tremie12	2012	1	150	150	7	F4	0,317	2
T2	Tremie12	2012	1	150	150	8	F1	0,5	8
T2	Tremie12	2012	1	150	150	8	F2	0,403	16
T2	Tremie12	2012	1	150	150	8	F3	0,739	3
T2	Tremie12	2012	1	150	150	8	F4	0,225	2
T2	Tremie12	2012	1	150	150	9	F1	0,992	2
T2	Tremie12	2012	1	150	150	9	F2	0,75	4
T2	Tremie12	2012	1	150	150	9	F3	0,527	3
T2	Tremie12	2012	1	150	150	9	F4	0,519	2
T2	Tremie12	2012	1	150	150	10	F1	0,978	2
T2	Tremie12	2012	1	150	150	10	F2	0,707	16
T2	Tremie12	2012	1	150	150	10	F3	0,407	3
T2	Tremie12	2012	1	150	150	10	F4	0,216	2
T2	Tremie12	2012	2	150	150	1	F1	0,609	20
T2	Tremie12	2012	2	150	150	1	F2	0,352	16
T2	Tremie12	2012	2	150	150	1	F3	0,544	3
T2	Tremie12	2012	2	150	150	1	F4	0,41	2
T2	Tremie12	2012	2	150	150	2	F1	0,614	2
T2	Tremie12	2012	2	150	150	2	F2	0,525	4
T2	Tremie12	2012	2	150	150	2	F3	0,921	3
T2	Tremie12	2012	2	150	150	2	F4	0,338	2
T2	Tremie12	2012	2	150	150	3	F1	0,915	8
T2	Tremie12	2012	2	150	150	3	F2	0,325	16
T2	Tremie12	2012	2	150	150	3	F3	0,447	3
T2	Tremie12	2012	2	150	150	3	F4	0,722	2
T2	Tremie12	2012	2	150	150	4	F1	0,794	2
T2	Tremie12	2012	2	150	150	4	F2	0,264	4
T2	Tremie12	2012	2	150	150	4	F3	0,284	3
T2	Tremie12	2012	2	150	150	4	F4	0,302	2
T2	Tremie12	2012	2	150	150	5	F1	0,854	8
T2	Tremie12	2012	2	150	150	5	F2	0,966	4
T2	Tremie12	2012	2	150	150	5	F3	0,575	3
T2	Tremie12	2012	2	150	150	5	F4	0,66	2
T2	Tremie12	2012	2	150	150	6	F1	0,263	8
T2	Tremie12	2012	2	150	150	6	F2	0,313	16
T2	Tremie12	2012	2	150	150	6	F3	0,897	3
T2	Tremie12	2012	2	150	150	6	F4	0,419	2
T2	Tremie12	2012	2	150	150	7	F1	0,322	8
T2	Tremie12	2012	2	150	150	7	F2	0,748	4
T2	Tremie12	2012	2	150	150	7	F3	0,505	3
T2	Tremie12	2012	2	150	150	7	F4	0,674	2
T2	Tremie12	2012	2	150	150	8	F1	0,854	2
T2	Tremie12	2012	2	150	150	8	F2	0,355	16
T2	Tremie12	2012	2	150	150	8	F3	0,461	3
T2	Tremie12	2012	2	150	150	9	F1	0,332	8
T2	Tremie12	2012	2	150	150	9	F2	0,405	16
T2	Tremie12	2012	2	150	150	9	F3	0,263	12
T2	Tremie12	2012	2	150	150	9	F4	0,164	2
T2	Tremie12	2012	2	150	150	10	F1	0,822	2
T2	Tremie12	2012	2	150	150	10	F2	0,725	4
T2	Tremie12	2012	2	150	150	10	F3	0,238	3
T2	Tremie12	2012	2	150	150	10	F4	0,622	2
T2	Tremie12	2012	1	200	150	1	F1	0,268	10
T2	Tremie12	2012	1	200	150	1	F2	0,21	10
T2	Tremie12	2012	1	200	150	1	F3	0,214	5
T2	Tremie12	2012	1	200	150	2	F1	0,639	10
T2	Tremie12	2012	1	200	150	2	F2	0,921	10
T2	Tremie12	2012	1	200	150	2	F3	0,64	5
T2	Tremie12	2012	1	200	150	2	F4	0,351	3
T2	Tremie12	2012	1	200	150	3	F1	0,848	20
T2	Tremie12	2012	1	200	150	3	F2	0,342	20
T2	Tremie12	2012	1	200	150	3	F3	0,501	5
T2	Tremie12	2012	1	200	150	3	F4	0,276	3
T2	Tremie12	2012	1	200	150	4	F1	0,508	10
T2	Tremie12	2012	1	200	150	4	F2	0,569	20
T2	Tremie12	2012	1	200	150	4	F3	0,596	5
T2	Tremie12	2012	1	200	150	4	F4	0,802	3
T2	Tremie12	2012	1	200	150	5	F1	0,537	10
T2	Tremie12	2012	1	200	150	5	F2	0,821	20
T2	Tremie12	2012	1	200	150	5	F3	0,662	10
T2	Tremie12	2012	1	200	150	5	F4	0,444	3
T2	Tremie12	2012	1	200	150	6	F1	0,485	10
T2	Tremie12	2012	1	200	150	6	F2	0,927	20
T2	Tremie12	2012	1	200	150	6	F3	0,692	5
T2	Tremie12	2012	1	200	150	6	F4	0,473	3
T2	Tremie12	2012	1	200	150	7	F1	0,596	10
T2	Tremie12	2012	1	200	150	7	F2	0,643	10
T2	Tremie12	2012	1	200	150	7	F3	0,588	5
T2	Tremie12	2012	1	200	150	7	F4	0,328	3
T2	Tremie12	2012	1	200	150	8	F1	0,739	10
T2	Tremie12	2012	1	200	150	8	F2	0,736	10
T2	Tremie12	2012	1	200	150	8	F3	0,498	5
T2	Tremie12	2012	1	200	150	8	F4	0,274	3
T2	Tremie12	2012	1	200	150	9	F1	0,117	10
T2	Tremie12	2012	1	200	150	9	F2	0,747	10
T2	Tremie12	2012	1	200	150	9	F3	0,293	5
T2	Tremie12	2012	1	200	150	10	F1	0,255	10
T2	Tremie12	2012	1	200	150	10	F2	0,399	10
T2	Tremie12	2012	1	200	150	10	F3	0,658	5
T2	Tremie12	2012	1	200	150	10	F4	0,327	3
T2	Tremie12	2012	2	200	150	1	F1	0,322	10
T2	Tremie12	2012	2	200	150	1	F2	0,526	10
T2	Tremie12	2012	2	200	150	1	F3	0,347	5
T2	Tremie12	2012	2	200	150	1	F4	0,672	3
T2	Tremie12	2012	2	200	150	2	F1	0,299	10
T2	Tremie12	2012	2	200	150	2	F2	0,643	10
T2	Tremie12	2012	2	200	150	2	F3	0,546	10
T2	Tremie12	2012	2	200	150	2	F4	0,496	3
T2	Tremie12	2012	2	200	150	3	F1	0,2	10
T2	Tremie12	2012	2	200	150	3	F2	0,522	10
T2	Tremie12	2012	2	200	150	3	F3	0,556	5
T2	Tremie12	2012	2	200	150	3	F4	0,614	6
T2	Tremie12	2012	2	200	150	4	F1	0,35	10
T2	Tremie12	2012	2	200	150	4	F2	0,758	10
T2	Tremie12	2012	2	200	150	4	F3	0,728	10
T2	Tremie12	2012	2	200	150	4	F4	0,858	3
T2	Tremie12	2012	2	200	150	5	F1	0,969	10
T2	Tremie12	2012	2	200	150	5	F2	0,803	20
T2	Tremie12	2012	2	200	150	5	F3	0,613	10
T2	Tremie12	2012	2	200	150	5	F4	0,47	3
T2	Tremie12	2012	2	200	150	6	F1	0,484	10
T2	Tremie12	2012	2	200	150	6	F2	0,452	10
T2	Tremie12	2012	2	200	150	6	F3	0,259	5
T2	Tremie12	2012	2	200	150	6	F4	0,474	3
T2	Tremie12	2012	2	200	150	7	F1	0,427	10
T2	Tremie12	2012	2	200	150	7	F2	0,519	20
T2	Tremie12	2012	2	200	150	7	F3	0,634	10
T2	Tremie12	2012	2	200	150	7	F4	0,558	3
T2	Tremie12	2012	2	200	150	8	F1	0,674	10
T2	Tremie12	2012	2	200	150	8	F2	0,498	20
T2	Tremie12	2012	2	200	150	8	F3	0,847	5
T2	Tremie12	2012	2	200	150	8	F4	0,578	6
T2	Tremie12	2012	2	200	150	9	F1	0,371	10
T2	Tremie12	2012	2	200	150	9	F2	0,541	10
T2	Tremie12	2012	2	200	150	9	F3	0,355	5
T2	Tremie12	2012	2	200	150	9	F4	0,402	3
T2	Tremie12	2012	2	200	150	10	F1	0,426	10
T2	Tremie12	2012	2	200	150	10	F2	0,848	10
T2	Tremie12	2012	2	200	150	10	F3	0,668	5
T2	Tremie12	2012	2	200	150	10	F4	0,316	3
T1	Tremie13	2013	1	40	150	1	F1	0,22	1
T1	Tremie13	2013	1	40	150	1	F2	0,359	1
T1	Tremie13	2013	1	40	150	1	F3	0,78	1
T1	Tremie13	2013	1	40	150	1	F4	0,649	1
T1	Tremie13	2013	1	40	150	2	F1	0,2	1
T1	Tremie13	2013	1	40	150	2	F2	0,259	1
T1	Tremie13	2013	1	40	150	2	F3	0,448	1
T1	Tremie13	2013	1	40	150	2	F4	0,504	1
T1	Tremie13	2013	1	40	150	3	F1	0,547	1
T1	Tremie13	2013	1	40	150	3	F2	0,323	1
T1	Tremie13	2013	1	40	150	3	F3	0,912	1
T1	Tremie13	2013	1	40	150	3	F4	0,436	1
T1	Tremie13	2013	1	40	150	4	F1	0,108	1
T1	Tremie13	2013	1	40	150	4	F2	0,368	1
T1	Tremie13	2013	1	40	150	4	F3	0,375	1
T1	Tremie13	2013	1	40	150	4	F4	0,46	1
T1	Tremie13	2013	1	40	150	5	F1	0,096	1
T1	Tremie13	2013	1	40	150	5	F2	0,338	1
T1	Tremie13	2013	1	40	150	5	F3	0,13	1
T1	Tremie13	2013	1	40	150	5	F4	0,138	1
T1	Tremie13	2013	1	40	150	6	F1	0,485	1
T1	Tremie13	2013	1	40	150	6	F2	0,967	1
T1	Tremie13	2013	1	40	150	6	F3	0,558	1
T1	Tremie13	2013	1	40	150	6	F4	0,502	1
T1	Tremie13	2013	1	40	150	7	F1	0,115	1
T1	Tremie13	2013	1	40	150	7	F2	0,258	1
T1	Tremie13	2013	1	40	150	7	F3	0,333	1
T1	Tremie13	2013	1	40	150	7	F4	0,317	1
T1	Tremie13	2013	1	40	150	8	F1	0,139	1
T1	Tremie13	2013	1	40	150	8	F2	0,402	1
T1	Tremie13	2013	1	40	150	8	F3	0,552	1
T1	Tremie13	2013	1	40	150	8	F4	0,348	1
T1	Tremie13	2013	1	40	150	9	F1	0,073	1
T1	Tremie13	2013	1	40	150	9	F2	0,426	1
T1	Tremie13	2013	1	40	150	9	F3	0,95	1
T1	Tremie13	2013	1	40	150	9	F4	0,624	1
T1	Tremie13	2013	1	40	150	10	F1	0,523	4
T1	Tremie13	2013	1	40	150	10	F2	0,459	2
T1	Tremie13	2013	1	40	150	10	F3	0,536	1
T1	Tremie13	2013	1	40	150	10	F4	0,575	1
T1	Tremie13	2013	2	40	150	1	F1	0,094	1
T1	Tremie13	2013	2	40	150	1	F2	0,449	1
T1	Tremie13	2013	2	40	150	1	F3	0,566	1
T1	Tremie13	2013	2	40	150	1	F4	0,684	2
T1	Tremie13	2013	2	40	150	2	F1	0,044	1
T1	Tremie13	2013	2	40	150	2	F2	0,531	1
T1	Tremie13	2013	2	40	150	2	F3	0,438	1
T1	Tremie13	2013	2	40	150	2	F4	0,517	1
T1	Tremie13	2013	2	40	150	3	F1	0,057	1
T1	Tremie13	2013	2	40	150	3	F2	0,286	1
T1	Tremie13	2013	2	40	150	3	F3	0,081	1
T1	Tremie13	2013	2	40	150	3	F4	0,17	1
T1	Tremie13	2013	2	40	150	4	F1	0,093	1
T1	Tremie13	2013	2	40	150	4	F2	0,165	1
T1	Tremie13	2013	2	40	150	4	F3	0,115	1
T1	Tremie13	2013	2	40	150	4	F4	0,165	1
T1	Tremie13	2013	2	40	150	5	F1	0,535	1
T1	Tremie13	2013	2	40	150	5	F2	0,664	1
T1	Tremie13	2013	2	40	150	5	F3	0,631	1
T1	Tremie13	2013	2	40	150	5	F4	0,781	1
T1	Tremie13	2013	2	40	150	6	F1	0,061	1
T1	Tremie13	2013	2	40	150	6	F2	0,653	1
T1	Tremie13	2013	2	40	150	6	F3	0,494	2
T1	Tremie13	2013	2	40	150	6	F4	0,528	2
T1	Tremie13	2013	2	40	150	7	F1	0,178	1
T1	Tremie13	2013	2	40	150	7	F2	0,37	1
T1	Tremie13	2013	2	40	150	7	F3	0,515	1
T1	Tremie13	2013	2	40	150	7	F4	0,907	1
T1	Tremie13	2013	2	40	150	8	F1	0,204	1
T1	Tremie13	2013	2	40	150	8	F2	0,464	1
T1	Tremie13	2013	2	40	150	8	F3	0,524	1
T1	Tremie13	2013	2	40	150	8	F4	0,625	1
T1	Tremie13	2013	2	40	150	9	F1	0,334	1
T1	Tremie13	2013	2	40	150	9	F2	0,45	1
T1	Tremie13	2013	2	40	150	9	F3	0,385	1
T1	Tremie13	2013	2	40	150	9	F4	0,856	1
T1	Tremie13	2013	2	40	150	10	F1	0,111	1
T1	Tremie13	2013	2	40	150	10	F2	0,282	1
T1	Tremie13	2013	2	40	150	10	F3	0,546	1
T1	Tremie13	2013	2	40	150	10	F4	0,494	1
T1	Tremie13	2013	1	80	150	1	F1	0,179	1
T1	Tremie13	2013	1	80	150	1	F2	0,273	1
T1	Tremie13	2013	1	80	150	1	F3	0,543	1
T1	Tremie13	2013	1	80	150	1	F4	0,653	1
T1	Tremie13	2013	1	80	150	2	F1	0,056	1
T1	Tremie13	2013	1	80	150	2	F2	0,148	1
T1	Tremie13	2013	1	80	150	2	F3	0,274	1
T1	Tremie13	2013	1	80	150	2	F4	0,276	1
T1	Tremie13	2013	1	80	150	3	F1	0,215	1
T1	Tremie13	2013	1	80	150	3	F2	0,195	1
T1	Tremie13	2013	1	80	150	3	F3	0,517	1
T1	Tremie13	2013	1	80	150	3	F4	0,886	2
T1	Tremie13	2013	1	80	150	4	F1	0,15	1
T1	Tremie13	2013	1	80	150	4	F2	0,264	1
T1	Tremie13	2013	1	80	150	4	F3	0,829	1
T1	Tremie13	2013	1	80	150	4	F4	0,737	1
T1	Tremie13	2013	1	80	150	5	F1	0,837	1
T1	Tremie13	2013	1	80	150	5	F2	0,968	1
T1	Tremie13	2013	1	80	150	5	F3	0,941	1
T1	Tremie13	2013	1	80	150	5	F4	0,821	1
T1	Tremie13	2013	1	80	150	6	F1	0,463	1
T1	Tremie13	2013	1	80	150	6	F2	0,99	1
T1	Tremie13	2013	1	80	150	6	F3	0,785	1
T1	Tremie13	2013	1	80	150	6	F4	0,805	1
T1	Tremie13	2013	1	80	150	7	F1	0,114	1
T1	Tremie13	2013	1	80	150	7	F2	0,193	1
T1	Tremie13	2013	1	80	150	7	F3	0,664	1
T1	Tremie13	2013	1	80	150	7	F4	0,636	1
T1	Tremie13	2013	1	80	150	8	F1	0,798	1
T1	Tremie13	2013	1	80	150	8	F2	0,541	1
T1	Tremie13	2013	1	80	150	8	F3	0,644	2
T1	Tremie13	2013	1	80	150	8	F4	0,443	1
T1	Tremie13	2013	1	80	150	9	F1	0,262	1
T1	Tremie13	2013	1	80	150	9	F2	0,404	1
T1	Tremie13	2013	1	80	150	9	F3	0,862	2
T1	Tremie13	2013	1	80	150	9	F4	0,979	1
T1	Tremie13	2013	1	80	150	10	F1	0,056	1
T1	Tremie13	2013	1	80	150	10	F2	0,136	1
T1	Tremie13	2013	1	80	150	10	F3	0,345	1
T1	Tremie13	2013	1	80	150	10	F4	0,878	1
T1	Tremie13	2013	2	80	150	1	F1	0,344	1
T1	Tremie13	2013	2	80	150	1	F2	0,537	2
T1	Tremie13	2013	2	80	150	1	F3	0,54	2
T1	Tremie13	2013	2	80	150	1	F4	0,592	2
T1	Tremie13	2013	2	80	150	2	F1	0,292	1
T1	Tremie13	2013	2	80	150	2	F2	0,874	1
T1	Tremie13	2013	2	80	150	2	F3	0,591	1
T1	Tremie13	2013	2	80	150	2	F4	0,921	2
T1	Tremie13	2013	2	80	150	3	F1	0,381	1
T1	Tremie13	2013	2	80	150	3	F2	0,843	1
T1	Tremie13	2013	2	80	150	3	F3	0,629	1
T1	Tremie13	2013	2	80	150	3	F4	0,519	2
T1	Tremie13	2013	2	80	150	4	F1	0,114	1
T1	Tremie13	2013	2	80	150	4	F2	0,466	1
T1	Tremie13	2013	2	80	150	4	F3	0,256	1
T1	Tremie13	2013	2	80	150	4	F4	0,332	1
T1	Tremie13	2013	2	80	150	5	F1	0,012	1
T1	Tremie13	2013	2	80	150	5	F2	0,266	1
T1	Tremie13	2013	2	80	150	5	F3	0,507	1
T1	Tremie13	2013	2	80	150	5	F4	0,319	1
T1	Tremie13	2013	2	80	150	6	F1	0,528	2
T1	Tremie13	2013	2	80	150	6	F2	0,929	2
T1	Tremie13	2013	2	80	150	6	F3	0,996	1
T1	Tremie13	2013	2	80	150	6	F4	0,525	2
T1	Tremie13	2013	2	80	150	7	F1	0,746	1
T1	Tremie13	2013	2	80	150	7	F2	0,713	1
T1	Tremie13	2013	2	80	150	7	F3	0,932	1
T1	Tremie13	2013	2	80	150	7	F4	0,561	2
T1	Tremie13	2013	2	80	150	8	F1	0,268	1
T1	Tremie13	2013	2	80	150	8	F2	0,554	1
T1	Tremie13	2013	2	80	150	8	F3	0,812	1
T1	Tremie13	2013	2	80	150	8	F4	0,71	2
T1	Tremie13	2013	2	80	150	9	F1	0,713	1
T1	Tremie13	2013	2	80	150	9	F2	0,697	2
T1	Tremie13	2013	2	80	150	9	F3	0,861	2
T1	Tremie13	2013	2	80	150	9	F4	0,783	2
T1	Tremie13	2013	2	80	150	10	F1	0,25	1
T1	Tremie13	2013	2	80	150	10	F2	0,428	1
T1	Tremie13	2013	2	80	150	10	F3	0,66	2
T1	Tremie13	2013	2	80	150	10	F4	0,696	2
T1	Tremie13	2013	1	150	150	1	F1	0,537	1
T1	Tremie13	2013	1	150	150	1	F2	0,593	2
T1	Tremie13	2013	1	150	150	1	F3	0,72	2
T1	Tremie13	2013	1	150	150	1	F4	0,904	4
T1	Tremie13	2013	1	150	150	2	F1	0,077	1
T1	Tremie13	2013	1	150	150	2	F2	0,711	2
