Filename,aire du plot,Nbr.plant.perplot,ThermalTime,LAI_tot,LAI_vert,PAI_tot,PAI_vert,Nbr.axe.tot.m2,Nbr.axe.actif.m2.old,number_of_active_axes_per_m2
tmpshwnk6-475.csv,1.2,243,475,0.75716826,0.75716826,0.85973062,0.85973062,990.8333333,972.5,972.5
tmpva16yw-1137.csv,1.2,243,1137,7.520603156,6.852890432,8.436368109,7.629273547,1149.166667,1149.166667,1149.166667
tmp9edaqg-1281.csv,1.2,243,1281,9.731735784,8.96214983,11.0314861,10.05689575,1149.166667,1149.166667,1149.166667
tmpxzd8ca-1796.csv,1.2,243,1796,8.054288757,6.708471463,10.82388871,9.151901006,1108.333333,315,768.3333333
