Filename,aire du plot,Nbr.plant.perplot,ThermalTime,LAI_tot,LAI_vert,PAI_tot,PAI_vert,Nbr.axe.tot.m2,Nbr.axe.actif.m2.old,number_of_active_axes_per_m2
tmpiu_rjx-929.csv,0.342857143,95,929,4.759509646,4.118434691,5.690323187,4.809856554,1919.166667,1919.166667,1919.166667
tmpxebnbj-1269.csv,0.342857143,95,1269,14.80372431,13.27957064,17.30210939,15.16713198,1919.166667,1919.166667,1919.166667
tmp3zoput-1569.csv,0.342857143,95,1569,16.59998808,14.14769216,21.48271494,17.97177936,1919.166667,1271.666667,1892.916667
