Filename,ThermalTime,axe_id,NFF,HS,SSI,LAI totale,LAI vert,PAI total,PAI vert,has_ear
tmpiu_rjx-929.csv,929.0,MS,12,7.12870787879,4.81883572683,0.465928485595,0.343321446132,0.511349956388,0.325559366211,1
tmpiu_rjx-929.csv,929.0,MS,13,7.70329178425,5.30877609889,0.588959117864,0.433049587527,0.68007995004,0.390627848473,1
tmpiu_rjx-929.csv,929.0,T1,9,4.49850732002,2.24646311358,0.205897918449,0.17434269046,0.240002802968,0.204314430805,1
tmpiu_rjx-929.csv,929.0,T1,10,4.96486514593,2.8157572271,0.571697822895,0.45521585648,0.652958055554,0.50104985694,1
tmpiu_rjx-929.csv,929.0,T1,11,5.44800226371,3.19764777565,0.0218389288614,0.0173890083233,0.0251703853569,0.0188989995637,1
tmpiu_rjx-929.csv,929.0,T1.0,7,2.57730728809,0.411129664501,0.00575373725027,0.00552980083364,0.00730839093502,0.00708445451839,0
tmpiu_rjx-929.csv,929.0,T1.0,8,2.96256459048,0.817574273402,0.184812176069,0.168602221838,0.227851136188,0.211641181958,0
tmpiu_rjx-929.csv,929.0,T1.0,9,3.42115969463,1.17699294036,0.2629430205,0.236386010292,0.323025669359,0.296468659152,0
tmpiu_rjx-929.csv,929.0,T1.0.2,5,1.95088470749,0.0,0.0222028456872,0.0222028456872,0.0280341523482,0.0280341523482,0
tmpiu_rjx-929.csv,929.0,T1.0.2,5,2.10493197791,0.0,0.00413302918206,0.00413302918206,0.00509598318165,0.00509598318165,1
tmpiu_rjx-929.csv,929.0,T1.0.2,6,2.40082962846,0.0817750032776,0.104851774158,0.104505593763,0.132547752472,0.132201572076,0
tmpiu_rjx-929.csv,929.0,T1.0.2,7,2.63450760329,0.498278569312,0.0736077446109,0.0699502974818,0.0929227251837,0.0892652780546,0
tmpiu_rjx-929.csv,929.0,T1.1,7,3.52306783836,1.21957569687,0.0202869514263,0.0184836975116,0.023991688013,0.0221884340982,1
tmpiu_rjx-929.csv,929.0,T1.1,8,4.09802213862,1.89456807234,0.0480884188596,0.0410370466416,0.0550257578873,0.0479743856693,1
tmpiu_rjx-929.csv,929.0,T1.1,9,4.49897648759,2.24708476923,0.0268631656635,0.0227354623533,0.0313116288616,0.0266434599994,1
tmpiu_rjx-929.csv,929.0,T1.1.1,6,2.3766249606,0.0694013805022,0.030924454282,0.0308383230388,0.0388157602788,0.0387296290357,0
tmpiu_rjx-929.csv,929.0,T1.1.1,7,2.6249128205,0.472985498119,0.0104203099751,0.0099336575531,0.0131795929141,0.0126929404921,0
tmpiu_rjx-929.csv,929.0,T1.4,5,1.96792145449,0.0,0.00901687618244,0.00901687618244,0.0113493988469,0.0113493988469,0
tmpiu_rjx-929.csv,929.0,T1.4,5,2.12906731868,0.0,0.00422236072423,0.00422236072423,0.00518531472381,0.00518531472381,1
tmpiu_rjx-929.csv,929.0,T1.4,6,2.3849310413,0.0717937117243,0.113986765804,0.11366942344,0.143849304453,0.143531962089,0
tmpiu_rjx-929.csv,929.0,T1.4,7,2.62873901551,0.489348279672,0.12049988485,0.114653568516,0.152231638649,0.146385322314,0
tmpiu_rjx-929.csv,929.0,T2,8,2.92591677811,0.789104593882,0.0785241640746,0.0717786238796,0.0971743801262,0.0904288399312,0
tmpiu_rjx-929.csv,929.0,T2,9,3.39993484098,1.15425599358,0.330015472473,0.296960435687,0.405751344118,0.372696307332,0
tmpiu_rjx-929.csv,929.0,T2,10,3.66593328126,1.55356845428,0.138392393769,0.118227404571,0.168842978554,0.148677989356,0
