Site: Boigneville, Unité d'acquisition: Boigneville, Dep: 91, Com: 69, Num: 2;;;;;;
Date;01/09/2010;T[°C);HR(%);Pluies (mm);Vent (km/h);Rg (j/cm²)
01/11/2010;09:00;9,4;97,5;0;17;32
01/11/2010;10:00;11,3;89,5;0;13;110
01/11/2010;11:00;12,9;79,5;0;15;144
01/11/2010;12:00;13,8;75;0;16;144
01/11/2010;13:00;14,1;73;0;15;108
01/11/2010;14:00;13,1;73,5;0;15;56
01/11/2010;15:00;12,4;78;0;11;20
01/11/2010;16:00;11,2;84;0;8;4
01/11/2010;17:00;10,1;88;0;7;0
01/11/2010;18:00;10,7;89;0;9;0
01/11/2010;19:00;10,7;89,5;0;9;0
01/11/2010;20:00;10,5;89,5;0;5;0
01/11/2010;21:00;10,2;91;0;7;0
01/11/2010;22:00;9,5;92,5;0;7;0
01/11/2010;23:00;8,2;93,5;0;5;0
02/11/2010;00:00;6,7;96;0;6;0
02/11/2010;01:00;5,4;97,5;0;5;0
02/11/2010;02:00;4,6;98,5;0;5;0
02/11/2010;03:00;4,5;99;0;5;0
02/11/2010;04:00;4,2;99,5;0;5;0
02/11/2010;05:00;4;99,5;0;5;0
02/11/2010;06:00;4,7;100;0;5;2
02/11/2010;07:00;6,1;99,5;0;7;32
02/11/2010;08:00;8,3;99;0;9;46
02/11/2010;09:00;10,7;98;0;13;106
02/11/2010;10:00;11,8;87;0;15;106
02/11/2010;11:00;11,6;91,5;0;14;42
02/11/2010;12:00;11,6;95;0,2;15;34
02/11/2010;13:00;11,7;96;0;14;24
02/11/2010;14:00;11,8;96;0;15;18
02/11/2010;15:00;11,8;96,5;0;13;6
02/11/2010;16:00;11,8;96,5;0;12;0
02/11/2010;17:00;12;97;0,2;10;0
02/11/2010;18:00;12;97;0;12;0
02/11/2010;19:00;12,1;97,5;0;11;0
02/11/2010;20:00;12,4;97,5;0;11;0
02/11/2010;21:00;12,6;97,5;0;12;0
02/11/2010;22:00;12,9;97;0;12;0
02/11/2010;23:00;12,9;95,5;0;14;0
03/11/2010;00:00;12,3;90;0;15;0
03/11/2010;01:00;11,8;91,5;0;14;0
03/11/2010;02:00;11,6;93;0;11;0
03/11/2010;03:00;11,5;92;0;9;0
03/11/2010;04:00;11,4;94;0;9;0
03/11/2010;05:00;11,1;95;0;8;0
03/11/2010;06:00;11,3;95,5;0;9;0
03/11/2010;07:00;11,8;94,5;0;10;10
03/11/2010;08:00;12,4;91,5;0;12;40
03/11/2010;09:00;13,2;90;0;10;48
03/11/2010;10:00;13,7;89;0;13;44
03/11/2010;11:00;14,4;88;0;13;62
03/11/2010;12:00;15,1;87;0;15;66
03/11/2010;13:00;15,1;87,5;0;14;22
03/11/2010;14:00;14,9;89,5;0;13;12
03/11/2010;15:00;14,7;90;0;13;8
03/11/2010;16:00;14,5;91,5;0;13;0
03/11/2010;17:00;14,7;91,5;0;12;0
03/11/2010;18:00;14,5;93,5;0;14;0
03/11/2010;19:00;14,6;94,5;0;15;0
03/11/2010;20:00;14,9;93,5;0;16;0
03/11/2010;21:00;14,9;93,5;0;17;0
03/11/2010;22:00;14,8;94;0;17;0
03/11/2010;23:00;14,8;95,5;0;14;0
04/11/2010;00:00;14,9;94,5;0;14;0
04/11/2010;01:00;14,8;95;0;12;0
04/11/2010;02:00;14,5;95,5;0;10;0
04/11/2010;03:00;14,3;95;0;11;0
04/11/2010;04:00;14,5;94;0;12;0
04/11/2010;05:00;14,3;93,5;0;11;0
04/11/2010;06:00;14,4;94,5;0;14;0
04/11/2010;07:00;14,4;95,5;0;15;6
04/11/2010;08:00;14,4;96;0;13;14
04/11/2010;09:00;14,8;95,5;0;13;46
04/11/2010;10:00;15,5;90,5;0;13;46
04/11/2010;11:00;15,6;90,5;0;14;54
04/11/2010;12:00;15,7;89,5;0;13;42
04/11/2010;13:00;15,7;81;0;16;36
04/11/2010;14:00;15,5;81;0;14;26
04/11/2010;15:00;15,4;84;0;9;20
04/11/2010;16:00;14,4;87;0;10;2
04/11/2010;17:00;12,8;85;0;10;0
04/11/2010;18:00;12,6;92;0;7;0
04/11/2010;19:00;12,1;95;0;8;0
04/11/2010;20:00;12,2;95,5;0;10;0
04/11/2010;21:00;13,1;92,5;0;11;0
04/11/2010;22:00;13,2;87,5;0;11;0
04/11/2010;23:00;13,4;78;0;12;0
05/11/2010;00:00;13;85;0;11;0
05/11/2010;01:00;13;81,5;0;9;0
05/11/2010;02:00;12,9;79,5;0;9;0
05/11/2010;03:00;12,8;81;0;9;0
05/11/2010;04:00;12,8;81;0;8;0
05/11/2010;05:00;12,4;82,5;0;9;0
05/11/2010;06:00;12,3;85,5;0;10;2
05/11/2010;07:00;12,7;83;0;12;10
05/11/2010;08:00;13,3;82,5;0;13;30
05/11/2010;09:00;14,5;78,5;0;17;58
05/11/2010;10:00;15,2;74,5;0;18;124
05/11/2010;11:00;16,3;70;0;17;146
05/11/2010;12:00;16,6;66;0;17;132
05/11/2010;13:00;16,5;65;0;16;102
05/11/2010;14:00;15,5;67,5;0;15;64
05/11/2010;15:00;14,7;74,5;0;12;16
05/11/2010;16:00;14,2;77;0;11;0
05/11/2010;17:00;12,9;81,5;0;9;0
05/11/2010;18:00;11,6;84,5;0;5;0
05/11/2010;19:00;11,9;87;0;7;0
05/11/2010;20:00;11,8;88;0;7;0
05/11/2010;21:00;10,6;92;0;9;0
05/11/2010;22:00;10,2;94;0;10;0
05/11/2010;23:00;10;94;0;12;0
06/11/2010;00:00;9,3;94,5;0;10;0
06/11/2010;01:00;9,4;96;0;9;0
06/11/2010;02:00;10,2;95;0;13;0
06/11/2010;03:00;10,3;95;0;11;0
06/11/2010;04:00;9,9;95,5;0;14;0
06/11/2010;05:00;10,5;95;0;12;0
06/11/2010;06:00;10,8;93,5;0;13;2
06/11/2010;07:00;11,5;93;0;15;16
06/11/2010;08:00;12,5;89,5;0;16;36
06/11/2010;09:00;12,9;88,5;0;18;38
06/11/2010;10:00;13,2;87,5;0;16;32
06/11/2010;11:00;12,9;92;0,2;14;32
06/11/2010;12:00;12,5;96;0,6;13;34
06/11/2010;13:00;12,4;96;0,4;11;16
06/11/2010;14:00;10,2;96,5;1,2;14;8
06/11/2010;15:00;10;97,5;1;9;2
06/11/2010;16:00;9,9;98;2,2;6;0
06/11/2010;17:00;9,6;98;2,6;6;0
06/11/2010;18:00;9,4;98,5;2,4;5;0
06/11/2010;19:00;9,3;98,5;1,6;3;0
06/11/2010;20:00;9,3;98,5;1,6;4;0
06/11/2010;21:00;9,3;98,5;1;5;0
06/11/2010;22:00;9,2;98,5;1,2;6;0
06/11/2010;23:00;9,2;99;0,6;9;0
07/11/2010;00:00;9,5;98,5;0,4;10;0
07/11/2010;01:00;8,7;97,5;0;14;0
07/11/2010;02:00;8,6;96,5;0;11;0
07/11/2010;03:00;7,9;96,5;0;9;0
07/11/2010;04:00;7,4;97,5;0;8;0
07/11/2010;05:00;7,2;98;0;4;0
07/11/2010;06:00;7;98;0;8;0
07/11/2010;07:00;6,8;98;0;8;12
07/11/2010;08:00;7,3;97,5;0;10;30
07/11/2010;09:00;7,8;95,5;0;12;26
07/11/2010;10:00;8,1;92;0;12;54
07/11/2010;11:00;8,5;90;0;11;50
07/11/2010;12:00;8,2;89,5;0;11;50
07/11/2010;13:00;6,7;89;0;12;36
07/11/2010;14:00;6,5;94,5;0,2;8;20
07/11/2010;15:00;6,2;94,5;0,4;7;8
07/11/2010;16:00;6,1;96,5;0;5;0
07/11/2010;17:00;6;97;0;5;0
07/11/2010;18:00;6,2;97,5;0,2;6;0
07/11/2010;19:00;6;96,5;0;6;0
07/11/2010;20:00;5,7;96,5;0;7;0
07/11/2010;21:00;5,4;97;0;5;0
07/11/2010;22:00;5,1;96,5;0;8;0
07/11/2010;23:00;4,8;97,5;0;6;0
08/11/2010;00:00;4,3;98;0;8;0
08/11/2010;01:00;4;98,5;0;12;0
08/11/2010;02:00;3,8;99;0;12;0
08/11/2010;03:00;4,1;98,5;0;14;0
08/11/2010;04:00;3,7;96,5;0;15;0
08/11/2010;05:00;3,7;96,5;0;16;0
08/11/2010;06:00;3,7;96;0;18;0
08/11/2010;07:00;4;96;0;18;6
08/11/2010;08:00;4,8;95;0;21;18
08/11/2010;09:00;5,2;95;0,2;24;26
08/11/2010;10:00;5;95,5;2;27;14
08/11/2010;11:00;5;96;3;28;10
08/11/2010;12:00;5,3;94;2,8;27;8
08/11/2010;13:00;5,7;97;0,8;25;14
08/11/2010;14:00;6,8;97,5;0,4;19;16
08/11/2010;15:00;7,4;96;0;16;16
08/11/2010;16:00;7,4;96;0;15;2
08/11/2010;17:00;7;94;0;14;0
08/11/2010;18:00;7,1;93;0;12;0
08/11/2010;19:00;6,6;96;0;12;0
08/11/2010;20:00;6,6;95,5;0;13;0
08/11/2010;21:00;6,5;96,5;0;11;0
08/11/2010;22:00;6,3;97;0;11;0
08/11/2010;23:00;6,4;97;0;13;0
09/11/2010;00:00;6,9;97;0;15;0
09/11/2010;01:00;7;97;0,2;15;0
09/11/2010;02:00;7,4;97;0;15;0
09/11/2010;03:00;7,7;96,5;0,2;15;0
09/11/2010;04:00;7,7;96;0,2;15;0
09/11/2010;05:00;7,9;95,5;0,2;16;0
09/11/2010;06:00;7,9;96,5;0;16;0
09/11/2010;07:00;8,4;94;0;16;6
09/11/2010;08:00;8,6;92;0;18;24
09/11/2010;09:00;9;91,5;0;18;34
09/11/2010;10:00;9,5;88;0;16;30
09/11/2010;11:00;9,7;87,5;0;16;36
09/11/2010;12:00;9;95,5;0,2;15;30
09/11/2010;13:00;9,1;94,5;0,2;13;32
09/11/2010;14:00;9,3;96,5;1;13;22
09/11/2010;15:00;9,5;95,5;0;10;22
09/11/2010;16:00;8,7;92,5;0;10;0
09/11/2010;17:00;8,3;96;0,6;10;0
09/11/2010;18:00;8;96,5;0;7;0
09/11/2010;19:00;7,9;96;0;9;0
09/11/2010;20:00;7,5;95,5;0;8;0
09/11/2010;21:00;7,4;94,5;0;9;0
09/11/2010;22:00;7,3;96;0;7;0
09/11/2010;23:00;7,1;96,5;1;7;0
10/11/2010;00:00;7;97;0;4;0
10/11/2010;01:00;6,5;98;0;3;0
10/11/2010;02:00;6,7;98,5;0;2;0
10/11/2010;03:00;6,8;98,5;0;2;0
10/11/2010;04:00;7;98,5;0;4;0
10/11/2010;05:00;7,1;98,5;0,2;11;0
10/11/2010;06:00;6,8;96,5;0;15;0
10/11/2010;07:00;6,8;96;0,4;13;6
10/11/2010;08:00;7,3;92;0;15;26
10/11/2010;09:00;7,1;95;0,2;14;14
10/11/2010;10:00;8,5;86,5;0;14;66
10/11/2010;11:00;8,6;82;0;15;54
10/11/2010;12:00;9,2;78,5;0;15;58
10/11/2010;13:00;8,8;84,5;0;17;68
10/11/2010;14:00;8,4;80,5;0;14;46
10/11/2010;15:00;7,4;81;0;13;16
10/11/2010;16:00;5,2;90,5;0;7;0
10/11/2010;17:00;4,5;94;0;7;0
10/11/2010;18:00;4;92,5;0;9;0
10/11/2010;19:00;3,4;93;0;8;0
10/11/2010;20:00;2,6;95;0;6;0
10/11/2010;21:00;1,9;96;0;5;0
10/11/2010;22:00;1,4;95,5;0;6;0
10/11/2010;23:00;1,4;96;0;7;0
11/11/2010;00:00;1;97;0;8;0
11/11/2010;01:00;1,5;98;0;8;0
11/11/2010;02:00;1,6;97;0;9;0
11/11/2010;03:00;1,2;98;0;9;0
11/11/2010;04:00;1,1;98,5;0;10;0
11/11/2010;05:00;1,5;99;0;10;0
11/11/2010;06:00;2,2;98;0,2;15;0
11/11/2010;07:00;3,2;95,5;0;16;6
11/11/2010;08:00;4,6;91,5;0;20;16
11/11/2010;09:00;5,4;92,5;0,4;22;22
11/11/2010;10:00;6,2;94,5;0,8;24;24
11/11/2010;11:00;7,3;94,5;1;28;18
11/11/2010;12:00;8,2;95;0,6;32;22
11/11/2010;13:00;8,8;96;0,8;30;8
11/11/2010;14:00;10,1;95,5;0,6;31;6
11/11/2010;15:00;11,2;95,5;0,4;32;4
11/11/2010;16:00;12,5;95;0,2;31;0
11/11/2010;17:00;13;96;0,2;30;0
11/11/2010;18:00;13,6;95;0;31;0
11/11/2010;19:00;13,9;95;0,2;31;0
11/11/2010;20:00;14,1;94,5;0,2;28;0
11/11/2010;21:00;14,1;93,5;0;28;0
11/11/2010;22:00;12,1;93;2,8;26;0
11/11/2010;23:00;11,7;88,5;0;24;0
12/11/2010;00:00;11,5;86;0;18;0
12/11/2010;01:00;11,6;79;0;25;0
12/11/2010;02:00;11,4;82,5;0;22;0
12/11/2010;03:00;11,1;83,5;0;19;0
12/11/2010;04:00;11,1;81,5;0;18;0
12/11/2010;05:00;10,7;85;0;17;0
12/11/2010;06:00;10,7;87,5;0;16;0
12/11/2010;07:00;10,8;88;0;18;6
12/11/2010;08:00;11,6;85;0;18;28
12/11/2010;09:00;12,1;87,5;0;19;28
12/11/2010;10:00;12,7;86,5;0;20;32
12/11/2010;11:00;12,7;90,5;0;21;48
12/11/2010;12:00;14;96;0;16;20
12/11/2010;13:00;14,8;94;0;24;28
12/11/2010;14:00;14,5;92;0;28;18
12/11/2010;15:00;14,3;86,5;0;26;12
12/11/2010;16:00;13,8;88,5;0;23;0
12/11/2010;17:00;13,5;93,5;0;26;0
12/11/2010;18:00;14,2;89,5;0,2;26;0
12/11/2010;19:00;14;93;0;24;0
12/11/2010;20:00;14,3;91;0;28;0
12/11/2010;21:00;14;92;0;27;0
12/11/2010;22:00;14,1;91;0;28;0
12/11/2010;23:00;13,8;94;0;25;0
13/11/2010;00:00;13,8;94;0;26;0
13/11/2010;01:00;14;92;0;25;0
13/11/2010;02:00;14;91,5;0;27;0
13/11/2010;03:00;13,8;92,5;0;27;0
13/11/2010;04:00;13,8;91,5;0;29;0
13/11/2010;05:00;14;89,5;0;28;0
13/11/2010;06:00;13,8;89;0;28;0
13/11/2010;07:00;14,2;87,5;0;27;8
13/11/2010;08:00;14,2;87;0;29;24
13/11/2010;09:00;14,3;88,5;0;28;40
13/11/2010;10:00;14,6;87,5;0;26;32
13/11/2010;11:00;15,1;82,5;0;29;32
13/11/2010;12:00;15,8;78,5;0;26;24
13/11/2010;13:00;16;76,5;0;25;20
13/11/2010;14:00;16,2;74;0;23;14
13/11/2010;15:00;16,6;71;0;27;6
13/11/2010;16:00;15,9;74,5;0;26;0
13/11/2010;17:00;15,8;75;0;25;0
13/11/2010;18:00;15,2;76,5;0;22;0
13/11/2010;19:00;14,8;78,5;0;16;0
13/11/2010;20:00;15,2;76;0;16;0
13/11/2010;21:00;14,9;75;0;17;0
13/11/2010;22:00;14,7;74,5;0;19;0
13/11/2010;23:00;14,2;76,5;0;17;0
14/11/2010;00:00;13,6;78;0;16;0
14/11/2010;01:00;13,6;78;0;13;0
14/11/2010;02:00;13,5;78,5;0;15;0
14/11/2010;03:00;13,5;79,5;0;18;0
14/11/2010;04:00;13,6;81;0;18;0
14/11/2010;05:00;13,3;81;0;20;0
14/11/2010;06:00;13,3;79;0;21;0
14/11/2010;07:00;13,1;80;0;20;2
14/11/2010;08:00;13,3;79,5;0;20;12
14/11/2010;09:00;12,4;88,5;0,4;21;14
14/11/2010;10:00;12,5;90,5;0,2;22;34
14/11/2010;11:00;12,5;91;0,2;20;26
14/11/2010;12:00;12,5;91,5;0,4;21;26
14/11/2010;13:00;12,5;91;0,2;23;26
14/11/2010;14:00;12,1;92;0,4;20;10
14/11/2010;15:00;12;89;0;19;6
14/11/2010;16:00;11,5;83,5;0;17;0
14/11/2010;17:00;11;85;0;15;0
14/11/2010;18:00;10,4;85,5;0;11;0
14/11/2010;19:00;9,8;87,5;0;9;0
14/11/2010;20:00;9,3;89,5;0;7;0
14/11/2010;21:00;8,8;92;0;5;0
14/11/2010;22:00;8,6;94;0;6;0
14/11/2010;23:00;8,3;94;0;5;0
15/11/2010;00:00;8,2;95,5;0;2;0
15/11/2010;01:00;7,8;96;0;2;0
15/11/2010;02:00;7;97;0;2;0
15/11/2010;03:00;6,8;97,5;0;1;0
15/11/2010;04:00;6,4;98,5;0;3;0
15/11/2010;05:00;5,7;98,5;0;2;0
15/11/2010;06:00;5,6;99;0;2;0
15/11/2010;07:00;5,7;99,5;0,2;2;6
15/11/2010;08:00;7,5;99;0;5;26
15/11/2010;09:00;9;96,5;0;9;78
15/11/2010;10:00;10;86;0;11;86
15/11/2010;11:00;9,9;84,5;0;10;48
15/11/2010;12:00;9,8;86;0;6;24
15/11/2010;13:00;10,2;84;0;7;50
15/11/2010;14:00;9,8;84,5;0;6;48
15/11/2010;15:00;9,1;86,5;0;4;16
15/11/2010;16:00;8,8;88,5;0;2;0
15/11/2010;17:00;8,2;91,5;0;1;0
15/11/2010;18:00;7,9;94;0;2;0
15/11/2010;19:00;7,4;96,5;0,2;1;0
15/11/2010;20:00;6,3;96;0;2;0
15/11/2010;21:00;6;98;0;3;0
15/11/2010;22:00;7,4;98;0;4;0
15/11/2010;23:00;6,9;98;0;5;0
16/11/2010;00:00;5,6;98;0;4;0
16/11/2010;01:00;4,5;98;0;4;0
16/11/2010;02:00;4,4;98,5;0;4;0
16/11/2010;03:00;3,9;98,5;0;3;0
16/11/2010;04:00;3,8;99,5;0;2;0
16/11/2010;05:00;2,4;99,5;0;2;0
16/11/2010;06:00;1,7;100;0;2;0
16/11/2010;07:00;2,4;100,5;0;1;6
16/11/2010;08:00;5;100;0;2;42
16/11/2010;09:00;5,6;99,5;0;5;62
16/11/2010;10:00;7,9;99,5;0;4;88
16/11/2010;11:00;9,3;96;0;4;124
16/11/2010;12:00;10,2;79,5;0;4;92
16/11/2010;13:00;9,4;79,5;0;4;30
16/11/2010;14:00;10,7;74,5;0;2;40
16/11/2010;15:00;8,1;90;0;4;16
16/11/2010;16:00;7;95,5;0;4;0
16/11/2010;17:00;5,3;96,5;0;3;0
16/11/2010;18:00;4,1;98;0;2;0
16/11/2010;19:00;3,2;99;0;1;0
16/11/2010;20:00;3,5;99,5;0;4;0
16/11/2010;21:00;2,7;100;0;2;0
16/11/2010;22:00;2,6;100;0;5;0
16/11/2010;23:00;2,2;100,5;0;4;0
17/11/2010;00:00;3,1;100,5;0;5;0
17/11/2010;01:00;4,1;100,5;0;7;0
17/11/2010;02:00;3;100,5;0;12;0
17/11/2010;03:00;3,1;101;0;9;0
17/11/2010;04:00;2,7;101;0;12;0
17/11/2010;05:00;2,7;101;0;11;0
17/11/2010;06:00;2,5;101;0;8;2
17/11/2010;07:00;2,6;101;0;8;10
17/11/2010;08:00;3,3;101;0;6;20
17/11/2010;09:00;3,9;100;0;8;34
17/11/2010;10:00;4,8;94;0;9;38
17/11/2010;11:00;5,5;89,5;0;8;34
17/11/2010;12:00;5,8;87;0;8;48
17/11/2010;13:00;5,8;88,5;0;9;22
17/11/2010;14:00;5,8;89,5;0;6;8
17/11/2010;15:00;5,7;90;0;5;2
17/11/2010;16:00;5,6;92;0;4;0
17/11/2010;17:00;5,5;93,5;0;5;0
17/11/2010;18:00;5,6;94;0;5;0
17/11/2010;19:00;5,3;96;0,2;4;0
17/11/2010;20:00;5,2;97;0,2;3;0
17/11/2010;21:00;5;97;0;8;0
17/11/2010;22:00;4,9;97,5;0;6;0
17/11/2010;23:00;4,8;97,5;0;5;0
18/11/2010;00:00;4,9;96,5;0;5;0
18/11/2010;01:00;4,9;96,5;0;7;0
18/11/2010;02:00;4,9;97,5;0;8;0
18/11/2010;03:00;4,7;96;0;9;0
18/11/2010;04:00;5;97;0;8;0
18/11/2010;05:00;5;97;0;9;0
18/11/2010;06:00;5,4;96,5;0;10;0
18/11/2010;07:00;5,5;96;0;9;2
18/11/2010;08:00;5,8;95;0;9;6
18/11/2010;09:00;6,1;95;0;9;14
18/11/2010;10:00;6,6;94;0;9;18
18/11/2010;11:00;6,9;93;0;8;24
18/11/2010;12:00;7,4;92;0;9;24
18/11/2010;13:00;8;91,5;0;7;22
18/11/2010;14:00;8,3;88,5;0;7;12
18/11/2010;15:00;8,2;90;0;6;6
18/11/2010;16:00;7,7;91,5;0;5;0
18/11/2010;17:00;7,7;93;0;7;0
18/11/2010;18:00;7,1;95,5;0;7;0
18/11/2010;19:00;6,7;96,5;0;9;0
18/11/2010;20:00;7;97;0;4;0
18/11/2010;21:00;7,2;97;0,2;7;0
18/11/2010;22:00;7,1;97,5;0;9;0
18/11/2010;23:00;7;97,5;0;8;0
19/11/2010;00:00;6,3;97,5;0;9;0
19/11/2010;01:00;5,2;98;0;8;0
19/11/2010;02:00;4,4;98,5;0;5;0
19/11/2010;03:00;4,7;99;0;4;0
19/11/2010;04:00;4,8;99,5;0;7;0
19/11/2010;05:00;4,7;100;0;8;0
19/11/2010;06:00;4,3;100;0;10;0
19/11/2010;07:00;4,6;100;0;8;4
19/11/2010;08:00;4,7;100;0;9;14
19/11/2010;09:00;4,7;100,5;0;10;34
19/11/2010;10:00;5,3;100,5;0;9;34
19/11/2010;11:00;5,7;100,5;0;10;36
19/11/2010;12:00;6,5;100,5;0;9;34
19/11/2010;13:00;6,6;100,5;0;8;22
19/11/2010;14:00;6,9;100;0;10;12
19/11/2010;15:00;7,1;100;0;6;2
19/11/2010;16:00;7,2;100;0;5;0
19/11/2010;17:00;7,4;100;0;5;0
19/11/2010;18:00;6,8;100;0;3;0
19/11/2010;19:00;6,8;99,5;0;3;0
19/11/2010;20:00;6,4;99,5;0;4;0
19/11/2010;21:00;5,9;99,5;0;6;0
19/11/2010;22:00;5,6;99,5;0;5;0
19/11/2010;23:00;5,4;99,5;0;4;0
20/11/2010;00:00;5,2;99,5;0;4;0
20/11/2010;01:00;5,2;99,5;0;5;0
20/11/2010;02:00;5;99,5;0;8;0
20/11/2010;03:00;4,8;99;0;7;0
20/11/2010;04:00;4,8;98,5;0;6;0
20/11/2010;05:00;4,8;98;0;9;0
20/11/2010;06:00;4,5;96,5;0;7;0
20/11/2010;07:00;4,4;96,5;0,2;7;6
20/11/2010;08:00;5,5;95;0;12;46
20/11/2010;09:00;6;91,5;0;12;54
20/11/2010;10:00;7,1;89,5;0;11;56
20/11/2010;11:00;8,5;82,5;0;10;66
20/11/2010;12:00;9,2;83,5;0;13;70
20/11/2010;13:00;9,4;81,5;0;12;72
20/11/2010;14:00;9,6;81,5;0;10;36
20/11/2010;15:00;8,6;85;0;9;8
20/11/2010;16:00;7,7;89,5;0;7;0
20/11/2010;17:00;7,1;90,5;0;8;0
20/11/2010;18:00;6,6;92,5;0;4;0
20/11/2010;19:00;6;94,5;0;5;0
20/11/2010;20:00;6;95,5;0;5;0
20/11/2010;21:00;6,8;93,5;0;5;0
20/11/2010;22:00;7,1;96;0,4;7;0
20/11/2010;23:00;7,1;97;0,6;5;0
21/11/2010;00:00;6,7;97,5;0,2;6;0
21/11/2010;01:00;6,6;98,5;0;8;0
21/11/2010;02:00;6,4;98,5;0,2;8;0
21/11/2010;03:00;6,3;99;0;9;0
21/11/2010;04:00;6,6;99;0;9;0
21/11/2010;05:00;6,5;96;0,4;15;0
21/11/2010;06:00;6,5;96,5;0;12;0
21/11/2010;07:00;6,6;97;0,2;11;4
21/11/2010;08:00;6,6;97,5;0;11;10
21/11/2010;09:00;6,7;96,5;0;13;24
21/11/2010;10:00;6,9;95;0,2;12;36
21/11/2010;11:00;7;92,5;0;13;30
21/11/2010;12:00;6,9;92;0;12;22
21/11/2010;13:00;6,5;96;0;12;10
21/11/2010;14:00;6,3;97;0,2;9;6
21/11/2010;15:00;6;97,5;0;10;0
21/11/2010;16:00;5,7;98;0,2;10;0
21/11/2010;17:00;5,3;98,5;0;11;0
21/11/2010;18:00;4,9;98,5;0;10;0
21/11/2010;19:00;4,7;99;0;11;0
21/11/2010;20:00;4,4;99,5;0;10;0
21/11/2010;21:00;4,3;99,5;0;9;0
21/11/2010;22:00;4;99,5;0;10;0
21/11/2010;23:00;4,1;99,5;0;9;0
22/11/2010;00:00;4;99;0;8;0
22/11/2010;01:00;4;98,5;0;7;0
22/11/2010;02:00;3,9;98;0;7;0
22/11/2010;03:00;3,9;98,5;0,6;8;0
22/11/2010;04:00;3,6;99;1,6;6;0
22/11/2010;05:00;3,5;99;0,2;5;0
22/11/2010;06:00;3,8;98,5;0;6;0
22/11/2010;07:00;4;99;0,2;6;6
22/11/2010;08:00;4,1;97,5;0;8;8
22/11/2010;09:00;4,1;95,5;0;8;10
22/11/2010;10:00;4,1;90,5;0;9;14
22/11/2010;11:00;4,3;90;0;8;18
22/11/2010;12:00;4,3;90;0;6;10
22/11/2010;13:00;4,3;90;0;7;10
22/11/2010;14:00;4,3;90,5;0;8;4
22/11/2010;15:00;4,1;90,5;0;8;2
22/11/2010;16:00;4,1;91;0;7;0
22/11/2010;17:00;4,1;89,5;0;6;0
22/11/2010;18:00;4;91,5;0;5;0
22/11/2010;19:00;3,8;92,5;0;5;0
22/11/2010;20:00;3,7;94,5;0;6;0
22/11/2010;21:00;3,7;95,5;0;6;0
22/11/2010;22:00;3,7;95,5;0;7;0
22/11/2010;23:00;3,6;95,5;0;5;0
23/11/2010;00:00;2,8;95;0;7;0
23/11/2010;01:00;1,8;96;0;7;0
23/11/2010;02:00;1,4;97;0;6;0
23/11/2010;03:00;1,1;97,5;0;7;0
23/11/2010;04:00;0,7;98;0;7;0
23/11/2010;05:00;0,6;98;0;5;0
23/11/2010;06:00;0,7;98,5;0;5;0
23/11/2010;07:00;0,5;99;0;5;6
23/11/2010;08:00;1,5;98;0;5;42
23/11/2010;09:00;2,9;96,5;0;6;42
23/11/2010;10:00;3,9;90,5;0;7;44
23/11/2010;11:00;4,5;87,5;0;9;42
23/11/2010;12:00;5;87;0;8;34
23/11/2010;13:00;5,2;87,5;0;8;30
23/11/2010;14:00;5,3;89,5;0;9;16
23/11/2010;15:00;5,2;91;0;9;6
23/11/2010;16:00;5,2;93,5;0;9;0
23/11/2010;17:00;4,6;96,5;0;7;0
23/11/2010;18:00;3,5;97,5;0;4;0
23/11/2010;19:00;3,2;98,5;0;6;0
23/11/2010;20:00;2,5;99;0;5;0
23/11/2010;21:00;2,3;99;0;6;0
23/11/2010;22:00;1,7;99,5;0;4;0
23/11/2010;23:00;1,8;99,5;0;3;0
24/11/2010;00:00;1,7;99,5;0;4;0
24/11/2010;01:00;1,7;99,5;0;3;0
24/11/2010;02:00;2;99,5;0;6;0
24/11/2010;03:00;2;99;0;7;0
24/11/2010;04:00;1,3;98,5;0;8;0
24/11/2010;05:00;0,8;99,5;0;3;0
24/11/2010;06:00;1,4;99,5;0,2;4;0
24/11/2010;07:00;1,8;99,5;0;5;4
24/11/2010;08:00;2,8;99;0;5;26
24/11/2010;09:00;3,5;97,5;0;9;38
24/11/2010;10:00;5,5;91;0;10;70
24/11/2010;11:00;6,7;86;0;13;106
24/11/2010;12:00;6,9;85;0;14;102
24/11/2010;13:00;6,5;86;0;13;66
24/11/2010;14:00;6,1;88;0;9;22
24/11/2010;15:00;5,9;89;0;5;6
24/11/2010;16:00;5,2;93;0;6;0
24/11/2010;17:00;4,8;93,5;0;7;0
24/11/2010;18:00;4,2;95;0;9;0
24/11/2010;19:00;4,5;96;0;10;0
24/11/2010;20:00;4,4;96,5;0,2;9;0
24/11/2010;21:00;4,4;97,5;0;10;0
24/11/2010;22:00;4,1;98,5;0;9;0
24/11/2010;23:00;4,1;98,5;0,2;9;0
25/11/2010;00:00;3,9;98,5;0,2;8;0
25/11/2010;01:00;3,9;98,5;0;9;0
25/11/2010;02:00;3,8;98,5;0;8;0
25/11/2010;03:00;3,2;98,5;0,8;7;0
25/11/2010;04:00;1,8;98;1,4;10;0
25/11/2010;05:00;1,2;99;0,4;7;0
25/11/2010;06:00;0,7;99,5;0,2;4;0
25/11/2010;07:00;0,1;100;0;1;0
25/11/2010;08:00;0,3;100,5;0,2;2;4
