Site: Boigneville, Unité d'acquisition: Boigneville, Dep: 91, Com: 69, Num: 2;;;;;;
Date;01/09/2012;T[°C);HR(%);Pluies (mm);Vent (km/h);Rg (j/cm²)
01/09/2012;00:00;8,6;74,5;0;6;0
01/09/2012;01:00;7,5;76,5;0;6;0
01/09/2012;02:00;7,5;78;0;5;0
01/09/2012;03:00;7;80;0;4;0
01/09/2012;04:00;6,7;81;0;5;0
01/09/2012;05:00;8,2;81,5;0;5;18
01/09/2012;06:00;11;72,5;0;6;68
01/09/2012;07:00;13,4;62;0;8;118
01/09/2012;08:00;15,5;50,5;0;12;176
01/09/2012;09:00;16,8;41,5;0;13;222
01/09/2012;10:00;17,4;36;0;13;258
01/09/2012;11:00;18,3;29,5;0;12;266
01/09/2012;12:00;19,5;27,5;0;12;266
01/09/2012;13:00;19,7;24;0;13;242
01/09/2012;14:00;20,2;26,5;0;14;202
01/09/2012;15:00;20,2;27;0;12;150
01/09/2012;16:00;19,8;29,5;0;10;88
01/09/2012;17:00;18,2;32;0;7;32
01/09/2012;18:00;15,9;37;0;4;2
01/09/2012;19:00;13,4;46;0;2;0
01/09/2012;20:00;12,7;48;0;5;0
01/09/2012;21:00;11,8;67,5;0;5;0
01/09/2012;22:00;11,4;75,5;0;5;0
01/09/2012;23:00;9,6;82;0;2;0
02/09/2012;00:00;8,8;87;0;3;0
02/09/2012;01:00;7,5;89;0;2;0
02/09/2012;02:00;8,4;90,5;0;3;0
02/09/2012;03:00;8,1;92,5;0;1;0
02/09/2012;04:00;8,3;93,5;0;3;0
02/09/2012;05:00;9,4;93,5;0;2;16
02/09/2012;06:00;13,2;88,5;0;2;58
02/09/2012;07:00;15,5;81;0;5;90
02/09/2012;08:00;17,5;76,5;0;6;116
02/09/2012;09:00;17,5;72,5;0;8;98
02/09/2012;10:00;18,3;71;0;7;84
02/09/2012;11:00;19,2;66,5;0;8;118
02/09/2012;12:00;21,3;58,5;0;8;188
02/09/2012;13:00;21,4;53,5;0;7;180
02/09/2012;14:00;21,5;54,5;0;9;122
02/09/2012;15:00;21,9;48;0;8;86
02/09/2012;16:00;20,8;50;0;9;38
02/09/2012;17:00;19,6;53;0;5;18
02/09/2012;18:00;18,2;58;0;3;2
02/09/2012;19:00;16,3;63,5;0;2;0
02/09/2012;20:00;16;64;0;5;0
02/09/2012;21:00;15;68,5;0;6;0
02/09/2012;22:00;14,2;75;0;6;0
02/09/2012;23:00;13,2;80;0;6;0
03/09/2012;00:00;12,8;81,5;0;6;0
03/09/2012;01:00;11,8;85;0;3;0
03/09/2012;02:00;10,8;87;0;2;0
03/09/2012;03:00;11,8;89,5;0;3;0
03/09/2012;04:00;12,8;89;0;1;0
03/09/2012;05:00;12,9;91;0;5;6
03/09/2012;06:00;15,1;91;0;5;28
03/09/2012;07:00;15,8;88;0;7;36
03/09/2012;08:00;17,1;85;0;9;74
03/09/2012;09:00;16,7;86,5;0;9;28
03/09/2012;10:00;18;82;0;8;60
03/09/2012;11:00;19,1;76;0;12;158
03/09/2012;12:00;19,7;72;0;12;98
03/09/2012;13:00;20,6;70;0;11;76
03/09/2012;14:00;21,3;67;0;13;68
03/09/2012;15:00;20,7;67;0;12;66
03/09/2012;16:00;21;66,5;0;10;46
03/09/2012;17:00;19,8;68,5;0;10;26
03/09/2012;18:00;18,3;74,5;0;7;2
03/09/2012;19:00;17,2;79,5;0;4;0
03/09/2012;20:00;16,1;82,5;0;4;0
03/09/2012;21:00;15,7;85;0;5;0
03/09/2012;22:00;14,7;87;0;5;0
03/09/2012;23:00;14,6;87;0;6;0
04/09/2012;00:00;14,4;87,5;0;6;0
04/09/2012;01:00;14;89,5;0;8;0
04/09/2012;02:00;13,9;90,5;0;7;0
04/09/2012;03:00;13,2;92,5;0;7;0
04/09/2012;04:00;13,1;93;0;6;0
04/09/2012;05:00;13;94;0;7;8
04/09/2012;06:00;14,3;93,5;0;9;38
04/09/2012;07:00;16,6;85;0;11;90
04/09/2012;08:00;18,9;76,5;0;12;142
04/09/2012;09:00;20,5;65,5;0;15;178
04/09/2012;10:00;22,3;60;0;15;234
04/09/2012;11:00;23,3;55;0;13;242
04/09/2012;12:00;24,2;51;0;12;238
04/09/2012;13:00;25;48;0;13;218
04/09/2012;14:00;24,8;47;0;13;180
04/09/2012;15:00;24,4;47,5;0;14;130
04/09/2012;16:00;24;48;0;13;76
04/09/2012;17:00;22,4;53,5;0;11;28
04/09/2012;18:00;20,2;59;0;5;0
04/09/2012;19:00;18,7;66,5;0;5;0
04/09/2012;20:00;17,8;69;0;3;0
04/09/2012;21:00;16,7;72;0;5;0
04/09/2012;22:00;16,6;75,5;0;7;0
04/09/2012;23:00;16,3;81,5;0;8;0
05/09/2012;00:00;15,6;84,5;0;9;0
05/09/2012;01:00;15,2;85,5;0;9;0
05/09/2012;02:00;14,5;87;0;6;0
05/09/2012;03:00;14,2;88;0;6;0
05/09/2012;04:00;14,2;89;0;4;0
05/09/2012;05:00;15,2;87;0;8;6
05/09/2012;06:00;15,8;86,5;0;10;18
05/09/2012;07:00;17,6;82,5;0;12;54
05/09/2012;08:00;19,1;77,5;0;13;122
05/09/2012;09:00;21,5;66;0;12;178
05/09/2012;10:00;22,9;57;0;15;224
05/09/2012;11:00;23,4;53,5;0;15;238
05/09/2012;12:00;24,4;42;0;13;218
05/09/2012;13:00;24,6;51;0;15;216
05/09/2012;14:00;23,8;55,5;0;18;144
05/09/2012;15:00;22,2;60,5;0;19;94
05/09/2012;16:00;21,5;59,5;0;20;56
05/09/2012;17:00;20,9;60,5;0;15;24
05/09/2012;18:00;19,3;67;0;11;2
05/09/2012;19:00;18,3;71;0;8;0
05/09/2012;20:00;17,3;72,5;0;8;0
05/09/2012;21:00;16;73,5;0;10;0
05/09/2012;22:00;15,2;74,5;0;10;0
05/09/2012;23:00;13,9;77;0;10;0
06/09/2012;00:00;12,7;80,5;0;10;0
06/09/2012;01:00;11,9;82,5;0;10;0
06/09/2012;02:00;10,8;85,5;0;8;0
06/09/2012;03:00;9,9;87,5;0;7;0
06/09/2012;04:00;9,4;90;0;7;0
06/09/2012;05:00;9,7;91,5;0;5;10
06/09/2012;06:00;11,4;87;0;8;54
06/09/2012;07:00;14,3;79;0;11;108
06/09/2012;08:00;16,6;62,5;0;12;162
06/09/2012;09:00;19;54,5;0;13;210
06/09/2012;10:00;19,6;47,5;0;13;240
06/09/2012;11:00;20,7;43;0;13;250
06/09/2012;12:00;22,2;40,5;0;12;250
06/09/2012;13:00;22,5;38,5;0;13;226
06/09/2012;14:00;22,7;37,5;0;13;184
06/09/2012;15:00;22,6;37,5;0;11;134
06/09/2012;16:00;21,7;39;0;12;78
06/09/2012;17:00;19,6;47;0;8;32
06/09/2012;18:00;17,4;54;0;4;0
06/09/2012;19:00;15,7;59;0;5;0
06/09/2012;20:00;14;65,5;0;6;0
06/09/2012;21:00;13,5;68;0;5;0
06/09/2012;22:00;11;72;0;3;0
06/09/2012;23:00;10,5;77,5;0;3;0
07/09/2012;00:00;8,8;83,5;0;3;0
07/09/2012;01:00;8,6;87,5;0;4;0
07/09/2012;02:00;8,7;89,5;0;5;0
07/09/2012;03:00;7,1;90;0;4;0
07/09/2012;04:00;7,4;93;0;1;0
07/09/2012;05:00;6,9;92;0;2;10
07/09/2012;06:00;11;84;0;4;54
07/09/2012;07:00;14,8;76;0;6;108
07/09/2012;08:00;18,5;55;0;7;170
07/09/2012;09:00;20,3;48;0;8;218
07/09/2012;10:00;21,7;41,5;0;8;236
07/09/2012;11:00;22,9;36,5;0;6;246
07/09/2012;12:00;24,3;33,5;0;7;240
07/09/2012;13:00;25,4;32,5;0;7;226
07/09/2012;14:00;25,6;29,5;0;8;162
07/09/2012;15:00;25,9;27;0;9;132
07/09/2012;16:00;24,4;33;0;12;72
07/09/2012;17:00;21,9;36,5;0;9;32
07/09/2012;18:00;19,3;44;0;5;2
07/09/2012;19:00;18,6;48;0;4;0
07/09/2012;20:00;15,8;58;0;4;0
07/09/2012;21:00;13,8;63,5;0;3;0
07/09/2012;22:00;12,4;69,5;0;2;0
07/09/2012;23:00;11,6;75,5;0;4;0
08/09/2012;00:00;11,4;78;0;4;0
08/09/2012;01:00;10,9;81,5;0;2;0
08/09/2012;02:00;9,9;81;0;3;0
08/09/2012;03:00;8,2;85;0;2;0
08/09/2012;04:00;8,1;89;0;3;0
08/09/2012;05:00;9,1;88,5;0;3;8
08/09/2012;06:00;13;80;0;3;52
08/09/2012;07:00;16,1;65,5;0;6;106
08/09/2012;08:00;20,3;53;0;7;160
08/09/2012;09:00;23,6;38,5;0;7;204
08/09/2012;10:00;25,8;30,5;0;8;230
08/09/2012;11:00;26,9;24;0;10;242
08/09/2012;12:00;27,7;18,5;0;9;238
08/09/2012;13:00;28,3;15;0;10;218
08/09/2012;14:00;28,8;17,5;0;9;180
08/09/2012;15:00;28,4;17,5;0;10;132
08/09/2012;16:00;27,1;17;0;10;76
08/09/2012;17:00;25,4;19;0;6;28
08/09/2012;18:00;22,3;25,5;0;6;0
08/09/2012;19:00;20,2;29,5;0;3;0
08/09/2012;20:00;17,9;38;0;2;0
08/09/2012;21:00;15,8;48;0;2;0
08/09/2012;22:00;15,1;51,5;0;1;0
08/09/2012;23:00;13,4;58,5;0;2;0
09/09/2012;00:00;12;62;0;1;0
09/09/2012;01:00;11,1;71;0;1;0
09/09/2012;02:00;10,5;74;0;1;0
09/09/2012;03:00;9,6;78;0;2;0
09/09/2012;04:00;8,8;82,5;0;1;0
09/09/2012;05:00;9,5;82,5;0;2;8
09/09/2012;06:00;13,1;75;0;3;52
09/09/2012;07:00;18,3;60;0;6;102
09/09/2012;08:00;22,2;48,5;0;7;156
09/09/2012;09:00;25,7;39;0;9;200
09/09/2012;10:00;28,1;22;0;11;230
09/09/2012;11:00;28,8;24,5;0;19;242
09/09/2012;12:00;29,2;20,5;0;19;238
09/09/2012;13:00;29,5;18,5;0;17;218
09/09/2012;14:00;30,1;18;0;15;180
09/09/2012;15:00;29,4;18;0;15;126
09/09/2012;16:00;28,5;20,5;0;13;68
09/09/2012;17:00;24,9;25,5;0;7;16
09/09/2012;18:00;22,6;30;0;5;0
09/09/2012;19:00;20,2;36;0;4;0
09/09/2012;20:00;19,5;39,5;0;2;0
09/09/2012;21:00;18,7;43;0;2;0
09/09/2012;22:00;17,6;47,5;0;2;0
09/09/2012;23:00;16,6;55;0;3;0
10/09/2012;00:00;16,5;60;0;3;0
10/09/2012;01:00;17,5;70;0;5;0
10/09/2012;02:00;17,2;75,5;0;6;0
10/09/2012;03:00;16,5;79;0;3;0
10/09/2012;04:00;16,4;82,5;0;3;0
10/09/2012;05:00;15,3;84;0;5;2
10/09/2012;06:00;16,5;87;0;7;14
10/09/2012;07:00;18,3;82,5;0;7;60
10/09/2012;08:00;19,5;77;0;9;116
10/09/2012;09:00;20,9;72,5;0,2;9;148
10/09/2012;10:00;21,7;65;0;9;132
10/09/2012;11:00;20,7;65,5;0;12;76
10/09/2012;12:00;21,1;66,5;0;10;76
10/09/2012;13:00;20,7;72;0;7;48
10/09/2012;14:00;23;60,5;0;10;136
10/09/2012;15:00;23,7;54;0;11;114
10/09/2012;16:00;23,5;56,5;0;8;38
10/09/2012;17:00;19,8;77;0,6;8;4
10/09/2012;18:00;19,5;80,5;0;3;0
10/09/2012;19:00;18,6;84,5;0;3;0
10/09/2012;20:00;18,3;88;0;1;0
10/09/2012;21:00;17;89;0;3;0
10/09/2012;22:00;16,7;89,5;0;5;0
10/09/2012;23:00;16,1;89;0;6;0
11/09/2012;00:00;16,3;87;0;4;0
11/09/2012;01:00;16,4;87;0;7;0
11/09/2012;02:00;15,7;89;0;5;0
11/09/2012;03:00;15,3;90,5;0;3;0
11/09/2012;04:00;15,6;90;0;6;0
11/09/2012;05:00;15,7;90,5;0;8;6
11/09/2012;06:00;16,8;89,5;0;9;26
11/09/2012;07:00;16,9;89;0;11;32
11/09/2012;08:00;17,3;90;0;11;48
11/09/2012;09:00;18,5;86,5;0;10;60
11/09/2012;10:00;19;81,5;0;13;66
11/09/2012;11:00;18,8;83;0,2;13;44
11/09/2012;12:00;18,7;85;0,6;11;64
11/09/2012;13:00;15,1;89;1,2;15;26
11/09/2012;14:00;15,1;91;0,6;11;28
11/09/2012;15:00;16,1;88;0;10;50
11/09/2012;16:00;15,9;85,5;0;9;18
11/09/2012;17:00;15,7;81;0;9;10
11/09/2012;18:00;14,6;83,5;0;6;0
11/09/2012;19:00;12,9;83;0;6;0
11/09/2012;20:00;12;81,5;0;4;0
11/09/2012;21:00;11,9;79,5;0;6;0
11/09/2012;22:00;11,4;80,5;0;7;0
11/09/2012;23:00;11,2;82,5;0;4;0
12/09/2012;00:00;10,7;84,5;0;5;0
12/09/2012;01:00;10,1;87,5;0;5;0
12/09/2012;02:00;9,8;90;0;4;0
12/09/2012;03:00;9,7;90,5;0;3;0
12/09/2012;04:00;9,9;91,5;0;4;0
12/09/2012;05:00;10,2;91,5;0;5;0
12/09/2012;06:00;11;89,5;0;5;22
12/09/2012;07:00;12,3;84,5;0;9;48
12/09/2012;08:00;13;73;0;11;60
12/09/2012;09:00;13,6;69;0;12;72
12/09/2012;10:00;14;68,5;0;11;84
12/09/2012;11:00;15,8;62,5;0;12;184
12/09/2012;12:00;14,3;69;0;12;70
12/09/2012;13:00;15,6;64,5;0;11;74
12/09/2012;14:00;16,1;60;0;8;76
12/09/2012;15:00;15,7;59;0;14;68
12/09/2012;16:00;14,8;61;0;13;38
12/09/2012;17:00;14,4;67,5;0;7;8
12/09/2012;18:00;13,7;72;0;6;0
12/09/2012;19:00;13,5;76;0;5;0
12/09/2012;20:00;13,5;76,5;0;6;0
12/09/2012;21:00;13,5;77;0;8;0
12/09/2012;22:00;13,4;77,5;0;10;0
12/09/2012;23:00;13,2;78,5;0;8;0
13/09/2012;00:00;12,9;81,5;0;9;0
13/09/2012;01:00;12,3;88,5;0,8;10;0
13/09/2012;02:00;12,3;90,5;2,2;8;0
13/09/2012;03:00;12,6;92,5;0,8;12;0
13/09/2012;04:00;12,6;89,5;0,2;13;0
13/09/2012;05:00;12;90;0;10;4
13/09/2012;06:00;12,3;89,5;0;14;48
13/09/2012;07:00;13,1;85,5;0;16;96
13/09/2012;08:00;14,2;79,5;0;16;158
13/09/2012;09:00;15,4;76,5;0;16;152
13/09/2012;10:00;15,7;71;0;16;166
13/09/2012;11:00;16;69,5;0;15;98
13/09/2012;12:00;16,2;65;0;13;120
13/09/2012;13:00;16,9;61,5;0;12;94
13/09/2012;14:00;17,5;57,5;0;11;124
13/09/2012;15:00;17,1;55;0;12;68
13/09/2012;16:00;17,6;52,5;0;12;78
13/09/2012;17:00;15,7;60,5;0;8;20
13/09/2012;18:00;14,2;68;0;6;0
13/09/2012;19:00;12,4;73,5;0;5;0
13/09/2012;20:00;11,9;74,5;0;6;0
13/09/2012;21:00;11,2;80,5;0;4;0
13/09/2012;22:00;9,5;83,5;0;1;0
13/09/2012;23:00;9,2;85;0;6;0
14/09/2012;00:00;8,1;87,5;0;3;0
14/09/2012;01:00;7;92;0;3;0
14/09/2012;02:00;6,4;93,5;0;4;0
14/09/2012;03:00;6,3;93,5;0;4;0
14/09/2012;04:00;5,7;93,5;0;4;0
14/09/2012;05:00;6,6;93;0;4;4
14/09/2012;06:00;9,3;88;0;8;44
14/09/2012;07:00;13;79;0;7;92
14/09/2012;08:00;13,9;77;0;15;108
14/09/2012;09:00;15,1;73;0;15;118
14/09/2012;10:00;15,9;69;0;15;134
14/09/2012;11:00;16,4;67,5;0;18;92
14/09/2012;12:00;16,8;65,5;0;18;108
14/09/2012;13:00;17,1;65;0;18;64
14/09/2012;14:00;17;68,5;0;18;44
14/09/2012;15:00;17,1;67,5;0;19;50
14/09/2012;16:00;16,8;70;0;18;20
14/09/2012;17:00;16;74;0;15;10
14/09/2012;18:00;15,2;80,5;0;12;0
14/09/2012;19:00;15,5;79;0;11;0
14/09/2012;20:00;15,3;80,5;0;13;0
14/09/2012;21:00;15,2;81,5;0;13;0
14/09/2012;22:00;14,9;83,5;0;13;0
14/09/2012;23:00;13,5;86,5;0;8;0
15/09/2012;00:00;12;90;0;6;0
15/09/2012;01:00;11,4;90;0;6;0
15/09/2012;02:00;10,4;91;0;4;0
15/09/2012;03:00;10,2;91,5;0;4;0
15/09/2012;04:00;8,9;93,5;0;4;0
15/09/2012;05:00;8,4;95;0;5;2
15/09/2012;06:00;10,2;95,5;0;4;24
15/09/2012;07:00;13,6;89;0;5;92
15/09/2012;08:00;16,5;75;0;7;152
15/09/2012;09:00;17,4;62;0;5;162
15/09/2012;10:00;19,2;54,5;0;6;144
15/09/2012;11:00;18,7;51,5;0;6;234
15/09/2012;12:00;19,8;47,5;0;5;210
15/09/2012;13:00;21,3;47;0;6;204
15/09/2012;14:00;21,3;46,5;0;4;172
15/09/2012;15:00;20,8;46,5;0;6;118
15/09/2012;16:00;20,6;45,5;0;2;62
15/09/2012;17:00;18,1;54,5;0;3;18
15/09/2012;18:00;16,7;60;0;3;0
15/09/2012;19:00;14,5;70,5;0;3;0
15/09/2012;20:00;12,8;77,5;0;0;0
15/09/2012;21:00;12,3;78;0;2;0
15/09/2012;22:00;10,6;86,5;0;1;0
15/09/2012;23:00;10,7;87,5;0;5;0
16/09/2012;00:00;9,1;89,5;0;3;0
16/09/2012;01:00;8,7;92,5;0;3;0
16/09/2012;02:00;7,8;93,5;0;1;0
16/09/2012;03:00;7,8;95;0;0;0
16/09/2012;04:00;8;96;0;1;0
16/09/2012;05:00;6,9;96;0;1;2
16/09/2012;06:00;10,9;94,5;0;1;42
16/09/2012;07:00;13,8;83,5;0;4;88
16/09/2012;08:00;17,5;67,5;0;5;148
16/09/2012;09:00;19,7;56;0;3;192
16/09/2012;10:00;20,3;51,5;0;5;224
16/09/2012;11:00;21,9;45,5;0;5;234
16/09/2012;12:00;22,5;43,5;0;5;226
16/09/2012;13:00;22,8;44,5;0;4;174
16/09/2012;14:00;23,5;39,5;0;5;162
16/09/2012;15:00;23,4;39;0;4;100
16/09/2012;16:00;22,1;44;0;2;48
16/09/2012;17:00;19,8;49,5;0;4;12
16/09/2012;18:00;18,1;54,5;0;3;0
16/09/2012;19:00;16,8;58,5;0;2;0
16/09/2012;20:00;15;64,5;0;2;0
16/09/2012;21:00;16,4;61,5;0;4;0
16/09/2012;22:00;15,7;64,5;0;3;0
16/09/2012;23:00;13,7;73;0;3;0
17/09/2012;00:00;12,1;78,5;0;4;0
17/09/2012;01:00;12,2;81,5;0;3;0
17/09/2012;02:00;11,4;85;0;3;0
17/09/2012;03:00;10,7;91;0;2;0
17/09/2012;04:00;10,4;93,5;0;1;0
17/09/2012;05:00;9,6;94,5;0;2;2
17/09/2012;06:00;11,1;95;0;2;28
17/09/2012;07:00;14,3;89;0;6;92
17/09/2012;08:00;15,2;83;0;7;88
17/09/2012;09:00;17,8;75;0;6;182
17/09/2012;10:00;19,8;66,5;0;4;220
17/09/2012;11:00;21,2;58,5;0;4;230
17/09/2012;12:00;22,8;51;0;5;228
17/09/2012;13:00;23,6;45,5;0;6;202
17/09/2012;14:00;23,9;45;0;8;166
17/09/2012;15:00;24,2;44,5;0;7;110
17/09/2012;16:00;24;44;0;6;56
17/09/2012;17:00;21,6;50;0;3;12
17/09/2012;18:00;18,1;66,5;0;5;0
17/09/2012;19:00;16,8;73;0;4;0
17/09/2012;20:00;15,5;79,5;0;4;0
17/09/2012;21:00;14,4;83,5;0;6;0
17/09/2012;22:00;14;86;0;7;0
17/09/2012;23:00;13;88;0;6;0
18/09/2012;00:00;12,4;90;0;5;0
18/09/2012;01:00;12,5;91,5;0;7;0
18/09/2012;02:00;11,8;92;0;8;0
18/09/2012;03:00;11,6;93,5;0;7;0
18/09/2012;04:00;11,1;94,5;0;3;0
18/09/2012;05:00;11,2;95;0;3;4
18/09/2012;06:00;13,3;93,5;0;4;30
18/09/2012;07:00;15,6;86,5;0;10;72
18/09/2012;08:00;15,9;82,5;0;13;80
18/09/2012;09:00;18,1;63;0;12;126
18/09/2012;10:00;18,3;60,5;0;12;126
18/09/2012;11:00;18,6;57,5;0;13;126
18/09/2012;12:00;20,8;52,5;0;11;148
18/09/2012;13:00;20,1;48,5;0;14;138
18/09/2012;14:00;19,7;47,5;0;14;66
18/09/2012;15:00;18,8;48;0;14;46
18/09/2012;16:00;18;49,5;0;16;38
18/09/2012;17:00;17;54;0;12;6
18/09/2012;18:00;16,4;51,5;0;13;0
18/09/2012;19:00;15,2;51;0;14;0
18/09/2012;20:00;13,3;57,5;0;9;0
18/09/2012;21:00;11,5;64,5;0;7;0
18/09/2012;22:00;10;72,5;0;5;0
18/09/2012;23:00;8,3;79;0;5;0
19/09/2012;00:00;8;81,5;0;3;0
19/09/2012;01:00;7,2;84,5;0;5;0
19/09/2012;02:00;7,5;87;0;6;0
19/09/2012;03:00;7,4;87,5;0;5;0
19/09/2012;04:00;7,1;88;0;5;0
19/09/2012;05:00;6,9;88,5;0;4;2
19/09/2012;06:00;9;84;0;6;40
19/09/2012;07:00;11,6;75;0;9;94
19/09/2012;08:00;13,6;61;0;11;152
19/09/2012;09:00;14,4;53,5;0;12;194
19/09/2012;10:00;15,5;45,5;0;11;216
19/09/2012;11:00;16;43;0;11;214
19/09/2012;12:00;16,3;39;0;13;240
19/09/2012;13:00;17,8;36;0;13;174
19/09/2012;14:00;17,2;33,5;0;13;166
19/09/2012;15:00;17,5;34;0;11;98
19/09/2012;16:00;15,9;38,5;0;10;62
19/09/2012;17:00;14,4;45;0;7;12
19/09/2012;18:00;12,2;53,5;0;5;0
19/09/2012;19:00;11;57,5;0;5;0
19/09/2012;20:00;9,9;60;0;5;0
19/09/2012;21:00;7,7;69,5;0;2;0
19/09/2012;22:00;6,8;74;0;2;0
19/09/2012;23:00;6;78;0;2;0
20/09/2012;00:00;5,3;78;0;1;0
20/09/2012;01:00;5;82,5;0;1;0
20/09/2012;02:00;4,9;83;0;1;0
20/09/2012;03:00;4,8;85;0;1;0
20/09/2012;04:00;4,1;85,5;0;2;0
20/09/2012;05:00;3,8;87,5;0;0;2
20/09/2012;06:00;8,1;83;0;1;38
20/09/2012;07:00;11,6;63;0;5;92
20/09/2012;08:00;14,1;56;0;8;136
20/09/2012;09:00;15,9;46,5;0;6;170
20/09/2012;10:00;16,7;40,5;0;6;184
20/09/2012;11:00;17;38;0;6;202
20/09/2012;12:00;17,7;36,5;0;5;192
20/09/2012;13:00;17,8;33,5;0;6;166
20/09/2012;14:00;18;34;0;6;148
20/09/2012;15:00;17,8;34,5;0;7;82
20/09/2012;16:00;17;39,5;0;6;40
20/09/2012;17:00;14,7;45,5;0;5;10
20/09/2012;18:00;12,9;53;0;5;0
20/09/2012;19:00;11;60;0;3;0
20/09/2012;20:00;10,2;65;0;3;0
20/09/2012;21:00;9,7;67,5;0;2;0
20/09/2012;22:00;8,4;72;0;3;0
20/09/2012;23:00;8,6;72;0;3;0
21/09/2012;00:00;7,8;74;0;2;0
21/09/2012;01:00;7,5;75,5;0;3;0
21/09/2012;02:00;6,5;77,5;0;3;0
21/09/2012;03:00;5,1;82,5;0;3;0
21/09/2012;04:00;4;84,5;0;2;0
21/09/2012;05:00;4,2;87,5;0;2;2
21/09/2012;06:00;6,8;84,5;0;4;40
21/09/2012;07:00;11,2;69,5;0;5;96
21/09/2012;08:00;13,6;59,5;0;9;148
21/09/2012;09:00;16,8;53;0;4;192
21/09/2012;10:00;18,8;45;0;7;210
21/09/2012;11:00;18,6;46;0;8;106
21/09/2012;12:00;18,8;46;0;7;80
21/09/2012;13:00;15,9;61,5;0;12;26
21/09/2012;14:00;13,2;81;2;6;12
21/09/2012;15:00;12,7;83,5;0,4;5;14
21/09/2012;16:00;12,6;82;0,2;5;14
21/09/2012;17:00;12;87,5;0;4;4
21/09/2012;18:00;11,7;91;0;3;0
21/09/2012;19:00;11,5;93;0,4;3;0
21/09/2012;20:00;11,4;94,5;0,4;4;0
21/09/2012;21:00;11,1;94,5;0;6;0
21/09/2012;22:00;10,8;91,5;0;5;0
21/09/2012;23:00;10,9;92,5;0;4;0
22/09/2012;00:00;11,1;92,5;0;4;0
22/09/2012;01:00;11;93;0,2;4;0
22/09/2012;02:00;10,8;93,5;0;4;0
22/09/2012;03:00;10,6;93,5;0;3;0
22/09/2012;04:00;10,5;94;0;4;0
22/09/2012;05:00;10;95;0;2;2
22/09/2012;06:00;10,6;95;0;3;24
22/09/2012;07:00;11,5;92,5;0;8;66
22/09/2012;08:00;13,9;82,5;0;10;146
22/09/2012;09:00;14,3;80;0;11;118
22/09/2012;10:00;15,9;74;0;10;146
22/09/2012;11:00;17;59,5;0;11;232
22/09/2012;12:00;17,9;54,5;0;12;246
22/09/2012;13:00;17,4;57;0;13;148
22/09/2012;14:00;17,2;55;0;11;94
22/09/2012;15:00;16,7;57;0;13;78
22/09/2012;16:00;16;59,5;0;11;26
22/09/2012;17:00;14,9;61;0;11;4
22/09/2012;18:00;14,1;69;0;9;0
22/09/2012;19:00;13,5;64,5;0;9;0
22/09/2012;20:00;13;66;0;8;0
22/09/2012;21:00;12,4;71;0;9;0
22/09/2012;22:00;11,9;77;0;7;0
22/09/2012;23:00;11;81,5;0;4;0
23/09/2012;00:00;11;84;0;6;0
23/09/2012;01:00;10,5;85;0;6;0
23/09/2012;02:00;10,4;87;0;6;0
23/09/2012;03:00;10,4;87;0;8;0
23/09/2012;04:00;10,6;86,5;0;7;0
23/09/2012;05:00;11;85;0;8;0
23/09/2012;06:00;11,8;84;0;9;20
23/09/2012;07:00;13;81;0;12;60
23/09/2012;08:00;14;79;0;13;86
23/09/2012;09:00;15,9;76,5;0;11;110
23/09/2012;10:00;18,7;70;0;14;160
23/09/2012;11:00;21,7;65;0;15;204
23/09/2012;12:00;23,3;60,5;0;15;166
23/09/2012;13:00;24,1;59,5;0;17;112
23/09/2012;14:00;24,8;55;0;17;102
23/09/2012;15:00;24,4;57;0;12;52
23/09/2012;16:00;22,8;64;0;7;20
23/09/2012;17:00;21,7;67,5;0;3;4
23/09/2012;18:00;20,3;75;0;5;0
23/09/2012;19:00;19,9;79;2,4;11;0
23/09/2012;20:00;18,3;87;0;7;0
23/09/2012;21:00;17,8;88,5;0;6;0
23/09/2012;22:00;19,2;79;0;15;0
23/09/2012;23:00;18,3;77;0,2;14;0
24/09/2012;00:00;17,1;85;0,4;11;0
24/09/2012;01:00;16,3;90,5;0;8;0
24/09/2012;02:00;16,8;90;0;11;0
24/09/2012;03:00;17,8;84;0;14;0
24/09/2012;04:00;17,3;84;0;15;0
24/09/2012;05:00;17,3;84;0;21;0
24/09/2012;06:00;17,2;87,5;0,6;25;12
24/09/2012;07:00;17,6;82;0;31;40
24/09/2012;08:00;15,7;83,5;1,4;33;56
24/09/2012;09:00;15,5;79,5;0;32;56
24/09/2012;10:00;14,9;76,5;0;29;76
24/09/2012;11:00;16,4;66;0;26;98
24/09/2012;12:00;16,9;61;0;33;124
24/09/2012;13:00;18,6;55,5;0;26;170
24/09/2012;14:00;18,5;57,5;0;26;116
24/09/2012;15:00;18,3;61,5;0;26;84
24/09/2012;16:00;17,3;64;0;23;30
24/09/2012;17:00;16,8;68;0;17;4
24/09/2012;18:00;14,7;80;0,6;20;0
24/09/2012;19:00;13,9;87,5;0,4;23;0
24/09/2012;20:00;13,9;87,5;0;22;0
24/09/2012;21:00;13,5;92,5;3,8;20;0
24/09/2012;22:00;13,3;89;2,2;24;0
24/09/2012;23:00;13,1;89;0,8;23;0
25/09/2012;00:00;12,5;88;0,2;22;0
25/09/2012;01:00;12,1;87,5;0;18;0
25/09/2012;02:00;12,2;90,5;0;13;0
25/09/2012;03:00;12,4;89,5;0;14;0
25/09/2012;04:00;12,3;87,5;0;23;0
