Site: Boigneville, Unité d'acquisition: Boigneville, Dep: 91, Com: 69, Num: 2;;;;;;
Date;01/09/2012;T[°C);HR(%);Pluies (mm);Vent (km/h);Rg (j/cm²)
03/03/2013;19:00;3,1;85;0;10;0
03/03/2013;20:00;2,2;88;0;11;0
03/03/2013;21:00;1,6;90;0;10;0
03/03/2013;22:00;0,5;92,5;0;7;0
03/03/2013;23:00;0,3;94,5;0;5;0
04/03/2013;00:00;-0,2;95;0;5;0
04/03/2013;01:00;0,1;96;0;5;0
04/03/2013;02:00;0,1;94,5;0;7;0
04/03/2013;03:00;0;93;0;7;0
04/03/2013;04:00;-0,5;94;0;6;0
04/03/2013;05:00;-0,5;94,5;0;9;0
04/03/2013;06:00;-0,4;95;0;10;4
04/03/2013;07:00;1;91,5;0;12;38
04/03/2013;08:00;3,3;83,5;0;10;94
04/03/2013;09:00;5,5;78,5;0;11;142
04/03/2013;10:00;8,4;74,5;0;13;178
04/03/2013;11:00;11,3;66;0;12;198
04/03/2013;12:00;12,3;59;0;13;196
04/03/2013;13:00;13,4;60,5;0;14;172
04/03/2013;14:00;13,8;56;0;14;114
04/03/2013;15:00;13,9;57;0;15;62
04/03/2013;16:00;13,1;60,5;0;10;42
04/03/2013;17:00;11,5;66,5;0;7;6
04/03/2013;18:00;11;66,5;0;8;0
04/03/2013;19:00;11;59;0;10;0
04/03/2013;20:00;8,9;65;0;13;0
04/03/2013;21:00;7,9;67;0;12;0
04/03/2013;22:00;7,3;70;0;12;0
04/03/2013;23:00;7,5;72;0;11;0
05/03/2013;00:00;6,8;75;0;11;0
05/03/2013;01:00;5,9;78;0;11;0
05/03/2013;02:00;5,9;77,5;0;11;0
05/03/2013;03:00;5,4;76,5;0;7;0
05/03/2013;04:00;4,5;77;0;8;0
05/03/2013;05:00;4,2;77,5;0;2;0
05/03/2013;06:00;5,4;74;0;7;4
05/03/2013;07:00;7,7;65,5;0;12;26
05/03/2013;08:00;8,8;60,5;0;11;34
05/03/2013;09:00;9,3;61;0;14;42
05/03/2013;10:00;11,7;56;0;16;104
05/03/2013;11:00;13,7;49,5;0;16;128
05/03/2013;12:00;14,5;46;0;20;140
05/03/2013;13:00;15,3;44;0;23;122
05/03/2013;14:00;14,5;48;0;20;84
05/03/2013;15:00;14,4;46,5;0;16;64
05/03/2013;16:00;13,5;50,5;0;15;26
05/03/2013;17:00;13;54;0;11;2
05/03/2013;18:00;11,9;60,5;0;14;0
05/03/2013;19:00;11,4;65,5;0;10;0
05/03/2013;20:00;10,7;68;0;10;0
05/03/2013;21:00;10;71,5;0;10;0
05/03/2013;22:00;9,9;73,5;0;9;0
05/03/2013;23:00;9,6;74,5;0;8;0
06/03/2013;00:00;9,5;74,5;0;6;0
06/03/2013;01:00;9,7;72,5;0;7;0
06/03/2013;02:00;9,4;73;0;7;0
06/03/2013;03:00;9,5;71,5;0;7;0
06/03/2013;04:00;9,1;72;0;7;0
06/03/2013;05:00;9;74;0;6;0
06/03/2013;06:00;8,8;73,5;0;6;0
06/03/2013;07:00;9,1;73;0;5;6
06/03/2013;08:00;10;68;0;4;18
06/03/2013;09:00;11;63;0;6;30
06/03/2013;10:00;12;66;0;7;58
06/03/2013;11:00;12,3;62,5;0;9;70
06/03/2013;12:00;13,9;62;0;6;106
06/03/2013;13:00;14,1;63,5;0;7;112
06/03/2013;14:00;14;63,5;0;4;48
06/03/2013;15:00;13,6;67,5;0;5;32
06/03/2013;16:00;12,5;74,5;0;5;8
06/03/2013;17:00;11,1;87,5;0,4;5;2
06/03/2013;18:00;10,8;93;0,2;2;0
06/03/2013;19:00;10,3;95;0;4;0
06/03/2013;20:00;10,1;96,5;0,6;7;0
06/03/2013;21:00;9,8;98;0;5;0
06/03/2013;22:00;9,7;98;0;5;0
06/03/2013;23:00;9,7;98,5;0;4;0
07/03/2013;00:00;9,7;98,5;0;6;0
07/03/2013;01:00;9,3;98;0;4;0
07/03/2013;02:00;9,3;98;0;5;0
07/03/2013;03:00;8,9;95;0;7;0
07/03/2013;04:00;8,9;95,5;0;7;0
07/03/2013;05:00;8,8;97,5;0,2;8;0
07/03/2013;06:00;9;98;0,2;10;2
07/03/2013;07:00;9,3;98;0,2;11;16
07/03/2013;08:00;9,4;98,5;0,2;11;22
07/03/2013;09:00;10;98,5;0;10;24
07/03/2013;10:00;11,2;98;0;11;60
07/03/2013;11:00;11,9;91;0;12;70
07/03/2013;12:00;12;91;0;13;54
07/03/2013;13:00;12,9;86;0;9;64
07/03/2013;14:00;13,6;82;0;11;50
07/03/2013;15:00;13,7;82;0;9;32
07/03/2013;16:00;14;80;0;7;30
07/03/2013;17:00;12,3;84,5;0;5;8
07/03/2013;18:00;11,5;89;0;4;0
07/03/2013;19:00;10,3;94;0;3;0
07/03/2013;20:00;10,1;94,5;0;6;0
07/03/2013;21:00;10,3;94,5;0;5;0
07/03/2013;22:00;9,6;93,5;0;7;0
07/03/2013;23:00;10;93,5;0;7;0
08/03/2013;00:00;10,2;94;0,2;7;0
08/03/2013;01:00;10,1;96;0,4;10;0
08/03/2013;02:00;10,1;96,5;0;7;0
08/03/2013;03:00;9,7;97,5;1,4;8;0
08/03/2013;04:00;9,5;98;0,6;9;0
08/03/2013;05:00;9,8;98,5;0,2;9;0
08/03/2013;06:00;10;99;0;10;2
08/03/2013;07:00;10,3;99;0;8;8
08/03/2013;08:00;11,1;98,5;0;8;32
08/03/2013;09:00;11,9;95;0;12;40
08/03/2013;10:00;11,5;96;0;12;20
08/03/2013;11:00;11,8;97,5;1,8;13;34
08/03/2013;12:00;11,1;96,5;2,4;15;24
08/03/2013;13:00;11,5;94;0,4;16;30
08/03/2013;14:00;12,2;87;0;18;36
08/03/2013;15:00;12;88;0;18;36
08/03/2013;16:00;12,5;86;0;14;30
08/03/2013;17:00;11,7;88,5;0;7;12
08/03/2013;18:00;10,1;91,5;0;6;0
08/03/2013;19:00;9,8;91;0;5;0
08/03/2013;20:00;10,2;90,5;0;8;0
08/03/2013;21:00;10,2;87,5;0;11;0
08/03/2013;22:00;9,5;92,5;0;10;0
08/03/2013;23:00;9;93,5;0;9;0
09/03/2013;00:00;9,3;95,5;0;10;0
09/03/2013;01:00;8,8;97;0;7;0
09/03/2013;02:00;8,7;98;0;5;0
09/03/2013;03:00;8,8;98;0;7;0
09/03/2013;04:00;8,4;98,5;0;6;0
09/03/2013;05:00;7,2;99;0;5;0
09/03/2013;06:00;7,5;99,5;0;5;6
09/03/2013;07:00;7,9;100;0;2;28
09/03/2013;08:00;9,1;100,5;0;4;54
09/03/2013;09:00;11,3;99,5;0;7;116
09/03/2013;10:00;13,2;83,5;0;11;190
09/03/2013;11:00;13,4;77;0;14;168
09/03/2013;12:00;14,7;72,5;0;11;160
09/03/2013;13:00;14,2;73,5;0;13;138
09/03/2013;14:00;13,8;74,5;0;10;132
09/03/2013;15:00;14;76,5;0;9;66
09/03/2013;16:00;12,5;78,5;0;7;26
09/03/2013;17:00;11,4;81,5;0;5;4
09/03/2013;18:00;10,4;86;0;3;0
09/03/2013;19:00;9,8;88;0;2;0
09/03/2013;20:00;9;90;0;4;0
09/03/2013;21:00;8;91,5;0;2;0
09/03/2013;22:00;7,3;94,5;0;3;0
09/03/2013;23:00;7,9;96;0,4;3;0
10/03/2013;00:00;8,1;95;0,2;7;0
10/03/2013;01:00;6,8;96,5;0;5;0
10/03/2013;02:00;6,4;97,5;0;3;0
10/03/2013;03:00;6;98;0;3;0
10/03/2013;04:00;4,9;98,5;0,2;2;0
10/03/2013;05:00;4;100;0;4;0
10/03/2013;06:00;3,8;100;0;5;8
10/03/2013;07:00;4,7;100,5;0;7;28
10/03/2013;08:00;5;100,5;0;7;54
10/03/2013;09:00;5,2;101;0;8;60
10/03/2013;10:00;5,9;101;0;10;60
10/03/2013;11:00;6,6;101,5;0;13;60
10/03/2013;12:00;7,6;101;0;13;58
10/03/2013;13:00;8;101;0;11;42
10/03/2013;14:00;8;101;0;11;30
10/03/2013;15:00;7,3;96,5;0;14;22
10/03/2013;16:00;6,9;94;0,2;15;18
10/03/2013;17:00;6,1;92,5;0;16;2
10/03/2013;18:00;5,5;89,5;0;16;0
10/03/2013;19:00;5;89;0;15;0
10/03/2013;20:00;4,5;90;0;15;0
10/03/2013;21:00;4,2;92;0;12;0
10/03/2013;22:00;3,5;96;0,8;12;0
10/03/2013;23:00;3,1;98;1,6;13;0
11/03/2013;00:00;2,6;98;2;13;0
11/03/2013;01:00;2,5;99;0,6;11;0
11/03/2013;02:00;2,6;99,5;0;10;0
11/03/2013;03:00;2,5;99,5;0;12;0
11/03/2013;04:00;2,4;99,5;0,2;11;0
11/03/2013;05:00;2,4;99,5;0,6;10;0
11/03/2013;06:00;2,2;100;0;10;2
11/03/2013;07:00;1,9;100;0,4;12;4
11/03/2013;08:00;2,1;100;0;12;20
11/03/2013;09:00;2,3;100;0,2;13;32
11/03/2013;10:00;2,7;100,5;0,2;11;34
11/03/2013;11:00;3,2;100,5;0;12;46
11/03/2013;12:00;3,8;100,5;0;14;64
11/03/2013;13:00;4,3;101;0;14;52
11/03/2013;14:00;4,4;101;0;12;20
11/03/2013;15:00;4,7;101;0;15;22
11/03/2013;16:00;4,7;101;0;13;14
11/03/2013;17:00;4,8;101,5;0;13;2
11/03/2013;18:00;4,1;101,5;2,2;11;0
11/03/2013;19:00;3,7;101,5;3,6;14;0
11/03/2013;20:00;3,9;101,5;0,6;14;0
11/03/2013;21:00;4;102;0,8;12;0
11/03/2013;22:00;4,4;102;2,6;11;0
11/03/2013;23:00;4,4;102;1,6;11;0
12/03/2013;00:00;3,5;102;0,2;15;0
12/03/2013;01:00;2,6;102;2;17;0
12/03/2013;02:00;1,6;102,5;1,2;18;0
12/03/2013;03:00;0,6;102,5;1,2;19;0
12/03/2013;04:00;0,3;102,5;1,4;20;0
12/03/2013;05:00;0;103;0,6;19;0
12/03/2013;06:00;-0,2;103;0,6;17;2
12/03/2013;07:00;-0,9;103;0;15;4
12/03/2013;08:00;-1,5;103;0;15;14
12/03/2013;09:00;-1,8;102,5;0;13;24
12/03/2013;10:00;-1,6;102,5;0;11;44
12/03/2013;11:00;-1,4;102;0;9;46
12/03/2013;12:00;-1,4;101,5;0;9;50
12/03/2013;13:00;-1,5;100,5;0;10;38
12/03/2013;14:00;-1,7;100;0;13;28
12/03/2013;15:00;-1,9;99;0;14;20
12/03/2013;16:00;-2,2;98,5;0;13;6
12/03/2013;17:00;-2,4;98,5;0;13;0
12/03/2013;18:00;-2,4;98,5;0;15;0
12/03/2013;19:00;-2,5;97,5;0;14;0
12/03/2013;20:00;-2,6;97;0;15;0
12/03/2013;21:00;-2,8;97;0;15;0
12/03/2013;22:00;-3,1;97;0;15;0
12/03/2013;23:00;-3,3;98;0;15;0
13/03/2013;00:00;-3,8;98;0;15;0
13/03/2013;01:00;-4;97;0;14;0
13/03/2013;02:00;-4,3;95,5;0;13;0
13/03/2013;03:00;-4,8;90;0;12;0
13/03/2013;04:00;-5,4;91;0;11;0
13/03/2013;05:00;-6,1;91;0;10;0
13/03/2013;06:00;-6,1;91;0;9;12
13/03/2013;07:00;-5;88,5;0;11;66
13/03/2013;08:00;-3,6;85,5;0;14;130
13/03/2013;09:00;-2,3;78,5;0;13;178
13/03/2013;10:00;-0,8;72,5;0;13;214
13/03/2013;11:00;1;74;0,2;13;218
13/03/2013;12:00;1,2;77,5;0;12;112
13/03/2013;13:00;1,1;79,5;0,2;10;60
13/03/2013;14:00;1,5;83,5;0;11;84
13/03/2013;15:00;2,2;83,5;0;10;54
13/03/2013;16:00;2,2;83;0;10;22
13/03/2013;17:00;2;85;0;8;2
13/03/2013;18:00;1,5;85,5;0;8;0
13/03/2013;19:00;0,7;88;0;8;0
13/03/2013;20:00;0,7;88;0;5;0
13/03/2013;21:00;0,1;92,5;0;4;0
13/03/2013;22:00;-0,1;94;0;1;0
13/03/2013;23:00;-0,6;95,5;0;4;0
14/03/2013;00:00;-0,7;97;0;5;0
14/03/2013;01:00;-0,5;98;0;6;0
14/03/2013;02:00;-0,4;98;0;5;0
14/03/2013;03:00;-0,6;99;0;6;0
14/03/2013;04:00;-0,5;99,5;0;7;0
14/03/2013;05:00;-0,5;100;0;5;0
14/03/2013;06:00;-0,3;100;0;6;6
14/03/2013;07:00;-0,1;100;0;8;28
14/03/2013;08:00;0,9;99;0;10;80
14/03/2013;09:00;1,8;86,5;0;11;94
14/03/2013;10:00;2,1;81;0;12;118
14/03/2013;11:00;4,2;65,5;0;15;150
14/03/2013;12:00;4,3;57;0;17;222
14/03/2013;13:00;5,1;52,5;0;19;188
14/03/2013;14:00;4,6;50;0;21;186
14/03/2013;15:00;3,4;66;0;20;100
14/03/2013;16:00;3,1;62,5;0;17;52
14/03/2013;17:00;1,5;72;0;13;14
14/03/2013;18:00;0,4;75;0;8;0
14/03/2013;19:00;0,1;79;0;6;0
14/03/2013;20:00;-0,2;83,5;0;5;0
14/03/2013;21:00;-0,8;90,5;0;5;0
14/03/2013;22:00;-1,1;94,5;0;1;0
14/03/2013;23:00;-1,8;95,5;0;2;0
15/03/2013;00:00;-1,9;95,5;0;1;0
15/03/2013;01:00;-2,4;96,5;0;1;0
15/03/2013;02:00;-3;95,5;0;1;0
15/03/2013;03:00;-3,2;96;0;3;0
15/03/2013;04:00;-4,2;96;0;3;0
15/03/2013;05:00;-3,9;97,5;0;2;0
15/03/2013;06:00;-3;97,5;0;3;30
15/03/2013;07:00;-0,4;95;0;6;106
15/03/2013;08:00;1,6;84;0;10;162
15/03/2013;09:00;2,7;77,5;0;13;170
15/03/2013;10:00;4;69,5;0;15;200
15/03/2013;11:00;4,9;65;0;14;190
15/03/2013;12:00;5,4;62;0;15;196
15/03/2013;13:00;6;57,5;0;14;192
15/03/2013;14:00;6,6;55,5;0;14;150
15/03/2013;15:00;7;54,5;0;13;116
15/03/2013;16:00;6,3;55;0;14;62
15/03/2013;17:00;4,4;66,5;0;10;10
15/03/2013;18:00;3,1;67;0;8;0
15/03/2013;19:00;2,9;68,5;0;8;0
15/03/2013;20:00;2,6;70;0;11;0
15/03/2013;21:00;2,3;70,5;0;14;0
15/03/2013;22:00;2,4;73,5;0;14;0
15/03/2013;23:00;1,3;75;0;14;0
16/03/2013;00:00;1;79,5;0;12;0
16/03/2013;01:00;0,6;81,5;0;13;0
16/03/2013;02:00;0,6;81;0;15;0
16/03/2013;03:00;0,2;82,5;0;15;0
16/03/2013;04:00;0;82;0;15;0
16/03/2013;05:00;0,2;81,5;0;15;0
16/03/2013;06:00;0,4;81;0;15;6
16/03/2013;07:00;1,1;78;0;15;32
16/03/2013;08:00;1,8;75,5;0;17;50
16/03/2013;09:00;3,2;73,5;0;17;58
16/03/2013;10:00;4,8;64,5;0;19;64
16/03/2013;11:00;5,8;62;0;15;68
16/03/2013;12:00;6,7;56,5;0;18;68
16/03/2013;13:00;7,6;54,5;0;17;86
16/03/2013;14:00;8,8;54,5;0;18;84
16/03/2013;15:00;9,6;52,5;0;17;74
16/03/2013;16:00;9,3;53,5;0;17;20
16/03/2013;17:00;7;73,5;0;21;2
16/03/2013;18:00;6,5;80;0,2;19;0
16/03/2013;19:00;5,4;87,5;1,2;24;0
16/03/2013;20:00;5,3;92,5;0,4;19;0
16/03/2013;21:00;4,9;94;0;18;0
16/03/2013;22:00;4,7;95;0;17;0
16/03/2013;23:00;4,7;96;0;12;0
17/03/2013;00:00;4,9;97;0;14;0
17/03/2013;01:00;5,2;97,5;0;13;0
17/03/2013;02:00;5,2;97,5;0;12;0
17/03/2013;03:00;5,2;97,5;0;11;0
17/03/2013;04:00;5;96,5;0;11;0
17/03/2013;05:00;4,9;97;0;14;0
17/03/2013;06:00;4,9;98;1,4;16;4
17/03/2013;07:00;5,6;98,5;0,2;12;34
17/03/2013;08:00;6,1;97;0;16;34
17/03/2013;09:00;6,5;93;0;15;42
17/03/2013;10:00;7,7;86;0;16;66
17/03/2013;11:00;7,5;84;0;18;62
17/03/2013;12:00;6,9;86,5;0;19;36
17/03/2013;13:00;6,3;88;0;21;50
17/03/2013;14:00;7;88,5;0;21;64
17/03/2013;15:00;7;88,5;0,6;21;80
17/03/2013;16:00;6,9;90;0;18;34
17/03/2013;17:00;7;86,5;0;15;6
17/03/2013;18:00;5,3;83;0;19;0
17/03/2013;19:00;3,8;87,5;0;10;0
17/03/2013;20:00;2,8;90;0;7;0
17/03/2013;21:00;2,3;89,5;0;6;0
17/03/2013;22:00;1,9;93,5;0;6;0
17/03/2013;23:00;2,7;93;0;9;0
18/03/2013;00:00;1,9;93;0;11;0
18/03/2013;01:00;1,2;94,5;0;9;0
18/03/2013;02:00;0,6;95;0;6;0
18/03/2013;03:00;0,7;97;0;6;0
18/03/2013;04:00;0,1;98;0;7;0
18/03/2013;05:00;0,3;98,5;0;12;0
18/03/2013;06:00;0,7;99;0;13;20
18/03/2013;07:00;3,1;99;0;13;82
18/03/2013;08:00;4,4;92;0;17;114
18/03/2013;09:00;6,2;84;0;19;86
18/03/2013;10:00;5;91,5;0,6;22;66
18/03/2013;11:00;6;89;0;20;80
18/03/2013;12:00;6,8;91;0,4;17;92
18/03/2013;13:00;7,9;83,5;0;17;140
18/03/2013;14:00;8,1;80,5;0,4;18;130
18/03/2013;15:00;7,9;78,5;0;19;90
18/03/2013;16:00;7,4;76,5;0;15;66
18/03/2013;17:00;5,4;90;0;11;6
18/03/2013;18:00;5;93,5;0,4;10;0
18/03/2013;19:00;4,3;95,5;0,6;8;0
18/03/2013;20:00;4,2;95;0;10;0
18/03/2013;21:00;3,7;96,5;0;9;0
18/03/2013;22:00;3,1;97,5;0;9;0
18/03/2013;23:00;3,3;97,5;0;11;0
19/03/2013;00:00;3,4;96,5;0;17;0
19/03/2013;01:00;2,8;95,5;0;14;0
19/03/2013;02:00;2,8;95,5;0;16;0
19/03/2013;03:00;3,2;95,5;0;17;0
19/03/2013;04:00;3;96;0;17;0
19/03/2013;05:00;3,1;97,5;0,2;15;0
19/03/2013;06:00;3,3;98;0;14;4
19/03/2013;07:00;4,2;97,5;0;13;20
19/03/2013;08:00;5,5;94;0;17;78
19/03/2013;09:00;5,6;90,5;0;18;104
19/03/2013;10:00;6,2;89,5;0;13;50
19/03/2013;11:00;7;87,5;0;14;54
19/03/2013;12:00;6,5;95,5;0,8;14;54
19/03/2013;13:00;6,2;95,5;2,6;11;32
19/03/2013;14:00;7,5;88;0;6;70
19/03/2013;15:00;5,6;88;1,8;6;44
19/03/2013;16:00;6;90;0;8;34
19/03/2013;17:00;5,6;95;0;5;8
19/03/2013;18:00;6,3;94,5;0;6;0
19/03/2013;19:00;6,1;90;0,2;10;0
19/03/2013;20:00;5,3;92,5;0;6;0
19/03/2013;21:00;5,3;94,5;0,2;7;0
19/03/2013;22:00;4,6;97,5;1,8;10;0
19/03/2013;23:00;4,4;98,5;1;7;0
20/03/2013;00:00;4,2;98;0,2;8;0
20/03/2013;01:00;4,5;98,5;0,2;8;0
20/03/2013;02:00;4,4;98,5;0;10;0
20/03/2013;03:00;4,4;98,5;0,2;12;0
20/03/2013;04:00;4,5;98;0;12;0
20/03/2013;05:00;4;98;0;10;0
20/03/2013;06:00;4,2;98,5;0;11;14
20/03/2013;07:00;4,9;95;0;14;60
20/03/2013;08:00;5,8;91;0;16;88
20/03/2013;09:00;7,3;85,5;0;17;146
20/03/2013;10:00;7,7;82;0;20;130
20/03/2013;11:00;7,5;81;0;21;118
20/03/2013;12:00;8,6;79,5;0;22;142
20/03/2013;13:00;7,4;89,5;1,8;20;112
20/03/2013;14:00;7,2;82,5;0;19;82
20/03/2013;15:00;7,7;86;0,4;18;76
20/03/2013;16:00;7,6;84,5;0;14;66
20/03/2013;17:00;6,6;87,5;0;9;12
20/03/2013;18:00;6,3;88;0;7;0
20/03/2013;19:00;5,8;93,5;0;3;0
20/03/2013;20:00;6;90;0;2;0
20/03/2013;21:00;4,9;94,5;0;2;0
20/03/2013;22:00;4;97;0;2;0
20/03/2013;23:00;2,9;98,5;0;3;0
21/03/2013;00:00;2,4;98,5;0;1;0
21/03/2013;01:00;1,6;99,5;0;3;0
21/03/2013;02:00;1,4;100;0;3;0
21/03/2013;03:00;0,3;100,5;0;1;0
21/03/2013;04:00;-0,5;101;0,2;2;0
21/03/2013;05:00;-0,5;101,5;0;3;0
21/03/2013;06:00;0,5;101,5;0;4;18
21/03/2013;07:00;2,3;101,5;0;6;50
21/03/2013;08:00;4,4;101,5;0;7;94
21/03/2013;09:00;6,1;101;0;8;136
21/03/2013;10:00;7,5;100,5;0;7;116
21/03/2013;11:00;9;80;0;6;150
21/03/2013;12:00;9,6;76,5;0;7;138
21/03/2013;13:00;10,1;71;0;9;106
21/03/2013;14:00;10,7;70;0;9;92
21/03/2013;15:00;10,3;71,5;0;9;100
21/03/2013;16:00;9,8;76;0;10;30
21/03/2013;17:00;9,1;79,5;0;11;8
21/03/2013;18:00;8,5;83;0;9;0
21/03/2013;19:00;8;83,5;0;10;0
21/03/2013;20:00;7,7;84,5;0;9;0
21/03/2013;21:00;7,4;84,5;0;11;0
21/03/2013;22:00;7,1;84;0;9;0
21/03/2013;23:00;6,7;84,5;0;10;0
22/03/2013;00:00;6,3;87;0;9;0
22/03/2013;01:00;6;87;0;6;0
22/03/2013;02:00;5,3;88,5;0;8;0
22/03/2013;03:00;4,7;89,5;0;9;0
22/03/2013;04:00;4,1;91;0;8;0
22/03/2013;05:00;3,8;91;0;10;0
22/03/2013;06:00;4,5;87,5;0;10;18
22/03/2013;07:00;6,2;80,5;0;15;74
22/03/2013;08:00;7,5;76,5;0;14;94
22/03/2013;09:00;8,5;71;0;16;128
22/03/2013;10:00;9,6;71,5;0;15;120
22/03/2013;11:00;11,3;67,5;0;16;168
22/03/2013;12:00;12,4;63,5;0;18;190
22/03/2013;13:00;13,1;62,5;0;18;148
22/03/2013;14:00;13,2;61;0;18;130
22/03/2013;15:00;13;61;0;17;66
22/03/2013;16:00;12,4;63;0;17;38
22/03/2013;17:00;11,6;64;0;14;10
22/03/2013;18:00;11;66;0;10;0
22/03/2013;19:00;10,3;69,5;0;6;0
22/03/2013;20:00;9,9;72;0;9;0
22/03/2013;21:00;9,3;73,5;0;9;0
22/03/2013;22:00;8,6;76;0;10;0
22/03/2013;23:00;8,2;78,5;0;8;0
23/03/2013;00:00;8;80;0;6;0
23/03/2013;01:00;7,7;81,5;0;6;0
23/03/2013;02:00;7,1;82;0;6;0
23/03/2013;03:00;6,9;84;0;4;0
23/03/2013;04:00;6,3;85,5;0;2;0
23/03/2013;05:00;5,8;88;0;1;0
23/03/2013;06:00;6;88;0;0;8
23/03/2013;07:00;6,9;82,5;0;1;32
23/03/2013;08:00;8;80;0;2;50
23/03/2013;09:00;8,6;79;0;3;76
23/03/2013;10:00;9,4;77,5;0;1;82
23/03/2013;11:00;9,7;82,5;0;5;64
23/03/2013;12:00;10,4;80,5;0;4;76
23/03/2013;13:00;11,4;79;0;4;120
23/03/2013;14:00;11,1;82,5;0;5;62
23/03/2013;15:00;11,5;79,5;0;4;60
23/03/2013;16:00;11,2;76,5;0;7;32
23/03/2013;17:00;10,1;80;0;9;6
23/03/2013;18:00;9,2;82;0;10;0
23/03/2013;19:00;8,1;89;0;9;0
23/03/2013;20:00;7,5;90;0;10;0
23/03/2013;21:00;6,8;92;0;9;0
23/03/2013;22:00;6,2;93,5;0;9;0
23/03/2013;23:00;5,5;95;0;11;0
24/03/2013;00:00;5,1;96;0;12;0
24/03/2013;01:00;4,6;96;0;11;0
24/03/2013;02:00;4,3;96,5;0;13;0
24/03/2013;03:00;4,2;97;0;13;0
24/03/2013;04:00;4;96,5;0;13;0
24/03/2013;05:00;3,9;96,5;0;14;0
24/03/2013;06:00;4,1;97;0;9;4
24/03/2013;07:00;4,5;95,5;0;12;20
24/03/2013;08:00;5,2;91;0;13;44
24/03/2013;09:00;6;88;0;14;92
24/03/2013;10:00;6,5;85;0;15;110
24/03/2013;11:00;7,4;82;0;15;132
24/03/2013;12:00;8,1;80;0;16;142
24/03/2013;13:00;8,3;78,5;0;17;160
24/03/2013;14:00;8,6;78,5;0;18;162
24/03/2013;15:00;8,7;75;0;16;116
24/03/2013;16:00;7,9;77;0;16;56
24/03/2013;17:00;7;77;0;15;10
24/03/2013;18:00;6,3;77,5;0;16;0
24/03/2013;19:00;5,5;78;0;14;0
24/03/2013;20:00;5;78;0;14;0
24/03/2013;21:00;4,3;79;0;13;0
24/03/2013;22:00;3,9;76,5;0;12;0
24/03/2013;23:00;3,3;78,5;0;10;0
25/03/2013;00:00;3,2;78,5;0;10;0
25/03/2013;01:00;3,2;77;0;11;0
25/03/2013;02:00;3,2;73;0;12;0
25/03/2013;03:00;2,9;72,5;0;11;0
25/03/2013;04:00;2,4;70;0;11;0
25/03/2013;05:00;2,2;69,5;0;9;0
25/03/2013;06:00;2,4;67;0;9;12
25/03/2013;07:00;2,3;63,5;0;13;18
25/03/2013;08:00;2,7;61;0;12;38
25/03/2013;09:00;3,1;61,5;0;12;60
25/03/2013;10:00;3,9;60,5;0;10;90
25/03/2013;11:00;6,5;61;0;9;170
25/03/2013;12:00;6,9;58,5;0;15;248
25/03/2013;13:00;7,6;58;0;15;218
25/03/2013;14:00;7,5;57;0;14;176
25/03/2013;15:00;7,5;56;0;13;132
25/03/2013;16:00;7;59;0;13;70
25/03/2013;17:00;5,9;61;0;11;16
25/03/2013;18:00;5;65,5;0;10;0
25/03/2013;19:00;3,7;71;0;7;0
25/03/2013;20:00;2,6;76;0;7;0
25/03/2013;21:00;2,6;78,5;0;5;0
25/03/2013;22:00;3,5;73,5;0;5;0
25/03/2013;23:00;3,1;71;0;10;0
26/03/2013;00:00;2,8;72;0;10;0
26/03/2013;01:00;1,9;72;0;12;0
26/03/2013;02:00;1,5;72,5;0;12;0
26/03/2013;03:00;1,3;73;0;12;0
26/03/2013;04:00;1,2;74,5;0;10;0
26/03/2013;05:00;1,1;75;0;10;0
26/03/2013;06:00;1,1;73,5;0;11;6
26/03/2013;07:00;1,4;73,5;0;12;28
26/03/2013;08:00;2;72;0;11;64
26/03/2013;09:00;2,4;68,5;0;12;102
26/03/2013;10:00;3,4;65,5;0;13;148
26/03/2013;11:00;4,6;60,5;0;13;202
26/03/2013;12:00;5,1;57;0;12;212
26/03/2013;13:00;5,5;58;0;14;190
26/03/2013;14:00;5,4;58;0;13;144
26/03/2013;15:00;5,3;59;0;11;84
26/03/2013;16:00;5;59;0;12;42
26/03/2013;17:00;4,4;60;0;10;10
26/03/2013;18:00;4;63,5;0;7;2
26/03/2013;19:00;3,6;64;0;11;0
26/03/2013;20:00;3,4;65;0;8;0
26/03/2013;21:00;2,8;70;0;6;0
26/03/2013;22:00;2,5;73;0;4;0
26/03/2013;23:00;1,7;75,5;0;6;0
27/03/2013;00:00;1,9;76,5;0;6;0
27/03/2013;01:00;1,8;75;0;7;0
27/03/2013;02:00;1,4;76;0;7;0
27/03/2013;03:00;0,6;77,5;0;8;0
27/03/2013;04:00;-0,2;80;0;6;0
27/03/2013;05:00;-1;82,5;0;6;0
27/03/2013;06:00;0;81,5;0;6;26
27/03/2013;07:00;1,4;76;0;9;72
27/03/2013;08:00;2,4;71,5;0;12;138
27/03/2013;09:00;3,6;66;0;11;188
27/03/2013;10:00;5;61;0;10;240
27/03/2013;11:00;4,6;58,5;0;8;212
27/03/2013;12:00;5;58,5;0;6;102
27/03/2013;13:00;5,2;56,5;0;6;98
27/03/2013;14:00;5,5;55,5;0;5;76
27/03/2013;15:00;5,4;60;0;9;50
27/03/2013;16:00;5;61;0;9;40
27/03/2013;17:00;4,3;63;0;11;8
27/03/2013;18:00;4;65,5;0;8;2
27/03/2013;19:00;3,7;65;0;5;0
27/03/2013;20:00;3,1;70;0;6;0
