Date	var	Trt	Rep	N	Axis	Nflig	Nfvis	H_last_col	nff	Lg_F1	Lg_F2	Lg_F3	Lg_F4	Lg_F5	Lg_F6	Lg_F7	Lg_F8	Lg_F9	Lg_F10	Lg_F11	Lg_F12	fsen_F1	fsen_F2	fsen_F3	fsen_F4	fsen_F5	fsen_F6	fsen_F7	fsen_F8	fsen_F9	fsen_F10	fsen_F11	fsen_F12	fvert_F1	fvert_F2	fvert_F3	fvert_F4	fvert_F5	fvert_F6	fvert_F7	fvert_F8	fvert_F9	fvert_F10	fvert_F11	fvert_F12
27/05/2013	Tremie	T1+T2	1	2	MB	11	0	NA	11													100	100	100	100	100	100	100	50	5	0	0													
27/05/2013	Tremie	T1+T2	1	3	MB	11	0	NA	11													100	100	100	100	100	100	100	40	0	0	0													
27/05/2013	Tremie	T1+T2	1	4	MB	11	0	NA	11													100	100	100	100	100	100	100	20	0	0	0													
27/05/2013	Tremie	T1+T2	1	5	MB	11	0	NA	11													100	100	100	100	100	100	100	20	0	0	0													
27/05/2013	Tremie	T1+T2	1	6	MB	11	0	NA	11													100	100	100	100	100	100	100	20	0	0	0													
27/05/2013	Tremie	T1+T2	1	7	MB	12	0	NA	12													100	100	100	100	100	100	100	70	10	0	0	0												
27/05/2013	Tremie	T1+T2	1	8	MB	12	0	NA	12													100	100	100	100	100	100	100	100	50	10	0	0												
27/05/2013	Tremie	T1+T2	1	9	MB	11	0	NA	11													100	100	100	100	100	100	100	100	2	0	0													
27/05/2013	Tremie	T1+T2	1	10	MB	12	0	NA	12													100	100	100	100	100	100	100	100	7	0	0	0												
27/05/2013	Tremie	T1+T2	1	11	MB	11	0	NA	11													100	100	100	100	100	100	100	70	0	1	0													
27/05/2013	Tremie	T1+T2	1	12	MB	12	0	NA	12													100	100	100	100	100	100	100	90	3	1	1	0												
27/05/2013	Tremie	T1+T2	1	13	MB	11	0	NA	11													100	100	100	100	100	100	100	60	1	0	0													
27/05/2013	Tremie	T1+T2	1	14	MB	11	0	NA	11													100	100	100	100	100	100	100	80	1	1	0													
27/05/2013	Tremie	T1+T2	1	15	MB	12	0	NA	12													100	100	100	100	100	100	100	50	0	0	2	0												
27/05/2013	Tremie	T1+T2	2	16	MB	11	0	NA	11													100	100	100	100	100	100	100	30	0	0	0													
27/05/2013	Tremie	T1+T2	2	17	MB	11	0	NA	11													100	100	100	100	100	100	100	55	0	0	0													
27/05/2013	Tremie	T1+T2	2	18	MB	12	0	NA	12													100	100	100	100	100	100	100	95	3	0	1	0												
27/05/2013	Tremie	T1+T2	2	19	MB	11	0	NA	11													100	100	100	100	100	100	100	60	0	0	0													
27/05/2013	Tremie	T1+T2	2	20	MB	12	0	NA	12													100	100	100	100	100	100	100	90	0	0	1	0												
27/05/2013	Tremie	T1+T2	2	21	MB	11	0	NA	11													100	100	100	100	100	100	100	30	0	0	0													
27/05/2013	Tremie	T1+T2	2	22	MB	12	0	NA	12													100	100	100	100	100	100	100	60	1	0	1	0												
27/05/2013	Tremie	T1+T2	2	23	MB	11	0	NA	11													100	100	100	100	100	100	100	5	0	0	0													
27/05/2013	Tremie	T1+T2	2	24	MB	12	0	NA	12													100	100	100	100	100	100	100	60	0	0	0	0												
27/05/2013	Tremie	T1+T2	2	25	MB	12	0	NA	12													100	100	100	100	100	100	100	60	1	0	0	0												
27/05/2013	Tremie	T1+T2	2	26	MB	11	0	NA	11													100	100	100	100	100	100	100	40	0	1	0													
27/05/2013	Tremie	T1+T2	2	27	MB	11	0	NA	11													100	100	100	100	100	100	100	70	0	0	0													
27/05/2013	Tremie	T1+T2	2	28	MB	11	0	NA	11													100	100	100	100	100	100	100	10	0	0	1													
27/05/2013	Tremie	T1+T2	2	29	MB	12	0	NA	12													100	100	100	100	100	100	100	60	2	0	0	0												
27/05/2013	Tremie	T1+T2	2	30	MB	12	0	NA	12													100	100	100	100	100	100	100	50	1	0	1	0												
27/05/2013	Tremie	T1+T2	3	31	MB	11	0	NA	11													100	100	100	100	100	100	100	50	0	0	0													
27/05/2013	Tremie	T1+T2	3	32	MB	11	0	NA	11													100	100	100	100	100	100	100	60	2	1	0													
27/05/2013	Tremie	T1+T2	3	33	MB	11	0	NA	11													100	100	100	100	100	100	100	20	5	0	0													
27/05/2013	Tremie	T1+T2	3	34	MB	11	0	NA	11													100	100	100	100	100	100	100	100	4	2	0													
27/05/2013	Tremie	T1+T2	3	35	MB	11	0	NA	11													100	100	100	100	100	100	100	20	0	0	0													
27/05/2013	Tremie	T1+T2	3	36	MB	11	0	NA	11													100	100	100	100	100	100	100	20	1	0	0													
27/05/2013	Tremie	T1+T2	3	37	MB	11	0	NA	11													100	100	100	100	100	100	100	100	10	1	0													
27/05/2013	Tremie	T1+T2	3	38	MB	11	0	NA	11													100	100	100	100	100	100	100	20	0	0	0													
27/05/2013	Tremie	T1+T2	3	39	MB	11	0	NA	11													100	100	100	100	100	100	100	20	0	0	0													
27/05/2013	Tremie	T1+T2	3	40	MB	11	0	NA	11													100	100	100	100	100	100	100	30	0	0	0													
27/05/2013	Tremie	T1+T2	3	41	MB	11	0	NA	11													100	100	100	100	100	100	100	30	0	0	0													
27/05/2013	Tremie	T1+T2	3	42	MB	11	0	NA	11													100	100	100	100	100	100	100	30	1	0	0													
27/05/2013	Tremie	T1+T2	3	43	MB	11	0	NA	11													100	100	100	100	100	100	100	5	0	1	0													
27/05/2013	Tremie	T1+T2	3	44	MB	11	0	NA	11													100	100	100	100	100	100	100	20	0	1	0													
27/05/2013	Tremie	T1+T2	3	45	MB	11	0	NA	11													100	100	100	100	100	100	100	30	0	0	0													
29/05/2013	Tremie	T1+T2	1	1	MB	12	0	65,6	12												10,9													0	0	0	0	0	0	0	50	100	99	100	100
29/05/2013	Tremie	T1+T2	1	2	MB	11	0	30,8	11											16,7														0	0	0	0	0	0	0	50	95	100	100	
29/05/2013	Tremie	T1+T2	1	3	MB	11	0	58,7	11											15,7														0	0	0	0	0	0	0	60	100	100	100	
29/05/2013	Tremie	T1+T2	1	4	MB	11	0	63,6	11											13,9														0	0	0	0	0	0	0	80	100	100	100	
29/05/2013	Tremie	T1+T2	1	5	MB	11	0	60	11											11,5														0	0	0	0	0	0	0	80	100	100	100	
29/05/2013	Tremie	T1+T2	1	6	MB	11	0	59,8	11											13,3														0	0	0	0	0	0	0	80	100	100	100	
29/05/2013	Tremie	T1+T2	1	7	MB	12	0	64,4	12												13,1													0	0	0	0	0	0	0	30	90	100	100	100
29/05/2013	Tremie	T1+T2	1	8	MB	12	0	57,5	12												12,2													0	0	0	0	0	0	0	0	50	90	100	100
29/05/2013	Tremie	T1+T2	1	9	MB	11	0	58,3	11											17,8														0	0	0	0	0	0	0	0	98	100	100	
29/05/2013	Tremie	T1+T2	1	10	MB	12	0	65,8	12												12,6													0	0	0	0	0	0	0	0	93	100	100	100
29/05/2013	Tremie	T1+T2	1	11	MB	11	0	63,5	11											14,4														0	0	0	0	0	0	0	30	100	99	100	
29/05/2013	Tremie	T1+T2	1	12	MB	12	0	62,8	12												12,5													0	0	0	0	0	0	0	10	97	99	99	100
29/05/2013	Tremie	T1+T2	1	13	MB	11	0	63,2	11											15,4														0	0	0	0	0	0	0	40	99	100	100	
29/05/2013	Tremie	T1+T2	1	14	MB	11	0	54,5	11											14,3														0	0	0	0	0	0	0	20	99	99	100	
29/05/2013	Tremie	T1+T2	1	15	MB	12	0	63,3	12												11,8													0	0	0	0	0	0	0	50	100	100	98	100
29/05/2013	Tremie	T1+T2	2	16	MB	11	0	56,3	11											12,7														0	0	0	0	0	0	0	70	100	100	100	
29/05/2013	Tremie	T1+T2	2	17	MB	11	0	52	11											14,8														0	0	0	0	0	0	0	45	100	100	100	
29/05/2013	Tremie	T1+T2	2	18	MB	12	0	56,5	12												10,5													0	0	0	0	0	0	0	5	97	100	99	100
29/05/2013	Tremie	T1+T2	2	19	MB	11	0	60,8	11											12,6														0	0	0	0	0	0	0	40	100	100	100	
29/05/2013	Tremie	T1+T2	2	20	MB	12	0	68,5	12												11,2													0	0	0	0	0	0	0	10	100	100	99	100
29/05/2013	Tremie	T1+T2	2	21	MB	11	0	59	11											13,2														0	0	0	0	0	0	0	70	100	100	100	
29/05/2013	Tremie	T1+T2	2	22	MB	12	0	65,3	12												11,8													0	0	0	0	0	0	0	40	99	100	99	100
29/05/2013	Tremie	T1+T2	2	23	MB	11	0	55,1	11											15,8														0	0	0	0	0	0	0	95	100	100	100	
29/05/2013	Tremie	T1+T2	2	24	MB	12	0	59	12												12,7													0	0	0	0	0	0	0	40	100	100	100	100
29/05/2013	Tremie	T1+T2	2	25	MB	12	0	65,8	12												12													0	0	0	0	0	0	0	40	99	100	100	100
29/05/2013	Tremie	T1+T2	2	26	MB	11	0	54,8	11											13,2														0	0	0	0	0	0	0	60	100	99	100	
29/05/2013	Tremie	T1+T2	2	27	MB	11	0	60,3	11											14,7														0	0	0	0	0	0	0	30	100	100	100	
29/05/2013	Tremie	T1+T2	2	28	MB	11	0	59	11											14,5														0	0	0	0	0	0	0	90	100	100	99	
29/05/2013	Tremie	T1+T2	2	29	MB	12	0	65	12												12,2													0	0	0	0	0	0	0	40	98	100	100	100
29/05/2013	Tremie	T1+T2	2	30	MB	12	0	64	12												12,7													0	0	0	0	0	0	0	50	99	100	99	100
29/05/2013	Tremie	T1+T2	3	31	MB	11	0	59,4	11											15,8														0	0	0	0	0	0	0	50	100	100	100	
29/05/2013	Tremie	T1+T2	3	32	MB	11	0	61,3	11											15,3														0	0	0	0	0	0	0	40	98	99	100	
29/05/2013	Tremie	T1+T2	3	33	MB	11	0	55,7	11											13,9														0	0	0	0	0	0	0	80	95	100	100	
29/05/2013	Tremie	T1+T2	3	34	MB	11	0	58,3	11											16,5														0	0	0	0	0	0	0	0	96	98	100	
29/05/2013	Tremie	T1+T2	3	35	MB	11	0	62	11											14,3														0	0	0	0	0	0	0	80	100	100	100	
29/05/2013	Tremie	T1+T2	3	36	MB	11	0	61,7	11											15,2														0	0	0	0	0	0	0	80	99	100	100	
29/05/2013	Tremie	T1+T2	3	37	MB	11	0	54,6	11											17,4														0	0	0	0	0	0	0	0	90	99	100	
29/05/2013	Tremie	T1+T2	3	38	MB	11	0	57,5	11											15,3														0	0	0	0	0	0	0	80	100	100	100	
29/05/2013	Tremie	T1+T2	3	39	MB	11	0	64	11											13,2														0	0	0	0	0	0	0	80	100	100	100	
29/05/2013	Tremie	T1+T2	3	40	MB	11	0	61,8	11											17,7														0	0	0	0	0	0	0	70	100	100	100	
29/05/2013	Tremie	T1+T2	3	41	MB	11	0	61	11											13,9														0	0	0	0	0	0	0	70	100	100	100	
29/05/2013	Tremie	T1+T2	3	42	MB	11	0	60,1	11											14,9														0	0	0	0	0	0	0	70	99	100	100	
29/05/2013	Tremie	T1+T2	3	43	MB	11	0	62,5	11											13,4														0	0	0	0	0	0	0	95	100	99	100	
29/05/2013	Tremie	T1+T2	3	44	MB	11	0	66,6	11											13														0	0	0	0	0	0	0	80	100	99	100	
29/05/2013	Tremie	T1+T2	3	45	MB	11	0	65	11											16														0	0	0	0	0	0	0	70	100	100	100	
03/06/2013	Tremie	T1+T2	1	1	MB	12	0	NA	12																									0	0	0	0	0	0	0	20	95	95	100	100
03/06/2013	Tremie	T1+T2	1	2	MB	11	0	NA	11																									0	0	0	0	0	0	0	40	95	97	99	
03/06/2013	Tremie	T1+T2	1	3	MB	11	0	NA	11																									0	0	0	0	0	0	0	5	100	95	99	
03/06/2013	Tremie	T1+T2	1	4	MB	11	0	NA	11																									0	0	0	0	0	0	0	50	97	99	99	
03/06/2013	Tremie	T1+T2	1	5	MB	11	0	NA	11																									0	0	0	0	0	0	0	60	98	98	98	
03/06/2013	Tremie	T1+T2	1	6	MB	11	0	NA	11																									0	0	0	0	0	0	0	60	98	99	100	
03/06/2013	Tremie	T1+T2	1	7	MB	12	0	NA	12																									0	0	0	0	0	0	0	0	85	98	98	100
03/06/2013	Tremie	T1+T2	1	8	MB	12	0	NA	12																									0	0	0	0	0	0	0	0	5	60	99	100
03/06/2013	Tremie	T1+T2	1	9	MB	11	0	NA	11																									0	0	0	0	0	0	0	0	95	98	100	
03/06/2013	Tremie	T1+T2	1	10	MB	12	0	NA	12																									0	0	0	0	0	0	0	0	75	100	98	100
03/06/2013	Tremie	T1+T2	1	11	MB	11	0	NA	11																									0	0	0	0	0	0	0	0	98	97	100	
03/06/2013	Tremie	T1+T2	1	12	MB	12	0	NA	12																									0	0	0	0	0	0	0	0	95	95	98	99
03/06/2013	Tremie	T1+T2	1	13	MB	11	0	NA	11																									0	0	0	0	0	0	0	0	99	99	100	
03/06/2013	Tremie	T1+T2	1	14	MB	11	0	NA	11																									0	0	0	0	0	0	0	0	95	97	99	
03/06/2013	Tremie	T1+T2	1	15	MB	12	0	NA	12																									0	0	0	0	0	0	0	10	98	98	98	100
03/06/2013	Tremie	T1+T2	2	16	MB	11	0	NA	11																									0	0	0	0	0	0	0	30	98	100	100	
03/06/2013	Tremie	T1+T2	2	17	MB	11	0	NA	11																									0	0	0	0	0	0	0	0	99	90	100	
03/06/2013	Tremie	T1+T2	2	18	MB	12	0	NA	12																									0	0	0	0	0	0	0	0	85	97	98	99
03/06/2013	Tremie	T1+T2	2	19	MB	11	0	NA	11																									0	0	0	0	0	0	0	0	98	99	100	
03/06/2013	Tremie	T1+T2	2	20	MB	12	0	NA	12																									0	0	0	0	0	0	0	5	98	99	99	100
03/06/2013	Tremie	T1+T2	2	21	MB	11	0	NA	11																									0	0	0	0	0	0	0	50	98	99	100	
03/06/2013	Tremie	T1+T2	2	22	MB	12	0	NA	12																									0	0	0	0	0	0	0	5	95	99	99	100
03/06/2013	Tremie	T1+T2	2	23	MB	11	0	NA	11																									0	0	0	0	0	0	0	20	100	99	100	
03/06/2013	Tremie	T1+T2	2	24	MB	12	0	NA	12																									0	0	0	0	0	0	0	0	99	99	100	100
03/06/2013	Tremie	T1+T2	2	25	MB	12	0	NA	12																									0	0	0	0	0	0	0	15	97	99	100	100
03/06/2013	Tremie	T1+T2	2	26	MB	11	0	NA	11																									0	0	0	0	0	0	0	0	99	98	100	
03/06/2013	Tremie	T1+T2	2	27	MB	11	0	NA	11																									0	0	0	0	0	0	0	0	99	99	100	
03/06/2013	Tremie	T1+T2	2	28	MB	11	0	NA	11																									0	0	0	0	0	0	0	85	99	97	98	
03/06/2013	Tremie	T1+T2	2	29	MB	12	0	NA	12																									0	0	0	0	0	0	0	0	98	98	99	100
03/06/2013	Tremie	T1+T2	2	30	MB	12	0	NA	12																									0	0	0	0	0	0	0	35	95	99	99	100
03/06/2013	Tremie	T1+T2	3	31	MB	11	0	NA	11																									0	0	0	0	0	0	0	25	97	97	99	
03/06/2013	Tremie	T1+T2	3	32	MB	11	0	NA	11																									0	0	0	0	0	0	0	20	97	97	100	
03/06/2013	Tremie	T1+T2	3	33	MB	11	0	NA	11																									0	0	0	0	0	0	0	20	95	97	99	
03/06/2013	Tremie	T1+T2	3	34	MB	11	0	NA	11																									0	0	0	0	0	0	0	0	95	97	100	
03/06/2013	Tremie	T1+T2	3	35	MB	11	0	NA	11																									0	0	0	0	0	0	0	0	98	97	99	
03/06/2013	Tremie	T1+T2	3	36	MB	11	0	NA	11																									0	0	0	0	0	0	0	40	95	98	99	
03/06/2013	Tremie	T1+T2	3	37	MB	11	0	NA	11																									0	0	0	0	0	0	0	0	80	95	99	
03/06/2013	Tremie	T1+T2	3	38	MB	11	0	NA	11																									0	0	0	0	0	0	0	50	99	98	99	
03/06/2013	Tremie	T1+T2	3	39	MB	11	0	NA	11																									0	0	0	0	0	0	0	80	100	99	100	
03/06/2013	Tremie	T1+T2	3	40	MB	11	0	NA	11																									0	0	0	0	0	0	0	40	100	99	99	
03/06/2013	Tremie	T1+T2	3	41	MB	11	0	NA	11																									0	0	0	0	0	0	0	50	98	99	100	
03/06/2013	Tremie	T1+T2	3	42	MB	11	0	NA	11																									0	0	0	0	0	0	0	50	97	99	100	
03/06/2013	Tremie	T1+T2	3	43	MB	11	0	NA	11																									0	0	0	0	0	0	0	75	100	98	99	
03/06/2013	Tremie	T1+T2	3	44	MB	11	0	NA	11																									0	0	0	0	0	0	0	75	97	98	100	
03/06/2013	Tremie	T1+T2	3	45	MB	11	0	NA	11																									0	0	0	0	0	0	0	50	98	98	100	
11/06/2013	Tremie	T1+T2	1	1	MB	12	0	NA	12																									0	0	0	0	0	0	0	0	65	70	96	99
11/06/2013	Tremie	T1+T2	1	2	MB	11	0	NA	11																									0	0	0	0	0	0	0	0	85	78	97	
11/06/2013	Tremie	T1+T2	1	3	MB	11	0	NA	11																									0	0	0	0	0	0	0	0	90	90	99	
11/06/2013	Tremie	T1+T2	1	4	MB	11	0	NA	11																									0	0	0	0	0	0	0	30	95	98	0	
11/06/2013	Tremie	T1+T2	1	5	MB	11	0	NA	11																									0	0	0	0	0	0	0	10	90	90	95	
11/06/2013	Tremie	T1+T2	1	6	MB	11	0	NA	11																									0	0	0	0	0	0	0	0	90	95	0	
11/06/2013	Tremie	T1+T2	1	7	MB	12	0	NA	12																									0	0	0	0	0	0	0	0	60	88	96	98
11/06/2013	Tremie	T1+T2	1	8	MB	12	0	NA	12																									0	0	0	0	0	0	0	0	0	0	93	97
11/06/2013	Tremie	T1+T2	1	9	MB	11	0	NA	11																									0	0	0	0	0	0	0	0	15	85	97	
11/06/2013	Tremie	T1+T2	1	10	MB	12	0	NA	12																									0	0	0	0	0	0	0	0	15	9	95	97
11/06/2013	Tremie	T1+T2	1	11	MB	11	0	NA	11																									0	0	0	0	0	0	0	0	70	88	97	
11/06/2013	Tremie	T1+T2	1	12	MB	12	0	NA	12																									0	0	0	0	0	0	0	0	40	70	93	98
11/06/2013	Tremie	T1+T2	1	13	MB	11	0	NA	11																									0	0	0	0	0	0	0	0	95	90	98	
11/06/2013	Tremie	T1+T2	1	14	MB	11	0	NA	11																									0	0	0	0	0	0	0	0	20	88	80	
11/06/2013	Tremie	T1+T2	1	15	MB	12	0	NA	12																									0	0	0	0	0	0	0	0	80	85	94	98
11/06/2013	Tremie	T1+T2	2	16	MB	11	0	NA	11																									0	0	0	0	0	0	0	0	94	98	98	
11/06/2013	Tremie	T1+T2	2	17	MB	11	0	NA	11																									0	0	0	0	0	0	0	0	20	80	97	
11/06/2013	Tremie	T1+T2	2	18	MB	12	0	NA	12																									0	0	0	0	0	0	0	0	0	60	80	95
11/06/2013	Tremie	T1+T2	2	19	MB	11	0	NA	11																									0	0	0	0	0	0	0	0	88	95	95	
11/06/2013	Tremie	T1+T2	2	20	MB	12	0	NA	12																									0	0	0	0	0	0	0	0	60	87	96	99
11/06/2013	Tremie	T1+T2	2	21	MB	11	0	NA	11																									0	0	0	0	0	0	0	0	50	98	98	
11/06/2013	Tremie	T1+T2	2	22	MB	12	0	NA	12																									0	0	0	0	0	0	0	0	40	88	97	99
11/06/2013	Tremie	T1+T2	2	23	MB	11	0	NA	11																									0	0	0	0	0	0	0	0	90	95	99	
11/06/2013	Tremie	T1+T2	2	24	MB	12	0	NA	12																									0	0	0	0	0	0	0	0	90	89	99	99
11/06/2013	Tremie	T1+T2	2	25	MB	12	0	NA	12																									0	0	0	0	0	0	0	0	80	85	98	98
11/06/2013	Tremie	T1+T2	2	26	MB	11	0	NA	11																									0	0	0	0	0	0	0	0	90	95	99	
11/06/2013	Tremie	T1+T2	2	27	MB	11	0	NA	11																									0	0	0	0	0	0	0	0	95	95	97	
11/06/2013	Tremie	T1+T2	2	28	MB	11	0	NA	11																									0	0	0	0	0	0	0	40	95	85	97	
11/06/2013	Tremie	T1+T2	2	29	MB	12	0	NA	12																									0	0	0	0	0	0	0	0	65	92	96	97
11/06/2013	Tremie	T1+T2	2	30	MB	12	0	NA	12																									0	0	0	0	0	0	0	0	70	90	98	99
11/06/2013	Tremie	T1+T2	3	31	MB	11	0	NA	11																									0	0	0	0	0	0	0	0	90	85	95	
11/06/2013	Tremie	T1+T2	3	32	MB	11	0	NA	11																									0	0	0	0	0	0	0	0	90	95	97	
11/06/2013	Tremie	T1+T2	3	33	MB	11	0	NA	11																									0	0	0	0	0	0	0	0	75	95	93	
11/06/2013	Tremie	T1+T2	3	34	MB	11	0	NA	11																									0	0	0	0	0	0	0	0	20	95	6	
11/06/2013	Tremie	T1+T2	3	35	MB	11	0	NA	11																									0	0	0	0	0	0	0	0	90	95	98	
11/06/2013	Tremie	T1+T2	3	36	MB	11	0	NA	11																									0	0	0	0	0	0	0	0	90	95	98	
11/06/2013	Tremie	T1+T2	3	37	MB	11	0	NA	11																									0	0	0	0	0	0	0	0	10	50	95	
11/06/2013	Tremie	T1+T2	3	38	MB	11	0	NA	11																									0	0	0	0	0	0	0	0	95	95	98	
11/06/2013	Tremie	T1+T2	3	39	MB	11	0	NA	11																									0	0	0	0	0	0	0	0	95	97	98	
11/06/2013	Tremie	T1+T2	3	40	MB	11	0	NA	11																									0	0	0	0	0	0	0	0	90	96	97	
11/06/2013	Tremie	T1+T2	3	41	MB	11	0	NA	11																									0	0	0	0	0	0	0	0	75	95	98	
11/06/2013	Tremie	T1+T2	3	42	MB	11	0	NA	11																									0	0	0	0	0	0	0	0	85	95	98	
11/06/2013	Tremie	T1+T2	3	43	MB	11	0	NA	11																									0	0	0	0	0	0	0	0	95	94	96	
11/06/2013	Tremie	T1+T2	3	44	MB	11	0	NA	11																									0	0	0	0	0	0	0	60	80	95	97	
11/06/2013	Tremie	T1+T2	3	45	MB	11	0	NA	11																									0	0	0	0	0	0	0	5	88	95	97	
17/06/2013	Tremie	T1+T2	1	1	MB	12	0	NA	12																									0	0	0	0	0	0	0	0	0	25	72	97
17/06/2013	Tremie	T1+T2	1	2	MB	11	0	NA	11																									0	0	0	0	0	0	0	0	55	70	95	
17/06/2013	Tremie	T1+T2	1	3	MB	11	0	NA	11																									0	0	0	0	0	0	0	0	20	65	87	
17/06/2013	Tremie	T1+T2	1	4	MB	11	0	NA	11																									0	0	0	0	0	0	0	0	80	73	94	
17/06/2013	Tremie	T1+T2	1	5	MB	11	0	NA	11																									0	0	0	0	0	0	0	0	60	68	86	
17/06/2013	Tremie	T1+T2	1	6	MB	11	0	NA	11																									0	0	0	0	0	0	0	0	55	87	94	
17/06/2013	Tremie	T1+T2	1	7	MB	12	0	NA	12																									0	0	0	0	0	0	0	0	0	20	70	94
17/06/2013	Tremie	T1+T2	1	8	MB	12	0	NA	12																									0	0	0	0	0	0	0	0	0	0	25	97
17/06/2013	Tremie	T1+T2	1	9	MB	11	0	NA	11																									0	0	0	0	0	0	0	0	0	60	92	
17/06/2013	Tremie	T1+T2	1	10	MB	12	0	NA	12																									0	0	0	0	0	0	0	0	0	52	72	94
17/06/2013	Tremie	T1+T2	1	11	MB	11	0	NA	11																									0	0	0	0	0	0	0	0	0	55	90	
17/06/2013	Tremie	T1+T2	1	12	MB	12	0	NA	12																									0	0	0	0	0	0	0	0	0	50	80	96
17/06/2013	Tremie	T1+T2	1	13	MB	11	0	NA	11																									0	0	0	0	0	0	0	0	70	60	82	
17/06/2013	Tremie	T1+T2	1	14	MB	11	0	NA	11																									0	0	0	0	0	0	0	0	0	65	72	
17/06/2013	Tremie	T1+T2	1	15	MB	12	0	NA	12																									0	0	0	0	0	0	0	0	0	32	55	95
17/06/2013	Tremie	T1+T2	2	16	MB	11	0	NA	11																									0	0	0	0	0	0	0	0	55	63	91	
17/06/2013	Tremie	T1+T2	2	17	MB	11	0	NA	11																									0	0	0	0	0	0	0	0	0	68	92	
17/06/2013	Tremie	T1+T2	2	18	MB	12	0	NA	12																									0	0	0	0	0	0	0	0	0	15	15	88
17/06/2013	Tremie	T1+T2	2	19	MB	11	0	NA	11																									0	0	0	0	0	0	0	0	0	70	90	
17/06/2013	Tremie	T1+T2	2	20	MB	12	0	NA	12																									0	0	0	0	0	0	0	0	0	65	85	96
17/06/2013	Tremie	T1+T2	2	21	MB	11	0	NA	11																									0	0	0	0	0	0	0	0	0	90	93	
17/06/2013	Tremie	T1+T2	2	22	MB	12	0	NA	12																									0	0	0	0	0	0	0	0	0	50	55	96
17/06/2013	Tremie	T1+T2	2	23	MB	11	0	NA	11																									0	0	0	0	0	0	0	0	10	55	94	
17/06/2013	Tremie	T1+T2	2	24	MB	12	0	NA	12																									0	0	0	0	0	0	0	0	0	0	60	97
17/06/2013	Tremie	T1+T2	2	25	MB	12	0	NA	12																									0	0	0	0	0	0	0	0	0	60	91	94
17/06/2013	Tremie	T1+T2	2	26	MB	11	0	NA	11																									0	0	0	0	0	0	0	0	75	75	97	
17/06/2013	Tremie	T1+T2	2	27	MB	11	0	NA	11																									0	0	0	0	0	0	0	0	50	80	90	
17/06/2013	Tremie	T1+T2	2	28	MB	11	0	NA	11																									0	0	0	0	0	0	0	0	60	75	94	
17/06/2013	Tremie	T1+T2	2	29	MB	12	0	NA	12																									0	0	0	0	0	0	0	0	0	50	76	92
17/06/2013	Tremie	T1+T2	2	30	MB	12	0	NA	12																									0	0	0	0	0	0	0	0	20	80	92	96
17/06/2013	Tremie	T1+T2	3	31	MB	11	0	NA	11																									0	0	0	0	0	0	0	0	30	52	77	
17/06/2013	Tremie	T1+T2	3	32	MB	11	0	NA	11																									0	0	0	0	0	0	0	0	8	67	88	
17/06/2013	Tremie	T1+T2	3	33	MB	11	0	NA	11																									0	0	0	0	0	0	0	0	15	88	87	
17/06/2013	Tremie	T1+T2	3	34	MB	11	0	NA	11																									0	0	0	0	0	0	0	0	0	68	71	
17/06/2013	Tremie	T1+T2	3	35	MB	11	0	NA	11																									0	0	0	0	0	0	0	0	25	67	91	
17/06/2013	Tremie	T1+T2	3	36	MB	11	0	NA	11																									0	0	0	0	0	0	0	0	70	74	96	
17/06/2013	Tremie	T1+T2	3	37	MB	11	0	NA	11																									0	0	0	0	0	0	0	0	0	0	65	
17/06/2013	Tremie	T1+T2	3	38	MB	11	0	NA	11																									0	0	0	0	0	0	0	0	68	72	94	
17/06/2013	Tremie	T1+T2	3	39	MB	11	0	NA	11																									0	0	0	0	0	0	0	0	65	72	95	
17/06/2013	Tremie	T1+T2	3	40	MB	11	0	NA	11																									0	0	0	0	0	0	0	0	60	82	95	
17/06/2013	Tremie	T1+T2	3	41	MB	11	0	NA	11																									0	0	0	0	0	0	0	0	50	83	96	
17/06/2013	Tremie	T1+T2	3	42	MB	11	0	NA	11																									0	0	0	0	0	0	0	0	20	88	93	
17/06/2013	Tremie	T1+T2	3	43	MB	11	0	NA	11																									0	0	0	0	0	0	0	0	63	58	95	
17/06/2013	Tremie	T1+T2	3	44	MB	11	0	NA	11																									0	0	0	0	0	0	0	0	58	82	96	
17/06/2013	Tremie	T1+T2	3	45	MB	11	0	NA	11																									0	0	0	0	0	0	0	0	55	87	94	
24/06/2013	Tremie	T1+T2	1	1	MB	12	0	NA	12																									0	0	0	0	0	0	0	0	0	0	40	93
24/06/2013	Tremie	T1+T2	1	2	MB	11	0	NA	11																									0	0	0	0	0	0	0	0	0	0	70	
24/06/2013	Tremie	T1+T2	1	3	MB	11	0	NA	11																									0	0	0	0	0	0	0	0	0	0	65	
24/06/2013	Tremie	T1+T2	1	4	MB	11	0	NA	11																									0	0	0	0	0	0	0	0	70	67	85	
24/06/2013	Tremie	T1+T2	1	5	MB	11	0	NA	11																									0	0	0	0	0	0	0	0	0	0	80	
24/06/2013	Tremie	T1+T2	1	6	MB	11	0	NA	11																									0	0	0	0	0	0	0	0	5	40	83	
24/06/2013	Tremie	T1+T2	1	7	MB	12	0	NA	12																									0	0	0	0	0	0	0	0	0	0	10	93
24/06/2013	Tremie	T1+T2	1	8	MB	12	0	NA	12																									0	0	0	0	0	0	0	0	0	0	0	85
24/06/2013	Tremie	T1+T2	1	9	MB	11	0	NA	11																									0	0	0	0	0	0	0	0	0	25	85	
