treatment	variety	year	bloc	volume	concentration	plant	leaf	absorbance	dilution	coef
T2	Mercia	2011	1	200	240	14	F2	0,622	2	0,0448
T2	Mercia	2011	1	200	240	14	F3	0,611	2	0,0448
T2	Mercia	2011	1	200	240	14	F4	0,693	2	0,0448
T2	Mercia	2011	1	200	240	15	F1	0,925	4	0,0448
T2	Mercia	2011	1	200	240	15	F2	0,598	4	0,0448
T2	Mercia	2011	1	200	240	15	F3	0,595	2	0,0448
T2	Mercia	2011	1	200	240	15	F4	0,841	2	0,0448
T2	Mercia	2011	1	200	240	16	F1	0,228	2	0,0448
T2	Mercia	2011	1	200	240	16	F2	0,458	2	0,0448
T2	Mercia	2011	1	200	240	16	F3	0,512	2	0,0448
T2	Mercia	2011	1	200	240	16	F4	0,192	2	0,0448
T2	Mercia	2011	1	200	240	17	F1	0,36	2	0,0448
T2	Mercia	2011	1	200	240	17	F2	0,931	2	0,0448
T2	Mercia	2011	1	200	240	17	F3	0,826	2	0,0448
T2	Mercia	2011	1	200	240	17	F4	0,903	2	0,0448
T2	Mercia	2011	1	200	240	18	F1	0,301	2	0,0448
T2	Mercia	2011	1	200	240	18	F2	0,878	2	0,0448
T2	Mercia	2011	1	200	240	18	F3	0,472	4	0,0448
T2	Mercia	2011	1	200	240	18	F4	0,737	2	0,0448
T2	Mercia	2011	1	200	240	19	F1	0,644	4	0,0448
T2	Mercia	2011	1	200	240	19	F2	0,539	2	0,0448
T2	Mercia	2011	1	200	240	19	F3	0,513	2	0,0448
T2	Mercia	2011	1	200	240	19	F4	0,422	2	0,0448
T2	Mercia	2011	1	200	240	20	F1	0,679	2	0,0448
T2	Mercia	2011	1	200	240	20	F2	0,923	4	0,0448
T2	Mercia	2011	1	200	240	20	F3	0,623	4	0,0448
T2	Mercia	2011	1	200	240	20	F4	0,633	2	0,0448
T2	Rht3	2011	1	40	240	1	F1	0,074	2	0,0448
T2	Rht3	2011	1	40	240	1	F2	0,239	2	0,0448
T2	Rht3	2011	1	40	240	1	F3	0,341	2	0,0448
T2	Rht3	2011	1	40	240	1	F4	0,278	2	0,0448
T2	Rht3	2011	1	40	240	2	F1	0,096	2	0,0448
T2	Rht3	2011	1	40	240	2	F2	0,266	2	0,0448
T2	Rht3	2011	1	40	240	2	F3	0,282	2	0,0448
T2	Rht3	2011	1	40	240	2	F4	0,435	2	0,0448
T2	Rht3	2011	1	40	240	3	F1	0,377	2	0,0448
T2	Rht3	2011	1	40	240	3	F2	0,653	2	0,0448
T2	Rht3	2011	1	40	240	3	F3	0,263	2	0,0448
T2	Rht3	2011	1	40	240	3	F4	0,295	2	0,0448
T2	Rht3	2011	1	40	240	4	F1	0,251	2	0,0448
T2	Rht3	2011	1	40	240	4	F2	0,643	2	0,0448
T2	Rht3	2011	1	40	240	4	F3	0,38	2	0,0448
T2	Rht3	2011	1	40	240	4	F4	0,423	2	0,0448
T2	Rht3	2011	1	40	240	5	F1	0,596	2	0,0448
T2	Rht3	2011	1	40	240	5	F2	0,572	2	0,0448
T2	Rht3	2011	1	40	240	5	F3	0,221	2	0,0448
T2	Rht3	2011	1	40	240	5	F4	0,265	2	0,0448
T2	Rht3	2011	1	40	240	6	F1	0,2	2	0,0448
T2	Rht3	2011	1	40	240	6	F2	0,604	2	0,0448
T2	Rht3	2011	1	40	240	6	F3	0,327	2	0,0448
T2	Rht3	2011	1	40	240	6	F4	0,727	2	0,0448
T2	Rht3	2011	1	40	240	7	F1	0,114	2	0,0448
T2	Rht3	2011	1	40	240	7	F2	0,655	2	0,0448
T2	Rht3	2011	1	40	240	7	F3	0,572	2	0,0448
T2	Rht3	2011	1	40	240	7	F4	0,933	2	0,0448
T2	Rht3	2011	1	40	240	8	F1	0,227	2	0,0448
T2	Rht3	2011	1	40	240	8	F2	0,629	4	0,0448
T2	Rht3	2011	1	40	240	8	F3	0,463	2	0,0448
T2	Rht3	2011	1	40	240	8	F4	0,439	2	0,0448
T2	Rht3	2011	1	40	240	9	F1	0,115	2	0,0448
T2	Rht3	2011	1	40	240	9	F2	0,289	2	0,0448
T2	Rht3	2011	1	40	240	9	F3	0,25	2	0,0448
T2	Rht3	2011	1	40	240	9	F4	0,291	2	0,0448
T2	Rht3	2011	1	40	240	10	F1	0,109	2	0,0448
T2	Rht3	2011	1	40	240	10	F2	0,784	2	0,0448
T2	Rht3	2011	1	40	240	10	F3	0,464	2	0,0448
T2	Rht3	2011	1	40	240	10	F4	0,309	2	0,0448
T2	Rht3	2011	1	40	240	11	F1	0,061	2	0,0448
T2	Rht3	2011	1	40	240	11	F2	0,204	2	0,0448
T2	Rht3	2011	1	40	240	11	F3	0,226	2	0,0448
T2	Rht3	2011	1	40	240	11	F4	0,301	2	0,0448
T2	Rht3	2011	1	40	240	12	F1	0,119	2	0,0448
T2	Rht3	2011	1	40	240	12	F2	0,294	2	0,0448
T2	Rht3	2011	1	40	240	12	F3	0,404	2	0,0448
T2	Rht3	2011	1	40	240	12	F4	0,433	2	0,0448
T2	Rht3	2011	1	40	240	13	F1	0,037	2	0,0448
T2	Rht3	2011	1	40	240	13	F2	0,183	2	0,0448
T2	Rht3	2011	1	40	240	13	F3	0,155	2	0,0448
T2	Rht3	2011	1	40	240	13	F4	0,196	2	0,0448
T2	Rht3	2011	1	40	240	14	F1	0,133	2	0,0448
T2	Rht3	2011	1	40	240	14	F2	0,353	2	0,0448
T2	Rht3	2011	1	40	240	14	F3	0,852	2	0,0448
T2	Rht3	2011	1	40	240	14	F4	0,908	2	0,0448
T2	Rht3	2011	1	40	240	15	F1	0,073	2	0,0448
T2	Rht3	2011	1	40	240	15	F2	0,221	2	0,0448
T2	Rht3	2011	1	40	240	15	F3	0,191	2	0,0448
T2	Rht3	2011	1	40	240	15	F4	0,302	2	0,0448
T2	Rht3	2011	1	40	240	16	F1	0,226	2	0,0448
T2	Rht3	2011	1	40	240	16	F2	0,662	2	0,0448
T2	Rht3	2011	1	40	240	16	F3	0,205	2	0,0448
T2	Rht3	2011	1	40	240	16	F4	0,623	2	0,0448
T2	Rht3	2011	1	40	240	17	F1	0,106	2	0,0448
T2	Rht3	2011	1	40	240	17	F2	0,407	2	0,0448
T2	Rht3	2011	1	40	240	17	F3	0,136	2	0,0448
T2	Rht3	2011	1	40	240	17	F4	0,181	2	0,0448
T2	Rht3	2011	1	40	240	18	F1	0,039	2	0,0448
T2	Rht3	2011	1	40	240	18	F2	0,116	2	0,0448
T2	Rht3	2011	1	40	240	18	F3	0,17	2	0,0448
T2	Rht3	2011	1	40	240	18	F4	0,245	2	0,0448
T2	Rht3	2011	1	40	240	19	F1	0,091	2	0,0448
T2	Rht3	2011	1	40	240	19	F2	0,479	2	0,0448
T2	Rht3	2011	1	40	240	19	F3	0,544	2	0,0448
T2	Rht3	2011	1	40	240	19	F4	0,25	2	0,0448
T2	Rht3	2011	1	40	240	20	F1	0,133	2	0,0448
T2	Rht3	2011	1	40	240	20	F2	0,325	2	0,0448
T2	Rht3	2011	1	40	240	20	F3	0,431	2	0,0448
T2	Rht3	2011	1	40	240	20	F4	0,819	2	0,0448
T2	Rht3	2011	1	80	240	1	F1	0,194	2	0,0448
T2	Rht3	2011	1	80	240	1	F2	0,603	2	0,0448
T2	Rht3	2011	1	80	240	1	F3	0,355	2	0,0448
T2	Rht3	2011	1	80	240	1	F4	0,418	2	0,0448
T2	Rht3	2011	1	80	240	2	F1	0,193	2	0,0448
T2	Rht3	2011	1	80	240	2	F2	0,642	2	0,0448
T2	Rht3	2011	1	80	240	2	F3	0,292	2	0,0448
T2	Rht3	2011	1	80	240	2	F4	0,327	2	0,0448
T2	Rht3	2011	1	80	240	3	F1	0,65	2	0,0448
T2	Rht3	2011	1	80	240	3	F2	0,828	2	0,0448
T2	Rht3	2011	1	80	240	3	F3	0,556	2	0,0448
T2	Rht3	2011	1	80	240	3	F4	0,388	2	0,0448
T2	Rht3	2011	1	80	240	4	F1	0,251	2	0,0448
T2	Rht3	2011	1	80	240	4	F2	0,485	8	0,0448
T2	Rht3	2011	1	80	240	4	F3	0,37	2	0,0448
T2	Rht3	2011	1	80	240	4	F4	0,334	2	0,0448
T2	Rht3	2011	1	80	240	5	F1	0,326	2	0,0448
T2	Rht3	2011	1	80	240	5	F2	0,467	2	0,0448
T2	Rht3	2011	1	80	240	5	F3	0,652	2	0,0448
T2	Rht3	2011	1	80	240	5	F4	0,482	2	0,0448
T2	Rht3	2011	1	80	240	6	F1	0,138	2	0,0448
T2	Rht3	2011	1	80	240	6	F2	0,914	2	0,0448
T2	Rht3	2011	1	80	240	6	F3	0,732	2	0,0448
T2	Rht3	2011	1	80	240	6	F4	0,401	2	0,0448
T2	Rht3	2011	1	80	240	7	F1	0,479	2	0,0448
T2	Rht3	2011	1	80	240	7	F2	0,397	8	0,0448
T2	Rht3	2011	1	80	240	7	F3	0,349	8	0,0448
T2	Rht3	2011	1	80	240	7	F4	0,305	2	0,0448
T2	Rht3	2011	1	80	240	8	F1	0,226	2	0,0448
T2	Rht3	2011	1	80	240	8	F2	0,783	2	0,0448
T2	Rht3	2011	1	80	240	8	F3	0,549	2	0,0448
T2	Rht3	2011	1	80	240	8	F4	0,277	2	0,0448
T2	Rht3	2011	1	80	240	9	F1	0,3	2	0,0448
T2	Rht3	2011	1	80	240	9	F2	0,498	2	0,0448
T2	Rht3	2011	1	80	240	9	F3	0,69	2	0,0448
T2	Rht3	2011	1	80	240	9	F4	0,354	2	0,0448
T2	Rht3	2011	1	80	240	10	F1	0,249	2	0,0448
T2	Rht3	2011	1	80	240	10	F2	0,3	8	0,0448
T2	Rht3	2011	1	80	240	10	F3	0,426	2	0,0448
T2	Rht3	2011	1	80	240	10	F4	0,381	2	0,0448
T2	Rht3	2011	1	80	240	11	F1	0,148	2	0,0448
T2	Rht3	2011	1	80	240	11	F2	0,725	2	0,0448
T2	Rht3	2011	1	80	240	11	F3	0,277	2	0,0448
T2	Rht3	2011	1	80	240	11	F4	0,316	2	0,0448
T2	Rht3	2011	1	80	240	12	F1	0,146	2	0,0448
T2	Rht3	2011	1	80	240	12	F2	0,422	2	0,0448
T2	Rht3	2011	1	80	240	12	F3	0,313	2	0,0448
T2	Rht3	2011	1	80	240	12	F4	0,418	2	0,0448
T2	Rht3	2011	1	80	240	13	F1	0,298	2	0,0448
T2	Rht3	2011	1	80	240	13	F2	0,749	2	0,0448
T2	Rht3	2011	1	80	240	13	F3	0,493	2	0,0448
T2	Rht3	2011	1	80	240	13	F4	0,417	2	0,0448
T2	Rht3	2011	1	80	240	14	F1	0,2	2	0,0448
T2	Rht3	2011	1	80	240	14	F2	0,634	2	0,0448
T2	Rht3	2011	1	80	240	14	F3	0,413	2	0,0448
T2	Rht3	2011	1	80	240	14	F4	0,405	2	0,0448
T2	Rht3	2011	1	80	240	15	F1	0,173	2	0,0448
T2	Rht3	2011	1	80	240	15	F2	0,594	2	0,0448
T2	Rht3	2011	1	80	240	15	F3	0,85	2	0,0448
T2	Rht3	2011	1	80	240	15	F4	0,357	2	0,0448
T2	Rht3	2011	1	80	240	16	F1	0,544	2	0,0448
T2	Rht3	2011	1	80	240	16	F2	0,831	2	0,0448
T2	Rht3	2011	1	80	240	16	F3	0,37	2	0,0448
T2	Rht3	2011	1	80	240	16	F4	0,354	2	0,0448
T2	Rht3	2011	1	80	240	17	F1	0,754	2	0,0448
T2	Rht3	2011	1	80	240	17	F2	0,521	2	0,0448
T2	Rht3	2011	1	80	240	17	F3	0,474	2	0,0448
T2	Rht3	2011	1	80	240	17	F4	0,468	2	0,0448
T2	Rht3	2011	1	80	240	18	F1	0,213	2	0,0448
T2	Rht3	2011	1	80	240	18	F2	0,4	8	0,0448
T2	Rht3	2011	1	80	240	18	F3	0,559	8	0,0448
T2	Rht3	2011	1	80	240	18	F4	0,739	2	0,0448
T2	Rht3	2011	1	80	240	19	F1	0,219	2	0,0448
T2	Rht3	2011	1	80	240	19	F2	0,302	8	0,0448
T2	Rht3	2011	1	80	240	19	F3	0,514	2	0,0448
T2	Rht3	2011	1	80	240	19	F4	0,481	2	0,0448
T2	Rht3	2011	1	80	240	20	F1	0,251	2	0,0448
T2	Rht3	2011	1	80	240	20	F2	0,0722	2	0,0448
T2	Rht3	2011	1	80	240	20	F3	0,349	2	0,0448
T2	Rht3	2011	1	80	240	20	F4	0,358	2	0,0448
T2	Rht3	2011	1	150	240	1	F1	0,867	2	0,0448
T2	Rht3	2011	1	150	240	1	F2	0,328	16	0,0448
T2	Rht3	2011	1	150	240	1	F3	0,568	2	0,0448
T2	Rht3	2011	1	150	240	1	F4	0,667	2	0,0448
T2	Rht3	2011	1	150	240	2	F1	0,151	2	0,0448
T2	Rht3	2011	1	150	240	2	F2	0,164	8	0,0448
T2	Rht3	2011	1	150	240	2	F3	0,471	4	0,0448
T2	Rht3	2011	1	150	240	2	F4	0,814	2	0,0448
T2	Rht3	2011	1	150	240	3	F1	0,429	2	0,0448
T2	Rht3	2011	1	150	240	3	F2	0,681	8	0,0448
T2	Rht3	2011	1	150	240	3	F3	0,275	8	0,0448
T2	Rht3	2011	1	150	240	3	F4	0,464	8	0,0448
T2	Rht3	2011	1	150	240	4	F1	0,183	2	0,0448
T2	Rht3	2011	1	150	240	4	F2	0,176	8	0,0448
T2	Rht3	2011	1	150	240	4	F3	0,637	8	0,0448
T2	Rht3	2011	1	150	240	4	F4	0,304	8	0,0448
T2	Rht3	2011	1	150	240	5	F1	0,213	2	0,0448
T2	Rht3	2011	1	150	240	5	F2	0,311	8	0,0448
T2	Rht3	2011	1	150	240	5	F3	0,217	8	0,0448
T2	Rht3	2011	1	150	240	5	F4	0,354	8	0,0448
T2	Rht3	2011	1	150	240	6	F1	0,572	2	0,0448
T2	Rht3	2011	1	150	240	6	F2	0,397	2	0,0448
T2	Rht3	2011	1	150	240	6	F3	0,381	4	0,0448
T2	Rht3	2011	1	150	240	6	F4	0,855	2	0,0448
T2	Rht3	2011	1	150	240	7	F1	0,421	2	0,0448
T2	Rht3	2011	1	150	240	7	F2	0,628	4	0,0448
T2	Rht3	2011	1	150	240	7	F3	0,601	4	0,0448
T2	Rht3	2011	1	150	240	7	F4	0,38	8	0,0448
T2	Rht3	2011	1	150	240	8	F1	0,396	2	0,0448
T2	Rht3	2011	1	150	240	8	F2	0,594	4	0,0448
T2	Rht3	2011	1	150	240	8	F3	0,248	8	0,0448
T2	Rht3	2011	1	150	240	8	F4	0,357	4	0,0448
T2	Rht3	2011	1	150	240	9	F1	0,383	4	0,0448
T2	Rht3	2011	1	150	240	9	F2	0,541	16	0,0448
T2	Rht3	2011	1	150	240	9	F3	0,201	16	0,0448
T2	Rht3	2011	1	150	240	9	F4	0,416	8	0,0448
T2	Rht3	2011	1	150	240	10	F1	0,444	2	0,0448
T2	Rht3	2011	1	150	240	10	F2	0,507	4	0,0448
T2	Rht3	2011	1	150	240	10	F3	0,498	4	0,0448
T2	Rht3	2011	1	150	240	10	F4	0,456	4	0,0448
T2	Rht3	2011	1	150	240	11	F1	0,332	4	0,0448
T2	Rht3	2011	1	150	240	11	F2	0,192	16	0,0448
T2	Rht3	2011	1	150	240	11	F3	0,283	8	0,0448
T2	Rht3	2011	1	150	240	11	F4	0,58	4	0,0448
T2	Rht3	2011	1	150	240	12	F1	0,515	2	0,0448
T2	Rht3	2011	1	150	240	12	F2	0,75	16	0,0448
T2	Rht3	2011	1	150	240	12	F3	0,339	8	0,0448
T2	Rht3	2011	1	150	240	12	F4	0,323	8	0,0448
T2	Rht3	2011	1	150	240	13	F1	0,266	8	0,0448
T2	Rht3	2011	1	150	240	13	F2	0,698	8	0,0448
T2	Rht3	2011	1	150	240	13	F3	0,362	4	0,0448
T2	Rht3	2011	1	150	240	13	F4	0,689	2	0,0448
T2	Rht3	2011	1	150	240	14	F1	0,85	2	0,0448
T2	Rht3	2011	1	150	240	14	F2	0,387	8	0,0448
T2	Rht3	2011	1	150	240	14	F3	0,427	4	0,0448
T2	Rht3	2011	1	150	240	14	F4	0,505	8	0,0448
T2	Rht3	2011	1	150	240	15	F1	0,607	2	0,0448
T2	Rht3	2011	1	150	240	15	F2	0,557	4	0,0448
T2	Rht3	2011	1	150	240	15	F3	0,554	8	0,0448
T2	Rht3	2011	1	150	240	15	F4	0,403	2	0,0448
T2	Rht3	2011	1	150	240	16	F1	0,376	2	0,0448
T2	Rht3	2011	1	150	240	16	F2	0,553	4	0,0448
T2	Rht3	2011	1	150	240	16	F3	0,219	8	0,0448
T2	Rht3	2011	1	150	240	16	F4	0,526	4	0,0448
T2	Rht3	2011	1	150	240	17	F1	0,571	4	0,0448
T2	Rht3	2011	1	150	240	17	F2	0,542	8	0,0448
T2	Rht3	2011	1	150	240	17	F3	0,257	8	0,0448
T2	Rht3	2011	1	150	240	17	F4	0,417	4	0,0448
T2	Rht3	2011	1	150	240	18	F1	0,166	2	0,0448
T2	Rht3	2011	1	150	240	18	F2	0,531	2	0,0448
T2	Rht3	2011	1	150	240	18	F3	0,491	2	0,0448
T2	Rht3	2011	1	150	240	18	F4	0,645	2	0,0448
T2	Rht3	2011	1	150	240	19	F1	0,497	2	0,0448
T2	Rht3	2011	1	150	240	19	F2	0,379	8	0,0448
T2	Rht3	2011	1	150	240	19	F3	0,482	2	0,0448
T2	Rht3	2011	1	150	240	19	F4	0,557	4	0,0448
T2	Rht3	2011	1	150	240	20	F1	0,337	2	0,0448
T2	Rht3	2011	1	150	240	20	F2	0,773	4	0,0448
T2	Rht3	2011	1	150	240	20	F3	0,65	4	0,0448
T2	Rht3	2011	1	150	240	20	F4	0,595	4	0,0448
T2	Rht3	2011	1	200	240	1	F1	0,353	2	0,0448
T2	Rht3	2011	1	200	240	1	F2	0,607	16	0,0448
T2	Rht3	2011	1	200	240	1	F3	0,604	8	0,0448
T2	Rht3	2011	1	200	240	1	F4	0,562	4	0,0448
T2	Rht3	2011	1	200	240	2	F1	0,558	2	0,0448
T2	Rht3	2011	1	200	240	2	F2	0,535	8	0,0448
T2	Rht3	2011	1	200	240	2	F3	0,2	16	0,0448
T2	Rht3	2011	1	200	240	2	F4	0,32	8	0,0448
T2	Rht3	2011	1	200	240	3	F1	0,282	2	0,0448
T2	Rht3	2011	1	200	240	3	F2	0,607	8	0,0448
T2	Rht3	2011	1	200	240	3	F3	0,977	2	0,0448
T2	Rht3	2011	1	200	240	3	F4	0,602	4	0,0448
T2	Rht3	2011	1	200	240	4	F1	0,372	2	0,0448
T2	Rht3	2011	1	200	240	4	F2	0,942	8	0,0448
T2	Rht3	2011	1	200	240	4	F3	0,328	8	0,0448
T2	Rht3	2011	1	200	240	4	F4	0,366	8	0,0448
T2	Rht3	2011	1	200	240	5	F1	0,561	2	0,0448
T2	Rht3	2011	1	200	240	5	F2	0,385	8	0,0448
T2	Rht3	2011	1	200	240	5	F3	0,449	4	0,0448
T2	Rht3	2011	1	200	240	5	F4	0,522	4	0,0448
T2	Rht3	2011	1	200	240	6	F1	0,363	2	0,0448
T2	Rht3	2011	1	200	240	6	F2	0,439	8	0,0448
T2	Rht3	2011	1	200	240	6	F3	0,425	4	0,0448
T2	Rht3	2011	1	200	240	6	F4	0,497	8	0,0448
T2	Rht3	2011	1	200	240	7	F1	0,958	2	0,0448
T2	Rht3	2011	1	200	240	7	F2	0,807	8	0,0448
T2	Rht3	2011	1	200	240	7	F3	0,542	8	0,0448
T2	Rht3	2011	1	200	240	7	F4	0,381	8	0,0448
T2	Rht3	2011	1	200	240	8	F1	0,181	2	0,0448
T2	Rht3	2011	1	200	240	8	F2	0,509	4	0,0448
T2	Rht3	2011	1	200	240	8	F3	0,693	2	0,0448
T2	Rht3	2011	1	200	240	8	F4	0,863	2	0,0448
T2	Rht3	2011	1	200	240	9	F1	0,085	2	0,0448
T2	Rht3	2011	1	200	240	9	F2	0,421	2	0,0448
T2	Rht3	2011	1	200	240	9	F3	0,297	4	0,0448
T2	Rht3	2011	1	200	240	9	F4	0,479	2	0,0448
T2	Rht3	2011	1	200	240	10	F1	0,425	4	0,0448
T2	Rht3	2011	1	200	240	10	F2	0,52	8	0,0448
T2	Rht3	2011	1	200	240	10	F3	0,293	8	0,0448
T2	Rht3	2011	1	200	240	10	F4	0,243	8	0,0448
T2	Rht3	2011	1	200	240	11	F1	0,535	2	0,0448
T2	Rht3	2011	1	200	240	11	F2	0,807	8	0,0448
T2	Rht3	2011	1	200	240	11	F3	0,426	4	0,0448
T2	Rht3	2011	1	200	240	11	F4	0,456	2	0,0448
T2	Rht3	2011	1	200	240	12	F1	0,201	8	0,0448
T2	Rht3	2011	1	200	240	12	F2	0,493	8	0,0448
T2	Rht3	2011	1	200	240	12	F3	0,573	4	0,0448
T2	Rht3	2011	1	200	240	12	F4	0,413	8	0,0448
T2	Rht3	2011	1	200	240	13	F1	0,699	2	0,0448
T2	Rht3	2011	1	200	240	13	F2	0,402	32	0,0448
T2	Rht3	2011	1	200	240	13	F3	0,354	16	0,0448
T2	Rht3	2011	1	200	240	13	F4	0,698	8	0,0448
T2	Rht3	2011	1	200	240	14	F1	0,345	8	0,0448
T2	Rht3	2011	1	200	240	14	F2	0,53	8	0,0448
T2	Rht3	2011	1	200	240	14	F3	0,474	8	0,0448
T2	Rht3	2011	1	200	240	14	F4	0,83	8	0,0448
T2	Rht3	2011	1	200	240	15	F1	0,755	8	0,0448
T2	Rht3	2011	1	200	240	15	F2	0,711	8	0,0448
T2	Rht3	2011	1	200	240	15	F3	0,42	8	0,0448
T2	Rht3	2011	1	200	240	15	F4	0,57	8	0,0448
T2	Rht3	2011	1	200	240	16	F1	0,442	2	0,0448
T2	Rht3	2011	1	200	240	16	F2	0,464	8	0,0448
T2	Rht3	2011	1	200	240	16	F3	0,287	8	0,0448
T2	Rht3	2011	1	200	240	16	F4	0,228	8	0,0448
T2	Rht3	2011	1	200	240	17	F1	0,828	2	0,0448
T2	Rht3	2011	1	200	240	17	F2	0,402	32	0,0448
T2	Rht3	2011	1	200	240	17	F3	0,462	8	0,0448
T2	Rht3	2011	1	200	240	17	F4	0,266	8	0,0448
T2	Rht3	2011	1	200	240	18	F1	0,694	2	0,0448
T2	Rht3	2011	1	200	240	18	F2	0,47	8	0,0448
T2	Rht3	2011	1	200	240	18	F3	0,499	8	0,0448
T2	Rht3	2011	1	200	240	18	F4	0,344	8	0,0448
T2	Rht3	2011	1	200	240	19	F1	0,234	8	0,0448
T2	Rht3	2011	1	200	240	19	F2	0,286	32	0,0448
T2	Rht3	2011	1	200	240	19	F3	0,502	8	0,0448
T2	Rht3	2011	1	200	240	19	F4	0,274	8	0,0448
T2	Rht3	2011	1	200	240	20	F1	0,196	8	0,0448
T2	Rht3	2011	1	200	240	20	F2	0,314	8	0,0448
T2	Rht3	2011	1	200	240	20	F3	0,254	8	0,0448
T2	Rht3	2011	1	200	240	20	F4	0,322	8	0,0448
T1	Tremie12	2012	1	40	150	1	F1	0,816	3	0,0448
T1	Tremie12	2012	1	40	150	1	F2	0,78	2	0,0448
T1	Tremie12	2012	1	40	150	1	F3	0,429	2	0,0448
T1	Tremie12	2012	1	40	150	2	F1	0,575	3	0,0448
T1	Tremie12	2012	1	40	150	2	F2	0,355	2	0,0448
T1	Tremie12	2012	1	40	150	2	F3	0,633	2	0,0448
T1	Tremie12	2012	1	40	150	2	F4	0,209	1	0,0448
T1	Tremie12	2012	1	40	150	3	F1	0,25	3	0,0448
T1	Tremie12	2012	1	40	150	3	F2	0,2	2	0,0448
T1	Tremie12	2012	1	40	150	3	F3	0,457	2	0,0448
T1	Tremie12	2012	1	40	150	3	F4	0,761	1	0,0448
T1	Tremie12	2012	1	40	150	4	F1	0,223	3	0,0448
T1	Tremie12	2012	1	40	150	4	F2	0,653	2	0,0448
T1	Tremie12	2012	1	40	150	4	F3	0,172	2	0,0448
T1	Tremie12	2012	1	40	150	4	F4	0,891	1	0,0448
T1	Tremie12	2012	1	40	150	5	F1	0,504	3	0,0448
T1	Tremie12	2012	1	40	150	5	F2	0,499	2	0,0448
T1	Tremie12	2012	1	40	150	5	F3	0,112	2	0,0448
T1	Tremie12	2012	1	40	150	5	F4	0,343	1	0,0448
T1	Tremie12	2012	1	40	150	6	F1	0,232	3	0,0448
T1	Tremie12	2012	1	40	150	6	F2	0,993	2	0,0448
T1	Tremie12	2012	1	40	150	6	F3	0,392	2	0,0448
T1	Tremie12	2012	1	40	150	7	F1	0,078	1	0,0448
T1	Tremie12	2012	1	40	150	7	F2	0,222	2	0,0448
T1	Tremie12	2012	1	40	150	7	F3	0,15	2	0,0448
T1	Tremie12	2012	1	40	150	7	F4	0,127	1	0,0448
T1	Tremie12	2012	1	40	150	8	F1	0,357	3	0,0448
T1	Tremie12	2012	1	40	150	8	F2	0,599	2	0,0448
T1	Tremie12	2012	1	40	150	8	F3	0,284	2	0,0448
T1	Tremie12	2012	1	40	150	8	F4	0,334	1	0,0448
T1	Tremie12	2012	1	40	150	9	F1	0,303	3	0,0448
T1	Tremie12	2012	1	40	150	9	F2	0,771	2	0,0448
T1	Tremie12	2012	1	40	150	9	F3	0,326	2	0,0448
T1	Tremie12	2012	1	40	150	9	F4	0,532	1	0,0448
T1	Tremie12	2012	1	40	150	10	F1	0,19	1	0,0448
T1	Tremie12	2012	1	40	150	10	F2	0,3	2	0,0448
T1	Tremie12	2012	1	40	150	10	F3	0,318	2	0,0448
T1	Tremie12	2012	1	40	150	10	F4	0,342	1	0,0448
T1	Tremie12	2012	2	40	150	1	F1	0,413	3	0,0448
T1	Tremie12	2012	2	40	150	1	F2	0,315	2	0,0448
T1	Tremie12	2012	2	40	150	1	F3	0,487	2	0,0448
T1	Tremie12	2012	2	40	150	1	F4	0,11	1	0,0448
T1	Tremie12	2012	2	40	150	2	F1	0,179	3	0,0448
T1	Tremie12	2012	2	40	150	2	F2	0,328	2	0,0448
T1	Tremie12	2012	2	40	150	2	F3	0,271	2	0,0448
T1	Tremie12	2012	2	40	150	2	F4	0,463	1	0,0448
T1	Tremie12	2012	2	40	150	3	F1	0,3	3	0,0448
T1	Tremie12	2012	2	40	150	3	F2	0,677	2	0,0448
T1	Tremie12	2012	2	40	150	3	F3	0,223	2	0,0448
T1	Tremie12	2012	2	40	150	3	F4	0,33	1	0,0448
T1	Tremie12	2012	2	40	150	4	F1	0,179	3	0,0448
T1	Tremie12	2012	2	40	150	4	F2	0,181	2	0,0448
T1	Tremie12	2012	2	40	150	4	F3	0,191	2	0,0448
T1	Tremie12	2012	2	40	150	4	F4	0,231	1	0,0448
T1	Tremie12	2012	2	40	150	5	F1	0,29	3	0,0448
T1	Tremie12	2012	2	40	150	5	F2	0,524	2	0,0448
T1	Tremie12	2012	2	40	150	5	F3	0,428	2	0,0448
T1	Tremie12	2012	2	40	150	6	F1	0,246	3	0,0448
T1	Tremie12	2012	2	40	150	6	F2	0,737	2	0,0448
T1	Tremie12	2012	2	40	150	6	F3	0,183	2	0,0448
T1	Tremie12	2012	2	40	150	6	F4	0,611	2	0,0448
T1	Tremie12	2012	2	40	150	7	F1	0,168	3	0,0448
T1	Tremie12	2012	2	40	150	7	F2	0,229	2	0,0448
T1	Tremie12	2012	2	40	150	7	F3	0,224	2	0,0448
T1	Tremie12	2012	2	40	150	7	F4	0,538	1	0,0448
T1	Tremie12	2012	2	40	150	8	F1	0,255	1	0,0448
T1	Tremie12	2012	2	40	150	8	F2	0,751	2	0,0448
T1	Tremie12	2012	2	40	150	8	F3	0,293	2	0,0448
T1	Tremie12	2012	2	40	150	8	F4	1	1	0,0448
T1	Tremie12	2012	2	40	150	9	F1	0,898	3	0,0448
T1	Tremie12	2012	2	40	150	9	F2	0,513	2	0,0448
T1	Tremie12	2012	2	40	150	9	F3	0,239	2	0,0448
T1	Tremie12	2012	2	40	150	10	F1	0,378	3	0,0448
