treatment	variety	year	bloc	volume	concentration	plant	leaf	absorbance	dilution	coef
T1	Rht3	2011	1	150	240	2	F2	0,891	8	0,0448
T1	Rht3	2011	1	150	240	2	F3	0,464	8	0,0448
T1	Rht3	2011	1	150	240	3	F1	0,589	20	0,0448
T1	Rht3	2011	1	150	240	3	F2	0,585	20	0,0448
T1	Rht3	2011	1	150	240	3	F3	0,599	8	0,0448
T1	Rht3	2011	1	150	240	4	F1	0,686	8	0,0448
T1	Rht3	2011	1	150	240	4	F2	0,919	8	0,0448
T1	Rht3	2011	1	150	240	4	F3	0,366	8	0,0448
T1	Rht3	2011	1	150	240	5	F1	0,837	2	0,0448
T1	Rht3	2011	1	150	240	5	F2	0,597	8	0,0448
T1	Rht3	2011	1	150	240	5	F3	0,612	2	0,0448
T1	Rht3	2011	1	150	240	6	F1	0,334	8	0,0448
T1	Rht3	2011	1	150	240	6	F2	0,548	8	0,0448
T1	Rht3	2011	1	150	240	6	F3	0,474	8	0,0448
T1	Rht3	2011	1	150	240	7	F1	0,716	8	0,0448
T1	Rht3	2011	1	150	240	7	F2	0,635	16	0,0448
T1	Rht3	2011	1	150	240	7	F3	0,751	2	0,0448
T1	Rht3	2011	1	150	240	8	F1	0,528	8	0,0448
T1	Rht3	2011	1	150	240	8	F2	0,294	8	0,0448
T1	Rht3	2011	1	150	240	8	F3	0,817	2	0,0448
T1	Rht3	2011	1	150	240	9	F1	0,498	2	0,0448
T1	Rht3	2011	1	150	240	9	F2	0,768	4	0,0448
T1	Rht3	2011	1	150	240	9	F3	0,688	8	0,0448
T1	Rht3	2011	1	150	240	9	F4	0,551	2	0,0448
T1	Rht3	2011	1	150	240	10	F1	0,412	2	0,0448
T1	Rht3	2011	1	150	240	10	F2	0,487	2	0,0448
T1	Rht3	2011	1	150	240	10	F3	0,826	2	0,0448
T1	Rht3	2011	1	150	240	10	F4	0,937	2	0,0448
T1	Rht3	2011	1	150	240	11	F1	0,753	2	0,0448
T1	Rht3	2011	1	150	240	11	F2	0,844	16	0,0448
T1	Rht3	2011	1	150	240	11	F3	0,508	20	0,0448
T1	Rht3	2011	1	150	240	12	F1	0,562	16	0,0448
T1	Rht3	2011	1	150	240	12	F2	0,425	20	0,0448
T1	Rht3	2011	1	150	240	12	F3	0,33	8	0,0448
T1	Rht3	2011	1	150	240	13	F1	0,461	4	0,0448
T1	Rht3	2011	1	150	240	13	F2	0,668	8	0,0448
T1	Rht3	2011	1	150	240	13	F3	0,549	4	0,0448
T1	Rht3	2011	1	150	240	13	F4	0,661	4	0,0448
T1	Rht3	2011	1	150	240	14	F1	0,528	4	0,0448
T1	Rht3	2011	1	150	240	14	F2	0,649	8	0,0448
T1	Rht3	2011	1	150	240	14	F3	0,484	4	0,0448
T1	Rht3	2011	1	150	240	15	F1	0,571	8	0,0448
T1	Rht3	2011	1	150	240	15	F2	0,811	8	0,0448
T1	Rht3	2011	1	150	240	15	F3	0,576	8	0,0448
T1	Rht3	2011	1	150	240	16	F1	0,586	4	0,0448
T1	Rht3	2011	1	150	240	16	F2	0,61	4	0,0448
T1	Rht3	2011	1	150	240	16	F3	0,435	4	0,0448
T1	Rht3	2011	1	150	240	17	F1	0,695	2	0,0448
T1	Rht3	2011	1	150	240	17	F2	0,541	8	0,0448
T1	Rht3	2011	1	150	240	17	F3	0,46	4	0,0448
T1	Rht3	2011	1	150	240	18	F1	0,523	8	0,0448
T1	Rht3	2011	1	150	240	18	F2	0,532	8	0,0448
T1	Rht3	2011	1	150	240	18	F3	0,552	8	0,0448
T1	Rht3	2011	1	150	240	18	F4	0,872	2	0,0448
T1	Rht3	2011	1	150	240	19	F1	0,681	2	0,0448
T1	Rht3	2011	1	150	240	19	F2	0,451	8	0,0448
T1	Rht3	2011	1	150	240	19	F3	0,408	8	0,0448
T1	Rht3	2011	1	150	240	20	F1	0,314	8	0,0448
T1	Rht3	2011	1	150	240	20	F2	0,297	8	0,0448
T1	Rht3	2011	1	150	240	20	F3	0,427	8	0,0448
T1	Rht3	2011	1	200	240	1	F1	0,603	8	0,0448
T1	Rht3	2011	1	200	240	1	F2	0,607	8	0,0448
T1	Rht3	2011	1	200	240	1	F3	0,298	8	0,0448
T1	Rht3	2011	1	200	240	1	F4	0,513	2	0,0448
T1	Rht3	2011	1	200	240	2	F1	0,369	2	0,0448
T1	Rht3	2011	1	200	240	2	F2	0,318	8	0,0448
T1	Rht3	2011	1	200	240	2	F3	0,934	8	0,0448
T1	Rht3	2011	1	200	240	2	F4	0,584	4	0,0448
T1	Rht3	2011	1	200	240	3	F1	0,376	8	0,0448
T1	Rht3	2011	1	200	240	3	F2	0,666	8	0,0448
T1	Rht3	2011	1	200	240	3	F3	0,481	4	0,0448
T1	Rht3	2011	1	200	240	4	F1	0,453	8	0,0448
T1	Rht3	2011	1	200	240	4	F2	0,596	16	0,0448
T1	Rht3	2011	1	200	240	4	F3	0,464	8	0,0448
T1	Rht3	2011	1	200	240	5	F1	0,645	16	0,0448
T1	Rht3	2011	1	200	240	5	F2	0,591	32	0,0448
T1	Rht3	2011	1	200	240	5	F3	0,500	20	0,0448
T1	Rht3	2011	1	200	240	6	F1	0,341	8	0,0448
T1	Rht3	2011	1	200	240	6	F2	0,544	8	0,0448
T1	Rht3	2011	1	200	240	6	F3	0,667	8	0,0448
T1	Rht3	2011	1	200	240	7	F1	0,621	8	0,0448
T1	Rht3	2011	1	200	240	7	F2	0,903	8	0,0448
T1	Rht3	2011	1	200	240	7	F3	0,561	8	0,0448
T1	Rht3	2011	1	200	240	8	F1	0,312	8	0,0448
T1	Rht3	2011	1	200	240	8	F2	0,261	8	0,0448
T1	Rht3	2011	1	200	240	8	F3	0,857	4	0,0448
T1	Rht3	2011	1	200	240	8	F4	0,906	2	0,0448
T1	Rht3	2011	1	200	240	9	F1	0,288	8	0,0448
T1	Rht3	2011	1	200	240	9	F2	0,643	8	0,0448
T1	Rht3	2011	1	200	240	9	F3	0,645	8	0,0448
T1	Rht3	2011	1	200	240	9	F4	0,634	4	0,0448
T1	Rht3	2011	1	200	240	10	F1	0,641	8	0,0448
T1	Rht3	2011	1	200	240	10	F2	0,876	8	0,0448
T1	Rht3	2011	1	200	240	10	F3	0,646	8	0,0448
T1	Rht3	2011	1	200	240	10	F4	0,440	4	0,0448
T1	Rht3	2011	1	200	240	11	F1	0,348	8	0,0448
T1	Rht3	2011	1	200	240	11	F2	0,612	8	0,0448
T1	Rht3	2011	1	200	240	11	F3	0,713	4	0,0448
T1	Rht3	2011	1	200	240	12	F1	0,943	8	0,0448
T1	Rht3	2011	1	200	240	12	F2	0,363	20	0,0448
T1	Rht3	2011	1	200	240	12	F3	0,310	8	0,0448
T1	Rht3	2011	1	200	240	12	F4	0,637	2	0,0448
T1	Rht3	2011	1	200	240	13	F1	0,275	8	0,0448
T1	Rht3	2011	1	200	240	13	F2	0,688	16	0,0448
T1	Rht3	2011	1	200	240	13	F3	0,437	16	0,0448
T1	Rht3	2011	1	200	240	13	F4	0,646	8	0,0448
T1	Rht3	2011	1	200	240	14	F1	0,634	8	0,0448
T1	Rht3	2011	1	200	240	14	F2	0,455	8	0,0448
T1	Rht3	2011	1	200	240	14	F3	0,676	8	0,0448
T1	Rht3	2011	1	200	240	14	F4	0,285	8	0,0448
T1	Rht3	2011	1	200	240	15	F1	0,285	8	0,0448
T1	Rht3	2011	1	200	240	15	F2	0,536	16	0,0448
T1	Rht3	2011	1	200	240	15	F3	0,360	8	0,0448
T1	Rht3	2011	1	200	240	16	F1	0,429	16	0,0448
T1	Rht3	2011	1	200	240	16	F2	0,572	20	0,0448
T1	Rht3	2011	1	200	240	16	F3	0,229	8	0,0448
T1	Rht3	2011	1	200	240	17	F1	0,353	20	0,0448
T1	Rht3	2011	1	200	240	17	F2	0,518	8	0,0448
T1	Rht3	2011	1	200	240	17	F3	0,415	2	0,0448
T1	Rht3	2011	1	200	240	18	F1	0,859	8	0,0448
T1	Rht3	2011	1	200	240	18	F2	0,539	16	0,0448
T1	Rht3	2011	1	200	240	18	F3	0,313	8	0,0448
T1	Rht3	2011	1	200	240	19	F1	0,542	16	0,0448
T1	Rht3	2011	1	200	240	19	F2	0,391	20	0,0448
T1	Rht3	2011	1	200	240	19	F3	0,422	8	0,0448
T1	Rht3	2011	1	200	240	19	F4	0,803	2	0,0448
T1	Rht3	2011	1	200	240	20	F1	0,829	8	0,0448
T1	Rht3	2011	1	200	240	20	F2	0,378	8	0,0448
T1	Rht3	2011	1	200	240	20	F3	0,582	4	0,0448
T1	Rht3	2011	1	200	240	20	F4	0,478	4	0,0448
T2	Mercia	2011	1	40	240	1	F1	0,180	2	0,0448
T2	Mercia	2011	1	40	240	1	F2	0,301	2	0,0448
T2	Mercia	2011	1	40	240	1	F3	0,193	2	0,0448
T2	Mercia	2011	1	40	240	1	F4	0,227	2	0,0448
T2	Mercia	2011	1	40	240	2	F1	0,078	2	0,0448
T2	Mercia	2011	1	40	240	2	F2	0,184	2	0,0448
T2	Mercia	2011	1	40	240	2	F3	0,202	2	0,0448
T2	Mercia	2011	1	40	240	2	F4	0,192	2	0,0448
T2	Mercia	2011	1	40	240	3	F1	0,290	2	0,0448
T2	Mercia	2011	1	40	240	3	F2	0,231	2	0,0448
T2	Mercia	2011	1	40	240	3	F3	0,169	2	0,0448
T2	Mercia	2011	1	40	240	3	F4	0,234	2	0,0448
T2	Mercia	2011	1	40	240	4	F1	0,107	2	0,0448
T2	Mercia	2011	1	40	240	4	F2	0,14	2	0,0448
T2	Mercia	2011	1	40	240	4	F3	0,1	2	0,0448
T2	Mercia	2011	1	40	240	4	F4	0,222	2	0,0448
T2	Mercia	2011	1	40	240	5	F1	0,042	2	0,0448
T2	Mercia	2011	1	40	240	5	F2	0,137	2	0,0448
T2	Mercia	2011	1	40	240	5	F3	0,093	2	0,0448
T2	Mercia	2011	1	40	240	5	F4	0,227	2	0,0448
T2	Mercia	2011	1	40	240	6	F1	0,079	2	0,0448
T2	Mercia	2011	1	40	240	6	F2	0,163	2	0,0448
T2	Mercia	2011	1	40	240	6	F3	0,138	2	0,0448
T2	Mercia	2011	1	40	240	6	F4	0,252	2	0,0448
T2	Mercia	2011	1	40	240	7	F1	0,108	2	0,0448
T2	Mercia	2011	1	40	240	7	F2	0,15	2	0,0448
T2	Mercia	2011	1	40	240	7	F3	0,119	2	0,0448
T2	Mercia	2011	1	40	240	7	F4	0,079	2	0,0448
T2	Mercia	2011	1	40	240	8	F1	0,086	2	0,0448
T2	Mercia	2011	1	40	240	8	F2	0,137	2	0,0448
T2	Mercia	2011	1	40	240	8	F3	0,181	2	0,0448
T2	Mercia	2011	1	40	240	8	F4	0,262	2	0,0448
T2	Mercia	2011	1	40	240	9	F1	0,093	2	0,0448
T2	Mercia	2011	1	40	240	9	F2	0,219	2	0,0448
T2	Mercia	2011	1	40	240	9	F3	0,291	2	0,0448
T2	Mercia	2011	1	40	240	9	F4	0,301	2	0,0448
T2	Mercia	2011	1	40	240	10	F1	0,054	2	0,0448
T2	Mercia	2011	1	40	240	10	F2	0,079	2	0,0448
T2	Mercia	2011	1	40	240	10	F3	0,093	2	0,0448
T2	Mercia	2011	1	40	240	10	F4	0,3	2	0,0448
T2	Mercia	2011	1	40	240	11	F1	0,107	2	0,0448
T2	Mercia	2011	1	40	240	11	F2	0,29	2	0,0448
T2	Mercia	2011	1	40	240	11	F3	0,311	2	0,0448
T2	Mercia	2011	1	40	240	11	F4	0,368	2	0,0448
T2	Mercia	2011	1	40	240	12	F1	0,333	2	0,0448
T2	Mercia	2011	1	40	240	12	F2	0,384	2	0,0448
T2	Mercia	2011	1	40	240	12	F3	0,262	2	0,0448
T2	Mercia	2011	1	40	240	12	F4	0,304	2	0,0448
T2	Mercia	2011	1	40	240	13	F1	0,149	2	0,0448
T2	Mercia	2011	1	40	240	13	F2	0,186	2	0,0448
T2	Mercia	2011	1	40	240	13	F3	0,127	2	0,0448
T2	Mercia	2011	1	40	240	13	F4	0,186	2	0,0448
T2	Mercia	2011	1	40	240	14	F1	0,147	2	0,0448
T2	Mercia	2011	1	40	240	14	F2	0,143	2	0,0448
T2	Mercia	2011	1	40	240	14	F3	0,154	2	0,0448
T2	Mercia	2011	1	40	240	14	F4	0,102	2	0,0448
T2	Mercia	2011	1	40	240	15	F1	0,057	2	0,0448
T2	Mercia	2011	1	40	240	15	F2	0,223	2	0,0448
T2	Mercia	2011	1	40	240	15	F3	0,066	2	0,0448
T2	Mercia	2011	1	40	240	15	F4	0,223	2	0,0448
T2	Mercia	2011	1	40	240	16	F1	0,127	2	0,0448
T2	Mercia	2011	1	40	240	16	F2	0,112	2	0,0448
T2	Mercia	2011	1	40	240	16	F3	0,098	2	0,0448
T2	Mercia	2011	1	40	240	16	F4	0,295	2	0,0448
T2	Mercia	2011	1	40	240	17	F1	0,281	2	0,0448
T2	Mercia	2011	1	40	240	17	F2	0,401	2	0,0448
T2	Mercia	2011	1	40	240	17	F3	0,171	2	0,0448
T2	Mercia	2011	1	40	240	17	F4	0,316	2	0,0448
T2	Mercia	2011	1	40	240	18	F1	0,118	2	0,0448
T2	Mercia	2011	1	40	240	18	F2	0,211	2	0,0448
T2	Mercia	2011	1	40	240	18	F3	0,194	2	0,0448
T2	Mercia	2011	1	40	240	18	F4	0,234	2	0,0448
T2	Mercia	2011	1	40	240	19	F1	0,112	2	0,0448
T2	Mercia	2011	1	40	240	19	F2	0,209	2	0,0448
T2	Mercia	2011	1	40	240	19	F3	0,121	2	0,0448
T2	Mercia	2011	1	40	240	19	F4	0,309	2	0,0448
T2	Mercia	2011	1	40	240	20	F1	0,085	2	0,0448
T2	Mercia	2011	1	40	240	20	F2	0,274	2	0,0448
T2	Mercia	2011	1	40	240	20	F3	0,16	2	0,0448
T2	Mercia	2011	1	40	240	20	F4	0,402	2	0,0448
T2	Mercia	2011	1	80	240	1	F1	0,321	2	0,0448
T2	Mercia	2011	1	80	240	1	F2	0,717	2	0,0448
T2	Mercia	2011	1	80	240	1	F3	0,305	2	0,0448
T2	Mercia	2011	1	80	240	1	F4	0,267	2	0,0448
T2	Mercia	2011	1	80	240	2	F1	0,467	2	0,0448
T2	Mercia	2011	1	80	240	2	F2	0,634	2	0,0448
T2	Mercia	2011	1	80	240	2	F3	0,232	2	0,0448
T2	Mercia	2011	1	80	240	2	F4	0,223	2	0,0448
T2	Mercia	2011	1	80	240	3	F1	0,273	2	0,0448
T2	Mercia	2011	1	80	240	3	F2	0,435	2	0,0448
T2	Mercia	2011	1	80	240	3	F3	0,216	2	0,0448
T2	Mercia	2011	1	80	240	3	F4	0,313	2	0,0448
T2	Mercia	2011	1	80	240	4	F1	0,188	2	0,0448
T2	Mercia	2011	1	80	240	4	F2	0,528	2	0,0448
T2	Mercia	2011	1	80	240	4	F3	0,271	2	0,0448
T2	Mercia	2011	1	80	240	4	F4	0,547	2	0,0448
T2	Mercia	2011	1	80	240	5	F1	0,413	2	0,0448
T2	Mercia	2011	1	80	240	5	F2	0,218	2	0,0448
T2	Mercia	2011	1	80	240	5	F3	0,393	2	0,0448
T2	Mercia	2011	1	80	240	5	F4	0,283	2	0,0448
T2	Mercia	2011	1	80	240	6	F1	0,789	2	0,0448
T2	Mercia	2011	1	80	240	6	F2	0,665	4	0,0448
T2	Mercia	2011	1	80	240	6	F3	0,4473	2	0,0448
T2	Mercia	2011	1	80	240	6	F4	0,399	2	0,0448
T2	Mercia	2011	1	80	240	7	F1	0,172	2	0,0448
T2	Mercia	2011	1	80	240	7	F2	0,529	2	0,0448
T2	Mercia	2011	1	80	240	7	F3	0,508	2	0,0448
T2	Mercia	2011	1	80	240	7	F4	0,341	2	0,0448
T2	Mercia	2011	1	80	240	8	F1	0,339	2	0,0448
T2	Mercia	2011	1	80	240	8	F2	0,813	2	0,0448
T2	Mercia	2011	1	80	240	8	F3	0,668	2	0,0448
T2	Mercia	2011	1	80	240	8	F4	0,266	2	0,0448
T2	Mercia	2011	1	80	240	9	F1	0,253	2	0,0448
T2	Mercia	2011	1	80	240	9	F2	0,408	2	0,0448
T2	Mercia	2011	1	80	240	9	F3	0,397	2	0,0448
T2	Mercia	2011	1	80	240	9	F4	0,442	2	0,0448
T2	Mercia	2011	1	80	240	10	F1	0,27	2	0,0448
T2	Mercia	2011	1	80	240	10	F2	0,546	2	0,0448
T2	Mercia	2011	1	80	240	10	F3	0,439	2	0,0448
T2	Mercia	2011	1	80	240	10	F4	0,277	2	0,0448
T2	Mercia	2011	1	80	240	11	F1	0,591	2	0,0448
T2	Mercia	2011	1	80	240	11	F2	0,524	2	0,0448
T2	Mercia	2011	1	80	240	11	F3	0,365	2	0,0448
T2	Mercia	2011	1	80	240	11	F4	0,686	2	0,0448
T2	Mercia	2011	1	80	240	12	F1	0,309	2	0,0448
T2	Mercia	2011	1	80	240	12	F2	0,857	2	0,0448
T2	Mercia	2011	1	80	240	12	F3	0,509	2	0,0448
T2	Mercia	2011	1	80	240	12	F4	0,645	2	0,0448
T2	Mercia	2011	1	80	240	13	F1	0,345	2	0,0448
T2	Mercia	2011	1	80	240	13	F2	0,706	2	0,0448
T2	Mercia	2011	1	80	240	13	F3	0,545	2	0,0448
T2	Mercia	2011	1	80	240	13	F4	0,165	2	0,0448
T2	Mercia	2011	1	80	240	14	F1	0,122	2	0,0448
T2	Mercia	2011	1	80	240	14	F2	0,351	2	0,0448
T2	Mercia	2011	1	80	240	14	F3	0,144	2	0,0448
T2	Mercia	2011	1	80	240	14	F4	0,178	2	0,0448
T2	Mercia	2011	1	80	240	15	F1	0,085	2	0,0448
T2	Mercia	2011	1	80	240	15	F2	0,327	2	0,0448
T2	Mercia	2011	1	80	240	15	F3	0,2341	2	0,0448
T2	Mercia	2011	1	80	240	15	F4	0,341	2	0,0448
T2	Mercia	2011	1	80	240	16	F1	0,39	2	0,0448
T2	Mercia	2011	1	80	240	16	F2	0,307	2	0,0448
T2	Mercia	2011	1	80	240	16	F3	0,186	2	0,0448
T2	Mercia	2011	1	80	240	16	F4	0,195	2	0,0448
T2	Mercia	2011	1	80	240	17	F1	0,353	2	0,0448
T2	Mercia	2011	1	80	240	17	F2	0,338	2	0,0448
T2	Mercia	2011	1	80	240	17	F3	0,207	2	0,0448
T2	Mercia	2011	1	80	240	17	F4	0,277	2	0,0448
T2	Mercia	2011	1	80	240	18	F1	0,344	2	0,0448
T2	Mercia	2011	1	80	240	18	F2	0,538	2	0,0448
T2	Mercia	2011	1	80	240	18	F3	0,443	2	0,0448
T2	Mercia	2011	1	80	240	18	F4	0,428	2	0,0448
T2	Mercia	2011	1	80	240	19	F1	0,419	2	0,0448
T2	Mercia	2011	1	80	240	19	F2	0,297	2	0,0448
T2	Mercia	2011	1	80	240	19	F3	0,282	2	0,0448
T2	Mercia	2011	1	80	240	19	F4	0,473	2	0,0448
T2	Mercia	2011	1	80	240	20	F1	0,35	2	0,0448
T2	Mercia	2011	1	80	240	20	F2	0,455	2	0,0448
T2	Mercia	2011	1	80	240	20	F3	0,255	2	0,0448
T2	Mercia	2011	1	80	240	20	F4	0,303	2	0,0448
T2	Mercia	2011	1	150	240	1	F1	0,415	2	0,0448
T2	Mercia	2011	1	150	240	1	F2	0,627	8	0,0448
T2	Mercia	2011	1	150	240	1	F3	0,425	2	0,0448
T2	Mercia	2011	1	150	240	1	F4	0,385	2	0,0448
T2	Mercia	2011	1	150	240	2	F1	0,642	2	0,0448
T2	Mercia	2011	1	150	240	2	F2	0,317	8	0,0448
T2	Mercia	2011	1	150	240	2	F3	0,412	8	0,0448
T2	Mercia	2011	1	150	240	2	F4	0,598	2	0,0448
T2	Mercia	2011	1	150	240	3	F1	0,137	2	0,0448
T2	Mercia	2011	1	150	240	3	F2	0,431	2	0,0448
T2	Mercia	2011	1	150	240	3	F3	0,454	2	0,0448
T2	Mercia	2011	1	150	240	3	F4	0,351	2	0,0448
T2	Mercia	2011	1	150	240	4	F1	0,22	2	0,0448
T2	Mercia	2011	1	150	240	4	F2	0,544	4	0,0448
T2	Mercia	2011	1	150	240	4	F3	0,493	4	0,0448
T2	Mercia	2011	1	150	240	4	F4	0,354	2	0,0448
T2	Mercia	2011	1	150	240	5	F1	0,528	2	0,0448
T2	Mercia	2011	1	150	240	5	F2	0,483	2	0,0448
T2	Mercia	2011	1	150	240	5	F3	0,631	2	0,0448
T2	Mercia	2011	1	150	240	5	F4	0,393	2	0,0448
T2	Mercia	2011	1	150	240	6	F1	0,458	2	0,0448
T2	Mercia	2011	1	150	240	6	F2	0,622	8	0,0448
T2	Mercia	2011	1	150	240	6	F3	0,336	4	0,0448
T2	Mercia	2011	1	150	240	6	F4	0,348	2	0,0448
T2	Mercia	2011	1	150	240	7	F1	0,71	4	0,0448
T2	Mercia	2011	1	150	240	7	F2	0,338	8	0,0448
T2	Mercia	2011	1	150	240	7	F3	0,367	2	0,0448
T2	Mercia	2011	1	150	240	7	F4	0,394	2	0,0448
T2	Mercia	2011	1	150	240	8	F1	0,716	2	0,0448
T2	Mercia	2011	1	150	240	8	F2	0,441	4	0,0448
T2	Mercia	2011	1	150	240	8	F3	0,661	2	0,0448
T2	Mercia	2011	1	150	240	8	F4	0,575	2	0,0448
T2	Mercia	2011	1	150	240	9	F1	0,748	2	0,0448
T2	Mercia	2011	1	150	240	9	F2	0,485	4	0,0448
T2	Mercia	2011	1	150	240	9	F3	0,845	2	0,0448
T2	Mercia	2011	1	150	240	9	F4	0,369	2	0,0448
T2	Mercia	2011	1	150	240	10	F1	0,451	2	0,0448
T2	Mercia	2011	1	150	240	10	F2	0,578	4	0,0448
T2	Mercia	2011	1	150	240	10	F3	0,575	4	0,0448
T2	Mercia	2011	1	150	240	10	F4	0,604	4	0,0448
T2	Mercia	2011	1	150	240	11	F1	0,693	2	0,0448
T2	Mercia	2011	1	150	240	11	F2	0,481	4	0,0448
T2	Mercia	2011	1	150	240	11	F3	0,606	2	0,0448
T2	Mercia	2011	1	150	240	11	F4	0,668	2	0,0448
T2	Mercia	2011	1	150	240	12	F1	0,782	2	0,0448
T2	Mercia	2011	1	150	240	12	F2	0,693	4	0,0448
T2	Mercia	2011	1	150	240	12	F3	0,74	2	0,0448
T2	Mercia	2011	1	150	240	12	F4	0,92	2	0,0448
T2	Mercia	2011	1	150	240	13	F1	0,369	2	0,0448
T2	Mercia	2011	1	150	240	13	F2	0,349	4	0,0448
T2	Mercia	2011	1	150	240	13	F3	0,764	2	0,0448
T2	Mercia	2011	1	150	240	13	F4	0,317	2	0,0448
T2	Mercia	2011	1	150	240	14	F1	0,694	4	0,0448
T2	Mercia	2011	1	150	240	14	F2	0,447	8	0,0448
T2	Mercia	2011	1	150	240	14	F3	0,439	4	0,0448
T2	Mercia	2011	1	150	240	14	F4	0,387	2	0,0448
T2	Mercia	2011	1	150	240	15	F1	0,185	2	0,0448
T2	Mercia	2011	1	150	240	15	F2	0,448	2	0,0448
T2	Mercia	2011	1	150	240	15	F3	0,427	2	0,0448
T2	Mercia	2011	1	150	240	15	F4	0,22	2	0,0448
T2	Mercia	2011	1	150	240	16	F1	0,3	2	0,0448
T2	Mercia	2011	1	150	240	16	F2	0,614	2	0,0448
T2	Mercia	2011	1	150	240	16	F3	0,358	2	0,0448
T2	Mercia	2011	1	150	240	16	F4	0,491	2	0,0448
T2	Mercia	2011	1	150	240	17	F1	0,799	2	0,0448
T2	Mercia	2011	1	150	240	17	F2	0,709	2	0,0448
T2	Mercia	2011	1	150	240	17	F3	0,524	4	0,0448
T2	Mercia	2011	1	150	240	17	F4	0,674	2	0,0448
T2	Mercia	2011	1	150	240	18	F1	0,591	2	0,0448
T2	Mercia	2011	1	150	240	18	F2	1,001	2	0,0448
T2	Mercia	2011	1	150	240	18	F3	0,626	2	0,0448
T2	Mercia	2011	1	150	240	18	F4	0,487	2	0,0448
T2	Mercia	2011	1	150	240	19	F1	0,393	2	0,0448
T2	Mercia	2011	1	150	240	19	F2	0,367	2	0,0448
T2	Mercia	2011	1	150	240	19	F3	0,417	2	0,0448
T2	Mercia	2011	1	150	240	19	F4	0,359	2	0,0448
T2	Mercia	2011	1	150	240	20	F1	0,552	2	0,0448
T2	Mercia	2011	1	150	240	20	F2	0,581	2	0,0448
T2	Mercia	2011	1	150	240	20	F3	0,71	4	0,0448
T2	Mercia	2011	1	150	240	20	F4	0,555	2	0,0448
T2	Mercia	2011	1	200	240	1	F1	0,575	2	0,0448
T2	Mercia	2011	1	200	240	1	F2	0,346	8	0,0448
T2	Mercia	2011	1	200	240	1	F3	0,72	2	0,0448
T2	Mercia	2011	1	200	240	1	F4	0,492	4	0,0448
T2	Mercia	2011	1	200	240	2	F1	0,252	2	0,0448
T2	Mercia	2011	1	200	240	2	F2	0,493	2	0,0448
T2	Mercia	2011	1	200	240	2	F3	0,603	2	0,0448
T2	Mercia	2011	1	200	240	2	F4	0,58	2	0,0448
T2	Mercia	2011	1	200	240	3	F1	0,579	4	0,0448
T2	Mercia	2011	1	200	240	3	F2	0,368	4	0,0448
T2	Mercia	2011	1	200	240	3	F3	0,55	2	0,0448
T2	Mercia	2011	1	200	240	3	F4	0,734	2	0,0448
T2	Mercia	2011	1	200	240	4	F1	0,164	16	0,0448
T2	Mercia	2011	1	200	240	4	F2	0,72	4	0,0448
T2	Mercia	2011	1	200	240	4	F3	0,97	2	0,0448
T2	Mercia	2011	1	200	240	4	F4	0,213	2	0,0448
T2	Mercia	2011	1	200	240	5	F1	0,875	4	0,0448
T2	Mercia	2011	1	200	240	5	F2	0,539	8	0,0448
T2	Mercia	2011	1	200	240	5	F3	0,797	4	0,0448
T2	Mercia	2011	1	200	240	5	F4	0,825	2	0,0448
T2	Mercia	2011	1	200	240	6	F1	0,716	4	0,0448
T2	Mercia	2011	1	200	240	6	F2	0,536	8	0,0448
T2	Mercia	2011	1	200	240	6	F3	0,355	4	0,0448
T2	Mercia	2011	1	200	240	6	F4	0,597	4	0,0448
T2	Mercia	2011	1	200	240	7	F1	0,41	4	0,0448
T2	Mercia	2011	1	200	240	7	F2	0,527	4	0,0448
T2	Mercia	2011	1	200	240	7	F3	0,467	4	0,0448
T2	Mercia	2011	1	200	240	7	F4	0,411	2	0,0448
T2	Mercia	2011	1	200	240	8	F1	0,703	2	0,0448
T2	Mercia	2011	1	200	240	8	F2	0,873	2	0,0448
T2	Mercia	2011	1	200	240	8	F3	0,748	2	0,0448
T2	Mercia	2011	1	200	240	8	F4	0,55	2	0,0448
T2	Mercia	2011	1	200	240	9	F1	0,55	4	0,0448
T2	Mercia	2011	1	200	240	9	F2	0,846	2	0,0448
T2	Mercia	2011	1	200	240	9	F3	0,624	2	0,0448
T2	Mercia	2011	1	200	240	9	F4	0,517	2	0,0448
T2	Mercia	2011	1	200	240	10	F1	0,442	2	0,0448
T2	Mercia	2011	1	200	240	10	F2	0,758	2	0,0448
T2	Mercia	2011	1	200	240	10	F3	0,627	4	0,0448
T2	Mercia	2011	1	200	240	10	F4	0,472	2	0,0448
T2	Mercia	2011	1	200	240	11	F1	0,809	2	0,0448
T2	Mercia	2011	1	200	240	11	F2	0,494	2	0,0448
T2	Mercia	2011	1	200	240	11	F3	0,646	2	0,0448
T2	Mercia	2011	1	200	240	11	F4	0,692	4	0,0448
T2	Mercia	2011	1	200	240	12	F1	0,485	4	0,0448
T2	Mercia	2011	1	200	240	12	F2	0,415	8	0,0448
T2	Mercia	2011	1	200	240	12	F3	0,746	2	0,0448
T2	Mercia	2011	1	200	240	12	F4	0,523	4	0,0448
T2	Mercia	2011	1	200	240	13	F1	0,337	2	0,0448
T2	Mercia	2011	1	200	240	13	F2	0,408	2	0,0448
T2	Mercia	2011	1	200	240	13	F3	0,323	2	0,0448
T2	Mercia	2011	1	200	240	13	F4	0,247	2	0,0448
T2	Mercia	2011	1	200	240	14	F1	0,705	4	0,0448
