"id_dim","rank","TT","index_rel_phytomer","L_blade","W_blade","L_sheath","W_sheath","L_internode","W_internode","N_phytomer","nff","Hcol","rank_phy"
27110,2,231,0.2,9,0.3724,3.3339,NA,NA,0,10,10,3.3339,2.31357528881007
27110,3,338,0.3,9.3333,0.4528,3.8064,NA,NA,0,10,10,3.8064,3.38523137496884
27110,4,445,0.4,12,0.6359,4.428,NA,NA,0,10,10,4.428,4.45688746112762
27110,5,551,0.5,14.35,0.8125,5.0196,NA,NA,0,10,10,5.0196,5.51852806984565
27110,6,658,0.6,16,1.063,7.4569,NA,0.6667,0.285,10,10,8.1236,6.59018415600443
27110,7,765,0.7,17.2,1.2125,9.2,0.38,3.2333,0.285,10,10,13.1,7.6618402421632
27110,8,872,0.8,16.8,1.1692,8.8,0.381,5.8,0.294,10,10,18.5,8.73349632832198
27110,9,979,0.9,14.4,1.2363,8.7,0.406,10.3,0.295,10,10,28.7,9.80515241448076
27110,10,1086,1,9.6,1.3214,13.3,0.403,13.6,0.326,10,10,46.9,10.8768085006395
28111,1,88.1363636363636,0.0909,9.3667,0.381,2.8836,NA,NA,0,11,11,2.8836,0.882727761708524
28111,2,188.272727272727,0.1818,9,0.3724,2.7266,NA,NA,0,11,11,2.7266,1.88564125270588
28111,3,288.272727272727,0.2727,7.6333,0.4528,2.9024,NA,NA,0,11,11,2.9024,2.8871889967795
28111,4,388.030303030303,0.3636,9.15,0.5448,3.5092,NA,NA,0,11,11,3.5092,3.88630874632204
28111,5,488.787878787879,0.4545,11.1,0.643,3.8828,NA,NA,0,11,11,3.8828,4.89544397330531
28111,6,580.212121212121,0.5455,12,0.829,4.6077,NA,NA,0,11,11,4.6077,5.81110141084171
28111,7,680.969696969697,0.6364,12.9,1.1351,7.5,0.467,0.3667,0.38,11,11,7.8667,6.82023663782498
28111,8,780.727272727273,0.7273,15.6,1.2047,8.7,0.52,2.9333,0.38,11,11,12,7.81935638736751
28111,9,879.727272727273,0.8182,16.2,1.3436,9,0.44,5.5,0.38,11,11,17.8,8.8108886540004
28111,10,980.863636363636,0.9091,14.9,1.4115,9.8,0.41,10.4,0.36,11,11,29,9.82381762243849
28111,11,1081,1,9.5,1.4049,14.2,0.4,15.4,0.361,11,11,48.8,10.8267311134358
29111,1,102.090909090909,0.0909,8.5667,0.381,2.6593,NA,NA,0,11,11,2.6593,1.02248919690425
29111,2,201.181818181818,0.1818,8.3,0.3724,2.5004,NA,NA,0,11,11,2.5004,2.01493196148629
29111,3,298.272727272727,0.2727,7,0.4528,2.6169,NA,NA,0,11,11,2.6169,2.98734377118687
29111,4,397.030303030303,0.3636,8.25,0.5161,3.219,NA,NA,0,11,11,3.219,3.97644804328866
29111,5,495.636363636364,0.4545,9.7,0.5699,3.3931,NA,NA,0,11,11,3.3931,4.96403481880853
29111,6,585.363636363636,0.5455,11,0.7775,3.4151,NA,NA,0,11,11,3.4151,5.86269629462732
29111,7,684.090909090909,0.6364,11.1,1.0795,6.5,0.507,NA,0,11,11,6.5,6.85149706741273
29111,8,782.727272727273,0.7273,14.4,1.1572,8.6,0.468,2.5,0.351,11,11,11.1,7.83938734224898
29111,9,880.727272727273,0.8182,16.2,1.3436,9.2,0.442,5.5,0.343,11,11,17.2,8.82090413144113
29111,10,978.909090909091,0.9091,15.3,1.4286,9.9,0.401,10.2,0.369,11,11,28.1,9.8042419165316
29111,11,1078,1,9.4,1.3983,14.2,0.467,15,0.36,11,11,47.4,10.7966846811136
30110,1,93,0.1,10.9667,0.381,3.3322,NA,NA,0,10,10,3.3322,0.931439401988468
30110,2,202,0.2,10.4,0.3724,3.0898,NA,NA,0,10,10,3.0898,2.02312644302872
30110,3,311,0.3,8.65,0.4528,3.6055,NA,NA,0,10,10,3.6055,3.11481348406896
30110,4,420,0.4,11.3667,0.6156,4.2238,NA,NA,0,10,10,4.2238,4.20650052510921
30110,5,528,0.5,12.65,0.7238,4.425,NA,NA,0,10,10,4.425,5.28817208870872
30110,6,637,0.6,13.6,0.9744,6.3968,NA,NA,0,10,10,6.3968,6.37985912974897
30110,7,746,0.7,15.6,1.1358,10,0.444,2.1,0.34,10,10,12.1,7.47154617078922
30110,8,855,0.8,19.1,1.27,9.8,0.427,4.6,0.36,10,10,16.5,8.56323321182946
30110,9,964,0.9,17.3,1.3789,9.7,0.425,9.5,0.4,10,10,25.9,9.65492025286971
30110,10,1073,1,11.2,1.434,14.1,0.447,13.8,0.375,10,10,44.1,10.74660729391
31111,1,102.090909090909,0.0909,8.7,0.381,2.435,NA,NA,0,11,11,2.435,1.02248919690425
31111,2,198.181818181818,0.1818,7.6,0.3724,2.3575,NA,NA,0,11,11,2.3575,1.98488552916409
31111,3,293.181818181818,0.2727,6.6,0.4528,2.49,NA,NA,0,11,11,2.49,2.93635588603403
31111,4,388.909090909091,0.3636,7.85,0.5033,3.09,NA,NA,0,11,11,3.09,3.89511022649723
31111,5,484.636363636364,0.4545,9.25,0.5464,3.2357,NA,NA,0,11,11,3.2357,4.85386456696043
31111,6,573.363636363636,0.5455,9.9,0.7208,2.9512,NA,NA,0,11,11,2.9512,5.74251056533848
31111,7,669.090909090909,0.6364,10.4,1.0579,7.3116,NA,NA,0,11,11,7.3116,6.70126490580169
31111,8,764.818181818182,0.7273,14.2,1.1493,8.4,0.446,1.8,0.342,11,11,10.2,7.66001924626489
31111,9,859.818181818182,0.8182,16.6,1.3436,9.5,0.447,5.3,0.355,11,11,16.6,8.61148960313483
31111,10,955.909090909091,0.9091,18.4,1.5613,10.5,0.436,8.7,0.386,11,11,26.3,9.57388593539466
31111,11,1052,1,13,1.636,15.5,0.489,15.2,0.413,11,11,46.5,10.5362822676545
32111,1,84.1363636363636,0.0909,9.7667,0.381,2.7234,NA,NA,0,11,11,2.7234,0.842665851945579
32111,2,183.272727272727,0.1818,8.5,0.3724,2.5004,NA,NA,0,11,11,2.5004,1.8355638655022
32111,3,281.272727272727,0.2727,7,0.4528,2.6803,NA,NA,0,11,11,2.6803,2.81708065469435
32111,4,380.030303030303,0.3636,8.45,0.5225,3.2835,NA,NA,0,11,11,3.2835,3.80618492679615
32111,5,478.787878787879,0.4545,10.1,0.5908,3.533,NA,NA,0,11,11,3.533,4.79528919889795
32111,6,569.363636363636,0.5455,11.9,0.8238,4.5415,NA,NA,0,11,11,4.5415,5.70244865557554
32111,7,668.090909090909,0.6364,12.8,1.132,7.3,0.507,0.1333,0.372,11,11,7.4333,6.69124942836095
32111,8,766.818181818182,0.7273,16,1.2205,9,0.536,2.6667,0.372,11,11,11.8,7.68005020114636
32111,9,865.727272727273,0.8182,17.3,1.3436,10,0.45,5.2,0.395,11,11,18,8.67067196983009
32111,10,964.863636363636,0.9091,18,1.5442,11,0.478,9.6,0.388,11,11,28.6,9.66356998338671
32111,11,1064,1,11.75,1.5534,15.5,0.474,15.6,0.389,11,11,48.7,10.6564679969433
33111,1,85.2272727272727,0.0909,9.1,0.381,2.8195,NA,NA,0,11,11,2.8195,0.853591827335473
33111,2,194.454545454545,0.1818,8.8,0.3724,2.8576,NA,NA,0,11,11,2.8576,1.94755511324862
33111,3,302.454545454545,0.2727,8,0.4528,2.7755,NA,NA,0,11,11,2.7755,3.02922667684813
33111,4,411.272727272727,0.3636,8.75,0.532,3.3802,NA,NA,0,11,11,3.3802,4.11909272199006
33111,5,520.090909090909,0.4545,8.5,0.5073,2.9733,NA,NA,0,11,11,2.9733,5.20895876713199
33111,6,619.909090909091,0.5455,9.8,0.7156,4.8728,NA,NA,0,11,11,4.8728,6.2086855153073
33111,7,728.727272727273,0.6364,13.3,1.1475,7.5,0.35,NA,0,11,11,7.5,7.29855156044923
33111,8,837.545454545455,0.7273,17.1,1.264,9.3,0.42,3,0.335,11,11,12.3,8.38841760559116
33111,9,945.545454545455,0.8182,17.3,1.3436,9.2,0.432,7.3,0.375,11,11,19.5,9.47008916919067
33111,10,1054.77272727273,0.9091,14.6,1.3986,11,0.442,8.8,0.36,11,11,30.1,10.5640524551038
33111,11,1163,1,10.736,1.4865,15.2,0.4,16,0.372,11,11,50.3,11.6480002635762
34112,1,103.833333333333,0.0833,6.9,0.381,2.1146,NA,NA,0,12,12,2.1146,1.03994040759644
34112,2,190,0.1667,6.6,0.3724,2.4409,NA,NA,0,12,12,2.4409,1.90294071373988
34112,3,288,0.25,6.8333,0.4528,2.49,NA,NA,0,12,12,2.49,2.88445750293203
34112,4,385.833333333333,0.3333,7.85,0.5033,3.09,NA,NA,0,12,12,3.09,3.86430504588406
34112,5,472,0.4167,8.75,0.5203,3.0608,NA,NA,0,12,12,3.0608,4.72730535202749
34112,6,570,0.5,9.3,0.6898,2.3549,NA,NA,0,12,12,2.3549,5.70882214121964
34112,7,667.833333333333,0.5833,9.5,0.964,4.5,0.463,NA,0,12,12,4.5,6.68866968417167
34112,8,754,0.6667,13,0.9762,6.7,0.49,1,0.35,12,12,7.7,7.5516699903151
34112,9,852,0.75,15,1.3015,8,0.45,3.6,0.344,12,12,12.6,8.53318677950726
34112,10,949.833333333333,0.8333,14.3,1.3306,8.3,0.44,7.2,0.374,12,12,20.1,9.51303432245928
34112,11,1036,0.9167,11.9,1.3465,10.5,0.446,10.2,0.356,12,12,32.5,10.3760346286027
34112,12,1134,1,8.9,1.3559,14.4,0.475,15.7,0.333,12,12,52.1,11.3575514177949
35111,1,99.0909090909091,0.0909,9.7,0.381,3.1079,NA,NA,0,11,11,3.1079,0.992442764582043
35111,2,197.272727272727,0.1818,9.7,0.3724,2.929,NA,NA,0,11,11,2.929,1.97578054967251
35111,3,295.181818181818,0.2727,8.2,0.4528,2.8865,NA,NA,0,11,11,2.8865,2.9563868409155
35111,4,392.909090909091,0.3636,9.1,0.5432,3.493,NA,NA,0,11,11,3.493,3.93517213626017
35111,5,490.636363636364,0.4545,10.85,0.6299,3.7953,NA,NA,0,11,11,3.7953,4.91395743160485
35111,6,580.363636363636,0.5455,12,0.829,4.7403,NA,NA,0,11,11,4.7403,5.81261890742364
35111,7,678.969696969697,0.6364,13.1,1.1413,7,0.424,NA,0,11,11,7,6.8002056829435
35111,8,776.818181818182,0.7273,16.4,1.2363,8.5,0.41,2.6667,0.36,11,11,11.1667,7.78020497555372
35111,9,873.818181818182,0.8182,17.9,1.3436,10,0.452,5.3,0.368,11,11,17.9667,8.75170628730514
35111,10,972.863636363636,0.9091,18.8,1.5784,11,0.48,10.1,0.376,11,11,29.0667,9.7436938029126
35111,11,1071,1,12.6,1.6096,15.5,0.453,13.5,0.374,11,11,47.0667,10.7265763390285
36111,1,93.0909090909091,0.0909,9.8,0.381,2.9797,NA,NA,0,11,11,2.9797,0.932349899937626
36111,2,191.181818181818,0.1818,9.3,0.3724,2.8338,NA,NA,0,11,11,2.8338,1.91477718707893
36111,3,288.181818181818,0.2727,7.9333,0.4528,3.172,NA,NA,0,11,11,3.172,2.88627849883035
36111,4,385.909090909091,0.3636,10,0.572,3.7832,NA,NA,0,11,11,3.7832,3.86506379417502
36111,5,483.636363636364,0.4545,11.9,0.6847,4.1626,NA,NA,0,11,11,4.1626,4.8438490895197
36111,6,573.363636363636,0.5455,12.6,0.8599,4.5415,NA,NA,0,11,11,4.5415,5.74251056533848
36111,7,671.090909090909,0.6364,12.8,1.132,6.8,0.557,NA,0,11,11,6.8,6.72129586068316
36111,8,768.818181818182,0.7273,15.4,1.1968,8.7,0.545,2.2,0.376,11,11,10.9,7.70008115602783
36111,9,865.818181818182,0.8182,17.2,1.3436,9.8,0.508,5.5,0.409,11,11,17.5,8.67158246777925
36111,10,963.909090909091,0.9091,17.8,1.5356,11,0.501,10,0.42,11,11,28.7,9.65400975492055
36111,11,1062,1,12.8,1.6228,16.2,0.49,16,0.425,11,11,49.9,10.6364370420619
37111,1,115.090909090909,0.0909,10.1,0.381,2.8836,NA,NA,0,11,11,2.8836,1.15269040363382
37111,2,210.181818181818,0.1818,9,0.3724,2.9648,NA,NA,0,11,11,2.9648,2.10507125845292
37111,3,304.181818181818,0.2727,8.3,0.4528,3.0134,NA,NA,0,11,11,3.0134,3.04652613788212
37111,4,398.909090909091,0.3636,9.5,0.556,3.622,NA,NA,0,11,11,3.622,3.99526500090459
37111,5,493.636363636364,0.4545,10.65,0.6195,3.7254,NA,NA,0,11,11,3.7254,4.94400386392706
37111,6,580.515151515152,0.5455,10.9,0.7723,3.6801,NA,NA,0,11,11,3.6801,5.81413640400557
37111,7,675.212121212121,0.6364,11.5,1.0918,6.2,0.54,NA,0,11,11,6.2,6.76257176771165
37111,8,769.909090909091,0.7273,14.8,1.173,8.5,0.5,1.9,0.387,11,11,10.4,7.71100713141773
37111,9,863.909090909091,0.8182,16.4,1.3436,9.9,0.461,5.4,0.381,11,11,17.2,8.65246201084693
37111,10,959.909090909091,0.9091,16.4,1.4757,10.7,0.47,9.7,0.41,11,11,27.7,9.61394784515761
37111,11,1055,1,10.95,1.5006,15.1,0.48,15.7,0.414,11,11,47.8,10.5663286999767
38110,1,94,0.1,8.8,0.381,2.7554,NA,NA,0,10,10,2.7554,0.941454879429204
38110,2,201,0.2,8.6,0.3724,2.6611,NA,NA,0,10,10,2.6611,2.01311096558798
38110,3,308,0.3,7.45,0.4528,2.9711,NA,NA,0,10,10,2.9711,3.08476705174675
38110,4,414,0.4,9.3667,0.5517,3.579,NA,NA,0,10,10,3.579,4.14640766046479
38110,5,521,0.5,10.2,0.596,3.568,NA,NA,0,10,10,3.568,5.21806374662357
38110,6,628,0.6,11,0.8785,5.0053,NA,NA,0,10,10,5.0053,6.28971983278234
38110,7,735,0.7,13.5,1.0352,8.4,0.37,1.7,0.31,10,10,10.1,7.36137591894112
38110,8,841,0.8,16.1,1.1386,8.8,0.41,4.3,0.3,10,10,14.8,8.42301652765916
38110,9,948,0.9,14.5,1.2412,8.7,0.418,9.1,0.342,10,10,23.8,9.49467261381793
38110,10,1055,1,9.8,1.3355,13.5,0.455,12.9,0.357,10,10,41.5,10.5663286999767
39111,1,82.0909090909091,0.0909,10.4,0.381,3.3642,NA,NA,0,11,11,3.3642,0.822179648089527
39111,2,180.181818181818,0.1818,10.5,0.3724,2.9648,NA,NA,0,11,11,2.9648,1.80460693523083
39111,3,277.181818181818,0.2727,8.3,0.4528,2.95,NA,NA,0,11,11,2.95,2.77610824698225
39111,4,374.909090909091,0.3636,9.3,0.5496,3.5575,NA,NA,0,11,11,3.5575,3.75489354232692
39111,5,472.636363636364,0.4545,10.95,0.6351,3.8303,NA,NA,0,11,11,3.8303,4.7336788376716
39111,6,562.363636363636,0.5455,12.1,0.8342,4.4752,NA,NA,0,11,11,4.4752,5.63234031349038
39111,7,660.090909090909,0.6364,12.7,1.1289,8.2384,NA,NA,0,11,11,8.2384,6.61112560883506
39111,8,757.818181818182,0.7273,16,1.2205,9.1,0.49,2.1,0.357,11,11,11.2,7.58991090417974
39111,9,854.818181818182,0.8182,17.4,1.3436,9.5,0.47,5.3,0.376,11,11,16.9,8.56141221593115
39111,10,952.909090909091,0.9091,17.6,1.527,10.5,0.45,10.2,0.43,11,11,28.1,9.54383950307245
39111,11,1051,1,12.2,1.5832,15.5,0.306,15.8,0.39,11,11,48.9,10.5262667902138
40111,1,75.0454545454545,0.0909,8.8,0.381,2.7234,NA,NA,0,11,11,2.7234,0.751616057029795
40111,2,169.090909090909,0.1818,8.5,0.3724,2.6361,NA,NA,0,11,11,2.6361,1.69352618543358
40111,3,261.090909090909,0.2727,7.38,0.4528,2.8125,NA,NA,0,11,11,2.8125,2.61495010998131
40111,4,354.787878787879,0.3636,8.8667,0.5358,3.4178,NA,NA,0,11,11,3.4178,3.55336999624665
40111,5,447.636363636364,0.4545,10.8333,0.629,3.7895,NA,NA,0,11,11,3.7895,4.48329190165319
40111,6,533.515151515152,0.5455,12,0.829,5.1378,NA,NA,0,11,11,5.1378,5.34340896429096
40111,7,627.090909090909,0.6364,13.7,1.1598,6.2,0.541,NA,0,11,11,6.2,6.28061485329077
40111,8,719.909090909091,0.7273,15.3,1.1928,9.8,0.538,2.6667,0.406,11,11,12.4667,7.21023325938092
40111,9,812.909090909091,0.8182,17.8,1.3436,10.5,0.516,5.3,0.412,11,11,18.4667,8.14167266136939
40111,10,905.954545454545,0.9091,19.3,1.5998,11.3,0.519,9.5,0.45,11,11,28.7667,9.07356731233243
40111,11,1000,1,12.7,1.6162,14.5,0.515,16.3,0.428,11,11,48.2667,10.0154774407362
41111,1,91.0909090909091,0.0909,9.6,0.381,2.8195,NA,NA,0,11,11,2.8195,0.912318945056153
41111,2,189.181818181818,0.1818,8.8,0.3724,2.6433,NA,NA,0,11,11,2.6433,1.89474623219746
41111,3,286.272727272727,0.2727,7.4,0.4528,2.9182,NA,NA,0,11,11,2.9182,2.86715804189803
41111,4,384.030303030303,0.3636,9.2,0.5464,3.5253,NA,NA,0,11,11,3.5253,3.84624683655909
41111,5,482.636363636364,0.4545,11.25,0.6508,3.9353,NA,NA,0,11,11,3.9353,4.83383361207896
41111,6,572.363636363636,0.5455,12.7,0.8651,5.7342,NA,NA,0,11,11,5.7342,5.73249508789775
41111,7,670.090909090909,0.6364,14.6,1.1876,8.2,0.476,0.5,0.4,11,11,8.7,6.71128038324242
41111,8,767.818181818182,0.7273,17.1,1.264,10,0.541,3.7,0.406,11,11,14.2,7.6900656785871
41111,9,864.818181818182,0.8182,19.1,1.3436,11,0.48,5.9,0.43,11,11,21.1,8.66156699033851
41111,10,962.909090909091,0.9091,19.5,1.6084,11.2,0.495,11.4,0.45,11,11,32.7,9.64399427747982
41111,11,1062,1,12.8,1.6228,16,0.532,16,0.44,11,11,53.5,10.6364370420619
42111,1,111.136363636364,0.0909,9.2,0.381,3.2681,NA,NA,0,11,11,3.2681,1.11308374284546
42111,2,211.272727272727,0.1818,10.2,0.3724,3.1612,NA,NA,0,11,11,3.1612,2.11599723384282
42111,3,310.272727272727,0.2727,8.85,0.4528,3.6372,NA,NA,0,11,11,3.6372,3.1075295004757
42111,4,410.030303030303,0.3636,11.4667,0.6188,4.2561,NA,NA,0,11,11,4.2561,4.10664925001823
42111,5,509.636363636364,0.4545,13.5,0.7682,4.7223,NA,NA,0,11,11,4.7223,5.10425150297884
42111,6,601.212121212121,0.5455,15.4,1.0043,7.5894,NA,NA,0,11,11,7.5894,6.02142643709717
42111,7,700.969696969697,0.6364,17.4,1.2741,9.8603,0.445,2.5,0.331,11,11,12.3603,7.0205461866397
42111,8,800.727272727273,0.7273,19.15,1.3452,9.5,0.46,5.1,0.372,11,11,17.1,8.01966593618224
42111,9,899.727272727273,0.8182,18.4,1.3436,9.7,0.45,6.6,0.378,11,11,23.9,9.01119820281512
42111,10,998.909090909091,0.9091,14.8,1.4072,9.8,0.454,11.3,0.402,11,11,35.3,10.0045514653463
42111,11,1099,1,9.15,1.3817,15,0.448,13.5,0.387,11,11,54,11.0070097073691
43111,1,96.0909090909091,0.0909,10.8667,0.381,3.204,NA,NA,0,11,11,3.204,0.962396332259834
43111,2,195.181818181818,0.1818,10,0.3724,3.2386,NA,NA,0,11,11,3.2386,1.95483909684188
43111,3,292.272727272727,0.2727,9.0667,0.4528,3.3782,NA,NA,0,11,11,3.3782,2.92725090654245
43111,4,391.030303030303,0.3636,10.65,0.5927,3.9928,NA,NA,0,11,11,3.9928,3.91635517864425
43111,5,489.636363636364,0.4545,13.1,0.7473,4.5824,NA,NA,0,11,11,4.5824,4.90394195416411
43111,6,579.363636363636,0.5455,15.8,1.0249,7.7882,NA,NA,0,11,11,7.7882,5.8026034299829
43111,7,678.090909090909,0.6364,17.7,1.2834,10.4525,0.48,2.2,0.352,11,11,12.6525,6.79140420276831
43111,8,776.727272727273,0.7273,20.3,1.3907,10,0.492,5.1,0.369,11,11,17.3,7.77929447760457
43111,9,874.727272727273,0.8182,19.3,1.3436,10,0.45,6.8,0.381,11,11,24.1,8.76081126679671
43111,10,972.909090909091,0.9091,16.5,1.48,10.6,0.458,12,0.411,11,11,36.7,9.74414905188718
43111,11,1072,1,10.8,1.4907,14.8,0.501,16,0.381,11,11,56.9,10.7365918164692
44111,1,111.090909090909,0.0909,9.5,0.381,3.236,NA,NA,0,11,11,3.236,1.11262849387088
44111,2,209.181818181818,0.1818,10.1,0.3724,3.5541,NA,NA,0,11,11,3.5541,2.09505578101218
44111,3,306.181818181818,0.2727,9.95,0.4528,3.8698,NA,NA,0,11,11,3.8698,3.0665570927636
44111,4,403.030303030303,0.3636,12.2,0.6422,4.4925,NA,NA,0,11,11,4.4925,4.03654090793308
44111,5,500.636363636364,0.4545,13.7,0.7786,4.7923,NA,NA,0,11,11,4.7923,5.01411220601221
44111,6,590.363636363636,0.5455,14.2,0.9424,6.3968,NA,NA,0,11,11,6.3968,5.912773681831
44111,7,688.090909090909,0.6364,15.6,1.2185,9.4742,0.443,1.5,0.362,11,11,10.9742,6.89155897717567
44111,8,785.727272727273,0.7273,18.4,1.3155,9.3,0.49,4.5,0.401,11,11,15.3,7.86943377457119
44111,9,881.818181818182,0.8182,17.5,1.3436,9.6,0.437,6.7,0.43,11,11,22.3,8.83183010683103
44111,10,979.909090909091,0.9091,15.4,1.4329,10.6,0.468,12.3,0.43,11,11,35.6,9.81425739397233
44111,11,1078,1,9.9,1.4313,15.1,0.5,15.7,0.421,11,11,55.8,10.7966846811136
45111,1,95.0909090909091,0.0909,8,0.381,2.2428,NA,NA,0,11,11,2.2428,0.952380854819098
45111,2,192.181818181818,0.1818,7,0.3724,2.2742,NA,NA,0,11,11,2.2742,1.92479266451967
45111,3,288.181818181818,0.2727,6.3667,0.4528,2.2521,NA,NA,0,11,11,2.2521,2.88627849883035
45111,4,384.909090909091,0.3636,7.1,0.4793,2.8482,NA,NA,0,11,11,2.8482,3.85504831673429
45111,5,480.636363636364,0.4545,9.1,0.5386,3.1832,NA,NA,0,11,11,3.1832,4.81380265719749
45111,6,569.363636363636,0.5455,10.65,0.7594,3.8789,NA,NA,0,11,11,3.8789,5.70244865557554
45111,7,666.090909090909,0.6364,11.8,1.1011,7.9295,NA,NA,0,11,11,7.9295,6.67121847347948
45111,8,762.818181818182,0.7273,15.4,1.1968,9,0.532,2.4,0.374,11,11,11.4,7.63998829138342
45111,9,858.818181818182,0.8182,18,1.3436,10,0.463,5.4,0.388,11,11,17.8,8.60147412569409
45111,10,955.909090909091,0.9091,18.2,1.5527,10.9,0.46,10.5,0.423,11,11,29.2,9.57388593539466
45111,11,1053,1,12.2,1.5832,15,0.466,14.2,0.403,11,11,47.5,10.5462977450952
46111,1,92.1363636363636,0.0909,8.5,0.381,2.403,NA,NA,0,11,11,2.403,0.922789671471469
46111,2,192.272727272727,0.1818,7.5,0.3724,2.3218,NA,NA,0,11,11,2.3218,1.92570316246883
46111,3,291.272727272727,0.2727,6.5,0.4528,2.5376,NA,NA,0,11,11,2.5376,2.91723542910171
46111,4,390.909090909091,0.3636,8,0.5081,3.1384,NA,NA,0,11,11,3.1384,3.9151411813787
46111,5,490.636363636364,0.4545,9.3,0.549,3.2531,NA,NA,0,11,11,3.2531,4.91395743160485
46111,6,582.212121212121,0.5455,10.7,0.762,2.6862,NA,NA,0,11,11,2.6862,5.83113236572318
46111,7,681.969696969697,0.6364,10,1.0455,7.6205,0.46,NA,0,11,11,7.6205,6.83025211526571
46111,8,780.818181818182,0.7273,14.8,1.173,8.7,0.45,2,0.318,11,11,10.7,7.82026688531667
46111,9,879.818181818182,0.8182,17.7,1.3436,9.3,0.42,5.5,0.337,11,11,16.8,8.81179915194955
46111,10,979.909090909091,0.9091,17.1,1.5056,10,0.421,10.5,0.377,11,11,28,9.81425739397233
46111,11,1080,1,11,1.5039,14.7,0.438,14.9,0.377,11,11,47.6,10.8167156359951
47110,1,134,0.1,9.4,0.381,2.6433,NA,NA,0,10,10,2.6433,1.34207397705865
47110,2,240,0.2,8.25,0.3724,2.8219,NA,NA,0,10,10,2.8219,2.40371458577669
47110,3,345,0.3,7.9,0.4528,3.1403,NA,NA,0,10,10,3.1403,3.45533971705399
47110,4,451,0.4,9.9,0.5688,3.751,NA,NA,0,10,10,3.751,4.51698032577203
47110,5,557,0.5,10.05,0.5882,3.5155,NA,NA,0,10,10,3.5155,5.57862093449007
47110,6,662,0.6,11,0.8785,6.2642,NA,NA,0,10,10,6.2642,6.63024606576737
47110,7,768,0.7,15.4,1.1262,8.4,0.36,1.7,0.268,10,10,10.1,7.69188667448541
47110,8,873,0.8,16.6,1.1605,8.5,0.34,5,0.283,10,10,15.2,8.74351180576272
47110,9,979,0.9,14.2,1.2264,8.3,0.344,9.1,0.315,10,10,24.1,9.80515241448076
47110,10,1085,1,9.3,1.3003,13.5,0.409,12,0.319,10,10,41.3,10.8667930231988
48111,1,105.136363636364,0.0909,9.5333,0.381,3.0758,NA,NA,0,11,11,3.0758,1.05299087820104
48111,2,207.272727272727,0.1818,9.6,0.3724,2.9826,NA,NA,0,11,11,2.9826,2.07593532407987
48111,3,307.272727272727,0.2727,8.35,0.4528,3.0663,NA,NA,0,11,11,3.0663,3.07748306815349
48111,4,409.030303030303,0.3636,9.6667,0.5613,3.6757,NA,NA,0,11,11,3.6757,4.0966337725775
48111,5,509.787878787879,0.4545,11,0.6377,3.8478,NA,NA,0,11,11,3.8478,5.10576899956077
48111,6,603.060606060606,0.5455,11.4,0.7981,5.4029,NA,NA,0,11,11,5.4029,6.03993989539671
48111,7,703.969696969697,0.6364,14.1,1.1722,9.2939,NA,0.9333,0.344,11,11,10.2272,7.05059261896191
48111,8,805.636363636364,0.7273,18.05,1.3016,9.4,0.446,3.5667,0.344,11,11,13.9,8.06883282543676
48111,9,905.727272727273,0.8182,18.6,1.3436,9.5,0.451,6.2,0.38,11,11,20.2,9.07129106745954
48111,10,1007.81818181818,0.9091,16,1.4586,10.1,0.43,11.1,0.399,11,11,31.9,10.0937802643638
48111,11,1109,1,9.6,1.4115,14.7,0.43,15,0.38,11,11,51.5,11.1071644817765
49111,1,103.136363636364,0.0909,9.75,0.381,3.0438,NA,NA,0,11,11,3.0438,1.03295992331957
49111,2,204.272727272727,0.1818,9.5,0.3724,3.0362,NA,NA,0,11,11,3.0362,2.04588889175766
49111,3,304.272727272727,0.2727,8.5,0.4528,3.0451,NA,NA,0,11,11,3.0451,3.04743663583128
49111,4,405.030303030303,0.3636,9.6,0.5592,3.6542,NA,NA,0,11,11,3.6542,4.05657186281455
49111,5,505.787878787879,0.4545,10.8,0.6273,3.7778,NA,NA,0,11,11,3.7778,5.06570708979782
49111,6,598.212121212121,0.5455,11.2,0.7878,4.8065,NA,NA,0,11,11,4.8065,5.99138000477496
49111,7,699.848484848485,0.6364,13.2,1.1444,7.8,0.431,NA,0,11,11,7.8,7.00931671193342
49111,8,800.727272727273,0.7273,16.6,1.2442,9,0.47,3.0667,0.376,11,11,12.0667,8.01966593618224
49111,9,900.727272727273,0.8182,17.2,1.3436,9.3,0.48,6.1,0.382,11,11,18.4667,9.02121368025586
49111,10,1001.86363636364,0.9091,15.7,1.4457,10.5,0.455,10.2,0.398,11,11,29.8667,10.034142648694
49111,11,1103,1,10.5,1.4709,15.5,0.502,15.2,0.362,11,11,50.0667,11.047071617132
50111,1,121.136363636364,0.0909,10,0.381,2.8836,NA,NA,0,11,11,2.8836,1.21323851725282
50111,2,222.272727272727,0.1818,9,0.3724,3.1076,NA,NA,0,11,11,3.1076,2.22616748569091
50111,3,321.272727272727,0.2727,8.7,0.4528,3.394,NA,NA,0,11,11,3.394,3.2176997523238
50111,4,422.030303030303,0.3636,10.7,0.5943,4.0089,NA,NA,0,11,11,4.0089,4.22683497930707
50111,5,522.787878787879,0.4545,12.5,0.716,4.3725,NA,NA,0,11,11,4.3725,5.23597020629034
50111,6,615.212121212121,0.5455,13.2,0.8909,5.7342,NA,NA,0,11,11,5.7342,6.16164312126747
