"id_dim","rank","TT","index_rel_phytomer","L_blade","W_blade","L_sheath","W_sheath","L_internode","W_internode","N_phytomer","nff","Hcol","rank_phy"
50111,7,714.969696969697,0.6364,14.6,1.1876,8,0.492,1,0.352,11,11,9,7.16076287081001
50111,8,815.727272727273,0.7273,17.3,1.272,8.7,0.528,4,0.38,11,11,13.7,8.16989809779328
50111,9,915.727272727273,0.8182,16.1,1.3436,9.2,0.419,6,0.384,11,11,20.2,9.1714458418669
50111,10,1015.90909090909,0.9091,14.5,1.3944,10.3,0.45,11,0.428,11,11,32.3,10.1748145818388
50111,11,1117,1,8.6,1.3454,14.8,0.44,15,0.4,11,11,51.8,11.1872883013024
51112,1,78,0.0833,7.4,0.381,2.1146,NA,NA,0,12,12,2.1146,0.781207240377425
51112,2,166,0.1667,6.6,0.3724,2.0837,NA,NA,0,12,12,2.0837,1.66256925516221
51112,3,266,0.25,5.8333,0.4528,2.379,NA,NA,0,12,12,2.379,2.66411699923583
51112,4,366,0.3333,7.5,0.4921,2.9772,NA,NA,0,12,12,2.9772,3.66566474330945
51112,5,454,0.4167,9.35,0.5516,3.2706,NA,NA,0,12,12,3.2706,4.54702675809424
51112,6,554,0.5,9.85,0.7182,3.4813,NA,NA,0,12,12,3.4813,5.54857450216786
51112,7,654,0.5833,11.2,1.0266,5.2,0.513,NA,0,12,12,5.2,6.55012224624149
51112,8,742,0.6667,14.5,1.0637,9,0.492,1.2,0.366,12,12,10.2,7.43148426102627
51112,9,842,0.75,17.4,1.3015,9.8,0.518,4.5,0.363,12,12,15.5,8.43303200509989
51112,10,942,0.8333,17.5,1.3306,9.5,0.461,7.5,0.4,12,12,22.7,9.43457974917352
51112,11,1030,0.9167,15.35,1.3465,11,0.424,11.3,0.402,12,12,35.5,10.3159417639583
51112,12,1130,1,9.1,1.3559,14.6,0.438,17,0.401,12,12,56.1,11.3174895080319
52110,1,102,0.1,9.6,0.381,3.204,NA,NA,0,10,10,3.204,1.02157869895509
52110,2,207,0.2,10,0.3724,3.0719,NA,NA,0,10,10,3.0719,2.0732038302324
52110,3,311,0.3,8.6,0.4528,3.1931,NA,NA,0,10,10,3.1931,3.11481348406896
52110,4,416,0.4,10.0667,0.5741,3.8047,NA,NA,0,10,10,3.8047,4.16643861534627
52110,5,521,0.5,11.5,0.6638,4.0227,NA,NA,0,10,10,4.0227,5.21806374662357
52110,6,625,0.6,12.6,0.9375,5.9992,NA,NA,0,10,10,5.9992,6.25967340046013
52110,7,730,0.7,15,1.1071,8.8,0.46,1.6,0.343,10,10,10.4,7.31129853173744
52110,8,835,0.8,17.7,1.2087,9.8,0.468,4.6,0.372,10,10,16,8.36292366301474
52110,9,939,0.9,15.6167,1.2961,10.7,0.45,9,0.408,10,10,25.9,9.40453331685131
52110,10,1044,1,12.7,1.5394,15.4,0.474,15.5,0.395,10,10,46.1,10.4561584481286
53111,1,92.1363636363636,0.0909,9.1667,0.381,3.1079,NA,NA,0,11,11,3.1079,0.922789671471469
53111,2,191.272727272727,0.1818,9.7,0.3724,3.0957,NA,NA,0,11,11,3.0957,1.91568768502809
53111,3,289.272727272727,0.2727,8.6667,0.4528,2.9975,NA,NA,0,11,11,2.9975,2.89720447422024
53111,4,388.030303030303,0.3636,9.45,0.5544,3.6059,NA,NA,0,11,11,3.6059,3.88630874632204
53111,5,487.636363636364,0.4545,10.25,0.5986,3.5855,NA,NA,0,11,11,3.5855,4.88391099928264
53111,6,578.212121212121,0.5455,11,0.7775,4.3427,NA,NA,0,11,11,4.3427,5.79107045596023
53111,7,676.969696969697,0.6364,12.5,1.1227,7,0.509,NA,0,11,11,7,6.78017472806203
53111,8,775.727272727273,0.7273,16,1.2205,9,0.485,2.5,0.358,11,11,11.5,7.76927900016383
53111,9,873.818181818182,0.8182,16.4,1.3436,9.2,0.417,5.3,0.381,11,11,17,8.75170628730514
53111,10,972.909090909091,0.9091,15,1.4158,9.8,0.43,10.7,0.38,11,11,28.3,9.74414905188718
53111,11,1072,1,9.1,1.3784,14.2,0.453,14.5,0.375,11,11,47.2,10.7365918164692
54111,1,107.090909090909,0.0909,9.95,0.381,3.204,NA,NA,0,11,11,3.204,1.07256658410793
54111,2,205.272727272727,0.1818,10,0.3724,3.2148,NA,NA,0,11,11,3.2148,2.0559043691984
54111,3,303.181818181818,0.2727,9,0.4528,3.4892,NA,NA,0,11,11,3.4892,3.03651066044139
54111,4,401.030303030303,0.3636,11,0.6039,4.1056,NA,NA,0,11,11,4.1056,4.01650995305161
54111,5,499.636363636364,0.4545,12.1,0.6951,4.2326,NA,NA,0,11,11,4.2326,5.00409672857148
54111,6,589.363636363636,0.5455,12.9,0.8754,5.4029,NA,NA,0,11,11,5.4029,5.90275820439026
54111,7,688.090909090909,0.6364,14.1,1.1722,8.8563,NA,NA,0,11,11,8.8563,6.89155897717567
54111,8,785.818181818182,0.7273,17.2,1.268,9.2,0.318,2.5,0.38,11,11,11.7,7.87034427252035
54111,9,883.727272727273,0.8182,18,1.3436,9.5,0.46,5.3,0.412,11,11,17.3,8.85095056376334
54111,10,981.909090909091,0.9091,15.4,1.4329,10.8,0.48,10.6,0.417,11,11,29.2,9.83428834885381
54111,11,1081,1,10.8,1.4907,16.2,0.474,15.4,0.39,11,11,50,10.8267311134358
55111,1,107.181818181818,0.0909,8.9,0.381,3.0438,NA,NA,0,11,11,3.0438,1.07347708205709
55111,2,212.363636363636,0.1818,9.5,0.3724,3.1255,NA,NA,0,11,11,3.1255,2.12692320923271
55111,3,316.363636363636,0.2727,8.75,0.4528,2.9658,NA,NA,0,11,11,2.9658,3.16853286306928
55111,4,420.151515151515,0.3636,9.35,0.5512,3.5736,NA,NA,0,11,11,3.5736,4.20801802169114
55111,5,524.939393939394,0.4545,10.15,0.5934,3.5505,NA,NA,0,11,11,3.5505,5.25751865775374
55111,6,621.060606060606,0.5455,11.2,0.7878,5.5354,NA,NA,0,11,11,5.5354,6.22021848932996
55111,7,725.848484848485,0.6364,14.3,1.1784,9,0.382,0.9333,0.3,11,11,9.9333,7.26971912539256
55111,8,830.636363636364,0.7273,17,1.2601,8.5,0.394,4.4667,0.3,11,11,13.9,8.31921976145516
55111,9,933.727272727273,0.8182,15.7,1.3436,8.9,0.394,8,0.338,11,11,22.3,9.35172443580015
55111,10,1038.81818181818,0.9091,11.7,1.2745,9.3,0.406,10.8,0.312,11,11,33.5,10.4042600650266
55111,11,1144,1,8.3,1.3256,14.3,0.352,16.5,0.242,11,11,55,11.4577061922022
56111,1,102.136363636364,0.0909,8.7,0.381,2.9477,NA,NA,0,11,11,2.9477,1.02294444587883
56111,2,205.272727272727,0.1818,9.2,0.3724,3.1076,NA,NA,0,11,11,3.1076,2.0559043691984
56111,3,306.272727272727,0.2727,8.7,0.4528,3.172,NA,NA,0,11,11,3.172,3.06746759071275
56111,4,409.030303030303,0.3636,10,0.572,3.7832,NA,NA,0,11,11,3.7832,4.0966337725775
56111,5,510.939393939394,0.4545,10.9,0.6325,3.8128,NA,NA,0,11,11,3.8128,5.11730197358343
56111,6,605.060606060606,0.5455,11.3,0.7929,5.4029,NA,NA,0,11,11,5.4029,6.05997085027818
56111,7,706.969696969697,0.6364,14.1,1.1722,8,0.369,0.5,0.35,11,11,8.5,7.08063905128412
56111,8,809.636363636364,0.7273,17.75,1.2898,9.1,0.386,3.5,0.35,11,11,13.1,8.1088947351997
56111,9,910.727272727273,0.8182,17.9,1.3436,8.5,0.414,6.5,0.36,11,11,19,9.12136845466322
56111,10,1013.81818181818,0.9091,15.2,1.4243,10,0.44,11.3,0.39,11,11,31.8,10.1538731290082
56111,11,1116,1,11.6,1.5435,15.2,0.443,15,0.355,11,11,52,11.1772728238616
57111,1,121.136363636364,0.0909,11.2,0.381,3.3642,NA,NA,0,11,11,3.3642,1.21323851725282
57111,2,223.272727272727,0.1818,10.5,0.3724,3.0362,NA,NA,0,11,11,3.0362,2.23618296313165
57111,3,324.272727272727,0.2727,8.5,0.4528,3.1403,NA,NA,0,11,11,3.1403,3.24774618464601
57111,4,425.151515151515,0.3636,9.9,0.5688,3.751,NA,NA,0,11,11,3.751,4.25809540889482
57111,5,526.787878787879,0.4545,10.55,0.6143,3.6904,NA,NA,0,11,11,3.6904,5.27603211605328
57111,6,620.212121212121,0.5455,11,0.7775,5.3366,NA,NA,0,11,11,5.3366,6.21172050847115
57111,7,721.848484848485,0.6364,14,1.1691,8.9078,NA,1,0.33,11,11,9.9078,7.22965721562962
57111,8,822.727272727273,0.7273,17.3,1.272,9.5248,0.4,4.4,0.342,11,11,14.9248,8.24000643987843
57111,9,923.727272727273,0.8182,17.4,1.3436,9.2,0.417,6.5,0.362,11,11,21.1,9.25156966139279
57111,10,1025.86363636364,0.9091,15.2,1.4243,10.1,0.39,10.5,0.38,11,11,32.5,10.2745141072716
57111,11,1128,1,9.8,1.4247,14.7,0.405,13.3,0.336,11,11,50.4,11.2974585531505
58111,1,104.181818181818,0.0909,8.4333,0.381,3.204,NA,NA,0,11,11,3.204,1.04343064973488
58111,2,209.363636363636,0.1818,10,0.3724,3.1791,NA,NA,0,11,11,3.1791,2.0968767769105
58111,3,313.363636363636,0.2727,8.9,0.4528,3.2989,NA,NA,0,11,11,3.2989,3.13848643074707
58111,4,418.151515151515,0.3636,10.4,0.5847,3.9122,NA,NA,0,11,11,3.9122,4.18798706680967
58111,5,521.939393939394,0.4545,12.1,0.6951,4.2326,NA,NA,0,11,11,4.2326,5.22747222543153
58111,6,618.060606060606,0.5455,12.7,0.8651,6.5293,NA,NA,0,11,11,6.5293,6.19017205700775
58111,7,722.848484848485,0.6364,15.8,1.2247,9.2,0.405,1.5,0.333,11,11,10.7,7.23967269307035
58111,8,827.636363636364,0.7273,18.8,1.3313,9.4,0.464,5,0.369,11,11,15.9,8.28917332913296
58111,9,931.636363636364,0.8182,17.1,1.3436,8.9,0.418,7,0.38,11,11,22.4,9.33078298296952
58111,10,1036.81818181818,0.9091,14.3,1.3858,9.7,0.4,10.7,0.387,11,11,33.9,10.3842291101451
58111,11,1142,1,8.9,1.3652,14,0.41,16.2,0.34,11,11,54.4,11.4376752373208
59111,1,111.181818181818,0.0909,9.05,0.381,3.0758,NA,NA,0,11,11,3.0758,1.11353899182004
59111,2,215.363636363636,0.1818,9.6,0.3724,3.1076,NA,NA,0,11,11,3.1076,2.15696964155492
59111,3,318.272727272727,0.2727,8.7,0.4528,3.394,NA,NA,0,11,11,3.394,3.18765332000159
59111,4,421.151515151515,0.3636,10.7,0.5943,4.0089,NA,NA,0,11,11,4.0089,4.21803349913188
59111,5,524.939393939394,0.4545,13,0.7421,4.5474,NA,NA,0,11,11,4.5474,5.25751865775374
59111,6,620.060606060606,0.5455,14.1,0.9372,6.6618,NA,NA,0,11,11,6.6618,6.21020301188922
59111,7,723.848484848485,0.6364,16,1.2309,9,0.47,2,0.342,11,11,11,7.24968817051109
59111,8,827.636363636364,0.7273,17.8,1.2917,9,0.47,4.5,0.386,11,11,15.5,8.28917332913296
59111,9,929.727272727273,0.8182,16.5,1.3436,8.9,0.437,6.8,0.411,11,11,22.2,9.31166252603721
59111,10,1033.86363636364,0.9091,14.1,1.3772,10.4,0.425,11.3,0.41,11,11,35,10.3546379267975
59111,11,1138,1,8.9,1.3652,14.8,0.486,16.3,0.38,11,11,55.7,11.3976133275578
