Date d'analyse;Date;Essai;Parcelle;N plante;id_Axe;Feuille;A_bl;pcent_green;id_Feuille
06-mai-13;2013-05-03;Essai;2;26;MB;-1;21,7193114;95,46190405;9
06-mai-13;2013-05-03;Essai;2;26;MB;-2;22,18802014;98,1187212;10
06-mai-13;2013-05-03;Essai;2;26;MB;-3;6,31321318;98,29594809;11
06-mai-13;2013-05-03;Essai;2;27;MB;1;6,31547124;34,62304628;7
06-mai-13;2013-05-03;Essai;2;27;MB;0;14,67690613;60,98772487;8
06-mai-13;2013-05-03;Essai;2;27;MB;-1;24,53430577;99,76070421;9
06-mai-13;2013-05-03;Essai;2;27;MB;-2;22,48672922;99,60406834;10
06-mai-13;2013-05-03;Essai;2;27;Talle;-3;19,38754187;99,30783757;NA
06-mai-13;2013-05-03;Essai;2;27;Talle;-4;12,92287738;51,42033399;NA
06-mai-13;2013-05-03;Essai;2;27;Talle;-5;22,83801884;99,70055651;NA
06-mai-13;2013-05-03;Essai;2;27;Talle;-6;18,91528475;98,65359198;NA
06-mai-13;2013-05-03;Essai;2;27;Talle;-7;20,84576476;99,27965708;NA
06-mai-13;2013-05-03;Essai;2;27;Talle;-8;7,89546808;67,97883641;NA
06-mai-13;2013-05-03;Essai;2;27;Talle;-9;3,04612294;98,29503336;NA
06-mai-13;2013-05-03;Essai;2;28;MB;1;14,55384186;73,5565308;8
06-mai-13;2013-05-03;Essai;2;28;MB;0;21,72995654;99,54722919;9
06-mai-13;2013-05-03;Essai;2;28;MB;-1;26,22865722;99,81305882;10
06-mai-13;2013-05-03;Essai;2;28;MB;-2;3,79531499;99,82576176;11
06-mai-13;2013-05-03;Essai;2;28;Talle;-3;14,31432621;96,93630351;NA
06-mai-13;2013-05-03;Essai;2;28;Talle;-4;17,18238499;98,65579033;NA
06-mai-13;2013-05-03;Essai;2;28;Talle;-5;18,49464043;99,47412944;NA
06-mai-13;2013-05-03;Essai;2;28;Talle;-6;6,15047157;8,669656203;NA
06-mai-13;2013-05-03;Essai;2;28;Talle;-7;15,85125862;99,56043062;NA
06-mai-13;2013-05-03;Essai;2;28;Talle;-8;7,34482402;35,61860424;NA
06-mai-13;2013-05-03;Essai;2;28;Talle;-9;11,55836398;99,3636795;NA
06-mai-13;2013-05-03;Essai;2;28;Talle;-10;2,37983395;95,27617757;NA
06-mai-13;2013-05-03;Essai;2;29;Talle;1;7,03901818;55,46033637;NA
06-mai-13;2013-05-03;Essai;2;29;Talle;0;5,45756973;50,0960487;NA
06-mai-13;2013-05-03;Essai;2;29;Talle;-1;3,10789701;95,74446001;NA
06-mai-13;2013-05-03;Essai;2;29;Talle;-2;9,05111093;99,83605681;NA
06-mai-13;2013-05-03;Essai;2;29;Talle;-3;6,50369667;18,72380527;NA
06-mai-13;2013-05-03;Essai;2;29;Talle;-4;2,83289756;54,33841949;NA
06-mai-13;2013-05-03;Essai;2;29;Talle;-5;17,58673902;98,9838405;NA
06-mai-13;2013-05-03;Essai;2;29;Talle;-6;12,47013635;70,03427537;NA
06-mai-13;2013-05-03;Essai;2;29;Talle;-7;15,62013005;98,9147607;NA
06-mai-13;2013-05-03;Essai;2;29;Talle;-8;16,05254854;90,11715532;NA
06-mai-13;2013-05-03;Essai;2;29;Talle;-9;21,00334509;99,70972424;NA
06-mai-13;2013-05-03;Essai;2;29;Talle;-10;12,62884571;90,05223566;NA
06-mai-13;2013-05-03;Essai;2;29;MB;1;9,16320748;34,39414208;7
06-mai-13;2013-05-03;Essai;2;29;MB;0;19,84092806;52,6468532;8
06-mai-13;2013-05-03;Essai;2;29;MB;-1;23,96350046;99,25895513;9
06-mai-13;2013-05-03;Essai;2;29;MB;-2;14,47045493;98,66023162;10
06-mai-13;2013-05-03;Essai;2;30;MB;1;9,93643174;67,26942181;8
06-mai-13;2013-05-03;Essai;2;30;MB;0;16,9015791;98,97127589;9
06-mai-13;2013-05-03;Essai;2;30;MB;-1;20,33883029;99,24584262;10
06-mai-13;2013-05-03;Essai;2;30;MB;-2;4,37547512;99,38071365;11
06-mai-13;2013-05-03;Essai;2;30;Talle;-3;14,83980903;98,13927201;NA
06-mai-13;2013-05-03;Essai;2;30;Talle;-4;9,85127062;66,59517338;NA
06-mai-13;2013-05-03;Essai;2;30;Talle;-5;4,48644264;21,39416163;NA
06-mai-13;2013-05-03;Essai;2;30;Talle;-6;18,71157548;99,09664517;NA
06-mai-13;2013-05-03;Essai;2;30;Talle;-7;5,06982857;12,50596507;NA
06-mai-13;2013-05-03;Essai;2;30;Talle;-8;19,64641232;98,93356758;NA
06-mai-13;2013-05-03;Essai;2;30;Talle;-9;13,37965066;96,09180992;NA
06-mai-13;2013-05-03;Essai;2;30;Talle;-10;10,06981857;80,65766502;NA
06-mai-13;2013-05-03;Essai;2;30;Talle;-11;6,32305187;90,44460883;NA
06-mai-13;2013-05-03;Essai;3;31;MB;1;8,58643444;17,82816139;7
06-mai-13;2013-05-03;Essai;3;31;MB;0;17,30512668;90,29377773;8
06-mai-13;2013-05-03;Essai;3;31;MB;-1;24,30866106;99,0797139;9
06-mai-13;2013-05-03;Essai;3;31;MB;-2;23,35414684;99,0856101;10
06-mai-13;2013-05-03;Essai;3;31;Talle;-3;10,10610882;98,84132912;NA
06-mai-13;2013-05-03;Essai;3;31;Talle;-4;6,84143793;73,89725817;NA
06-mai-13;2013-05-03;Essai;3;31;Talle;-5;10,09304433;36,19061316;NA
06-mai-13;2013-05-03;Essai;3;31;Talle;-6;8,90982089;23,64729096;NA
06-mai-13;2013-05-03;Essai;3;31;Talle;-7;10,7193334;98,78122179;NA
06-mai-13;2013-05-03;Essai;3;31;Talle;-8;6,02289118;26,88125971;NA
06-mai-13;2013-05-03;Essai;3;31;Talle;-9;2,10031838;34,0423898;NA
06-mai-13;2013-05-03;Essai;3;31;Talle;-10;4,61111981;99,4123614;NA
06-mai-13;2013-05-03;Essai;3;31;Talle;1;17,71625489;97,19048443;NA
06-mai-13;2013-05-03;Essai;3;31;Talle;0;14,60351918;98,22844647;NA
06-mai-13;2013-05-03;Essai;3;31;Talle;-1;22,2773748;98,43179844;NA
06-mai-13;2013-05-03;Essai;3;31;Talle;-2;19,06834896;98,34128434;NA
06-mai-13;2013-05-03;Essai;3;31;Talle;-3;18,43722119;95,02322611;NA
06-mai-13;2013-05-03;Essai;3;31;Talle;-4;24,05753253;98,86428394;NA
06-mai-13;2013-05-03;Essai;3;32;Talle;1;8,23885449;58,42485464;NA
06-mai-13;2013-05-03;Essai;3;32;Talle;0;7,94482282;99,41329327;NA
06-mai-13;2013-05-03;Essai;3;32;Talle;-1;3,96321788;23,75468012;NA
06-mai-13;2013-05-03;Essai;3;32;Talle;-2;6,54966432;98,45843184;NA
06-mai-13;2013-05-03;Essai;3;32;MB;-3;5,44773104;55,94208906;7
06-mai-13;2013-05-03;Essai;3;32;MB;-4;13,32723141;96,92843917;8
06-mai-13;2013-05-03;Essai;3;32;MB;-5;17,15141731;98,21796331;9
06-mai-13;2013-05-03;Essai;3;32;MB;-6;14,84867998;98,0980209;10
06-mai-13;2013-05-03;Essai;3;33;Talle;1;15,59690429;97,63084146;NA
06-mai-13;2013-05-03;Essai;3;33;Talle;0;15,84287154;97,66151528;NA
06-mai-13;2013-05-03;Essai;3;33;Talle;-1;16,22399981;99,38959528;NA
06-mai-13;2013-05-03;Essai;3;33;Talle;-2;15,2564211;98,56538746;NA
06-mai-13;2013-05-03;Essai;3;33;Talle;-3;8,0403065;59,96790371;NA
06-mai-13;2013-05-03;Essai;3;33;Talle;-4;17,69431945;98,17419443;NA
06-mai-13;2013-05-03;Essai;3;33;Talle;-5;10,59143043;90,39700306;NA
06-mai-13;2013-05-03;Essai;3;33;Talle;-6;8,96175627;72,63106744;NA
06-mai-13;2013-05-03;Essai;3;33;Talle;-7;8,93772406;98,83603422;NA
06-mai-13;2013-05-03;Essai;3;33;Talle;-8;4,11273371;11,03180517;NA
06-mai-13;2013-05-03;Essai;3;33;MB;1;6,96240543;10,11420761;7
06-mai-13;2013-05-03;Essai;3;33;MB;0;13,88190772;95,48031789;8
06-mai-13;2013-05-03;Essai;3;33;MB;-1;19,09786503;98,33371338;9
06-mai-13;2013-05-03;Essai;3;33;MB;-2;19,2499615;97,4503561;10
06-mai-13;2013-05-03;Essai;3;33;MB;-3;5,58724689;98,02257441;11
06-mai-13;2013-05-03;Essai;3;34;MB;1;10,28772136;78,83795309;7
06-mai-13;2013-05-03;Essai;3;34;MB;0;13,74077897;91,70236991;8
06-mai-13;2013-05-03;Essai;3;34;MB;-1;16,1919031;97,4160773;9
06-mai-13;2013-05-03;Essai;3;34;MB;-2;9,72030314;96,62662198;10
06-mai-13;2013-05-03;Essai;3;34;Talle;-3;9,1354656;77,04272599;NA
06-mai-13;2013-05-03;Essai;3;34;Talle;-4;13,83819813;98,69808968;NA
06-mai-13;2013-05-03;Essai;3;34;Talle;-5;7,52385592;98,9302864;NA
06-mai-13;2013-05-03;Essai;3;34;Talle;-6;9,20401385;74,69902742;NA
06-mai-13;2013-05-03;Essai;3;34;Talle;-7;14,15013299;96,7024199;NA
06-mai-13;2013-05-03;Essai;3;34;Talle;-8;13,22432839;97,30092327;NA
06-mai-13;2013-05-03;Essai;3;35;Talle;1;21,57027944;98,78491954;NA
06-mai-13;2013-05-03;Essai;3;35;Talle;0;23,54382388;99,27725865;NA
06-mai-13;2013-05-03;Essai;3;35;Talle;-1;18,25399575;98,6781533;NA
06-mai-13;2013-05-03;Essai;3;35;Talle;-2;16,67916019;99,07940161;NA
06-mai-13;2013-05-03;Essai;3;35;Talle;-3;8,12998374;54,34472087;NA
06-mai-13;2013-05-03;Essai;3;35;Talle;-4;7,69982331;99,58105532;NA
06-mai-13;2013-05-03;Essai;3;35;Talle;-5;7,15998568;64,09713462;NA
06-mai-13;2013-05-03;Essai;3;35;Talle;-6;10,18852801;99,87018949;NA
06-mai-13;2013-05-03;Essai;3;35;Talle;-7;7,70127492;99,95183044;NA
06-mai-13;2013-05-03;Essai;3;35;Talle;-8;4,77240981;99,8715739;NA
06-mai-13;2013-05-03;Essai;3;35;Talle;-9;5,35579574;83,57224598;NA
06-mai-13;2013-05-03;Essai;3;35;MB;1;13,89110125;84,10798258;7
06-mai-13;2013-05-03;Essai;3;35;MB;0;24,23785475;99,31592081;8
06-mai-13;2013-05-03;Essai;3;35;MB;-1;29,85235965;99,51427722;9
06-mai-13;2013-05-03;Essai;3;35;MB;-2;9,62933558;99,85762621;10
06-mai-13;2013-05-03;Essai;3;36;Talle;1;24,38027382;99,04206195;NA
06-mai-13;2013-05-03;Essai;3;36;Talle;0;17,37593299;99,73359572;NA
06-mai-13;2013-05-03;Essai;3;36;Talle;-1;23,65172689;99,29146692;NA
06-mai-13;2013-05-03;Essai;3;36;Talle;-2;27,76784769;99,60444003;NA
06-mai-13;2013-05-03;Essai;3;36;Talle;-3;14,02916549;92,70530346;NA
06-mai-13;2013-05-03;Essai;3;36;Talle;-4;17,94770604;95,51116144;NA
06-mai-13;2013-05-03;Essai;3;36;Talle;-5;10,65917223;96,09908151;NA
06-mai-13;2013-05-03;Essai;3;36;Talle;-6;9,64917425;61,02632679;NA
06-mai-13;2013-05-03;Essai;3;36;MB;1;13,89481092;69,86000836;7
06-mai-13;2013-05-03;Essai;3;36;MB;0;24,11995176;97,74514524;8
06-mai-13;2013-05-03;Essai;3;36;MB;-1;29,20945771;98,78188173;9
06-mai-13;2013-05-03;Essai;3;36;MB;-2;15,6596461;99,19353177;10
06-mai-13;2013-05-03;Essai;3;37;MB;1;14,19368129;94,9011943;7
06-mai-13;2013-05-03;Essai;3;37;MB;0;21,38963464;96,65424986;8
06-mai-13;2013-05-03;Essai;3;37;MB;-1;28,96574852;99,13134508;9
06-mai-13;2013-05-03;Essai;3;37;MB;-2;12,63336183;99,95914563;10
06-mai-13;2013-05-03;Essai;3;37;Talle;-3;25,48494903;99,50128792;NA
06-mai-13;2013-05-03;Essai;3;37;Talle;-4;23,69414616;99,55413059;NA
06-mai-13;2013-05-03;Essai;3;37;Talle;-5;15,06480858;95,76347402;NA
06-mai-13;2013-05-03;Essai;3;37;Talle;-6;12,71900682;99,97336985;NA
06-mai-13;2013-05-03;Essai;3;37;Talle;-7;7,7370813;83,6418595;NA
06-mai-13;2013-05-03;Essai;3;38;Talle;1;23,16511496;99,07605971;NA
06-mai-13;2013-05-03;Essai;3;38;Talle;0;22,38834232;99,40277217;NA
06-mai-13;2013-05-03;Essai;3;38;Talle;-1;17,08286906;93,92620428;NA
06-mai-13;2013-05-03;Essai;3;38;Talle;-2;15,18190512;95,56561278;NA
06-mai-13;2013-05-03;Essai;3;38;Talle;-3;21,50253764;99,61519998;NA
06-mai-13;2013-05-03;Essai;3;38;Talle;-4;9,70030318;96,23391307;NA
06-mai-13;2013-05-03;Essai;3;38;Talle;-5;6,2709552;99,88940329;NA
06-mai-13;2013-05-03;Essai;3;38;Talle;-6;13,63126306;99,56101948;NA
06-mai-13;2013-05-03;Essai;3;38;Talle;-7;6,16176187;99,80368034;NA
06-mai-13;2013-05-03;Essai;3;38;Talle;-8;6,47724511;51,22388506;NA
06-mai-13;2013-05-03;Essai;3;38;Talle;-9;3,63208951;98,87206359;NA
06-mai-13;2013-05-03;Essai;3;38;Talle;-10;3,53450906;92,30172492;NA
06-mai-13;2013-05-03;Essai;3;38;MB;1;14,95384106;93,08410812;7
06-mai-13;2013-05-03;Essai;3;38;MB;0;24,03882289;97,12696506;8
06-mai-13;2013-05-03;Essai;3;38;MB;-1;31,61977547;99,01399183;9
06-mai-13;2013-05-03;Essai;3;38;MB;-2;13,26368315;99,21079832;10
06-mai-13;2013-05-03;Essai;3;39;Talle;1;17,01544984;99,79714871;NA
06-mai-13;2013-05-03;Essai;3;39;Talle;0;13,54723097;99,81784196;NA
06-mai-13;2013-05-03;Essai;3;39;Talle;-1;11,33142895;93,85239485;NA
06-mai-13;2013-05-03;Essai;3;39;Talle;-2;7,24659841;91,66685214;NA
06-mai-13;2013-05-03;Essai;3;39;Talle;-3;8,47611208;99,9752626;NA
06-mai-13;2013-05-03;Essai;3;39;MB;-4;10,02304447;69,97891959;7
06-mai-13;2013-05-03;Essai;3;39;MB;-5;18,86076873;98,25461573;8
06-mai-13;2013-05-03;Essai;3;39;MB;-6;24,81527295;99,5703747;9
06-mai-13;2013-05-03;Essai;3;39;MB;-7;15,02335705;99,85613828;10
06-mai-13;2013-05-03;Essai;3;40;Talle;1;7,1435341;69,37231881;NA
06-mai-13;2013-05-03;Essai;3;40;Talle;0;14,26690695;85,88773953;NA
06-mai-13;2013-05-03;Essai;3;40;Talle;-1;7,35498529;60,85612158;NA
06-mai-13;2013-05-03;Essai;3;40;Talle;-2;8,65014399;99,9720311;NA
06-mai-13;2013-05-03;Essai;3;40;Talle;-3;12,35223336;99,94907552;NA
06-mai-13;2013-05-03;Essai;3;40;Talle;-4;6,59885777;99,74335786;NA
06-mai-13;2013-05-03;Essai;3;40;Talle;-5;19,53721899;98,2655142;NA
06-mai-13;2013-05-03;Essai;3;40;Talle;-6;23,34898556;99,0273825;NA
06-mai-13;2013-05-03;Essai;3;40;Talle;-7;21,20350598;98,64067183;NA
06-mai-13;2013-05-03;Essai;3;40;Talle;-8;25,12446588;99,1891996;NA
06-mai-13;2013-05-03;Essai;3;40;Talle;-9;17,70819039;97,30123598;NA
06-mai-13;2013-05-03;Essai;3;40;Talle;-10;22,31834246;96,729877;NA
06-mai-13;2013-05-03;Essai;3;40;MB;1;15,774162;88,0797546;7
06-mai-13;2013-05-03;Essai;3;40;MB;0;26,14139933;98,41124897;8
06-mai-13;2013-05-03;Essai;3;40;MB;-1;30,15332679;99,52340453;9
06-mai-13;2013-05-03;Essai;3;40;MB;-2;4,07950797;99,88929743;10
06-mai-13;2013-05-03;Essai;3;41;Talle;1;21,61463419;99,44482169;NA
06-mai-13;2013-05-03;Essai;3;41;Talle;0;24,11317758;99,07961098;NA
06-mai-13;2013-05-03;Essai;3;41;Talle;-1;21,83576278;98,23831824;NA
06-mai-13;2013-05-03;Essai;3;41;Talle;-2;13,85352068;97,12429563;NA
06-mai-13;2013-05-03;Essai;3;41;Talle;-3;14,36916481;97,6776033;NA
06-mai-13;2013-05-03;Essai;3;41;Talle;-4;13,91335927;99,608175;NA
06-mai-13;2013-05-03;Essai;3;41;Talle;-5;12,0370727;95,17888249;NA
06-mai-13;2013-05-03;Essai;3;41;MB;-6;14,28626175;86,03782106;7
06-mai-13;2013-05-03;Essai;3;41;MB;-7;22,9805992;97,79758563;8
06-mai-13;2013-05-03;Essai;3;41;MB;-8;27,89687969;98,479426;9
06-mai-13;2013-05-03;Essai;3;41;MB;-9;23,44124344;99,80115044;10
06-mai-13;2013-05-03;Essai;3;42;Talle;1;9,02401421;88,37870203;NA
06-mai-13;2013-05-03;Essai;3;42;Talle;0;11,81642798;66,30995605;NA
06-mai-13;2013-05-03;Essai;3;42;Talle;-1;10,42352754;73,9176183;NA
06-mai-13;2013-05-03;Essai;3;42;Talle;-2;16,12609678;99,92698686;NA
06-mai-13;2013-05-03;Essai;3;42;Talle;-3;9,16643328;99,75541948;NA
06-mai-13;2013-05-03;Essai;3;42;Talle;-4;9,82998034;58,4845601;NA
06-mai-13;2013-05-03;Essai;3;42;Talle;-5;19,62915429;96,4363481;NA
06-mai-13;2013-05-03;Essai;3;42;Talle;-6;25,37123958;99,03752018;NA
06-mai-13;2013-05-03;Essai;3;42;Talle;-7;22,1322138;99,00524705;NA
06-mai-13;2013-05-03;Essai;3;42;Talle;-8;25,60865846;99,28451762;NA
06-mai-13;2013-05-03;Essai;3;42;Talle;-9;20,87286148;98,17404877;NA
06-mai-13;2013-05-03;Essai;3;42;Talle;-10;27,04849429;98,74061574;NA
06-mai-13;2013-05-03;Essai;3;42;MB;1;15,55383986;86,12418856;7
06-mai-13;2013-05-03;Essai;3;42;MB;0;24,55898314;95,63658335;8
06-mai-13;2013-05-03;Essai;3;42;MB;-1;28,72397481;98,32443329;9
06-mai-13;2013-05-03;Essai;3;42;MB;-2;19,28028402;99,81010223;10
06-mai-13;2013-05-03;Essai;3;43;Talle;1;8,54546678;65,42221887;NA
06-mai-13;2013-05-03;Essai;3;43;Talle;0;4,07450798;100;NA
06-mai-13;2013-05-03;Essai;3;43;Talle;-1;5,07773178;96,74099485;NA
06-mai-13;2013-05-03;Essai;3;43;Talle;-2;5,47934388;99,94701519;NA
06-mai-13;2013-05-03;Essai;3;43;Talle;-3;16,79077287;99,69741506;NA
06-mai-13;2013-05-03;Essai;3;43;Talle;-4;9,47643266;99,57279504;NA
06-mai-13;2013-05-03;Essai;3;43;Talle;-5;21,3483444;99,62753098;NA
06-mai-13;2013-05-03;Essai;3;43;Talle;-6;14,57755149;92,59910822;NA
06-mai-13;2013-05-03;Essai;3;43;Talle;-7;20,16834676;99,40341;NA
06-mai-13;2013-05-03;Essai;3;43;Talle;-8;13,43626345;99,20653022;NA
06-mai-13;2013-05-03;Essai;3;43;MB;1;10,61836586;28,45338275;7
06-mai-13;2013-05-03;Essai;3;43;MB;0;19,34689679;94,11259598;8
06-mai-13;2013-05-03;Essai;3;43;MB;-1;22,71269651;99,7358311;9
06-mai-13;2013-05-03;Essai;3;43;MB;-2;17,07190134;99,85261606;10
06-mai-13;2013-05-03;Essai;3;44;Talle;1;21,11399003;98,61581122;NA
06-mai-13;2013-05-03;Essai;3;44;Talle;0;28,19639522;99,42225629;NA
06-mai-13;2013-05-03;Essai;3;44;Talle;-1;17,26480418;99,89256554;NA
06-mai-13;2013-05-03;Essai;3;44;Talle;-2;11,46626739;82,94439521;NA
06-mai-13;2013-05-03;Essai;3;44;Talle;-3;3,84450844;91,15203893;NA
06-mai-13;2013-05-03;Essai;3;44;MB;-4;9,17836874;83,91558008;7
06-mai-13;2013-05-03;Essai;3;44;MB;-5;18,77609148;95,87155963;8
06-mai-13;2013-05-03;Essai;3;44;MB;-6;24,11688725;97,27069052;9
06-mai-13;2013-05-03;Essai;3;44;MB;-7;24,33737068;99,30281261;10
06-mai-13;2013-05-03;Essai;3;45;Talle;1;15,67222672;99,0840606;NA
06-mai-13;2013-05-03;Essai;3;45;Talle;0;13,74384348;99,83687744;NA
06-mai-13;2013-05-03;Essai;3;45;Talle;-1;10,65836578;78,6310947;NA
06-mai-13;2013-05-03;Essai;3;45;Talle;-2;12,00142761;99,94893091;NA
06-mai-13;2013-05-03;Essai;3;45;Talle;-3;7,77546832;99,98755393;NA
06-mai-13;2013-05-03;Essai;3;45;Talle;-4;10,05433473;99,96470796;NA
06-mai-13;2013-05-03;Essai;3;45;Talle;-5;26,64801122;99,75668511;NA
06-mai-13;2013-05-03;Essai;3;45;Talle;-6;26,75107553;99,71602043;NA
06-mai-13;2013-05-03;Essai;3;45;Talle;-7;17,74157742;95,97265405;NA
06-mai-13;2013-05-03;Essai;3;45;Talle;-8;24,9886597;99,5243013;NA
06-mai-13;2013-05-03;Essai;3;45;Talle;-9;26,58494683;98,04764996;NA
06-mai-13;2013-05-03;Essai;3;45;Talle;-10;22,71947069;98,65328231;NA
06-mai-13;2013-05-03;Essai;3;45;MB;1;20,47560421;94,43713617;8
06-mai-13;2013-05-03;Essai;3;45;MB;0;32,91235353;99,65009777;9
06-mai-13;2013-05-03;Essai;3;45;MB;-1;27,8676862;99,70829957;10
