variety;date;bloc;plant;axis;num_leaf_bottom;num_leaf_top;fnl;green;necro_tot;necro
tremie;04/03/2012;1;1;MS;7;6;12;40;60;60
tremie;04/03/2012;1;2;MS;7;7;13;60;40;40
tremie;04/03/2012;1;3;MS;7;7;13;10;88;88
tremie;04/03/2012;1;4;MS;7;7;13;0;100;100
tremie;04/03/2012;1;5;MS;7;7;13;20;70;70
tremie;04/03/2012;1;6;MS;7;7;13;40;40;40
tremie;04/03/2012;1;7;MS;7;7;13;30;70;70
tremie;04/03/2012;1;8;MS;7;7;13;15;85;85
tremie;04/03/2012;1;9;MS;7;7;13;0;100;100
tremie;04/03/2012;1;10;MS;7;7;13;0;100;100
tremie;04/03/2012;2;11;MS;7;7;13;10;80;80
tremie;04/03/2012;2;12;MS;7;7;13;5;95;95
tremie;04/03/2012;2;13;MS;7;7;13;0;100;100
tremie;04/03/2012;2;14;MS;7;6;12;30;40;40
tremie;04/03/2012;2;15;MS;7;7;13;70;20;20
tremie;04/03/2012;2;16;MS;7;7;13;20;50;50
tremie;04/03/2012;2;17;MS;7;7;13;5;95;95
tremie;04/03/2012;2;18;MS;7;7;13;5;95;95
tremie;04/03/2012;2;19;MS;7;7;13;25;20;20
tremie;04/03/2012;2;20;MS;7;7;13;0;100;100
tremie;04/03/2012;3;21;MS;7;7;13;10;90;90
tremie;04/03/2012;3;22;MS;7;7;13;20;80;80
tremie;04/03/2012;3;23;MS;7;7;13;10;80;80
tremie;04/03/2012;3;24;MS;7;7;13;10;90;90
tremie;04/03/2012;3;25;MS;7;7;13;30;40;40
tremie;04/03/2012;3;26;MS;7;7;13;10;90;90
tremie;04/03/2012;3;27;MS;7;7;13;0;100;100
tremie;04/03/2012;3;28;MS;7;6;12;10;90;90
tremie;04/03/2012;3;29;MS;7;7;13;5;95;95
tremie;04/03/2012;3;30;MS;7;7;13;5;95;95
tremie;04/03/2012;1;1;MS;8;5;12;0;0;5
tremie;04/03/2012;1;2;MS;8;6;13;2;0;3
tremie;04/03/2012;1;3;MS;8;6;13;5;5;10
tremie;04/03/2012;1;4;MS;8;6;13;0;0;30
tremie;04/03/2012;1;5;MS;8;6;13;0;0;2
tremie;04/03/2012;1;6;MS;8;6;13;;;
tremie;04/03/2012;1;7;MS;8;6;13;0;0;0
tremie;04/03/2012;1;8;MS;8;6;13;;;
tremie;04/03/2012;1;9;MS;8;6;13;0;0;40
tremie;04/03/2012;1;10;MS;8;6;13;0;0;0
tremie;04/03/2012;2;11;MS;8;6;13;0;0;10
tremie;04/03/2012;2;12;MS;8;6;13;10;0;0
tremie;04/03/2012;2;13;MS;8;6;13;0;50;15
tremie;04/03/2012;2;14;MS;8;5;12;0;0;0
tremie;04/03/2012;2;15;MS;8;6;13;0;0;0
tremie;04/03/2012;2;16;MS;8;6;13;0;0;0
tremie;04/03/2012;2;17;MS;8;6;13;0;10;5
tremie;04/03/2012;2;18;MS;8;6;13;0;0;10
tremie;04/03/2012;2;19;MS;8;6;13;0;0;0
tremie;04/03/2012;2;20;MS;8;6;13;0;0;10
tremie;04/03/2012;3;21;MS;8;6;13;0;0;20
tremie;04/03/2012;3;22;MS;8;6;13;0;0;0
tremie;04/03/2012;3;23;MS;8;6;13;0;50;10
tremie;04/03/2012;3;24;MS;8;6;13;0;0;10
tremie;04/03/2012;3;25;MS;8;6;13;0;0;0
tremie;04/03/2012;3;26;MS;8;6;13;0;30;10
tremie;04/03/2012;3;27;MS;8;6;13;0;0;0
tremie;04/03/2012;3;28;MS;8;5;12;0;0;10
tremie;04/03/2012;3;29;MS;8;6;13;0;2;5
tremie;04/03/2012;3;30;MS;8;6;13;0;0;10
tremie;04/03/2012;1;1;MS;9;4;12;0;0;0
tremie;04/03/2012;1;2;MS;9;5;13;0;0;0
tremie;04/03/2012;1;3;MS;9;5;13;0;0;0
tremie;04/03/2012;1;4;MS;9;5;13;0;0;0
tremie;04/03/2012;1;5;MS;9;5;13;0;0;0
tremie;04/03/2012;1;6;MS;9;5;13;0;0;0
tremie;04/03/2012;1;7;MS;9;5;13;0;0;0
tremie;04/03/2012;1;8;MS;9;5;13;0;0;0
tremie;04/03/2012;1;9;MS;9;5;13;0;0;0
tremie;04/03/2012;1;10;MS;9;5;13;0;0;0
tremie;04/03/2012;2;11;MS;9;5;13;0;0;0
tremie;04/03/2012;2;12;MS;9;5;13;0;0;0
tremie;04/03/2012;2;13;MS;9;5;13;0;0;5
tremie;04/03/2012;2;14;MS;9;4;12;0;0;0
tremie;04/03/2012;2;15;MS;9;5;13;;;
tremie;04/03/2012;2;16;MS;9;5;13;0;0;0
tremie;04/03/2012;2;17;MS;9;5;13;0;0;0
tremie;04/03/2012;2;18;MS;9;5;13;0;0;0
tremie;04/03/2012;2;19;MS;9;5;13;0;0;0
tremie;04/03/2012;2;20;MS;9;5;13;0;0;0
tremie;04/03/2012;3;21;MS;9;5;13;0;0;0
tremie;04/03/2012;3;22;MS;9;5;13;0;0;0
tremie;04/03/2012;3;23;MS;9;5;13;0;0;0
tremie;04/03/2012;3;24;MS;9;5;13;0;0;0
tremie;04/03/2012;3;25;MS;9;5;13;0;0;0
tremie;04/03/2012;3;26;MS;9;5;13;0;0;0
tremie;04/03/2012;3;27;MS;9;5;13;0;0;0
tremie;04/03/2012;3;28;MS;9;4;12;0;0;0
tremie;04/03/2012;3;29;MS;9;5;13;0;0;0
tremie;04/03/2012;3;30;MS;9;5;13;0;0;0
tremie;04/11/2012;1;1;MS;2;11;12;0;100;
tremie;04/11/2012;1;2;MS;2;12;13;0;100;
tremie;04/11/2012;1;3;MS;2;12;13;0;100;
tremie;04/11/2012;1;4;MS;2;12;13;0;100;
tremie;04/11/2012;1;5;MS;2;12;13;0;100;
tremie;04/11/2012;1;6;MS;2;12;13;0;100;
tremie;04/11/2012;1;7;MS;2;12;13;0;100;
tremie;04/11/2012;1;8;MS;2;12;13;0;100;
tremie;04/11/2012;1;9;MS;2;12;13;0;100;
tremie;04/11/2012;1;10;MS;2;12;13;0;100;
tremie;04/11/2012;2;11;MS;2;12;13;0;100;
tremie;04/11/2012;2;12;MS;2;12;13;0;100;
tremie;04/11/2012;2;13;MS;2;12;13;0;100;
tremie;04/11/2012;2;14;MS;2;11;12;0;100;
tremie;04/11/2012;2;15;MS;2;12;13;0;100;
tremie;04/11/2012;2;16;MS;2;12;13;0;100;
tremie;04/11/2012;2;17;MS;2;12;13;0;100;
tremie;04/11/2012;2;18;MS;2;12;13;0;100;
tremie;04/11/2012;2;19;MS;2;12;13;0;100;
tremie;04/11/2012;2;20;MS;2;12;13;0;100;
tremie;04/11/2012;3;21;MS;2;12;13;0;100;
tremie;04/11/2012;3;22;MS;2;12;13;0;100;
tremie;04/11/2012;3;23;MS;2;12;13;0;100;
tremie;04/11/2012;3;24;MS;2;12;13;0;100;
tremie;04/11/2012;3;25;MS;2;12;13;0;100;
tremie;04/11/2012;3;26;MS;2;12;13;0;100;
tremie;04/11/2012;3;27;MS;2;12;13;0;100;
tremie;04/11/2012;3;28;MS;2;11;12;0;100;
tremie;04/11/2012;3;29;MS;2;12;13;0;100;
tremie;04/11/2012;3;30;MS;2;12;13;0;100;
tremie;04/11/2012;1;1;MS;3;10;12;0;100;
tremie;04/11/2012;1;2;MS;3;11;13;0;100;
tremie;04/11/2012;1;3;MS;3;11;13;0;100;
tremie;04/11/2012;1;4;MS;3;11;13;0;100;
tremie;04/11/2012;1;5;MS;3;11;13;0;100;
tremie;04/11/2012;1;6;MS;3;11;13;0;100;
tremie;04/11/2012;1;7;MS;3;11;13;0;100;
tremie;04/11/2012;1;8;MS;3;11;13;0;100;
tremie;04/11/2012;1;9;MS;3;11;13;0;100;
tremie;04/11/2012;1;10;MS;3;11;13;0;100;
tremie;04/11/2012;2;11;MS;3;11;13;0;100;
tremie;04/11/2012;2;12;MS;3;11;13;0;100;
tremie;04/11/2012;2;13;MS;3;11;13;0;100;
tremie;04/11/2012;2;14;MS;3;10;12;0;100;
tremie;04/11/2012;2;15;MS;3;11;13;0;100;
tremie;04/11/2012;2;16;MS;3;11;13;0;100;
tremie;04/11/2012;2;17;MS;3;11;13;0;100;
tremie;04/11/2012;2;18;MS;3;11;13;0;100;
tremie;04/11/2012;2;19;MS;3;11;13;0;100;
tremie;04/11/2012;2;20;MS;3;11;13;0;100;
tremie;04/11/2012;3;21;MS;3;11;13;0;100;
tremie;04/11/2012;3;22;MS;3;11;13;0;100;
tremie;04/11/2012;3;23;MS;3;11;13;0;100;
tremie;04/11/2012;3;24;MS;3;11;13;0;100;
tremie;04/11/2012;3;25;MS;3;11;13;0;100;
tremie;04/11/2012;3;26;MS;3;11;13;0;100;
tremie;04/11/2012;3;27;MS;3;11;13;0;100;
tremie;04/11/2012;3;28;MS;3;10;12;0;100;
tremie;04/11/2012;3;29;MS;3;11;13;0;100;
tremie;04/11/2012;3;30;MS;3;11;13;0;100;
tremie;04/11/2012;1;1;MS;4;9;12;0;100;
tremie;04/11/2012;1;2;MS;4;10;13;0;100;
