operateur;MethodeAnalyse;Date d'analyse;fichier;Variete;N prelev;Date;HS;rep;N plante;id_Axe;id_Feuille;ranktop;nmax;HaunStage;Llimbe1;Lgaine;Lentrenoeud;%vert;Llimbe2;Wlimbe;A_bl;A_bl_green;stat;w0,00;w0,05;w0,10;w0,15;w0,20;w0,25;w0,30;w0,35;w0,40;w0,45;w0,50;w0,55;w0,60;w0,65;w0,70;w0,75;w0,80;w0,85;w0,90;w0,95;w1,00
ABICHOU;Lamina2Shape;09-Aug-2012 13:59:38;D:\MyWork\Data_Echap\Manipe_Boigneville20112012\Mesures\Essai_Tremie\MesuresINRA\D2_02,04,2012\scanne_02,04,2012\tremie_02042012_004,tif;TREMIE;date 2;02/04/2012;10,15;NA;19;MB;10;10;NaN;;;;;;22,4;1,2;21,4;21,4;1;0;0,11584;0,40449;0,57163;0,67216;0,75666;0,94282;0,99572;1,0688;1,1262;1,1628;1,1615;1,1729;1,1615;1,0758;1,0902;1,1;1,1269;1,0945;1,031;0,86233
ABICHOU;Lamina2Shape;09-Aug-2012 13:59:38;D:\MyWork\Data_Echap\Manipe_Boigneville20112012\Mesures\Essai_Tremie\MesuresINRA\D2_02,04,2012\scanne_02,04,2012\tremie_02042012_004,tif;TREMIE;date 2;02/04/2012;10,15;NA;20;MB;9;12;NaN;;;;;;16,2;1,1;14,1;13,9;1;0;0,089493;0,29615;0,45812;0,60975;0,739;0,81002;0,84909;0,94494;1,0226;1,0602;1,0642;1,0946;1,0591;1,065;1,0431;1,022;0,97575;0,91177;0,88541;0,73959
ABICHOU;Lamina2Shape;09-Aug-2012 14:07:13;D:\MyWork\Data_Echap\Manipe_Boigneville20112012\Mesures\Essai_Tremie\MesuresINRA\D2_02,04,2012\scanne_02,04,2012\tremie_02042012_005,tif;TREMIE;date 2;02/04/2012;10,15;NA;25;MB;8;18;NaN;;;;;;15,4;0,9;11,4;11,3;1;0;0,21663;0,34954;0,49053;0,62999;0,68501;0,722;0,79525;0,85547;0,88959;0,89993;0,8979;0,88766;0,86893;0,83733;0,8168;0,82785;0,81343;0,77833;0,78322;0,5197
ABICHOU;Lamina2Shape;09-Aug-2012 14:07:13;D:\MyWork\Data_Echap\Manipe_Boigneville20112012\Mesures\Essai_Tremie\MesuresINRA\D2_02,04,2012\scanne_02,04,2012\tremie_02042012_005,tif;TREMIE;date 2;02/04/2012;10,15;NA;25;MB;9;17;NaN;;;;;;18,8;1,1;16;15,5;1;0;0,13982;0,32311;0,44846;0,53649;0,62969;0,70649;0,79704;0,8584;0,98968;1,0292;1,1109;1,1172;1,109;1,0734;1,0329;1,0693;1,0419;1,0174;0,97147;0,55173
ABICHOU;Lamina2Shape;09-Aug-2012 14:07:13;D:\MyWork\Data_Echap\Manipe_Boigneville20112012\Mesures\Essai_Tremie\MesuresINRA\D2_02,04,2012\scanne_02,04,2012\tremie_02042012_005,tif;TREMIE;date 2;02/04/2012;10,15;NA;26;MB;9;18;NaN;;;;;;16;1;12,9;12,6;1;0;0,13053;0,28335;0,39901;0,53217;0,6625;0,79531;0,84147;0,85919;0,8659;0,89818;1,0085;0,99737;1,0155;1,0321;1,0119;0,96836;0,95828;0,95106;0,88251;0,60169
ABICHOU;Lamina2Shape;09-Aug-2012 14:07:13;D:\MyWork\Data_Echap\Manipe_Boigneville20112012\Mesures\Essai_Tremie\MesuresINRA\D2_02,04,2012\scanne_02,04,2012\tremie_02042012_005,tif;TREMIE;date 2;02/04/2012;10,15;NA;26;MB;10;17;NaN;;;;;;21,4;1,3;22;21,9;1;0;0,11309;0,37165;0,53753;0,68425;0,76352;0,86049;1,0441;1,1272;1,1967;1,2291;1,262;1,3024;1,334;1,3071;1,2753;1,2491;1,2297;1,1687;1,1012;0,9822
ABICHOU;Lamina2Shape;09-Aug-2012 14:07:13;D:\MyWork\Data_Echap\Manipe_Boigneville20112012\Mesures\Essai_Tremie\MesuresINRA\D2_02,04,2012\scanne_02,04,2012\tremie_02042012_005,tif;TREMIE;date 2;02/04/2012;10,15;NA;27;MB;8;20;NaN;;;;;;16,7;1,2;14,9;14,7;1;0;0,09245;0,32215;0,46057;0,59334;0,71917;0,79677;0,91925;1,0189;1,066;1,1348;1,1641;1,1619;1,1158;1,0904;1,0689;1,0362;1,0129;0,97885;0,91099;0,6988
ABICHOU;Lamina2Shape;09-Aug-2012 14:07:13;D:\MyWork\Data_Echap\Manipe_Boigneville20112012\Mesures\Essai_Tremie\MesuresINRA\D2_02,04,2012\scanne_02,04,2012\tremie_02042012_005,tif;TREMIE;date 2;02/04/2012;10,15;NA;27;MB;9;19;NaN;;;;;;20;1,3;21,3;21,2;1;0;0,28607;0,50182;0,65498;0,77851;0,84962;1,0365;1,1429;1,1964;1,2527;1,2909;1,3096;1,3069;1,3035;1,2722;1,2758;1,2741;1,2668;1,2033;1,1272;0,76369
ABICHOU;Lamina2Shape;09-Aug-2012 14:07:13;D:\MyWork\Data_Echap\Manipe_Boigneville20112012\Mesures\Essai_Tremie\MesuresINRA\D2_02,04,2012\scanne_02,04,2012\tremie_02042012_005,tif;TREMIE;date 2;02/04/2012;10,15;NA;28;MB;9;20;NaN;;;;;;16,9;1,2;16,7;16,5;1;0;0,08282;0,34517;0,54962;0,70899;0,81274;0,89242;0,9365;1,0771;1,1392;1,1833;1,2298;1,251;1,2314;1,2076;1,2095;1,1716;1,1717;1,1584;1,0684;0,78306
ABICHOU;Lamina2Shape;09-Aug-2012 14:07:13;D:\MyWork\Data_Echap\Manipe_Boigneville20112012\Mesures\Essai_Tremie\MesuresINRA\D2_02,04,2012\scanne_02,04,2012\tremie_02042012_005,tif;TREMIE;date 2;02/04/2012;10,15;NA;28;MB;10;19;NaN;;;;;;21,6;1,5;25,7;25,6;1;0;0,38757;0,62468;0,7745;0,85118;0,94916;1,1336;1,2566;1,3233;1,3729;1,4208;1,4959;1,5082;1,5292;1,5183;1,5108;1,4503;1,4124;1,3376;1,203;0,86933
ABICHOU;Lamina2Shape;09-Aug-2012 14:07:13;D:\MyWork\Data_Echap\Manipe_Boigneville20112012\Mesures\Essai_Tremie\MesuresINRA\D2_02,04,2012\scanne_02,04,2012\tremie_02042012_005,tif;TREMIE;date 2;02/04/2012;10,15;NA;29;MB;8;22;NaN;;;;;;16;1,1;14,1;14;1;0;0,094646;0,3366;0,46614;0,60634;0,72654;0,80985;0,93933;1,0142;1,0536;1,0575;1,0839;1,0717;1,0742;1,0331;1,0241;1,0254;0,99036;0,9575;0,89889;0,75749
ABICHOU;Lamina2Shape;09-Aug-2012 14:07:13;D:\MyWork\Data_Echap\Manipe_Boigneville20112012\Mesures\Essai_Tremie\MesuresINRA\D2_02,04,2012\scanne_02,04,2012\tremie_02042012_005,tif;TREMIE;date 2;02/04/2012;10,15;NA;29;MB;9;21;NaN;;;;;;20,2;1,2;20;20;1;0;0,2379;0,464;0,62461;0,70728;0,77868;0,96566;1,053;1,0987;1,1265;1,1709;1,2105;1,2275;1,1867;1,1688;1,1701;1,1637;1,1813;1,1647;1,0742;0,80913
ABICHOU;Lamina2Shape;09-Aug-2012 16:18:46;D:\MyWork\Data_Echap\Manipe_Boigneville20112012\Mesures\Essai_Tremie\MesuresINRA\D3_11,04,2012\Scanne_11042012\Boigneville_11042012_P14,tif;TREMIE;date 3;11/04/2012;10,98;2;14;MB;9;6;NaN;;;;;;14,8;1,1;13,1;13;1;0;0,087518;0,30297;0,46353;0,58702;0,68699;0,75533;0,87292;0,98599;1,045;1,0808;1,1082;1,1218;1,1327;1,091;1,0812;1,0393;1,0122;1,0344;0,97237;0,76309
ABICHOU;Lamina2Shape;09-Aug-2012 16:28:41;D:\MyWork\Data_Echap\Manipe_Boigneville20112012\Mesures\Essai_Tremie\MesuresINRA\D3_11,04,2012\Scanne_11042012\Boigneville_11042012_P15,tif;TREMIE;date 3;11/04/2012;10,98;2;15;MB;9;7;NaN;;;;;;19;1,3;19,9;19,8;1;0;0,25772;0,41764;0,60788;0,75434;0,82482;0,95867;1,1163;1,2079;1,2477;1,2989;1,303;1,2648;1,2732;1,2672;1,2499;1,2399;1,2419;1,2141;1,1183;0,86416
ABICHOU;Lamina2Shape;09-Aug-2012 16:28:41;D:\MyWork\Data_Echap\Manipe_Boigneville20112012\Mesures\Essai_Tremie\MesuresINRA\D3_11,04,2012\Scanne_11042012\Boigneville_11042012_P15,tif;TREMIE;date 3;11/04/2012;10,98;2;15;MB;10;6;NaN;;;;;;24;1,5;27,9;27,9;1;0;0,17065;0,43508;0,6862;0,79412;0,83348;0,92901;1,1166;1,1862;1,2867;1,3733;1,4318;1,4916;1,5074;1,5259;1,4513;1,5093;1,4805;1,427;1,2815;0,93864
ABICHOU;Lamina2Shape;09-Aug-2012 16:28:41;D:\MyWork\Data_Echap\Manipe_Boigneville20112012\Mesures\Essai_Tremie\MesuresINRA\D3_11,04,2012\Scanne_11042012\Boigneville_11042012_P15,tif;TREMIE;date 3;11/04/2012;10,98;2;15;MB;11;5;NaN;;;;;;24,7;1,7;32,1;32,1;1;0;0,083487;0,41743;0,70427;0,81999;0,94774;1,064;1,2339;1,3707;1,4956;1,5721;1,5888;1,577;1,6388;1,6432;1,6684;1,6872;1,6766;1,6089;1,3157;1,0508
ABICHOU;Lamina2Shape;09-Aug-2012 16:31:32;D:\MyWork\Data_Echap\Manipe_Boigneville20112012\Mesures\Essai_Tremie\MesuresINRA\D3_11,04,2012\Scanne_11042012\Boigneville_11042012_P16,tif;TREMIE;date 3;11/04/2012;10,98;2;16;MB;9;8;NaN;;;;;;19,2;1,2;17,1;16;1;0;0,17232;0,31935;0,41259;0,54278;0,66395;0,80512;0,95612;1,0303;1,0865;1,1102;1,2013;1,1736;1,1624;1,1416;1,1356;1,091;1,0348;0,98511;0,90285;0,80864
ABICHOU;Lamina2Shape;09-Aug-2012 16:31:32;D:\MyWork\Data_Echap\Manipe_Boigneville20112012\Mesures\Essai_Tremie\MesuresINRA\D3_11,04,2012\Scanne_11042012\Boigneville_11042012_P16,tif;TREMIE;date 3;11/04/2012;10,98;2;16;MB;10;7;NaN;;;;;;24,1;1,4;25;24,8;1;0;0,066459;0,22118;0,47384;0,67263;0,8049;0,92268;1,0929;1,1616;1,2215;1,2756;1,2334;1,3104;1,3589;1,3625;1,3146;1,2811;1,2231;1,1928;1,1341;0,90297
ABICHOU;Lamina2Shape;09-Aug-2012 16:31:32;D:\MyWork\Data_Echap\Manipe_Boigneville20112012\Mesures\Essai_Tremie\MesuresINRA\D3_11,04,2012\Scanne_11042012\Boigneville_11042012_P16,tif;TREMIE;date 3;11/04/2012;10,98;2;16;MB;11;6;NaN;;;;;;25,2;1,5;28,8;28,8;1;0;0,14471;0,43212;0,61877;0,75582;0,9112;1,0959;1,2015;1,2904;1,3694;1,4061;1,4398;1,4406;1,4339;1,4128;1,3937;1,4225;1,3894;1,2203;1,1379;1,0398
ABICHOU;Lamina2Shape;09-Aug-2012 16:39:00;D:\MyWork\Data_Echap\Manipe_Boigneville20112012\Mesures\Essai_Tremie\MesuresINRA\D3_11,04,2012\Scanne_11042012\Boigneville_11042012_P17,tif;TREMIE;date 3;11/04/2012;10,98;2;17;MB;9;9;NaN;;;;;;15,4;1,3;15,7;15,5;1;0;0,1048;0,32007;0,48408;0,57875;0,78174;0,89713;1,0359;1,1468;1,2223;1,257;1,2859;1,2867;1,2957;1,2738;1,2715;1,2279;1,209;1,1452;1,0465;0,72976
ABICHOU;Lamina2Shape;09-Aug-2012 16:39:00;D:\MyWork\Data_Echap\Manipe_Boigneville20112012\Mesures\Essai_Tremie\MesuresINRA\D3_11,04,2012\Scanne_11042012\Boigneville_11042012_P17,tif;TREMIE;date 3;11/04/2012;10,98;2;17;MB;10;8;NaN;;;;;;19,5;1,4;20,5;20,1;1;0;0,093605;0,31032;0,55187;0,77171;0,88239;0,97508;1,0706;1,1789;1,2266;1,2513;1,2818;1,3203;1,3218;1,3278;1,3771;1,3373;1,2946;1,2491;1,1465;0,93314
ABICHOU;Lamina2Shape;09-Aug-2012 16:39:00;D:\MyWork\Data_Echap\Manipe_Boigneville20112012\Mesures\Essai_Tremie\MesuresINRA\D3_11,04,2012\Scanne_11042012\Boigneville_11042012_P17,tif;TREMIE;date 3;11/04/2012;10,98;2;17;MB;11;7;NaN;;;;;;21,8;1,6;26,8;26,5;1;0;0,1586;0,44983;0,71419;0,8338;0,9785;1,1003;1,2194;1,2981;1,3808;1,4388;1,4639;1,4975;1,5503;1,5375;1,5595;1,5481;1,5417;1,4896;1,3219;1,1748
ABICHOU;Lamina2Shape;09-Aug-2012 16:42:41;D:\MyWork\Data_Echap\Manipe_Boigneville20112012\Mesures\Essai_Tremie\MesuresINRA\D3_11,04,2012\Scanne_11042012\Boigneville_11042012_P18a,tif;TREMIE;date 3;11/04/2012;10,98;2;18;MB;9;10;NaN;;;;;;18,3;1,4;20,2;19,5;1;0;0,095629;0,33794;0,53263;0,74353;0,86588;1,0155;1,1284;1,2286;1,3009;1,3684;1,3831;1,3723;1,3752;1,403;1,4011;1,3592;1,3038;1,2606;1,1599;0,98523
ABICHOU;Lamina2Shape;09-Aug-2012 16:42:41;D:\MyWork\Data_Echap\Manipe_Boigneville20112012\Mesures\Essai_Tremie\MesuresINRA\D3_11,04,2012\Scanne_11042012\Boigneville_11042012_P18a,tif;TREMIE;date 3;11/04/2012;10,98;2;18;MB;10;9;NaN;;;;;;23,5;1,6;29,3;29,1;1;0;0,28829;0,53267;0,75472;0,91597;1,0421;1,1701;1,2683;1,3548;1,4446;1,504;1,5492;1,5573;1,5098;1,5594;1,5896;1,5982;1,5536;1,4961;1,3504;0,82333
ABICHOU;Lamina2Shape;09-Aug-2012 16:42:41;D:\MyWork\Data_Echap\Manipe_Boigneville20112012\Mesures\Essai_Tremie\MesuresINRA\D3_11,04,2012\Scanne_11042012\Boigneville_11042012_P18a,tif;TREMIE;date 3;11/04/2012;10,98;2;18;MB;11;8;NaN;;;;;;22,5;1,9;31,7;31,6;1;0;0,195;0,55818;0,79359;0,95564;1,0674;1,2156;1,3277;1,4846;1,6078;1,6875;1,7592;1,8169;1,8756;1,8193;1,7494;1,6986;1,7075;1,652;1,5001;1,3852
ABICHOU;Lamina2Shape;09-Aug-2012 16:56:55;D:\MyWork\Data_Echap\Manipe_Boigneville20112012\Mesures\Essai_Tremie\MesuresINRA\D3_11,04,2012\Scanne_11042012\Boigneville_11042012_P19a,tif;TREMIE;date 3;11/04/2012;10,98;2;19;MB;9;11;NaN;;;;;;19,7;1,3;19,4;19,1;1;0;0,069829;0,27736;0,47877;0,64103;0,72133;0,83793;0,98039;1,118;1,1728;1,2297;1,2885;1,2944;1,2647;1,238;1,2459;1,2236;1,19;1,154;1,0313;0,50671
ABICHOU;Lamina2Shape;09-Aug-2012 16:56:55;D:\MyWork\Data_Echap\Manipe_Boigneville20112012\Mesures\Essai_Tremie\MesuresINRA\D3_11,04,2012\Scanne_11042012\Boigneville_11042012_P19a,tif;TREMIE;date 3;11/04/2012;10,98;2;19;MB;10;10;NaN;;;;;;24,8;1,6;29,5;29,3;1;0;0,14618;0,40305;0,67452;0,76966;0,87742;1,0141;1,1528;1,2561;1,3602;1,4169;1,4752;1,5233;1,5362;1,5321;1,5458;1,5237;1,4898;1,4192;1,3057;0,76579
ABICHOU;Lamina2Shape;09-Aug-2012 16:56:55;D:\MyWork\Data_Echap\Manipe_Boigneville20112012\Mesures\Essai_Tremie\MesuresINRA\D3_11,04,2012\Scanne_11042012\Boigneville_11042012_P19a,tif;TREMIE;date 3;11/04/2012;10,98;2;19;MB;11;9;NaN;;;;;;22,2;1,7;29,6;29,5;1;0;0,28909;0,57287;0,70119;0,80377;0,91794;1,106;1,262;1,4242;1,5496;1,6448;1,7236;1,7195;1,7262;1,7011;1,6856;1,6682;1,6365;1,5773;1,4476;1,3064
ABICHOU;Lamina2Shape;17-Aug-2012 10:59:35;D:\MyWork\Data_Echap\Manipe_Boigneville20112012\Mesures\Essai_Tremie\MesuresINRA\D3_11,04,2012\Scanne_11042012\Boigneville_11042012_P20a,tif;TREMIE;date 3;11/04/2012;10,98;3;20;MB;8;13;NaN;;;;;;9,5;0,4;3;2,8;1;0;0,042093;0,15186;0,22511;0,2404;0,31239;0,35906;0,40095;0,40261;0,39404;0,40588;0,40797;0,40323;0,40828;0,39197;0,35924;0,34231;0,33093;0,2982;0,19723;0,038648
ABICHOU;Lamina2Shape;17-Aug-2012 10:59:36;D:\MyWork\Data_Echap\Manipe_Boigneville20112012\Mesures\Essai_Tremie\MesuresINRA\D3_11,04,2012\Scanne_11042012\Boigneville_11042012_P20a,tif;TREMIE;date 3;11/04/2012;10,98;3;20;MB;11;10;NaN;;;;;;21,3;1,4;22,6;22,5;1;0;0,13851;0,36452;0,50604;0,60779;0,73363;0,94702;1,102;1,1905;1,2566;1,3032;1,3424;1,3883;1,4035;1,4116;1,4134;1,3837;1,3378;1,2769;1,1017;0,62391
ABICHOU;Lamina2Shape;17-Aug-2012 10:59:36;D:\MyWork\Data_Echap\Manipe_Boigneville20112012\Mesures\Essai_Tremie\MesuresINRA\D3_11,04,2012\Scanne_11042012\Boigneville_11042012_P20a,tif;TREMIE;date 3;11/04/2012;10,98;3;20;MB;12;9;NaN;;;;;;22,5;1,6;25,9;25,8;1;0;0,15074;0,43368;0,64771;0,72525;0,85665;0,99913;1,2064;1,3918;1,4627;1,5252;1,5591;1,5223;1,4943;1,4532;1,4306;1,371;1,3334;1,1827;0,97944;0,78661
ABICHOU;Lamina2Shape;17-Aug-2012 11:11:43;D:\MyWork\Data_Echap\Manipe_Boigneville20112012\Mesures\Essai_Tremie\MesuresINRA\D3_11,04,2012\Scanne_11042012\Boigneville_11042012_P21,tif;TREMIE;date 3;11/04/2012;10,98;3;21;MB;9;13;NaN;;;;;;20,1;1,3;21,3;21,2;1;0;0,16306;0,38417;0,58712;0,70914;0,85093;1,0358;1,1162;1,1741;1,2267;1,2816;1,2929;1,281;1,2341;1,3113;1,2731;1,2418;1,2439;1,1957;1,0939;0,87262
ABICHOU;Lamina2Shape;17-Aug-2012 11:11:43;D:\MyWork\Data_Echap\Manipe_Boigneville20112012\Mesures\Essai_Tremie\MesuresINRA\D3_11,04,2012\Scanne_11042012\Boigneville_11042012_P21,tif;TREMIE;date 3;11/04/2012;10,98;3;21;MB;10;12;NaN;;;;;;25,1;1,5;30,9;30,8;1;0;0,31007;0,59001;0,7548;0,89409;1,0426;1,1656;1,2836;1,3801;1,4345;1,4876;1,4951;1,5091;1,5448;1,4946;1,5172;1,5086;1,4927;1,4182;1,2964;0,97391
ABICHOU;Lamina2Shape;17-Aug-2012 11:22:14;D:\MyWork\Data_Echap\Manipe_Boigneville20112012\Mesures\Essai_Tremie\MesuresINRA\D3_11,04,2012\Scanne_11042012\Boigneville_11042012_P22,tif;TREMIE;date 3;11/04/2012;10,98;3;22;MB;8;15;NaN;;;;;;19,4;1,2;18,4;16,7;1;0;0,13607;0,22186;0,4496;0,59226;0,67962;0,82434;0,96993;1,1098;1,1428;1,1907;1,2015;1,2299;1,2309;1,2149;1,2109;1,1783;1,1475;1,0916;1,045;0,80634
ABICHOU;Lamina2Shape;17-Aug-2012 11:56:34;D:\MyWork\Data_Echap\Manipe_Boigneville20112012\Mesures\Essai_Tremie\MesuresINRA\D3_11,04,2012\Scanne_11042012\Boigneville_11042012_P23,tif;TREMIE;date 3;11/04/2012;10,98;3;23;MB;11;13;NaN;;;;;;24,3;1,7;32,5;32,5;1;0;0,17306;0,52681;0,73132;0,9029;1,0804;1,2423;1,363;1,469;1,5259;1,5485;1,5807;1,6096;1,6348;1,6611;1,6508;1,6728;1,6962;1,6248;1,4764;1,1288
ABICHOU;Lamina2Shape;17-Aug-2012 12:02:15;D:\MyWork\Data_Echap\Manipe_Boigneville20112012\Mesures\Essai_Tremie\MesuresINRA\D3_11,04,2012\Scanne_11042012\Boigneville_11042012_P24,tif;TREMIE;date 3;11/04/2012;10,98;3;24;MB;10;15;NaN;;;;;;26,3;1,6;32,5;32;1;0;0,33531;0,60296;0,77448;0,87567;1,0582;1,1993;1,2645;1,3615;1,4549;1,5267;1,6163;1,6048;1,5503;1,5663;1,55;1,5239;1,4644;1,4211;1,3413;0,91152
ABICHOU;Lamina2Shape;17-Aug-2012 12:06:29;D:\MyWork\Data_Echap\Manipe_Boigneville20112012\Mesures\Essai_Tremie\MesuresINRA\D3_11,04,2012\Scanne_11042012\Boigneville_11042012_P25,tif;TREMIE;date 3;11/04/2012;10,98;3;25;MB;10;16;NaN;;;;;;18,4;1,2;18;18;1;0;0,11323;0,43861;0,6145;0,79907;0,914;0,9836;1,0554;1,1046;1,1489;1,1691;1,1899;1,1956;1,1626;1,1416;1,0983;1,0876;1,0476;1,0225;0,98669;0,69865
ABICHOU;Lamina2Shape;17-Aug-2012 12:06:29;D:\MyWork\Data_Echap\Manipe_Boigneville20112012\Mesures\Essai_Tremie\MesuresINRA\D3_11,04,2012\Scanne_11042012\Boigneville_11042012_P25,tif;TREMIE;date 3;11/04/2012;10,98;3;25;MB;11;15;NaN;;;;;;21,5;1,5;25,2;25,1;1;0;0,26361;0,55755;0,69894;0,82328;0,96395;1,0567;1,161;1,2503;1,3257;1,3829;1,4072;1,4484;1,4748;1,4696;1,4238;1,4203;1,4122;1,3911;1,2616;1,1143
ABICHOU;Lamina2Shape;17-Aug-2012 12:16:58;D:\MyWork\Data_Echap\Manipe_Boigneville20112012\Mesures\Essai_Tremie\MesuresINRA\D3_11,04,2012\Scanne_11042012\Boigneville_11042012_P26,tif;TREMIE;date 3;11/04/2012;10,98;3;26;MB;10;17;NaN;;;;;;25,3;1,5;29,6;29,1;1;0;0,17306;0,46082;0,68279;0,81861;0,95494;1,0612;1,2275;1,2664;1,3759;1,4344;1,4332;1,4322;1,5205;1,5371;1,5342;1,536;1,484;1,4071;1,2853;0,51952
ABICHOU;Lamina2Shape;17-Aug-2012 12:16:58;D:\MyWork\Data_Echap\Manipe_Boigneville20112012\Mesures\Essai_Tremie\MesuresINRA\D3_11,04,2012\Scanne_11042012\Boigneville_11042012_P26,tif;TREMIE;date 3;11/04/2012;10,98;3;26;MB;11;16;NaN;;;;;;25,6;1,8;35,1;35;1;0;0,14667;0,48045;0,76151;0,88439;1,0727;1,2393;1,404;1,5301;1,5808;1,6096;1,6503;1,697;1,736;1,7614;1,7568;1,7429;1,7333;1,6869;1,4926;1,1732
ABICHOU;Lamina2Shape;17-Aug-2012 12:23:54;D:\MyWork\Data_Echap\Manipe_Boigneville20112012\Mesures\Essai_Tremie\MesuresINRA\D3_11,04,2012\Scanne_11042012\Boigneville_11042012_P27a,tif;TREMIE;date 3;11/04/2012;10,98;3;27;MB;9;19;NaN;;;;;;18,3;0,9;13,2;13,1;1;0;0,12532;0,25237;0,36401;0,45425;0,55067;0,63038;0,71023;0,77495;0,81945;0,86302;0,90901;0,88383;0,93618;0,93752;0,92934;0,93571;0,91449;0,89951;0,82309;0,48206
ABICHOU;Lamina2Shape;17-Aug-2012 12:36:59;D:\MyWork\Data_Echap\Manipe_Boigneville20112012\Mesures\Essai_Tremie\MesuresINRA\D3_11,04,2012\Scanne_11042012\Boigneville_11042012_P28a,tif;TREMIE;date 3;11/04/2012;10,98;3;28;MB;8;21;NaN;;;;;;20,9;1,4;21,4;21;1;0;0,054691;0,26908;0,41114;0,60177;0,71234;0,81657;1,0103;1,1078;1,2133;1,2528;1,2815;1,3103;1,3048;1,3524;1,3635;1,3457;1,243;1,227;1,1277;0,96928
ABICHOU;Lamina2Shape;17-Aug-2012 12:54:55;D:\MyWork\Data_Echap\Manipe_Boigneville20112012\Mesures\Essai_Tremie\MesuresINRA\D3_11,04,2012\Scanne_11042012\Boigneville_11042012_P29,tif;TREMIE;date 3;11/04/2012;10,98;3;29;MB;9;21;NaN;;;;;;21,2;1,6;26;25,9;1;0;0,12576;0,4299;0,7109;0,80278;0,84391;1,0156;1,2003;1,3076;1,3846;1,4354;1,517;1,5535;1,5819;1,5877;1,5904;1,5629;1,5131;1,4983;1,3752;0,98078
ABICHOU;Lamina2Shape;17-Aug-2012 13:04:39;D:\MyWork\Data_Echap\Manipe_Boigneville20112012\Mesures\Essai_Tremie\MesuresINRA\D3_11,04,2012\Scanne_11042012\Boigneville_11042012_P30,tif;TREMIE;date 3;11/04/2012;10,98;3;30;MB;9;22;NaN;;;;;;19,2;1;13,4;13,4;1;0;0,13584;0,23513;0,30421;0,38141;0,50885;0,59281;0,66495;0,713;0,69921;0,76637;0,85923;0,90382;0,8986;0,94979;0,94527;0,94147;0,91384;0,87156;0,84091;0,71681
ABICHOU;Lamina2Shape;27-Aug-2012 12:41:05;D:\MyWork\Data_Echap\Manipe_Boigneville20112012\Mesures\Essai_Tremie\MesuresINRA\datesMesures\D4_09,05,2012\scannes_09,05,2012\09052012_R2_P16,tif;TREMIE;date 4;09/05/2012;12,63;2;16;MB;12;5;13;13;;;;;24,2;1,8;33,5;33,3;1;0;0,055084;0,35669;0,66484;0,81395;1,099;1,2756;1,3947;1,4774;1,5757;1,643;1,7444;1,7657;1,7754;1,7668;1,7538;1,6956;1,6791;1,6493;1,4728;1,0109
ABICHOU;Lamina2Shape;29-Aug-2012 15:08:56;D:\MyWork\Data_Echap\Manipe_Boigneville20112012\Mesures\Essai_Tremie\MesuresINRA\datesMesures\D4_09,05,2012\scannes_09,05,2012\09052012_R2_P17,tif;TREMIE;date 4;09/05/2012;12,63;2;17;MB;11;7;13;13;;;;;19,3;1,5;22,8;22,7;1;0;0,1767;0,53015;0,73501;0,84834;0,93469;1,1102;1,2482;1,3565;1,419;1,4389;1,4532;1,443;1,4368;1,4131;1,3821;1,3837;1,3708;1,3373;1,2477;0,85552
ABICHOU;Lamina2Shape;29-Aug-2012 15:08:56;D:\MyWork\Data_Echap\Manipe_Boigneville20112012\Mesures\Essai_Tremie\MesuresINRA\datesMesures\D4_09,05,2012\scannes_09,05,2012\09052012_R2_P17,tif;TREMIE;date 4;09/05/2012;12,63;2;17;MB;12;6;13;13;;;;;16,8;1,7;21,5;21,5;1;0;0,34173;0,62531;0,75289;0,79895;1,0198;1,1688;1,2642;1,3981;1,4906;1,58;1,6377;1,6397;1,6421;1,684;1,666;1,6331;1,5772;1,4779;1,3101;1,0731
ABICHOU;Lamina2Shape;29-Aug-2012 16:10:49;D:\MyWork\Data_Echap\Manipe_Boigneville20112012\Mesures\Essai_Tremie\MesuresINRA\datesMesures\D4_09,05,2012\scannes_09,05,2012\09052012_R2_P18,tif;TREMIE;date 4;09/05/2012;12,63;2;18;MB;13;6;13;13;;;;;10,9;1,7;13,8;13,8;1;0;0,10975;0,30002;0,549;0,7878;1,0013;1,1547;1,2327;1,2818;1,3239;1,3615;1,4216;1,469;1,5354;1,6138;1,6798;1,6699;1,635;1,5452;1,3795;1,2319
ABICHOU;Lamina2Shape;29-Aug-2012 16:10:49;D:\MyWork\Data_Echap\Manipe_Boigneville20112012\Mesures\Essai_Tremie\MesuresINRA\datesMesures\D4_09,05,2012\scannes_09,05,2012\09052012_R2_P18,tif;TREMIE;date 4;09/05/2012;12,63;2;18;MB;12;7;13;13;;;;;18,8;1,9;26,6;26,5;1;0;0,073408;0,32087;0,64626;0,85622;0,96532;1,185;1,3429;1,4598;1,5628;1,6493;1,7303;1,8072;1,7903;1,8826;1,8861;1,8462;1,7843;1,6456;1,4215;0,85674
