variety;date;blo;plant;axis;num_leaf_bottom;num_leaf_top;fnl;green;necro_tot;length;green_length;senesced_length
tremie;02/05/2013;2;18;MS;10;;12;100;0;20.9;20.9;0
tremie;02/05/2013;2;19;MS;10;;11;100;0;18.6;18.6;0
tremie;02/05/2013;2;20;MS;10;;12;100;0;21.3;21.3;0
tremie;02/05/2013;2;21;MS;10;;11;100;0;16.3;16.3;0
tremie;02/05/2013;2;22;MS;10;;12;100;0;23.6;23.6;0
tremie;02/05/2013;2;23;MS;10;;11;;;8.7;0;8.7
tremie;02/05/2013;2;24;MS;10;;12;100;0;21.6;21.6;0
tremie;02/05/2013;2;25;MS;10;;12;100;0;22.4;22.4;0
tremie;02/05/2013;2;26;MS;10;;11;100;0;8.9;8.9;0
tremie;02/05/2013;2;27;MS;10;;11;100;0;20.1;20.1;0
tremie;02/05/2013;2;28;MS;10;;11;100;0;8.7;8.7;0
tremie;02/05/2013;2;29;MS;10;;12;100;0;23.3;23.3;0
tremie;02/05/2013;2;30;MS;10;;12;100;0;22.2;22.2;0
tremie;02/05/2013;3;31;MS;10;;11;100;0;19;19;0
tremie;02/05/2013;3;32;MS;10;;11;100;0;18.2;18.2;0
tremie;02/05/2013;3;33;MS;10;;11;100;0;14.8;14.8;0
tremie;02/05/2013;3;34;MS;10;;11;100;0;25;25;0
tremie;02/05/2013;3;35;MS;10;;11;100;0;13.5;13.5;0
tremie;02/05/2013;3;36;MS;10;;11;100;0;15.2;15.2;0
tremie;02/05/2013;3;37;MS;10;;11;100;0;24.4;24.4;0
tremie;02/05/2013;3;38;MS;10;;11;100;0;11.2;11.2;0
tremie;02/05/2013;3;39;MS;10;;11;100;0;13.8;13.8;0
tremie;02/05/2013;3;40;MS;10;;11;100;0;10.5;10.5;0
tremie;02/05/2013;3;41;MS;10;;11;100;0;13.6;13.6;0
tremie;02/05/2013;3;42;MS;10;;11;100;0;16.8;16.8;0
tremie;02/05/2013;3;43;MS;10;;11;100;0;9;9;0
tremie;02/05/2013;3;44;MS;10;;11;100;0;11.5;11.5;0
tremie;02/05/2013;3;45;MS;10;;11;100;0;15.1;15.1;0
tremie;22/05/2013;1;1;MS;11;;12;;;;;
tremie;22/05/2013;1;2;MS;11;;11;;;;;
tremie;22/05/2013;1;3;MS;11;;11;;;;;
tremie;22/05/2013;1;4;MS;11;;11;;;;;
tremie;22/05/2013;1;5;MS;11;;11;;;;;
tremie;22/05/2013;1;6;MS;11;;11;;;;;
tremie;22/05/2013;1;7;MS;11;;12;;;8.5;0;8.5
tremie;22/05/2013;1;8;MS;11;;12;;;8.7;0;8.7
tremie;22/05/2013;1;9;MS;11;;11;;;;;
tremie;22/05/2013;1;10;MS;11;;12;;;9.9;0;9.9
tremie;22/05/2013;1;11;MS;11;;11;;;;;
tremie;22/05/2013;1;12;MS;11;;12;;;7.2;0;7.2
tremie;22/05/2013;1;13;MS;11;;11;;;;;
tremie;22/05/2013;1;14;MS;11;;11;;;;;
tremie;22/05/2013;1;15;MS;11;;12;;;6;0;6
tremie;22/05/2013;2;16;MS;11;;11;;;;;
tremie;22/05/2013;2;17;MS;11;;11;;;;;
tremie;22/05/2013;2;18;MS;11;;12;;;;;
tremie;22/05/2013;2;19;MS;11;;11;;;;;
tremie;22/05/2013;2;20;MS;11;;12;;;7.3;0;7.3
tremie;22/05/2013;2;21;MS;11;;11;;;;;
tremie;22/05/2013;2;22;MS;11;;12;;;6;0;6
tremie;22/05/2013;2;23;MS;11;;11;;;;;
tremie;22/05/2013;2;24;MS;11;;12;;;;;
tremie;22/05/2013;2;25;MS;11;;12;;;3.9;0;3.9
tremie;22/05/2013;2;26;MS;11;;11;;;;;
tremie;22/05/2013;2;27;MS;11;;11;;;;;
tremie;22/05/2013;2;28;MS;11;;11;;;;;
tremie;22/05/2013;2;29;MS;11;;12;;;8.5;0;8.5
tremie;22/05/2013;2;30;MS;11;;12;;;;;
tremie;22/05/2013;3;31;MS;11;;11;;;;;
tremie;22/05/2013;3;32;MS;11;;11;;;;;
tremie;22/05/2013;3;33;MS;11;;11;;;;;
tremie;22/05/2013;3;34;MS;11;;11;;;;;
tremie;22/05/2013;3;35;MS;11;;11;;;;;
tremie;22/05/2013;3;36;MS;11;;11;;;;;
tremie;22/05/2013;3;37;MS;11;;11;;;;;
tremie;22/05/2013;3;38;MS;11;;11;;;;;
tremie;22/05/2013;3;39;MS;11;;11;;;;;
tremie;22/05/2013;3;40;MS;11;;11;;;;;
tremie;22/05/2013;3;41;MS;11;;11;;;;;
tremie;22/05/2013;3;42;MS;11;;11;;;;;
tremie;22/05/2013;3;43;MS;11;;11;;;;;
tremie;22/05/2013;3;44;MS;11;;11;;;;;
tremie;22/05/2013;3;45;MS;11;;11;;;;;
tremie;22/05/2013;1;1;MS;1;;12;0;100;;;
tremie;22/05/2013;1;2;MS;1;;11;0;100;;;
tremie;22/05/2013;1;3;MS;1;;11;0;100;;;
tremie;22/05/2013;1;4;MS;1;;11;0;100;;;
tremie;22/05/2013;1;5;MS;1;;11;0;100;;;
tremie;22/05/2013;1;6;MS;1;;11;0;100;;;
tremie;22/05/2013;1;7;MS;1;;12;0;100;;;
tremie;22/05/2013;1;8;MS;1;;12;0;100;;;
tremie;22/05/2013;1;9;MS;1;;11;0;100;;;
tremie;22/05/2013;1;10;MS;1;;12;0;100;;;
tremie;22/05/2013;1;11;MS;1;;11;0;100;;;
tremie;22/05/2013;1;12;MS;1;;12;0;100;;;
tremie;22/05/2013;1;13;MS;1;;11;0;100;;;
tremie;22/05/2013;1;14;MS;1;;11;0;100;;;
tremie;22/05/2013;1;15;MS;1;;12;0;100;;;
tremie;22/05/2013;2;16;MS;1;;11;0;100;;;
tremie;22/05/2013;2;17;MS;1;;11;0;100;;;
tremie;22/05/2013;2;18;MS;1;;12;0;100;;;
tremie;22/05/2013;2;19;MS;1;;11;0;100;;;
tremie;22/05/2013;2;20;MS;1;;12;0;100;;;
tremie;22/05/2013;2;21;MS;1;;11;0;100;;;
tremie;22/05/2013;2;22;MS;1;;12;0;100;;;
tremie;22/05/2013;2;23;MS;1;;11;0;100;;;
tremie;22/05/2013;2;24;MS;1;;12;0;100;;;
tremie;22/05/2013;2;25;MS;1;;12;0;100;;;
tremie;22/05/2013;2;26;MS;1;;11;0;100;;;
tremie;22/05/2013;2;27;MS;1;;11;0;100;;;
tremie;22/05/2013;2;28;MS;1;;11;0;100;;;
tremie;22/05/2013;2;29;MS;1;;12;0;100;;;
tremie;22/05/2013;2;30;MS;1;;12;0;100;;;
tremie;22/05/2013;3;31;MS;1;;11;0;100;;;
tremie;22/05/2013;3;32;MS;1;;11;0;100;;;
tremie;22/05/2013;3;33;MS;1;;11;0;100;;;
tremie;22/05/2013;3;34;MS;1;;11;0;100;;;
tremie;22/05/2013;3;35;MS;1;;11;0;100;;;
tremie;22/05/2013;3;36;MS;1;;11;0;100;;;
tremie;22/05/2013;3;37;MS;1;;11;0;100;;;
tremie;22/05/2013;3;38;MS;1;;11;0;100;;;
tremie;22/05/2013;3;39;MS;1;;11;0;100;;;
tremie;22/05/2013;3;40;MS;1;;11;0;100;;;
tremie;22/05/2013;3;41;MS;1;;11;0;100;;;
tremie;22/05/2013;3;42;MS;1;;11;0;100;;;
tremie;22/05/2013;3;43;MS;1;;11;0;100;;;
tremie;22/05/2013;3;44;MS;1;;11;0;100;;;
tremie;22/05/2013;3;45;MS;1;;11;0;100;;;
tremie;22/05/2013;1;1;MS;2;;12;0;100;;;
tremie;22/05/2013;1;2;MS;2;;11;0;100;;;
tremie;22/05/2013;1;3;MS;2;;11;0;100;;;
tremie;22/05/2013;1;4;MS;2;;11;0;100;;;
tremie;22/05/2013;1;5;MS;2;;11;0;100;;;
tremie;22/05/2013;1;6;MS;2;;11;0;100;;;
tremie;22/05/2013;1;7;MS;2;;12;0;100;;;
tremie;22/05/2013;1;8;MS;2;;12;0;100;;;
tremie;22/05/2013;1;9;MS;2;;11;0;100;;;
tremie;22/05/2013;1;10;MS;2;;12;0;100;;;
tremie;22/05/2013;1;11;MS;2;;11;0;100;;;
tremie;22/05/2013;1;12;MS;2;;12;0;100;;;
tremie;22/05/2013;1;13;MS;2;;11;0;100;;;
tremie;22/05/2013;1;14;MS;2;;11;0;100;;;
tremie;22/05/2013;1;15;MS;2;;12;0;100;;;
tremie;22/05/2013;2;16;MS;2;;11;0;100;;;
tremie;22/05/2013;2;17;MS;2;;11;0;100;;;
tremie;22/05/2013;2;18;MS;2;;12;0;100;;;
tremie;22/05/2013;2;19;MS;2;;11;0;100;;;
tremie;22/05/2013;2;20;MS;2;;12;0;100;;;
tremie;22/05/2013;2;21;MS;2;;11;0;100;;;
tremie;22/05/2013;2;22;MS;2;;12;0;100;;;
tremie;22/05/2013;2;23;MS;2;;11;0;100;;;
tremie;22/05/2013;2;24;MS;2;;12;0;100;;;
tremie;22/05/2013;2;25;MS;2;;12;0;100;;;
tremie;22/05/2013;2;26;MS;2;;11;0;100;;;
tremie;22/05/2013;2;27;MS;2;;11;0;100;;;
tremie;22/05/2013;2;28;MS;2;;11;0;100;;;
tremie;22/05/2013;2;29;MS;2;;12;0;100;;;
tremie;22/05/2013;2;30;MS;2;;12;0;100;;;
tremie;22/05/2013;3;31;MS;2;;11;0;100;;;
tremie;22/05/2013;3;32;MS;2;;11;0;100;;;
tremie;22/05/2013;3;33;MS;2;;11;0;100;;;
tremie;22/05/2013;3;34;MS;2;;11;0;100;;;
tremie;22/05/2013;3;35;MS;2;;11;0;100;;;
tremie;22/05/2013;3;36;MS;2;;11;0;100;;;
tremie;22/05/2013;3;37;MS;2;;11;0;100;;;
tremie;22/05/2013;3;38;MS;2;;11;0;100;;;
tremie;22/05/2013;3;39;MS;2;;11;0;100;;;
tremie;22/05/2013;3;40;MS;2;;11;0;100;;;
tremie;22/05/2013;3;41;MS;2;;11;0;100;;;
tremie;22/05/2013;3;42;MS;2;;11;0;100;;;
tremie;22/05/2013;3;43;MS;2;;11;0;100;;;
tremie;22/05/2013;3;44;MS;2;;11;0;100;;;
tremie;22/05/2013;3;45;MS;2;;11;0;100;;;
tremie;22/05/2013;1;1;MS;3;;12;0;100;;;
tremie;22/05/2013;1;2;MS;3;;11;0;100;;;
tremie;22/05/2013;1;3;MS;3;;11;0;100;;;
tremie;22/05/2013;1;4;MS;3;;11;0;100;;;
tremie;22/05/2013;1;5;MS;3;;11;0;100;;;
tremie;22/05/2013;1;6;MS;3;;11;0;100;;;
tremie;22/05/2013;1;7;MS;3;;12;0;100;;;
tremie;22/05/2013;1;8;MS;3;;12;0;100;;;
tremie;22/05/2013;1;9;MS;3;;11;0;100;;;
tremie;22/05/2013;1;10;MS;3;;12;0;100;;;
tremie;22/05/2013;1;11;MS;3;;11;0;100;;;
tremie;22/05/2013;1;12;MS;3;;12;0;100;;;
tremie;22/05/2013;1;13;MS;3;;11;0;100;;;
tremie;22/05/2013;1;14;MS;3;;11;0;100;;;
tremie;22/05/2013;1;15;MS;3;;12;0;100;;;
tremie;22/05/2013;2;16;MS;3;;11;0;100;;;
tremie;22/05/2013;2;17;MS;3;;11;0;100;;;
tremie;22/05/2013;2;18;MS;3;;12;0;100;;;
tremie;22/05/2013;2;19;MS;3;;11;0;100;;;
tremie;22/05/2013;2;20;MS;3;;12;0;100;;;
tremie;22/05/2013;2;21;MS;3;;11;0;100;;;
tremie;22/05/2013;2;22;MS;3;;12;0;100;;;
tremie;22/05/2013;2;23;MS;3;;11;0;100;;;
tremie;22/05/2013;2;24;MS;3;;12;0;100;;;
tremie;22/05/2013;2;25;MS;3;;12;0;100;;;
tremie;22/05/2013;2;26;MS;3;;11;0;100;;;
tremie;22/05/2013;2;27;MS;3;;11;0;100;;;
tremie;22/05/2013;2;28;MS;3;;11;0;100;;;
tremie;22/05/2013;2;29;MS;3;;12;0;100;;;
tremie;22/05/2013;2;30;MS;3;;12;0;100;;;
tremie;22/05/2013;3;31;MS;3;;11;0;100;;;
tremie;22/05/2013;3;32;MS;3;;11;0;100;;;
tremie;22/05/2013;3;33;MS;3;;11;0;100;;;
tremie;22/05/2013;3;34;MS;3;;11;0;100;;;
tremie;22/05/2013;3;35;MS;3;;11;0;100;;;
tremie;22/05/2013;3;36;MS;3;;11;0;100;;;
tremie;22/05/2013;3;37;MS;3;;11;0;100;;;
tremie;22/05/2013;3;38;MS;3;;11;0;100;;;
tremie;22/05/2013;3;39;MS;3;;11;0;100;;;
tremie;22/05/2013;3;40;MS;3;;11;0;100;;;
tremie;22/05/2013;3;41;MS;3;;11;0;100;;;
tremie;22/05/2013;3;42;MS;3;;11;0;100;;;
tremie;22/05/2013;3;43;MS;3;;11;0;100;;;
tremie;22/05/2013;3;44;MS;3;;11;0;100;;;
tremie;22/05/2013;3;45;MS;3;;11;0;100;;;
tremie;22/05/2013;1;1;MS;4;;12;0;100;;;
tremie;22/05/2013;1;2;MS;4;;11;0;100;;;
tremie;22/05/2013;1;3;MS;4;;11;0;100;;;
tremie;22/05/2013;1;4;MS;4;;11;0;100;;;
tremie;22/05/2013;1;5;MS;4;;11;0;100;;;
tremie;22/05/2013;1;6;MS;4;;11;0;100;;;
tremie;22/05/2013;1;7;MS;4;;12;0;100;;;
tremie;22/05/2013;1;8;MS;4;;12;0;100;;;
tremie;22/05/2013;1;9;MS;4;;11;0;100;;;
tremie;22/05/2013;1;10;MS;4;;12;0;100;;;
tremie;22/05/2013;1;11;MS;4;;11;0;100;;;
tremie;22/05/2013;1;12;MS;4;;12;0;100;;;
tremie;22/05/2013;1;13;MS;4;;11;0;100;;;
tremie;22/05/2013;1;14;MS;4;;11;0;100;;;
tremie;22/05/2013;1;15;MS;4;;12;0;100;;;
tremie;22/05/2013;2;16;MS;4;;11;0;100;;;
tremie;22/05/2013;2;17;MS;4;;11;0;100;;;
tremie;22/05/2013;2;18;MS;4;;12;0;100;;;
tremie;22/05/2013;2;19;MS;4;;11;0;100;;;
tremie;22/05/2013;2;20;MS;4;;12;0;100;;;
tremie;22/05/2013;2;21;MS;4;;11;0;100;;;
tremie;22/05/2013;2;22;MS;4;;12;0;100;;;
tremie;22/05/2013;2;23;MS;4;;11;0;100;;;
tremie;22/05/2013;2;24;MS;4;;12;0;100;;;
tremie;22/05/2013;2;25;MS;4;;12;0;100;;;
tremie;22/05/2013;2;26;MS;4;;11;0;100;;;
tremie;22/05/2013;2;27;MS;4;;11;0;100;;;
tremie;22/05/2013;2;28;MS;4;;11;0;100;;;
tremie;22/05/2013;2;29;MS;4;;12;0;100;;;
tremie;22/05/2013;2;30;MS;4;;12;0;100;;;
tremie;22/05/2013;3;31;MS;4;;11;0;100;;;
tremie;22/05/2013;3;32;MS;4;;11;0;100;;;
tremie;22/05/2013;3;33;MS;4;;11;0;100;;;
tremie;22/05/2013;3;34;MS;4;;11;0;100;;;
tremie;22/05/2013;3;35;MS;4;;11;0;100;;;
tremie;22/05/2013;3;36;MS;4;;11;0;100;;;
tremie;22/05/2013;3;37;MS;4;;11;0;100;;;
tremie;22/05/2013;3;38;MS;4;;11;0;100;;;
tremie;22/05/2013;3;39;MS;4;;11;0;100;;;
tremie;22/05/2013;3;40;MS;4;;11;0;100;;;
tremie;22/05/2013;3;41;MS;4;;11;0;100;;;
tremie;22/05/2013;3;42;MS;4;;11;0;100;;;
tremie;22/05/2013;3;43;MS;4;;11;0;100;;;
tremie;22/05/2013;3;44;MS;4;;11;0;100;;;
tremie;22/05/2013;3;45;MS;4;;11;0;100;;;
tremie;22/05/2013;1;1;MS;5;;12;0;100;;;
tremie;22/05/2013;1;2;MS;5;;11;0;100;;;
tremie;22/05/2013;1;3;MS;5;;11;0;100;;;
tremie;22/05/2013;1;4;MS;5;;11;0;100;;;
tremie;22/05/2013;1;5;MS;5;;11;0;100;;;
tremie;22/05/2013;1;6;MS;5;;11;0;100;;;
tremie;22/05/2013;1;7;MS;5;;12;0;100;;;
tremie;22/05/2013;1;8;MS;5;;12;0;100;;;
tremie;22/05/2013;1;9;MS;5;;11;0;100;;;
tremie;22/05/2013;1;10;MS;5;;12;0;100;;;
tremie;22/05/2013;1;11;MS;5;;11;0;100;;;
tremie;22/05/2013;1;12;MS;5;;12;0;100;;;
tremie;22/05/2013;1;13;MS;5;;11;0;100;;;
tremie;22/05/2013;1;14;MS;5;;11;0;100;;;
tremie;22/05/2013;1;15;MS;5;;12;0;100;;;
tremie;22/05/2013;2;16;MS;5;;11;0;100;;;
tremie;22/05/2013;2;17;MS;5;;11;0;100;;;
tremie;22/05/2013;2;18;MS;5;;12;0;100;;;
tremie;22/05/2013;2;19;MS;5;;11;0;100;;;
tremie;22/05/2013;2;20;MS;5;;12;0;100;;;
tremie;22/05/2013;2;21;MS;5;;11;0;100;;;
tremie;22/05/2013;2;22;MS;5;;12;0;100;;;
tremie;22/05/2013;2;23;MS;5;;11;0;100;;;
tremie;22/05/2013;2;24;MS;5;;12;0;100;;;
tremie;22/05/2013;2;25;MS;5;;12;0;100;;;
tremie;22/05/2013;2;26;MS;5;;11;0;100;;;
tremie;22/05/2013;2;27;MS;5;;11;0;100;;;
tremie;22/05/2013;2;28;MS;5;;11;0;100;;;
tremie;22/05/2013;2;29;MS;5;;12;0;100;;;
tremie;22/05/2013;2;30;MS;5;;12;0;100;;;
tremie;22/05/2013;3;31;MS;5;;11;0;100;;;
tremie;22/05/2013;3;32;MS;5;;11;0;100;;;
tremie;22/05/2013;3;33;MS;5;;11;0;100;;;
tremie;22/05/2013;3;34;MS;5;;11;0;100;;;
tremie;22/05/2013;3;35;MS;5;;11;0;100;;;
tremie;22/05/2013;3;36;MS;5;;11;0;100;;;
tremie;22/05/2013;3;37;MS;5;;11;0;100;;;
tremie;22/05/2013;3;38;MS;5;;11;0;100;;;
tremie;22/05/2013;3;39;MS;5;;11;0;100;;;
tremie;22/05/2013;3;40;MS;5;;11;0;100;;;
tremie;22/05/2013;3;41;MS;5;;11;0;100;;;
tremie;22/05/2013;3;42;MS;5;;11;0;100;;;
tremie;22/05/2013;3;43;MS;5;;11;0;100;;;
tremie;22/05/2013;3;44;MS;5;;11;0;100;;;
tremie;22/05/2013;3;45;MS;5;;11;0;100;;;
tremie;22/05/2013;1;1;MS;6;;12;0;100;;;
tremie;22/05/2013;1;2;MS;6;;11;0;100;;;
tremie;22/05/2013;1;3;MS;6;;11;0;100;;;
tremie;22/05/2013;1;4;MS;6;;11;0;100;;;
tremie;22/05/2013;1;5;MS;6;;11;0;100;;;
tremie;22/05/2013;1;6;MS;6;;11;0;100;;;
tremie;22/05/2013;1;7;MS;6;;12;0;100;;;
tremie;22/05/2013;1;8;MS;6;;12;0;100;;;
tremie;22/05/2013;1;9;MS;6;;11;0;100;;;
tremie;22/05/2013;1;10;MS;6;;12;0;100;;;
tremie;22/05/2013;1;11;MS;6;;11;0;100;;;
tremie;22/05/2013;1;12;MS;6;;12;0;100;;;
tremie;22/05/2013;1;13;MS;6;;11;0;100;;;
tremie;22/05/2013;1;14;MS;6;;11;0;100;;;
tremie;22/05/2013;1;15;MS;6;;12;0;100;;;
tremie;22/05/2013;2;16;MS;6;;11;0;100;;;
tremie;22/05/2013;2;17;MS;6;;11;0;100;;;
tremie;22/05/2013;2;18;MS;6;;12;0;100;;;
tremie;22/05/2013;2;19;MS;6;;11;0;100;;;
tremie;22/05/2013;2;20;MS;6;;12;0;100;;;
tremie;22/05/2013;2;21;MS;6;;11;0;100;;;
tremie;22/05/2013;2;22;MS;6;;12;0;100;;;
tremie;22/05/2013;2;23;MS;6;;11;0;100;;;
tremie;22/05/2013;2;24;MS;6;;12;0;100;;;
tremie;22/05/2013;2;25;MS;6;;12;0;100;;;
tremie;22/05/2013;2;26;MS;6;;11;0;100;;;
tremie;22/05/2013;2;27;MS;6;;11;0;100;;;
tremie;22/05/2013;2;28;MS;6;;11;0;100;;;
tremie;22/05/2013;2;29;MS;6;;12;0;100;;;
tremie;22/05/2013;2;30;MS;6;;12;0;100;;;
tremie;22/05/2013;3;31;MS;6;;11;0;100;;;
tremie;22/05/2013;3;32;MS;6;;11;0;100;;;
tremie;22/05/2013;3;33;MS;6;;11;0;100;;;
tremie;22/05/2013;3;34;MS;6;;11;0;100;;;
tremie;22/05/2013;3;35;MS;6;;11;0;100;;;
tremie;22/05/2013;3;36;MS;6;;11;0;100;;;
tremie;22/05/2013;3;37;MS;6;;11;0;100;;;
tremie;22/05/2013;3;38;MS;6;;11;0;100;;;
tremie;22/05/2013;3;39;MS;6;;11;0;100;;;
tremie;22/05/2013;3;40;MS;6;;11;0;100;;;
tremie;22/05/2013;3;41;MS;6;;11;0;100;;;
tremie;22/05/2013;3;42;MS;6;;11;0;100;;;
tremie;22/05/2013;3;43;MS;6;;11;0;100;;;
tremie;22/05/2013;3;44;MS;6;;11;0;100;;;
tremie;22/05/2013;3;45;MS;6;;11;0;100;;;
tremie;22/05/2013;1;1;MS;7;;12;0;100;;;
tremie;22/05/2013;1;2;MS;7;;11;0;100;;;
tremie;22/05/2013;1;3;MS;7;;11;0;100;;;
tremie;22/05/2013;1;4;MS;7;;11;0;100;;;
tremie;22/05/2013;1;5;MS;7;;11;0;100;;;
tremie;22/05/2013;1;6;MS;7;;11;0;100;;;
tremie;22/05/2013;1;7;MS;7;;12;0;100;;;
tremie;22/05/2013;1;8;MS;7;;12;0;100;;;
tremie;22/05/2013;1;9;MS;7;;11;0;100;;;
tremie;22/05/2013;1;10;MS;7;;12;0;100;;;
tremie;22/05/2013;1;11;MS;7;;11;0;100;;;
tremie;22/05/2013;1;12;MS;7;;12;0;100;;;
tremie;22/05/2013;1;13;MS;7;;11;0;100;;;
tremie;22/05/2013;1;14;MS;7;;11;0;100;;;
tremie;22/05/2013;1;15;MS;7;;12;0;100;;;
tremie;22/05/2013;2;16;MS;7;;11;0;100;;;
tremie;22/05/2013;2;17;MS;7;;11;0;100;;;
tremie;22/05/2013;2;18;MS;7;;12;0;100;;;
tremie;22/05/2013;2;19;MS;7;;11;0;100;;;
tremie;22/05/2013;2;20;MS;7;;12;0;100;;;
tremie;22/05/2013;2;21;MS;7;;11;0;100;;;
tremie;22/05/2013;2;22;MS;7;;12;0;100;;;
tremie;22/05/2013;2;23;MS;7;;11;0;100;;;
tremie;22/05/2013;2;24;MS;7;;12;0;100;;;
tremie;22/05/2013;2;25;MS;7;;12;0;100;;;
tremie;22/05/2013;2;26;MS;7;;11;0;100;;;
tremie;22/05/2013;2;27;MS;7;;11;0;100;;;
tremie;22/05/2013;2;28;MS;7;;11;0;100;;;
tremie;22/05/2013;2;29;MS;7;;12;0;100;;;
tremie;22/05/2013;2;30;MS;7;;12;0;100;;;
tremie;22/05/2013;3;31;MS;7;;11;0;100;;;
tremie;22/05/2013;3;32;MS;7;;11;0;100;;;
tremie;22/05/2013;3;33;MS;7;;11;0;100;;;
tremie;22/05/2013;3;34;MS;7;;11;0;100;;;
tremie;22/05/2013;3;35;MS;7;;11;0;100;;;
tremie;22/05/2013;3;36;MS;7;;11;0;100;;;
tremie;22/05/2013;3;37;MS;7;;11;0;100;;;
tremie;22/05/2013;3;38;MS;7;;11;0;100;;;
tremie;22/05/2013;3;39;MS;7;;11;0;100;;;
tremie;22/05/2013;3;40;MS;7;;11;0;100;;;
tremie;22/05/2013;3;41;MS;7;;11;0;100;;;
tremie;22/05/2013;3;42;MS;7;;11;0;100;;;
tremie;22/05/2013;3;43;MS;7;;11;0;100;;;
tremie;22/05/2013;3;44;MS;7;;11;0;100;;;
tremie;22/05/2013;3;45;MS;7;;11;0;100;;;
tremie;22/05/2013;1;1;MS;8;;12;50;50;16.3;8.15;8.15
tremie;22/05/2013;1;2;MS;8;;11;40;60;18.5;7.4;11.1
tremie;22/05/2013;1;3;MS;8;;11;40;60;17.5;7;10.5
tremie;22/05/2013;1;4;MS;8;;11;80;20;17.8;14.24;3.56
tremie;22/05/2013;1;5;MS;8;;11;80;20;18;14.4;3.6
tremie;22/05/2013;1;6;MS;8;;11;80;20;17.5;14;3.5
tremie;22/05/2013;1;7;MS;8;;12;20;80;15;3;12
tremie;22/05/2013;1;8;MS;8;;12;0;100;12.5;0;12.5
tremie;22/05/2013;1;9;MS;8;;11;5;95;14.3;0.715;13.585
tremie;22/05/2013;1;10;MS;8;;12;0;100;14.9;0;14.9
tremie;22/05/2013;1;11;MS;8;;11;40;60;17;6.8;10.2
tremie;22/05/2013;1;12;MS;8;;12;20;80;13.7;2.74;10.96
tremie;22/05/2013;1;13;MS;8;;11;40;60;17;6.8;10.2
tremie;22/05/2013;1;14;MS;8;;11;30;70;15.7;4.71;10.99
tremie;22/05/2013;1;15;MS;8;;12;50;50;16;8;8
tremie;22/05/2013;2;16;MS;8;;11;80;20;18.4;14.72;3.68
tremie;22/05/2013;2;17;MS;8;;11;50;50;15.5;7.75;7.75
tremie;22/05/2013;2;18;MS;8;;12;10;90;12.7;1.27;11.43
tremie;22/05/2013;2;19;MS;8;;11;50;50;16.5;8.25;8.25
tremie;22/05/2013;2;20;MS;8;;12;20;80;13.8;2.76;11.04
tremie;22/05/2013;2;21;MS;8;;11;60;40;17.3;10.38;6.92
tremie;22/05/2013;2;22;MS;8;;12;40;60;15.7;6.28;9.42
tremie;22/05/2013;2;23;MS;8;;11;95;5;18;17.1;0.9
tremie;22/05/2013;2;24;MS;8;;12;50;50;14.2;7.1;7.1
tremie;22/05/2013;2;25;MS;8;;12;50;50;15.4;7.7;7.7
tremie;22/05/2013;2;26;MS;8;;11;60;40;16.2;9.72;6.48
tremie;22/05/2013;2;27;MS;8;;11;40;60;14.7;5.88;8.82
tremie;22/05/2013;2;28;MS;8;;11;90;10;17.4;15.66;1.74
tremie;22/05/2013;2;29;MS;8;;12;50;50;16.3;8.15;8.15
tremie;22/05/2013;2;30;MS;8;;12;50;50;15.2;7.6;7.6
tremie;22/05/2013;3;31;MS;8;;11;60;40;17.6;10.56;7.04
tremie;22/05/2013;3;32;MS;8;;11;60;40;17.2;10.32;6.88
tremie;22/05/2013;3;33;MS;8;;11;80;20;16.8;13.44;3.36
tremie;22/05/2013;3;34;MS;8;;11;10;90;15;1.5;13.5
tremie;22/05/2013;3;35;MS;8;;11;80;20;19.4;15.52;3.88
tremie;22/05/2013;3;36;MS;8;;11;70;30;16.6;11.62;4.98
tremie;22/05/2013;3;37;MS;8;;11;5;95;15.7;0.785;14.915
tremie;22/05/2013;3;38;MS;8;;11;80;20;17.7;14.16;3.54
tremie;22/05/2013;3;39;MS;8;;11;80;20;18.1;14.48;3.62
tremie;22/05/2013;3;40;MS;8;;11;80;20;18.8;15.04;3.76
tremie;22/05/2013;3;41;MS;8;;11;70;30;17.7;12.39;5.31
tremie;22/05/2013;3;42;MS;8;;11;70;30;16.1;11.27;4.83
tremie;22/05/2013;3;43;MS;8;;11;98;2;20;19.6;0.4
tremie;22/05/2013;3;44;MS;8;;11;87;13;21;18.27;2.73
tremie;22/05/2013;3;45;MS;8;;11;80;20;18.5;14.8;3.7
tremie;22/05/2013;1;1;MS;9;;12;100;0;21.2;21.2;0
tremie;22/05/2013;1;2;MS;9;;11;99;1;24.3;24.057;0.243
tremie;22/05/2013;1;3;MS;9;;11;100;0;22.5;22.5;0
tremie;22/05/2013;1;4;MS;9;;11;100;0;23.1;23.1;0
tremie;22/05/2013;1;5;MS;9;;11;100;0;22.5;22.5;0
tremie;22/05/2013;1;6;MS;9;;11;100;0;21.9;21.9;0
tremie;22/05/2013;1;7;MS;9;;12;95;5;19.2;18.24;0.96
tremie;22/05/2013;1;8;MS;9;;12;78;22;18.7;14.586;4.114
tremie;22/05/2013;1;9;MS;9;;11;100;0;21.5;21.5;0
tremie;22/05/2013;1;10;MS;9;;12;95;5;19.4;18.43;0.97
tremie;22/05/2013;1;11;MS;9;;11;100;0;22.2;22.2;0
