Date	Var	Rep	N	Axis	Nff	MB	TC	T1	T2	T3	T4	T5	T6	T7	TP	TS	TT	FT	TT3F
8	Tremie	3	26	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	2
8	Tremie	3	27	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	1
8	Tremie	3	28	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	NA	4
8	Tremie	3	29	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	NA	4
8	Tremie	3	30	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	3
8	Tremie	3	31	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	5
8	Tremie	3	32	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	3
8	Tremie	3	33	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	1
8	Tremie	3	34	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	2
8	Tremie	3	35	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	1
8	Tremie	3	36	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	4
8	Tremie	3	37	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	2
8	Tremie	3	38	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	2
8	Tremie	3	39	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13	NA	7
8	Tremie	3	40	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	2
8	Tremie	3	41	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	4
8	Tremie	3	42	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	2
8	Tremie	3	43	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	3
8	Tremie	3	44	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	NA	3
8	Tremie	3	45	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	NA	5
8	Tremie	3	46	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	2
8	Tremie	3	47	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	3
8	Tremie	3	48	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	3
8	Tremie	3	49	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	2
8	Tremie	3	50	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	2
8	Tremie	3	51	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10	NA	4
8	Tremie	3	52	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	2
8	Tremie	3	53	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	3
8	Tremie	3	54	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	1
8	Tremie	3	55	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	NA	3
8	Tremie	3	56	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	2
8	Tremie	3	57	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	3
8	Tremie	3	58	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	2
8	Tremie	3	59	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	NA	3
8	Tremie	3	60	MB	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	2
