id_axis,a_cohort,TT_col_0,TT_col_N_phytomer_potential,n0,n1,n2
MS,0.008323522,65.00120875,1386.557169,4.531397419,2.324582759,4.347479532
T1,NA,NA,1386.557169,NA,NA,NA
T2,NA,NA,1386.557169,NA,NA,NA
T3,NA,NA,1386.557169,NA,NA,NA
T4,NA,NA,1386.557169,NA,NA,NA
T5,NA,NA,1386.557169,NA,NA,NA
