"Date","var","Trt","Rep","N","Axis","Nflig","Nfvis","nff","num_leaf_bottom","length","green_length","senesced_length"
"13/02/2013","Tremie","T1+T2",2,25,"MB",4,1,12,1,6.6,6.6,0
"13/02/2013","Tremie","T1+T2",2,25,"MB",4,1,12,2,8.8,7.92,0.88
"13/02/2013","Tremie","T1+T2",2,25,"MB",4,1,12,3,10.4,10.4,0
"13/02/2013","Tremie","T1+T2",2,25,"MB",4,1,12,4,10.1,10.1,0
"13/02/2013","Tremie","T1+T2",2,25,"MB",4,1,12,5,4.9,4.9,0
"13/02/2013","Tremie","T1+T2",2,26,"MB",3,2,11,2,10,10,0
"13/02/2013","Tremie","T1+T2",2,26,"MB",3,2,11,3,11,11,0
"13/02/2013","Tremie","T1+T2",2,26,"MB",3,2,11,4,11,11,0
"13/02/2013","Tremie","T1+T2",2,26,"MB",3,2,11,5,3,3,0
"13/02/2013","Tremie","T1+T2",2,27,"MB",4,1,11,1,6.7,6.03,0.67
"13/02/2013","Tremie","T1+T2",2,27,"MB",4,1,11,2,8,8,0
"13/02/2013","Tremie","T1+T2",2,27,"MB",4,1,11,3,9.7,9.7,0
"13/02/2013","Tremie","T1+T2",2,27,"MB",4,1,11,4,9.8,9.8,0
"13/02/2013","Tremie","T1+T2",2,27,"MB",4,1,11,5,5.2,5.2,0
"13/02/2013","Tremie","T1+T2",2,28,"MB",4,1,11,1,7.8,7.8,0
"13/02/2013","Tremie","T1+T2",2,28,"MB",4,1,11,2,9,9,0
"13/02/2013","Tremie","T1+T2",2,28,"MB",4,1,11,5,3.6,3.6,0
"13/02/2013","Tremie","T1+T2",2,29,"MB",4,1,12,1,6.6,5.94,0.66
"13/02/2013","Tremie","T1+T2",2,29,"MB",4,1,12,2,8,8,0
"13/02/2013","Tremie","T1+T2",2,29,"MB",4,1,12,5,4.7,4.7,0
"13/02/2013","Tremie","T1+T2",2,30,"MB",4,1,12,3,8.5,8.5,0
"13/02/2013","Tremie","T1+T2",2,30,"MB",4,1,12,4,8.1,8.1,0
"13/02/2013","Tremie","T1+T2",2,30,"MB",4,1,12,5,4.2,4.2,0
"13/02/2013","Tremie","T1+T2",3,31,"MB",4,1,11,1,7.4,5.92,1.48
"13/02/2013","Tremie","T1+T2",3,31,"MB",4,1,11,2,9.6,9.6,0
"13/02/2013","Tremie","T1+T2",3,31,"MB",4,1,11,3,11,11,0
"13/02/2013","Tremie","T1+T2",3,31,"MB",4,1,11,4,10.8,10.8,0
"13/02/2013","Tremie","T1+T2",3,31,"MB",4,1,11,5,5.2,5.2,0
"13/02/2013","Tremie","T1+T2",3,32,"MB",4,1,11,1,6.9,5.52,1.38
"13/02/2013","Tremie","T1+T2",3,32,"MB",4,1,11,2,7.4,7.4,0
"13/02/2013","Tremie","T1+T2",3,32,"MB",4,1,11,3,9,9,0
"13/02/2013","Tremie","T1+T2",3,32,"MB",4,1,11,4,9.7,9.7,0
"13/02/2013","Tremie","T1+T2",3,32,"MB",4,1,11,5,5.2,5.2,0
"13/02/2013","Tremie","T1+T2",3,33,"MB",4,1,11,1,7.3,7.3,0
"13/02/2013","Tremie","T1+T2",3,33,"MB",4,1,11,3,10,10,0
"13/02/2013","Tremie","T1+T2",3,33,"MB",4,1,11,4,10,10,0
"13/02/2013","Tremie","T1+T2",3,33,"MB",4,1,11,5,4.6,4.6,0
"13/02/2013","Tremie","T1+T2",3,34,"MB",4,1,11,1,6.5,6.5,0
"13/02/2013","Tremie","T1+T2",3,34,"MB",4,1,11,2,8.2,8.2,0
"13/02/2013","Tremie","T1+T2",3,34,"MB",4,1,11,5,7.7,7.7,0
"13/02/2013","Tremie","T1+T2",3,35,"MB",3,2,11,1,7,5.95,1.05
"13/02/2013","Tremie","T1+T2",3,35,"MB",3,2,11,2,10,10,0
"13/02/2013","Tremie","T1+T2",3,35,"MB",3,2,11,3,11.5,11.5,0
"13/02/2013","Tremie","T1+T2",3,35,"MB",3,2,11,4,11.8,11.8,0
"13/02/2013","Tremie","T1+T2",3,35,"MB",3,2,11,5,3,3,0
"13/02/2013","Tremie","T1+T2",3,36,"MB",4,1,11,2,8.5,8.5,0
"13/02/2013","Tremie","T1+T2",3,36,"MB",4,1,11,3,10.3,10.3,0
"13/02/2013","Tremie","T1+T2",3,36,"MB",4,1,11,5,5.7,5.7,0
"13/02/2013","Tremie","T1+T2",3,37,"MB",3,2,11,2,6.8,6.12,0.68
"13/02/2013","Tremie","T1+T2",3,37,"MB",3,2,11,3,10.5,10.5,0
"13/02/2013","Tremie","T1+T2",3,37,"MB",3,2,11,4,10.5,10.5,0
"13/02/2013","Tremie","T1+T2",3,37,"MB",3,2,11,5,2,2,0
"13/02/2013","Tremie","T1+T2",3,38,"MB",3,2,11,2,8.1,8.1,0
"13/02/2013","Tremie","T1+T2",3,38,"MB",3,2,11,3,8.8,8.8,0
"13/02/2013","Tremie","T1+T2",3,38,"MB",3,2,11,4,9,9,0
"13/02/2013","Tremie","T1+T2",3,38,"MB",3,2,11,5,1.6,1.6,0
"13/02/2013","Tremie","T1+T2",3,39,"MB",4,1,11,2,9.8,8.33,1.47
"13/02/2013","Tremie","T1+T2",3,39,"MB",4,1,11,3,11.5,11.5,0
"13/02/2013","Tremie","T1+T2",3,39,"MB",4,1,11,4,11.5,11.5,0
"13/02/2013","Tremie","T1+T2",3,39,"MB",4,1,11,5,3.8,3.8,0
"13/02/2013","Tremie","T1+T2",3,40,"MB",4,1,11,2,8.5,7.225,1.275
"13/02/2013","Tremie","T1+T2",3,40,"MB",4,1,11,3,11.5,9.2,2.3
"13/02/2013","Tremie","T1+T2",3,40,"MB",4,1,11,4,11.5,11.5,0
"13/02/2013","Tremie","T1+T2",3,40,"MB",4,1,11,5,4.1,4.1,0
"13/02/2013","Tremie","T1+T2",3,41,"MB",4,1,11,2,9.6,9.6,0
"13/02/2013","Tremie","T1+T2",3,41,"MB",4,1,11,4,11,11,0
"13/02/2013","Tremie","T1+T2",3,41,"MB",4,1,11,5,3.5,3.5,0
"13/02/2013","Tremie","T1+T2",3,42,"MB",4,1,11,1,5.5,4.95,0.55
"13/02/2013","Tremie","T1+T2",3,42,"MB",4,1,11,2,8.4,7.56,0.84
"13/02/2013","Tremie","T1+T2",3,42,"MB",4,1,11,3,9.3,9.3,0
"13/02/2013","Tremie","T1+T2",3,42,"MB",4,1,11,4,10,10,0
"13/02/2013","Tremie","T1+T2",3,42,"MB",4,1,11,5,3.7,3.7,0
"13/02/2013","Tremie","T1+T2",3,43,"MB",3,2,11,2,9.3,7.905,1.395
"13/02/2013","Tremie","T1+T2",3,44,"MB",3,2,11,2,8,8,0
"13/02/2013","Tremie","T1+T2",3,44,"MB",3,2,11,3,10,10,0
"13/02/2013","Tremie","T1+T2",3,44,"MB",3,2,11,4,9.5,9.5,0
"13/02/2013","Tremie","T1+T2",3,44,"MB",3,2,11,5,2,2,0
"13/02/2013","Tremie","T1+T2",3,45,"MB",4,1,11,2,8.4,7.56,0.84
"13/02/2013","Tremie","T1+T2",3,45,"MB",4,1,11,5,5.5,5.5,0
"19/04/2013","Tremie","T1+T2",1,1,"MB",8,1,12,6,10.2,5.1,5.1
"19/04/2013","Tremie","T1+T2",1,1,"MB",8,1,12,7,12.7,10.16,2.54
"19/04/2013","Tremie","T1+T2",1,1,"MB",8,1,12,8,16.5,16.5,0
"19/04/2013","Tremie","T1+T2",1,1,"MB",8,1,12,9,13.5,13.5,0
"19/04/2013","Tremie","T1+T2",1,2,"MB",8,1,11,6,11.5,5.75,5.75
"19/04/2013","Tremie","T1+T2",1,2,"MB",8,1,11,7,14.7,11.76,2.94
"19/04/2013","Tremie","T1+T2",1,2,"MB",8,1,11,8,19,19,0
"19/04/2013","Tremie","T1+T2",1,2,"MB",8,1,11,9,16,16,0
"19/04/2013","Tremie","T1+T2",1,3,"MB",8,1,11,6,11.2,4.48,6.72
"19/04/2013","Tremie","T1+T2",1,3,"MB",8,1,11,7,14.5,8.7,5.8
"19/04/2013","Tremie","T1+T2",1,3,"MB",8,1,11,8,17.5,17.5,0
"19/04/2013","Tremie","T1+T2",1,3,"MB",8,1,11,9,11.5,11.5,0
"19/04/2013","Tremie","T1+T2",1,4,"MB",7,2,11,6,11,6.6,4.4
"19/04/2013","Tremie","T1+T2",1,4,"MB",7,2,11,7,13.5,13.5,0
"19/04/2013","Tremie","T1+T2",1,4,"MB",7,2,11,8,16.8,16.8,0
"19/04/2013","Tremie","T1+T2",1,4,"MB",7,2,11,9,4.5,4.5,0
"19/04/2013","Tremie","T1+T2",1,5,"MB",7,2,11,6,10.7,5.35,5.35
"19/04/2013","Tremie","T1+T2",1,5,"MB",7,2,11,7,13.5,13.5,0
"19/04/2013","Tremie","T1+T2",1,5,"MB",7,2,11,8,18.5,18.5,0
"19/04/2013","Tremie","T1+T2",1,5,"MB",7,2,11,9,7.7,7.7,0
"19/04/2013","Tremie","T1+T2",1,6,"MB",7,2,11,6,10.5,6.3,4.2
"19/04/2013","Tremie","T1+T2",1,6,"MB",7,2,11,7,12.7,12.7,0
"19/04/2013","Tremie","T1+T2",1,6,"MB",7,2,11,8,17.5,17.5,0
"19/04/2013","Tremie","T1+T2",1,6,"MB",7,2,11,9,7,7,0
"19/04/2013","Tremie","T1+T2",1,7,"MB",8,1,12,7,12.7,10.795,1.905
"19/04/2013","Tremie","T1+T2",1,7,"MB",8,1,12,8,14.5,14.5,0
"19/04/2013","Tremie","T1+T2",1,7,"MB",8,1,12,9,14.7,14.7,0
"19/04/2013","Tremie","T1+T2",1,8,"MB",8,2,12,6,10.5,2.1,8.4
"19/04/2013","Tremie","T1+T2",1,8,"MB",8,2,12,7,10.5,7.35,3.15
"19/04/2013","Tremie","T1+T2",1,8,"MB",8,2,12,8,13,13,0
"19/04/2013","Tremie","T1+T2",1,8,"MB",8,2,12,9,18,18,0
"19/04/2013","Tremie","T1+T2",1,8,"MB",8,2,12,10,6.5,6.5,0
"19/04/2013","Tremie","T1+T2",1,9,"MB",8,1,11,6,10,0.5,9.5
"19/04/2013","Tremie","T1+T2",1,9,"MB",8,1,11,7,11.7,8.19,3.51
"19/04/2013","Tremie","T1+T2",1,9,"MB",8,1,11,8,14.5,14.5,0
"19/04/2013","Tremie","T1+T2",1,9,"MB",8,1,11,9,18,18,0
"19/04/2013","Tremie","T1+T2",1,10,"MB",8,1,12,6,8.4,1.68,6.72
"19/04/2013","Tremie","T1+T2",1,10,"MB",8,1,12,7,12,7.8,4.2
"19/04/2013","Tremie","T1+T2",1,10,"MB",8,1,12,8,15,15,0
"19/04/2013","Tremie","T1+T2",1,10,"MB",8,1,12,9,18,18,0
"19/04/2013","Tremie","T1+T2",1,11,"MB",8,1,11,6,11.5,2.3,9.2
"19/04/2013","Tremie","T1+T2",1,11,"MB",8,1,11,7,13.1,10.48,2.62
"19/04/2013","Tremie","T1+T2",1,11,"MB",8,1,11,8,17.1,17.1,0
"19/04/2013","Tremie","T1+T2",1,11,"MB",8,1,11,9,13.6,13.6,0
"19/04/2013","Tremie","T1+T2",1,12,"MB",8,1,12,6,9,1.8,7.2
"19/04/2013","Tremie","T1+T2",1,12,"MB",8,1,12,7,11.1,8.325,2.775
"19/04/2013","Tremie","T1+T2",1,12,"MB",8,1,12,8,14.7,14.7,0
"19/04/2013","Tremie","T1+T2",1,12,"MB",8,1,12,9,16.5,16.5,0
"19/04/2013","Tremie","T1+T2",1,13,"MB",8,1,11,6,11.2,3.36,7.84
"19/04/2013","Tremie","T1+T2",1,13,"MB",8,1,11,7,13,10.4,2.6
"19/04/2013","Tremie","T1+T2",1,13,"MB",8,1,11,8,17,17,0
"19/04/2013","Tremie","T1+T2",1,13,"MB",8,1,11,9,14.2,14.2,0
"19/04/2013","Tremie","T1+T2",1,14,"MB",8,1,11,6,11.5,4.6,6.9
"19/04/2013","Tremie","T1+T2",1,14,"MB",8,1,11,7,13,11.05,1.95
"19/04/2013","Tremie","T1+T2",1,14,"MB",8,1,11,8,17,17,0
"19/04/2013","Tremie","T1+T2",1,14,"MB",8,1,11,9,14,14,0
"19/04/2013","Tremie","T1+T2",1,15,"MB",8,1,12,6,10.5,4.2,6.3
"19/04/2013","Tremie","T1+T2",1,15,"MB",8,1,12,7,12.5,10,2.5
"19/04/2013","Tremie","T1+T2",1,15,"MB",8,1,12,8,16.5,16.5,0
"19/04/2013","Tremie","T1+T2",1,15,"MB",8,1,12,9,15.5,15.5,0
"19/04/2013","Tremie","T1+T2",2,16,"MB",8,1,11,6,11.7,4.68,7.02
"19/04/2013","Tremie","T1+T2",2,16,"MB",8,1,11,7,15.5,13.95,1.55
"19/04/2013","Tremie","T1+T2",2,16,"MB",8,1,11,8,18.5,18.5,0
"19/04/2013","Tremie","T1+T2",2,16,"MB",8,1,11,9,9.7,9.7,0
"19/04/2013","Tremie","T1+T2",2,17,"MB",8,1,11,6,9.5,2.85,6.65
"19/04/2013","Tremie","T1+T2",2,17,"MB",8,1,11,7,12,8.4,3.6
"19/04/2013","Tremie","T1+T2",2,17,"MB",8,1,11,8,15.5,15.5,0
"19/04/2013","Tremie","T1+T2",2,17,"MB",8,1,11,9,11.5,11.5,0
"19/04/2013","Tremie","T1+T2",2,18,"MB",8,1,12,6,9.3,0.93,8.37
"19/04/2013","Tremie","T1+T2",2,18,"MB",8,1,12,7,10,8,2
"19/04/2013","Tremie","T1+T2",2,18,"MB",8,1,12,8,13.5,13.5,0
"19/04/2013","Tremie","T1+T2",2,18,"MB",8,1,12,9,14,14,0
"19/04/2013","Tremie","T1+T2",2,19,"MB",8,1,11,6,11.5,5.75,5.75
"19/04/2013","Tremie","T1+T2",2,19,"MB",8,1,11,7,14.2,11.36,2.84
"19/04/2013","Tremie","T1+T2",2,19,"MB",8,1,11,8,16.5,16.5,0
"19/04/2013","Tremie","T1+T2",2,19,"MB",8,1,11,9,12.5,12.5,0
"19/04/2013","Tremie","T1+T2",2,20,"MB",8,1,12,6,10,1,9
"19/04/2013","Tremie","T1+T2",2,20,"MB",8,1,12,7,11.5,8.05,3.45
"19/04/2013","Tremie","T1+T2",2,20,"MB",8,1,12,8,14.5,14.5,0
"19/04/2013","Tremie","T1+T2",2,20,"MB",8,1,12,9,16.4,16.4,0
"19/04/2013","Tremie","T1+T2",2,21,"MB",8,1,11,6,11.2,3.36,7.84
"19/04/2013","Tremie","T1+T2",2,21,"MB",8,1,11,7,13.7,12.33,1.37
"19/04/2013","Tremie","T1+T2",2,21,"MB",8,1,11,8,17.5,17.5,0
"19/04/2013","Tremie","T1+T2",2,21,"MB",8,1,11,9,11.7,11.7,0
"19/04/2013","Tremie","T1+T2",2,22,"MB",8,1,12,6,10,6,4
"19/04/2013","Tremie","T1+T2",2,22,"MB",8,1,12,7,12.5,11.25,1.25
"19/04/2013","Tremie","T1+T2",2,22,"MB",8,1,12,8,16.3,16.3,0
"19/04/2013","Tremie","T1+T2",2,22,"MB",8,1,12,9,16.2,16.2,0
"19/04/2013","Tremie","T1+T2",2,23,"MB",7,2,11,6,10.5,7.35,3.15
"19/04/2013","Tremie","T1+T2",2,23,"MB",7,2,11,7,12.5,12.5,0
"19/04/2013","Tremie","T1+T2",2,23,"MB",7,2,11,8,17,17,0
"19/04/2013","Tremie","T1+T2",2,23,"MB",7,2,11,9,4,4,0
"19/04/2013","Tremie","T1+T2",2,24,"MB",8,1,12,7,11.5,9.2,2.3
"19/04/2013","Tremie","T1+T2",2,24,"MB",8,1,12,8,14.6,14.6,0
"19/04/2013","Tremie","T1+T2",2,24,"MB",8,1,12,9,13.5,13.5,0
"19/04/2013","Tremie","T1+T2",2,25,"MB",8,1,12,6,10.5,2.1,8.4
"19/04/2013","Tremie","T1+T2",2,25,"MB",8,1,12,7,12.7,10.16,2.54
"19/04/2013","Tremie","T1+T2",2,25,"MB",8,1,12,8,15.5,15.5,0
"19/04/2013","Tremie","T1+T2",2,25,"MB",8,1,12,9,12.8,12.8,0
"19/04/2013","Tremie","T1+T2",2,26,"MB",8,1,11,6,12,6,6
"19/04/2013","Tremie","T1+T2",2,26,"MB",8,1,11,7,15,15,0
"19/04/2013","Tremie","T1+T2",2,26,"MB",8,1,11,8,16.1,16.1,0
"19/04/2013","Tremie","T1+T2",2,26,"MB",8,1,11,9,7.2,7.2,0
"19/04/2013","Tremie","T1+T2",2,27,"MB",8,1,11,6,11.5,1.15,10.35
"19/04/2013","Tremie","T1+T2",2,27,"MB",8,1,11,7,13,10.4,2.6
"19/04/2013","Tremie","T1+T2",2,27,"MB",8,1,11,8,15,15,0
"19/04/2013","Tremie","T1+T2",2,27,"MB",8,1,11,9,14.2,14.2,0
"19/04/2013","Tremie","T1+T2",2,28,"MB",7,2,11,6,11.3,9.04,2.26
"19/04/2013","Tremie","T1+T2",2,28,"MB",7,2,11,7,13.5,13.5,0
"19/04/2013","Tremie","T1+T2",2,28,"MB",7,2,11,8,17.2,17.2,0
"19/04/2013","Tremie","T1+T2",2,28,"MB",7,2,11,9,5.5,5.5,0
"19/04/2013","Tremie","T1+T2",2,29,"MB",8,1,12,6,10,1,9
"19/04/2013","Tremie","T1+T2",2,29,"MB",8,1,12,7,13,11.7,1.3
"19/04/2013","Tremie","T1+T2",2,29,"MB",8,1,12,8,17,17,0
"19/04/2013","Tremie","T1+T2",2,29,"MB",8,1,12,9,14.6,14.6,0
"19/04/2013","Tremie","T1+T2",2,30,"MB",8,1,12,6,9.5,2.85,6.65
"19/04/2013","Tremie","T1+T2",2,30,"MB",8,1,12,7,11.5,9.775,1.725
"19/04/2013","Tremie","T1+T2",2,30,"MB",8,1,12,8,15.3,15.3,0
"19/04/2013","Tremie","T1+T2",2,30,"MB",8,1,12,9,12.5,12.5,0
"19/04/2013","Tremie","T1+T2",3,31,"MB",8,1,11,7,14.2,11.36,2.84
"19/04/2013","Tremie","T1+T2",3,31,"MB",8,1,11,8,18,18,0
"19/04/2013","Tremie","T1+T2",3,31,"MB",8,1,11,9,12.2,12.2,0
"19/04/2013","Tremie","T1+T2",3,32,"MB",8,1,11,8,18.3,18.3,0
"19/04/2013","Tremie","T1+T2",3,32,"MB",8,1,11,9,12.5,12.5,0
"19/04/2013","Tremie","T1+T2",3,33,"MB",8,1,11,8,17,17,0
"19/04/2013","Tremie","T1+T2",3,33,"MB",8,1,11,9,9,9,0
"19/04/2013","Tremie","T1+T2",3,34,"MB",7,1,11,6,12.5,8.75,3.75
"19/04/2013","Tremie","T1+T2",3,34,"MB",7,1,11,7,15.5,15.5,0
"19/04/2013","Tremie","T1+T2",3,34,"MB",7,1,11,8,18.5,18.5,0
"19/04/2013","Tremie","T1+T2",3,35,"MB",8,1,11,6,13.5,8.1,5.4
"19/04/2013","Tremie","T1+T2",3,35,"MB",8,1,11,7,13.1,11.79,1.31
"19/04/2013","Tremie","T1+T2",3,35,"MB",8,1,11,8,19.7,19.7,0
"19/04/2013","Tremie","T1+T2",3,35,"MB",8,1,11,9,7.7,7.7,0
"19/04/2013","Tremie","T1+T2",3,36,"MB",8,1,11,6,12.5,3.75,8.75
"19/04/2013","Tremie","T1+T2",3,36,"MB",8,1,11,7,14.5,13.05,1.45
"19/04/2013","Tremie","T1+T2",3,36,"MB",8,1,11,8,17,17,0
"19/04/2013","Tremie","T1+T2",3,36,"MB",8,1,11,9,10.5,10.5,0
"19/04/2013","Tremie","T1+T2",3,37,"MB",8,1,11,7,12.5,7.5,5
"19/04/2013","Tremie","T1+T2",3,37,"MB",8,1,11,8,15.5,15.5,0
"19/04/2013","Tremie","T1+T2",3,37,"MB",8,1,11,9,21,21,0
"19/04/2013","Tremie","T1+T2",3,38,"MB",7,2,11,6,11.3,9.04,2.26
"19/04/2013","Tremie","T1+T2",3,38,"MB",7,2,11,7,14.5,13.05,1.45
"19/04/2013","Tremie","T1+T2",3,38,"MB",7,2,11,8,18.2,18.2,0
"19/04/2013","Tremie","T1+T2",3,38,"MB",7,2,11,9,7,7,0
"19/04/2013","Tremie","T1+T2",3,39,"MB",8,1,11,6,13,5.2,7.8
"19/04/2013","Tremie","T1+T2",3,39,"MB",8,1,11,7,15.1,15.1,0
"19/04/2013","Tremie","T1+T2",3,39,"MB",8,1,11,8,18,18,0
"19/04/2013","Tremie","T1+T2",3,39,"MB",8,1,11,9,7,7,0
"19/04/2013","Tremie","T1+T2",3,40,"MB",7,2,11,8,19,19,0
"19/04/2013","Tremie","T1+T2",3,40,"MB",7,2,11,9,5.7,5.7,0
"19/04/2013","Tremie","T1+T2",3,41,"MB",8,1,11,7,14.5,13.05,1.45
"19/04/2013","Tremie","T1+T2",3,41,"MB",8,1,11,8,17.7,17.7,0
"19/04/2013","Tremie","T1+T2",3,41,"MB",8,1,11,9,8.3,8.3,0
"19/04/2013","Tremie","T1+T2",3,42,"MB",8,1,11,6,11.5,8.05,3.45
"19/04/2013","Tremie","T1+T2",3,42,"MB",8,1,11,7,13.5,13.5,0
"19/04/2013","Tremie","T1+T2",3,42,"MB",8,1,11,8,16.5,16.5,0
"19/04/2013","Tremie","T1+T2",3,42,"MB",8,1,11,9,10.5,10.5,0
"19/04/2013","Tremie","T1+T2",3,43,"MB",7,2,11,6,12.3,8.61,3.69
"19/04/2013","Tremie","T1+T2",3,43,"MB",7,2,11,7,15.3,15.3,0
"19/04/2013","Tremie","T1+T2",3,43,"MB",7,2,11,8,20,20,0
"19/04/2013","Tremie","T1+T2",3,43,"MB",7,2,11,9,5.5,5.5,0
"19/04/2013","Tremie","T1+T2",3,44,"MB",7,2,11,6,13.2,10.56,2.64
"19/04/2013","Tremie","T1+T2",3,44,"MB",7,2,11,7,16,16,0
"19/04/2013","Tremie","T1+T2",3,44,"MB",7,2,11,8,21.5,21.5,0
"19/04/2013","Tremie","T1+T2",3,44,"MB",7,2,11,9,6.5,6.5,0
"19/04/2013","Tremie","T1+T2",3,45,"MB",8,1,11,6,10.5,6.3,4.2
"19/04/2013","Tremie","T1+T2",3,45,"MB",8,1,11,7,13.7,13.015,0.685000000000001
"19/04/2013","Tremie","T1+T2",3,45,"MB",8,1,11,8,18.2,18.2,0
"19/04/2013","Tremie","T1+T2",3,45,"MB",8,1,11,9,10.2,10.2,0
"22/05/2013","Tremie","T1+T2",1,1,"MB",12,0,12,8,16.3,8.15,8.15
"22/05/2013","Tremie","T1+T2",1,1,"MB",12,0,12,9,21.2,21.2,0
"22/05/2013","Tremie","T1+T2",1,1,"MB",12,0,12,10,24.1,24.1,0
"22/05/2013","Tremie","T1+T2",1,1,"MB",12,0,12,11,19.8,19.8,0
"22/05/2013","Tremie","T1+T2",1,1,"MB",12,0,12,12,10.9,10.9,0
"22/05/2013","Tremie","T1+T2",1,2,"MB",11,0,11,8,18.5,7.4,11.1
"22/05/2013","Tremie","T1+T2",1,2,"MB",11,0,11,9,24.3,24.057,0.243
"22/05/2013","Tremie","T1+T2",1,2,"MB",11,0,11,10,25.7,25.7,0
"22/05/2013","Tremie","T1+T2",1,2,"MB",11,0,11,11,16.5,16.5,0
"22/05/2013","Tremie","T1+T2",1,3,"MB",11,0,11,8,17.5,7,10.5
"22/05/2013","Tremie","T1+T2",1,3,"MB",11,0,11,9,22.5,22.5,0
"22/05/2013","Tremie","T1+T2",1,3,"MB",11,0,11,10,26.4,26.4,0
"22/05/2013","Tremie","T1+T2",1,3,"MB",11,0,11,11,16,16,0
"22/05/2013","Tremie","T1+T2",1,4,"MB",11,0,11,8,17.8,14.24,3.56
"22/05/2013","Tremie","T1+T2",1,4,"MB",11,0,11,9,23.1,23.1,0
"22/05/2013","Tremie","T1+T2",1,4,"MB",11,0,11,10,21.7,21.7,0
"22/05/2013","Tremie","T1+T2",1,4,"MB",11,0,11,11,14,14,0
"22/05/2013","Tremie","T1+T2",1,5,"MB",11,0,11,8,18,14.4,3.6
"22/05/2013","Tremie","T1+T2",1,5,"MB",11,0,11,9,22.5,22.5,0
"22/05/2013","Tremie","T1+T2",1,5,"MB",11,0,11,10,20.4,20.4,0
"22/05/2013","Tremie","T1+T2",1,5,"MB",11,0,11,11,11.5,11.5,0
"22/05/2013","Tremie","T1+T2",1,6,"MB",11,0,11,8,17.5,14,3.5
"22/05/2013","Tremie","T1+T2",1,6,"MB",11,0,11,9,21.9,21.9,0
"22/05/2013","Tremie","T1+T2",1,6,"MB",11,0,11,10,21.4,21.4,0
"22/05/2013","Tremie","T1+T2",1,6,"MB",11,0,11,11,13.3,13.3,0
"22/05/2013","Tremie","T1+T2",1,7,"MB",12,0,12,8,15,3,12
"22/05/2013","Tremie","T1+T2",1,7,"MB",12,0,12,9,19.2,18.24,0.960000000000001
"22/05/2013","Tremie","T1+T2",1,7,"MB",12,0,12,10,22.1,22.1,0
"22/05/2013","Tremie","T1+T2",1,7,"MB",12,0,12,11,21.2,21.2,0
"22/05/2013","Tremie","T1+T2",1,7,"MB",12,0,12,12,13.2,13.2,0
"22/05/2013","Tremie","T1+T2",1,8,"MB",12,0,12,8,12.5,0,12.5
"22/05/2013","Tremie","T1+T2",1,8,"MB",12,0,12,9,18.7,14.586,4.114
"22/05/2013","Tremie","T1+T2",1,8,"MB",12,0,12,10,22,20.68,1.32
"22/05/2013","Tremie","T1+T2",1,8,"MB",12,0,12,11,19.4,19.4,0
"22/05/2013","Tremie","T1+T2",1,8,"MB",12,0,12,12,12.3,12.3,0
"22/05/2013","Tremie","T1+T2",1,9,"MB",11,0,11,8,14.3,0.715,13.585
"22/05/2013","Tremie","T1+T2",1,9,"MB",11,0,11,9,21.5,21.5,0
"22/05/2013","Tremie","T1+T2",1,9,"MB",11,0,11,10,25.1,25.1,0
"22/05/2013","Tremie","T1+T2",1,9,"MB",11,0,11,11,18,18,0
"22/05/2013","Tremie","T1+T2",1,10,"MB",12,0,12,8,14.9,0,14.9
"22/05/2013","Tremie","T1+T2",1,10,"MB",12,0,12,9,19.4,18.43,0.970000000000001
"22/05/2013","Tremie","T1+T2",1,10,"MB",12,0,12,10,22,22,0
"22/05/2013","Tremie","T1+T2",1,10,"MB",12,0,12,11,21.6,21.384,0.216
"22/05/2013","Tremie","T1+T2",1,10,"MB",12,0,12,12,12.6,12.6,0
"22/05/2013","Tremie","T1+T2",1,11,"MB",11,0,11,8,17,6.8,10.2
"22/05/2013","Tremie","T1+T2",1,11,"MB",11,0,11,9,22.2,22.2,0
"22/05/2013","Tremie","T1+T2",1,11,"MB",11,0,11,10,24,24,0
"22/05/2013","Tremie","T1+T2",1,11,"MB",11,0,11,11,14.7,14.7,0
"22/05/2013","Tremie","T1+T2",1,12,"MB",12,0,12,8,13.7,2.74,10.96
"22/05/2013","Tremie","T1+T2",1,12,"MB",12,0,12,9,19.6,19.208,0.392
"22/05/2013","Tremie","T1+T2",1,12,"MB",12,0,12,10,23.3,23.3,0
"22/05/2013","Tremie","T1+T2",1,12,"MB",12,0,12,11,20.9,20.9,0
"22/05/2013","Tremie","T1+T2",1,12,"MB",12,0,12,12,12.5,12.5,0
"22/05/2013","Tremie","T1+T2",1,13,"MB",11,0,11,8,17,6.8,10.2
"22/05/2013","Tremie","T1+T2",1,13,"MB",11,0,11,9,22.6,22.374,0.226
"22/05/2013","Tremie","T1+T2",1,13,"MB",11,0,11,10,25.7,25.7,0
"22/05/2013","Tremie","T1+T2",1,13,"MB",11,0,11,11,15.5,15.5,0
"22/05/2013","Tremie","T1+T2",1,14,"MB",11,0,11,8,15.7,4.71,10.99
"22/05/2013","Tremie","T1+T2",1,14,"MB",11,0,11,9,23,23,0
"22/05/2013","Tremie","T1+T2",1,14,"MB",11,0,11,10,23.7,23.7,0
"22/05/2013","Tremie","T1+T2",1,14,"MB",11,0,11,11,14.4,14.4,0
"22/05/2013","Tremie","T1+T2",1,15,"MB",12,0,12,8,16,8,8
"22/05/2013","Tremie","T1+T2",1,15,"MB",12,0,12,9,21.1,21.1,0
