date;var;TT;TT_depuis_montaison_846,5;rep;N;Axis;Nflig;Nfvis;NFF;length_F1;length_F2;length_F3;length_F4;length_F5;length_F6;length_F7;length_F8;length_F9;length_F10;length_F11;length_F12;length_F13;length_F14;length_F15;sen_F1;sen_F2;sen_F3;sen_F4;sen_F5;sen_F6;sen_F7;sen_F8;sen_F9;sen_F10;sen_F11;sen_F12;sen_F13;sen_F14;sen_F15;HS;SSI
09/06/2011;Mercia;1940,2;1093,7;1;5;MB;11;0;11;;;;;;;;;;;;;;;;100;100;100;100;100;100;100;100;100;30;12;0;0;0;0;11;9,42
09/06/2011;Mercia;1940,2;1093,7;1;7;MB;11;0;11;;;;;;;;;;;;;;;;100;100;100;100;100;100;100;100;100;45;6;0;0;0;0;11;9,51
09/06/2011;Mercia;1940,2;1093,7;2;13;MB;11;0;11;;;;;;;;;;;;;;;;100;100;100;100;100;100;100;100;100;45;15;0;0;0;0;11;9,6
09/06/2011;Mercia;1940,2;1093,7;2;19;MB;11;0;11;;;;;;;;;;;;;;;;100;100;100;100;100;100;100;100;45;6;5;0;0;0;0;11;8,56
09/06/2011;Mercia;1940,2;1093,7;2;21;MB;11;0;11;;;;;;;;;;;;;;;;100;100;100;100;100;100;100;100;95;30;5;0;0;0;0;11;9,3
09/06/2011;Mercia;1940,2;1093,7;2;22;MB;11;0;11;;;;;;;;;;;;;;;;100;100;100;100;100;100;100;100;100;35;7;0;0;0;0;11;9,42
09/06/2011;Mercia;1940,2;1093,7;2;24;MB;11;0;11;;;;;;;;;;;;;;;;100;100;100;100;100;100;100;100;90;10;5;0;0;0;0;11;9,05
09/06/2011;Mercia;1940,2;1093,7;3;27;MB;11;0;11;;;;;;;;;;;;;;;;100;100;100;100;100;100;100;100;100;25;7;0;0;0;0;11;9,32
09/06/2011;Mercia;1940,2;1093,7;3;29;MB;11;0;11;;;;;;;;;;;;;;;;100;100;100;100;100;100;100;100;65;12;5;0;0;0;0;11;8,82
09/06/2011;Mercia;1940,2;1093,7;3;30;MB;11;0;11;;;;;;;;;;;;;;;;100;100;100;100;100;100;100;100;100;45;7;0;0;0;0;11;9,3
09/06/2011;Mercia;1940,2;1093,7;1;1;MB;12;0;12;;;;;;;;;;;;;;;;100;100;100;100;100;100;100;100;100;80;30;20;0;0;0;12;10,3
09/06/2011;Mercia;1940,2;1093,7;1;8;MB;12;0;12;;;;;;;;;;;;;;;;100;100;100;100;100;100;100;100;100;35;20;12;0;0;0;12;9,67
09/06/2011;Mercia;1940,2;1093,7;1;11;MB;12;0;12;;;;;;;;;;;;;;;;100;100;100;100;100;100;100;100;100;100;50;9;0;0;0;12;10,59
09/06/2011;Mercia;1940,2;1093,7;1;12;MB;12;0;12;;;;;;;;;;;;;;;;100;100;100;100;100;100;100;100;100;100;30;25;0;0;0;12;10,55
09/06/2011;Mercia;1940,2;1093,7;2;14;MB;12;0;12;;;;;;;;;;;;;;;;100;100;100;100;100;100;100;100;100;90;70;30;0;0;0;12;10,9
09/06/2011;Mercia;1940,2;1093,7;2;15;MB;12;0;12;;;;;;;;;;;;;;;;100;100;100;100;100;100;100;100;100;100;100;75;0;0;0;12;11,75
09/06/2011;Mercia;1940,2;1093,7;2;16;MB;12;0;12;;;;;;;;;;;;;;;;100;100;100;100;100;100;100;100;100;60;20;10;0;0;0;12;9,9
09/06/2011;Mercia;1940,2;1093,7;2;17;MB;12;0;12;;;;;;;;;;;;;;;;100;100;100;100;100;100;100;100;100;30;5;4;0;0;0;12;9,39
09/06/2011;Mercia;1940,2;1093,7;2;18;MB;12;0;12;;;;;;;;;;;;;;;;100;100;100;100;100;100;100;100;100;100;15;7;0;0;0;12;10,22
09/06/2011;Mercia;1940,2;1093,7;2;20;MB;12;0;12;;;;;;;;;;;;;;;;100;100;100;100;100;100;100;100;100;45;10;6;0;0;0;12;9,61
09/06/2011;Mercia;1940,2;1093,7;2;23;MB;12;0;12;;;;;;;;;;;;;;;;100;100;100;100;100;100;100;100;100;100;100;100;0;0;0;12;12
09/06/2011;Mercia;1940,2;1093,7;3;25;MB;12;0;12;;;;;;;;;;;;;;;;100;100;100;100;100;100;100;100;100;35;3;5;0;0;0;12;9,43
09/06/2011;Mercia;1940,2;1093,7;3;28;MB;12;0;12;;;;;;;;;;;;;;;;100;100;100;100;100;100;100;100;100;65;18;6;0;0;0;12;9,89
09/06/2011;Mercia;1940,2;1093,7;3;31;MB;12;0;12;;;;;;;;;;;;;;;;100;100;100;100;100;100;100;100;100;65;5;5;0;0;0;12;9,75
09/06/2011;Mercia;1940,2;1093,7;3;32;MB;12;0;12;;;;;;;;;;;;;;;;100;100;100;100;100;100;100;100;100;30;3;2;0;0;0;12;9,35
09/06/2011;Mercia;1940,2;1093,7;3;33;MB;12;0;12;;;;;;;;;;;;;;;;100;100;100;100;100;100;100;100;100;25;5;4;0;0;0;12;9,34
09/06/2011;Mercia;1940,2;1093,7;3;34;MB;12;0;12;;;;;;;;;;;;;;;;100;100;100;100;100;100;100;100;100;55;25;15;0;0;0;12;9,95
09/06/2011;Mercia;1940,2;1093,7;3;35;MB;12;0;12;;;;;;;;;;;;;;;;100;100;100;100;100;100;100;100;100;65;8;8;0;0;0;12;9,81
09/06/2011;Mercia;1940,2;1093,7;3;36;MB;12;0;12;;;;;;;;;;;;;;;;100;100;100;100;100;100;100;100;100;35;5;5;0;0;0;12;9,45
09/06/2011;Mercia;1940,2;1093,7;3;26;MB;13;0;13;;;;;;;;;;;;;;;;100;100;100;100;100;100;100;100;100;100;35;10;10;0;0;13;10,55
09/06/2011;Mercia;1940,2;1093,7;1;2;MB;mort;0;mort;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09/06/2011;Mercia;1940,2;1093,7;1;4;MB;mort;0;mort;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09/06/2011;Mercia;1940,2;1093,7;1;6;MB;mort;0;mort;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09/06/2011;Mercia;1940,2;1093,7;1;9;MB;mort;0;mort;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09/06/2011;Mercia;1940,2;1093,7;1;10;MB;mort;0;mort;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
