plant,rank,ranktop,HS,x,y
1,8,13,11.1,22.89,16.42
1,8,13,11.1,22.56,18.84
1,8,13,11.1,22.17,20.38
1,9,13,11.1,25.36,11.49
1,9,13,11.1,24.92,18.2
1,9,13,11.1,23.82,23.48
1,9,13,11.1,23.33,27.6
1,9,13,11.1,22.28,30.57
1,9,13,11.1,21.79,32.11
1,10,13,11.1,25.91,12.75
1,10,13,11.1,28.06,18.36
1,10,13,11.1,29.65,22.71
1,10,13,11.1,30.69,25.34
1,10,13,11.1,31.46,26.66
1,10,13,11.1,32.73,28.09
1,11,13,11.1,25.97,14.51
1,11,13,11.1,26.85,21.28
1,11,13,11.1,27.45,25.51
1,11,13,11.1,27.84,29.41
1,11,13,11.1,27.84,31.56
1,12,13,11.1,25.86,15.63
1,12,13,11.1,26.32,19.64
1,8,13,11.1,44.62,11.66
1,8,13,11.1,42.86,16.77
1,8,13,11.1,40.83,21.99
1,8,13,11.1,39.67,24.52
1,8,13,11.1,38.63,26.5
1,9,13,11.1,45.61,17.37
1,9,13,11.1,47.09,23.26
1,9,13,11.1,48.3,27.43
1,9,13,11.1,49.46,32.16
1,9,13,11.1,51.0,34.31
1,10,13,11.1,45.28,22.65
1,10,13,11.1,44.57,30.02
1,10,13,11.1,43.03,37.66
1,10,13,11.1,42.04,42.44
1,10,13,11.1,40.99,43.71
1,10,13,11.1,39.62,44.53
1,11,13,11.1,45.78,25.07
1,11,13,11.1,46.49,31.28
1,11,13,11.1,46.98,33.76
1,11,13,11.1,47.53,36.17
1,11,13,11.1,48.3,39.58
1,11,13,11.1,48.8,42.61
1,11,13,11.1,49.13,46.73
1,12,13,11.1,45.56,26.5
1,12,13,11.1,45.89,30.4
2,8,13,11.1,9.04,8.0
2,8,13,11.1,7.2,11.13
2,8,13,11.1,5.36,11.03
2,8,13,11.1,2.76,8.54
2,8,13,11.1,1.24,7.35
2,8,13,11.1,0.54,6.27
2,8,13,11.1,0.0,5.89
2,9,13,11.1,9.81,12.32
2,9,13,11.1,12.09,17.14
2,9,13,11.1,14.96,21.35
2,9,13,11.1,16.53,24.11
2,9,13,11.1,18.2,26.71
2,10,13,11.1,9.49,13.56
2,10,13,11.1,8.17,21.05
2,10,13,11.1,7.38,27.32
2,10,13,11.1,7.11,29.59
2,10,13,11.1,6.27,31.59
2,10,13,11.1,6.0,32.65
2,11,13,11.1,9.95,16.86
2,11,13,11.1,11.51,30.87
2,11,13,11.1,11.57,34.98
2,11,13,11.1,10.97,38.32
2,8,13,11.1,30.82,8.06
2,8,13,11.1,29.0,12.55
2,8,13,11.1,27.6,15.91
2,8,13,11.1,26.7,18.34
2,8,13,11.1,25.67,20.31
2,9,13,11.1,31.38,12.24
2,9,13,11.1,32.75,16.35
2,9,13,11.1,33.97,21.26
2,9,13,11.1,34.92,25.16
2,9,13,11.1,35.71,28.01
2,9,13,11.1,35.82,29.22
2,10,13,11.1,31.07,16.83
2,10,13,11.1,31.17,26.53
2,10,13,11.1,30.91,30.8
2,10,13,11.1,30.01,35.76
2,10,13,11.1,29.48,37.13
2,11,13,11.1,31.38,17.56
2,11,13,11.1,31.65,26.79
2,11,13,11.1,32.17,30.01
2,11,13,11.1,32.44,31.54
2,11,13,11.1,32.44,33.23
2,11,13,11.1,32.33,34.44
2,11,13,11.1,32.12,35.39
2,8,13,11.1,49.58,5.34
2,8,13,11.1,48.1,6.87
2,8,13,11.1,45.22,8.29
2,8,13,11.1,44.09,6.53
2,8,13,11.1,43.56,5.37
2,8,13,11.1,42.98,4.34
2,8,13,11.1,42.37,3.28
2,8,13,11.1,42.03,2.81
2,9,13,11.1,50.21,10.13
2,9,13,11.1,51.53,12.61
2,9,13,11.1,53.06,16.61
2,9,13,11.1,54.44,19.15
2,9,13,11.1,56.07,22.94
2,10,13,11.1,49.79,13.77
2,10,13,11.1,48.37,22.26
2,10,13,11.1,47.31,27.53
2,10,13,11.1,46.2,30.28
2,10,13,11.1,45.78,31.01
2,11,13,11.1,50.37,17.04
2,11,13,11.1,50.85,25.32
2,11,13,11.1,50.95,32.17
2,11,13,11.1,51.37,35.76
2,11,13,11.1,51.37,37.19
2,11,13,11.1,51.06,38.24
2,12,13,11.1,50.21,18.14
2,12,13,11.1,50.32,23.63
2,12,13,11.1,50.0,27.06
2,12,13,11.1,49.74,29.38
2,12,13,11.1,49.47,30.91
1,8,13,13.0,7.01,6.76
1,8,13,13.0,5.94,7.04
1,8,13,13.0,5.45,6.72
1,8,13,13.0,4.26,4.91
1,8,13,13.0,3.11,3.94
1,8,13,13.0,1.97,3.49
1,8,13,13.0,1.68,2.52
1,8,13,13.0,0.78,2.0
1,8,13,13.0,0.0,1.27
1,9,13,13.0,5.94,14.27
1,9,13,13.0,3.03,23.07
1,9,13,13.0,2.21,26.3
1,9,13,13.0,0.41,29.24
1,10,13,13.0,6.07,19.33
1,10,13,13.0,9.24,30.38
1,10,13,13.0,10.57,35.86
1,10,13,13.0,10.78,39.53
1,10,13,13.0,11.59,40.93
1,11,13,13.0,5.96,32.76
1,11,13,13.0,4.28,40.26
1,11,13,13.0,1.49,47.77
1,11,13,13.0,0.76,51.73
1,12,13,13.0,7.07,46.36
1,12,13,13.0,7.31,58.71
1,12,13,13.0,7.23,63.55
1,12,13,13.0,6.58,65.41
1,13,13,13.0,8.79,55.56
1,13,13,13.0,9.81,63.07
1,13,13,13.0,9.73,66.22
1,13,13,13.0,9.49,67.47
2,9,13,13.0,4.85,19.87
2,9,13,13.0,5.77,27.85
2,9,13,13.0,5.77,34.68
2,9,13,13.0,6.28,37.97
2,10,13,13.0,4.52,33.07
2,10,13,13.0,4.43,43.23
2,10,13,13.0,3.77,49.98
2,10,13,13.0,1.88,54.05
2,11,13,13.0,5.56,46.36
2,11,13,13.0,6.44,57.05
2,12,13,13.0,6.74,56.45
2,12,13,13.0,7.61,68.59
2,13,13,13.0,6.63,57.8
2,13,13,13.0,8.24,66.66
3,10,13,13.0,6.51,17.46
3,10,13,13.0,7.82,25.58
3,10,13,13.0,8.54,29.49
3,10,13,13.0,10.82,31.65
3,10,13,13.0,11.87,32.61
3,11,13,13.0,5.32,28.55
3,11,13,13.0,4.52,41.89
3,11,13,13.0,2.71,47.5
3,11,13,13.0,1.02,50.63
3,12,13,13.0,5.12,43.43
3,12,13,13.0,3.78,55.69
3,12,13,13.0,2.93,59.93
3,12,13,13.0,1.46,61.38
3,13,13,13.0,5.63,55.56
3,13,13,13.0,6.35,70.48
4,10,13,13.0,5.96,17.74
4,10,13,13.0,8.94,27.02
4,10,13,13.0,10.42,30.59
4,10,13,13.0,12.42,32.25
4,10,13,13.0,13.69,32.75
4,11,13,13.0,5.03,26.26
4,11,13,13.0,3.24,35.38
4,11,13,13.0,2.48,41.51
4,11,13,13.0,2.56,45.16
4,11,13,13.0,2.48,47.23
4,12,13,13.0,6.68,39.09
4,12,13,13.0,10.26,49.59
4,12,13,13.0,12.27,56.59
4,12,13,13.0,13.93,59.28
4,13,13,13.0,7.43,52.05
4,13,13,13.0,7.93,58.28
4,13,13,13.0,7.93,63.17
4,13,13,13.0,6.84,66.18
1,9,13,13.0,3.75,11.75
1,9,13,13.0,1.65,10.68
1,9,13,13.0,0.85,9.57
1,9,13,13.0,0.6,7.6
1,9,13,13.0,0.24,4.87
1,9,13,13.0,0.0,2.61
1,9,13,13.0,1.29,1.23
1,9,13,13.0,3.1,0.0
1,10,13,13.0,7.44,16.64
1,10,13,13.0,16.94,27.32
1,10,13,13.0,19.49,29.28
1,11,13,13.0,8.08,24.91
1,11,13,13.0,6.56,32.01
1,11,13,13.0,6.56,39.04
1,11,13,13.0,6.29,41.54
1,11,13,13.0,5.32,43.97
1,11,13,13.0,4.43,44.98
1,12,13,13.0,8.81,39.78
1,12,13,13.0,12.05,52.28
1,12,13,13.0,13.5,58.09
1,12,13,13.0,15.97,63.29
1,13,13,13.0,8.4,55.19
1,13,13,13.0,9.33,61.46
1,13,13,13.0,10.3,67.29
1,13,13,13.0,10.12,70.44
1,13,13,13.0,9.94,72.34
2,10,13,13.0,6.72,14.12
2,10,13,13.0,5.45,23.79
2,10,13,13.0,4.72,29.31
2,10,13,13.0,3.13,31.78
2,10,13,13.0,2.39,32.49
2,11,13,13.0,6.39,26.07
2,11,13,13.0,5.39,34.12
2,11,13,13.0,5.45,39.83
2,11,13,13.0,5.85,42.68
2,11,13,13.0,6.92,44.05
2,11,13,13.0,8.51,45.54
2,12,13,13.0,9.38,38.66
2,12,13,13.0,12.64,48.85
2,12,13,13.0,14.77,56.12
2,12,13,13.0,15.96,59.43
2,13,13,13.0,10.91,48.98
2,13,13,13.0,11.17,60.41
2,13,13,13.0,11.24,62.49
3,9,13,13.0,7.55,13.06
3,9,13,13.0,6.52,11.91
3,9,13,13.0,5.73,9.07
3,9,13,13.0,4.94,7.74
3,9,13,13.0,4.05,4.49
3,9,13,13.0,2.8,1.7
3,9,13,13.0,1.63,0.37
3,9,13,13.0,0.89,0.0
3,9,13,13.0,0.0,0.09
3,10,13,13.0,8.29,19.89
3,10,13,13.0,9.97,28.32
3,10,13,13.0,11.37,33.27
3,10,13,13.0,12.1,36.53
3,10,13,13.0,11.92,39.69
3,11,13,13.0,7.97,33.45
3,11,13,13.0,5.11,42.73
3,11,13,13.0,3.57,47.19
3,11,13,13.0,1.85,50.67
3,11,13,13.0,0.67,52.18
3,12,13,13.0,8.01,47.48
3,12,13,13.0,7.27,49.72
3,12,13,13.0,6.15,57.74
3,12,13,13.0,5.26,63.7
3,12,13,13.0,4.1,65.94
3,13,13,13.0,7.92,55.63
3,13,13,13.0,7.69,61.63
3,13,13,13.0,7.31,65.94
3,13,13,13.0,6.71,68.32
4,9,13,13.0,8.73,9.62
4,9,13,13.0,10.18,12.14
4,9,13,13.0,10.3,14.81
4,9,13,13.0,10.9,15.69
4,9,13,13.0,10.78,22.92
4,9,13,13.0,10.45,23.22
4,9,13,13.0,9.81,23.36
4,9,13,13.0,9.33,23.98
4,10,13,13.0,8.47,15.98
4,10,13,13.0,6.97,23.55
4,10,13,13.0,5.77,28.59
4,10,13,13.0,4.88,31.59
4,10,13,13.0,4.95,33.23
4,11,13,13.0,9.58,24.73
4,11,13,13.0,11.62,33.88
4,11,13,13.0,12.58,40.1
4,11,13,13.0,14.21,42.94
4,11,13,13.0,15.38,43.93
4,11,13,13.0,15.99,44.48
4,12,13,13.0,7.99,36.97
4,12,13,13.0,4.68,47.32
4,12,13,13.0,2.54,52.09
4,12,13,13.0,1.27,54.18
4,12,13,13.0,0.0,55.28
4,13,13,13.0,7.12,49.51
4,13,13,13.0,6.46,57.67
4,13,13,13.0,6.0,61.0
4,13,13,13.0,5.39,62.34
1,9,13,13.0,7.19,13.06
1,9,13,13.0,4.56,21.46
1,9,13,13.0,2.57,25.41
1,9,13,13.0,2.12,27.23
1,10,13,13.0,8.34,16.32
1,10,13,13.0,9.75,23.22
1,10,13,13.0,9.56,29.67
1,10,13,13.0,8.73,32.37
1,10,13,13.0,8.79,33.5
1,10,13,13.0,9.75,34.38
1,10,13,13.0,11.23,33.94
1,11,13,13.0,8.28,27.48
1,11,13,13.0,6.93,39.14
1,11,13,13.0,5.45,44.47
1,11,13,13.0,4.43,46.73
1,12,13,13.0,8.08,41.27
1,12,13,13.0,10.39,51.05
1,12,13,13.0,12.06,55.88
1,12,13,13.0,13.92,58.7
1,13,13,13.0,7.54,48.15
1,13,13,13.0,6.51,53.98
1,13,13,13.0,6.0,58.03
1,13,13,13.0,5.87,61.35
2,9,13,13.0,5.31,12.97
2,9,13,13.0,7.65,9.19
2,9,13,13.0,8.73,6.52
2,9,13,13.0,8.6,4.84
2,9,13,13.0,8.73,1.3
2,9,13,13.0,7.84,0.0
2,10,13,13.0,4.74,16.7
2,10,13,13.0,3.54,21.97
2,10,13,13.0,3.42,28.18
2,10,13,13.0,3.35,34.02
2,11,13,13.0,5.63,29.55
2,11,13,13.0,7.46,38.67
2,11,13,13.0,8.16,45.31
2,11,13,13.0,9.61,48.48
2,12,13,13.0,6.39,42.61
2,12,13,13.0,4.05,53.85
2,12,13,13.0,2.15,59.5
2,12,13,13.0,0.7,61.36
2,13,13,13.0,7.27,48.34
2,13,13,13.0,7.87,55.42
2,13,13,13.0,8.29,61.56
2,13,13,13.0,8.03,63.11
3,9,13,13.0,10.66,9.69
3,9,13,13.0,11.06,10.91
3,9,13,13.0,11.41,10.91
3,9,13,13.0,12.08,9.74
3,9,13,13.0,13.68,6.69
3,9,13,13.0,12.12,1.99
3,9,13,13.0,12.43,0.95
3,9,13,13.0,13.41,0.47
3,9,13,13.0,14.56,1.25
3,10,13,13.0,9.58,16.26
3,10,13,13.0,4.75,29.36
3,10,13,13.0,4.4,30.4
3,10,13,13.0,3.34,30.83
3,10,13,13.0,0.0,32.56
3,11,13,13.0,10.38,25.1
3,11,13,13.0,13.98,36.22
3,11,13,13.0,14.86,38.89
3,11,13,13.0,16.27,39.07
3,11,13,13.0,18.99,38.55
3,11,13,13.0,22.07,37.26
3,12,13,13.0,11.52,38.31
3,12,13,13.0,8.92,47.41
3,12,13,13.0,7.03,54.61
3,13,13,13.0,12.4,46.12
3,13,13,13.0,13.41,54.74
3,13,13,13.0,13.94,56.12
4,8,13,13.0,11.79,6.46
4,8,13,13.0,12.68,7.34
4,8,13,13.0,12.97,8.6
4,8,13,13.0,14.8,9.39
4,8,13,13.0,15.88,10.56
4,8,13,13.0,16.26,11.72
4,9,13,13.0,10.57,15.5
4,9,13,13.0,8.45,21.33
4,9,13,13.0,7.23,25.71
4,9,13,13.0,6.62,29.3
4,9,13,13.0,6.38,31.31
4,10,13,13.0,10.62,21.56
4,10,13,13.0,11.52,26.63
4,10,13,13.0,11.7,32.85
4,10,13,13.0,11.92,38.63
4,10,13,13.0,11.57,43.16
4,11,13,13.0,11.66,35.76
4,11,13,13.0,10.4,40.65
4,11,13,13.0,7.8,44.56
4,11,13,13.0,4.39,48.56
4,11,13,13.0,0.0,52.39
4,12,13,13.0,12.96,50.05
4,12,13,13.0,14.43,57.25
4,12,13,13.0,15.82,61.57
4,12,13,13.0,17.62,65.34
4,12,13,13.0,18.96,68.05
4,13,13,13.0,12.78,58.54
4,13,13,13.0,12.51,63.61
4,13,13,13.0,11.88,69.17
1,8,13,13.0,6.77,9.4
1,8,13,13.0,5.62,9.12
1,8,13,13.0,4.54,8.91
1,8,13,13.0,3.67,7.99
1,8,13,13.0,2.3,6.57
1,8,13,13.0,2.23,6.08
1,8,13,13.0,2.23,4.17
1,8,13,13.0,2.16,2.83
1,8,13,13.0,1.51,1.91
1,8,13,13.0,1.15,0.64
1,8,13,13.0,0.0,0.07
1,8,13,13.0,0.43,0.0
1,9,13,13.0,7.7,15.62
1,9,13,13.0,10.08,23.96
1,9,13,13.0,11.45,26.43
1,9,13,13.0,11.74,28.41
1,9,13,13.0,11.45,30.04
1,9,13,13.0,10.15,31.31
1,10,13,13.0,6.77,19.44
1,10,13,13.0,4.46,28.48
1,10,13,13.0,2.66,34.92
1,10,13,13.0,0.94,39.72
1,11,13,13.0,7.78,32.16
1,11,13,13.0,11.38,45.52
1,11,13,13.0,13.1,51.95
1,11,13,13.0,14.18,54.35
1,12,13,13.0,9.22,46.44
1,12,13,13.0,9.07,54.28
1,12,13,13.0,8.14,58.31
1,12,13,13.0,5.98,62.27
1,12,13,13.0,3.24,66.79
1,13,13,13.0,9.94,57.11
1,13,13,13.0,10.01,63.9
1,13,13,13.0,10.44,68.28
2,9,13,13.0,8.47,11.56
2,9,13,13.0,8.72,19.28
2,9,13,13.0,9.14,25.42
2,9,13,13.0,7.88,29.82
2,10,13,13.0,9.82,19.78
2,10,13,13.0,10.66,29.99
2,10,13,13.0,12.68,35.39
2,10,13,13.0,13.86,38.54
2,11,13,13.0,8.55,32.41
2,11,13,13.0,6.28,43.04
2,11,13,13.0,4.68,51.67
2,11,13,13.0,2.49,55.49
2,12,13,13.0,9.06,46.5
2,12,13,13.0,11.59,57.2
2,12,13,13.0,14.54,62.02
2,12,13,13.0,17.23,65.92
2,13,13,13.0,8.89,55.63
2,13,13,13.0,8.05,64.01
2,13,13,13.0,7.54,70.57
3,8,13,13.0,15.44,12.76
3,8,13,13.0,13.64,13.83
3,8,13,13.0,11.47,13.12
3,8,13,13.0,9.39,11.69
3,8,13,13.0,6.14,10.63
3,8,13,13.0,3.07,9.92
3,8,13,13.0,0.0,11.16
3,9,13,13.0,16.94,17.3
3,9,13,13.0,18.66,29.23
3,9,13,13.0,18.12,33.41
3,9,13,13.0,18.48,35.9
3,9,13,13.0,18.3,37.68
3,10,13,13.0,16.31,27.6
3,10,13,13.0,14.01,39.17
3,10,13,13.0,12.65,44.64
3,10,13,13.0,9.58,49.23
3,11,13,13.0,16.45,42.69
3,11,13,13.0,16.58,50.65
3,11,13,13.0,16.9,56.83
3,12,13,13.0,17.3,55.19
3,12,13,13.0,16.99,62.71
3,12,13,13.0,16.63,67.11
3,12,13,13.0,16.67,68.85
3,13,13,13.0,16.85,56.97
3,13,13,13.0,17.26,63.33
3,13,13,13.0,17.3,66.98
4,9,13,13.0,7.83,12.23
4,9,13,13.0,9.97,27.27
4,9,13,13.0,9.77,30.27
4,10,13,13.0,7.88,24.57
4,10,13,13.0,6.88,32.58
4,10,13,13.0,6.14,38.37
4,10,13,13.0,6.14,42.01
4,10,13,13.0,5.59,46.29
4,11,13,13.0,7.13,37.2
4,11,13,13.0,8.98,47.22
4,11,13,13.0,10.92,54.59
4,11,13,13.0,14.21,59.16
4,12,13,13.0,7.08,42.21
4,12,13,13.0,6.59,50.51
4,12,13,13.0,6.44,58.92
1,9,13,13.0,8.34,13.87
1,9,13,13.0,6.65,14.54
1,9,13,13.0,5.3,13.95
1,9,13,13.0,3.96,13.29
1,9,13,13.0,3.7,12.21
1,9,13,13.0,3.45,10.71
1,9,13,13.0,2.69,8.31
1,9,13,13.0,2.02,5.65
1,9,13,13.0,2.19,0.0
1,10,13,13.0,8.42,20.54
1,10,13,13.0,7.87,31.58
1,10,13,13.0,7.2,35.94
1,10,13,13.0,4.97,37.98
1,10,13,13.0,3.28,40.84
1,11,13,13.0,9.85,33.06
1,11,13,13.0,11.7,42.61
1,11,13,13.0,13.47,47.68
1,11,13,13.0,17.09,51.66
1,11,13,13.0,18.69,53.16
1,12,13,13.0,9.9,46.45
1,12,13,13.0,10.52,54.57
1,12,13,13.0,9.67,61.74
1,12,13,13.0,8.77,65.68
1,12,13,13.0,7.87,66.91
1,13,13,13.0,10.73,52.82
1,13,13,13.0,10.88,56.55
1,13,13,13.0,11.59,60.12
1,13,13,13.0,12.09,63.44
1,13,13,13.0,12.46,66.23
2,9,13,13.0,4.63,13.36
2,9,13,13.0,3.15,11.74
2,9,13,13.0,2.68,10.37
2,9,13,13.0,2.51,8.84
2,9,13,13.0,2.39,6.14
2,9,13,13.0,2.39,2.99
2,9,13,13.0,2.6,0.0
2,10,13,13.0,5.98,18.15
2,10,13,13.0,6.82,21.3
2,10,13,13.0,7.5,23.29
2,10,13,13.0,8.43,23.96
2,10,13,13.0,9.86,23.96
2,10,13,13.0,11.13,23.13
2,10,13,13.0,16.36,16.41
2,10,13,13.0,16.78,15.74
2,11,13,13.0,6.91,32.67
2,11,13,13.0,5.47,39.89
2,11,13,13.0,3.02,46.36
2,11,13,13.0,1.92,50.01
2,12,13,13.0,5.13,45.63
2,12,13,13.0,5.39,51.61
2,12,13,13.0,5.22,58.79
2,12,13,13.0,4.54,63.81
2,13,13,13.0,4.25,51.4
2,13,13,13.0,3.61,59.2
2,13,13,13.0,3.36,64.93
3,9,13,13.0,7.54,13.74
3,9,13,13.0,6.82,13.74
3,9,13,13.0,6.34,8.02
3,9,13,13.0,5.7,0.0
3,10,13,13.0,8.51,16.82
3,10,13,13.0,9.55,20.79
3,10,13,13.0,10.23,27.02
3,10,13,13.0,10.51,33.5
3,10,13,13.0,10.8,35.24
3,10,13,13.0,11.72,36.67
3,11,13,13.0,8.91,30.18
3,11,13,13.0,5.7,39.15
3,11,13,13.0,2.33,45.51
3,11,13,13.0,0.0,49.08
3,12,13,13.0,7.22,44.44
3,12,13,13.0,7.14,53.25
3,12,13,13.0,6.5,55.32
3,12,13,13.0,4.49,58.25
3,12,13,13.0,1.36,62.46
3,13,13,13.0,6.94,51.17
3,13,13,13.0,4.94,61.09
3,13,13,13.0,3.13,67.53
4,8,13,13.0,5.72,15.12
4,8,13,13.0,11.52,23.16
4,8,13,13.0,13.8,25.65
4,8,13,13.0,15.44,26.77
4,9,13,13.0,5.15,16.64
4,9,13,13.0,3.93,13.99
4,9,13,13.0,2.79,10.37
4,9,13,13.0,1.97,4.74
4,9,13,13.0,1.97,0.0
4,10,13,13.0,6.24,29.74
4,10,13,13.0,7.61,40.29
4,10,13,13.0,9.19,44.45
4,10,13,13.0,12.15,48.71
4,11,13,13.0,5.82,44.0
4,11,13,13.0,7.3,53.1
4,11,13,13.0,8.35,59.96
4,11,13,13.0,8.72,62.87
4,11,13,13.0,8.25,66.2
4,12,13,13.0,5.77,52.63
4,12,13,13.0,5.66,61.16
4,12,13,13.0,5.34,65.53
4,12,13,13.0,5.71,67.61
1,8,13,13.0,9.92,6.45
1,8,13,13.0,9.67,6.45
1,8,13,13.0,11.74,10.11
1,8,13,13.0,13.39,12.54
1,8,13,13.0,13.97,12.3
1,8,13,13.0,13.88,11.65
1,8,13,13.0,11.32,10.27
1,8,13,13.0,10.74,8.48
1,8,13,13.0,12.23,8.65
1,8,13,13.0,13.06,9.29
1,8,13,13.0,11.65,10.59
1,9,13,13.0,9.32,13.35
1,9,13,13.0,7.21,25.52
1,9,13,13.0,5.96,29.08
1,9,13,13.0,4.36,31.5
1,10,13,13.0,8.68,24.84
1,10,13,13.0,9.24,35.48
1,10,13,13.0,9.8,38.79
1,10,13,13.0,10.79,42.18
1,10,13,13.0,10.75,44.26
1,11,13,13.0,8.68,36.97
1,11,13,13.0,8.25,44.13
1,11,13,13.0,7.64,55.79
1,12,13,13.0,9.58,48.2
1,12,13,13.0,11.61,58.0
1,12,13,13.0,12.47,63.08
1,13,13,13.0,9.95,54.34
1,13,13,13.0,10.1,57.8
1,13,13,13.0,9.56,63.16
2,10,13,13.0,4.8,17.38
2,10,13,13.0,6.1,29.63
2,10,13,13.0,7.48,35.8
2,10,13,13.0,9.27,39.08
2,11,13,13.0,5.08,28.63
2,11,13,13.0,3.92,34.42
2,11,13,13.0,0.91,46.95
2,11,13,13.0,0.0,49.18
2,12,13,13.0,5.68,34.6
2,12,13,13.0,6.99,41.48
2,12,13,13.0,7.89,48.46
2,12,13,13.0,7.74,51.63
2,13,13,13.0,5.58,35.68
2,13,13,13.0,5.93,44.6
3,9,13,13.0,9.91,10.09
3,9,13,13.0,11.45,13.62
3,9,13,13.0,18.97,25.23
3,9,13,13.0,21.03,25.73
3,10,13,13.0,9.66,22.03
3,10,13,13.0,6.32,33.98
3,10,13,13.0,4.02,36.84
3,10,13,13.0,0.0,39.36
3,11,13,13.0,10.43,34.82
3,11,13,13.0,14.02,47.44
3,11,13,13.0,16.24,53.16
3,11,13,13.0,17.01,54.0
3,12,13,13.0,10.64,47.63
3,12,13,13.0,10.81,53.3
3,12,13,13.0,9.66,61.55
3,12,13,13.0,8.5,65.25
3,13,13,13.0,11.07,55.2
3,13,13,13.0,12.35,66.34
1,7,13,13.0,11.52,6.0
1,7,13,13.0,12.11,6.0
1,7,13,13.0,12.27,4.79
1,7,13,13.0,13.1,4.55
1,7,13,13.0,13.85,4.23
1,7,13,13.0,14.6,3.38
1,7,13,13.0,14.96,2.78
1,7,13,13.0,15.07,2.45
1,7,13,13.0,15.07,2.13
1,7,13,13.0,14.68,1.89
1,7,13,13.0,14.17,1.65
1,7,13,13.0,14.21,1.29
1,7,13,13.0,14.13,0.93
1,7,13,13.0,13.85,0.6
1,7,13,13.0,13.45,0.4
1,8,13,13.0,10.93,10.34
1,8,13,13.0,10.21,10.34
1,8,13,13.0,9.74,10.3
1,8,13,13.0,9.38,9.62
1,8,13,13.0,8.91,9.05
1,8,13,13.0,8.71,8.09
1,8,13,13.0,8.63,7.24
1,8,13,13.0,8.67,6.28
1,8,13,13.0,8.59,5.55
1,8,13,13.0,8.55,4.47
1,8,13,13.0,8.2,3.58
1,8,13,13.0,7.84,2.58
1,8,13,13.0,7.21,2.05
1,8,13,13.0,6.9,2.05
1,8,13,13.0,6.9,1.73
1,9,13,13.0,11.52,17.1
1,9,13,13.0,12.9,17.99
1,9,13,13.0,14.25,17.59
1,9,13,13.0,14.92,16.86
1,9,13,13.0,15.51,15.73
1,9,13,13.0,15.71,14.57
1,9,13,13.0,15.75,13.12
1,9,13,13.0,15.87,10.54
1,9,13,13.0,15.87,7.89
1,9,13,13.0,15.87,7.2
1,10,13,13.0,10.75,22.8
1,10,13,13.0,8.38,29.48
1,10,13,13.0,4.66,35.59
1,10,13,13.0,1.74,37.28
1,10,13,13.0,0.0,39.86
1,11,13,13.0,10.43,42.27
1,11,13,13.0,11.38,45.82
1,11,13,13.0,12.33,54.03
1,11,13,13.0,10.75,56.12
1,11,13,13.0,6.8,59.02
1,12,13,13.0,8.22,63.52
1,12,13,13.0,5.14,70.28
1,12,13,13.0,3.79,73.18
1,12,13,13.0,2.13,77.2
2,8,13,13.0,4.95,7.05
2,8,13,13.0,4.52,8.06
2,8,13,13.0,4.0,8.42
2,8,13,13.0,3.72,8.42
2,8,13,13.0,3.52,8.1
2,8,13,13.0,3.52,7.9
2,8,13,13.0,3.52,7.73
2,8,13,13.0,3.52,7.53
2,8,13,13.0,3.52,7.33
2,8,13,13.0,3.52,7.13
2,8,13,13.0,3.52,6.93
2,8,13,13.0,3.52,6.89
2,8,13,13.0,3.64,6.85
2,8,13,13.0,3.68,6.77
2,8,13,13.0,3.68,6.45
2,9,13,13.0,5.29,12.72
2,9,13,13.0,6.01,14.2
2,9,13,13.0,6.56,14.04
2,9,13,13.0,7.6,13.2
2,9,13,13.0,8.63,11.71
2,9,13,13.0,9.55,9.82
2,9,13,13.0,10.23,8.3
2,9,13,13.0,9.87,6.37
2,9,13,13.0,9.47,4.56
2,9,13,13.0,9.23,2.87
2,9,13,13.0,8.95,1.99
2,9,13,13.0,9.71,1.39
2,9,13,13.0,9.51,1.06
2,10,13,13.0,4.77,16.01
2,10,13,13.0,4.26,19.63
2,10,13,13.0,3.66,24.29
2,10,13,13.0,4.85,24.57
2,10,13,13.0,5.21,22.96
2,10,13,13.0,4.81,21.68
2,10,13,13.0,4.46,21.4
2,10,13,13.0,3.78,20.87
2,10,13,13.0,3.54,20.35
2,10,13,13.0,2.94,19.87
2,10,13,13.0,2.67,19.23
2,10,13,13.0,3.14,18.66
2,10,13,13.0,3.14,18.34
2,10,13,13.0,2.9,18.34
2,10,13,13.0,2.82,18.46
2,11,13,13.0,6.27,37.33
2,11,13,13.0,8.1,37.25
2,11,13,13.0,11.04,38.13
2,11,13,13.0,12.95,38.37
2,11,13,13.0,15.82,37.25
2,11,13,13.0,19.24,36.92
2,12,13,13.0,5.47,46.33
2,12,13,13.0,4.83,50.26
2,12,13,13.0,3.4,55.0
2,12,13,13.0,2.45,58.86
2,12,13,13.0,1.97,62.08
2,12,13,13.0,1.25,65.93
2,13,13,13.0,6.76,69.77
2,13,13,13.0,6.96,75.07
2,13,13,13.0,7.24,79.17
2,13,13,13.0,7.36,80.34
3,7,13,13.0,9.41,4.73
3,7,13,13.0,10.52,2.76
3,7,13,13.0,11.2,0.91
3,8,13,13.0,9.13,8.31
3,8,13,13.0,8.14,10.28
3,8,13,13.0,8.02,11.13
3,8,13,13.0,8.93,11.37
3,8,13,13.0,10.09,11.45
3,8,13,13.0,10.8,11.17
3,8,13,13.0,11.76,11.33
3,8,13,13.0,12.08,11.81
