plant,rank,ranktop,HS,x,y
3,8,13,13.0,12.23,12.1
3,8,13,13.0,12.63,12.38
3,8,13,13.0,12.71,12.74
3,8,13,13.0,12.59,12.98
3,8,13,13.0,12.12,13.34
3,8,13,13.0,11.44,13.75
3,9,13,13.0,9.71,15.17
3,9,13,13.0,12.73,15.9
3,9,13,13.0,13.21,16.22
3,9,13,13.0,13.21,16.86
3,9,13,13.0,13.61,16.86
3,9,13,13.0,14.32,16.62
3,9,13,13.0,18.46,16.14
3,9,13,13.0,19.81,15.58
3,9,13,13.0,23.71,13.08
3,9,13,13.0,26.02,14.45
3,9,13,13.0,25.86,15.34
3,9,13,13.0,26.42,16.38
3,10,13,13.0,9.15,20.41
3,10,13,13.0,8.36,27.65
3,10,13,13.0,8.51,28.62
3,10,13,13.0,8.99,28.62
3,10,13,13.0,8.91,28.38
3,10,13,13.0,8.83,28.22
3,10,13,13.0,7.8,27.65
3,10,13,13.0,6.6,27.65
3,10,13,13.0,0.0,27.81
3,11,13,13.0,10.11,36.51
3,11,13,13.0,12.81,39.24
3,11,13,13.0,18.86,34.49
3,11,13,13.0,19.1,33.69
3,12,13,13.0,10.34,51.72
3,12,13,13.0,9.23,59.45
3,12,13,13.0,8.12,64.04
3,12,13,13.0,6.84,68.06
3,13,13,13.0,11.14,73.3
3,13,13,13.0,10.5,78.61
3,13,13,13.0,10.19,82.96
4,8,13,13.0,10.71,11.57
4,8,13,13.0,9.71,12.78
4,8,13,13.0,8.52,14.27
4,8,13,13.0,8.2,15.52
4,8,13,13.0,8.12,16.48
4,8,13,13.0,8.16,16.93
4,8,13,13.0,8.4,16.93
4,8,13,13.0,8.44,16.8
4,8,13,13.0,8.44,16.36
4,8,13,13.0,8.44,15.76
4,8,13,13.0,8.24,14.87
4,8,13,13.0,8.16,14.55
4,8,13,13.0,8.48,13.67
4,8,13,13.0,8.32,11.53
4,8,13,13.0,8.92,9.92
4,9,13,13.0,10.21,17.79
4,9,13,13.0,2.63,24.71
4,9,13,13.0,0.0,27.69
4,9,13,13.0,0.0,28.01
4,9,13,13.0,0.8,27.45
4,9,13,13.0,2.63,26.32
4,9,13,13.0,4.39,25.84
4,9,13,13.0,4.39,25.28
4,10,13,13.0,10.11,31.54
4,10,13,13.0,10.03,39.34
4,10,13,13.0,10.23,43.89
4,10,13,13.0,11.03,43.37
4,10,13,13.0,11.75,43.01
4,10,13,13.0,12.31,42.44
4,10,13,13.0,12.31,41.8
4,10,13,13.0,12.31,41.2
4,10,13,13.0,12.23,40.59
4,10,13,13.0,12.15,40.23
4,10,13,13.0,11.71,39.91
4,10,13,13.0,11.31,39.83
4,10,13,13.0,10.95,39.67
4,11,13,13.0,9.99,47.76
4,11,13,13.0,11.27,50.37
4,11,13,13.0,12.79,53.88
4,11,13,13.0,14.34,57.42
4,11,13,13.0,15.34,60.23
4,11,13,13.0,16.42,62.93
4,11,13,13.0,17.69,64.98
4,12,13,13.0,8.68,68.81
4,12,13,13.0,8.64,77.22
4,12,13,13.0,8.64,81.81
5,8,13,13.0,11.22,12.13
5,8,13,13.0,10.02,12.85
5,8,13,13.0,8.98,13.42
5,8,13,13.0,7.3,13.09
5,8,13,13.0,6.18,12.93
5,8,13,13.0,5.78,12.21
5,8,13,13.0,5.22,11.97
5,8,13,13.0,5.54,11.24
5,8,13,13.0,5.94,10.51
5,8,13,13.0,6.74,10.27
5,8,13,13.0,5.94,11.0
5,8,13,13.0,5.46,11.8
5,8,13,13.0,5.46,12.37
5,9,13,13.0,10.48,14.36
5,9,13,13.0,8.76,15.01
5,9,13,13.0,7.08,15.57
5,9,13,13.0,6.28,16.09
5,9,13,13.0,5.16,16.09
5,9,13,13.0,3.52,15.33
5,9,13,13.0,3.8,14.6
5,9,13,13.0,4.52,14.52
5,9,13,13.0,5.32,13.72
5,9,13,13.0,3.6,12.59
5,9,13,13.0,1.72,12.23
5,9,13,13.0,0.0,11.99
5,10,13,13.0,9.72,27.78
5,10,13,13.0,9.32,36.72
5,10,13,13.0,9.88,38.49
5,10,13,13.0,10.24,40.87
5,10,13,13.0,11.2,42.68
5,10,13,13.0,11.2,43.93
5,10,13,13.0,13.56,46.23
5,11,13,13.0,9.72,44.19
5,11,13,13.0,16.36,50.96
5,11,13,13.0,22.68,58.94
5,12,13,13.0,8.14,65.38
5,12,13,13.0,9.5,78.44
1,8,13,13.0,6.92,14.79
1,8,13,13.0,9.48,14.69
1,8,13,13.0,11.23,11.28
1,8,13,13.0,12.51,10.27
1,8,13,13.0,11.59,8.34
1,8,13,13.0,11.32,5.76
1,8,13,13.0,11.69,5.3
1,8,13,13.0,12.33,4.19
1,8,13,13.0,12.33,1.98
1,9,13,13.0,5.94,19.78
1,9,13,13.0,2.66,23.48
1,9,13,13.0,0.61,27.54
1,9,13,13.0,0.0,31.04
1,9,13,13.0,1.23,32.07
1,9,13,13.0,2.2,31.35
1,9,13,13.0,2.77,32.69
1,9,13,13.0,3.18,33.56
1,10,13,13.0,6.57,30.97
1,10,13,13.0,7.31,37.62
1,10,13,13.0,8.2,43.38
1,10,13,13.0,7.56,45.26
1,10,13,13.0,5.78,43.13
1,10,13,13.0,4.4,41.89
1,10,13,13.0,3.31,41.49
1,11,13,13.0,5.56,47.93
1,11,13,13.0,2.78,56.74
1,11,13,13.0,2.44,61.79
1,11,13,13.0,0.87,65.98
1,12,13,13.0,5.22,67.25
1,12,13,13.0,0.54,77.59
2,8,13,13.0,5.72,3.74
2,8,13,13.0,2.52,3.57
2,9,13,13.0,6.28,6.64
2,9,13,13.0,8.36,7.13
2,9,13,13.0,9.26,8.47
2,9,13,13.0,9.82,8.26
2,9,13,13.0,9.33,6.92
2,9,13,13.0,11.62,5.09
2,9,13,13.0,14.74,5.02
2,9,13,13.0,15.36,4.6
2,9,13,13.0,15.64,3.76
2,9,13,13.0,15.92,3.62
2,9,13,13.0,16.68,4.32
2,10,13,13.0,5.15,17.8
2,10,13,13.0,4.73,23.74
2,10,13,13.0,5.01,29.53
2,10,13,13.0,4.23,32.4
2,10,13,13.0,3.17,32.47
2,10,13,13.0,0.92,32.47
2,10,13,13.0,0.0,32.75
2,11,13,13.0,5.7,31.33
2,11,13,13.0,7.93,37.38
2,11,13,13.0,8.33,37.9
2,11,13,13.0,9.14,37.69
2,11,13,13.0,12.38,34.92
2,11,13,13.0,13.8,32.97
2,11,13,13.0,13.9,31.13
2,11,13,13.0,13.9,29.48
2,11,13,13.0,13.49,29.38
2,11,13,13.0,12.99,29.07
2,12,13,13.0,5.16,45.08
2,12,13,13.0,6.71,55.66
2,12,13,13.0,7.88,60.58
2,12,13,13.0,8.91,63.6
2,13,13,13.0,3.48,66.09
2,13,13,13.0,2.9,74.09
2,13,13,13.0,2.75,76.83
3,9,13,13.0,5.89,15.8
3,9,13,13.0,12.3,13.35
3,9,13,13.0,15.74,11.84
3,9,13,13.0,18.16,9.86
3,9,13,13.0,18.81,10.42
3,10,13,13.0,5.14,22.42
3,10,13,13.0,4.91,25.11
3,10,13,13.0,4.45,26.81
3,10,13,13.0,5.75,28.93
3,10,13,13.0,7.09,29.63
3,10,13,13.0,7.93,29.45
3,10,13,13.0,7.93,28.31
3,10,13,13.0,7.56,24.64
3,10,13,13.0,7.05,21.48
3,10,13,13.0,7.05,20.63
3,10,13,13.0,6.77,16.95
3,11,13,13.0,6.14,36.94
3,11,13,13.0,7.51,39.35
3,11,13,13.0,8.73,41.18
3,11,13,13.0,10.53,44.83
3,11,13,13.0,9.89,48.56
3,11,13,13.0,10.68,53.38
3,11,13,13.0,10.46,55.57
3,11,13,13.0,9.89,56.3
3,12,13,13.0,6.4,53.94
3,12,13,13.0,3.62,62.02
3,12,13,13.0,1.74,68.34
3,12,13,13.0,0.66,71.2
3,13,13,13.0,7.38,74.02
3,13,13,13.0,4.29,78.69
3,13,13,13.0,1.52,82.33
3,13,13,13.0,0.89,83.83
4,8,13,13.0,12.49,10.57
4,8,13,13.0,11.81,10.61
4,8,13,13.0,11.67,13.06
4,8,13,13.0,11.16,13.52
4,8,13,13.0,11.03,12.69
4,8,13,13.0,11.3,10.61
4,8,13,13.0,10.84,8.54
4,8,13,13.0,12.22,8.35
4,8,13,13.0,14.1,8.31
4,8,13,13.0,13.69,5.45
4,9,13,13.0,12.83,15.69
4,9,13,13.0,14.59,16.89
4,9,13,13.0,15.39,20.91
4,9,13,13.0,18.18,21.96
4,9,13,13.0,22.1,19.15
4,9,13,13.0,23.61,15.93
4,10,13,13.0,11.76,31.56
4,10,13,13.0,12.8,34.93
4,10,13,13.0,13.76,41.04
4,10,13,13.0,15.44,41.2
4,10,13,13.0,16.63,41.04
4,10,13,13.0,20.87,38.31
4,11,13,13.0,13.29,44.89
4,11,13,13.0,8.97,51.2
4,11,13,13.0,4.22,56.31
4,11,13,13.0,0.0,60.33
4,12,13,13.0,14.59,66.77
4,12,13,13.0,14.0,75.2
4,12,13,13.0,14.75,82.43
5,9,13,13.0,4.4,14.09
5,9,13,13.0,5.51,13.08
5,9,13,13.0,5.93,11.42
5,9,13,13.0,5.79,9.99
5,9,13,13.0,5.79,9.35
5,9,13,13.0,6.99,6.86
5,9,13,13.0,8.38,4.33
5,9,13,13.0,8.52,2.99
5,9,13,13.0,8.56,0.92
5,9,13,13.0,8.89,0.28
5,9,13,13.0,9.58,0.0
5,10,13,13.0,3.38,21.1
5,10,13,13.0,3.47,23.03
5,10,13,13.0,4.49,24.04
5,10,13,13.0,7.73,22.06
5,10,13,13.0,7.55,19.62
5,10,13,13.0,6.44,17.92
5,10,13,13.0,2.45,17.92
5,10,13,13.0,0.97,18.24
5,10,13,13.0,1.99,20.4
5,10,13,13.0,2.04,22.06
5,11,13,13.0,4.2,33.63
5,11,13,13.0,8.94,41.2
5,11,13,13.0,11.67,40.14
5,11,13,13.0,11.97,35.38
5,11,13,13.0,12.06,33.34
5,12,13,13.0,3.32,48.16
5,12,13,13.0,5.15,53.62
5,12,13,13.0,3.53,64.96
5,13,13,13.0,3.0,69.55
5,13,13,13.0,3.64,80.36
1,9,13,13.0,11.42,11.4
1,9,13,13.0,12.23,12.01
1,9,13,13.0,13.68,10.9
1,9,13,13.0,14.32,8.17
1,9,13,13.0,14.82,6.74
1,9,13,13.0,15.54,5.86
1,9,13,13.0,15.72,5.31
1,9,13,13.0,15.68,4.75
1,9,13,13.0,15.68,4.57
1,9,13,13.0,15.36,4.57
1,9,13,13.0,15.18,4.8
1,10,13,13.0,10.3,18.23
1,10,13,13.0,10.39,20.31
1,10,13,13.0,12.7,19.5
1,10,13,13.0,15.19,22.49
1,10,13,13.0,18.13,22.94
1,10,13,13.0,20.62,25.3
1,10,13,13.0,21.16,25.58
1,10,13,13.0,21.87,25.12
1,10,13,13.0,23.38,24.67
1,11,13,13.0,10.95,31.44
1,11,13,13.0,11.73,35.72
1,11,13,13.0,11.88,40.24
1,11,13,13.0,11.73,43.67
1,11,13,13.0,12.17,46.86
1,11,13,13.0,12.76,49.14
1,11,13,13.0,12.66,50.44
1,11,13,13.0,13.93,49.74
1,12,13,13.0,9.43,47.89
1,12,13,13.0,6.61,54.63
1,12,13,13.0,4.31,58.11
1,12,13,13.0,2.3,60.08
1,12,13,13.0,0.0,61.29
1,13,13,13.0,8.02,69.07
1,13,13,13.0,6.14,75.98
1,13,13,13.0,4.77,81.71
2,8,13,13.0,16.07,12.05
2,8,13,13.0,17.07,12.05
2,8,13,13.0,17.61,11.68
2,8,13,13.0,17.84,10.98
2,8,13,13.0,17.97,10.43
2,8,13,13.0,17.97,9.83
2,8,13,13.0,17.52,9.5
2,8,13,13.0,16.98,9.18
2,8,13,13.0,16.39,8.72
2,8,13,13.0,16.3,8.16
2,8,13,13.0,16.7,7.56
2,8,13,13.0,17.16,7.19
2,8,13,13.0,17.88,7.05
2,8,13,13.0,18.15,6.87
2,8,13,13.0,19.02,6.64
2,9,13,13.0,15.52,15.58
2,9,13,13.0,12.61,19.04
2,9,13,13.0,11.83,19.08
2,9,13,13.0,11.42,18.2
2,9,13,13.0,11.46,17.29
2,9,13,13.0,11.42,16.3
2,9,13,13.0,11.75,15.88
2,9,13,13.0,12.09,15.5
2,9,13,13.0,12.24,15.27
2,9,13,13.0,12.35,14.78
2,9,13,13.0,12.39,14.28
2,9,13,13.0,12.24,13.9
2,9,13,13.0,11.6,13.41
2,9,13,13.0,11.01,12.26
2,9,13,13.0,10.6,11.16
2,10,13,13.0,15.84,28.96
2,10,13,13.0,17.04,31.1
2,10,13,13.0,18.24,31.4
2,10,13,13.0,18.79,35.03
2,10,13,13.0,16.74,37.22
2,10,13,13.0,17.24,40.23
2,10,13,13.0,17.99,42.12
2,10,13,13.0,18.69,42.53
2,10,13,13.0,19.29,42.48
2,10,13,13.0,19.39,41.66
2,10,13,13.0,19.39,41.2
2,11,13,13.0,15.01,41.37
2,11,13,13.0,10.43,48.28
2,11,13,13.0,5.95,48.38
2,11,13,13.0,0.0,47.91
2,12,13,13.0,15.4,56.85
2,12,13,13.0,20.55,69.26
2,12,13,13.0,22.48,70.78
2,13,13,13.0,14.76,76.8
2,13,13,13.0,16.36,87.3
2,13,13,13.0,16.74,87.95
3,8,13,13.0,9.0,5.57
3,8,13,13.0,9.09,6.57
3,8,13,13.0,7.15,8.39
3,8,13,13.0,5.67,7.58
3,8,13,13.0,5.01,5.76
3,8,13,13.0,4.82,4.28
3,8,13,13.0,3.67,3.75
3,8,13,13.0,2.25,3.18
3,8,13,13.0,0.06,1.46
3,8,13,13.0,1.11,1.36
3,9,13,13.0,8.01,9.52
3,9,13,13.0,7.67,11.14
3,9,13,13.0,6.35,11.19
3,9,13,13.0,5.76,10.51
3,9,13,13.0,4.1,11.44
3,9,13,13.0,2.64,10.16
3,9,13,13.0,0.98,9.57
3,9,13,13.0,0.0,9.82
3,10,13,13.0,8.94,18.82
3,10,13,13.0,10.05,20.8
3,10,13,13.0,12.2,21.36
3,10,13,13.0,13.87,24.51
3,10,13,13.0,13.44,30.08
3,10,13,13.0,16.82,31.75
3,11,13,13.0,8.86,31.42
3,11,13,13.0,13.86,40.99
3,11,13,13.0,14.6,41.23
3,11,13,13.0,14.96,40.68
3,11,13,13.0,15.94,40.99
3,11,13,13.0,16.49,40.8
3,11,13,13.0,17.1,40.56
3,11,13,13.0,17.28,38.53
3,12,13,13.0,8.46,47.36
3,12,13,13.0,1.22,60.92
3,13,13,13.0,8.86,66.69
3,13,13,13.0,10.65,78.9
4,8,13,13.0,5.74,7.15
4,8,13,13.0,4.75,5.57
4,8,13,13.0,6.03,4.58
4,8,13,13.0,5.86,3.82
4,8,13,13.0,2.84,3.06
4,8,13,13.0,2.15,3.82
4,9,13,13.0,6.55,12.43
4,9,13,13.0,7.31,12.91
4,9,13,13.0,10.12,11.96
4,9,13,13.0,11.58,13.08
4,9,13,13.0,12.86,14.68
4,9,13,13.0,13.91,15.09
4,9,13,13.0,14.91,14.5
4,9,13,13.0,15.9,12.49
4,9,13,13.0,16.31,12.02
4,9,13,13.0,16.13,11.73
4,9,13,13.0,15.14,12.14
4,10,13,13.0,6.02,16.35
4,10,13,13.0,5.65,18.2
4,10,13,13.0,7.03,20.78
4,10,13,13.0,5.06,23.78
4,10,13,13.0,3.55,29.23
4,10,13,13.0,3.78,31.26
4,10,13,13.0,4.19,32.05
4,10,13,13.0,4.19,33.15
4,11,13,13.0,7.01,30.65
4,11,13,13.0,9.69,37.88
4,11,13,13.0,9.69,41.62
4,11,13,13.0,12.05,49.56
4,12,13,13.0,6.49,47.06
4,12,13,13.0,2.96,60.84
4,12,13,13.0,3.09,62.59
4,13,13,13.0,7.21,67.91
4,13,13,13.0,4.37,72.71
4,13,13,13.0,1.77,78.11
4,13,13,13.0,1.08,79.4
5,8,13,13.0,5.43,7.47
5,8,13,13.0,7.07,7.66
5,8,13,13.0,8.83,7.03
5,8,13,13.0,10.79,7.92
5,8,13,13.0,12.3,7.85
5,8,13,13.0,12.99,7.09
5,8,13,13.0,13.18,5.51
5,8,13,13.0,13.43,4.31
5,8,13,13.0,13.94,3.1
5,9,13,13.0,4.99,10.51
5,9,13,13.0,5.37,12.54
5,9,13,13.0,6.0,13.17
5,9,13,13.0,7.19,13.17
5,9,13,13.0,7.76,12.73
5,9,13,13.0,8.33,9.75
5,9,13,13.0,9.71,8.42
5,9,13,13.0,10.72,7.85
5,9,13,13.0,11.42,6.78
5,9,13,13.0,11.73,5.95
5,9,13,13.0,11.61,4.05
5,9,13,13.0,11.61,2.85
5,9,13,13.0,11.67,1.46
5,9,13,13.0,11.79,0.0
5,10,13,13.0,5.67,17.85
5,10,13,13.0,6.25,22.87
5,10,13,13.0,6.29,25.92
5,10,13,13.0,5.32,30.46
5,10,13,13.0,4.93,35.36
5,10,13,13.0,5.1,36.33
5,10,13,13.0,5.37,36.33
5,10,13,13.0,5.37,35.75
5,10,13,13.0,5.1,35.36
5,11,13,13.0,5.0,31.53
5,11,13,13.0,4.13,37.8
5,11,13,13.0,2.98,40.97
5,11,13,13.0,2.06,37.97
5,11,13,13.0,0.0,32.94
5,12,13,13.0,5.95,47.13
5,12,13,13.0,7.08,55.08
5,12,13,13.0,7.62,62.23
5,12,13,13.0,8.25,64.88
5,13,13,13.0,5.65,68.01
5,13,13,13.0,4.65,77.6
5,13,13,13.0,5.07,78.95
1,9,13,13.0,6.79,15.09
1,9,13,13.0,6.43,16.43
1,9,13,13.0,6.52,19.11
1,9,13,13.0,4.47,23.45
1,9,13,13.0,2.64,24.89
1,9,13,13.0,0.5,26.69
1,10,13,13.0,6.79,25.21
1,10,13,13.0,4.6,28.63
1,10,13,13.0,2.64,31.22
1,10,13,13.0,1.05,32.74
1,11,13,13.0,7.61,31.77
1,11,13,13.0,8.57,39.39
1,11,13,13.0,9.89,45.95
1,11,13,13.0,10.76,51.55
1,12,13,13.0,6.79,45.82
1,12,13,13.0,4.56,54.59
1,12,13,13.0,2.87,60.51
1,12,13,13.0,1.41,64.02
1,12,13,13.0,0.0,66.56
1,13,13,13.0,7.75,65.82
1,13,13,13.0,9.21,71.23
1,13,13,13.0,9.94,74.97
1,13,13,13.0,9.98,77.19
2,9,13,13.0,5.82,6.29
2,9,13,13.0,11.76,10.82
2,9,13,13.0,13.23,13.28
2,9,13,13.0,17.71,13.97
2,9,13,13.0,20.35,15.15
2,9,13,13.0,21.71,16.53
2,9,13,13.0,22.0,17.42
2,10,13,13.0,5.52,15.77
2,10,13,13.0,5.52,18.28
2,10,13,13.0,6.99,18.53
2,10,13,13.0,7.91,18.38
2,10,13,13.0,8.69,17.05
2,10,13,13.0,9.13,15.57
2,10,13,13.0,9.13,13.94
2,10,13,13.0,9.08,12.52
2,10,13,13.0,8.99,7.2
2,10,13,13.0,8.84,6.06
2,10,13,13.0,8.11,6.06
2,10,13,13.0,7.33,6.46
2,10,13,13.0,6.69,7.44
2,11,13,13.0,3.96,27.79
2,11,13,13.0,0.94,37.05
2,11,13,13.0,6.01,40.39
2,11,13,13.0,6.89,41.13
2,11,13,13.0,6.84,42.51
2,12,13,13.0,3.26,43.69
2,12,13,13.0,1.47,53.24
2,12,13,13.0,0.5,59.26
2,12,13,13.0,0.41,61.21
2,13,13,13.0,2.71,65.52
2,13,13,13.0,0.46,72.75
2,13,13,13.0,0.0,75.85
3,9,13,13.0,5.05,12.67
3,9,13,13.0,7.12,14.13
3,9,13,13.0,7.98,13.32
3,9,13,13.0,8.44,11.27
3,9,13,13.0,9.41,8.82
3,9,13,13.0,9.93,6.6
3,9,13,13.0,10.22,2.57
3,9,13,13.0,10.96,1.11
3,9,13,13.0,12.0,0.12
3,9,13,13.0,12.69,0.0
3,9,13,13.0,12.86,0.18
3,10,13,13.0,4.51,16.54
3,10,13,13.0,3.64,20.11
3,10,13,13.0,2.96,23.76
3,10,13,13.0,2.76,24.78
3,10,13,13.0,2.12,25.1
3,10,13,13.0,1.87,25.04
3,10,13,13.0,1.26,23.79
3,10,13,13.0,0.95,22.79
3,10,13,13.0,1.09,20.75
3,10,13,13.0,1.66,18.88
3,10,13,13.0,2.55,16.72
3,10,13,13.0,3.44,15.64
3,11,13,13.0,5.34,32.3
3,11,13,13.0,6.83,34.28
3,11,13,13.0,9.13,39.37
3,11,13,13.0,10.22,43.4
3,11,13,13.0,12.34,45.56
3,11,13,13.0,13.37,46.61
3,12,13,13.0,4.88,48.07
3,12,13,13.0,2.58,56.71
3,12,13,13.0,0.86,62.03
3,12,13,13.0,0.0,65.59
3,13,13,13.0,5.63,68.34
3,13,13,13.0,9.76,73.65
3,13,13,13.0,10.73,76.45
4,9,13,13.0,8.45,14.02
4,9,13,13.0,10.18,15.89
4,9,13,13.0,11.05,15.89
4,9,13,13.0,11.84,15.64
4,9,13,13.0,12.59,15.39
4,9,13,13.0,13.12,15.47
4,9,13,13.0,14.12,16.93
4,9,13,13.0,14.41,18.09
4,9,13,13.0,14.24,18.71
4,9,13,13.0,13.87,19.29
4,9,13,13.0,13.62,19.74
4,9,13,13.0,12.59,20.12
4,9,13,13.0,11.43,20.12
4,9,13,13.0,10.64,19.66
4,9,13,13.0,9.85,18.91
4,10,13,13.0,7.73,18.79
4,10,13,13.0,7.07,22.02
4,10,13,13.0,5.7,24.38
4,10,13,13.0,5.66,25.21
4,10,13,13.0,4.46,27.62
4,10,13,13.0,3.34,29.61
4,10,13,13.0,3.1,30.56
4,10,13,13.0,2.39,30.89
4,11,13,13.0,8.31,30.73
4,11,13,13.0,10.88,38.27
4,11,13,13.0,9.68,40.01
4,11,13,13.0,9.43,42.2
4,11,13,13.0,11.46,44.11
4,12,13,13.0,6.94,46.87
4,12,13,13.0,7.36,52.06
4,12,13,13.0,8.61,58.09
4,12,13,13.0,9.39,61.84
4,12,13,13.0,10.04,64.02
4,13,13,13.0,6.52,68.47
4,13,13,13.0,7.49,79.41
5,9,13,13.0,10.4,11.31
5,9,13,13.0,9.05,11.85
5,9,13,13.0,7.92,13.42
5,9,13,13.0,7.7,13.06
5,9,13,13.0,7.92,12.42
5,9,13,13.0,8.13,11.96
5,9,13,13.0,8.31,11.39
5,9,13,13.0,8.31,10.46
5,9,13,13.0,8.41,9.5
5,9,13,13.0,8.27,8.28
5,9,13,13.0,7.95,6.61
5,10,13,13.0,11.16,16.02
5,10,13,13.0,10.97,19.17
5,10,13,13.0,10.2,22.37
5,10,13,13.0,9.69,25.64
5,10,13,13.0,8.61,28.72
5,10,13,13.0,7.59,30.13
5,10,13,13.0,6.44,31.22
5,10,13,13.0,5.04,30.9
5,10,13,13.0,3.95,32.12
5,10,13,13.0,3.89,32.76
5,11,13,13.0,10.34,30.29
5,11,13,13.0,6.06,33.31
5,11,13,13.0,4.59,36.06
5,11,13,13.0,1.47,41.13
5,11,13,13.0,0.0,43.25
5,12,13,13.0,10.53,45.81
5,12,13,13.0,12.63,56.07
5,12,13,13.0,13.65,60.69
5,12,13,13.0,12.89,62.87
5,13,13,13.0,9.95,66.78
5,13,13,13.0,8.93,76.14
5,13,13,13.0,8.55,77.1
1,8,13,13.0,10.01,2.08
1,8,13,13.0,9.27,2.08
1,8,13,13.0,7.87,2.0
1,8,13,13.0,6.65,2.0
1,8,13,13.0,5.55,2.04
1,8,13,13.0,4.81,2.08
1,8,13,13.0,4.77,2.26
1,8,13,13.0,4.88,2.22
1,8,13,13.0,4.88,1.93
1,8,13,13.0,4.85,1.59
1,8,13,13.0,3.85,0.0
1,9,13,13.0,10.23,4.52
1,9,13,13.0,11.08,7.23
1,9,13,13.0,10.67,9.26
1,9,13,13.0,10.67,8.45
1,9,13,13.0,9.42,7.6
1,9,13,13.0,8.05,7.08
1,9,13,13.0,7.68,7.12
1,10,13,13.0,9.57,13.34
1,10,13,13.0,8.75,16.16
1,10,13,13.0,7.39,18.9
1,10,13,13.0,7.13,21.05
1,10,13,13.0,7.39,22.53
1,10,13,13.0,8.5,23.9
1,10,13,13.0,10.19,25.61
1,10,13,13.0,11.63,27.87
1,10,13,13.0,12.15,29.24
1,11,13,13.0,9.97,25.94
1,11,13,13.0,10.29,27.31
1,11,13,13.0,12.18,27.31
1,11,13,13.0,14.08,26.89
1,11,13,13.0,14.92,26.68
1,11,13,13.0,15.55,25.73
1,11,13,13.0,17.66,25.83
1,11,13,13.0,20.08,26.47
1,11,13,13.0,23.98,26.15
1,11,13,13.0,24.61,26.89
1,11,13,13.0,24.61,29.64
1,11,13,13.0,25.03,30.07
1,12,13,13.0,9.69,41.9
1,12,13,13.0,7.2,49.69
1,12,13,13.0,3.97,55.26
1,12,13,13.0,0.0,61.85
1,13,13,13.0,9.55,64.61
1,13,13,13.0,4.48,79.78
2,8,13,13.0,5.86,7.54
2,8,13,13.0,4.57,8.17
2,8,13,13.0,3.63,7.97
2,8,13,13.0,2.89,7.3
2,8,13,13.0,2.19,6.25
2,8,13,13.0,1.64,6.13
2,8,13,13.0,1.21,6.4
2,8,13,13.0,0.9,6.4
2,8,13,13.0,0.0,6.17
2,9,13,13.0,6.37,12.17
2,9,13,13.0,6.37,13.57
2,9,13,13.0,8.4,17.14
2,9,13,13.0,8.25,19.44
2,9,13,13.0,8.6,19.87
2,9,13,13.0,9.34,19.87
2,9,13,13.0,9.5,20.42
2,9,13,13.0,9.46,20.93
2,9,13,13.0,8.52,21.13
2,9,13,13.0,7.7,21.24
2,9,13,13.0,6.72,21.4
2,9,13,13.0,6.68,22.3
2,9,13,13.0,6.25,22.73
2,10,13,13.0,5.51,18.78
2,10,13,13.0,5.16,20.15
2,10,13,13.0,4.46,20.7
2,10,13,13.0,3.67,20.77
2,10,13,13.0,3.17,20.58
2,10,13,13.0,2.66,20.23
2,10,13,13.0,2.34,19.33
2,10,13,13.0,2.38,18.27
2,10,13,13.0,2.74,17.14
2,10,13,13.0,2.89,16.55
2,10,13,13.0,4.42,14.71
2,10,13,13.0,5.32,13.22
2,10,13,13.0,5.82,12.4
2,11,13,13.0,5.32,30.91
2,11,13,13.0,4.26,34.74
2,11,13,13.0,3.67,33.49
2,11,13,13.0,3.09,30.01
2,11,13,13.0,2.27,26.45
2,11,13,13.0,1.64,18.97
2,12,13,13.0,5.98,46.46
2,12,13,13.0,8.87,56.79
2,12,13,13.0,10.36,62.34
2,12,13,13.0,10.52,65.78
2,13,13,13.0,5.41,69.12
2,13,13,13.0,8.61,76.9
2,13,13,13.0,10.64,81.4
3,9,13,13.0,11.0,13.18
3,9,13,13.0,10.24,13.53
3,9,13,13.0,9.42,17.21
3,9,13,13.0,6.88,20.05
3,9,13,13.0,4.13,21.85
3,9,13,13.0,2.61,23.44
3,9,13,13.0,1.65,24.21
3,9,13,13.0,0.41,24.0
3,9,13,13.0,0.0,23.65
3,9,13,13.0,0.07,23.17
3,9,13,13.0,0.69,22.89
3,9,13,13.0,1.44,22.82
3,9,13,13.0,1.86,22.82
3,10,13,13.0,11.93,19.32
3,10,13,13.0,12.34,21.75
3,10,13,13.0,12.82,21.75
3,10,13,13.0,12.96,21.26
3,10,13,13.0,12.96,20.57
3,10,13,13.0,12.96,20.08
3,10,13,13.0,13.24,19.88
3,10,13,13.0,15.02,18.49
3,10,13,13.0,16.95,17.45
3,10,13,13.0,19.08,15.51
3,10,13,13.0,20.04,14.19
3,10,13,13.0,20.94,12.04
3,10,13,13.0,20.94,9.69
3,10,13,13.0,20.52,8.44
3,11,13,13.0,10.62,33.08
3,11,13,13.0,7.87,41.82
3,11,13,13.0,5.67,47.98
3,11,13,13.0,3.96,52.07
3,12,13,13.0,10.43,48.52
3,12,13,13.0,11.78,57.71
3,12,13,13.0,13.27,62.49
3,12,13,13.0,14.9,66.63
3,13,13,13.0,8.67,69.14
3,13,13,13.0,10.47,74.78
3,13,13,13.0,12.05,79.06
3,13,13,13.0,11.87,79.83
4,9,13,13.0,3.65,13.65
4,9,13,13.0,3.56,16.75
