operator	date	file	prelevement	blockA	blockB	rep	plant	tiller	id	id_Axe	rank	nmax	lmax	wmax	A_bl	A_bl_green	stat	w0.00	w0.05	w0.10	w0.15	w0.20	w0.25	w0.30	w0.35	w0.40	w0.45	w0.50	w0.55	w0.60	w0.65	w0.70	w0.75	w0.80	w0.85	w0.90	w0.95	w1.00
ABICHOU	09-Aug-2012 14:51:40	Boigneville_11042012_P05.tif	11/04/2012	1	NaN	NaN	4	TREMIE	P5-T-F	Talle	NaN	NaN	8,3733	0,68166	3,5447	3,5447	3	0	0,04951	0,097782	0,17467	0,23759	0,30576	0,36954	0,43733	0,46127	0,45746	0,45539	0,46109	0,46889	0,48044	0,48041	0,49783	0,55927	0,60703	0,65334	0,68485	0,6019
ABICHOU	09-Aug-2012 14:51:40	Boigneville_11042012_P05.tif	11/04/2012	1	NaN	NaN	4	TREMIE	P5-T-F	Talle	NaN	NaN	9,0956	0,48933	2,9251	2,9209	3	0	0,052505	0,075722	0,11584	0,14455	0,18236	0,23368	0,31064	0,3349	0,39692	0,42464	0,44329	0,48699	0,48521	0,453	0,44499	0,42287	0,40527	0,39709	0,37747	0,34049
ABICHOU	09-Aug-2012 14:51:40	Boigneville_11042012_P05.tif	11/04/2012	1	NaN	NaN	4	TREMIE	P5-T-F	Talle	NaN	NaN	7,4089	0,23046	1,0112	1,009	3	0	0,044981	0,0778	0,11349	0,16458	0,2032	0,19502	0,21416	0,21542	0,19225	0,15119	0,11851	0,08661	0,075576	0,068248	0,084596	0,12761	0,1267	0,14358	0,20123	0,23026
ABICHOU	09-Aug-2012 14:51:40	Boigneville_11042012_P05.tif	11/04/2012	1	NaN	NaN	4	TREMIE	P5-T-F	Talle	NaN	NaN	10,9822	0,34734	3,0106	2,9925	3	0	0,087666	0,098093	0,16559	0,23624	0,29649	0,33762	0,34712	0,32951	0,33584	0,3365	0,32444	0,32361	0,29748	0,31723	0,32553	0,31471	0,32268	0,25823	0,21488	0,31683
ABICHOU	09-Aug-2012 14:51:40	Boigneville_11042012_P05.tif	11/04/2012	1	NaN	NaN	4	TREMIE	P5-T-F	Talle	NaN	NaN	7,8405	0,27093	1,5593	1,5583	3	0	0,029763	0,082614	0,12347	0,15615	0,17132	0,17188	0,17379	0,18206	0,19448	0,20415	0,22469	0,2437	0,26331	0,27093	0,27093	0,26933	0,25412	0,24444	0,23376	0,20185
ABICHOU	09-Aug-2012 14:57:00	Boigneville_11042012_P06.tif	11/04/2012	1	NaN	NaN	6	TREMIE	P6-T-F	Talle	NaN	NaN	8,4169	0,23038	1,4918	1,4914	3	0	0,053086	0,14026	0,16227	0,18241	0,19559	0,21939	0,23098	0,23077	0,22023	0,222	0,21451	0,18574	0,18774	0,16082	0,14849	0,17493	0,19283	0,20472	0,22184	0,19973
ABICHOU	09-Aug-2012 14:57:00	Boigneville_11042012_P06.tif	11/04/2012	1	NaN	NaN	6	TREMIE	P6-T-F	Talle	NaN	NaN	14,9991	0,5376	6,1178	6,1038	3	0	0,057841	0,10957	0,24016	0,38112	0,46717	0,53324	0,52439	0,44562	0,43324	0,45882	0,48462	0,48042	0,44134	0,49082	0,42759	0,45958	0,47263	0,40147	0,42497	0,39636
ABICHOU	09-Aug-2012 14:57:00	Boigneville_11042012_P06.tif	11/04/2012	1	NaN	NaN	6	TREMIE	P6-T-F	Talle	NaN	NaN	19,8699	1,009	14,4219	14,4071	3	0	0,06466	0,19012	0,29836	0,44852	0,54439	0,61289	0,68882	0,78082	0,90765	0,94596	0,9831	0,95616	0,99753	0,98639	1,0215	0,96587	0,97355	0,74812	0,63211	0,58596
ABICHOU	09-Aug-2012 14:57:00	Boigneville_11042012_P06.tif	11/04/2012	1	NaN	NaN	6	TREMIE	P6-T-F	Talle	NaN	NaN	20,1329	0,65815	10,8763	10,8611	3	0	0,12466	0,31763	0,43934	0,47438	0,57686	0,60169	0,61818	0,61392	0,63761	0,64755	0,63386	0,62426	0,56608	0,53117	0,56306	0,53541	0,54975	0,64061	0,62284	0,38373
ABICHOU	09-Aug-2012 14:57:00	Boigneville_11042012_P06.tif	11/04/2012	1	NaN	NaN	6	TREMIE	P6-T-F	Talle	NaN	NaN	5,5756	0,23278	0,87211	0,034839	3	0	0,10571	0,13759	0,099009	0,096726	0,10525	0,12262	0,15683	0,20185	0,1921	0,19815	0,1971	0,22003	0,23177	0,23048	0,14651	0,12333	0,12914	0,21175	0,1613	0,11157
ABICHOU	09-Aug-2012 14:57:00	Boigneville_11042012_P06.tif	11/04/2012	1	NaN	NaN	6	TREMIE	P6-MB-F13	MB	13	NaN	2,4264	0,12147	0,20409	0,20409	3	0	0,016815	0,02427	0,024839	0,040927	0,059314	0,076258	0,07628	0,081144	0,084634	0,084582	0,091194	0,087427	0,10159	0,11853	0,11852	0,1204	0,11853	0,11853	0,12189	0,097015
ABICHOU	09-Aug-2012 14:57:00	Boigneville_11042012_P06.tif	11/04/2012	1	NaN	NaN	6	TREMIE	P6-MB-F12	MB	12	NaN	20,3197	1,3856	19,8961	19,8814	3	0	0,12352	0,33485	0,54618	0,73467	0,97095	1,0892	1,1533	1,178	1,1937	1,2589	1,2687	1,3647	1,4062	1,3643	1,2595	1,0572	0,90215	0,76654	0,65465	0,57382
ABICHOU	09-Aug-2012 14:57:00	Boigneville_11042012_P06.tif	11/04/2012	1	NaN	NaN	6	TREMIE	P6-MB-F11	MB	11	NaN	23,3246	1,3258	22,8386	22,8183	1	0	0,18435	0,37978	0,50222	0,50162	0,61959	0,78572	0,89965	0,966	1,0248	1,1196	1,2528	1,3	1,2867	1,23	1,2507	1,2813	1,2506	1,3211	1,2401	0,88991
ABICHOU	09-Aug-2012 14:57:00	Boigneville_11042012_P06.tif	11/04/2012	1	NaN	NaN	6	TREMIE	P6-MB-F10	MB	10	NaN	18,4338	1,2825	17,8339	17,7414	1	0	0,087367	0,42171	0,5909	0,64441	0,67785	0,73737	0,83671	0,94319	1,0735	1,1569	1,2099	1,26	1,3021	1,2206	1,2199	1,2093	1,1579	1,1298	1,0075	0,78144
ABICHOU	09-Aug-2012 14:57:00	Boigneville_11042012_P06.tif	11/04/2012	1	NaN	NaN	6	TREMIE	P6-MB-F9	MB	9	NaN	15,8126	0,93093	10,3135	8,5701	2	0	0,057644	0,21081	0,36784	0,44307	0,45805	0,55222	0,69172	0,76646	0,73699	0,83594	0,87148	0,8816	0,93704	0,90927	0,79544	0,76214	0,68531	0,7214	0,61112	0,55517
ABICHOU	09-Aug-2012 14:57:00	Boigneville_11042012_P06.tif	11/04/2012	1	NaN	NaN	6	TREMIE	P6-MB-F8	MB	8	NaN	7,3836	0,44168	2,5798	0,045305	3	0	0,1162	0,21047	0,3009	0,32245	0,3189	0,33588	0,31766	0,30703	0,31691	0,3375	0,32632	0,36065	0,37962	0,3795	0,43691	0,42151	0,42452	0,40859	0,4217	0,40339
ABICHOU	09-Aug-2012 15:01:43	Boigneville_11042012_P07.tif	11/04/2012	1	NaN	NaN	7	TREMIE	P7-MB-F8	MB	8	NaN	12,4328	0,7517	5,7203	3,8391	2	0	0,070106	0,096596	0,18405	0,18313	0,29543	0,37442	0,3989	0,4237	0,43854	0,53954	0,57643	0,72116	0,76109	0,7151	0,61724	0,63788	0,62912	0,54672	0,54257	0,28542
ABICHOU	09-Aug-2012 15:01:43	Boigneville_11042012_P07.tif	11/04/2012	1	NaN	NaN	7	TREMIE	P7-MB-F9	MB	9	NaN	17,835	1,1485	15,8933	15,8233	1	0	0,072624	0,27643	0,40213	0,53715	0,68486	0,79248	0,93981	1,005	1,0924	1,1283	1,1571	1,1137	1,0855	1,0872	1,1087	1,0669	1,026	1,0095	0,94377	0,73155
ABICHOU	09-Aug-2012 15:01:43	Boigneville_11042012_P07.tif	11/04/2012	1	NaN	NaN	7	TREMIE	P7-MB-F10	MB	10	NaN	22,2454	1,4002	23,8114	23,7344	1	0	0,067454	0,28723	0,47812	0,63464	0,77183	0,93125	1,0292	1,1109	1,2235	1,3195	1,3563	1,3934	1,4043	1,3709	1,3604	1,3723	1,3491	1,2407	1,174	0,91747
ABICHOU	09-Aug-2012 15:01:43	Boigneville_11042012_P07.tif	11/04/2012	1	NaN	NaN	7	TREMIE	P7-MB-F11	MB	11	NaN	20,1575	1,2139	19,7837	19,7762	3	0	0,071334	0,37464	0,53545	0,60698	0,68195	0,85288	0,98455	1,0721	1,1171	1,1658	1,193	1,2078	1,216	1,2119	1,2137	1,2019	1,1799	1,192	1,1858	0,99955
ABICHOU	09-Aug-2012 15:01:43	Boigneville_11042012_P07.tif	11/04/2012	1	NaN	NaN	7	TREMIE	P7-T-F	Talle	NaN	NaN	7,6959	0,39142	2,2409	2,0637	3	0	0,14398	0,21256	0,25274	0,27673	0,32664	0,34929	0,33205	0,29897	0,27204	0,26298	0,33246	0,37233	0,38183	0,39682	0,36046	0,3074	0,24427	0,24859	0,21962	0,22137
ABICHOU	09-Aug-2012 15:01:43	Boigneville_11042012_P07.tif	11/04/2012	1	NaN	NaN	7	TREMIE	P7-T-F	Talle	NaN	NaN	7,7048	0,32914	1,9842	1,0797	3	0	0,10718	0,21019	0,2366	0,25515	0,25723	0,28789	0,32652	0,31938	0,30057	0,2699	0,26871	0,27315	0,27335	0,26859	0,27453	0,26733	0,24335	0,24669	0,23285	0,047041
ABICHOU	09-Aug-2012 15:01:43	Boigneville_11042012_P07.tif	11/04/2012	1	NaN	NaN	7	TREMIE	P7-T-F	Talle	NaN	NaN	19,4404	0,82206	12,4492	12,4489	3	0	0,13133	0,31108	0,40242	0,44545	0,49438	0,58729	0,68181	0,74514	0,77319	0,79563	0,79201	0,78744	0,79637	0,81387	0,81968	0,76272	0,70893	0,71797	0,62408	0,51105
ABICHOU	09-Aug-2012 15:01:43	Boigneville_11042012_P07.tif	11/04/2012	1	NaN	NaN	7	TREMIE	P7-T-F	Talle	NaN	NaN	12,6573	0,55719	5,6105	5,6033	3	0	0,098463	0,21961	0,30991	0,3527	0,42656	0,49513	0,51905	0,50902	0,50555	0,51734	0,4781	0,53065	0,55835	0,55554	0,532	0,49709	0,46502	0,43986	0,39476	0,40825
ABICHOU	09-Aug-2012 15:01:43	Boigneville_11042012_P07.tif	11/04/2012	1	NaN	NaN	7	TREMIE	P7-T-F	Talle	NaN	NaN	17,0948	0,63683	8,037	8,011	3	0	0,12277	0,16049	0,22129	0,30542	0,38941	0,45583	0,50575	0,56495	0,61278	0,60497	0,58517	0,631	0,62356	0,60558	0,56985	0,54487	0,54665	0,47651	0,42354	0,47453
ABICHOU	09-Aug-2012 15:01:43	Boigneville_11042012_P07.tif	11/04/2012	1	NaN	NaN	7	TREMIE	P7-T-F	Talle	NaN	NaN	7,6898	0,52608	2,9389	2,9387	3	0	0,034604	0,05866	0,15518	0,24293	0,30082	0,32641	0,3509	0,37158	0,40687	0,43383	0,45761	0,48535	0,50735	0,51457	0,514	0,53494	0,48595	0,51006	0,44124	0,32092
ABICHOU	09-Aug-2012 15:01:43	Boigneville_11042012_P07.tif	11/04/2012	1	NaN	NaN	7	TREMIE	P7-T-F	Talle	NaN	NaN	8,4595	0,30095	1,7067	1,5683	3	0	0,06746	0,11464	0,14472	0,16517	0,18708	0,18635	0,16354	0,14913	0,17058	0,18704	0,20811	0,24802	0,27324	0,28184	0,30361	0,29198	0,21763	0,22978	0,2512	0,26177
ABICHOU	09-Aug-2012 15:06:18	Boigneville_11042012_P08.tif	11/04/2012	1	NaN	NaN	8	TREMIE	P8-MB-F8	MB	8	NaN	16,4142	0,8529	9,231	6,9641	2	0	0,078914	0,15993	0,24295	0,30019	0,40057	0,4666	0,52659	0,60224	0,60958	0,6864	0,78003	0,81778	0,85664	0,75281	0,74272	0,70164	0,6377	0,60664	0,59486	0,26798
ABICHOU	09-Aug-2012 15:06:18	Boigneville_11042012_P08.tif	11/04/2012	1	NaN	NaN	8	TREMIE	P8-MB-F9	MB	9	NaN	20,9865	1,1388	19,283	19,0884	1	0	0,073207	0,33053	0,49535	0,61366	0,72524	0,88248	0,96818	1,0623	1,0872	1,0968	1,1125	1,1237	1,1388	1,1283	1,122	1,1088	1,0861	1,0598	1,0122	0,52848
ABICHOU	09-Aug-2012 15:06:18	Boigneville_11042012_P08.tif	11/04/2012	1	NaN	NaN	8	TREMIE	P8-MB-F10	MB	10	NaN	22,7392	1,4046	23,5951	23,1709	1	0	0,12302	0,28617	0,3866	0,46145	0,6367	0,87724	1,0286	1,1661	1,2689	1,3269	1,3678	1,3942	1,4014	1,3949	1,3852	1,3628	1,3607	1,2879	1,1816	1,02
ABICHOU	09-Aug-2012 15:06:18	Boigneville_11042012_P08.tif	11/04/2012	1	NaN	NaN	8	TREMIE	P8-MB-F11	MB	11	NaN	17,2569	1,1419	15,2672	15,2637	3	0	0,10659	0,30916	0,47999	0,62571	0,7217	0,80906	0,92469	0,98685	1,0406	1,0848	1,1368	1,1408	1,1349	1,0722	1,0382	1,0651	1,1008	1,019	0,90852	0,79487
ABICHOU	09-Aug-2012 15:06:18	Boigneville_11042012_P08.tif	11/04/2012	1	NaN	NaN	8	TREMIE	P8-T-F	Talle	NaN	NaN	16,7679	0,53092	6,7185	5,8158	3	0	0,076097	0,12799	0,17917	0,28627	0,37404	0,42796	0,48267	0,49958	0,49809	0,48959	0,52794	0,50137	0,46528	0,44694	0,48268	0,51681	0,49768	0,41222	0,45561	0,12007
ABICHOU	09-Aug-2012 15:06:18	Boigneville_11042012_P08.tif	11/04/2012	1	NaN	NaN	8	TREMIE	P8-T-F	Talle	NaN	NaN	22,7962	0,91951	16,4846	16,3867	3	0	0,16382	0,29423	0,39132	0,48541	0,60702	0,70855	0,79389	0,85698	0,88436	0,8996	0,90957	0,90904	0,91844	0,87461	0,79887	0,85501	0,85035	0,83418	0,79423	0,43706
ABICHOU	09-Aug-2012 15:06:18	Boigneville_11042012_P08.tif	11/04/2012	1	NaN	NaN	8	TREMIE	P8-T-F	Talle	NaN	NaN	22,0935	1,1945	20,6068	20,5909	3	0	0,075028	0,27613	0,46157	0,61293	0,78576	0,89258	0,95473	1,0112	1,0777	1,1415	1,171	1,1846	1,1829	1,1285	1,1266	1,1884	1,1604	1,0537	0,9983	0,84653
ABICHOU	09-Aug-2012 15:06:18	Boigneville_11042012_P08.tif	11/04/2012	1	NaN	NaN	8	TREMIE	P8-T-F	Talle	NaN	NaN	7,8309	0,86858	4,1767	4,1767	3	0	0,11169	0,19207	0,25747	0,32673	0,38854	0,41504	0,43713	0,47574	0,49054	0,50934	0,54316	0,61002	0,66949	0,72885	0,77657	0,8099	0,83968	0,86027	0,88908	0,765
ABICHOU	09-Aug-2012 15:15:50	Boigneville_11042012_P09.tif	11/04/2012	1	NaN	NaN	9	TREMIE	P9-MB-F9	MB	9	NaN	13,0005	1,0883	11,542	11,1163	1	0	0,13117	0,35698	0,55454	0,69768	0,87216	0,99725	1,0613	1,0855	1,0888	1,0629	1,0833	1,0489	1,0578	1,0029	1,0058	0,93464	0,88107	0,7884	0,84403	0,81285
ABICHOU	09-Aug-2012 15:15:50	Boigneville_11042012_P09.tif	11/04/2012	1	NaN	NaN	9	TREMIE	P9-MB-F10	MB	10	NaN	19,6616	1,396	22,0081	21,8034	1	0	0,13241	0,43053	0,67191	0,78793	0,88179	1,0422	1,1708	1,2352	1,2884	1,3522	1,3817	1,393	1,3882	1,3978	1,3618	1,2912	1,2707	1,217	1,1567	0,61757
ABICHOU	09-Aug-2012 15:15:50	Boigneville_11042012_P09.tif	11/04/2012	1	NaN	NaN	9	TREMIE	P9-MB-F11	MB	11	NaN	22,2564	1,5036	26,8473	26,8381	1	0	0,11586	0,42302	0,58275	0,68407	0,8828	1,0818	1,2295	1,3524	1,4009	1,4223	1,4512	1,4815	1,5093	1,4879	1,4528	1,4976	1,4817	1,427	1,3365	1,2051
ABICHOU	09-Aug-2012 15:15:50	Boigneville_11042012_P09.tif	11/04/2012	1	NaN	NaN	9	TREMIE	P9-MB-F12	MB	12	NaN	16,1121	1,2096	15,6913	15,6904	3	0	0,0984	0,36391	0,57292	0,72115	0,82834	0,92712	0,99057	1,0661	1,099	1,1085	1,1224	1,1416	1,1125	1,1023	1,1377	1,169	1,2002	1,2201	1,1419	0,95386
ABICHOU	09-Aug-2012 15:15:50	Boigneville_11042012_P09.tif	11/04/2012	1	NaN	NaN	9	TREMIE	P9-T-F	Talle	NaN	NaN	5,7266	0,21913	0,88201	0,88201	3	0	0,051314	0,076153	0,098994	0,11102	0,12827	0,14691	0,15479	0,16045	0,16053	0,16711	0,17436	0,17747	0,1803	0,15161	0,18626	0,18916	0,20027	0,21368	0,2126	0,17399
ABICHOU	09-Aug-2012 15:15:50	Boigneville_11042012_P09.tif	11/04/2012	1	NaN	NaN	9	TREMIE	P9-T-F	Talle	NaN	NaN	13,1703	0,7186	6,5778	0,82645	3	0	0,056468	0,095872	0,18875	0,2699	0,37587	0,45906	0,511	0,61158	0,65638	0,66357	0,66008	0,72414	0,70359	0,68535	0,61784	0,51295	0,49064	0,55408	0,54631	0,28614
ABICHOU	09-Aug-2012 15:15:50	Boigneville_11042012_P09.tif	11/04/2012	1	NaN	NaN	9	TREMIE	P9-T-F	Talle	NaN	NaN	20,8484	1,3437	22,0035	21,9291	3	0	0,13081	0,42557	0,57111	0,68911	0,83884	1,0185	1,1122	1,1758	1,2433	1,3034	1,3365	1,2305	1,2217	1,3217	1,3385	1,3166	1,3069	1,2358	1,1214	0,49789
ABICHOU	09-Aug-2012 15:15:50	Boigneville_11042012_P09.tif	11/04/2012	1	NaN	NaN	9	TREMIE	P9-T-F	Talle	NaN	NaN	6,3287	0,34643	1,7799	0,88172	3	0	0,1031	0,19408	0,23025	0,26474	0,26207	0,27629	0,2947	0,31535	0,31259	0,33624	0,32152	0,34136	0,33124	0,34572	0,34264	0,31176	0,29857	0,25515	0,26084	0,030663
ABICHOU	09-Aug-2012 15:15:50	Boigneville_11042012_P09.tif	11/04/2012	1	NaN	NaN	9	TREMIE	P9-T-F	Talle	NaN	NaN	16,9136	1,2895	17,6066	17,5835	3	0	0,11975	0,41117	0,62475	0,75849	0,84629	0,9554	1,0599	1,1219	1,1708	1,1303	1,2328	1,2442	1,2732	1,2913	1,2854	1,2843	1,2481	1,203	1,1008	0,84981
ABICHOU	09-Aug-2012 15:15:50	Boigneville_11042012_P09.tif	11/04/2012	1	NaN	NaN	9	TREMIE	P9-T-F	Talle	NaN	NaN	7,7912	0,61584	3,3141	3,314	2	0	0,031297	0,094773	0,17098	0,22112	0,26145	0,29137	0,33111	0,37823	0,42028	0,4649	0,49162	0,52954	0,54988	0,56187	0,60957	0,61959	0,59236	0,5785	0,56384	0,52425
ABICHOU	09-Aug-2012 15:15:50	Boigneville_11042012_P09.tif	11/04/2012	1	NaN	NaN	9	TREMIE	P9-T-F	Talle	NaN	NaN	6,0182	0,51893	1,8345	1,8345	3	0	0,033855	0,062965	0,12017	0,16127	0,19147	0,21967	0,22013	0,22232	0,24492	0,2912	0,33876	0,367	0,35136	0,35671	0,41202	0,45162	0,48113	0,49024	0,51338	0,52714
ABICHOU	09-Aug-2012 15:15:50	Boigneville_11042012_P09.tif	11/04/2012	1	NaN	NaN	9	TREMIE	P9-T-F	Talle	NaN	NaN	21,2115	1,5263	25,0704	25,0571	3	0	0,18898	0,4882	0,65965	0,77442	0,84455	1,0479	1,2023	1,3269	1,4136	1,5097	1,5316	1,5197	1,4777	1,4549	1,4818	1,4586	1,3643	1,2956	1,2196	1,1455
ABICHOU	09-Aug-2012 15:15:50	Boigneville_11042012_P09.tif	11/04/2012	1	NaN	NaN	9	TREMIE	P9-T-F	Talle	NaN	NaN	10,2672	1,1647	9,3727	9,2761	3	0	0,077581	0,2519	0,48172	0,72403	0,87884	0,97505	1,082	1,1576	1,1496	1,147	1,1599	1,1602	1,0903	0,9901	0,96101	0,98004	0,9596	0,89667	0,76311	0,31222
ABICHOU	09-Aug-2012 15:15:50	Boigneville_11042012_P09.tif	11/04/2012	1	NaN	NaN	9	TREMIE	P9-T-F	Talle	NaN	NaN	16,6707	1,0432	14,6271	14,4433	3	0	0,28187	0,45764	0,64953	0,77321	0,86545	0,90954	1,0073	1,0223	1,0188	1,0001	1,0243	1,0378	1,0405	1,0043	0,97721	0,96036	0,9499	0,89213	0,88225	0,74112
ABICHOU	09-Aug-2012 15:15:50	Boigneville_11042012_P09.tif	11/04/2012	1	NaN	NaN	9	TREMIE	P9-T-F	Talle	NaN	NaN	22,72	1,3789	24,4735	24,4719	3	0	0,32197	0,55431	0,69827	0,84143	1,0223	1,1542	1,2529	1,3139	1,3427	1,3742	1,3659	1,3732	1,3526	1,3382	1,3555	1,2838	1,219	0,92619	0,64832	0,47309
ABICHOU	09-Aug-2012 15:15:50	Boigneville_11042012_P09.tif	11/04/2012	1	NaN	NaN	9	TREMIE	P9-T-F	Talle	NaN	NaN	18,8612	0,94818	13,4102	13,4062	3	0	0,20399	0,34175	0,42521	0,48958	0,54343	0,69287	0,78498	0,85497	0,89407	0,89403	0,90206	0,95543	0,89373	0,84979	0,8136	0,78831	0,77768	0,77455	0,74678	0,61902
ABICHOU	09-Aug-2012 15:15:50	Boigneville_11042012_P09.tif	11/04/2012	1	NaN	NaN	9	TREMIE	P9-T-F	Talle	NaN	NaN	12,7239	0,65092	6,7619	6,7568	3	0	0,14331	0,35187	0,42879	0,46944	0,48255	0,52822	0,50441	0,55979	0,55134	0,555	0,57063	0,62096	0,64591	0,64558	0,64821	0,60545	0,58047	0,5738	0,55471	0,41773
ABICHOU	09-Aug-2012 15:15:50	Boigneville_11042012_P09.tif	11/04/2012	1	NaN	NaN	9	TREMIE	P9-T-F	Talle	NaN	NaN	14,7111	0,43145	4,0674	4,0391	3	0	0,15577	0,20232	0,16661	0,1602	0,16069	0,1437	0,19102	0,24721	0,26644	0,28252	0,31363	0,32607	0,35389	0,37074	0,3828	0,37958	0,41483	0,41736	0,37971	0,27356
ABICHOU	09-Aug-2012 15:21:20	Boigneville_11042012_P10a.tif	11/04/2012	1	NaN	NaN	10	TREMIE	P10-MB-F8	MB	8	NaN	12,3502	0,74983	6,5357	0,91577	2	0	0,11459	0,25864	0,35561	0,4011	0,47779	0,52627	0,5925	0,6279	0,74437	0,74134	0,65686	0,55297	0,52488	0,49373	0,50994	0,56014	0,56145	0,58632	0,59305	0,58517
ABICHOU	09-Aug-2012 15:21:20	Boigneville_11042012_P10a.tif	11/04/2012	1	NaN	NaN	10	TREMIE	P10-MB-F9	MB	9	NaN	10,7775	1,1277	9,6471	9,6258	1	0	0,077919	0,36922	0,68149	0,85433	0,91524	0,99364	1,0297	1,1023	1,1334	1,1314	1,0941	1,0367	1,0307	1,0344	0,98413	0,93463	0,85101	0,85849	0,87197	0,724
ABICHOU	09-Aug-2012 15:21:20	Boigneville_11042012_P10a.tif	11/04/2012	1	NaN	NaN	10	TREMIE	P10-MB-F10	MB	10	NaN	19,6907	1,3044	19,9027	19,8261	1	0	0,18355	0,41029	0,55345	0,81634	0,9038	0,93832	0,96522	0,97944	1,0249	1,0795	1,1129	1,2401	1,2612	1,2824	1,2993	1,3007	1,2817	1,2101	1,1524	1,0265
ABICHOU	09-Aug-2012 15:21:20	Boigneville_11042012_P10a.tif	11/04/2012	1	NaN	NaN	10	TREMIE	P10-MB-F11	MB	11	NaN	20,9718	1,2884	21,3848	21,3751	3	0	0,28084	0,4654	0,64222	0,81931	0,99369	1,0788	1,1709	1,2574	1,2784	1,2898	1,2169	1,1037	1,0582	1,0678	1,1592	1,1662	1,1661	1,2315	1,2439	1,1523
ABICHOU	09-Aug-2012 15:21:20	Boigneville_11042012_P10a.tif	11/04/2012	1	NaN	NaN	10	TREMIE	P10-MB-F12	MB	12	NaN	2,1344	0,14241	0,19849	0,19849	3	0	0,025842	0,038752	0,050963	0,049268	0,057487	0,065919	0,074173	0,074285	0,091478	0,10179	0,10737	0,11716	0,11375	0,12119	0,13233	0,13293	0,1463	0,14443	0,13554	0,12076
ABICHOU	09-Aug-2012 15:21:20	Boigneville_11042012_P10a.tif	11/04/2012	1	NaN	NaN	10	TREMIE	P10-T-F	Talle	NaN	NaN	9,0415	0,32195	1,8515	1,8413	3	0	0,06449	0,11919	0,19573	0,26674	0,30023	0,32873	0,29414	0,24207	0,21371	0,20939	0,19027	0,21692	0,2357	0,18728	0,17741	0,21547	0,20234	0,16808	0,17171	0,20812
ABICHOU	09-Aug-2012 15:21:20	Boigneville_11042012_P10a.tif	11/04/2012	1	NaN	NaN	10	TREMIE	P10-T-F	Talle	NaN	NaN	9,2607	0,22765	1,5762	1,5219	3	0	0,07597	0,10757	0,13091	0,13609	0,15442	0,17682	0,19538	0,22442	0,22295	0,22483	0,19916	0,18383	0,18336	0,18753	0,21666	0,19972	0,18773	0,14856	0,15441	0,13719
ABICHOU	09-Aug-2012 15:21:20	Boigneville_11042012_P10a.tif	11/04/2012	1	NaN	NaN	10	TREMIE	P10-T-F	Talle	NaN	NaN	13,3356	0,53131	5,1117	5,1092	2	0	0,092334	0,1724	0,22101	0,2466	0,31871	0,37425	0,37001	0,38098	0,4415	0,45344	0,44853	0,47356	0,48134	0,45411	0,464	0,52064	0,53289	0,50134	0,39951	0,31753
ABICHOU	09-Aug-2012 15:21:20	Boigneville_11042012_P10a.tif	11/04/2012	1	NaN	NaN	10	TREMIE	P10-T-F	Talle	NaN	NaN	15,6814	1,102	13,3972	13,0184	3	0	0,11132	0,31109	0,44488	0,59816	0,70025	0,83987	0,9408	1,0066	1,0569	1,0579	1,105	1,0999	1,0631	1,0038	0,95394	0,97144	0,93703	0,83727	0,81033	0,71338
ABICHOU	09-Aug-2012 15:21:20	Boigneville_11042012_P10a.tif	11/04/2012	1	NaN	NaN	10	TREMIE	P10-T-F	Talle	NaN	NaN	20,423	1,3648	22,4187	22,2993	3	0	0,19803	0,4411	0,58085	0,72785	0,91734	1,0292	1,1127	1,2125	1,2882	1,3074	1,3527	1,3602	1,3621	1,3566	1,344	1,3268	1,295	1,2382	1,1705	1,0297
ABICHOU	09-Aug-2012 15:21:20	Boigneville_11042012_P10a.tif	11/04/2012	1	NaN	NaN	10	TREMIE	P10-T-F	Talle	NaN	NaN	22,9702	1,5076	26,8485	26,8161	3	0	0,19334	0,45168	0,5897	0,6864	0,85661	1,021	1,195	1,3105	1,3697	1,4097	1,4629	1,4721	1,499	1,4941	1,4612	1,5029	1,5014	1,445	1,3278	1,079
ABICHOU	09-Aug-2012 15:21:20	Boigneville_11042012_P10a.tif	11/04/2012	1	NaN	NaN	10	TREMIE	P10-T-F	Talle	NaN	NaN	16,977	1,0927	14,418	14,4167	3	0	0,18068	0,40592	0,55868	0,70101	0,84632	0,97313	1,0828	1,0914	1,0591	1,0087	0,96224	0,93357	0,90133	0,90297	0,88756	0,90325	0,93479	0,97539	0,98224	0,8686
ABICHOU	09-Aug-2012 15:21:20	Boigneville_11042012_P10a.tif	11/04/2012	1	NaN	NaN	10	TREMIE	P10-T-F	Talle	NaN	NaN	10,6224	0,33457	2,4831	2,4816	3	0	0,041863	0,10286	0,10117	0,091054	0,15016	0,24695	0,27667	0,30101	0,3164	0,32173	0,33093	0,32374	0,3209	0,31372	0,3064	0,29356	0,28032	0,27748	0,23069	0,088413
ABICHOU	09-Aug-2012 15:21:20	Boigneville_11042012_P10a.tif	11/04/2012	1	NaN	NaN	10	TREMIE	P10-T-F	Talle	NaN	NaN	15,4324	0,52347	5,6902	5,6877	3	0	0,068211	0,16388	0,22641	0,27467	0,33562	0,3962	0,39594	0,38123	0,3532	0,41503	0,43231	0,46162	0,46986	0,46347	0,52512	0,5188	0,49616	0,49039	0,40788	0,25987
