Image;ID_Plant;ID_Axis;Organ;ID_Metamer;HS;XY;Pt1;Pt2;Pt3;Pt4;Pt5;Pt6;Pt7;Pt8;Pt9;Pt10;Pt11;Pt12;Pt13;Pt14;Pt15
Boigneville-11042012-P25-P26-P27;1;3;0;0;10,5;0;44,79;44,84;45,34;45,39;45,67;;;;;;;;;;
Boigneville-11042012-P25-P26-P27;1;3;0;0;10,5;1;1,43;11,16;17,15;22,32;26,17;;;;;;;;;;
Boigneville-11042012-P25-P26-P27;1;3;2;8;10,5;0;44,62;42,86;40,83;39,67;38,63;;;;;;;;;;
Boigneville-11042012-P25-P26-P27;1;3;2;8;10,5;1;11,66;16,77;21,99;24,52;26,5;;;;;;;;;;
Boigneville-11042012-P25-P26-P27;1;3;2;9;10,5;0;45,61;47,09;48,3;49,46;51;;;;;;;;;;
Boigneville-11042012-P25-P26-P27;1;3;2;9;10,5;1;17,37;23,26;27,43;32,16;34,31;;;;;;;;;;
Boigneville-11042012-P25-P26-P27;1;3;2;10;10,5;0;45,28;44,57;43,03;42,04;40,99;39,62;;;;;;;;;
Boigneville-11042012-P25-P26-P27;1;3;2;10;10,5;1;22,65;30,02;37,66;42,44;43,71;44,53;;;;;;;;;
Boigneville-11042012-P25-P26-P27;1;3;2;11;10,5;0;45,78;46,49;46,98;47,53;48,3;48,8;49,13;;;;;;;;
Boigneville-11042012-P25-P26-P27;1;3;2;11;10,5;1;25,07;31,28;33,76;36,17;39,58;42,61;46,73;;;;;;;;
Boigneville-11042012-P25-P26-P27;1;3;2;12;10,5;0;45,56;45,89;;;;;;;;;;;;;
Boigneville-11042012-P25-P26-P27;1;3;2;12;10,5;1;26,5;30,4;;;;;;;;;;;;;
Boigneville-11042012-P28-P29-P30-;2;1;0;0;10,5;0;9,41;9,36;9,68;9,94;;;;;;;;;;;
Boigneville-11042012-P28-P29-P30-;2;1;0;0;10,5;1;0,21;8,6;12,92;16,56;;;;;;;;;;;
Boigneville-11042012-P28-P29-P30-;2;1;2;8;10,5;0;9,04;7,2;5,36;2,76;1,24;0,54;0;;;;;;;;
Boigneville-11042012-P28-P29-P30-;2;1;2;8;10,5;1;8;11,13;11,03;8,54;7,35;6,27;5,89;;;;;;;;
Boigneville-11042012-P28-P29-P30-;2;1;2;9;10,5;0;9,81;12,09;14,96;16,53;18,2;;;;;;;;;;
Boigneville-11042012-P28-P29-P30-;2;1;2;9;10,5;1;12,32;17,14;21,35;24,11;26,71;;;;;;;;;;
Boigneville-11042012-P28-P29-P30-;2;1;2;10;10,5;0;9,49;8,17;7,38;7,11;6,27;6;;;;;;;;;
Boigneville-11042012-P28-P29-P30-;2;1;2;10;10,5;1;13,56;21,05;27,32;29,59;31,59;32,65;;;;;;;;;
Boigneville-11042012-P28-P29-P30-;2;1;2;11;10,5;0;9,95;11,51;11,57;10,97;;;;;;;;;;;
Boigneville-11042012-P28-P29-P30-;2;1;2;11;10,5;1;16,86;30,87;34,98;38,32;;;;;;;;;;;
Boigneville-11042012-P28-P29-P30-;2;2;0;0;10,5;0;30,43;30,96;31,17;31,33;;;;;;;;;;;
Boigneville-11042012-P28-P29-P30-;2;2;0;0;10,5;1;0,32;8,07;12,08;17,19;;;;;;;;;;;
Boigneville-11042012-P28-P29-P30-;2;2;2;8;10,5;0;30,82;29;27,6;26,7;25,67;;;;;;;;;;
Boigneville-11042012-P28-P29-P30-;2;2;2;8;10,5;1;8,06;12,55;15,91;18,34;20,31;;;;;;;;;;
Boigneville-11042012-P28-P29-P30-;2;2;2;9;10,5;0;31,38;32,75;33,97;34,92;35,71;35,82;;;;;;;;;
Boigneville-11042012-P28-P29-P30-;2;2;2;9;10,5;1;12,24;16,35;21,26;25,16;28,01;29,22;;;;;;;;;
Boigneville-11042012-P28-P29-P30-;2;2;2;10;10,5;0;31,07;31,17;30,91;30,01;29,48;;;;;;;;;;
Boigneville-11042012-P28-P29-P30-;2;2;2;10;10,5;1;16,83;26,53;30,8;35,76;37,13;;;;;;;;;;
Boigneville-11042012-P28-P29-P30-;2;2;2;11;10,5;0;31,38;31,65;32,17;32,44;32,44;32,33;32,12;;;;;;;;
Boigneville-11042012-P28-P29-P30-;2;2;2;11;10,5;1;17,56;26,79;30,01;31,54;33,23;34,44;35,39;;;;;;;;
Boigneville-11042012-P28-P29-P30-;2;3;0;0;10,5;0;49,53;49,79;50;50,16;;;;;;;;;;;
Boigneville-11042012-P28-P29-P30-;2;3;0;0;10,5;1;0;5,33;10,07;17,83;;;;;;;;;;;
Boigneville-11042012-P28-P29-P30-;2;3;2;8;10,5;0;49,58;48,1;45,22;44,09;43,56;42,98;42,37;42,03;;;;;;;
Boigneville-11042012-P28-P29-P30-;2;3;2;8;10,5;1;5,34;6,87;8,29;6,53;5,37;4,34;3,28;2,81;;;;;;;
Boigneville-11042012-P28-P29-P30-;2;3;2;9;10,5;0;50,21;51,53;53,06;54,44;56,07;;;;;;;;;;
Boigneville-11042012-P28-P29-P30-;2;3;2;9;10,5;1;10,13;12,61;16,61;19,15;22,94;;;;;;;;;;
Boigneville-11042012-P28-P29-P30-;2;3;2;10;10,5;0;49,79;48,37;47,31;46,2;45,78;;;;;;;;;;
Boigneville-11042012-P28-P29-P30-;2;3;2;10;10,5;1;13,77;22,26;27,53;30,28;31,01;;;;;;;;;;
Boigneville-11042012-P28-P29-P30-;2;3;2;11;10,5;0;50,37;50,85;50,95;51,37;51,37;51,06;;;;;;;;;
Boigneville-11042012-P28-P29-P30-;2;3;2;11;10,5;1;17,04;25,32;32,17;35,76;37,19;38,24;;;;;;;;;
Boigneville-11042012-P28-P29-P30-;2;3;2;12;10,5;0;50,21;50,32;50;49,74;49,47;;;;;;;;;;
Boigneville-11042012-P28-P29-P30-;2;3;2;12;10,5;1;18,14;23,63;27,06;29,38;30,91;;;;;;;;;;
Boigneville-09052012-P01;1;1;0;0;13;0;7,49;8,04;6,93;5,42;6,25;7,35;8,73;;;;;;;;
Boigneville-09052012-P01;1;1;0;0;13;1;0;3,94;7,87;20,09;33,26;46,7;56,34;;;;;;;;
Boigneville-09052012-P01;1;1;2;8;13;0;7,01;5,94;5,45;4,26;3,11;1,97;1,68;0,78;0;;;;;;
Boigneville-09052012-P01;1;1;2;8;13;1;6,76;7,04;6,72;4,91;3,94;3,49;2,52;2;1,27;;;;;;
Boigneville-09052012-P01;1;1;2;9;13;0;5,94;3,03;2,21;0,41;;;;;;;;;;;
Boigneville-09052012-P01;1;1;2;9;13;1;14,27;23,07;26,3;29,24;;;;;;;;;;;
Boigneville-09052012-P01;1;1;2;10;13;0;6,07;9,24;10,57;10,78;11,59;;;;;;;;;;
Boigneville-09052012-P01;1;1;2;10;13;1;19,33;30,38;35,86;39,53;40,93;;;;;;;;;;
Boigneville-09052012-P01;1;1;2;11;13;0;5,96;4,28;1,49;0,76;;;;;;;;;;;
Boigneville-09052012-P01;1;1;2;11;13;1;32,76;40,26;47,77;51,73;;;;;;;;;;;
Boigneville-09052012-P01;1;1;2;12;13;0;7,07;7,31;7,23;6,58;;;;;;;;;;;
Boigneville-09052012-P01;1;1;2;12;13;1;46,36;58,71;63,55;65,41;;;;;;;;;;;
Boigneville-09052012-P01;1;1;2;13;13;0;8,79;9,81;9,73;9,49;;;;;;;;;;;
Boigneville-09052012-P01;1;1;2;13;13;1;55,56;63,07;66,22;67,47;;;;;;;;;;;
Boigneville-09052012-P02;2;1;0;0;13;0;6,55;4,15;4,99;5,95;6,67;;;;;;;;;;
Boigneville-09052012-P02;2;1;0;0;13;1;0;19,57;32,53;47,15;57,63;;;;;;;;;;
Boigneville-09052012-P02;2;1;2;9;13;0;4,85;5,77;5,77;6,28;;;;;;;;;;;
Boigneville-09052012-P02;2;1;2;9;13;1;19,87;27,85;34,68;37,97;;;;;;;;;;;
Boigneville-09052012-P02;2;1;2;10;13;0;4,52;4,43;3,77;1,88;;;;;;;;;;;
Boigneville-09052012-P02;2;1;2;10;13;1;33,07;43,23;49,98;54,05;;;;;;;;;;;
Boigneville-09052012-P02;2;1;2;11;13;0;5,56;6,44;;;;;;;;;;;;;
Boigneville-09052012-P02;2;1;2;11;13;1;46,36;57,05;;;;;;;;;;;;;
Boigneville-09052012-P02;2;1;2;12;13;0;6,74;7,61;;;;;;;;;;;;;
Boigneville-09052012-P02;2;1;2;12;13;1;56,45;68,59;;;;;;;;;;;;;
Boigneville-09052012-P02;2;1;2;13;13;0;6,63;8,24;;;;;;;;;;;;;
Boigneville-09052012-P02;2;1;2;13;13;1;57,8;66,66;;;;;;;;;;;;;
Boigneville-09052012-P03-;3;1;0;0;13;0;7,77;7,94;5,75;5,41;5,41;;;;;;;;;;
Boigneville-09052012-P03-;3;1;0;0;13;1;0;4;29,3;44,29;57,27;;;;;;;;;;
Boigneville-09052012-P03-;3;1;2;10;13;0;6,51;7,82;8,54;10,82;11,87;;;;;;;;;;
Boigneville-09052012-P03-;3;1;2;10;13;1;17,46;25,58;29,49;31,65;32,61;;;;;;;;;;
Boigneville-09052012-P03-;3;1;2;11;13;0;5,32;4,52;2,71;1,02;;;;;;;;;;;
Boigneville-09052012-P03-;3;1;2;11;13;1;28,55;41,89;47,5;50,63;;;;;;;;;;;
Boigneville-09052012-P03-;3;1;2;12;13;0;5,12;3,78;2,93;1,46;;;;;;;;;;;
Boigneville-09052012-P03-;3;1;2;12;13;1;43,43;55,69;59,93;61,38;;;;;;;;;;;
Boigneville-09052012-P03-;3;1;2;13;13;0;5,63;6,35;;;;;;;;;;;;;
Boigneville-09052012-P03-;3;1;2;13;13;1;55,56;70,48;;;;;;;;;;;;;
Boigneville-09052012-P04;4;1;0;0;13;0;6,41;5,85;5,28;7,3;;;;;;;;;;;
Boigneville-09052012-P04;4;1;0;0;13;1;0;13,13;26,04;53,38;;;;;;;;;;;
Boigneville-09052012-P04;4;1;2;10;13;0;5,96;8,94;10,42;12,42;13,69;;;;;;;;;;
Boigneville-09052012-P04;4;1;2;10;13;1;17,74;27,02;30,59;32,25;32,75;;;;;;;;;;
Boigneville-09052012-P04;4;1;2;11;13;0;5,03;3,24;2,48;2,56;2,48;;;;;;;;;;
Boigneville-09052012-P04;4;1;2;11;13;1;26,26;35,38;41,51;45,16;47,23;;;;;;;;;;
Boigneville-09052012-P04;4;1;2;12;13;0;6,68;10,26;12,27;13,93;;;;;;;;;;;
Boigneville-09052012-P04;4;1;2;12;13;1;39,09;49,59;56,59;59,28;;;;;;;;;;;
Boigneville-09052012-P04;4;1;2;13;13;0;7,43;7,93;7,93;6,84;;;;;;;;;;;
Boigneville-09052012-P04;4;1;2;13;13;1;52,05;58,28;63,17;66,18;;;;;;;;;;;
Boigneville-09052012-P05;1;1;0;0;13;0;6,87;5,3;7,65;8,57;8,83;;;;;;;;;;
Boigneville-09052012-P05;1;1;0;0;13;1;1,28;5,52;24,79;40,46;55,75;;;;;;;;;;
Boigneville-09052012-P05;1;1;2;9;13;0;3,75;1,65;0,85;0,6;0,24;0;1,29;3,1;;;;;;;
Boigneville-09052012-P05;1;1;2;9;13;1;11,75;10,68;9,57;7,6;4,87;2,61;1,23;0;;;;;;;
Boigneville-09052012-P05;1;1;2;10;13;0;7,44;16,94;19,49;;;;;;;;;;;;
Boigneville-09052012-P05;1;1;2;10;13;1;16,64;27,32;29,28;;;;;;;;;;;;
Boigneville-09052012-P05;1;1;2;11;13;0;8,08;6,56;6,56;6,29;5,32;4,43;;;;;;;;;
Boigneville-09052012-P05;1;1;2;11;13;1;24,91;32,01;39,04;41,54;43,97;44,98;;;;;;;;;
Boigneville-09052012-P05;1;1;2;12;13;0;8,81;12,05;13,5;15,97;;;;;;;;;;;
Boigneville-09052012-P05;1;1;2;12;13;1;39,78;52,28;58,09;63,29;;;;;;;;;;;
Boigneville-09052012-P05;1;1;2;13;13;0;8,4;9,33;10,3;10,12;9,94;;;;;;;;;;
Boigneville-09052012-P05;1;1;2;13;13;1;55,19;61,46;67,29;70,44;72,34;;;;;;;;;;
Boigneville-09052012-P06;2;1;0;0;13;0;7,52;7,78;6,32;6,58;8,98;10,71;;;;;;;;;
Boigneville-09052012-P06;2;1;0;0;13;1;0;3,51;12,59;25,71;39,73;50,12;;;;;;;;;
Boigneville-09052012-P06;2;1;2;10;13;0;6,72;5,45;4,72;3,13;2,39;;;;;;;;;;
Boigneville-09052012-P06;2;1;2;10;13;1;14,12;23,79;29,31;31,78;32,49;;;;;;;;;;
Boigneville-09052012-P06;2;1;2;11;13;0;6,39;5,39;5,45;5,85;6,92;8,51;;;;;;;;;
Boigneville-09052012-P06;2;1;2;11;13;1;26,07;34,12;39,83;42,68;44,05;45,54;;;;;;;;;
Boigneville-09052012-P06;2;1;2;12;13;0;9,38;12,64;14,77;15,96;;;;;;;;;;;
Boigneville-09052012-P06;2;1;2;12;13;1;38,66;48,85;56,12;59,43;;;;;;;;;;;
Boigneville-09052012-P06;2;1;2;13;13;0;10,91;11,17;11,24;;;;;;;;;;;;
Boigneville-09052012-P06;2;1;2;13;13;1;48,98;60,41;62,49;;;;;;;;;;;;
Boigneville-09052012-P07-;3;1;0;0;13;0;7,54;7,87;8,19;7,76;7,76;;;;;;;;;;
Boigneville-09052012-P07-;3;1;0;0;13;1;3,57;12,79;30,37;48,92;56,42;;;;;;;;;;
Boigneville-09052012-P07-;3;1;2;9;13;0;7,55;6,52;5,73;4,94;4,05;2,8;1,63;0,89;0;;;;;;
Boigneville-09052012-P07-;3;1;2;9;13;1;13,06;11,91;9,07;7,74;4,49;1,7;0,37;0;0,09;;;;;;
Boigneville-09052012-P07-;3;1;2;10;13;0;8,29;9,97;11,37;12,1;11,92;;;;;;;;;;
Boigneville-09052012-P07-;3;1;2;10;13;1;19,89;28,32;33,27;36,53;39,69;;;;;;;;;;
Boigneville-09052012-P07-;3;1;2;11;13;0;7,97;5,11;3,57;1,85;0,67;;;;;;;;;;
Boigneville-09052012-P07-;3;1;2;11;13;1;33,45;42,73;47,19;50,67;52,18;;;;;;;;;;
Boigneville-09052012-P07-;3;1;2;12;13;0;8,01;7,27;6,15;5,26;4,1;;;;;;;;;;
Boigneville-09052012-P07-;3;1;2;12;13;1;47,48;49,72;57,74;63,7;65,94;;;;;;;;;;
Boigneville-09052012-P07-;3;1;2;13;13;0;7,92;7,69;7,31;6,71;;;;;;;;;;;
Boigneville-09052012-P07-;3;1;2;13;13;1;55,63;61,63;65,94;68,32;;;;;;;;;;;
Boigneville-09052012-P08;4;1;0;0;13;0;6,19;7,88;8,56;9,24;8,22;7,21;;;;;;;;;
Boigneville-09052012-P08;4;1;0;0;13;1;0;4,42;15,57;25,73;37,77;50,25;;;;;;;;;
Boigneville-09052012-P08;4;1;2;9;13;0;8,73;10,18;10,3;10,9;10,78;10,45;9,81;9,33;;;;;;;
Boigneville-09052012-P08;4;1;2;9;13;1;9,62;12,14;14,81;15,69;22,92;23,22;23,36;23,98;;;;;;;
Boigneville-09052012-P08;4;1;2;10;13;0;8,47;6,97;5,77;4,88;4,95;;;;;;;;;;
Boigneville-09052012-P08;4;1;2;10;13;1;15,98;23,55;28,59;31,59;33,23;;;;;;;;;;
Boigneville-09052012-P08;4;1;2;11;13;0;9,58;11,62;12,58;14,21;15,38;15,99;;;;;;;;;
Boigneville-09052012-P08;4;1;2;11;13;1;24,73;33,88;40,1;42,94;43,93;44,48;;;;;;;;;
Boigneville-09052012-P08;4;1;2;12;13;0;7,99;4,68;2,54;1,27;0;;;;;;;;;;
Boigneville-09052012-P08;4;1;2;12;13;1;36,97;47,32;52,09;54,18;55,28;;;;;;;;;;
Boigneville-09052012-P08;4;1;2;13;13;0;7,12;6,46;6;5,39;;;;;;;;;;;
Boigneville-09052012-P08;4;1;2;13;13;1;49,51;57,67;61;62,34;;;;;;;;;;;
Boigneville-09052012-P09;1;1;0;0;13;0;7,12;6,35;7,51;8,66;7,89;7,38;;;;;;;;;
Boigneville-09052012-P09;1;1;0;0;13;1;0;5,89;13,79;24,32;37,61;49,52;;;;;;;;;
Boigneville-09052012-P09;1;1;2;9;13;0;7,19;4,56;2,57;2,12;;;;;;;;;;;
Boigneville-09052012-P09;1;1;2;9;13;1;13,06;21,46;25,41;27,23;;;;;;;;;;;
Boigneville-09052012-P09;1;1;2;10;13;0;8,34;9,75;9,56;8,73;8,79;9,75;11,23;;;;;;;;
Boigneville-09052012-P09;1;1;2;10;13;1;16,32;23,22;29,67;32,37;33,5;34,38;33,94;;;;;;;;
Boigneville-09052012-P09;1;1;2;11;13;0;8,28;6,93;5,45;4,43;;;;;;;;;;;
Boigneville-09052012-P09;1;1;2;11;13;1;27,48;39,14;44,47;46,73;;;;;;;;;;;
Boigneville-09052012-P09;1;1;2;12;13;0;8,08;10,39;12,06;13,92;;;;;;;;;;;
Boigneville-09052012-P09;1;1;2;12;13;1;41,27;51,05;55,88;58,7;;;;;;;;;;;
Boigneville-09052012-P09;1;1;2;13;13;0;7,54;6,51;6;5,87;;;;;;;;;;;
Boigneville-09052012-P09;1;1;2;13;13;1;48,15;53,98;58,03;61,35;;;;;;;;;;;
Boigneville-09052012-P10;2;1;0;0;13;0;5,69;5,19;4,93;6,2;7,46;;;;;;;;;;
Boigneville-09052012-P10;2;1;0;0;13;1;1,02;12,82;25,36;37,52;48,95;;;;;;;;;;
Boigneville-09052012-P10;2;1;2;9;13;0;5,31;7,65;8,73;8,6;8,73;7,84;;;;;;;;;
Boigneville-09052012-P10;2;1;2;9;13;1;12,97;9,19;6,52;4,84;1,3;0;;;;;;;;;
Boigneville-09052012-P10;2;1;2;10;13;0;4,74;3,54;3,42;3,35;;;;;;;;;;;
Boigneville-09052012-P10;2;1;2;10;13;1;16,7;21,97;28,18;34,02;;;;;;;;;;;
Boigneville-09052012-P10;2;1;2;11;13;0;5,63;7,46;8,16;9,61;;;;;;;;;;;
Boigneville-09052012-P10;2;1;2;11;13;1;29,55;38,67;45,31;48,48;;;;;;;;;;;
Boigneville-09052012-P10;2;1;2;12;13;0;6,39;4,05;2,15;0,7;;;;;;;;;;;
Boigneville-09052012-P10;2;1;2;12;13;1;42,61;53,85;59,5;61,36;;;;;;;;;;;
Boigneville-09052012-P10;2;1;2;13;13;0;7,27;7,87;8,29;8,03;;;;;;;;;;;
Boigneville-09052012-P10;2;1;2;13;13;1;48,34;55,42;61,56;63,11;;;;;;;;;;;
Boigneville-09052012-P11;3;1;0;0;13;0;10,73;10,73;10,11;10,9;11,78;12,57;;;;;;;;;
Boigneville-09052012-P11;3;1;0;0;13;1;0;6,17;15,91;29,02;39,54;46,44;;;;;;;;;
Boigneville-09052012-P11;3;1;2;9;13;0;10,66;11,06;11,41;12,08;13,68;12,12;12,43;13,41;14,56;;;;;;
Boigneville-09052012-P11;3;1;2;9;13;1;9,69;10,91;10,91;9,74;6,69;1,99;0,95;0,47;1,25;;;;;;
Boigneville-09052012-P11;3;1;2;10;13;0;9,58;4,75;4,4;3,34;0;;;;;;;;;;
Boigneville-09052012-P11;3;1;2;10;13;1;16,26;29,36;30,4;30,83;32,56;;;;;;;;;;
Boigneville-09052012-P11;3;1;2;11;13;0;10,38;13,98;14,86;16,27;18,99;22,07;;;;;;;;;
Boigneville-09052012-P11;3;1;2;11;13;1;25,1;36,22;38,89;39,07;38,55;37,26;;;;;;;;;
Boigneville-09052012-P11;3;1;2;12;13;0;11,52;8,92;7,03;;;;;;;;;;;;
Boigneville-09052012-P11;3;1;2;12;13;1;38,31;47,41;54,61;;;;;;;;;;;;
Boigneville-09052012-P11;3;1;2;13;13;0;12,4;13,41;13,94;;;;;;;;;;;;
Boigneville-09052012-P11;3;1;2;13;13;1;46,12;54,74;56,12;;;;;;;;;;;;
Boigneville-09052012-P12;4;1;0;0;13;0;12,35;10,85;10,47;11,6;12,73;12,92;;;;;;;;;
Boigneville-09052012-P12;4;1;0;0;13;1;0;12,12;22;33,75;45,69;59,11;;;;;;;;;
Boigneville-09052012-P12;4;1;2;8;13;0;11,79;12,68;12,97;14,8;15,88;16,26;;;;;;;;;
Boigneville-09052012-P12;4;1;2;8;13;1;6,46;7,34;8,6;9,39;10,56;11,72;;;;;;;;;
Boigneville-09052012-P12;4;1;2;9;13;0;10,57;8,45;7,23;6,62;6,38;;;;;;;;;;
Boigneville-09052012-P12;4;1;2;9;13;1;15,5;21,33;25,71;29,3;31,31;;;;;;;;;;
Boigneville-09052012-P12;4;1;2;10;13;0;10,62;11,52;11,7;11,92;11,57;;;;;;;;;;
Boigneville-09052012-P12;4;1;2;10;13;1;21,56;26,63;32,85;38,63;43,16;;;;;;;;;;
Boigneville-09052012-P12;4;1;2;11;13;0;11,66;10,4;7,8;4,39;0;;;;;;;;;;
Boigneville-09052012-P12;4;1;2;11;13;1;35,76;40,65;44,56;48,56;52,39;;;;;;;;;;
Boigneville-09052012-P12;4;1;2;12;13;0;12,96;14,43;15,82;17,62;18,96;;;;;;;;;;
Boigneville-09052012-P12;4;1;2;12;13;1;50,05;57,25;61,57;65,34;68,05;;;;;;;;;;
Boigneville-09052012-P12;4;1;2;13;13;0;12,78;12,51;11,88;;;;;;;;;;;;
Boigneville-09052012-P12;4;1;2;13;13;1;58,54;63,61;69,17;;;;;;;;;;;;
Boigneville-09052012-P13;1;1;0;0;13;0;7,99;7,27;7,13;7,56;8,86;9,72;;;;;;;;;
Boigneville-09052012-P13;1;1;0;0;13;1;0,29;6,09;18,1;31,39;46,23;57,68;;;;;;;;;
Boigneville-09052012-P13;1;1;2;8;13;0;6,77;5,62;4,54;3,67;2,3;2,23;2,23;2,16;1,51;1,15;0;0,43;;;
Boigneville-09052012-P13;1;1;2;8;13;1;9,4;9,12;8,91;7,99;6,57;6,08;4,17;2,83;1,91;0,64;0,07;0;;;
Boigneville-09052012-P13;1;1;2;9;13;0;7,7;10,08;11,45;11,74;11,45;10,15;;;;;;;;;
Boigneville-09052012-P13;1;1;2;9;13;1;15,62;23,96;26,43;28,41;30,04;31,31;;;;;;;;;
Boigneville-09052012-P13;1;1;2;10;13;0;6,77;4,46;2,66;0,94;;;;;;;;;;;
Boigneville-09052012-P13;1;1;2;10;13;1;19,44;28,48;34,92;39,72;;;;;;;;;;;
Boigneville-09052012-P13;1;1;2;11;13;0;7,78;11,38;13,1;14,18;;;;;;;;;;;
Boigneville-09052012-P13;1;1;2;11;13;1;32,16;45,52;51,95;54,35;;;;;;;;;;;
Boigneville-09052012-P13;1;1;2;12;13;0;9,22;9,07;8,14;5,98;3,24;;;;;;;;;;
Boigneville-09052012-P13;1;1;2;12;13;1;46,44;54,28;58,31;62,27;66,79;;;;;;;;;;
Boigneville-09052012-P13;1;1;2;13;13;0;9,94;10,01;10,44;;;;;;;;;;;;
Boigneville-09052012-P13;1;1;2;13;13;1;57,11;63,9;68,28;;;;;;;;;;;;
Boigneville-09052012-P14;2;1;0;0;13;0;9,58;8,64;8,78;8,91;8,51;;;;;;;;;;
Boigneville-09052012-P14;2;1;0;0;13;1;0;3,84;15,88;38,24;56,9;;;;;;;;;;
Boigneville-09052012-P14;2;1;2;9;13;0;8,47;8,72;9,14;7,88;;;;;;;;;;;
Boigneville-09052012-P14;2;1;2;9;13;1;11,56;19,28;25,42;29,82;;;;;;;;;;;
Boigneville-09052012-P14;2;1;2;10;13;0;9,82;10,66;12,68;13,86;;;;;;;;;;;
Boigneville-09052012-P14;2;1;2;10;13;1;19,78;29,99;35,39;38,54;;;;;;;;;;;
Boigneville-09052012-P14;2;1;2;11;13;0;8,55;6,28;4,68;2,49;;;;;;;;;;;
Boigneville-09052012-P14;2;1;2;11;13;1;32,41;43,04;51,67;55,49;;;;;;;;;;;
Boigneville-09052012-P14;2;1;2;12;13;0;9,06;11,59;14,54;17,23;;;;;;;;;;;
Boigneville-09052012-P14;2;1;2;12;13;1;46,5;57,2;62,02;65,92;;;;;;;;;;;
Boigneville-09052012-P14;2;1;2;13;13;0;8,89;8,05;7,54;;;;;;;;;;;;
Boigneville-09052012-P14;2;1;2;13;13;1;55,63;64,01;70,57;;;;;;;;;;;;
Boigneville-09052012-P15;3;1;0;0;13;0;15,92;16,52;16,52;16,82;16,82;;;;;;;;;;
Boigneville-09052012-P15;3;1;0;0;13;1;0;17,16;27,72;42,68;56,47;;;;;;;;;;
Boigneville-09052012-P15;3;1;2;8;13;0;15,44;13,64;11,47;9,39;6,14;3,07;0;;;;;;;;
Boigneville-09052012-P15;3;1;2;8;13;1;12,76;13,83;13,12;11,69;10,63;9,92;11,16;;;;;;;;
Boigneville-09052012-P15;3;1;2;9;13;0;16,94;18,66;18,12;18,48;18,3;;;;;;;;;;
Boigneville-09052012-P15;3;1;2;9;13;1;17,3;29,23;33,41;35,9;37,68;;;;;;;;;;
Boigneville-09052012-P15;3;1;2;10;13;0;16,31;14,01;12,65;9,58;;;;;;;;;;;
Boigneville-09052012-P15;3;1;2;10;13;1;27,6;39,17;44,64;49,23;;;;;;;;;;;
Boigneville-09052012-P15;3;1;2;11;13;0;16,45;16,58;16,9;;;;;;;;;;;;
Boigneville-09052012-P15;3;1;2;11;13;1;42,69;50,65;56,83;;;;;;;;;;;;
Boigneville-09052012-P15;3;1;2;12;13;0;17,3;16,99;16,63;16,67;;;;;;;;;;;
Boigneville-09052012-P15;3;1;2;12;13;1;55,19;62,71;67,11;68,85;;;;;;;;;;;
Boigneville-09052012-P15;3;1;2;13;13;0;16,85;17,26;17,3;;;;;;;;;;;;
Boigneville-09052012-P15;3;1;2;13;13;1;56,97;63,33;66,98;;;;;;;;;;;;
Boigneville-09052012-P16;4;1;0;0;13;0;6,65;6,65;7,6;8,4;7,87;6,65;;;;;;;;;
Boigneville-09052012-P16;4;1;0;0;13;1;0;2,92;13,68;21,65;34;43,69;;;;;;;;;
Boigneville-09052012-P16;4;1;2;9;13;0;7,83;9,97;9,77;;;;;;;;;;;;
Boigneville-09052012-P16;4;1;2;9;13;1;12,23;27,27;30,27;;;;;;;;;;;;
Boigneville-09052012-P16;4;1;2;10;13;0;7,88;6,88;6,14;6,14;5,59;;;;;;;;;;
Boigneville-09052012-P16;4;1;2;10;13;1;24,57;32,58;38,37;42,01;46,29;;;;;;;;;;
Boigneville-09052012-P16;4;1;2;11;13;0;7,13;8,98;10,92;14,21;;;;;;;;;;;
Boigneville-09052012-P16;4;1;2;11;13;1;37,2;47,22;54,59;59,16;;;;;;;;;;;
Boigneville-09052012-P16;4;1;2;12;13;0;7,08;6,59;6,44;;;;;;;;;;;;
Boigneville-09052012-P16;4;1;2;12;13;1;42,21;50,51;58,92;;;;;;;;;;;;
Boigneville-09052012-P17;1;1;0;0;13;0;8,79;8,42;8,67;9,52;10,13;10,62;;;;;;;;;
Boigneville-09052012-P17;1;1;0;0;13;1;3,68;8,37;20,76;33,14;46,85;53,59;;;;;;;;;
Boigneville-09052012-P17;1;1;2;9;13;0;8,34;6,65;5,3;3,96;3,7;3,45;2,69;2,02;2,19;;;;;;
Boigneville-09052012-P17;1;1;2;9;13;1;13,87;14,54;13,95;13,29;12,21;10,71;8,31;5,65;0;;;;;;
Boigneville-09052012-P17;1;1;2;10;13;0;8,42;7,87;7,2;4,97;3,28;;;;;;;;;;
Boigneville-09052012-P17;1;1;2;10;13;1;20,54;31,58;35,94;37,98;40,84;;;;;;;;;;
Boigneville-09052012-P17;1;1;2;11;13;0;9,85;11,7;13,47;17,09;18,69;;;;;;;;;;
Boigneville-09052012-P17;1;1;2;11;13;1;33,06;42,61;47,68;51,66;53,16;;;;;;;;;;
Boigneville-09052012-P17;1;1;2;12;13;0;9,9;10,52;9,67;8,77;7,87;;;;;;;;;;
Boigneville-09052012-P17;1;1;2;12;13;1;46,45;54,57;61,74;65,68;66,91;;;;;;;;;;
Boigneville-09052012-P17;1;1;2;13;13;0;10,73;10,88;11,59;12,09;12,46;;;;;;;;;;
