"age","x","y","lindex"
0,0,0,1
0,5.90405973903482e-05,0.0199999128550066,1
0,0.000825787357377436,0.039985209935762,1
0,0.0018112395866028,0.0599609172800318,1
0,0.00265465456871946,0.079943125645674,1
0,0.00312446005466196,0.0999376069544096,1
0,0.0031473878302911,0.119937593812333,1
0,0.00283415180623757,0.139935140741725,1
0,0.0024431931792019,0.159931319160412,1
0,0.00219291408659349,0.179929753108494,1
0,0.00220253126969049,0.199929750796238,1
0,0.00250583219372549,0.219927450877735,1
0,0.00307527774966792,0.239919342528072,1
0,0.0038236855983245,0.259905334764938,1
0,0.00459458243766196,0.279890472194115,1
0,0.00515571013975633,0.299882599036998,1
0,0.00526534521343985,0.319882298538506,1
0,0.00491889315363184,0.33987929758762,1
0,0.00440011877065995,0.359872568284021,1
0,0.00404883031048986,0.379869482956484,1
0,0.00395532986858359,0.399869264396974,1
0,0.00396730827727216,0.419869260809917,1
0,0.00392201266465948,0.439869209517538,1
0,0.00376148415145342,0.459868565272073,1
0,0.00348628128601089,0.47986667176701,1
0,0.00302779027338901,0.499861415726144,1
0,0.00223836600461994,0.519845829886281,1
0,0.00115530224693055,0.539816482677234,1
0,0.000264137990701568,0.559796618469275,1
0,0.00039630350403904,0.579796181771435,1
0,0.00204147246013644,0.599728402397996,1
0,0.0050912048302286,0.619494513104728,1
0,0.00908942204617972,0.63909079487179,1
0,0.0137197781373997,0.65854740820681,1
0,0.0188534090035827,0.677877328903227,1
0,0.024471048417074,0.697072175279794,1
0,0.0306051996430386,0.716108251260337,1
0,0.0373154737308235,0.734948957766909,1
0,0.0445952306470552,0.75357703172104,1
0,0.0523506377910196,0.772012152008995,1
0,0.060455275028944,0.790296430918529,1
0,0.0688276047436404,0.808459693157136,1
0,0.0774365575298965,0.826512004142825,1
0,0.0863083414230406,0.84443660875641,1
0,0.0955293610587533,0.862184081728013,1
0,0.10521574650456,0.879681908364349,1
0,0.115424727705052,0.896880068232428,1
0,0.126141132202917,0.913766710131816,1
0,0.137293344513209,0.930368763034579,1
0,0.148769644804139,0.946748461799587,1
0,0.160420433470608,0.963004510626079,1
0.5,0,0,1
0.5,0.00124943691822516,0.0199609345319145,1
0.5,0.00309901720788026,0.0398752272070792,1
0.5,0.005147740362639,0.0597700188228553,1
0.5,0.00710101841352611,0.0796744079080778,1
0.5,0.00877071618332349,0.0996045887742298,1
0.5,0.0100993409658964,0.119560408882337,1
0.5,0.0111818489285212,0.139531091807837,1
0.5,0.0122357708906676,0.159503303715828,1
0.5,0.013443941477355,0.179466778459306,1
0.5,0.0149047228392171,0.199413360066509,1
0.5,0.016643137086477,0.219337664719493,1
0.5,0.0186304264969149,0.239238686823877,1
0.5,0.0207861846522306,0.259122165060237,1
0.5,0.0229778430109311,0.279001718215143,1
0.5,0.0250200735159492,0.29889717735949,1
0.5,0.0267255325193968,0.318824329930481,1
0.5,0.0280945954026967,0.338777416579457,1
0.5,0.0293556102122936,0.358737623032547,1
0.5,0.0307806132867466,0.378686792595158,1
0.5,0.0324421251716322,0.398617657560242,1
0.5,0.0342191823050165,0.41853855281986,1
0.5,0.0359826096746657,0.438460659232385,1
0.5,0.0376866477659171,0.458387933360664,1
0.5,0.0393301147271045,0.478320294393604,1
0.5,0.0408493398975867,0.498262509789126,1
0.5,0.0421101844088397,0.51822272700033,1
0.5,0.0431415507140482,0.538196116385822,1
0.5,0.0443694816548869,0.558158385435319,1
0.5,0.0465233663636858,0.578042066700648,1
0.5,0.0500229987903647,0.597733500698154,1
0.5,0.0547603559743147,0.617164338222864,1
0.5,0.0603280145879797,0.636373741585845,1
0.5,0.066444547555186,0.655415485845788,1
0.5,0.0729935773448236,0.67431284568293,1
0.5,0.0799564170400331,0.693061682003588,1
0.5,0.0873625571596671,0.711639870519381,1
0.5,0.0952678213007749,0.730011228630836,1
0.5,0.103672301225277,0.748159636748317,1
0.5,0.112502034428999,0.766104993015359,1
0.5,0.121655441043445,0.783887432312335,1
0.5,0.131068935597275,0.801533568441386,1
0.5,0.140720967478728,0.819050368393415,1
0.5,0.150631935438834,0.83642197494243,1
0.5,0.160863417382741,0.853606758247188,1
0.5,0.171497026713359,0.870545658819651,1
0.5,0.182573412777023,0.887198396485533,1
0.5,0.194083029663949,0.903554701664765,1
0.5,0.205977112865946,0.919633594188319,1
0.5,0.218178998136185,0.935480170974865,1
0.5,0.230585958467469,0.951166704541525,1
1,0,0,1
1,0.00243838965120661,0.0198507998808332,1
1,0.00536799455548339,0.03963507179326,1
1,0.00847668425940416,0.0593919958535669,1
1,0.0115363638579881,0.0791565692300406,1
1,0.0144026990514979,0.0989501066238074,1
1,0.0170343741486606,0.118776207757993,1
1,0.0195106128461815,0.138622321783487,1
1,0.0220073388039172,0.158465868832641,1
1,0.024671049506071,0.178287691284051,1
1,0.0275788568193605,0.198075178659379,1
1,0.0307469813789557,0.217822659176521,1
1,0.0341456294408808,0.237531773599832,1
1,0.0377014885120697,0.257213131943855,1
1,0.0413062351955738,0.276885594965749,1
1,0.044821863185429,0.29657417947142,1
1,0.0481160748299197,0.31630101828663,1
1,0.0511946544173643,0.33606265657205,1
1,0.0542296142711822,0.355831040893631,1
1,0.057423625551709,0.375574350948935,1
1,0.0608310729979905,0.395281945979806,1
1,0.0643629887091241,0.41496761516857,1
1,0.067924387863396,0.434647971772655,1
1,0.0714819476711421,0.454329022766296,1
1,0.0750328098282455,0.4740112832549,1
1,0.0785189036493242,0.493705118581485,1
1,0.0818210930575598,0.51343062352083,1
1,0.0849599786369361,0.533182772703124,1
1,0.0882976508062629,0.55290230475868,1
1,0.0924546029928536,0.572465529148294,1
1,0.097780066096441,0.591743481392563,1
1,0.104170611375705,0.610695023045782,1
1,0.111271083282965,0.629392169852025,1
1,0.118836556108699,0.647906046294388,1
1,0.126763863299317,0.666267903518143,1
1,0.135035291547106,0.684477337192524,1
1,0.143677510728536,0.702513746137215,1
1,0.152742633806909,0.720341352358297,1
1,0.162237391481509,0.737943896966978,1
1,0.172107271066062,0.755338881214928,1
1,0.182274856379836,0.772561546771895,1
1,0.192693860858589,0.789633287915426,1
1,0.20335174792495,0.80655692355558,1
1,0.214263295227756,0.823318132803681,1
1,0.22546652901738,0.839885798681982,1
1,0.237010493673502,0.856217879995097,1
1,0.248920288319555,0.872285138363868,1
1,0.261191779632238,0.88807787406617,1
1,0.273797860354171,0.90360484185876,1
1,0.286694983552317,0.918890920924754,1
1,0.29982442723011,0.933977925554954,1
1.5,0,0,1
1.5,0.00362430773138362,0.0196688686372204,1
1.5,0.00763119992705092,0.0392633784532965,1
1.5,0.0117968726280584,0.0588247478058771,1
1.5,0.015959140642181,0.078386841890576,1
1.5,0.0200172038505313,0.0979708180700201,1
1.5,0.0239460978978274,0.117581116169874,1
1.5,0.0278097879563153,0.137204365114224,1
1.5,0.0317430591708472,0.156813785746995,1
1.5,0.0358563317766165,0.176386240587168,1
1.5,0.0402055924066546,0.195907611747309,1
1.5,0.0447982437585455,0.215373159609108,1
1.5,0.0496032354526244,0.234787382612356,1
1.5,0.0545538841232441,0.254164974767732,1
1.5,0.0595655629361869,0.273526872285173,1
1.5,0.0645471046772555,0.292896545536986,1
1.5,0.0694210019699721,0.312293584619796,1
1.5,0.0741984478257706,0.331714604446131,1
1.5,0.0789949083901468,0.351130936902452,1
1.5,0.0839433862230751,0.370509083540792,1
1.5,0.0890802857333661,0.389838135856443,1
1.5,0.0943489826860701,0.409131679657948,1
1.5,0.0996888042001443,0.428405659687974,1
1.5,0.10507872435065,0.447665689822196,1
1.5,0.110514078672701,0.466912947377333,1
1.5,0.115943027919827,0.486162012551313,1
1.5,0.121263009436475,0.505441478224991,1
1.5,0.126486618181729,0.524747278174138,1
1.5,0.131908154793353,0.543998432445216,1
1.5,0.138033211266598,0.563037436704881,1
1.5,0.145139874945474,0.581732230936307,1
1.5,0.153133075535906,0.600065499720709,1
1.5,0.161713402046299,0.618131434431513,1
1.5,0.170674294342254,0.636011658402713,1
1.5,0.179927013461642,0.653742625350337,1
1.5,0.189455693890929,0.67132682988954,1
1.5,0.199284728516851,0.688744926178239,1
1.5,0.209462747873033,0.705961427622644,1
1.5,0.220002745843164,0.722958734550203,1
1.5,0.230868526737756,0.739749648925267,1
1.5,0.242005343457122,0.756362033262238,1
1.5,0.253383041146927,0.77281037650037,1
1.5,0.264997396168876,0.789092475794507,1
1.5,0.276857937546116,0.80519612625764,1
1.5,0.28898100664802,0.821103080571728,1
1.5,0.301385766907669,0.836791353991726,1
1.5,0.314083031170163,0.852243845061078,1
1.5,0.327073567563762,0.867450618690174,1
1.5,0.340350087245712,0.882408360001442,1
1.5,0.353899358024773,0.897119487128745,1
1.5,0.367702697035078,0.91159249069285,1
2,0,0,1
2,0.00480383283912835,0.0194145097814421,1
