variete	prelevement	Date_analyse	operateur	outil_analyse	Nom_fichier	Rep	plant	id_Axe	rank	lmax	wmax	A_bl	A_bl_green	stat	w0.00	w0.05	w0.10	w0.15	w0.20	w0.25	w0.30	w0.35	w0.40	w0.45	w0.50	w0.55	w0.60	w0.65	w0.70	w0.75	w0.80	w0.85	w0.90	w0.95	w1.00
Tremie	09/03/2012	30/mars/2012	abichou	Lamina2Shape	Tremie_11032012_Bloc1_P10.tif	1	10	Talle	NA	7,2343	0,28965	1,5346	0,78494	NA	0	0,041122	0,070159	0,14265	0,1302	0,15278	0,21577	0,25151	0,26346	0,26217	0,27078	0,27962	0,27013	0,27332	0,29199	0,27634	0,24705	0,21475	0,20341	0,21393	0,2147
Tremie	09/03/2012	30/mars/2012	abichou	Lamina2Shape	Tremie_11032012_Bloc1_P10.tif	1	10	Talle	NA	10,8915	0,54225	2,4473	1,9686	NA	0	0,053211	0,096326	0,085095	0,086552	0,088059	0,080438	0,072208	0,083204	0,063783	0,083911	0,077602	0,10901	0,43096	0,52978	0,54315	0,54111	0,50563	0,45339	0,37564	0,17929
Tremie	09/03/2012	30/mars/2012	abichou	Lamina2Shape	Tremie_11032012_Bloc1_P10.tif	1	10	Talle	NA	10,9385	0,35053	2,3778	1,0124	NA	0	0,10191	0,058489	0,086256	0,089548	0,11269	0,10287	0,18803	0,22025	0,23351	0,25252	0,28662	0,27971	0,30402	0,32084	0,32163	0,34448	0,34166	0,35154	0,27353	0,055742
Tremie	09/03/2012	30/mars/2012	abichou	Lamina2Shape	Tremie_11032012_Bloc1_P10.tif	1	10	Talle	NA	6,1847	0,42015	1,5216	0,85204	NA	0	0,10003	0,045745	0,07211	0,10033	0,14565	0,21399	0,38265	0,42846	0,41108	0,40004	0,39205	0,38389	0,36711	0,32017	0,26102	0,22283	0,20343	0,18043	0,22171	0,2161
Tremie	09/03/2012	30/mars/2012	abichou	Lamina2Shape	Tremie_11032012_Bloc1_P10.tif	1	10	Talle	NA	3,756	0,15556	0,45728	0,45713	NA	0	0,047841	0,060639	0,08441	0,10244	0,12285	0,12743	0,13832	0,14423	0,14783	0,15481	0,1437	0,14303	0,1451	0,14586	0,14207	0,13058	0,12672	0,12401	0,12608	0,10843
Tremie	09/03/2012	30/mars/2012	abichou	Lamina2Shape	Tremie_11032012_Bloc2_P11.tif	2	11	MB	4	7,886	0,41105	2,2152	0,038351	2	0	0,067698	0,081676	0,086474	0,14745	0,24362	0,2429	0,23133	0,30894	0,35578	0,33589	0,33241	0,35223	0,36438	0,35451	0,37378	0,35008	0,34211	0,3693	0,41634	0,21818
Tremie	09/03/2012	30/mars/2012	abichou	Lamina2Shape	Tremie_11032012_Bloc2_P11.tif	2	11	MB	5	8,2225	0,4867	2,6296	0,7995	2	0	0,068126	0,15538	0,22353	0,20157	0,24529	0,24633	0,26699	0,30926	0,29239	0,30262	0,33215	0,33724	0,36237	0,43274	0,4809	0,47694	0,48447	0,45795	0,43157	0,24835
Tremie	09/03/2012	30/mars/2012	abichou	Lamina2Shape	Tremie_11032012_Bloc2_P11.tif	2	11	MB	6	10,2784	0,61729	4,7328	2,7753	2	0	0,13569	0,19895	0,32396	0,43192	0,44831	0,42873	0,40303	0,34495	0,30924	0,55377	0,62064	0,61056	0,5402	0,55501	0,59234	0,58119	0,56208	0,56209	0,53596	0,44892
Tremie	09/03/2012	30/mars/2012	abichou	Lamina2Shape	Tremie_11032012_Bloc2_P11.tif	2	11	MB	7	7,7273	0,95308	5,7079	5,7055	3	0	0,1169	0,23638	0,36069	0,45579	0,53988	0,61455	0,6856	0,77194	0,83362	0,88142	0,94307	0,93576	0,94333	0,9275	0,91015	0,92599	0,94251	0,96695	0,95448	0,78348
Tremie	09/03/2012	30/mars/2012	abichou	Lamina2Shape	Tremie_11032012_Bloc2_P11.tif	2	11	MB	8	1,1104	0,12024	0,10509	0,10509	3	0	0,030473	0,046961	0,053325	0,06182	0,07157	0,077438	0,090155	0,091525	0,098094	0,10137	0,10455	0,10945	0,1132	0,11724	0,11571	0,11829	0,12411	0,1165	0,11588	0,088265
Tremie	09/03/2012	30/mars/2012	abichou	Lamina2Shape	Tremie_11032012_Bloc2_P11.tif	2	11	Talle	NA	9,2267	0,46322	3,0165	0,91233	NA	0	0,12511	0,11088	0,13233	0,14043	0,15103	0,22192	0,28035	0,28168	0,39098	0,43728	0,46037	0,4488	0,45482	0,40683	0,41717	0,41483	0,44756	0,44972	0,4186	0,17595
Tremie	09/03/2012	30/mars/2012	abichou	Lamina2Shape	Tremie_11032012_Bloc2_P11.tif	2	11	Talle	NA	12,1745	0,58694	5,1598	4,2639	NA	0	0,065678	0,20053	0,28641	0,3493	0,41814	0,42622	0,44076	0,42095	0,3873	0,36771	0,37903	0,39201	0,4885	0,56508	0,58426	0,53675	0,50991	0,55879	0,53246	0,3232
Tremie	09/03/2012	30/mars/2012	abichou	Lamina2Shape	Tremie_11032012_Bloc2_P11.tif	2	11	Talle	NA	6,2166	0,39108	1,5831	0,41125	NA	0	0,12262	0,15436	0,13256	0,19008	0,16351	0,1761	0,21493	0,20862	0,25203	0,22593	0,25631	0,255	0,28969	0,33606	0,34701	0,34439	0,38382	0,39894	0,37928	0,31366
Tremie	09/03/2012	30/mars/2012	abichou	Lamina2Shape	Tremie_11032012_Bloc2_P11.tif	2	11	Talle	NA	10,978	0,45357	4,1444	4,1444	NA	0	0,12903	0,19824	0,27052	0,31318	0,33895	0,34991	0,38048	0,4112	0,42871	0,43418	0,44211	0,4435	0,43498	0,45183	0,4511	0,44532	0,43639	0,44343	0,43779	0,20469
Tremie	09/03/2012	30/mars/2012	abichou	Lamina2Shape	Tremie_11032012_Bloc2_P11.tif	2	11	Talle	NA	9,6912	0,29236	2,2421	2,0046	NA	0	0,074618	0,10873	0,17852	0,20527	0,23272	0,25324	0,25975	0,2627	0,25508	0,2575	0,25801	0,23695	0,25987	0,28556	0,28596	0,27108	0,26118	0,25437	0,23936	0,17901
Tremie	09/03/2012	30/mars/2012	abichou	Lamina2Shape	Tremie_11032012_Bloc2_P11.tif	2	11	Talle	NA	14,0109	0,81787	9,4161	9,415	NA	0	0,16603	0,30746	0,43513	0,52044	0,58677	0,63856	0,71368	0,75949	0,80224	0,81651	0,81285	0,80097	0,78988	0,79297	0,78909	0,77273	0,76886	0,74625	0,70799	0,60651
Tremie	09/03/2012	30/mars/2012	abichou	Lamina2Shape	Tremie_11032012_Bloc2_P11.tif	2	11	Talle	NA	4,5649	0,58844	1,53	1,53	NA	0	0,030072	0,041748	0,070841	0,14154	0,20995	0,24846	0,26248	0,25453	0,2659	0,2749	0,28946	0,31137	0,34642	0,41675	0,51179	0,56828	0,58291	0,58714	0,59446	0,52379
Tremie	09/03/2012	30/mars/2012	abichou	Lamina2Shape	Tremie_11032012_Bloc2_P11.tif	2	11	Talle	NA	10,9287	0,46855	2,8446	1,7423	NA	0	0,17894	0,1642	0,21695	0,21039	0,19223	0,20971	0,21532	0,19817	0,19299	0,17504	0,22645	0,22169	0,17478	0,31097	0,41941	0,45685	0,43316	0,46151	0,46333	0,21043
Tremie	09/03/2012	30/mars/2012	abichou	Lamina2Shape	Tremie_11032012_Bloc2_P11.tif	2	11	Talle	NA	9,1937	0,35537	2,4026	1,7842	NA	0	0,063052	0,14954	0,18756	0,19558	0,22602	0,22297	0,23308	0,21375	0,22958	0,23846	0,2979	0,3245	0,34202	0,32655	0,34081	0,34155	0,33859	0,35499	0,34463	0,21167
Tremie	09/03/2012	30/mars/2012	abichou	Lamina2Shape	Tremie_11032012_Bloc2_P11.tif	2	11	Talle	NA	6,9076	0,36263	1,3645	0,6638	NA	0	0,063168	0,058345	0,069052	0,068229	0,066282	0,050986	0,060759	0,094394	0,15159	0,18728	0,28077	0,33715	0,3611	0,3269	0,36695	0,32618	0,31018	0,33543	0,31281	0,20857
Tremie	09/03/2012	30/mars/2012	abichou	Lamina2Shape	Tremie_11032012_Bloc2_P11.tif	2	11	Talle	NA	4,806	0,45452	1,5318	1,4356	NA	0	0,16446	0,089236	0,21348	0,23879	0,26093	0,28544	0,27966	0,28315	0,292	0,3162	0,34628	0,39481	0,43378	0,44033	0,46227	0,44801	0,43379	0,37864	0,31015	0,19379
Tremie	09/03/2012	30/mars/2012	abichou	Lamina2Shape	Tremie_11032012_Bloc2_P11.tif	2	11	Talle	NA	4,1926	0,27936	0,72337	0,28731	NA	0	0,075119	0,056211	0,045448	0,06581	0,069903	0,10444	0,071983	0,13266	0,15698	0,17648	0,21094	0,24878	0,28343	0,2744	0,26565	0,26036	0,26647	0,27358	0,27506	0,19241
Tremie	09/03/2012	30/mars/2012	abichou	Lamina2Shape	Tremie_11032012_Bloc2_P11.tif	2	11	Talle	NA	5,6588	0,2166	0,73663	0,44796	NA	0	0,050706	0,048653	0,074601	0,06815	0,071183	0,046424	0,050232	0,077599	0,14392	0,175	0,212	0,21051	0,18043	0,18939	0,21269	0,21591	0,20869	0,18365	0,14729	0,15779
Tremie	09/03/2012	30/mars/2012	abichou	Lamina2Shape	Tremie_11032012_Bloc2_P11.tif	2	11	Talle	NA	2,8734	0,40528	1,0313	0,39821	NA	0	0,21491	0,3623	0,35463	0,36248	0,37769	0,38226	0,3717	0,38615	0,38822	0,39068	0,38205	0,39456	0,40472	0,4081	0,40492	0,39682	0,39068	0,3756	0,36684	0,27967
Tremie	09/03/2012	30/mars/2012	abichou	Lamina2Shape	Tremie_11032012_Bloc2_P11.tif	2	11	Talle	NA	3,2314	0,26211	0,37577	0,28896	NA	0	0,041144	0,037993	0,055272	0,063779	0,033742	0,029164	0,0352	0,037841	0,05672	0,056554	0,17709	0,24676	0,2648	0,26056	0,25007	0,23134	0,21243	0,1971	0,19588	0,15951
Tremie	09/03/2012	30/mars/2012	abichou	Lamina2Shape	Tremie_11032012_Bloc2_P12.tif	2	12	MB	6	8,4625	0,61201	3,695	0,89161	3	0	0,36433	0,20631	0,34154	0,42007	0,45488	0,47027	0,39001	0,37281	0,39396	0,45192	0,49856	0,51101	0,56713	0,59912	0,60074	0,61782	0,59008	0,54238	0,34907	0,053261
Tremie	09/03/2012	30/mars/2012	abichou	Lamina2Shape	Tremie_11032012_Bloc2_P12.tif	2	12	MB	7	14,6869	0,61974	3,6016	0,94509	2	0	0,11366	0,12209	0,13576	0,20402	0,2936	0,28115	0,23516	0,31143	0,35549	0,29379	0,25957	0,17512	0,13895	0,10795	0,12352	0,17653	0,1682	0,53843	0,62261	0,28645
Tremie	09/03/2012	30/mars/2012	abichou	Lamina2Shape	Tremie_11032012_Bloc2_P12.tif	2	12	MB	8	12,0894	0,94441	7,4755	7,1882	2	0	0,2944	0,16706	0,11444	0,068237	0,060159	0,22859	0,58496	0,74267	0,82085	0,86029	0,90259	0,9336	0,95422	0,92071	0,90477	0,88435	0,85301	0,82421	0,78287	0,65921
Tremie	09/03/2012	30/mars/2012	abichou	Lamina2Shape	Tremie_11032012_Bloc2_P12.tif	2	12	MB	9	7,8267	0,93584	5,407	5,4067	3	0	0,12006	0,23215	0,35129	0,44304	0,50847	0,57773	0,62432	0,67372	0,70924	0,73435	0,77245	0,87495	0,92084	0,93778	0,93993	0,92246	0,87331	0,77673	0,69271	0,68773
Tremie	09/03/2012	30/mars/2012	abichou	Lamina2Shape	Tremie_11032012_Bloc2_P12.tif	2	12	Talle	NA	10,8972	0,37776	2,0464	0,25469	NA	0	0,20263	0,33154	0,37813	0,37162	0,35166	0,30578	0,20676	0,17789	0,13824	0,11678	0,12207	0,13468	0,15671	0,056789	0,14282	0,17398	0,050425	0,18101	0,059912	0,022975
Tremie	09/03/2012	30/mars/2012	abichou	Lamina2Shape	Tremie_11032012_Bloc2_P12.tif	2	12	Talle	NA	6,7798	0,72817	4,1265	4,0438	NA	0	0,44605	0,59186	0,61839	0,62928	0,62737	0,58325	0,59949	0,62258	0,69854	0,7306	0,73186	0,71075	0,69865	0,66771	0,63251	0,59956	0,50244	0,46007	0,38056	0,26514
Tremie	09/03/2012	30/mars/2012	abichou	Lamina2Shape	Tremie_11032012_Bloc2_P12.tif	2	12	Talle	NA	14,2239	0,82138	5,2705	4,5104	NA	0	0,080916	0,089354	0,10219	0,15605	0,13133	0,19924	0,11649	0,09493	0,11122	0,11068	0,11429	0,52201	0,79431	0,80274	0,8243	0,79712	0,78552	0,76633	0,71101	0,64595
Tremie	09/03/2012	30/mars/2012	abichou	Lamina2Shape	Tremie_11032012_Bloc2_P12.tif	2	12	Talle	NA	7,6719	0,22693	1,5117	1,5106	NA	0	0,10942	0,15528	0,16759	0,18048	0,17904	0,17675	0,18885	0,20796	0,21987	0,21409	0,21989	0,2089	0,22126	0,21951	0,21767	0,22265	0,21554	0,21489	0,21593	0,19098
Tremie	09/03/2012	30/mars/2012	abichou	Lamina2Shape	Tremie_11032012_Bloc2_P12.tif	2	12	Talle	NA	7,877	0,35438	1,6214	1,1495	NA	0	0,044847	0,098014	0,13944	0,1374	0,21315	0,22573	0,21042	0,18659	0,21041	0,24061	0,26754	0,32515	0,34909	0,35347	0,34702	0,32291	0,18174	0,086691	0,075116	0,10175
Tremie	09/03/2012	30/mars/2012	abichou	Lamina2Shape	Tremie_11032012_Bloc2_P12.tif	2	12	Talle	NA	17,9235	0,40831	1,6238	0,45742	NA	0	0,39028	0,11072	0,10768	0,12718	0,14551	0,22128	0,2756	0,27776	0,2844	0,35451	0,38657	0,40163	0,40626	0,40503	0,41004	0,37012	0,30922	0,24489	0,13852	0,11369
Tremie	09/03/2012	30/mars/2012	abichou	Lamina2Shape	Tremie_11032012_Bloc2_P12.tif	2	12	Talle	NA	3,9717	0,47393	1,5209	0,80365	NA	0	0,33051	0,24072	0,3394	0,29061	0,29504	0,30942	0,34802	0,37936	0,42113	0,43984	0,454	0,47445	0,48017	0,46204	0,45827	0,4572	0,45139	0,43248	0,35397	0,11805
Tremie	09/03/2012	30/mars/2012	abichou	Lamina2Shape	Tremie_11032012_Bloc2_P12.tif	2	12	Talle	NA	10,3754	0,37889	1,8069	0,90968	NA	0	0,05277	0,054041	0,069657	0,097175	0,096153	0,1036	0,13784	0,19648	0,093078	0,072	0,13138	0,19213	0,15709	0,18389	0,27477	0,36294	0,36754	0,35488	0,33215	0,13439
Tremie	09/03/2012	30/mars/2012	abichou	Lamina2Shape	Tremie_11032012_Bloc2_P13.tif	2	13	MB	7	14,4676	0,78466	6,3798	3,9036	2	0	0,087047	0,129	0,27553	0,41711	0,51039	0,45519	0,36833	0,34318	0,20292	0,08893	0,13429	0,21949	0,67212	0,74896	0,78413	0,73941	0,77705	0,7459	0,72315	0,54188
Tremie	09/03/2012	30/mars/2012	abichou	Lamina2Shape	Tremie_11032012_Bloc2_P13.tif	2	13	MB	8	13,8018	1,0946	12,0567	12,0557	3	0	0,17267	0,34012	0,45035	0,54345	0,67299	0,78952	0,86347	0,84885	0,99644	1,0811	1,094	1,0946	1,084	1,0787	1,0662	1,084	1,0384	1,0058	0,97085	0,93184
Tremie	09/03/2012	30/mars/2012	abichou	Lamina2Shape	Tremie_11032012_Bloc2_P13.tif	2	13	MB	9	4,0447	0,47987	1,3999	1,3999	3	0	0,042535	0,090069	0,15906	0,23377	0,28535	0,31692	0,32703	0,34387	0,35261	0,35567	0,36242	0,36874	0,38655	0,40832	0,4189	0,44379	0,46438	0,47452	0,49055	0,44105
Tremie	09/03/2012	30/mars/2012	abichou	Lamina2Shape	Tremie_11032012_Bloc2_P13.tif	2	13	Talle	NA	10,6727	0,43153	3,1766	0,44896	NA	0	0,10325	0,1633	0,20968	0,27601	0,28699	0,31926	0,32712	0,27155	0,31806	0,37509	0,37996	0,30997	0,26699	0,30542	0,36799	0,41842	0,43344	0,41556	0,26355	0,015326
Tremie	09/03/2012	30/mars/2012	abichou	Lamina2Shape	Tremie_11032012_Bloc2_P13.tif	2	13	Talle	NA	6,0762	0,27119	1,3706	1,0634	NA	0	0,060325	0,15266	0,16942	0,2153	0,25461	0,26156	0,26709	0,27088	0,26017	0,25925	0,26082	0,26378	0,25782	0,26182	0,25595	0,26114	0,25868	0,24717	0,095729	0,026725
Tremie	09/03/2012	30/mars/2012	abichou	Lamina2Shape	Tremie_11032012_Bloc2_P13.tif	2	13	Talle	NA	10,9965	0,51084	3,7968	2,2978	NA	0	0,064582	0,065702	0,10134	0,10793	0,25066	0,37691	0,35092	0,41376	0,47898	0,51411	0,50734	0,49982	0,49367	0,48761	0,4839	0,45691	0,45009	0,4303	0,090979	0,045871
Tremie	09/03/2012	30/mars/2012	abichou	Lamina2Shape	Tremie_11032012_Bloc2_P13.tif	2	13	Talle	NA	3,9716	0,79319	2,1739	2,1739	NA	0	0,066792	0,13426	0,21911	0,30263	0,37323	0,43365	0,48648	0,52579	0,54864	0,57553	0,59625	0,61308	0,63083	0,6567	0,691	0,72712	0,76016	0,7965	0,83081	0,80721
Tremie	09/03/2012	30/mars/2012	abichou	Lamina2Shape	Tremie_11032012_Bloc2_P14.tif	2	14	MB	4	8,0683	0,49436	3,1515	2,0284	2	0	0,17475	0,19648	0,21426	0,24941	0,29648	0,32788	0,38977	0,46577	0,49223	0,49808	0,48107	0,47939	0,48424	0,46325	0,4572	0,46506	0,45874	0,43755	0,40467	0,36046
Tremie	09/03/2012	30/mars/2012	abichou	Lamina2Shape	Tremie_11032012_Bloc2_P14.tif	2	14	MB	6	12,7598	0,68905	6,8964	6,8716	1	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Tremie	09/03/2012	30/mars/2012	abichou	Lamina2Shape	Tremie_11032012_Bloc2_P14.tif	2	14	MB	7	8,753	0,65378	4,8352	4,8326	3	0	0,15904	0,29034	0,37258	0,43658	0,49594	0,54607	0,58887	0,61933	0,65069	0,64933	0,61557	0,64062	0,64717	0,64219	0,61648	0,58018	0,62155	0,64469	0,64099	0,49393
Tremie	09/03/2012	30/mars/2012	abichou	Lamina2Shape	Tremie_11032012_Bloc2_P14.tif	2	14	Talle	NA	11,2821	0,4211	2,5626	1,6353	NA	0	0,05603	0,067186	0,12777	0,1637	0,31482	0,3366	0,21361	0,10653	0,040924	0,059698	0,063437	0,132	0,31878	0,35888	0,35068	0,40357	0,42388	0,3992	0,39731	0,27739
Tremie	09/03/2012	30/mars/2012	abichou	Lamina2Shape	Tremie_11032012_Bloc2_P14.tif	2	14	Talle	NA	7,9489	0,48872	3,2184	3,2178	NA	0	0,11381	0,2164	0,29581	0,35673	0,38281	0,40386	0,44628	0,47041	0,49133	0,48419	0,45714	0,43307	0,43524	0,43317	0,43222	0,44594	0,4453	0,45078	0,43888	0,3899
Tremie	09/03/2012	30/mars/2012	abichou	Lamina2Shape	Tremie_11032012_Bloc2_P14.tif	2	14	Talle	NA	10,2926	0,39469	2,3249	1,3061	NA	0	0,049355	0,11477	0,1473	0,28893	0,29093	0,28063	0,26802	0,1797	0,090753	0,070335	0,06243	0,058425	0,21612	0,3476	0,39624	0,36972	0,37368	0,37473	0,35983	0,29883
Tremie	09/03/2012	30/mars/2012	abichou	Lamina2Shape	Tremie_11032012_Bloc2_P14.tif	2	14	Talle	NA	10,834	0,50062	3,9923	3,9921	NA	0	0,1334	0,22306	0,2982	0,36742	0,42849	0,46639	0,48217	0,47882	0,47825	0,49277	0,49766	0,49743	0,45174	0,4052	0,36421	0,30628	0,26629	0,2213	0,22758	0,16919
Tremie	09/03/2012	30/mars/2012	abichou	Lamina2Shape	Tremie_11032012_Bloc2_P14.tif	2	14	Talle	NA	5,6988	0,32347	1,3304	0,7033	NA	0	0,049218	0,10357	0,17325	0,20208	0,19727	0,19499	0,19206	0,19737	0,19771	0,2167	0,2465	0,31757	0,32346	0,31967	0,32142	0,30483	0,30741	0,30356	0,28126	0,20321
Tremie	09/03/2012	30/mars/2012	abichou	Lamina2Shape	Tremie_11032012_Bloc2_P14.tif	2	14	Talle	NA	6,1386	0,36153	1,7523	0,91068	NA	0	0,054685	0,12289	0,21118	0,27696	0,27189	0,2713	0,28376	0,28167	0,26511	0,26976	0,32232	0,35301	0,3619	0,35924	0,34008	0,32307	0,31906	0,3203	0,30808	0,27694
Tremie	09/03/2012	30/mars/2012	abichou	Lamina2Shape	Tremie_11032012_Bloc2_P15.tif	2	15	MB	7	13,1554	0,74462	5,8609	2,4199	2	0	0,14454	0,21362	0,32461	0,38835	0,44349	0,58999	0,71976	0,7431	0,64033	0,36772	0,12334	0,082783	0,099468	0,33563	0,7218	0,71303	0,66399	0,66797	0,65066	0,32573
Tremie	09/03/2012	30/mars/2012	abichou	Lamina2Shape	Tremie_11032012_Bloc2_P15.tif	2	15	MB	8	10,3172	0,95067	7,5789	7,5735	3	0	0,16534	0,31395	0,40667	0,5229	0,62986	0,7028	0,75969	0,85406	0,9083	0,93914	0,95194	0,95125	0,94461	0,91458	0,87661	0,82812	0,78019	0,70983	0,63426	0,54133
Tremie	09/03/2012	30/mars/2012	abichou	Lamina2Shape	Tremie_11032012_Bloc2_P15.tif	2	15	Talle	NA	11,4491	0,46653	3,9511	2,8504	NA	0	0,038921	0,080514	0,073449	0,15137	0,35078	0,38905	0,4169	0,41419	0,40617	0,41973	0,40695	0,45439	0,46573	0,4614	0,45356	0,44105	0,40822	0,38794	0,34215	0,18836
Tremie	09/03/2012	30/mars/2012	abichou	Lamina2Shape	Tremie_11032012_Bloc2_P15.tif	2	15	Talle	NA	12,7714	0,46855	2,386	0,44917	NA	0	0,061099	0,11897	0,21525	0,20284	0,20606	0,18192	0,18069	0,2046	0,19489	0,10415	0,13324	0,136	0,16291	0,12141	0,10955	0,16343	0,16465	0,36952	0,47671	0,22051
Tremie	09/03/2012	30/mars/2012	abichou	Lamina2Shape	Tremie_11032012_Bloc2_P15.tif	2	15	Talle	NA	13,2427	0,76164	7,7211	7,4195	NA	0	0,17987	0,29635	0,17062	0,36941	0,53294	0,61974	0,66148	0,69906	0,70867	0,69558	0,74961	0,76617	0,73759	0,72338	0,69692	0,67112	0,63565	0,59707	0,55831	0,46527
Tremie	09/03/2012	30/mars/2012	abichou	Lamina2Shape	Tremie_11032012_Bloc2_P15.tif	2	15	Talle	NA	13,6551	0,6664	5,3983	3,9604	NA	0	0,083834	0,13368	0,13414	0,15168	0,2337	0,37154	0,56111	0,6148	0,62267	0,66245	0,66625	0,63026	0,43451	0,15693	0,10647	0,38153	0,53862	0,54693	0,51813	0,29613
Tremie	09/03/2012	30/mars/2012	abichou	Lamina2Shape	Tremie_11032012_Bloc2_P15.tif	2	15	Talle	NA	15,4222	0,82172	10,2166	10,2032	NA	0	0,10755	0,29325	0,39944	0,46868	0,54572	0,68879	0,75392	0,80423	0,75055	0,79089	0,82725	0,81422	0,79058	0,79206	0,76763	0,7407	0,71535	0,6948	0,61857	0,46766
Tremie	09/03/2012	30/mars/2012	abichou	Lamina2Shape	Tremie_11032012_Bloc2_P15.tif	2	15	Talle	NA	3,8905	0,18141	0,46502	0,46502	NA	0	0,04688	0,083109	0,10399	0,11281	0,11757	0,11522	0,12089	0,12204	0,12496	0,11892	0,12047	0,11815	0,11268	0,11276	0,11153	0,11804	0,13174	0,16954	0,18047	0,15795
Tremie	09/03/2012	30/mars/2012	abichou	Lamina2Shape	Tremie_11032012_Bloc2_P15.tif	2	15	Talle	NA	3,3007	0,26677	0,50781	0,50781	NA	0	0,051455	0,076147	0,091802	0,098272	0,11736	0,12383	0,1348	0,14371	0,13873	0,14062	0,1342	0,15758	0,17084	0,17753	0,1963	0,21129	0,23099	0,2528	0,26921	0,22721
Tremie	09/03/2012	30/mars/2012	abichou	Lamina2Shape	Tremie_11032012_Bloc2_P16.tif	2	16	MB	4	4,1923	0,31984	0,95634	0,064229	2	0	0,066765	0,083417	0,12563	0,15949	0,17528	0,17392	0,21014	0,24408	0,23215	0,22904	0,24608	0,25559	0,28377	0,28535	0,32008	0,31405	0,31035	0,2772	0,28442	0,21791
Tremie	09/03/2012	30/mars/2012	abichou	Lamina2Shape	Tremie_11032012_Bloc2_P16.tif	2	16	MB	5	6,6654	0,37324	1,5402	0,20803	2	0	0,039361	0,088156	0,10276	0,156	0,22141	0,22068	0,20295	0,24929	0,22129	0,20647	0,2319	0,22717	0,25276	0,22897	0,27576	0,32506	0,34629	0,37089	0,37638	0,20978
Tremie	09/03/2012	30/mars/2012	abichou	Lamina2Shape	Tremie_11032012_Bloc2_P16.tif	2	16	MB	6	10,8196	0,44214	3,7866	2,8754	2	0	0,065474	0,1567	0,21742	0,28553	0,36856	0,37912	0,40794	0,41025	0,42186	0,40253	0,40379	0,4221	0,44303	0,41616	0,34558	0,33952	0,41569	0,403	0,4076	0,37084
Tremie	09/03/2012	30/mars/2012	abichou	Lamina2Shape	Tremie_11032012_Bloc2_P16.tif	2	16	MB	7	13,5517	0,6841	7,1935	7,1388	3	0	0,19303	0,25968	0,33799	0,37345	0,41942	0,48866	0,52578	0,55737	0,57857	0,60999	0,63779	0,66099	0,67269	0,68039	0,6642	0,66586	0,6394	0,62044	0,58503	0,44525
Tremie	09/03/2012	30/mars/2012	abichou	Lamina2Shape	Tremie_11032012_Bloc2_P16.tif	2	16	MB	8	5,5367	0,67871	2,4755	2,4745	3	0	0,060366	0,14062	0,21541	0,27999	0,32854	0,36347	0,39187	0,41403	0,42766	0,44606	0,46046	0,46597	0,49569	0,54281	0,57584	0,60445	0,63781	0,66887	0,71114	0,64371
Tremie	09/03/2012	30/mars/2012	abichou	Lamina2Shape	Tremie_11032012_Bloc2_P16.tif	2	16	Talle	NA	10,2559	0,52336	3,9509	3,92	NA	0	0,1391	0,18919	0,22914	0,27107	0,33106	0,36393	0,36541	0,39071	0,41021	0,41319	0,42505	0,44806	0,48453	0,5054	0,52222	0,52315	0,48935	0,47861	0,40725	0,29094
Tremie	09/03/2012	30/mars/2012	abichou	Lamina2Shape	Tremie_11032012_Bloc2_P16.tif	2	16	Talle	NA	10,3011	0,23711	1,4247	0,036702	NA	0	0,045365	0,13061	0,04878	0,1016	0,080228	0,10179	0,13287	0,17524	0,21	0,20366	0,17708	0,23041	0,19964	0,16073	0,15781	0,15115	0,14968	0,16617	0,12495	0,099628
Tremie	09/03/2012	30/mars/2012	abichou	Lamina2Shape	Tremie_11032012_Bloc2_P16.tif	2	16	Talle	NA	5,3512	0,28988	0,84222	0,14072	NA	0	0,056635	0,050205	0,097274	0,12319	0,17225	0,14663	0,15641	0,17688	0,16782	0,17509	0,16409	0,11288	0,091813	0,13493	0,17383	0,21807	0,22958	0,26789	0,2898	0,20031
Tremie	09/03/2012	30/mars/2012	abichou	Lamina2Shape	Tremie_11032012_Bloc2_P16.tif	2	16	Talle	NA	8,4527	0,47424	2,1388	0,52674	NA	0	0,038115	0,080073	0,17041	0,20221	0,1928	0,20918	0,22775	0,24773	0,16229	0,19484	0,16025	0,14018	0,21926	0,3215	0,38671	0,42052	0,47273	0,46603	0,45304	0,21235
Tremie	09/03/2012	30/mars/2012	abichou	Lamina2Shape	Tremie_11032012_Bloc2_P16.tif	2	16	Talle	NA	5,5939	0,87603	1,742	0,045735	NA	0	0,69488	0,92931	1,0329	1,1273	0,85908	0,47367	0,32584	0,29102	0,2806	0,26285	0,23924	0,22717	0,22031	0,21454	0,26217	0,33742	0,3891	0,4091	0,38982	0,32209
Tremie	09/03/2012	30/mars/2012	abichou	Lamina2Shape	Tremie_11032012_Bloc2_P16.tif	2	16	Talle	NA	7,9731	0,40486	2,0515	0,41799	NA	0	0,074974	0,089999	0,14697	0,16298	0,12434	0,17224	0,2102	0,25317	0,31856	0,36424	0,38653	0,35188	0,29031	0,26417	0,33886	0,40185	0,39643	0,37904	0,30653	0,25176
