id_axis,a_cohort,TT_col_0,TT_col_N_phytomer_potential,n0,n1,n2
MS,0.009380186,101.4740799,1380.766379,4.764532295,2.523833441,5.083739846
T1,NA,NA,1380.766379,NA,NA,NA
T2,NA,NA,1380.766379,NA,NA,NA
T3,NA,NA,1380.766379,NA,NA,NA
T4,NA,NA,1380.766379,NA,NA,NA
