id_axis,a_cohort,TT_col_0,TT_col_N_phytomer_potential,n0,n1,n2
MS,0.010736,236.2589295,1447.036715,3.82,1.9,5
T1,NA,NA,1447.036715,NA,NA,NA
T2,NA,NA,1447.036715,NA,NA,NA
T3,NA,NA,1447.036715,NA,NA,NA
T4,NA,NA,1447.036715,NA,NA,NA
T7,NA,NA,1447.036715,NA,NA,NA
