"age","x","y","lindex"
0,0,0,1
0,-0.00158868644711723,0.0199368020347484,1
0,-0.00193279466564791,0.0399338415539857,1
0,-0.00166361785237987,0.0599320300680286,1
0,-0.00112458196241564,0.079924764756143,1
0,-0.00041676620953282,0.0999122357532444,1
0,0.000421769217176474,0.119894649479773,1
0,0.00135211424624037,0.139872999214596,1
0,0.0023320973201258,0.159848975615635,1
0,0.00331548632786573,0.179824784637036,1
0,0.00427661109175053,0.199801677267979,1
0,0.00523030165834317,0.219778926185265,1
0,0.00622073225815065,0.239754387312032,1
0,0.00728308146787735,0.259726152736165,1
0,0.00840509588838839,0.279694655024523,1
0,0.00953523855408591,0.299662698933608,1
0,0.0106662431506407,0.319630694040844,1
0,0.0118138202000153,0.3395977435704,1
0,0.0129861499357841,0.35956335508096,1
0,0.0141996053098762,0.379526509292034,1
0,0.0154826247415284,0.399485313392931,1
0,0.0168540777375359,0.419438235902672,1
0,0.0183121117380312,0.439385018521767,1
0,0.0198300186637067,0.459327334299153,1
0,0.0213998564215113,0.479265629346979,1
0,0.023018061421524,0.499200057168663,1
0,0.0246759274498206,0.519131225730296,1
0,0.0263736903588161,0.539059035472082,1
0,0.0281049050063527,0.558983966986247,1
0,0.0298683889136196,0.578906068394201,1
0,0.0316995480773807,0.598822063376049,1
0,0.0335444614066866,0.618736788953052,1
0,0.0352775904062815,0.638661554042527,1
0,0.0369855877076122,0.658588489211254,1
0,0.0387696846827538,0.678508755223115,1
0,0.0406957578379033,0.698415795239175,1
0,0.04277149960402,0.718307785992249,1
0,0.0449147282227729,0.738192618681708,1
0,0.0470458933032553,0.758078747902844,1
0,0.049194476302366,0.777963002756771,1
0,0.0514076254999361,0.797840174855168,1
0,0.0536547929981834,0.817713529837023,1
0,0.0558667936864302,0.837590829778293,1
0,0.0580693157982404,0.857469182233841,1
0,0.060392501114337,0.877333794235767,1
0,0.0627511462048278,0.897194227094522,1
0,0.0646958598783012,0.91709945476788,1
0,0.0661533712500206,0.937046275582268,1
0,0.0678725600944413,0.956972248324325,1
0,0.070657228790892,0.976777440074243,1
0,0.0765714819093009,0.995882978801308,1
0.5,0,0,1
0.5,0.00195076272049621,0.0199046357617597,1
0.5,0.00503216334899019,0.0396658343632291,1
0.5,0.00872719082920866,0.0593215401994597,1
0.5,0.0127533057775377,0.0789121093188815,1
0.5,0.0170215964387487,0.098451344074404,1
0.5,0.0214954618925948,0.117944535909013,1
0.5,0.0261367998615221,0.137398532461347,1
0.5,0.0309046530343795,0.156821909513808,1
0.5,0.0357486074543296,0.176226447786528,1
0.5,0.0406321807670004,0.195621053008077,1
0.5,0.0455615660289556,0.215004065182123,1
0.5,0.0505776355287563,0.234364825672692,1
0.5,0.0557096618700048,0.253695172426766,1
0.5,0.0609376400297764,0.272999789604036,1
0.5,0.0662031024206809,0.292294216411018,1
0.5,0.0714864204405937,0.311583761524899,1
0.5,0.0768046024914455,0.330863723653337,1
0.5,0.0821758621611875,0.350128966178678,1
0.5,0.0876205888878239,0.369373574537183,1
0.5,0.0931622714618872,0.388590487771319,1
0.5,0.0988159771399125,0.407774742046799,1
0.5,0.104583728653332,0.426925017305381,1
0.5,0.110441558792666,0.446047930944748,1
0.5,0.116372253824794,0.465148372207607,1
0.5,0.12236833563045,0.48422838800896,1
0.5,0.128432240137605,0.503286957266071,1
0.5,0.13457332425143,0.52232079781145,1
0.5,0.140788284571338,0.541330644423719,1
0.5,0.14707509316029,0.560316850937024,1
0.5,0.153462614106759,0.579269412140155,1
0.5,0.159911382920691,0.598201220843616,1
0.5,0.166322508091169,0.617145810415535,1
0.5,0.172773113582716,0.636076993389465,1
0.5,0.179358651987417,0.654961661348426,1
0.5,0.186136027788822,0.673778334201153,1
0.5,0.193099046095458,0.692527104189113,1
0.5,0.200161145173967,0.711238778529089,1
0.5,0.207238531306898,0.729944676142553,1
0.5,0.214342128813868,0.74864063566484,1
0.5,0.221508937301327,0.767312455503947,1
0.5,0.22871648358862,0.785968587914405,1
