operateur	MethodeAnalyse	Date_analyse	fichier	Variete	prelev	prelevement	rep	plant	id_Axe	rank	nmax	lmax	wmax	A_bl	A_bl_green	stat	w0.00	w0.05	w0.10	w0.15	w0.20	w0.25	w0.30	w0.35	w0.40	w0.45	w0.50	w0.55	w0.60	w0.65	w0.70	w0.75	w0.80	w0.85	w0.90	w0.95	w1.00
ABICHOU	Lamina2Shape	29-Aug-2012 16:21:58	09052012_R2_P19.tif	TREMIE	date 4	09/05/2012	2	19	Talle	NA	NA	14.4	2.1	21.4	21.3	2	0	0.14181	0.25197	0.52416	0.79699	1.0201	1.1839	1.3433	1.5531	1.7612	1.923	2.0117	2.0931	2.1492	2.1542	2.1196	2.0424	1.916	1.6969	1.3528	0.72383
ABICHOU	Lamina2Shape	29-Aug-2012 16:21:58	09052012_R2_P19.tif	TREMIE	date 4	09/05/2012	2	19	Talle	NA	NA	25.3	1.8	36.5	36.4	2	0	0.15847	0.50953	0.76055	0.9969	1.186	1.3673	1.505	1.6058	1.7038	1.7703	1.8107	1.8328	1.7918	1.7359	1.7476	1.725	1.6733	1.6642	1.5273	0.92256
ABICHOU	Lamina2Shape	29-Aug-2012 16:21:58	09052012_R2_P19.tif	TREMIE	date 4	09/05/2012	2	19	Talle	NA	NA	23.7	1.6	29.4	27.3	2	0	0.16674	0.45936	0.65993	0.75376	0.95658	1.119	1.2242	1.3301	1.467	1.5675	1.5419	1.5191	1.5613	1.5547	1.4485	1.5214	1.5582	1.5392	1.4519	1.1866
ABICHOU	Lamina2Shape	29-Aug-2012 16:21:58	09052012_R2_P19.tif	TREMIE	date 4	09/05/2012	2	19	Talle	NA	NA	19.5	1.4	20.7	19.9	2	0	0.12246	0.30847	0.42527	0.62545	0.76528	0.88401	1.0826	1.1919	1.2871	1.3126	1.3511	1.3566	1.3608	1.3397	1.3181	1.2839	1.2849	1.2534	1.18	0.78353
ABICHOU	Lamina2Shape	29-Aug-2012 16:29:06	09052012_R2_P20.tif	TREMIE	date 4	09/05/2012	2	20	Talle	NA	NA	17.8	1.3	16.5	13.8	2	0	0.15217	0.33217	0.54201	0.67833	0.81973	1.1261	1.266	1.2851	1.2324	1.1151	1.0435	0.98733	0.9434	1.0151	1.0154	1.0087	0.95742	0.78932	0.90519	0.98589
ABICHOU	Lamina2Shape	29-Aug-2012 16:29:06	09052012_R2_P20.tif	TREMIE	date 4	09/05/2012	2	20	Talle	NA	NA	24.9	1.6	27.1	22.3	2	0	0.09945	0.20387	0.22664	0.43206	0.74575	0.92788	1.0542	1.1161	1.1863	1.2565	1.2782	1.452	1.5453	1.5375	1.4747	1.4771	1.3816	1.3856	1.3031	1.191
ABICHOU	Lamina2Shape	29-Aug-2012 16:29:06	09052012_R2_P20.tif	TREMIE	date 4	09/05/2012	2	20	Talle	NA	NA	23.7	2	36.1	35.8	2	0	0.078417	0.2549	0.53311	0.89891	1.1779	1.3776	1.5459	1.7227	1.8272	1.8941	1.9125	1.9915	2.0225	1.9639	1.8614	1.7513	1.7746	1.7408	1.554	1.1913
ABICHOU	Lamina2Shape	29-Aug-2012 16:29:06	09052012_R2_P20.tif	TREMIE	date 4	09/05/2012	2	20	Talle	NA	NA	16.7	2.1	25.9	25.9	2	0	0.38454	0.3249	0.66685	0.99524	1.1848	1.342	1.5246	1.7091	1.8088	1.8413	1.9159	2.0139	2.1054	2.0696	2.0226	2.0164	1.9862	1.8427	1.624	1.3738
ABICHOU	Lamina2Shape	29-Aug-2012 16:29:06	09052012_R2_P20.tif	TREMIE	date 4	09/05/2012	2	20	Talle	NA	NA	16.6	0.9	10.9	7.4	2	0	0.17254	0.31002	0.38987	0.46856	0.51583	0.5645	0.60255	0.61545	0.657	0.68143	0.73816	0.81073	0.70765	0.78676	0.7982	0.78358	0.8087	0.89705	0.94519	0.83375
ABICHOU	Lamina2Shape	29-Aug-2012 16:29:06	09052012_R2_P20.tif	TREMIE	date 4	09/05/2012	2	20	Talle	NA	NA	21.7	1.6	26.8	26.5	2	0	0.16904	0.41545	0.61201	0.7611	0.87217	1.0336	1.178	1.3243	1.4324	1.5624	1.6441	1.6048	1.6036	1.5698	1.5152	1.5497	1.5402	1.4903	1.3926	0.92798
ABICHOU	Lamina2Shape	29-Aug-2012 16:29:06	09052012_R2_P20.tif	TREMIE	date 4	09/05/2012	2	20	Talle	NA	NA	18.8	1.7	23.4	23.4	2	0	0.073656	0.31358	0.47253	0.6411	0.74083	0.95216	1.1527	1.3405	1.4914	1.5175	1.5603	1.5884	1.5971	1.6573	1.671	1.6493	1.6251	1.5561	1.3765	1.1132
ABICHOU	Lamina2Shape	29-Aug-2012 16:29:06	09052012_R2_P20.tif	TREMIE	date 4	09/05/2012	2	20	Talle	NA	NA	11.5	1.4	11.7	11.7	2	0	0.057217	0.10091	0.16818	0.37634	0.5707	0.74872	0.94937	1.1284	1.2343	1.28	1.3183	1.3679	1.4083	1.3717	1.3332	1.2839	1.249	1.1811	1.0853	0.98087
ABICHOU	Lamina2Shape	29-Aug-2012 16:29:06	09052012_R2_P20.tif	TREMIE	date 4	09/05/2012	2	20	Talle	NA	NA	21.4	1.2	14	12.4	2	0	0.11869	0.22036	0.31516	0.3274	0.41599	0.53691	0.59003	0.6022	0.61505	0.6104	0.60922	0.68213	0.82999	0.87056	0.99958	1.1021	1.1648	1.0682	0.80023	0.587
ABICHOU	Lamina2Shape	29-Aug-2012 16:29:06	09052012_R2_P20.tif	TREMIE	date 4	09/05/2012	2	20	MB	13	13	12.9	2	18	18	1	0	0.13354	0.28245	0.50306	0.69413	0.83873	0.99138	1.1575	1.3764	1.6041	1.7897	1.86	1.9255	1.9793	1.9839	1.95	1.8678	1.7459	1.5496	1.3763	1.0225
ABICHOU	Lamina2Shape	29-Aug-2012 16:29:06	09052012_R2_P20.tif	TREMIE	date 4	09/05/2012	2	20	MB	12	13	21.4	1.7	28.6	28.5	1	0	0.22449	0.55804	0.75017	0.90237	1.1375	1.3369	1.4833	1.5552	1.5716	1.5596	1.565	1.5397	1.5102	1.5398	1.602	1.6755	1.7541	1.6625	1.4761	1.1875
ABICHOU	Lamina2Shape	29-Aug-2012 16:29:06	09052012_R2_P20.tif	TREMIE	date 4	09/05/2012	2	20	MB	11	13	22.2	1.6	24.6	23.3	2	0	0.08891	0.30155	0.47747	0.62432	0.72994	0.87041	1.0202	1.1845	1.252	1.322	1.3183	1.3173	1.3606	1.4279	1.566	1.5185	1.4168	1.3559	1.3099	1.0555
ABICHOU	Lamina2Shape	29-Aug-2012 16:29:06	09052012_R2_P20.tif	TREMIE	date 4	09/05/2012	2	20	MB	10	13	21.2	1.2	17.6	15.1	2	0	0.057429	0.10326	0.29987	0.40336	0.46472	0.65241	0.80012	0.95331	0.90637	0.91078	0.94774	1.008	1.0614	1.2123	1.2332	1.1633	1.0912	1.0116	1.0431	0.69637
ABICHOU	Lamina2Shape	29-Aug-2012 16:29:06	09052012_R2_P20.tif	TREMIE	date 4	09/05/2012	2	20	MB	9	13	17.5	0.9	10.6	0.7	3	0	0.07921	0.21153	0.25335	0.27677	0.36221	0.48775	0.61461	0.63716	0.73778	0.79572	0.85983	0.75741	0.6395	0.69354	0.70806	0.76066	0.8306	0.85301	0.8527	0.37185
ABICHOU	Lamina2Shape	29-Aug-2012 16:34:52	09052012_R3_P21.tif	TREMIE	date 4	09/05/2012	3	21	MB	13	13	14.8	2	21.9	21.9	1	0	0.14852	0.30009	0.60877	0.87616	1.0829	1.2577	1.3726	1.5118	1.6238	1.7643	1.8937	1.9454	1.9857	2.021	2.0132	1.9683	1.8887	1.741	1.5607	1.4469
ABICHOU	Lamina2Shape	29-Aug-2012 16:34:52	09052012_R3_P21.tif	TREMIE	date 4	09/05/2012	3	21	MB	12	13	23.4	1.8	31.3	31.3	1	0	0.067286	0.30299	0.57045	0.8034	0.85987	1.182	1.3538	1.4719	1.552	1.643	1.692	1.7377	1.7857	1.7806	1.7762	1.7212	1.6719	1.6364	1.4433	1.1854
ABICHOU	Lamina2Shape	29-Aug-2012 16:34:52	09052012_R3_P21.tif	TREMIE	date 4	09/05/2012	3	21	MB	11	13	21	1.7	27.4	27.1	1	0	0.15736	0.42875	0.56552	0.76531	0.95701	1.2348	1.4229	1.5301	1.6062	1.6541	1.6595	1.6597	1.6491	1.5933	1.5444	1.5422	1.5613	1.4996	1.3918	1.1029
ABICHOU	Lamina2Shape	29-Aug-2012 16:34:52	09052012_R3_P21.tif	TREMIE	date 4	09/05/2012	3	21	MB	10	13	22.4	1.4	22.5	21.2	2	0	0.060191	0.1679	0.38167	0.56423	0.6686	0.80074	0.95349	0.96553	1.0625	1.1805	1.279	1.3752	1.3536	1.4346	1.4476	1.395	1.3631	1.3326	1.2183	0.6194
ABICHOU	Lamina2Shape	29-Aug-2012 16:34:52	09052012_R3_P21.tif	TREMIE	date 4	09/05/2012	3	21	MB	9	13	18.7	1.1	12.4	11.5	2	0	0.10109	0.17466	0.24269	0.2391	0.27596	0.34419	0.4592	0.57319	0.6568	0.71919	0.75565	0.84035	0.9337	0.99102	1.1004	1.0903	1.0207	1.0009	0.95103	0.69615
ABICHOU	Lamina2Shape	29-Aug-2012 16:34:52	09052012_R3_P21.tif	TREMIE	date 4	09/05/2012	3	21	Talle	NA	NA	10.2	0.3	2.1	0.4	3	0	0.1408	0.14315	0.13976	0.20482	0.29446	0.28822	0.24812	0.27157	0.31402	0.29958	0.31215	0.27787	0.23659	0.19326	0.19129	0.14381	0.11192	0.087899	0.092647	0.034156
ABICHOU	Lamina2Shape	29-Aug-2012 16:34:52	09052012_R3_P21.tif	TREMIE	date 4	09/05/2012	3	21	Talle	NA	NA	15.9	0.8	9.8	9.7	2	0	0.1529	0.32451	0.37185	0.49027	0.56102	0.67217	0.72477	0.75062	0.77425	0.79268	0.77945	0.77386	0.73063	0.76714	0.75865	0.72367	0.70368	0.65494	0.57047	0.47837
ABICHOU	Lamina2Shape	29-Aug-2012 16:34:52	09052012_R3_P21.tif	TREMIE	date 4	09/05/2012	3	21	Talle	NA	NA	16.7	1	12.4	12.4	2	0	0.031625	0.19526	0.37374	0.41756	0.47327	0.63959	0.74193	0.81461	0.89348	0.92876	0.9731	0.98239	0.96321	1.0121	0.95462	0.91128	0.90149	0.85362	0.60807	0.49586
ABICHOU	Lamina2Shape	29-Aug-2012 16:34:52	09052012_R3_P21.tif	TREMIE	date 4	09/05/2012	3	21	Talle	NA	NA	8.1	0.5	3.1	2.7	2	0	0.065306	0.22386	0.25694	0.30406	0.32947	0.32353	0.39626	0.4345	0.45954	0.47836	0.48981	0.49867	0.50383	0.49976	0.48971	0.46216	0.42885	0.40603	0.33606	0.23259
ABICHOU	Lamina2Shape	29-Aug-2012 16:38:56	09052012_R3_P22.tif	TREMIE	date 4	09/05/2012	3	22	MB	9	13	16.7	0.6	7.6	0.3	3	0	0.13111	0.22308	0.24803	0.39931	0.48815	0.36971	0.51466	0.59073	0.51462	0.53307	0.61239	0.52072	0.50821	0.57923	0.52722	0.56205	0.53376	0.48567	0.45012	0.35789
ABICHOU	Lamina2Shape	29-Aug-2012 16:38:56	09052012_R3_P22.tif	TREMIE	date 4	09/05/2012	3	22	MB	10	13	21.4	1.2	19.1	17.1	2	0	0.0839	0.28183	0.45662	0.54293	0.60259	0.80915	0.95834	1.0807	1.1285	1.1043	1.0299	0.98297	1.0002	1.0919	1.2071	1.2104	1.1163	1.038	1.0243	0.51463
ABICHOU	Lamina2Shape	29-Aug-2012 16:38:56	09052012_R3_P22.tif	TREMIE	date 4	09/05/2012	3	22	MB	11	13	21.2	1.6	25.8	25.1	1	0	0.061459	0.18633	0.39178	0.59922	0.7767	0.95794	1.1473	1.2877	1.4698	1.6023	1.6332	1.6162	1.5942	1.6053	1.5567	1.5553	1.5259	1.4773	1.3332	0.94733
ABICHOU	Lamina2Shape	29-Aug-2012 16:38:56	09052012_R3_P22.tif	TREMIE	date 4	09/05/2012	3	22	MB	12	13	21.6	1.6	27	27	1	0	0.18708	0.48667	0.67851	0.7768	0.93955	1.1718	1.2116	1.2654	1.4571	1.5045	1.5768	1.6129	1.6092	1.5918	1.6219	1.5651	1.5395	1.5013	1.3459	1.0279
ABICHOU	Lamina2Shape	29-Aug-2012 16:38:56	09052012_R3_P22.tif	TREMIE	date 4	09/05/2012	3	22	MB	13	13	13.9	1.9	19.6	19.6	1	0	0.36397	0.46954	0.78665	1.0058	1.168	1.2882	1.3886	1.4851	1.6173	1.7131	1.796	1.8494	1.8859	1.8858	1.869	1.8114	1.7189	1.5418	1.3544	1.0844
ABICHOU	Lamina2Shape	29-Aug-2012 16:38:56	09052012_R3_P22.tif	TREMIE	date 4	09/05/2012	3	22	Talle	NA	NA	11.4	1.4	14.7	14.5	2	0	1.0046	1.0462	1.1639	1.2587	1.3225	1.3523	1.3943	1.3741	1.3338	1.3646	1.347	1.3739	1.35	1.3577	1.3355	1.331	1.2927	1.2185	1.0665	0.93832
ABICHOU	Lamina2Shape	29-Aug-2012 16:38:56	09052012_R3_P22.tif	TREMIE	date 4	09/05/2012	3	22	Talle	NA	NA	11.7	1.5	11.1	11.1	2	0	0.044522	0.087814	0.24529	0.33282	0.47916	0.62506	0.74244	0.80839	0.90481	0.9785	1.0827	1.2109	1.3148	1.3892	1.4654	1.5416	1.4626	1.3137	1.09	0.80686
ABICHOU	Lamina2Shape	30-Aug-2012 09:22:38	09052012_R3_P23.tif	TREMIE	date 4	09/05/2012	3	23	MB	13	13	12.7	1.9	17.9	17.9	1	0	0.026218	0.096361	0.23838	0.54164	0.80802	1.0574	1.2317	1.3705	1.4862	1.5684	1.6468	1.726	1.7699	1.8788	1.8863	1.882	1.8254	1.7078	1.5083	1.3858
ABICHOU	Lamina2Shape	30-Aug-2012 09:22:38	09052012_R3_P23.tif	TREMIE	date 4	09/05/2012	3	23	MB	12	13	18.5	1.7	22.9	22.9	1	0	0.052013	0.21225	0.45442	0.63005	0.78253	1.1455	1.2771	1.3333	1.3919	1.4686	1.5388	1.5019	1.4974	1.6268	1.6638	1.6297	1.6116	1.5037	1.3398	0.89715
ABICHOU	Lamina2Shape	30-Aug-2012 09:22:38	09052012_R3_P23.tif	TREMIE	date 4	09/05/2012	3	23	MB	11	13	19.7	1.6	24.1	24	1	0	0.17034	0.41903	0.61561	0.7793	1.0055	1.1991	1.298	1.3798	1.4658	1.5258	1.5493	1.5508	1.5159	1.4994	1.4418	1.4519	1.4421	1.4047	1.2982	0.87989
ABICHOU	Lamina2Shape	30-Aug-2012 09:22:38	09052012_R3_P23.tif	TREMIE	date 4	09/05/2012	3	23	MB	10	13	20.7	1.3	20.9	20.4	1	0	0.10802	0.26147	0.47084	0.56984	0.76037	0.87145	0.98372	1.0833	1.1306	1.2125	1.2649	1.3067	1.3299	1.3378	1.2973	1.2758	1.1619	1.2416	1.1721	0.75809
ABICHOU	Lamina2Shape	30-Aug-2012 09:22:38	09052012_R3_P23.tif	TREMIE	date 4	09/05/2012	3	23	MB	9	13	16.8	1	13	11.6	2	0	0.13471	0.30401	0.4054	0.50978	0.67165	0.76959	0.78954	0.83342	0.88587	0.91448	1.0167	1.0301	1.052	0.98481	0.93957	0.92557	0.89437	0.84631	0.78882	0.63814
ABICHOU	Lamina2Shape	30-Aug-2012 09:22:38	09052012_R3_P23.tif	TREMIE	date 4	09/05/2012	3	23	Talle	NA	NA	13.8	0.4	2.8	0.3	2	0	0.049272	0.14692	0.095537	0.10907	0.16514	0.31287	0.25439	0.25843	0.29062	0.23016	0.21392	0.36092	0.29293	0.27612	0.49045	0.18184	0.13156	0.18741	0.10773	0.085949
ABICHOU	Lamina2Shape	30-Aug-2012 09:22:38	09052012_R3_P23.tif	TREMIE	date 4	09/05/2012	3	23	Talle	NA	NA	20.9	0.7	7.7	7.1	2	0	0.053963	0.13813	0.19035	0.14424	0.13755	0.15592	0.20565	0.29497	0.36308	0.40987	0.48097	0.55207	0.55642	0.50059	0.54443	0.61672	0.66709	0.58983	0.46849	0.1612
ABICHOU	Lamina2Shape	30-Aug-2012 09:30:11	09052012_R3_P24.tif	TREMIE	date 4	09/05/2012	3	24	MB	9	13	18.9	0.9	11.4	2.9	2	0	0.077592	0.11529	0.18903	0.29791	0.33686	0.42518	0.44111	0.48558	0.63014	0.77417	0.81601	0.77771	0.83944	0.92883	0.9418	0.89624	0.78347	0.75457	0.88415	0.8293
ABICHOU	Lamina2Shape	30-Aug-2012 09:30:11	09052012_R3_P24.tif	TREMIE	date 4	09/05/2012	3	24	MB	10	13	22.8	1.4	21.7	16.2	2	0	0.15106	0.23338	0.58922	0.76653	0.91574	0.98811	0.98624	1.0314	1.0245	0.98711	1.0644	1.1243	1.1476	1.2457	1.3136	1.3589	1.3082	1.2338	1.1435	0.96515
ABICHOU	Lamina2Shape	30-Aug-2012 09:30:11	09052012_R3_P24.tif	TREMIE	date 4	09/05/2012	3	24	MB	11	13	20	1.7	25.7	25.4	1	0	0.17311	0.39839	0.60501	0.74338	0.89821	1.0935	1.2699	1.5096	1.606	1.6653	1.6496	1.5945	1.6107	1.5574	1.5579	1.5453	1.5578	1.5452	1.4114	0.89975
ABICHOU	Lamina2Shape	30-Aug-2012 09:30:11	09052012_R3_P24.tif	TREMIE	date 4	09/05/2012	3	24	MB	12	13	19.5	1.7	25	24.9	1	0	0.35838	0.40559	0.58504	0.65102	1.0016	1.2005	1.3748	1.4317	1.4939	1.593	1.5613	1.4792	1.5941	1.6596	1.6693	1.6554	1.587	1.5232	1.3819	1.0626
ABICHOU	Lamina2Shape	30-Aug-2012 09:30:11	09052012_R3_P24.tif	TREMIE	date 4	09/05/2012	3	24	MB	13	13	11.8	1.9	16.8	16.8	1	0	0.05862	0.11867	0.33533	0.60209	0.84226	1.0181	1.194	1.3735	1.5239	1.6344	1.7539	1.844	1.8912	1.8811	1.8663	1.8512	1.7749	1.6262	1.4495	1.3919
ABICHOU	Lamina2Shape	30-Aug-2012 09:30:11	09052012_R3_P24.tif	TREMIE	date 4	09/05/2012	3	24	Talle	NA	NA	16	0.8	9.8	8.7	2	0	0.089185	0.26142	0.35194	0.39562	0.4981	0.6063	0.66137	0.74547	0.79166	0.82404	0.79465	0.83543	0.83952	0.79554	0.75304	0.65874	0.65931	0.58047	0.53657	0.39049
ABICHOU	Lamina2Shape	30-Aug-2012 09:30:11	09052012_R3_P24.tif	TREMIE	date 4	09/05/2012	3	24	Talle	NA	NA	14.9	0.3	2.8	1.4	2	0	0.050632	0.027961	0.07384	0.36305	0.12798	0.11301	0.15108	0.15555	0.17809	0.25448	0.27465	0.18309	0.25042	0.29146	0.29372	0.28911	0.27932	0.26604	0.22143	0.088241
ABICHOU	Lamina2Shape	30-Aug-2012 09:30:11	09052012_R3_P24.tif	TREMIE	date 4	09/05/2012	3	24	Talle	NA	NA	20.7	1.1	12.7	9	2	0	0.11889	0.11788	0.15412	0.17052	0.22936	0.32936	0.44213	0.61219	0.63316	0.62113	0.63399	0.73255	0.78152	0.91304	1.0465	1.1308	1.1543	1.1208	0.961	0.65561
ABICHOU	Lamina2Shape	30-Aug-2012 09:30:11	09052012_R3_P24.tif	TREMIE	date 4	09/05/2012	3	24	Talle	NA	NA	14.5	2.1	21.9	21.9	2	0	0.069357	0.14249	0.35199	0.67555	0.93324	1.1528	1.3249	1.4673	1.6288	1.7998	1.9195	1.9976	2.0595	2.0946	2.0866	2.0165	1.8889	1.7281	1.5561	1.2655
ABICHOU	Lamina2Shape	30-Aug-2012 09:30:11	09052012_R3_P24.tif	TREMIE	date 4	09/05/2012	3	24	Talle	NA	NA	23.2	1.7	31.8	31.8	2	0	0.1348	0.29858	0.58784	0.857	1.1212	1.2825	1.4603	1.563	1.6429	1.7029	1.7347	1.7079	1.7304	1.7503	1.7366	1.6815	1.6465	1.6277	1.4925	1.2484
ABICHOU	Lamina2Shape	30-Aug-2012 09:30:11	09052012_R3_P24.tif	TREMIE	date 4	09/05/2012	3	24	Talle	NA	NA	23.5	1.5	24.2	23.3	2	0	0.03739	0.11747	0.12161	0.21641	0.41924	0.69286	0.93306	1.0991	1.2354	1.3706	1.4413	1.4542	1.4373	1.4558	1.4263	1.4262	1.4412	1.405	1.303	1.1365
ABICHOU	Lamina2Shape	30-Aug-2012 09:37:22	09052012_R3_P25.tif	TREMIE	date 4	09/05/2012	3	25	MB	13	13	14	1.7	17.9	17.9	1	0	0.036287	0.25774	0.38496	0.70151	0.88825	1.0267	1.1462	1.2542	1.3602	1.44	1.5136	1.5917	1.7162	1.7368	1.7204	1.7464	1.7512	1.4912	1.1066	0.66458
ABICHOU	Lamina2Shape	30-Aug-2012 09:37:22	09052012_R3_P25.tif	TREMIE	date 4	09/05/2012	3	25	MB	12	13	20.3	1.5	23.7	23.5	1	0	0.14402	0.38921	0.5866	0.68184	0.9243	1.1547	1.2926	1.4075	1.4603	1.4833	1.437	1.4454	1.518	1.438	1.3399	1.3321	1.3184	1.2857	1.1848	0.87362
ABICHOU	Lamina2Shape	30-Aug-2012 09:37:22	09052012_R3_P25.tif	TREMIE	date 4	09/05/2012	3	25	MB	11	13	21.3	1.4	20.2	19.9	2	0	0.057544	0.1847	0.28243	0.37925	0.49315	0.66283	0.88018	0.99072	1.0611	1.0999	1.1931	1.2756	1.2752	1.3814	1.3451	1.3667	1.2659	1.3052	1.1672	0.59986
ABICHOU	Lamina2Shape	30-Aug-2012 09:37:22	09052012_R3_P25.tif	TREMIE	date 4	09/05/2012	3	25	MB	10	13	23.1	1	16.2	14.8	2	0	0.14282	0.16378	0.33058	0.45415	0.52715	0.67069	0.70492	0.75066	0.86387	0.96729	1.016	0.94153	0.83045	0.82093	0.9515	0.92317	0.87856	0.85312	0.78837	0.4041
ABICHOU	Lamina2Shape	30-Aug-2012 09:37:22	09052012_R3_P25.tif	TREMIE	date 4	09/05/2012	3	25	MB	9	13	18.1	0.7	9	6.1	3	0	0.099041	0.23197	0.11139	0.1362	0.3266	0.59002	0.66493	0.62278	0.60982	0.57288	0.60663	0.69103	0.68247	0.56591	0.52452	0.52516	0.56986	0.59097	0.64881	0.51352
ABICHOU	Lamina2Shape	30-Aug-2012 09:37:22	09052012_R3_P25.tif	TREMIE	date 4	09/05/2012	3	25	Talle	NA	NA	17	0.3	3.2	2.1	2	0	0.163	0.18376	0.22166	0.27973	0.32737	0.27816	0.26895	0.2531	0.23031	0.2494	0.20946	0.17287	0.15661	0.13317	0.14056	0.12449	0.060144	0.11101	0.040999	0.033344
ABICHOU	Lamina2Shape	30-Aug-2012 09:37:22	09052012_R3_P25.tif	TREMIE	date 4	09/05/2012	3	25	Talle	NA	NA	21	0.5	7	6.3	2	0	0.04504	0.12147	0.15081	0.078407	0.17528	0.25121	0.29813	0.37201	0.42578	0.46796	0.47943	0.47525	0.43338	0.44258	0.42001	0.48129	0.43923	0.3929	0.43851	0.22451
ABICHOU	Lamina2Shape	30-Aug-2012 09:37:22	09052012_R3_P25.tif	TREMIE	date 4	09/05/2012	3	25	Talle	NA	NA	13.7	0.9	9.9	9.9	2	0	0.39437	0.53317	0.60886	0.70069	0.76344	0.80844	0.81389	0.81902	0.85667	0.875	0.84151	0.78056	0.73456	0.76759	0.79611	0.73784	0.68626	0.66595	0.64224	0.57971
ABICHOU	Lamina2Shape	30-Aug-2012 09:37:22	09052012_R3_P25.tif	TREMIE	date 4	09/05/2012	3	25	Talle	NA	NA	15.9	1	12.9	12.9	2	0	0.17998	0.32938	0.53419	0.60165	0.67599	0.72607	0.86231	0.94622	0.97735	1.0233	0.98614	0.95389	0.93665	0.95987	0.95051	0.98263	0.94912	0.88887	0.81476	0.66699
ABICHOU	Lamina2Shape	30-Aug-2012 09:37:22	09052012_R3_P25.tif	TREMIE	date 4	09/05/2012	3	25	Talle	NA	NA	14.2	0.9	9.5	9.5	2	0	0.05334	0.10625	0.24192	0.33113	0.38589	0.44403	0.51734	0.64342	0.7568	0.84868	0.87691	0.9005	0.90843	0.91253	0.91653	0.91365	0.8875	0.86552	0.83934	0.71413
ABICHOU	Lamina2Shape	30-Aug-2012 09:37:22	09052012_R3_P25.tif	TREMIE	date 4	09/05/2012	3	25	Talle	NA	NA	13.6	0.3	2.8	0.3	2	0	0.060861	0.085173	0.092767	0.13113	0.16259	0.18792	0.1755	0.19216	0.21487	0.22936	0.26558	0.25692	0.26481	0.25387	0.25035	0.25163	0.27534	0.29407	0.34476	0.14704
ABICHOU	Lamina2Shape	30-Aug-2012 09:37:22	09052012_R3_P25.tif	TREMIE	date 4	09/05/2012	3	25	Talle	NA	NA	19.7	0.7	9.2	9.2	2	0	0.086346	0.092412	0.083447	0.18842	0.34851	0.42504	0.4929	0.5657	0.55454	0.63812	0.65761	0.64964	0.57811	0.55469	0.62339	0.64483	0.61859	0.56499	0.54496	0.34473
ABICHOU	Lamina2Shape	30-Aug-2012 09:37:22	09052012_R3_P25.tif	TREMIE	date 4	09/05/2012	3	25	Talle	NA	NA	17.7	1	11.9	11.8	2	0	0.036668	0.10893	0.22106	0.34336	0.45598	0.59463	0.70547	0.81135	0.87735	0.94151	0.94618	0.90508	0.89623	0.86468	0.82464	0.76281	0.78435	0.75055	0.61569	0.41788
ABICHOU	Lamina2Shape	30-Aug-2012 09:37:22	09052012_R3_P25.tif	TREMIE	date 4	09/05/2012	3	25	Talle	NA	NA	17.1	0.9	12.6	12.6	2	0	0.11374	0.32725	0.47381	0.55728	0.6565	0.74727	0.83249	0.87214	0.92114	0.93614	0.91518	0.85524	0.85796	0.92885	0.93496	0.82345	0.75774	0.67352	0.5887	0.5304
ABICHOU	Lamina2Shape	30-Aug-2012 09:37:22	09052012_R3_P25.tif	TREMIE	date 4	09/05/2012	3	25	Talle	NA	NA	1.8	0.1	0.1	0.1	2	0	0.015361	0.026968	0.039012	0.053209	0.051998	0.055204	0.060153	0.069778	0.069394	0.073871	0.078613	0.082094	0.084927	0.093718	0.0945	0.097415	0.097452	0.094882	0.077188	0.069969
ABICHOU	Lamina2Shape	30-Aug-2012 09:37:22	09052012_R3_P25.tif	TREMIE	date 4	09/05/2012	3	25	Talle	NA	NA	18.7	0.7	5.9	2.4	2	0	0.08159	0.10605	0.125	0.16586	0.28263	0.15678	0.14664	0.17626	0.19998	0.22626	0.30708	0.32981	0.40592	0.46283	0.54547	0.61593	0.66826	0.58913	0.50714	0.1998
ABICHOU	Lamina2Shape	30-Aug-2012 11:04:18	09052012_R3_P26.tif	TREMIE	date 4	09/05/2012	3	26	Talle	NA	NA	19.6	1.5	23.5	23.5	2	0	0.19448	0.48141	0.63029	0.72104	0.98882	1.1368	1.218	1.2998	1.3832	1.4442	1.4738	1.4889	1.5318	1.5357	1.4747	1.4706	1.4967	1.4823	1.352	0.99138
ABICHOU	Lamina2Shape	30-Aug-2012 11:04:18	09052012_R3_P26.tif	TREMIE	date 4	09/05/2012	3	26	Talle	NA	NA	21.7	1.1	19.5	18	2	0	0.15437	0.19957	0.36904	0.52439	0.71567	0.89411	0.99148	1.0528	1.1373	1.1267	1.0617	1.0559	1.0444	1.0338	1.0826	1.1329	1.137	1.0978	1.104	0.75242
ABICHOU	Lamina2Shape	30-Aug-2012 11:04:18	09052012_R3_P26.tif	TREMIE	date 4	09/05/2012	3	26	Talle	NA	NA	22.1	1.5	26.5	26.2	2	0	0.14107	0.36758	0.54824	0.7469	0.95232	1.0904	1.2055	1.2794	1.4006	1.4477	1.484	1.5013	1.538	1.5038	1.4369	1.4315	1.4321	1.4065	1.3023	1.0231
