"Date","label","Rep","N","Axis","nff","HS","SSI","GL","SSIap","GLap"
"03/06/2013","Tremie13",1,9,"MS",11,11,8.07,2.93,8,3
"08/07/2013","Tremie13",1,9,"MS",11,11,11,0,11,0
"11/06/2013","Tremie13",1,9,"MS",11,11,9.03,1.97,8.32,2.68
"15/07/2013","Tremie13",1,9,"MS",11,11,11,0,11,0
"17/06/2013","Tremie13",1,9,"MS",11,11,9.48,1.52,9.15,1.85
"22/05/2013","Tremie13",1,9,"MS",11,11,7.95,3.05,7.85,3.15
"24/06/2013","Tremie13",1,9,"MS",11,11,9.9,1.1,9.8,1.2
"27/05/2013","Tremie13",1,9,"MS",11,11,8.02,2.98,8,3
"02/07/2013","Tremie13",1,10,"MS",12,12,11.95,0.0500000000000007,11.95,0.0500000000000007
"03/06/2013","Tremie13",1,10,"MS",12,12,8.27,3.73,8.2,3.8
"08/07/2013","Tremie13",1,10,"MS",12,12,12,0,12,0
"11/06/2013","Tremie13",1,10,"MS",12,12,9.84,2.16,8.76,3.24
"15/07/2013","Tremie13",1,10,"MS",12,12,12,0,12,0
"17/06/2013","Tremie13",1,10,"MS",12,12,9.82,2.18,9.11,2.89
"22/05/2013","Tremie13",1,10,"MS",12,12,8.05,3.95,8.05,3.95
"24/06/2013","Tremie13",1,10,"MS",12,12,10.92,1.08,10.6,1.4
"27/05/2013","Tremie13",1,10,"MS",12,12,8.07,3.93,8.05,3.95
"02/07/2013","Tremie13",1,11,"MS",11,11,10.5,0.5,10.1,0.9
"03/06/2013","Tremie13",1,11,"MS",11,11,8.05,2.95,8,3
"08/07/2013","Tremie13",1,11,"MS",11,11,11,0,11,0
"11/06/2013","Tremie13",1,11,"MS",11,11,8.45,2.55,8.04,2.96
"15/07/2013","Tremie13",1,11,"MS",11,11,11,0,11,0
"17/06/2013","Tremie13",1,11,"MS",11,11,9.55,1.45,9.35,1.65
"22/05/2013","Tremie13",1,11,"MS",11,11,7.6,3.4,7.6,3.4
"24/06/2013","Tremie13",1,11,"MS",11,11,10.1,0.9,10.05,0.949999999999999
"27/05/2013","Tremie13",1,11,"MS",11,11,7.71,3.29,7.7,3.3
"02/07/2013","Tremie13",1,12,"MS",12,12,11.92,0.0800000000000001,11.92,0.0800000000000001
"03/06/2013","Tremie13",1,12,"MS",12,12,8.13,3.87,8.01,3.99
"08/07/2013","Tremie13",1,12,"MS",12,12,12,0,12,0
"11/06/2013","Tremie13",1,12,"MS",12,12,8.99,3.01,8.59,3.41
"15/07/2013","Tremie13",1,12,"MS",12,12,12,0,12,0
"17/06/2013","Tremie13",1,12,"MS",12,12,9.74,2.26,9.33,2.67
"22/05/2013","Tremie13",1,12,"MS",12,12,7.82,4.18,7.8,4.2
"24/06/2013","Tremie13",1,12,"MS",12,12,10.57,1.43,10.15,1.85
"27/05/2013","Tremie13",1,12,"MS",12,12,7.95,4.05,7.9,4.1
"02/07/2013","Tremie13",1,13,"MS",11,11,11,0,11,0
"03/06/2013","Tremie13",1,13,"MS",11,11,8.02,2.98,7.6,3.4
"08/07/2013","Tremie13",1,13,"MS",11,11,11,0,11,0
"11/06/2013","Tremie13",1,13,"MS",11,11,8.17,2.83,8.06,2.94
"15/07/2013","Tremie13",1,13,"MS",11,11,11,0,11,0
"17/06/2013","Tremie13",1,13,"MS",11,11,8.88,2.12,8.18,2.82
"22/05/2013","Tremie13",1,13,"MS",11,11,7.61,3.39,7.58,3.42
"24/06/2013","Tremie13",1,13,"MS",11,11,10.2,0.800000000000001,10.05,0.949999999999999
"27/05/2013","Tremie13",1,13,"MS",11,11,7.61,3.39,7.6,3.4
"02/07/2013","Tremie13",1,14,"MS",11,11,10.95,0.0500000000000007,10.95,0.0500000000000007
"03/06/2013","Tremie13",1,14,"MS",11,11,8.09,2.91,8,3
"08/07/2013","Tremie13",1,14,"MS",11,11,11,0,11,0
"11/06/2013","Tremie13",1,14,"MS",11,11,9.12,1.88,8.02,2.98
"15/07/2013","Tremie13",1,14,"MS",11,11,11,0,11,0
"17/06/2013","Tremie13",1,14,"MS",11,11,9.63,1.37,9.08,1.92
"22/05/2013","Tremie13",1,14,"MS",11,11,7.7,3.3,7.6,3.4
"24/06/2013","Tremie13",1,14,"MS",11,11,10.4,0.6,10.4,0.6
"27/05/2013","Tremie13",1,14,"MS",11,11,7.82,3.18,7.8,3.2
"02/07/2013","Tremie13",1,15,"MS",12,12,11.55,0.449999999999999,11.2,0.800000000000001
"03/06/2013","Tremie13",1,15,"MS",12,12,7.96,4.04,7.87,4.13
"08/07/2013","Tremie13",1,15,"MS",12,12,12,0,12,0
"11/06/2013","Tremie13",1,15,"MS",12,12,8.43,3.57,8.05,3.95
"15/07/2013","Tremie13",1,15,"MS",12,12,12,0,12,0
"17/06/2013","Tremie13",1,15,"MS",12,12,10.18,1.82,9.47,2.53
"22/05/2013","Tremie13",1,15,"MS",12,12,7.5,4.5,7.5,4.5
"24/06/2013","Tremie13",1,15,"MS",12,12,10.87,1.13,10.85,1.15
"27/05/2013","Tremie13",1,15,"MS",12,12,7.52,4.48,7.51,4.49
"02/07/2013","Tremie13",2,16,"MS",11,11,10.95,0.0500000000000007,10.95,0.0500000000000007
"03/06/2013","Tremie13",2,16,"MS",11,11,7.72,3.28,7.5,3.5
"08/07/2013","Tremie13",2,16,"MS",11,11,11,0,11,0
"11/06/2013","Tremie13",2,16,"MS",11,11,8.1,2.9,8.02,2.98
"15/07/2013","Tremie13",2,16,"MS",11,11,11,0,11,0
"17/06/2013","Tremie13",2,16,"MS",11,11,8.91,2.09,8.14,2.86
"22/05/2013","Tremie13",2,16,"MS",11,11,7.2,3.8,7.2,3.8
"24/06/2013","Tremie13",2,16,"MS",11,11,10.12,0.879999999999999,9.45,1.55
"27/05/2013","Tremie13",2,16,"MS",11,11,7.3,3.7,7.3,3.7
"02/07/2013","Tremie13",2,17,"MS",11,11,10.95,0.0500000000000007,10.95,0.0500000000000007
"03/06/2013","Tremie13",2,17,"MS",11,11,8.11,2.89,7.7,3.3
"08/07/2013","Tremie13",2,17,"MS",11,11,11,0,11,0
"11/06/2013","Tremie13",2,17,"MS",11,11,9.03,1.97,8.12,2.88
"15/07/2013","Tremie13",2,17,"MS",11,11,11,0,11,0
"17/06/2013","Tremie13",2,17,"MS",11,11,9.4,1.6,9.05,1.95
"22/05/2013","Tremie13",2,17,"MS",11,11,7.5,3.5,7.5,3.5
"24/06/2013","Tremie13",2,17,"MS",11,11,10,1,9.65,1.35
"27/05/2013","Tremie13",2,17,"MS",11,11,7.55,3.45,7.55,3.45
"02/07/2013","Tremie13",2,18,"MS",12,12,12,0,12,0
"03/06/2013","Tremie13",2,18,"MS",12,12,8.21,3.79,8,4
"08/07/2013","Tremie13",2,18,"MS",12,12,12,0,12,0
"11/06/2013","Tremie13",2,18,"MS",12,12,9.65,2.35,9.02,2.98
"15/07/2013","Tremie13",2,18,"MS",12,12,12,0,12,0
"17/06/2013","Tremie13",2,18,"MS",12,12,10.82,1.18,9.4,2.6
"22/05/2013","Tremie13",2,18,"MS",12,12,7.95,4.05,7.9,4.1
"24/06/2013","Tremie13",2,18,"MS",12,12,NA,NA,NA,NA
"27/05/2013","Tremie13",2,18,"MS",12,12,7.99,4.01,7.95,4.05
"02/07/2013","Tremie13",2,19,"MS",11,11,10.95,0.0500000000000007,10.95,0.0500000000000007
"03/06/2013","Tremie13",2,19,"MS",11,11,8.03,2.97,7.7,3.3
"08/07/2013","Tremie13",2,19,"MS",11,11,11,0,11,0
"11/06/2013","Tremie13",2,19,"MS",11,11,8.22,2.78,8.07,2.93
"15/07/2013","Tremie13",2,19,"MS",11,11,11,0,11,0
"17/06/2013","Tremie13",2,19,"MS",11,11,9.4,1.6,9.15,1.85
"22/05/2013","Tremie13",2,19,"MS",11,11,7.5,3.5,7.5,3.5
"24/06/2013","Tremie13",2,19,"MS",11,11,10.1,0.9,9.3,1.7
"27/05/2013","Tremie13",2,19,"MS",11,11,7.6,3.4,7.6,3.4
"02/07/2013","Tremie13",2,20,"MS",12,12,11.4,0.6,11.15,0.85
"03/06/2013","Tremie13",2,20,"MS",12,12,7.99,4.01,7.95,4.05
"08/07/2013","Tremie13",2,20,"MS",12,12,12,0,12,0
"11/06/2013","Tremie13",2,20,"MS",12,12,8.58,3.42,8.41,3.59
"15/07/2013","Tremie13",2,20,"MS",12,12,12,0,12,0
"17/06/2013","Tremie13",2,20,"MS",12,12,9.54,2.46,9.18,2.82
"22/05/2013","Tremie13",2,20,"MS",12,12,7.8,4.2,7.8,4.2
"24/06/2013","Tremie13",2,20,"MS",12,12,10.47,1.53,9.85,2.15
"27/05/2013","Tremie13",2,20,"MS",12,12,7.91,4.09,7.9,4.1
"02/07/2013","Tremie13",2,21,"MS",11,11,11,0,11,0
"03/06/2013","Tremie13",2,21,"MS",11,11,7.53,3.47,7.5,3.5
"08/07/2013","Tremie13",2,21,"MS",11,11,11,0,11,0
"11/06/2013","Tremie13",2,21,"MS",11,11,8.54,2.46,8.12,2.88
"15/07/2013","Tremie13",2,21,"MS",11,11,11,0,11,0
"17/06/2013","Tremie13",2,21,"MS",11,11,9.17,1.83,9.07,1.93
"22/05/2013","Tremie13",2,21,"MS",11,11,7.4,3.6,7.4,3.6
"24/06/2013","Tremie13",2,21,"MS",11,11,9.95,1.05,9.15,1.85
"27/05/2013","Tremie13",2,21,"MS",11,11,7.3,3.7,7.3,3.7
"02/07/2013","Tremie13",2,22,"MS",12,12,11.35,0.65,11.15,0.85
"03/06/2013","Tremie13",2,22,"MS",12,12,8.02,3.98,7.8,4.2
"08/07/2013","Tremie13",2,22,"MS",12,12,12,0,11.6,0.4
"11/06/2013","Tremie13",2,22,"MS",12,NA,8.75,NA,8.44,NA
"15/07/2013","Tremie13",2,22,"MS",12,12,12,0,12,0
"17/06/2013","Tremie13",2,22,"MS",12,12,9.99,2.01,9.48,2.52
"22/05/2013","Tremie13",2,22,"MS",12,12,7.6,4.4,7.6,4.4
"24/06/2013","Tremie13",2,22,"MS",12,12,10.87,1.13,10.55,1.45
"27/05/2013","Tremie13",2,22,"MS",12,12,7.62,4.38,7.6,4.4
"02/07/2013","Tremie13",2,23,"MS",11,11,10.9,0.0999999999999996,10.9,0.0999999999999996
"03/06/2013","Tremie13",2,23,"MS",11,11,7.81,3.19,7.8,3.2
"08/07/2013","Tremie13",2,23,"MS",11,11,11,0,11,0
"11/06/2013","Tremie13",2,23,"MS",11,11,8.16,2.84,8.01,2.99
"15/07/2013","Tremie13",2,23,"MS",11,11,11,0,11,0
"17/06/2013","Tremie13",2,23,"MS",11,11,9.41,1.59,8.13,2.87
"22/05/2013","Tremie13",2,23,"MS",11,11,7.05,3.95,7.05,3.95
"24/06/2013","Tremie13",2,23,"MS",11,11,10.2,0.800000000000001,9.45,1.55
"27/05/2013","Tremie13",2,23,"MS",11,11,7.05,3.95,7.05,3.95
"02/07/2013","Tremie13",2,24,"MS",12,12,11.25,0.75,11.1,0.9
"03/06/2013","Tremie13",2,24,"MS",12,12,8.02,3.98,8,4
"08/07/2013","Tremie13",2,24,"MS",12,12,12,0,12,0
"11/06/2013","Tremie13",2,24,"MS",12,12,8.23,3.77,8.03,3.97
"15/07/2013","Tremie13",2,24,"MS",12,12,12,0,12,0
"17/06/2013","Tremie13",2,24,"MS",12,12,10.43,1.57,10.07,1.93
"22/05/2013","Tremie13",2,24,"MS",12,12,7.5,4.5,7.5,4.5
"24/06/2013","Tremie13",2,24,"MS",12,12,10.97,1.03,10.95,1.05
"27/05/2013","Tremie13",2,24,"MS",12,12,7.6,4.4,7.6,4.4
"02/07/2013","Tremie13",2,25,"MS",12,12,10.75,1.25,10.4,1.6
"03/06/2013","Tremie13",2,25,"MS",12,12,7.89,4.11,7.85,4.15
"08/07/2013","Tremie13",2,25,"MS",12,12,11.85,0.15,11.2,0.800000000000001
"11/06/2013","Tremie13",2,25,"MS",12,12,8.39,3.61,8.03,3.97
"15/07/2013","Tremie13",2,25,"MS",12,12,12,0,12,0
"17/06/2013","Tremie13",2,25,"MS",12,12,9.55,2.45,9.19,2.81
"22/05/2013","Tremie13",2,25,"MS",12,12,7.5,4.5,7.5,4.5
"24/06/2013","Tremie13",2,25,"MS",12,12,10.27,1.73,10.1,1.9
"27/05/2013","Tremie13",2,25,"MS",12,12,7.61,4.39,7.6,4.4
"02/07/2013","Tremie13",2,26,"MS",11,11,10.35,0.65,10.25,0.75
"03/06/2013","Tremie13",2,26,"MS",11,11,8.03,2.97,7.6,3.4
"08/07/2013","Tremie13",2,26,"MS",11,11,10.9,0.0999999999999996,10.9,0.0999999999999996
"11/06/2013","Tremie13",2,26,"MS",11,11,8.16,2.84,8.01,2.99
"15/07/2013","Tremie13",2,26,"MS",11,11,11,0,11,0
"17/06/2013","Tremie13",2,26,"MS",11,11,8.53,2.47,8.12,2.88
"22/05/2013","Tremie13",2,26,"MS",11,11,7.4,3.6,7.4,3.6
"24/06/2013","Tremie13",2,26,"MS",11,11,9.62,1.38,9.05,1.95
"27/05/2013","Tremie13",2,26,"MS",11,11,7.41,3.59,7.3,3.7
"02/07/2013","Tremie13",2,27,"MS",11,11,10.9,0.0999999999999996,10.9,0.0999999999999996
"03/06/2013","Tremie13",2,27,"MS",11,11,8.02,2.98,8.01,2.99
"08/07/2013","Tremie13",2,27,"MS",11,11,11,0,11,0
"11/06/2013","Tremie13",2,27,"MS",11,11,8.13,2.87,8.06,2.94
"15/07/2013","Tremie13",2,27,"MS",11,11,11,0,11,0
"17/06/2013","Tremie13",2,27,"MS",11,11,8.8,2.2,8.15,2.85
"22/05/2013","Tremie13",2,27,"MS",11,11,7.6,3.4,7.6,3.4
"24/06/2013","Tremie13",2,27,"MS",11,11,9.55,1.45,8.7,2.3
"27/05/2013","Tremie13",2,27,"MS",11,11,7.7,3.3,7.7,3.3
"02/07/2013","Tremie13",2,28,"MS",11,11,11,0,11,0
"03/06/2013","Tremie13",2,28,"MS",11,11,7.21,3.79,7.12,3.88
"11/06/2013","Tremie13",2,28,"MS",11,11,7.83,3.17,7.48,3.52
"17/06/2013","Tremie13",2,28,"MS",11,11,8.71,2.29,8.1,2.9
"22/05/2013","Tremie13",2,28,"MS",11,11,7.1,3.9,7,4
"24/06/2013","Tremie13",2,28,"MS",11,11,10.05,0.949999999999999,9.4,1.6
"27/05/2013","Tremie13",2,28,"MS",11,11,7.11,3.89,7,4
"03/06/2013","Tremie13",2,29,"MS",12,12,8.05,3.95,8,4
"11/06/2013","Tremie13",2,29,"MS",12,12,8.5,3.5,8.14,3.86
"17/06/2013","Tremie13",2,29,"MS",12,12,9.82,2.18,9.29,2.71
"22/05/2013","Tremie13",2,29,"MS",11,11,8,3,8,3
"27/05/2013","Tremie13",2,29,"MS",12,12,7.62,4.38,7.6,4.4
"02/07/2013","Tremie13",2,30,"MS",12,12,11.4,0.6,10.8,1.2
"03/06/2013","Tremie13",2,30,"MS",12,12,7.72,4.28,7.61,4.39
"08/07/2013","Tremie13",2,30,"MS",12,12,11.98,0.0199999999999996,11.98,0.0199999999999996
"11/06/2013","Tremie13",2,30,"MS",12,12,8.43,3.57,8.03,3.97
"15/07/2013","Tremie13",2,30,"MS",12,12,12,0,12,0
"17/06/2013","Tremie13",2,30,"MS",12,12,9.12,2.88,8.2,3.8
"22/05/2013","Tremie13",2,30,"MS",12,12,7.5,4.5,7.5,4.5
"24/06/2013","Tremie13",2,30,"MS",12,12,9.92,2.08,9.35,2.65
"27/05/2013","Tremie13",2,30,"MS",12,12,7.52,4.48,7.5,4.5
"02/07/2013","Tremie13",3,31,"MS",11,11,11,0,11,0
"03/06/2013","Tremie13",3,31,"MS",11,11,7.82,3.18,7.75,3.25
"08/07/2013","Tremie13",3,31,"MS",11,11,11,0,11,0
"11/06/2013","Tremie13",3,31,"MS",11,11,8.3,2.7,8,3
"15/07/2013","Tremie13",3,31,"MS",11,11,11,0,11,0
"17/06/2013","Tremie13",3,31,"MS",11,11,9.41,1.59,8.06,2.94
"22/05/2013","Tremie13",3,31,"MS",11,11,7.4,3.6,7.4,3.6
"24/06/2013","Tremie13",3,31,"MS",11,11,10,1,9.45,1.55
"27/05/2013","Tremie13",3,31,"MS",11,11,7.5,3.5,7.5,3.5
"02/07/2013","Tremie13",3,32,"MS",11,11,10.6,0.4,10.5,0.5
"03/06/2013","Tremie13",3,32,"MS",11,11,7.86,3.14,7.7,3.3
"08/07/2013","Tremie13",3,32,"MS",11,11,11,0,11,0
"11/06/2013","Tremie13",3,32,"MS",11,11,8.18,2.82,8.01,2.99
"15/07/2013","Tremie13",3,32,"MS",11,11,11,0,11,0
"17/06/2013","Tremie13",3,32,"MS",11,11,9.37,1.63,8.07,2.93
"22/05/2013","Tremie13",3,32,"MS",11,11,7.41,3.59,7.4,3.6
"24/06/2013","Tremie13",3,32,"MS",11,11,10.07,0.93,9.2,1.8
"27/05/2013","Tremie13",3,32,"MS",11,11,7.63,3.37,7.5,3.5
"02/07/2013","Tremie13",3,33,"MS",11,11,10.7,0.300000000000001,10.4,0.6
"03/06/2013","Tremie13",3,33,"MS",11,11,7.89,3.11,7.2,3.8
"08/07/2013","Tremie13",3,33,"MS",11,11,11,0,11,0
"11/06/2013","Tremie13",3,33,"MS",11,11,8.37,2.63,8.07,2.93
"15/07/2013","Tremie13",3,33,"MS",11,11,11,0,11,0
"17/06/2013","Tremie13",3,33,"MS",11,11,9.1,1.9,8.45,2.55
"22/05/2013","Tremie13",3,33,"MS",11,11,7.2,3.8,7.2,3.8
"24/06/2013","Tremie13",3,33,"MS",11,11,9.75,1.25,9.1,1.9
"27/05/2013","Tremie13",3,33,"MS",11,11,7.25,3.75,7.2,3.8
"02/07/2013","Tremie13",3,34,"MS",11,11,10.9,0.0999999999999996,10.9,0.0999999999999996
"03/06/2013","Tremie13",3,34,"MS",11,11,8.08,2.92,8,3
"08/07/2013","Tremie13",3,34,"MS",11,11,11,0,11,0
"11/06/2013","Tremie13",3,34,"MS",11,11,9.79,1.21,8.42,2.58
"15/07/2013","Tremie13",3,34,"MS",11,11,11,0,11,0
"17/06/2013","Tremie13",3,34,"MS",11,11,9.61,1.39,9.06,1.94
"22/05/2013","Tremie13",3,34,"MS",11,11,7.91,3.09,7.9,3.1
"24/06/2013","Tremie13",3,34,"MS",11,11,10.25,0.75,9.25,1.75
"27/05/2013","Tremie13",3,34,"MS",11,11,8.06,2.94,8.02,2.98
"02/07/2013","Tremie13",3,35,"MS",11,11,10.6,0.4,10.5,0.5
"03/06/2013","Tremie13",3,35,"MS",11,11,8.06,2.94,7.5,3.5
"08/07/2013","Tremie13",3,35,"MS",11,11,11,0,11,0
"11/06/2013","Tremie13",3,35,"MS",11,11,8.17,2.83,8.03,2.97
"15/07/2013","Tremie13",3,35,"MS",11,11,11,0,11,0
"17/06/2013","Tremie13",3,35,"MS",11,11,9.17,1.83,8.05,2.95
"22/05/2013","Tremie13",3,35,"MS",11,11,7.2,3.8,7.2,3.8
"24/06/2013","Tremie13",3,35,"MS",11,11,10.15,0.85,10.05,0.949999999999999
"27/05/2013","Tremie13",3,35,"MS",11,11,7.2,3.8,7.2,3.8
"02/07/2013","Tremie13",3,36,"MS",11,11,10.45,0.550000000000001,10,1
"03/06/2013","Tremie13",3,36,"MS",11,11,7.68,3.32,7.6,3.4
"08/07/2013","Tremie13",3,36,"MS",11,11,11,0,11,0
"11/06/2013","Tremie13",3,36,"MS",11,11,8.17,2.83,8.01,2.99
"15/07/2013","Tremie13",3,36,"MS",11,11,11,0,11,0
"17/06/2013","Tremie13",3,36,"MS",11,11,8.6,2.4,8.23,2.77
"22/05/2013","Tremie13",3,36,"MS",11,11,7.3,3.7,7.3,3.7
"24/06/2013","Tremie13",3,36,"MS",11,11,9.55,1.45,9.1,1.9
"27/05/2013","Tremie13",3,36,"MS",11,11,7.21,3.79,7.2,3.8
"02/07/2013","Tremie13",3,37,"MS",11,11,11,0,11,0
"03/06/2013","Tremie13",3,37,"MS",11,11,8.26,2.74,8.2,2.8
"08/07/2013","Tremie13",3,37,"MS",11,11,11,0,11,0
"11/06/2013","Tremie13",3,37,"MS",11,11,9.45,1.55,8.52,2.48
"15/07/2013","Tremie13",3,37,"MS",11,11,11,0,11,0
"17/06/2013","Tremie13",3,37,"MS",11,11,10.35,0.65,10.05,0.949999999999999
"22/05/2013","Tremie13",3,37,"MS",11,11,8,3,7.97,3.03
"24/06/2013","Tremie13",3,37,"MS",11,11,10.9,0.0999999999999996,10.9,0.0999999999999996
"27/05/2013","Tremie13",3,37,"MS",11,11,8.11,2.89,8.05,2.95
"02/07/2013","Tremie13",3,38,"MS",11,11,10.6,0.4,10.3,0.699999999999999
"03/06/2013","Tremie13",3,38,"MS",11,11,7.54,3.46,7.4,3.6
"08/07/2013","Tremie13",3,38,"MS",11,11,11,0,11,0
"11/06/2013","Tremie13",3,38,"MS",11,11,8.12,2.88,8.04,2.96
"15/07/2013","Tremie13",3,38,"MS",11,11,11,0,11,0
"17/06/2013","Tremie13",3,38,"MS",11,11,8.66,2.34,8.09,2.91
"22/05/2013","Tremie13",3,38,"MS",11,11,7.2,3.8,7.2,3.8
"24/06/2013","Tremie13",3,38,"MS",11,11,9.87,1.13,9.85,1.15
"27/05/2013","Tremie13",3,38,"MS",11,11,7.2,3.8,7.2,3.8
"02/07/2013","Tremie13",3,39,"MS",11,11,10.3,0.699999999999999,10.1,0.9
"03/06/2013","Tremie13",3,39,"MS",11,11,7.21,3.79,7.2,3.8
"08/07/2013","Tremie13",3,39,"MS",11,11,10.97,0.0299999999999994,10.97,0.0299999999999994
"11/06/2013","Tremie13",3,39,"MS",11,11,8.1,2.9,8.02,2.98
"15/07/2013","Tremie13",3,39,"MS",11,11,11,0,11,0
"17/06/2013","Tremie13",3,39,"MS",11,11,8.68,2.32,8.06,2.94
"22/05/2013","Tremie13",3,39,"MS",11,11,7.2,3.8,7.2,3.8
"24/06/2013","Tremie13",3,39,"MS",11,11,9.42,1.58,9.1,1.9
"27/05/2013","Tremie13",3,39,"MS",11,11,7.2,3.8,7.2,3.8
"02/07/2013","Tremie13",3,40,"MS",11,11,11,0,11,0
"03/06/2013","Tremie13",3,40,"MS",11,11,7.62,3.38,7.5,3.5
"08/07/2013","Tremie13",3,40,"MS",11,11,11,0,11,0
"11/06/2013","Tremie13",3,40,"MS",11,11,8.17,2.83,8.05,2.95
"15/07/2013","Tremie13",3,40,"MS",11,11,11,0,11,0
"17/06/2013","Tremie13",3,40,"MS",11,11,8.63,2.37,8.06,2.94
"22/05/2013","Tremie13",3,40,"MS",11,11,7.2,3.8,7.2,3.8
"24/06/2013","Tremie13",3,40,"MS",11,11,9.55,1.45,9.25,1.75
"27/05/2013","Tremie13",3,40,"MS",11,11,7.3,3.7,7.3,3.7
"02/07/2013","Tremie13",3,41,"MS",11,11,10.9,0.0999999999999996,10.9,0.0999999999999996
"03/06/2013","Tremie13",3,41,"MS",11,11,7.53,3.47,7.5,3.5
"08/07/2013","Tremie13",3,41,"MS",11,11,11,0,11,0
"11/06/2013","Tremie13",3,41,"MS",11,11,8.32,2.68,8.04,2.96
"15/07/2013","Tremie13",3,41,"MS",11,11,11,0,11,0
"17/06/2013","Tremie13",3,41,"MS",11,11,8.71,2.29,8.04,2.96
"22/05/2013","Tremie13",3,41,"MS",11,11,7.3,3.7,7.3,3.7
"24/06/2013","Tremie13",3,41,"MS",11,11,9.45,1.55,9.1,1.9
"27/05/2013","Tremie13",3,41,"MS",11,11,7.3,3.7,7.3,3.7
"02/07/2013","Tremie13",3,42,"MS",11,11,10.75,0.25,10.65,0.35
"03/06/2013","Tremie13",3,42,"MS",11,11,7.54,3.46,7.4,3.6
"08/07/2013","Tremie13",3,42,"MS",11,11,11,0,11,0
"11/06/2013","Tremie13",3,42,"MS",11,11,8.22,2.78,8.01,2.99
"15/07/2013","Tremie13",3,42,"MS",11,11,11,0,11,0
"17/06/2013","Tremie13",3,42,"MS",11,11,8.99,2.01,8.34,2.66
"22/05/2013","Tremie13",3,42,"MS",11,11,7.3,3.7,7.3,3.7
"24/06/2013","Tremie13",3,42,"MS",11,11,9.45,1.55,9.1,1.9
"27/05/2013","Tremie13",3,42,"MS",11,11,7.31,3.69,7.3,3.7
"02/07/2013","Tremie13",3,43,"MS",11,11,10.9,0.0999999999999996,10.9,0.0999999999999996
"03/06/2013","Tremie13",3,43,"MS",11,11,7.28,3.72,7,4
"08/07/2013","Tremie13",3,43,"MS",11,11,11,0,11,0
"11/06/2013","Tremie13",3,43,"MS",11,11,8.15,2.85,8.03,2.97
"15/07/2013","Tremie13",3,43,"MS",11,11,11,0,11,0
"17/06/2013","Tremie13",3,43,"MS",11,11,8.84,2.16,8.09,2.91
"22/05/2013","Tremie13",3,43,"MS",11,11,7.02,3.98,7.02,3.98
"24/06/2013","Tremie13",3,43,"MS",11,11,10,1,9.25,1.75
"27/05/2013","Tremie13",3,43,"MS",11,11,7.06,3.94,7.05,3.95
"02/07/2013","Tremie13",3,44,"MS",11,11,10.3,0.699999999999999,10.05,0.949999999999999
"03/06/2013","Tremie13",3,44,"MS",11,11,7.3,3.7,7.2,3.8
"08/07/2013","Tremie13",3,44,"MS",11,11,11,0,11,0
"11/06/2013","Tremie13",3,44,"MS",11,11,7.68,3.32,7.42,3.58
"15/07/2013","Tremie13",3,44,"MS",11,11,11,0,11,0
"17/06/2013","Tremie13",3,44,"MS",11,11,8.64,2.36,8.08,2.92
"22/05/2013","Tremie13",3,44,"MS",11,11,7.13,3.87,7,4
"24/06/2013","Tremie13",3,44,"MS",11,11,9.97,1.03,9.55,1.45
"27/05/2013","Tremie13",3,44,"MS",11,11,7.21,3.79,7.15,3.85
"02/07/2013","Tremie13",3,45,"MS",11,11,10.95,0.0500000000000007,10.95,0.0500000000000007
"03/06/2013","Tremie13",3,45,"MS",11,11,7.54,3.46,7.5,3.5
"08/07/2013","Tremie13",3,45,"MS",11,11,11,0,11,0
"11/06/2013","Tremie13",3,45,"MS",11,11,8.15,2.85,7.96,3.04
"15/07/2013","Tremie13",3,45,"MS",11,11,11,0,11,0
"17/06/2013","Tremie13",3,45,"MS",11,11,8.64,2.36,8.12,2.88
"22/05/2013","Tremie13",3,45,"MS",11,11,7.2,3.8,7,4
"24/06/2013","Tremie13",3,45,"MS",11,11,9.63,1.37,9.25,1.75
"27/05/2013","Tremie13",3,45,"MS",11,11,7.3,3.7,7.27,3.73
