"inerv","label","Source","plant","rank","ranktop","relative_ranktop","Nflig","HS","age","lmax","wmax","A","Agr","mass","stat","phiP"
781,"Rht2","field_250510",22,10,2,2,11,13.5158935650666,4.51589356506662,18.957,1.5882,23.974,23.8974,0.1112,1,1.55236143355164
782,"Rht2","field_250510",22,11,1,1,11,13.5158935650666,3.51589356506662,15.4856,1.7246,19.2977,19.2913,0.0916,1,1.55236143355164
783,"Rht2","field_250510",22,8,4,4,11,13.5158935650666,6.51589356506662,16.6907,1.2982,17.0254,16.8364,0.0664,1,1.55236143355164
784,"Rht2","field_250510",23,10,2,2,11,13.5158935650666,4.51589356506662,18.7348,1.5774,23.808,23.7791,0.0138,1,1.65038601306285
785,"Rht2","field_250510",23,9,3,3,11,13.5158935650666,5.51589356506662,15.822,1.3795,16.8319,16.8166,0.0697,1,1.65038601306285
786,"Rht2","field_250510",23,11,1,1,11,13.5158935650666,3.51589356506662,15.2665,1.6711,18.7309,18.7187,0.0859,1,1.65038601306285
787,"Rht2","field_250510",24,10,2,2,11,13.5158935650666,4.51589356506662,19.7705,1.6163,25.6066,25.5404,0.1257,1,1.63214047362577
788,"Rht2","field_250510",24,8,4,4,11,13.5158935650666,6.51589356506662,17.1226,1.298,17.0596,16.9229,0.0688,1,1.63214047362577
789,"Rht2","field_250510",24,11,1,1,11,13.5158935650666,3.51589356506662,18.4417,1.9203,25.5806,25.5111,0.1291,1,1.63214047362577
790,"Rht2","field_250510",24,9,3,3,11,13.5158935650666,5.51589356506662,16.7925,1.4235,17.9672,17.9185,0.0798,1,1.63214047362577
791,"Rht2","field_250510",25,8,4,4,11,13.5158935650666,6.51589356506662,14.1805,1.2044,13.3963,12.4885,NA,1,1.61379877320995
792,"Rht2","field_250510",25,10,2,2,11,13.5158935650666,4.51589356506662,18.8511,1.5401,23.1709,22.9245,NA,1,1.61379877320995
793,"Rht2","field_250510",25,9,3,3,11,13.5158935650666,5.51589356506662,18.2463,1.3763,19.6527,19.2621,NA,1,1.61379877320995
794,"Rht2","field_250510",25,11,1,1,11,13.5158935650666,3.51589356506662,14.961,1.8016,20.3487,20.3043,NA,1,1.61379877320995
795,"Rht2","field_250510",26,11,1,1,11,13.5158935650666,3.51589356506662,17.1894,1.8241,22.6388,22.6141,0.114,1,1.60491282194318
796,"Rht2","field_250510",26,8,4,4,11,13.5158935650666,6.51589356506662,16.4855,1.3626,17.7937,17.6142,0.0717,1,1.60491282194318
797,"Rht2","field_250510",26,10,2,2,11,13.5158935650666,4.51589356506662,19.6578,1.7062,26.1261,26.0925,0.1308,1,1.60491282194318
798,"Rht2","field_250510",26,9,3,3,11,13.5158935650666,5.51589356506662,17.0393,1.4585,19.4008,19.1896,0.0886,1,1.60491282194318
799,"Rht2","field_250510",27,11,1,1,11,13.5158935650666,3.51589356506662,14.6784,1.7376,17.7701,17.7564,NA,1,1.62090134660917
800,"Rht2","field_250510",27,8,4,4,11,13.5158935650666,6.51589356506662,14.8662,1.1997,14.2737,14.0845,NA,1,1.62090134660917
801,"Rht2","field_250510",27,9,3,3,11,13.5158935650666,5.51589356506662,17.3278,1.4203,19.1151,18.8803,NA,1,1.62090134660917
802,"Rht2","field_250510",27,10,2,2,11,13.5158935650666,4.51589356506662,18.2123,1.5127,21.8901,21.8219,NA,1,1.62090134660917
803,"Rht2","field_250510",3,10,2,2,11,13.5158935650666,4.51589356506662,20.6598,1.6922,27.5253,27.3554,0.137,1,1.71323188680869
804,"Rht2","field_250510",3,9,3,3,11,13.5158935650666,5.51589356506662,20.4117,1.501,23.509,22.4166,0.1045,1,1.71323188680869
805,"Rht2","field_250510",3,11,1,1,11,13.5158935650666,3.51589356506662,17.1308,1.8929,23.4917,23.4409,0.117,1,1.71323188680869
806,"Rht2","field_250510",3,8,4,4,11,13.5158935650666,6.51589356506662,17.1379,1.2226,16.3724,13.1243,0.0582,1,1.71323188680869
807,"Rht2","field_250510",5,10,2,2,11,13.5158935650666,4.51589356506662,19.4249,1.6008,24.7043,24.5882,0.1128,1,1.59033848915374
808,"Rht2","field_250510",5,8,4,4,11,13.5158935650666,6.51589356506662,15.5554,1.3249,16.1259,15.8529,0.0542,1,1.59033848915374
809,"Rht2","field_250510",5,11,1,1,11,13.5158935650666,3.51589356506662,18.1898,1.9436,26.6591,26.6256,0.1326,1,1.59033848915374
810,"Rht2","field_250510",5,9,3,3,11,13.5158935650666,5.51589356506662,16.5974,1.4676,19.1195,18.8709,0.0771,1,1.59033848915374
811,"Rht2","field_250510",6,12,1,1,12,12.9124504893319,1.91245048933195,14.0716,1.7554,16.8285,16.8029,0.0811,1,1.52465235287199
812,"Rht2","field_250510",6,8,5,5,12,12.9124504893319,5.91245048933195,14.9478,1.1929,13.1376,10.3018,NA,2,1.52465235287199
813,"Rht2","field_250510",6,9,4,4,12,12.9124504893319,4.91245048933195,17.5974,1.3041,18.1542,17.8671,0.0743,2,1.52465235287199
814,"Rht2","field_250510",6,10,3,3,12,12.9124504893319,3.91245048933195,17.7646,1.5045,21.1824,21.0533,0.09,1,1.52465235287199
815,"Rht2","field_250510",6,11,2,2,12,12.9124504893319,2.91245048933195,21.1291,1.6475,27.5333,27.4988,0.1343,1,1.52465235287199
816,"Rht2","field_250510",7,10,2,2,11,13.5158935650666,4.51589356506662,20.629,1.7286,28.2445,28.1325,NA,1,1.59899905921122
817,"Rht2","field_250510",7,8,4,4,11,13.5158935650666,6.51589356506662,19.1789,1.4054,21.4651,18.9645,NA,1,1.59899905921122
818,"Rht2","field_250510",7,9,3,3,11,13.5158935650666,5.51589356506662,19.6943,1.5563,23.884,23.0243,NA,1,1.59899905921122
819,"Rht2","field_250510",7,11,1,1,11,13.5158935650666,3.51589356506662,16.0366,1.9172,21.513,21.4703,NA,1,1.59899905921122
820,"Rht2","field_250510",8,8,5,5,12,12.9124504893319,5.91245048933195,15.0815,1.205,13.7424,9.5997,NA,2,1.58462889508708
821,"Rht2","field_250510",8,9,4,4,12,12.9124504893319,4.91245048933195,19.0423,1.4188,20.7329,20.0833,0.0774,1,1.58462889508708
822,"Rht2","field_250510",8,11,2,2,12,12.9124504893319,2.91245048933195,21.4268,1.7156,29.0917,29.0175,0.1358,1,1.58462889508708
823,"Rht2","field_250510",8,12,1,1,12,12.9124504893319,1.91245048933195,15.3577,1.7524,20.1567,20.1421,0.0949,1,1.58462889508708
824,"Rht2","field_250510",8,10,3,3,12,12.9124504893319,3.91245048933195,18.9302,1.598,23.9616,23.7835,0.0958,1,1.58462889508708
825,"Rht3","field_040210",1,2,10,4,3,4,3,5.3787,0.4338,2.1028,1.9176,NA,3,1.82464546532469
826,"Rht3","field_040210",1,1,11,5,3,4,4,6.9532,0.41305,2.4264,1.574,0.01164,1,1.82464546532469
827,"Rht3","field_040210",1,3,9,3,3,4,2,8.2326,0.46099,2.9004,2.8243,0.01277,1,1.82464546532469
828,"Rht3","field_040210",1,4,8,2,3,4,1,6.3808,0.50983,2.2847,2.1543,NA,3,1.82464546532469
829,"Rht3","field_040210",10,4,9,1,3,3.64759186493758,0.647591864937583,4.1162,0.31964,1.0043,0.99333,NA,3,1.73563160340789
830,"Rht3","field_040210",10,1,12,4,3,3.64759186493758,3.64759186493758,6.4376,0.37187,2.0837,1.8092,0.01018,1,1.73563160340789
831,"Rht3","field_040210",10,2,11,3,3,3.64759186493758,2.64759186493758,7.9011,0.37859,2.4312,2.363,NA,1,1.73563160340789
832,"Rht3","field_040210",10,3,10,2,3,3.64759186493758,1.64759186493758,7.6169,0.45042,2.7084,2.5869,0.01081,1,1.73563160340789
833,"Rht3","field_040210",11,1,11,4,3,4,4,6.8666,0.32586,1.5454,0.59821,0.00721,2,1.108937363955
834,"Rht3","field_040210",11,3,9,2,3,4,2,8.5192,0.41624,2.6734,2.0322,0.01112,2,1.108937363955
835,"Rht3","field_040210",11,4,8,1,3,4,1,4.8553,0.3917,1.1459,1.1314,NA,3,1.108937363955
836,"Rht3","field_040210",11,2,10,3,3,4,3,8.0244,0.34767,2.2626,1.9811,NA,1,1.108937363955
837,"Rht3","field_040210",12,4,8,1,3,3.7064897188493,0.706489718849305,3.5011,0.15008,0.40208,0.39548,NA,3,1.24018882623479
838,"Rht3","field_040210",12,2,10,3,3,3.7064897188493,2.7064897188493,9.2727,0.31773,2.3648,1.6849,NA,2,1.24018882623479
839,"Rht3","field_040210",12,3,9,2,3,3.7064897188493,1.7064897188493,9.3483,0.37285,2.5104,1.9713,0.01174,2,1.24018882623479
840,"Rht3","field_040210",12,1,11,4,3,3.7064897188493,3.7064897188493,7.8502,0.36327,2.56,2.1024,0.01169,1,1.24018882623479
841,"Rht3","field_040210",13,2,11,3,3,3.77559886533947,2.77559886533947,7.9431,0.32137,2.0319,1.9543,NA,1,1.46856892577397
842,"Rht3","field_040210",13,1,12,4,3,3.77559886533947,3.77559886533947,6.0484,0.36596,1.9159,1.7712,0.00582,1,1.46856892577397
843,"Rht3","field_040210",13,4,9,1,3,3.77559886533947,0.775598865339472,4.9371,0.38039,1.401,1.399,NA,3,1.46856892577397
844,"Rht3","field_040210",13,3,10,2,3,3.77559886533947,1.77559886533947,8.101,0.42906,2.6401,2.5259,0.00892,1,1.46856892577397
845,"Rht3","field_040210",14,2,10,3,3,3.94263848034254,2.94263848034254,10.5229,0.3882,2.9203,2.4378,NA,2,1.61305924065535
846,"Rht3","field_040210",14,4,8,1,3,3.94263848034254,0.942638480342536,5.3728,0.24042,0.82129,0.81512,NA,3,1.61305924065535
847,"Rht3","field_040210",14,3,9,2,3,3.94263848034254,1.94263848034254,10.9051,0.41528,3.2246,2.9456,0.00857,2,1.61305924065535
848,"Rht3","field_040210",14,1,11,4,3,3.94263848034254,3.94263848034254,9.0265,0.38719,3.1334,2.1763,0.00916,1,1.61305924065535
849,"Rht3","field_040210",15,3,9,2,3,3.89120964835418,1.89120964835418,11.3381,0.3886,3.2483,3.0624,0.00916,2,1.77790702564144
850,"Rht3","field_040210",15,4,8,1,3,3.89120964835418,0.891209648354177,5.0171,0.1672,0.62659,0.62451,NA,3,1.77790702564144
851,"Rht3","field_040210",15,1,11,4,3,3.89120964835418,3.89120964835418,7.9588,0.33014,2.3155,1.8677,0.00763,1,1.77790702564144
852,"Rht3","field_040210",15,2,10,3,3,3.89120964835418,2.89120964835418,11.0362,0.29763,2.5455,2.2701,NA,2,1.77790702564144
853,"Rht3","field_040210",16,2,11,4,3,3.94789890089272,2.94789890089272,6.8683,0.34909,1.8772,1.768,NA,1,1.4308896915999
854,"Rht3","field_040210",16,3,10,3,3,3.94789890089272,1.94789890089272,7.3045,0.40875,2.2102,1.495,0.00991,2,1.4308896915999
855,"Rht3","field_040210",16,4,9,2,3,3.94789890089272,0.947898900892717,5.4197,0.46674,1.5027,1.4731,NA,3,1.4308896915999
856,"Rht3","field_040210",17,3,10,2,3,3.66103325701994,1.66103325701994,9.2437,0.38826,2.5295,1.8979,0.01102,2,1.09291094093921
857,"Rht3","field_040210",17,2,11,3,3,3.66103325701994,2.66103325701994,8.499,0.38849,2.568,2.3353,NA,1,1.09291094093921
858,"Rht3","field_040210",17,1,12,4,3,3.66103325701994,3.66103325701994,6.4239,0.36832,1.9431,0.74272,0.00934,2,1.09291094093921
859,"Rht3","field_040210",17,4,9,1,3,3.66103325701994,0.661033257019937,4.5938,0.33298,1.0208,1.0189,NA,3,1.09291094093921
860,"Rht3","field_040210",18,4,8,1,3,3.79616940885847,0.79616940885847,3.8941,0.42331,1.19,1.1874,NA,3,1.51099758837904
861,"Rht3","field_040210",18,3,9,2,3,3.79616940885847,1.79616940885847,9.0974,0.5054,3.0013,2.2884,0.00911,2,1.51099758837904
862,"Rht3","field_040210",18,1,11,4,3,3.79616940885847,3.79616940885847,7.7852,0.38281,2.5356,1.3867,0.00703,1,1.51099758837904
863,"Rht3","field_040210",18,2,10,3,3,3.79616940885847,2.79616940885847,9.2282,0.37998,2.7695,2.4254,NA,1,1.51099758837904
864,"Rht3","field_040210",19,4,8,1,3,3.96566914010253,0.965669140102526,4.0818,0.46692,1.4579,1.4545,NA,3,1.91701323800136
865,"Rht3","field_040210",19,3,9,2,3,3.96566914010253,1.96566914010253,8.0669,0.50182,3.0239,2.8811,0.00987,1,1.91701323800136
866,"Rht3","field_040210",19,1,11,4,3,3.96566914010253,3.96566914010253,6.5449,0.44093,2.4776,2.2776,0.00721,1,1.91701323800136
867,"Rht3","field_040210",19,2,10,3,3,3.96566914010253,2.96566914010253,8.0071,0.41475,2.6854,2.4855,NA,1,1.91701323800136
868,"Rht3","field_040210",2,2,10,3,3,3.88447992192053,2.88447992192053,10.9456,0.3596,3.1438,2.8123,NA,2,1.47925736312324
869,"Rht3","field_040210",2,3,9,2,3,3.88447992192053,1.88447992192053,11.5655,0.41626,3.479,3.3601,0.01486,1,1.47925736312324
870,"Rht3","field_040210",2,4,8,1,3,3.88447992192053,0.884479921920531,5.177,0.39319,1.3392,1.3319,NA,3,1.47925736312324
871,"Rht3","field_040210",20,4,8,2,3,4,1,4.882,0.45993,1.7718,1.7492,NA,3,1.15381217911471
872,"Rht3","field_040210",20,2,10,4,3,4,3,8.7185,0.41805,2.8673,2.6651,NA,2,1.15381217911471
873,"Rht3","field_040210",20,3,9,3,3,4,2,8.938,0.46505,3.2365,2.8665,0.01142,1,1.15381217911471
874,"Rht3","field_040210",20,1,11,5,3,4,4,7.2616,0.42016,2.5711,1.9424,0.01048,1,1.15381217911471
875,"Rht3","field_040210",3,4,9,1,3,3.5812590350053,0.581259035005299,3.3945,0.25828,0.71448,0.71283,NA,3,1.39409833226903
876,"Rht3","field_040210",3,3,10,2,3,3.5812590350053,1.5812590350053,7.3791,0.40155,2.2044,2.0427,0.00862,1,1.39409833226903
877,"Rht3","field_040210",3,1,12,4,3,3.5812590350053,3.5812590350053,5.8868,0.32137,1.6661,1.3462,0.00838,1,1.39409833226903
878,"Rht3","field_040210",3,2,11,3,3,3.5812590350053,2.5812590350053,6.9149,0.32178,1.7781,1.7298,NA,1,1.39409833226903
879,"Rht3","field_040210",4,1,11,4,3,3.9429215639528,3.9429215639528,7.0706,0.35672,2.2124,1.93,0.00904,1,1.65552513695849
880,"Rht3","field_040210",4,4,8,1,3,3.9429215639528,0.942921563952802,4.4362,0.2559,0.83641,0.82602,NA,3,1.65552513695849
881,"Rht3","field_040210",4,2,10,3,3,3.9429215639528,2.9429215639528,9.0549,0.31778,2.3003,2.1558,NA,2,1.65552513695849
882,"Rht3","field_040210",4,3,9,2,3,3.9429215639528,1.9429215639528,9.1072,0.42138,2.6018,2.1375,0.01141,2,1.65552513695849
883,"Rht3","field_040210",5,3,9,3,3,4,2,9.1831,0.37724,2.5027,1.8881,0.01033,2,1.34104671755756
884,"Rht3","field_040210",5,1,11,5,3,4,4,6.5269,0.37026,2.0069,1.5135,0.00797,2,1.34104671755756
885,"Rht3","field_040210",5,2,10,4,3,4,3,8.9837,0.34135,2.3919,2.1758,NA,2,1.34104671755756
886,"Rht3","field_040210",5,4,8,2,3,4,1,6.6301,0.43221,2.0095,1.9606,NA,3,1.34104671755756
887,"Rht3","field_040210",6,4,9,2,3,3.85135982853988,0.851359828539883,6.1681,0.47748,2.1893,2.1315,NA,3,1.31421066986952
888,"Rht3","field_040210",6,3,10,3,3,3.85135982853988,1.85135982853988,8.4191,0.46061,2.9677,2.8881,0.012,1,1.31421066986952
889,"Rht3","field_040210",6,2,11,4,3,3.85135982853988,2.85135982853988,9.7811,0.34459,2.7032,2.6221,NA,1,1.31421066986952
890,"Rht3","field_040210",6,1,12,5,3,3.85135982853988,3.85135982853988,6.9301,0.34867,2.1097,1.6467,0.00909,1,1.31421066986952
891,"Rht3","field_040210",7,4,8,2,3,4,1,6.0598,0.42756,2.0743,2.0611,NA,3,1.83861967272441
892,"Rht3","field_040210",7,1,11,5,3,4,4,6.8864,0.37426,2.2832,1.9383,0.01031,1,1.83861967272441
893,"Rht3","field_040210",7,2,10,4,3,4,3,8.8019,0.33225,2.3506,2.0412,NA,1,1.83861967272441
894,"Rht3","field_040210",7,3,9,3,3,4,2,9.4327,0.44945,3.1011,3.0408,0.01264,1,1.83861967272441
895,"Rht3","field_040210",8,2,10,4,3,4,3,6.829,0.35944,1.7993,1.5621,NA,2,1.82455979658815
896,"Rht3","field_040210",8,3,9,3,3,4,2,7.0079,0.43659,2.3074,2.1872,0.00878,1,1.82455979658815
897,"Rht3","field_040210",8,1,11,5,3,4,4,5.6097,0.35819,1.6275,0.36975,0.00673,2,1.82455979658815
898,"Rht3","field_040210",8,4,8,2,3,4,1,5.4324,0.4273,1.7795,1.7542,NA,3,1.82455979658815
899,"Rht3","field_040210",9,3,9,3,3,4,2,8.078,0.45505,2.7492,2.7024,0.01093,1,1.93032846717154
900,"Rht3","field_040210",9,1,11,5,3,4,4,5.5418,0.40864,1.9125,0.91297,0.00884,1,1.93032846717154
901,"Rht3","field_040210",9,2,10,4,3,4,3,7.3623,0.38765,2.3057,2.1968,NA,1,1.93032846717154
902,"Rht3","field_040210",9,4,8,2,3,4,1,5.7757,0.40735,1.4269,1.4132,NA,3,1.93032846717154
903,"Rht3","field_230310",1,5,7,3,5,5.84994463840933,1.84994463840933,7.7747,0.64226,4.0563,3.4288,0.0142,1,1.95897767333206
904,"Rht3","field_230310",1,6,6,2,5,5.84994463840933,0.849944638409331,9.3229,0.75897,5.5523,5.5359,0.0137,1,1.95897767333206
905,"Rht3","field_230310",1,4,8,4,5,5.84994463840933,2.84994463840933,7.5791,0.54844,3.2639,1.4229,NA,2,1.95897767333206
906,"Rht3","field_230310",10,5,7,3,6,6.30672296653366,2.30672296653366,7.0168,0.63256,3.6861,3.618,0.0198,1,1.70037743351949
907,"Rht3","field_230310",10,4,8,4,6,6.30672296653366,3.30672296653366,6.1053,0.5084,2.3196,0.8719,NA,1,1.70037743351949
908,"Rht3","field_230310",10,6,6,2,6,6.30672296653366,1.30672296653366,8.226,0.76937,5.0647,5.0566,0.0202,1,1.70037743351949
909,"Rht3","field_230310",10,7,5,1,6,6.30672296653366,0.306722966533663,3.7088,0.19729,0.56824,0.56738,NA,3,1.70037743351949
910,"Rht3","field_230310",11,6,6,2,6,6.39125492750782,1.39125492750782,8.5444,0.74837,5.0598,5.0484,0.0211,1,1.91026854551322
911,"Rht3","field_230310",11,4,8,4,6,6.39125492750782,3.39125492750782,3.6545,0.55311,1.8342,1.0514,NA,3,1.91026854551322
912,"Rht3","field_230310",11,5,7,3,6,6.39125492750782,2.39125492750782,7.8764,0.64129,4.0078,3.5912,0.0207,1,1.91026854551322
913,"Rht3","field_230310",11,7,5,1,6,6.39125492750782,0.391254927507823,4.2064,0.26062,0.80946,0.80401,NA,3,1.91026854551322
914,"Rht3","field_230310",12,7,5,1,6,6.63773307238148,0.637733072381476,5.3052,0.65828,2.6376,2.6336,NA,3,1.45822239122517
915,"Rht3","field_230310",12,4,8,4,6,6.63773307238148,3.63773307238148,1.9251,0.47254,0.83921,0.56136,NA,3,1.45822239122517
916,"Rht3","field_230310",12,5,7,3,6,6.63773307238148,2.63773307238148,6.3175,0.57882,3.1392,2.7188,0.0137,3,1.45822239122517
917,"Rht3","field_230310",12,6,6,2,6,6.63773307238148,1.63773307238148,7.9267,0.63471,4.0558,4.0487,0.0169,1,1.45822239122517
918,"Rht3","field_230310",13,6,7,1,5,5.72850985863326,0.728509858633258,5.3785,0.51838,2.0333,2.0328,NA,3,1.61591335796337
919,"Rht3","field_230310",13,4,9,3,5,5.72850985863326,2.72850985863326,6.4286,0.46436,2.3236,1.6756,NA,2,1.61591335796337
920,"Rht3","field_230310",13,5,8,2,5,5.72850985863326,1.72850985863326,7.1918,0.55932,3.3085,3.2982,0.0142,1,1.61591335796337
921,"Rht3","field_230310",14,4,8,4,6,6.50051961198617,3.50051961198617,1.1371,0.43896,0.47111,0.45283,NA,3,1.55609017176884
922,"Rht3","field_230310",14,6,6,2,6,6.50051961198617,1.50051961198617,7.9524,0.57464,3.6669,3.6573,0.0144,1,1.55609017176884
923,"Rht3","field_230310",14,5,7,3,6,6.50051961198617,2.50051961198617,6.0986,0.54787,2.9879,2.6642,NA,3,1.55609017176884
924,"Rht3","field_230310",14,7,5,1,6,6.50051961198617,0.500519611986169,3.8041,0.33022,0.85993,0.85928,NA,3,1.55609017176884
925,"Rht3","field_230310",15,6,7,2,6,6.42573495270647,1.42573495270647,7.4262,0.68298,4.0248,4.0206,0.0174,1,1.42641789290801
926,"Rht3","field_230310",15,4,9,4,6,6.42573495270647,3.42573495270647,5.5704,0.49385,2.0614,1.4349,NA,2,1.42641789290801
927,"Rht3","field_230310",15,5,8,3,6,6.42573495270647,2.42573495270647,6.2337,0.60584,3.1103,3.0135,0.0138,1,1.42641789290801
928,"Rht3","field_230310",15,7,6,1,6,6.42573495270647,0.42573495270647,3.8505,0.29115,0.77785,0.77677,NA,3,1.42641789290801
929,"Rht3","field_230310",16,4,8,4,5,6.35169677454398,3.35169677454398,3.7312,0.49149,1.6961,1.5358,NA,3,1.78263277553312
930,"Rht3","field_230310",16,5,7,3,5,6.35169677454398,2.35169677454398,7.3791,0.59529,3.539,3.4721,0.01765,1,1.78263277553312
931,"Rht3","field_230310",16,7,5,1,5,6.35169677454398,0.351696774543984,3.5319,0.17501,0.43498,0.43469,NA,3,1.78263277553312
932,"Rht3","field_230310",16,6,6,2,5,6.35169677454398,1.35169677454398,8.1333,0.69101,4.4559,4.4403,0.0168,1,1.78263277553312
933,"Rht3","field_230310",17,5,7,3,6,6.34962651922783,2.34962651922783,8.0464,0.60052,4.0129,3.9092,0.0185,1,1.63642029358906
934,"Rht3","field_230310",17,4,8,4,6,6.34962651922783,3.34962651922783,2.6768,0.49276,1.2199,1.0509,NA,3,1.63642029358906
935,"Rht3","field_230310",17,6,6,2,6,6.34962651922783,1.34962651922783,9.0732,0.72755,5.1807,5.1762,0.0215,1,1.63642029358906
936,"Rht3","field_230310",17,7,5,1,6,6.34962651922783,0.349626519227829,3.6045,0.25714,0.60896,0.60889,NA,3,1.63642029358906
937,"Rht3","field_230310",18,5,7,3,6,6.34484177153822,2.34484177153822,6.9588,0.58195,3.2255,3.1462,0.0147,1,1.65494686911308
938,"Rht3","field_230310",18,6,6,2,6,6.34484177153822,1.34484177153822,6.963,0.58601,3.2625,3.2611,NA,1,1.65494686911308
939,"Rht3","field_230310",18,4,8,4,6,6.34484177153822,3.34484177153822,5.2191,0.51032,2.364,1.5115,NA,3,1.65494686911308
940,"Rht3","field_230310",18,7,5,1,6,6.34484177153822,0.344841771538217,3.7228,0.44673,1.3097,1.3072,NA,3,1.65494686911308
941,"Rht3","field_230310",2,4,8,4,6,6.25082244066485,3.25082244066485,5.6873,0.50522,2.3691,1.1305,NA,3,1.63554401922168
942,"Rht3","field_230310",2,6,6,2,6,6.25082244066485,1.25082244066485,7.2785,0.62368,3.6738,3.6663,0.02835,1,1.63554401922168
943,"Rht3","field_230310",2,7,5,1,6,6.25082244066485,0.250822440664845,2.9024,0.13641,0.32021,0.32014,NA,3,1.63554401922168
944,"Rht3","field_230310",2,5,7,3,6,6.25082244066485,2.25082244066485,7.4795,0.54964,3.3204,3.2214,0.02005,1,1.63554401922168
945,"Rht3","field_230310",3,7,5,1,6,6.2953429273816,0.295342927381597,3.8161,0.25579,0.62365,0.61541,NA,3,1.6967487601665
946,"Rht3","field_230310",3,4,8,4,6,6.2953429273816,3.2953429273816,7.0378,0.45266,2.3829,0.96351,NA,2,1.6967487601665
947,"Rht3","field_230310",3,5,7,3,6,6.2953429273816,2.2953429273816,7.292,0.57394,3.3595,3.279,0.0167,1,1.6967487601665
948,"Rht3","field_230310",3,6,6,2,6,6.2953429273816,1.2953429273816,8.1307,0.62694,4.1028,4.0955,0.0188,1,1.6967487601665
949,"Rht3","field_230310",4,5,7,3,5,6.05268541976717,2.05268541976717,7.4899,0.60835,3.8391,3.8205,0.0194,1,1.51666357729658
950,"Rht3","field_230310",4,4,8,4,5,6.05268541976717,3.05268541976717,6.8043,0.50522,2.7449,2.2307,NA,2,1.51666357729658
951,"Rht3","field_230310",4,7,5,1,5,6.05268541976717,0.0526854197671698,2.8406,0.19063,0.44867,0.44853,NA,3,1.51666357729658
952,"Rht3","field_230310",4,6,6,2,5,6.05268541976717,1.05268541976717,8.5748,0.75781,5.1657,5.1404,0.02165,3,1.51666357729658
953,"Rht3","field_230310",5,5,7,3,6,6.45164725122636,2.45164725122636,7.1943,0.60179,3.5704,3.1957,0.0178,1,1.72418180839337
954,"Rht3","field_230310",5,6,6,2,6,6.45164725122636,1.45164725122636,8.4965,0.74175,5.1006,5.0793,0.02705,1,1.72418180839337
955,"Rht3","field_230310",5,4,8,4,6,6.45164725122636,3.45164725122636,2.4827,0.49519,1.1171,0.048029,NA,3,1.72418180839337
956,"Rht3","field_230310",5,7,5,1,6,6.45164725122636,0.451647251226357,4.2733,0.67267,1.971,1.9707,NA,3,1.72418180839337
957,"Rht3","field_230310",6,5,8,3,5,5.95179626307274,1.95179626307274,7.6008,0.5667,3.5649,3.5486,0.0172,1,1.57074153006339
958,"Rht3","field_230310",6,4,9,4,5,5.95179626307274,2.95179626307274,7.3604,0.43739,2.4611,1.4612,NA,2,1.57074153006339
959,"Rht3","field_230310",6,6,7,2,5,5.95179626307274,0.951796263072741,7.7315,0.69888,4.1118,4.1044,0.01575,3,1.57074153006339
960,"Rht3","field_230310",7,5,7,2,5,5.6543709567622,1.6543709567622,7.0424,0.57608,3.3401,3.3268,0.01555,1,1.77011422183933
961,"Rht3","field_230310",7,6,6,1,5,5.6543709567622,0.654370956762205,6.0248,0.60343,2.8343,2.8342,0.011,3,1.77011422183933
962,"Rht3","field_230310",7,4,8,3,5,5.6543709567622,2.6543709567622,6.0258,0.47509,2.334,1.8513,NA,2,1.77011422183933
963,"Rht3","field_230310",8,7,5,1,6,6.4548495393888,0.454849539388799,4.0808,0.56405,1.6155,1.6143,NA,3,1.72113560758794
964,"Rht3","field_230310",8,5,7,3,6,6.4548495393888,2.4548495393888,6.3914,0.56956,2.9912,2.9634,0.01365,1,1.72113560758794
965,"Rht3","field_230310",8,4,8,4,6,6.4548495393888,3.4548495393888,3.0986,0.45922,1.2783,0.57168,NA,3,1.72113560758794
966,"Rht3","field_230310",8,6,6,2,6,6.4548495393888,1.4548495393888,7.2503,0.63584,3.723,3.7193,0.0151,1,1.72113560758794
967,"Rht3","field_230310",9,6,6,2,6,6.29077096542434,1.29077096542434,8.5387,0.70915,4.8742,4.8712,0.0206,1,1.59717755886334
968,"Rht3","field_230310",9,5,7,3,6,6.29077096542434,2.29077096542434,7.1424,0.59364,3.4562,3.4464,0.0174,1,1.59717755886334
969,"Rht3","field_230310",9,7,5,1,6,6.29077096542434,0.29077096542434,3.7246,0.35467,1.0386,1.0383,NA,3,1.59717755886334
970,"Rht3","field_230310",9,4,8,4,6,6.29077096542434,3.29077096542434,6.758,0.47827,2.5855,1.4578,NA,2,1.59717755886334
971,"Rht3","field_130410",11,7,5,3,7,8,2,10.0733,0.91091,7.4755,7.4193,0.0287,1,1.56937798340876
972,"Rht3","field_130410",11,8,4,2,7,8,1,14.3327,1.2654,14.7415,14.6393,NA,3,1.56937798340876
973,"Rht3","field_130410",11,6,6,4,7,8,3,8.226,0.75853,4.0804,2.6103,NA,2,1.56937798340876
974,"Rht3","field_130410",12,7,5,2,7,7.7333843351361,1.7333843351361,12.5734,1.0056,10.3652,10.2581,0.0426,1,1.46402615143182
975,"Rht3","field_130410",12,8,4,1,7,7.7333843351361,0.733384335136105,11.005,1.1749,10.2111,10.2068,NA,3,1.46402615143182
976,"Rht3","field_130410",12,6,6,3,7,7.7333843351361,2.7333843351361,8.2891,0.73254,4.5989,4.2406,NA,2,1.46402615143182
