"inerv","label","Source","plant","rank","ranktop","age","lmax","wmax","A","Agr","mass","stat","phiP"
212,"Tremie12","sampled_plants_110412",11,12,1.63333333333333,0.757125171951248,17.6145,1.4304,19.4097,19.4086,NA,3,1.60385252572731
216,"Tremie12","sampled_plants_120612",11,12,2,7.69762413867656,NA,NA,NA,NA,NA,NA,1.61457551547395
228,"Tremie12","sampled_plants_090512",12,12,2,3.35230413486541,24.9,1.5,28.7,28.6,NA,1,1.56223384759867
234,"Tremie12","sampled_plants_110412",12,12,1.63333333333333,-0.732699042300478,NA,NA,NA,NA,NA,NA,1.51871723718102
239,"Tremie12","sampled_plants_120612",12,12,2,7.29762413867656,NA,NA,NA,NA,NA,NA,1.59009835791501
251,"Tremie12","sampled_plants_090512",13,12,2,1.73591135520805,19.6,1.9,28.3,28.2,NA,1,1.55889077144225
24,"Tremie12","sampled_plants_090512",2,12,2,2.9145635749682,19.5,1.8,26.3,26.2,NA,1,1.55158113673415
257,"Tremie12","sampled_plants_110412",13,12,1.63333333333333,-0.513647581755427,NA,NA,NA,NA,NA,NA,1.59878984457031
262,"Tremie12","sampled_plants_120612",13,12,2,7.69762413867656,NA,NA,NA,NA,NA,NA,1.56275855722034
272,"Tremie12","sampled_plants_090512",14,12,2,3.53370761795977,26.4,2,39.8,39.4,NA,1,1.63181192701115
282,"Tremie12","sampled_plants_120612",14,12,2,8.39762413867656,NA,NA,NA,NA,NA,NA,1.60256492307831
301,"Tremie12","sampled_plants_110412",15,12,1.63333333333333,0.237309919117587,12.1036,0.84781,8.3513,8.3513,NA,3,1.55598497053094
306,"Tremie12","sampled_plants_120612",15,12,2,8.49762413867656,NA,NA,NA,NA,NA,NA,1.56913128487628
315,"Tremie12","sampled_plants_090512",16,12,2,2.65890355275491,24.2,1.8,33.5,33.3,NA,1,1.56680227010617
321,"Tremie12","sampled_plants_110412",16,12,1.63333333333333,9.36472360990592e-07,7.8811,0.64151,3.3297,3.3297,NA,3,1.63920015261663
325,"Tremie12","sampled_plants_120612",16,12,2,7.89762413867656,NA,NA,NA,NA,NA,NA,1.56463737981163
336,"Tremie12","sampled_plants_090512",17,12,2,2.50895873340186,16.8,1.7,21.5,21.5,NA,1,1.54538941961974
34,"Tremie12","sampled_plants_120612",2,12,2,7.89762413867656,NA,NA,NA,NA,NA,NA,1.50394463272459
342,"Tremie12","sampled_plants_110412",17,12,1.63333333333333,0.556584596459096,14.8624,1.1476,13.4891,13.4873,NA,3,1.65071666418419
346,"Tremie12","sampled_plants_120612",17,12,2,7.89762413867656,NA,NA,NA,NA,NA,NA,1.60942347304689
358,"Tremie12","sampled_plants_090512",18,12,2,2.50632438724415,18.8,1.9,26.6,26.5,NA,1,1.529927445568
364,"Tremie12","sampled_plants_110412",18,12,1.63333333333333,0.158548883757804,10.1527,0.37595,2.995,2.9942,NA,3,1.53801741883254
368,"Tremie12","sampled_plants_120612",18,12,2,7.89762413867656,NA,NA,NA,NA,NA,NA,1.60120391666036
380,"Tremie12","sampled_plants_090512",19,12,2,2.53505337986113,20.1,1.7,26.8,26.7,NA,1,1.57547061323053
385,"Tremie12","sampled_plants_120612",19,12,2,8.49762413867656,NA,NA,NA,NA,NA,NA,1.59034673543643
397,"Tremie12","sampled_plants_090512",20,12,2,3.38690412731845,21.4,1.7,28.6,28.5,NA,1,1.47274939124776
402,"Tremie12","sampled_plants_120612",20,12,2,7.99762413867656,NA,NA,NA,NA,NA,NA,1.61410928046524
414,"Tremie12","sampled_plants_090512",21,12,2,2.9145635749682,23.4,1.8,31.3,31.3,NA,1,1.56546764000664
420,"Tremie12","sampled_plants_120612",21,12,2,7.89762413867656,NA,NA,NA,NA,NA,NA,1.49394585658965
41,"Tremie12","sampled_plants_090512",3,13,1,1.75555576574321,15.4,1.5,15.9,15.9,NA,1,1.58743370052777
432,"Tremie12","sampled_plants_090512",22,13,1,2.34692451729029,13.9,1.9,19.6,19.6,NA,1,1.57850855823988
443,"Tremie12","sampled_plants_120612",22,13,1,6.89762413867656,NA,NA,NA,NA,NA,NA,1.58330369839487
454,"Tremie12","sampled_plants_090512",23,13,1,1.39031950693201,12.7,1.9,17.9,17.9,NA,1,1.52548540571443
464,"Tremie12","sampled_plants_120612",23,13,1,6.79762413867656,NA,NA,NA,NA,NA,NA,1.63555804787843
479,"Tremie12","sampled_plants_120612",24,13,1,6.89762413867656,NA,NA,NA,NA,NA,NA,1.58938514758344
494,"Tremie12","sampled_plants_120612",25,13,1,7.19762413867656,NA,NA,NA,NA,NA,NA,1.57744343353246
52,"Tremie12","sampled_plants_120612",3,13,1,6.59762413867656,NA,NA,NA,NA,NA,NA,1.50325574089696
511,"Tremie12","sampled_plants_120612",26,13,1,6.89762413867656,NA,NA,NA,NA,NA,NA,1.58145677781687
526,"Tremie12","sampled_plants_120612",27,13,1,7.09762413867656,NA,NA,NA,NA,NA,NA,1.61638788531614
540,"Tremie12","sampled_plants_120612",28,13,1,7.59762413867656,NA,NA,NA,NA,NA,NA,1.5707963267949
554,"Tremie12","sampled_plants_120612",29,13,1,7.29762413867656,NA,NA,NA,NA,NA,NA,1.58222658260964
567,"Tremie12","sampled_plants_120612",30,13,1,7.39762413867656,NA,NA,NA,NA,NA,NA,1.54475761646207
58,"Tremie12","sampled_plants_090512",4,13,1,2.34230490142793,12,1.5,12.6,12.6,NA,1,1.57512877204009
67,"Tremie12","sampled_plants_120612",4,13,1,6.69762413867656,NA,NA,NA,NA,NA,NA,1.59547823352358
80,"Tremie12","sampled_plants_090512",5,13,1,2.30984917237782,16.5,1.6,18.9,18.9,NA,1,1.61020390224638
8,"Tremie12","sampled_plants_090512",1,13,1,1.51664238918542,12,1.4,10.8,10.8,NA,1,1.56625132513994
90,"Tremie12","sampled_plants_120612",5,13,1,7.49762413867656,NA,NA,NA,NA,NA,NA,1.616850088236
102,"Tremie12","sampled_plants_090512",6,13,1,1.63947850432584,13.1,1.8,17.2,17.2,NA,1,1.51702462927898
111,"Tremie12","sampled_plants_120612",6,13,1,6.69762413867656,NA,NA,NA,NA,NA,NA,1.63072778769601
123,"Tremie12","sampled_plants_090512",7,13,1,1.53008366487996,14.4,1.8,18.5,18.3,NA,1,1.56309619288848
134,"Tremie12","sampled_plants_120612",7,13,1,6.69762413867656,NA,NA,NA,NA,NA,NA,1.60498647579416
145,"Tremie12","sampled_plants_090512",8,13,1,2.44409223607114,16.8,1.8,23.6,23.6,NA,1,1.50526178180536
155,"Tremie12","sampled_plants_120612",8,13,1,6.69762413867656,NA,NA,NA,NA,NA,NA,1.55918618448958
166,"Tremie12","sampled_plants_090512",9,13,1,1.92778752519454,11,1.3,11,11,NA,1,1.56601376895701
19,"Tremie12","sampled_plants_120612",1,13,1,7.59762413867656,NA,NA,NA,NA,NA,NA,1.61562552363292
176,"Tremie12","sampled_plants_120612",9,13,1,6.69762413867656,NA,NA,NA,NA,NA,NA,1.53063822417515
187,"Tremie12","sampled_plants_090512",10,13,1,2.98925691408692,14.3,1.9,19.9,19.9,NA,1,1.53310177699951
196,"Tremie12","sampled_plants_120612",10,13,1,6.89762413867656,NA,NA,NA,NA,NA,NA,1.59736966966151
207,"Tremie12","sampled_plants_090512",11,13,1,2.14274555570447,13.4,1.3,10.3,10.3,NA,2,1.53198241297012
217,"Tremie12","sampled_plants_120612",11,13,1,6.69762413867656,NA,NA,NA,NA,NA,NA,1.61457551547395
229,"Tremie12","sampled_plants_090512",12,13,1,2.35230413486541,15,1.4,15,15,NA,1,1.56223384759867
240,"Tremie12","sampled_plants_120612",12,13,1,6.29762413867656,NA,NA,NA,NA,NA,NA,1.59009835791501
252,"Tremie12","sampled_plants_090512",13,13,1,0.735911355208053,11.7,1.4,13.4,13.4,NA,3,1.55889077144225
25,"Tremie12","sampled_plants_090512",2,13,1,1.9145635749682,11.9,1.7,15.5,15.4,NA,1,1.55158113673415
263,"Tremie12","sampled_plants_120612",13,13,1,6.69762413867656,NA,NA,NA,NA,NA,NA,1.56275855722034
273,"Tremie12","sampled_plants_090512",14,13,1,2.53370761795977,15.7,2.1,24.3,24.3,NA,1,1.63181192701115
283,"Tremie12","sampled_plants_120612",14,13,1,7.39762413867656,NA,NA,NA,NA,NA,NA,1.60256492307831
295,"Tremie12","sampled_plants_090512",15,13,1,1.9145635749682,11.3,1.8,14.6,14.6,NA,1,1.55704593054474
307,"Tremie12","sampled_plants_120612",15,13,1,7.49762413867656,NA,NA,NA,NA,NA,NA,1.56913128487628
316,"Tremie12","sampled_plants_090512",16,13,1,1.65890355275491,14.8,2.1,23.4,23.4,NA,1,1.56680227010617
326,"Tremie12","sampled_plants_120612",16,13,1,6.89762413867656,NA,NA,NA,NA,NA,NA,1.56463737981163
337,"Tremie12","sampled_plants_090512",17,13,1,1.50895873340186,11.7,1.7,14.7,14.7,NA,1,1.54538941961974
35,"Tremie12","sampled_plants_120612",2,13,1,6.89762413867656,NA,NA,NA,NA,NA,NA,1.50394463272459
347,"Tremie12","sampled_plants_120612",17,13,1,6.89762413867656,NA,NA,NA,NA,NA,NA,1.60942347304689
359,"Tremie12","sampled_plants_090512",18,13,1,1.50632438724415,10.9,1.7,13.8,13.8,NA,1,1.529927445568
369,"Tremie12","sampled_plants_120612",18,13,1,6.89762413867656,NA,NA,NA,NA,NA,NA,1.60120391666036
381,"Tremie12","sampled_plants_090512",19,13,1,1.53505337986113,12,1.9,16.4,16.4,NA,1,1.57547061323053
386,"Tremie12","sampled_plants_120612",19,13,1,7.49762413867656,NA,NA,NA,NA,NA,NA,1.59034673543643
398,"Tremie12","sampled_plants_090512",20,13,1,2.38690412731845,12.9,2,18,18,NA,1,1.47274939124776
403,"Tremie12","sampled_plants_120612",20,13,1,6.99762413867656,NA,NA,NA,NA,NA,NA,1.61410928046524
415,"Tremie12","sampled_plants_090512",21,13,1,1.9145635749682,14.8,2,21.9,21.9,NA,1,1.56546764000664
421,"Tremie12","sampled_plants_120612",21,13,1,6.89762413867656,NA,NA,NA,NA,NA,NA,1.49394585658965
68,"Tremie13","sampled_plants_290413",4,5,7.28888888888889,5.4465192462506,NA,NA,NA,NA,NA,NA,1.57965024027657
91,"Tremie13","sampled_plants_290413",5,5,7.28888888888889,5.45474923090035,NA,NA,NA,NA,NA,NA,1.58741548478641
370,"Tremie13","sampled_plants_290413",18,5,7.28888888888889,5.70302834470698,NA,NA,NA,NA,NA,NA,1.54917558106265
387,"Tremie13","sampled_plants_290413",19,5,7.28888888888889,5.70302834470698,NA,NA,NA,NA,NA,NA,1.63134868114103
427,"Tremie12","sampled_plants_090312",22,6,7.63333333333333,2.48751123392811,13.0871,0.55862,4.8411,2.5088,NA,2,1.54633637420077
465,"Tremie13","sampled_plants_290413",23,6,6.28888888888889,4.70302834470698,NA,NA,NA,NA,NA,NA,1.50919883145976
495,"Tremie13","sampled_plants_290413",25,6,6.28888888888889,4.67578633111073,NA,NA,NA,NA,NA,NA,1.5710439466256
527,"Tremie13","sampled_plants_290413",27,6,6.28888888888889,4.70302834470698,NA,NA,NA,NA,NA,NA,1.57101862598397
53,"Tremie12","sampled_plants_090312",4,6,7.63333333333333,2.2807974263167,5.959,0.75694,4.3335,4.2527,NA,3,1.43186180570836
69,"Tremie13","sampled_plants_290413",4,6,6.28888888888889,4.4465192462506,NA,NA,NA,NA,NA,NA,1.57965024027657
92,"Tremie13","sampled_plants_290413",5,6,6.28888888888889,4.45474923090035,NA,NA,NA,NA,NA,NA,1.58741548478641
112,"Tremie13","sampled_plants_290413",6,6,6.28888888888889,4.70706340413371,NA,NA,NA,NA,NA,NA,1.57445924762869
135,"Tremie13","sampled_plants_290413",7,6,6.28888888888889,4.70302834470698,NA,NA,NA,NA,NA,NA,1.58326395047331
156,"Tremie13","sampled_plants_290413",8,6,6.28888888888889,4.72052304391469,NA,NA,NA,NA,NA,NA,1.5961276132221
201,"Tremie12","sampled_plants_090312",11,6,7.63333333333333,2.28103729000251,10.2784,0.61729,4.7328,2.7753,NA,2,1.54187877018596
20,"Tremie12","sampled_plants_090312",2,6,7.63333333333333,1.6749846723046,1.6719,0.74491,1.1956,1.1627,NA,3,1.67349402138978
284,"Tremie13","sampled_plants_290413",14,6,6.28888888888889,4.61453578137884,NA,NA,NA,NA,NA,NA,1.6300033592657
327,"Tremie13","sampled_plants_290413",16,6,6.28888888888889,4.73120178606089,NA,NA,NA,NA,NA,NA,1.58077584476171
348,"Tremie13","sampled_plants_290413",17,6,6.28888888888889,4.8198530531215,NA,NA,NA,NA,NA,NA,1.59920850455183
371,"Tremie13","sampled_plants_290413",18,6,6.28888888888889,4.70302834470698,NA,NA,NA,NA,NA,NA,1.54917558106265
375,"Tremie12","sampled_plants_090312",19,6,7.63333333333333,1.59558427054059,8.5021,0.52126,3.1144,2.8957,NA,1,1.57450688490466
388,"Tremie13","sampled_plants_290413",19,6,6.28888888888889,4.70302834470698,NA,NA,NA,NA,NA,NA,1.63134868114103
392,"Tremie12","sampled_plants_090312",20,6,7.63333333333333,2.60905641985321,11.7838,0.51364,5.0609,4.2588,NA,1,1.56097278037404
404,"Tremie13","sampled_plants_290413",20,6,6.28888888888889,4.70302834470698,NA,NA,NA,NA,NA,NA,1.57669674647686
422,"Tremie13","sampled_plants_290413",21,6,6.28888888888889,4.71444798646651,NA,NA,NA,NA,NA,NA,1.5727750714901
1,"Tremie12","sampled_plants_090312",1,7,6.63333333333333,1.69078701694267,14.2511,0.80234,7.3933,6.992,NA,2,1.42543169969279
428,"Tremie12","sampled_plants_090312",22,7,6.63333333333333,1.48751123392811,15.3712,0.84386,10.0753,10.0595,NA,1,1.54633637420077
433,"Tremie12","sampled_plants_110412",22,7,6.63333333333333,4.44909419552814,4.4701,0.8441,3.4316,1.3561,NA,3,1.58066301809612
444,"Tremie13","sampled_plants_290413",22,7,5.28888888888889,3.74551432539283,NA,NA,NA,NA,NA,NA,1.53365146673566
448,"Tremie12","sampled_plants_090312",23,7,6.63333333333333,1.66374456190559,11.4989,0.65831,6.0104,6.0015,NA,1,1.55643465718575
466,"Tremie13","sampled_plants_290413",23,7,5.28888888888889,3.70302834470698,NA,NA,NA,NA,NA,NA,1.50919883145976
469,"Tremie12","sampled_plants_090312",24,7,6.63333333333333,1.90564270228998,11.6408,0.65398,5.1329,3.7059,NA,2,1.56242131323035
471,"Tremie12","sampled_plants_110412",24,7,6.63333333333333,4.65752058069987,NA,NA,NA,NA,NA,NA,1.50343645207293
480,"Tremie13","sampled_plants_290413",24,7,5.28888888888889,3.80804421158641,NA,NA,NA,NA,NA,NA,1.57670762158188
484,"Tremie12","sampled_plants_090312",25,7,6.63333333333333,2.16674116383596,10.5346,0.65021,5.1624,4.2574,NA,1,1.50030575994903
496,"Tremie13","sampled_plants_290413",25,7,5.28888888888889,3.67578633111073,NA,NA,NA,NA,NA,NA,1.5710439466256
500,"Tremie12","sampled_plants_090312",26,7,6.63333333333333,2.39194427801844,9.0976,0.42775,2.3282,0.90975,NA,3,1.5543143029599
46,"Tremie12","sampled_plants_120612",3,7,7,12.5976241386766,NA,NA,NA,NA,NA,NA,1.50325574089696
512,"Tremie13","sampled_plants_290413",26,7,5.28888888888889,3.79329321930526,NA,NA,NA,NA,NA,NA,1.53448413730176
528,"Tremie13","sampled_plants_290413",27,7,5.28888888888889,3.70302834470698,NA,NA,NA,NA,NA,NA,1.57101862598397
531,"Tremie12","sampled_plants_110412",28,7,6.63333333333333,4.15594876926037,7.6694,0.93239,6.6008,4.2996,NA,3,1.53291888292655
541,"Tremie13","sampled_plants_290413",28,7,5.28888888888889,3.76158322465787,NA,NA,NA,NA,NA,NA,1.55720025685548
54,"Tremie12","sampled_plants_090312",4,7,6.63333333333333,1.2807974263167,12.7459,1.0519,10.536,10.5253,NA,1,1.43186180570836
555,"Tremie13","sampled_plants_290413",29,7,5.28888888888889,3.81205932462975,NA,NA,NA,NA,NA,NA,1.53633427920166
568,"Tremie13","sampled_plants_290413",30,7,5.28888888888889,3.71389281671901,NA,NA,NA,NA,NA,NA,1.58239604653374
70,"Tremie13","sampled_plants_290413",4,7,5.28888888888889,3.4465192462506,NA,NA,NA,NA,NA,NA,1.57965024027657
74,"Tremie12","sampled_plants_090312",5,7,6.63333333333333,1.65602461093643,14.2779,0.75288,4.8063,3.0188,NA,2,1.56557444214412
81,"Tremie12","sampled_plants_110412",5,7,6.63333333333333,4.39581219199688,9.3461,0.42933,2.7296,0.37204,NA,2,1.53496775079728
93,"Tremie13","sampled_plants_290413",5,7,5.28888888888889,3.45474923090035,NA,NA,NA,NA,NA,NA,1.58741548478641
97,"Tremie12","sampled_plants_090312",6,7,6.63333333333333,1.59272046418202,2.8606,0.93193,2.4348,2.3948,NA,3,1.55156792769519
113,"Tremie13","sampled_plants_290413",6,7,5.28888888888889,3.70706340413371,NA,NA,NA,NA,NA,NA,1.57445924762869
117,"Tremie12","sampled_plants_090312",7,7,6.63333333333333,2.35992632587003,4.6877,0.73329,2.4861,2.1715,NA,3,1.5836161372678
124,"Tremie12","sampled_plants_110412",7,7,6.63333333333333,4.53267173355662,NA,NA,NA,NA,NA,NA,1.68789899583984
136,"Tremie13","sampled_plants_290413",7,7,5.28888888888889,3.70302834470698,NA,NA,NA,NA,NA,NA,1.58326395047331
139,"Tremie12","sampled_plants_090312",8,7,6.63333333333333,1.52371023623007,11.4806,0.96815,8.8129,8.8102,NA,3,1.55092846519785
157,"Tremie13","sampled_plants_290413",8,7,5.28888888888889,3.72052304391469,NA,NA,NA,NA,NA,NA,1.5961276132221
161,"Tremie12","sampled_plants_090312",9,7,6.63333333333333,1.3070475186845,13.8044,1.197,12.7942,12.7912,NA,1,1.65091091159493
177,"Tremie13","sampled_plants_290413",9,7,5.28888888888889,3.71836490070273,NA,NA,NA,NA,NA,NA,1.63292053691671
181,"Tremie12","sampled_plants_090312",10,7,6.63333333333333,1.37752279435341,9.9098,0.88791,6.7753,6.7743,NA,3,1.59161307248688
197,"Tremie13","sampled_plants_290413",10,7,5.28888888888889,3.88010205011833,NA,NA,NA,NA,NA,NA,1.53122495034962
202,"Tremie12","sampled_plants_090312",11,7,6.63333333333333,1.28103729000251,7.7273,0.95308,5.7079,5.7055,NA,3,1.54187877018596
21,"Tremie12","sampled_plants_090312",2,7,6.63333333333333,0.674984672304602,9.3463,1.1217,9.8117,9.7778,NA,3,1.67349402138978
218,"Tremie13","sampled_plants_290413",11,7,5.28888888888889,3.52862825611753,NA,NA,NA,NA,NA,NA,1.54818416053308
222,"Tremie12","sampled_plants_090312",12,7,6.63333333333333,2.62561086547109,14.6869,0.61974,3.6016,0.94509,NA,2,1.5707963267949
241,"Tremie13","sampled_plants_290413",12,7,5.28888888888889,3.91064602240442,NA,NA,NA,NA,NA,NA,1.5721647498467
245,"Tremie12","sampled_plants_090312",13,7,6.63333333333333,2.17292625115998,14.4676,0.78466,6.3798,3.9036,NA,2,1.5707963267949
253,"Tremie12","sampled_plants_110412",13,7,6.63333333333333,4.48635241824457,NA,NA,NA,NA,NA,NA,1.59878984457031
264,"Tremie13","sampled_plants_290413",13,7,5.28888888888889,3.73869048877185,NA,NA,NA,NA,NA,NA,1.58037646062187
268,"Tremie12","sampled_plants_090312",14,7,6.63333333333333,0.852115005500834,8.753,0.65378,4.8352,4.8326,NA,3,1.56733617441978
285,"Tremie13","sampled_plants_290413",14,7,5.28888888888889,3.61453578137884,NA,NA,NA,NA,NA,NA,1.6300033592657
289,"Tremie12","sampled_plants_090312",15,7,6.63333333333333,1.84665533054421,13.1554,0.74462,5.8609,2.4199,NA,2,1.55963023310212
296,"Tremie12","sampled_plants_110412",15,7,6.63333333333333,5.23730991911759,NA,NA,NA,NA,NA,NA,1.55598497053094
308,"Tremie13","sampled_plants_290413",15,7,5.28888888888889,3.70493739792489,NA,NA,NA,NA,NA,NA,1.61123283771049
312,"Tremie12","sampled_plants_090312",16,7,6.63333333333333,2.1774484173374,13.5517,0.6841,7.1935,7.1388,NA,3,1.49428474671812
328,"Tremie13","sampled_plants_290413",16,7,5.28888888888889,3.73120178606089,NA,NA,NA,NA,NA,NA,1.58077584476171
332,"Tremie12","sampled_plants_090312",17,7,6.63333333333333,1.56607380336284,13.9802,0.7683,8.2616,8.2518,NA,1,1.56442698617623
349,"Tremie13","sampled_plants_290413",17,7,5.28888888888889,3.8198530531215,NA,NA,NA,NA,NA,NA,1.59920850455183
353,"Tremie12","sampled_plants_090312",18,7,6.63333333333333,0.754469441555998,6.7477,0.50846,2.8082,2.8077,NA,3,1.50807431571554
372,"Tremie13","sampled_plants_290413",18,7,5.28888888888889,3.70302834470698,NA,NA,NA,NA,NA,NA,1.54917558106265
376,"Tremie12","sampled_plants_090312",19,7,6.63333333333333,0.595584270540586,4.5097,0.30468,1.0539,1.0518,NA,3,1.57450688490466
36,"Tremie12","sampled_plants_090312",3,7,6.63333333333333,1.755514831678,6.1288,0.7716,4.4079,4.3675,NA,3,1.4886833949721
389,"Tremie13","sampled_plants_290413",19,7,5.28888888888889,3.70302834470698,NA,NA,NA,NA,NA,NA,1.63134868114103
393,"Tremie12","sampled_plants_090312",20,7,6.63333333333333,1.60905641985321,13.4836,0.70814,7.3264,7.2532,NA,1,1.56097278037404
405,"Tremie13","sampled_plants_290413",20,7,5.28888888888889,3.70302834470698,NA,NA,NA,NA,NA,NA,1.57669674647686
408,"Tremie12","sampled_plants_090312",21,7,6.63333333333333,2.10442988000496,12.8248,0.7365,7.1941,6.6187,NA,1,1.67945754263548
423,"Tremie13","sampled_plants_290413",21,7,5.28888888888889,3.71444798646651,NA,NA,NA,NA,NA,NA,1.5727750714901
2,"Tremie12","sampled_plants_090312",1,8,5.63333333333333,0.690787016942665,NA,NA,NA,NA,NA,NA,1.42543169969279
434,"Tremie12","sampled_plants_110412",22,8,5.63333333333333,3.44909419552814,19.3673,1.2306,18.438,16.7247,NA,1,1.58066301809612
438,"Tremie12","sampled_plants_120612",22,8,6,11.8976241386766,NA,NA,NA,NA,NA,NA,1.58330369839487
445,"Tremie13","sampled_plants_290413",22,8,4.28888888888889,2.74551432539283,NA,NA,NA,NA,NA,NA,1.53365146673566
449,"Tremie12","sampled_plants_090312",23,8,5.63333333333333,0.663744561905592,7.1744,0.63213,3.6725,3.6724,NA,3,1.55643465718575
455,"Tremie12","sampled_plants_110412",23,8,5.63333333333333,4.42844646947558,12.8276,1.0929,12.2407,6.9666,NA,3,1.29645011644965
467,"Tremie13","sampled_plants_290413",23,8,4.28888888888889,2.70302834470698,NA,NA,NA,NA,NA,NA,1.50919883145976
42,"Tremie12","sampled_plants_110412",3,8,5.63333333333333,3.92528962733626,14.0382,0.85854,8.7079,6.2984,NA,2,1.46898705022356
470,"Tremie12","sampled_plants_090312",24,8,5.63333333333333,0.905642702289982,9.2109,0.97288,7.1246,7.1244,NA,3,1.56242131323035
472,"Tremie12","sampled_plants_110412",24,8,5.63333333333333,3.65752058069987,NA,NA,NA,NA,NA,NA,1.50343645207293
481,"Tremie13","sampled_plants_290413",24,8,4.28888888888889,2.80804421158641,NA,NA,NA,NA,NA,NA,1.57670762158188
485,"Tremie12","sampled_plants_090312",25,8,5.63333333333333,1.16674116383596,9.7134,0.85244,6.5632,6.5589,NA,3,1.50030575994903
486,"Tremie12","sampled_plants_110412",25,8,5.63333333333333,5.39137969783748,6.0825,0.5616,3.1167,0.033835,NA,3,1.58191054565715
497,"Tremie13","sampled_plants_290413",25,8,4.28888888888889,2.67578633111073,NA,NA,NA,NA,NA,NA,1.5710439466256
501,"Tremie12","sampled_plants_090312",26,8,5.63333333333333,1.39194427801844,10.8141,1.0273,9.2472,9.2466,NA,3,1.5543143029599
502,"Tremie12","sampled_plants_110412",26,8,5.63333333333333,4.11507575278038,12.918,1.1675,13.3987,11.0458,NA,3,1.52812422063863
47,"Tremie12","sampled_plants_120612",3,8,6,11.5976241386766,NA,NA,NA,NA,NA,NA,1.50325574089696
513,"Tremie13","sampled_plants_290413",26,8,4.28888888888889,2.79329321930526,NA,NA,NA,NA,NA,NA,1.53448413730176
516,"Tremie12","sampled_plants_110412",27,8,5.63333333333333,3.51318301183354,11.7867,0.61499,5.8277,5.5844,NA,2,1.56970855127732
521,"Tremie12","sampled_plants_120612",27,8,6,12.0976241386766,NA,NA,NA,NA,NA,NA,1.61638788531614
529,"Tremie13","sampled_plants_290413",27,8,4.28888888888889,2.70302834470698,NA,NA,NA,NA,NA,NA,1.57101862598397
532,"Tremie12","sampled_plants_110412",28,8,5.63333333333333,3.15594876926037,20.9187,1.3612,21.4222,21.044,NA,1,1.53291888292655
542,"Tremie13","sampled_plants_290413",28,8,4.28888888888889,2.76158322465787,NA,NA,NA,NA,NA,NA,1.55720025685548
545,"Tremie12","sampled_plants_110412",29,8,5.63333333333333,3.37930463384476,17.1954,1.3707,18.9972,18.0542,NA,1,1.52016199549913
549,"Tremie12","sampled_plants_120612",29,8,6,12.2976241386766,NA,NA,NA,NA,NA,NA,1.58222658260964
556,"Tremie13","sampled_plants_290413",29,8,4.28888888888889,2.81205932462975,NA,NA,NA,NA,NA,NA,1.53633427920166
559,"Tremie12","sampled_plants_110412",30,8,5.63333333333333,4.07279660354477,12.3644,0.59276,6.1543,5.6197,NA,2,1.52436729431939
569,"Tremie13","sampled_plants_290413",30,8,4.28888888888889,2.71389281671901,NA,NA,NA,NA,NA,NA,1.58239604653374
59,"Tremie12","sampled_plants_110412",4,8,5.63333333333333,4.26158220167124,14.6531,0.65162,6.31323,0.17498,NA,3,1.552360719999
71,"Tremie13","sampled_plants_290413",4,8,4.28888888888889,2.4465192462506,NA,NA,NA,NA,NA,NA,1.57965024027657
75,"Tremie12","sampled_plants_090312",5,8,5.63333333333333,0.656024610936428,7.3951,0.78338,3.9095,3.878,NA,3,1.56557444214412
3,"Tremie12","sampled_plants_090512",1,8,6,6.51664238918542,NA,NA,NA,NA,NA,NA,1.56625132513994
82,"Tremie12","sampled_plants_110412",5,8,5.63333333333333,3.39581219199688,12.9017,0.89268,9.125,9.07,NA,1,1.53496775079728
94,"Tremie13","sampled_plants_290413",5,8,4.28888888888889,2.45474923090035,NA,NA,NA,NA,NA,NA,1.58741548478641
98,"Tremie12","sampled_plants_090312",6,8,5.63333333333333,0.59272046418202,8.1914,0.96644,7.055,7.0265,NA,3,1.55156792769519
114,"Tremie13","sampled_plants_290413",6,8,4.28888888888889,2.70706340413371,NA,NA,NA,NA,NA,NA,1.57445924762869
118,"Tremie12","sampled_plants_090312",7,8,5.63333333333333,1.35992632587003,14.1912,1.1351,11.4557,11.1881,NA,2,1.5836161372678
9,"Tremie12","sampled_plants_110412",1,8,5.63333333333333,3.92482572968073,13.4937,0.59521,5.8168,2.2939,NA,2,1.57859093937739
125,"Tremie12","sampled_plants_110412",7,8,5.63333333333333,3.53267173355662,12.4328,0.7517,5.7203,3.8391,NA,2,1.68789899583984
129,"Tremie12","sampled_plants_120612",7,8,6,11.6976241386766,NA,NA,NA,NA,NA,NA,1.60498647579416
137,"Tremie13","sampled_plants_290413",7,8,4.28888888888889,2.70302834470698,NA,NA,NA,NA,NA,NA,1.58326395047331
140,"Tremie12","sampled_plants_090312",8,8,5.63333333333333,0.52371023623007,NA,NA,NA,NA,NA,NA,1.55092846519785
146,"Tremie12","sampled_plants_110412",8,8,5.63333333333333,3.27926262226849,16.4142,0.8529,9.231,6.9641,NA,2,1.54345402182571
158,"Tremie13","sampled_plants_290413",8,8,4.28888888888889,2.72052304391469,NA,NA,NA,NA,NA,NA,1.5961276132221
14,"Tremie12","sampled_plants_120612",1,8,6,12.5976241386766,NA,NA,NA,NA,NA,NA,1.61562552363292
167,"Tremie12","sampled_plants_110412",9,8,5.63333333333333,4.67339851620357,NA,NA,NA,NA,NA,NA,1.53487991375034
