Date;var;Image;ID_Plant;ID_Axis;Organ;ID_Metamer;XY;Pt1;Pt2;Pt3;Pt4;Pt5;Pt6;Pt7;Pt8;Pt9;Pt10;Pt11;Pt12;Pt13;Pt14;Pt15;Pt16;Pt17;Pt18
12/06/2012;Tremie;12.06.2012_p02;2;1;2;11;0;6,27;8,1;11,04;12,95;15,82;19,24;;;;;;;;;;;;
12/06/2012;Tremie;12.06.2012_p02;2;1;2;11;1;37,33;37,25;38,13;38,37;37,25;36,92;;;;;;;;;;;;
12/06/2012;Tremie;12.06.2012_p02;2;1;2;12;0;5,47;4,83;3,4;2,45;1,97;1,25;;;;;;;;;;;;
12/06/2012;Tremie;12.06.2012_p02;2;1;2;12;1;46,33;50,26;55;58,86;62,08;65,93;;;;;;;;;;;;
12/06/2012;Tremie;12.06.2012_p02;2;1;2;13;0;6,76;6,96;7,24;7,36;;;;;;;;;;;;;;
12/06/2012;Tremie;12.06.2012_p02;2;1;2;13;1;69,77;75,07;79,17;80,34;;;;;;;;;;;;;;
12/06/2012;Tremie;12.06.2012_p03;3;1;0;0;0;9,19;9,67;10,62;10,78;10,78;11,1;;;;;;;;;;;;
12/06/2012;Tremie;12.06.2012_p03;3;1;0;0;1;0;36,23;52;59,57;74,06;75,35;;;;;;;;;;;;
12/06/2012;Tremie;12.06.2012_p03;3;1;2;7;0;9,41;10,52;11,2;;;;;;;;;;;;;;;
12/06/2012;Tremie;12.06.2012_p03;3;1;2;7;1;4,73;2,76;0,91;;;;;;;;;;;;;;;
12/06/2012;Tremie;12.06.2012_p03;3;1;2;8;0;9,13;8,14;8,02;8,93;10,09;10,8;11,76;12,08;12,23;12,63;12,71;12,59;12,12;11,44;;;;
12/06/2012;Tremie;12.06.2012_p03;3;1;2;8;1;8,31;10,28;11,13;11,37;11,45;11,17;11,33;11,81;12,1;12,38;12,74;12,98;13,34;13,75;;;;
12/06/2012;Tremie;12.06.2012_p03;3;1;2;9;0;9,71;12,73;13,21;13,21;13,61;14,32;18,46;19,81;23,71;26,02;25,86;26,42;;;;;;
12/06/2012;Tremie;12.06.2012_p03;3;1;2;9;1;15,17;15,9;16,22;16,86;16,86;16,62;16,14;15,58;13,08;14,45;15,34;16,38;;;;;;
12/06/2012;Tremie;12.06.2012_p03;3;1;2;10;0;9,15;8,36;8,51;8,99;8,91;8,83;7,8;6,6;0;;;;;;;;;
12/06/2012;Tremie;12.06.2012_p03;3;1;2;10;1;20,41;27,65;28,62;28,62;28,38;28,22;27,65;27,65;27,81;;;;;;;;;
12/06/2012;Tremie;12.06.2012_p03;3;1;2;11;0;10,11;12,81;18,86;19,1;;;;;;;;;;;;;;
12/06/2012;Tremie;12.06.2012_p03;3;1;2;11;1;36,51;39,24;34,49;33,69;;;;;;;;;;;;;;
12/06/2012;Tremie;12.06.2012_p03;3;1;2;12;0;10,34;9,23;8,12;6,84;;;;;;;;;;;;;;
12/06/2012;Tremie;12.06.2012_p03;3;1;2;12;1;51,72;59,45;64,04;68,06;;;;;;;;;;;;;;
12/06/2012;Tremie;12.06.2012_p03;3;1;2;13;0;11,14;10,5;10,19;;;;;;;;;;;;;;;
12/06/2012;Tremie;12.06.2012_p03;3;1;2;13;1;73,3;78,61;82,96;;;;;;;;;;;;;;;
12/06/2012;Tremie;12.06.2012_p04;4;1;0;0;0;10,45;10,61;10,13;10,45;8,22;;;;;;;;;;;;;
12/06/2012;Tremie;12.06.2012_p04;4;1;0;0;1;0;19,16;47,82;54,58;70,68;;;;;;;;;;;;;
12/06/2012;Tremie;12.06.2012_p04;4;1;2;8;0;10,71;9,71;8,52;8,2;8,12;8,16;8,4;8,44;8,44;8,44;8,24;8,16;8,48;8,32;8,92;;;
12/06/2012;Tremie;12.06.2012_p04;4;1;2;8;1;11,57;12,78;14,27;15,52;16,48;16,93;16,93;16,8;16,36;15,76;14,87;14,55;13,67;11,53;9,92;;;
12/06/2012;Tremie;12.06.2012_p04;4;1;2;9;0;10,21;2,63;0;0;0,8;2,63;4,39;4,39;;;;;;;;;;
12/06/2012;Tremie;12.06.2012_p04;4;1;2;9;1;17,79;24,71;27,69;28,01;27,45;26,32;25,84;25,28;;;;;;;;;;
12/06/2012;Tremie;12.06.2012_p04;4;1;2;10;0;10,11;10,03;10,23;11,03;11,75;12,31;12,31;12,31;12,23;12,15;11,71;11,31;10,95;;;;;
12/06/2012;Tremie;12.06.2012_p04;4;1;2;10;1;31,54;39,34;43,89;43,37;43,01;42,44;41,8;41,2;40,59;40,23;39,91;39,83;39,67;;;;;
12/06/2012;Tremie;12.06.2012_p04;4;1;2;11;0;9,99;11,27;12,79;14,34;15,34;16,42;17,69;;;;;;;;;;;
12/06/2012;Tremie;12.06.2012_p04;4;1;2;11;1;47,76;50,37;53,88;57,42;60,23;62,93;64,98;;;;;;;;;;;
12/06/2012;Tremie;12.06.2012_p04;4;1;2;12;0;8,68;8,64;8,64;;;;;;;;;;;;;;;
12/06/2012;Tremie;12.06.2012_p04;4;1;2;12;1;68,81;77,22;81,81;;;;;;;;;;;;;;;
12/06/2012;Tremie;12.06.2012_p05;5;1;0;0;0;11,74;10,3;9,18;7,74;7,74;;;;;;;;;;;;;
12/06/2012;Tremie;12.06.2012_p05;5;1;0;0;1;0;19,5;43,67;66,07;66,88;;;;;;;;;;;;;
12/06/2012;Tremie;12.06.2012_p05;5;1;2;8;0;11,22;10,02;8,98;7,3;6,18;5,78;5,22;5,54;5,94;6,74;5,94;5,46;5,46;;;;;
12/06/2012;Tremie;12.06.2012_p05;5;1;2;8;1;12,13;12,85;13,42;13,09;12,93;12,21;11,97;11,24;10,51;10,27;11;11,8;12,37;;;;;
12/06/2012;Tremie;12.06.2012_p05;5;1;2;9;0;10,48;8,76;7,08;6,28;5,16;3,52;3,8;4,52;5,32;3,6;1,72;0;;;;;;
12/06/2012;Tremie;12.06.2012_p05;5;1;2;9;1;14,36;15,01;15,57;16,09;16,09;15,33;14,6;14,52;13,72;12,59;12,23;11,99;;;;;;
12/06/2012;Tremie;12.06.2012_p05;5;1;2;10;0;9,72;9,32;9,88;10,24;11,2;11,2;13,56;;;;;;;;;;;
12/06/2012;Tremie;12.06.2012_p05;5;1;2;10;1;27,78;36,72;38,49;40,87;42,68;43,93;46,23;;;;;;;;;;;
12/06/2012;Tremie;12.06.2012_p05;5;1;2;11;0;9,72;16,36;22,68;;;;;;;;;;;;;;;
12/06/2012;Tremie;12.06.2012_p05;5;1;2;11;1;44,19;50,96;58,94;;;;;;;;;;;;;;;
12/06/2012;Tremie;12.06.2012_p05;5;1;2;12;0;8,14;9,5;;;;;;;;;;;;;;;;
12/06/2012;Tremie;12.06.2012_p05;5;1;2;12;1;65,38;78,44;;;;;;;;;;;;;;;;
12/06/2012;Tremie;12.06.2012_p06;6;1;0;0;0;8,93;6,18;6,37;5,81;5,45;5,26;;;;;;;;;;;;
12/06/2012;Tremie;12.06.2012_p06;6;1;0;0;1;0;18,24;30,4;47,16;67,62;69,27;;;;;;;;;;;;
12/06/2012;Tremie;12.06.2012_p06;6;1;2;8;0;6,92;9,48;11,23;12,51;11,59;11,32;11,69;12,33;12,33;;;;;;;;;
12/06/2012;Tremie;12.06.2012_p06;6;1;2;8;1;14,79;14,69;11,28;10,27;8,34;5,76;5,3;4,19;1,98;;;;;;;;;
12/06/2012;Tremie;12.06.2012_p06;6;1;2;9;0;5,94;2,66;0,61;0;1,23;2,2;2,77;3,18;;;;;;;;;;
12/06/2012;Tremie;12.06.2012_p06;6;1;2;9;1;19,78;23,48;27,54;31,04;32,07;31,35;32,69;33,56;;;;;;;;;;
12/06/2012;Tremie;12.06.2012_p06;6;1;2;10;0;6,57;7,31;8,2;7,56;5,78;4,4;3,31;;;;;;;;;;;
12/06/2012;Tremie;12.06.2012_p06;6;1;2;10;1;30,97;37,62;43,38;45,26;43,13;41,89;41,49;;;;;;;;;;;
12/06/2012;Tremie;12.06.2012_p06;6;1;2;11;0;5,56;2,78;2,44;0,87;;;;;;;;;;;;;;
12/06/2012;Tremie;12.06.2012_p06;6;1;2;11;1;47,93;56,74;61,79;65,98;;;;;;;;;;;;;;
12/06/2012;Tremie;12.06.2012_p06;6;1;2;12;0;5,22;0,54;;;;;;;;;;;;;;;;
12/06/2012;Tremie;12.06.2012_p06;6;1;2;12;1;67,25;77,59;;;;;;;;;;;;;;;;
12/06/2012;Tremie;12.06.2012_p07;7;1;0;0;0;6,02;5,52;5,02;5,52;5,52;3,35;;;;;;;;;;;;
12/06/2012;Tremie;12.06.2012_p07;7;1;0;0;1;0;17,9;30,06;45,42;52,68;68,72;;;;;;;;;;;;
12/06/2012;Tremie;12.06.2012_p07;7;1;2;8;0;5,72;2,52;;;;;;;;;;;;;;;;
12/06/2012;Tremie;12.06.2012_p07;7;1;2;8;1;3,74;3,57;;;;;;;;;;;;;;;;
12/06/2012;Tremie;12.06.2012_p07;7;1;2;9;0;6,28;8,36;9,26;9,82;9,33;11,62;14,74;15,36;15,64;15,92;16,68;;;;;;;
12/06/2012;Tremie;12.06.2012_p07;7;1;2;9;1;6,64;7,13;8,47;8,26;6,92;5,09;5,02;4,6;3,76;3,62;4,32;;;;;;;
12/06/2012;Tremie;12.06.2012_p07;7;1;2;10;0;5,15;4,73;5,01;4,23;3,17;0,92;0;;;;;;;;;;;
12/06/2012;Tremie;12.06.2012_p07;7;1;2;10;1;17,8;23,74;29,53;32,4;32,47;32,47;32,75;;;;;;;;;;;
12/06/2012;Tremie;12.06.2012_p07;7;1;2;11;0;5,7;7,93;8,33;9,14;12,38;13,8;13,9;13,9;13,49;12,99;;;;;;;;
12/06/2012;Tremie;12.06.2012_p07;7;1;2;11;1;31,33;37,38;37,9;37,69;34,92;32,97;31,13;29,48;29,38;29,07;;;;;;;;
12/06/2012;Tremie;12.06.2012_p07;7;1;2;12;0;5,16;6,71;7,88;8,91;;;;;;;;;;;;;;
12/06/2012;Tremie;12.06.2012_p07;7;1;2;12;1;45,08;55,66;60,58;63,6;;;;;;;;;;;;;;
12/06/2012;Tremie;12.06.2012_p07;7;1;2;13;0;3,48;2,9;2,75;;;;;;;;;;;;;;;
12/06/2012;Tremie;12.06.2012_p07;7;1;2;13;1;66,09;74,09;76,83;;;;;;;;;;;;;;;
12/06/2012;Tremie;12.06.2012_p08;8;1;0;0;0;6,34;5,44;7,07;6,53;7,25;7,25;;;;;;;;;;;;
12/06/2012;Tremie;12.06.2012_p08;8;1;0;0;1;0;22,06;38,79;54,42;74,28;75,57;;;;;;;;;;;;
12/06/2012;Tremie;12.06.2012_p08;8;1;2;9;0;5,89;12,3;15,74;18,16;18,81;;;;;;;;;;;;;
12/06/2012;Tremie;12.06.2012_p08;8;1;2;9;1;15,8;13,35;11,84;9,86;10,42;;;;;;;;;;;;;
12/06/2012;Tremie;12.06.2012_p08;8;1;2;10;0;5,14;4,91;4,45;5,75;7,09;7,93;7,93;7,56;7,05;7,05;6,77;;;;;;;
12/06/2012;Tremie;12.06.2012_p08;8;1;2;10;1;22,42;25,11;26,81;28,93;29,63;29,45;28,31;24,64;21,48;20,63;16,95;;;;;;;
12/06/2012;Tremie;12.06.2012_p08;8;1;2;11;0;6,14;7,51;8,73;10,53;9,89;10,68;10,46;9,89;;;;;;;;;;
12/06/2012;Tremie;12.06.2012_p08;8;1;2;11;1;36,94;39,35;41,18;44,83;48,56;53,38;55,57;56,3;;;;;;;;;;
12/06/2012;Tremie;12.06.2012_p08;8;1;2;12;0;6,4;3,62;1,74;0,66;;;;;;;;;;;;;;
12/06/2012;Tremie;12.06.2012_p08;8;1;2;12;1;53,94;62,02;68,34;71,2;;;;;;;;;;;;;;
12/06/2012;Tremie;12.06.2012_p08;8;1;2;13;0;7,38;4,29;1,52;0,89;;;;;;;;;;;;;;
12/06/2012;Tremie;12.06.2012_p08;8;1;2;13;1;74,02;78,69;82,33;83,83;;;;;;;;;;;;;;
12/06/2012;Tremie;12.06.2012_p09;9;1;0;0;0;12,77;12,61;11,95;13,09;14,4;14,89;;;;;;;;;;;;
12/06/2012;Tremie;12.06.2012_p09;9;1;0;0;1;0;17,24;33,01;47,46;62,73;68,31;;;;;;;;;;;;
12/06/2012;Tremie;12.06.2012_p09;9;1;2;8;0;12,49;11,81;11,67;11,16;11,03;11,3;10,84;12,22;14,1;13,69;;;;;;;;
12/06/2012;Tremie;12.06.2012_p09;9;1;2;8;1;10,57;10,61;13,06;13,52;12,69;10,61;8,54;8,35;8,31;5,45;;;;;;;;
12/06/2012;Tremie;12.06.2012_p09;9;1;2;9;0;12,83;14,59;15,39;18,18;22,1;23,61;;;;;;;;;;;;
12/06/2012;Tremie;12.06.2012_p09;9;1;2;9;1;15,69;16,89;20,91;21,96;19,15;15,93;;;;;;;;;;;;
12/06/2012;Tremie;12.06.2012_p09;9;1;2;10;0;11,76;12,8;13,76;15,44;16,63;20,87;;;;;;;;;;;;
12/06/2012;Tremie;12.06.2012_p09;9;1;2;10;1;31,56;34,93;41,04;41,2;41,04;38,31;;;;;;;;;;;;
12/06/2012;Tremie;12.06.2012_p09;9;1;2;11;0;13,29;8,97;4,22;0;;;;;;;;;;;;;;
12/06/2012;Tremie;12.06.2012_p09;9;1;2;11;1;44,89;51,2;56,31;60,33;;;;;;;;;;;;;;
12/06/2012;Tremie;12.06.2012_p09;9;1;2;12;0;14,59;14;14,75;;;;;;;;;;;;;;;
12/06/2012;Tremie;12.06.2012_p09;9;1;2;12;1;66,77;75,2;82,43;;;;;;;;;;;;;;;
12/06/2012;Tremie;12.06.2012_p10;10;1;0;0;0;4,12;3,94;3,38;2,64;;;;;;;;;;;;;;
12/06/2012;Tremie;12.06.2012_p10;10;1;0;0;1;2,6;33,37;55,29;70,59;;;;;;;;;;;;;;
12/06/2012;Tremie;12.06.2012_p10;10;1;2;9;0;4,4;5,51;5,93;5,79;5,79;6,99;8,38;8,52;8,56;8,89;9,58;;;;;;;
12/06/2012;Tremie;12.06.2012_p10;10;1;2;9;1;14,09;13,08;11,42;9,99;9,35;6,86;4,33;2,99;0,92;0,28;0;;;;;;;
12/06/2012;Tremie;12.06.2012_p10;10;1;2;10;0;3,38;3,47;4,49;7,73;7,55;6,44;2,45;0,97;1,99;2,04;;;;;;;;
12/06/2012;Tremie;12.06.2012_p10;10;1;2;10;1;21,1;23,03;24,04;22,06;19,62;17,92;17,92;18,24;20,4;22,06;;;;;;;;
12/06/2012;Tremie;12.06.2012_p10;10;1;2;11;0;4,2;8,94;11,67;11,97;12,06;;;;;;;;;;;;;
12/06/2012;Tremie;12.06.2012_p10;10;1;2;11;1;33,63;41,2;40,14;35,38;33,34;;;;;;;;;;;;;
12/06/2012;Tremie;12.06.2012_p10;10;1;2;12;0;3,32;5,15;3,53;;;;;;;;;;;;;;;
12/06/2012;Tremie;12.06.2012_p10;10;1;2;12;1;48,16;53,62;64,96;;;;;;;;;;;;;;;
12/06/2012;Tremie;12.06.2012_p10;10;1;2;13;0;3;3,64;;;;;;;;;;;;;;;;
12/06/2012;Tremie;12.06.2012_p10;10;1;2;13;1;69,55;80,36;;;;;;;;;;;;;;;;
12/06/2012;Tremie;12.06.2012_p11;11;1;0;0;0;11,73;10,58;10,73;9,87;8,29;;;;;;;;;;;;;
12/06/2012;Tremie;12.06.2012_p11;11;1;0;0;1;0;18,11;31,69;47,75;70,53;;;;;;;;;;;;;
12/06/2012;Tremie;12.06.2012_p11;11;1;2;8;0;11,42;12,23;13,68;14,32;14,82;15,54;15,72;15,68;15,68;15,36;15,18;;;;;;;
12/06/2012;Tremie;12.06.2012_p11;11;1;2;8;1;11,4;12,01;10,9;8,17;6,74;5,86;5,31;4,75;4,57;4,57;4,8;;;;;;;
12/06/2012;Tremie;12.06.2012_p11;11;1;2;9;0;10,3;10,39;12,7;15,19;18,13;20,62;21,16;21,87;23,38;;;;;;;;;
12/06/2012;Tremie;12.06.2012_p11;11;1;2;9;1;18,23;20,31;19,5;22,49;22,94;25,3;25,58;25,12;24,67;;;;;;;;;
12/06/2012;Tremie;12.06.2012_p11;11;1;2;10;0;10,95;11,73;11,88;11,73;12,17;12,76;12,66;13,93;;;;;;;;;;
12/06/2012;Tremie;12.06.2012_p11;11;1;2;10;1;31,44;35,72;40,24;43,67;46,86;49,14;50,44;49,74;;;;;;;;;;
12/06/2012;Tremie;12.06.2012_p11;11;1;2;11;0;9,43;6,61;4,31;2,3;0;;;;;;;;;;;;;
12/06/2012;Tremie;12.06.2012_p11;11;1;2;11;1;47,89;54,63;58,11;60,08;61,29;;;;;;;;;;;;;
12/06/2012;Tremie;12.06.2012_p11;11;1;2;12;0;8,02;6,14;4,77;;;;;;;;;;;;;;;
12/06/2012;Tremie;12.06.2012_p11;11;1;2;12;1;69,07;75,98;81,71;;;;;;;;;;;;;;;
12/06/2012;Tremie;12.06.2012_p12;12;1;0;0;0;15,84;15,66;14,94;14,39;;;;;;;;;;;;;;
12/06/2012;Tremie;12.06.2012_p12;12;1;0;0;1;0;28,86;52,17;78,62;;;;;;;;;;;;;;
12/06/2012;Tremie;12.06.2012_p12;12;1;2;8;0;16,07;17,07;17,61;17,84;17,97;17,97;17,52;16,98;16,39;16,3;16,7;17,16;17,88;18,15;19,02;;;
12/06/2012;Tremie;12.06.2012_p12;12;1;2;8;1;12,05;12,05;11,68;10,98;10,43;9,83;9,5;9,18;8,72;8,16;7,56;7,19;7,05;6,87;6,64;;;
12/06/2012;Tremie;12.06.2012_p12;12;1;2;9;0;15,52;12,61;11,83;11,42;11,46;11,42;11,75;12,09;12,24;12,35;12,39;12,24;11,6;11,01;10,6;;;
12/06/2012;Tremie;12.06.2012_p12;12;1;2;9;1;15,58;19,04;19,08;18,2;17,29;16,3;15,88;15,5;15,27;14,78;14,28;13,9;13,41;12,26;11,16;;;
12/06/2012;Tremie;12.06.2012_p12;12;1;2;10;0;15,84;17,04;18,24;18,79;16,74;17,24;17,99;18,69;19,29;19,39;19,39;;;;;;;
12/06/2012;Tremie;12.06.2012_p12;12;1;2;10;1;28,96;31,1;31,4;35,03;37,22;40,23;42,12;42,53;42,48;41,66;41,2;;;;;;;
12/06/2012;Tremie;12.06.2012_p12;12;1;2;11;0;15,01;10,43;5,95;0;;;;;;;;;;;;;;
12/06/2012;Tremie;12.06.2012_p12;12;1;2;11;1;41,37;48,28;48,38;47,91;;;;;;;;;;;;;;
12/06/2012;Tremie;12.06.2012_p12;12;1;2;12;0;15,4;20,55;22,48;;;;;;;;;;;;;;;
12/06/2012;Tremie;12.06.2012_p12;12;1;2;12;1;56,85;69,26;70,78;;;;;;;;;;;;;;;
12/06/2012;Tremie;12.06.2012_p12;12;1;2;13;0;14,76;16,36;16,74;;;;;;;;;;;;;;;
12/06/2012;Tremie;12.06.2012_p12;12;1;2;13;1;76,8;87,3;87,95;;;;;;;;;;;;;;;
12/06/2012;Tremie;12.06.2012_p13;13;1;0;0;0;8,82;8,63;8,82;9,19;;;;;;;;;;;;;;
12/06/2012;Tremie;12.06.2012_p13;13;1;0;0;1;0;31,45;48,28;67,89;;;;;;;;;;;;;;
12/06/2012;Tremie;12.06.2012_p13;13;1;2;8;0;9;9,09;7,15;5,67;5,01;4,82;3,67;2,25;0,06;1,11;;;;;;;;
12/06/2012;Tremie;12.06.2012_p13;13;1;2;8;1;5,57;6,57;8,39;7,58;5,76;4,28;3,75;3,18;1,46;1,36;;;;;;;;
12/06/2012;Tremie;12.06.2012_p13;13;1;2;9;0;8,01;7,67;6,35;5,76;4,1;2,64;0,98;0;;;;;;;;;;
12/06/2012;Tremie;12.06.2012_p13;13;1;2;9;1;9,52;11,14;11,19;10,51;11,44;10,16;9,57;9,82;;;;;;;;;;
12/06/2012;Tremie;12.06.2012_p13;13;1;2;10;0;8,94;10,05;12,2;13,87;13,44;16,82;;;;;;;;;;;;
12/06/2012;Tremie;12.06.2012_p13;13;1;2;10;1;18,82;20,8;21,36;24,51;30,08;31,75;;;;;;;;;;;;
12/06/2012;Tremie;12.06.2012_p13;13;1;2;11;0;8,86;13,86;14,6;14,96;15,94;16,49;17,1;17,28;;;;;;;;;;
12/06/2012;Tremie;12.06.2012_p13;13;1;2;11;1;31,42;40,99;41,23;40,68;40,99;40,8;40,56;38,53;;;;;;;;;;
12/06/2012;Tremie;12.06.2012_p13;13;1;2;12;0;8,46;1,22;;;;;;;;;;;;;;;;
12/06/2012;Tremie;12.06.2012_p13;13;1;2;12;1;47,36;60,92;;;;;;;;;;;;;;;;
12/06/2012;Tremie;12.06.2012_p13;13;1;2;13;0;8,86;10,65;;;;;;;;;;;;;;;;
12/06/2012;Tremie;12.06.2012_p13;13;1;2;13;1;66,69;78,9;;;;;;;;;;;;;;;;
12/06/2012;Tremie;12.06.2012_p14;14;1;0;0;0;6,46;5,83;6,3;6,46;6,78;6,94;;;;;;;;;;;;
12/06/2012;Tremie;12.06.2012_p14;14;1;0;0;1;0;2,57;13,02;31,18;46,61;69,27;;;;;;;;;;;;
12/06/2012;Tremie;12.06.2012_p14;14;1;2;8;0;5,74;4,75;6,03;5,86;2,84;2,15;;;;;;;;;;;;
12/06/2012;Tremie;12.06.2012_p14;14;1;2;8;1;7,15;5,57;4,58;3,82;3,06;3,82;;;;;;;;;;;;
12/06/2012;Tremie;12.06.2012_p14;14;1;2;9;0;6,55;7,31;10,12;11,58;12,86;13,91;14,91;15,9;16,31;16,13;15,14;;;;;;;
12/06/2012;Tremie;12.06.2012_p14;14;1;2;9;1;12,43;12,91;11,96;13,08;14,68;15,09;14,5;12,49;12,02;11,73;12,14;;;;;;;
12/06/2012;Tremie;12.06.2012_p14;14;1;2;10;0;6,02;5,65;7,03;5,06;3,55;3,78;4,19;4,19;;;;;;;;;;
12/06/2012;Tremie;12.06.2012_p14;14;1;2;10;1;16,35;18,2;20,78;23,78;29,23;31,26;32,05;33,15;;;;;;;;;;
12/06/2012;Tremie;12.06.2012_p14;14;1;2;11;0;7,01;9,69;9,69;12,05;;;;;;;;;;;;;;
12/06/2012;Tremie;12.06.2012_p14;14;1;2;11;1;30,65;37,88;41,62;49,56;;;;;;;;;;;;;;
12/06/2012;Tremie;12.06.2012_p14;14;1;2;12;0;6,49;2,96;3,09;;;;;;;;;;;;;;;
12/06/2012;Tremie;12.06.2012_p14;14;1;2;12;1;47,06;60,84;62,59;;;;;;;;;;;;;;;
12/06/2012;Tremie;12.06.2012_p14;14;1;2;13;0;7,21;4,37;1,77;1,08;;;;;;;;;;;;;;
12/06/2012;Tremie;12.06.2012_p14;14;1;2;13;1;67,91;72,71;78,11;79,4;;;;;;;;;;;;;;
12/06/2012;Tremie;12.06.2012_p15;15;1;0;0;0;5,04;5,22;5,22;6,14;5,22;;;;;;;;;;;;;
12/06/2012;Tremie;12.06.2012_p15;15;1;0;0;1;0,58;12,79;37,4;54,42;69,22;;;;;;;;;;;;;
12/06/2012;Tremie;12.06.2012_p15;15;1;2;8;0;5,43;7,07;8,83;10,79;12,3;12,99;13,18;13,43;13,94;;;;;;;;;
12/06/2012;Tremie;12.06.2012_p15;15;1;2;8;1;7,47;7,66;7,03;7,92;7,85;7,09;5,51;4,31;3,1;;;;;;;;;
12/06/2012;Tremie;12.06.2012_p15;15;1;2;9;0;4,99;5,37;6;7,19;7,76;8,33;9,71;10,72;11,42;11,73;11,61;11,61;11,67;11,79;;;;
12/06/2012;Tremie;12.06.2012_p15;15;1;2;9;1;10,51;12,54;13,17;13,17;12,73;9,75;8,42;7,85;6,78;5,95;4,05;2,85;1,46;0;;;;
12/06/2012;Tremie;12.06.2012_p15;15;1;2;10;0;5,67;6,25;6,29;5,32;4,93;5,1;5,37;5,37;5,1;;;;;;;;;
12/06/2012;Tremie;12.06.2012_p15;15;1;2;10;1;17,85;22,87;25,92;30,46;35,36;36,33;36,33;35,75;35,36;;;;;;;;;
12/06/2012;Tremie;12.06.2012_p15;15;1;2;11;0;5;4,13;2,98;2,06;0;;;;;;;;;;;;;
12/06/2012;Tremie;12.06.2012_p15;15;1;2;11;1;31,53;37,8;40,97;37,97;32,94;;;;;;;;;;;;;
