Date;var;Image;ID_Plant;ID_Axis;Organ;ID_Metamer;XY;Pt1;Pt2;Pt3;Pt4;Pt5;Pt6;Pt7;Pt8;Pt9;Pt10;Pt11;Pt12;Pt13;Pt14;Pt15;Pt16;Pt17;Pt18
11/04/2012;Tremie;Boigneville-11042012-P01-P02-P03;3;3;0;0;1;0;2,09;15,49;24,63;;;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P01-P02-P03;3;3;2;8;0;48,41;44,69;43,45;;;;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P01-P02-P03;3;3;2;8;1;11,44;22,02;24,85;;;;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P01-P02-P03;3;3;2;9;0;49;50,2;51,14;50,99;;;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P01-P02-P03;3;3;2;9;1;15,96;22,27;26,89;31,16;;;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P01-P02-P03;3;3;2;10;0;48,51;47,66;46,67;46,47;;;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P01-P02-P03;3;3;2;10;1;21,43;28,62;34,78;39;;;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P01-P02-P03;3;3;2;11;0;48,96;49;49;49,55;;;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P01-P02-P03;3;3;2;11;1;23,76;33,04;39,2;43,62;;;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P04-P05-P06;4;1;0;0;0;7,13;6,54;7,4;7,45;7,61;;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P04-P05-P06;4;1;0;0;1;0,27;6,77;15,89;22,28;24,84;;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P04-P05-P06;4;1;2;8;0;6,81;4,56;;;;;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P04-P05-P06;4;1;2;8;1;12,66;20,02;;;;;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P04-P05-P06;4;1;2;9;0;7,88;10,67;12,82;15,17;15,93;16,46;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P04-P05-P06;4;1;2;9;1;19,27;27,27;32,17;34,52;35,8;36,22;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P04-P05-P06;4;1;2;10;0;7,4;6,65;4,88;3,11;2,04;0;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P04-P05-P06;4;1;2;10;1;24,57;32,25;37,63;41,37;43,87;45,58;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P04-P05-P06;4;1;2;11;0;7,67;7,88;8,69;8,9;8,74;8,37;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P04-P05-P06;4;1;2;11;1;25,21;30,76;36,09;40,73;44,99;47,18;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P04-P05-P06;5;2;0;0;0;28,37;28,85;29,01;;;;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P04-P05-P06;5;2;0;0;1;0;8,8;18,12;;;;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P04-P05-P06;5;2;2;7;0;29,17;32,82;;;;;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P04-P05-P06;5;2;2;7;1;6,77;6,72;;;;;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P04-P05-P06;5;2;2;8;0;28,63;26,54;25,47;24,67;;;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P04-P05-P06;5;2;2;8;1;8,74;13,65;17,01;20,52;;;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P04-P05-P06;5;2;2;9;0;29,17;30,46;31,1;31,1;30,89;30,51;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P04-P05-P06;5;2;2;9;1;13,91;18,07;22,23;26,92;29,32;29,75;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P04-P05-P06;5;2;2;10;0;28,79;28,26;27,83;27,24;26,54;24,5;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P04-P05-P06;5;2;2;10;1;15,83;22,98;29,75;32,84;35,13;36,73;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P04-P05-P06;5;2;2;11;0;29,22;29,44;30,24;30,35;30,24;;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P04-P05-P06;5;2;2;11;1;17,54;23,46;30,55;34,54;37,4;;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P04-P05-P06;6;3;0;0;0;47,67;49,28;48,96;49,81;;;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P04-P05-P06;6;3;0;0;1;0,19;3,81;15,97;23,64;;;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P04-P05-P06;6;3;2;8;0;49,39;52,66;55,18;57,11;;;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P04-P05-P06;6;3;2;8;1;10,98;18,28;22,92;25,69;;;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P04-P05-P06;6;3;2;9;0;48,69;47,99;46,92;45,1;;;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P04-P05-P06;6;3;2;9;1;15,78;22,07;27,13;33,85;;;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P04-P05-P06;6;3;2;10;0;49,76;50,03;51,1;52,55;54,05;55,61;56,57;57,21;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P04-P05-P06;6;3;2;10;1;22,28;26,28;30,6;35,34;39,39;42,97;44,14;44,35;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P04-P05-P06;6;3;2;11;0;49,55;49,97;50,4;50,67;50,67;;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P04-P05-P06;6;3;2;11;1;24,09;28,04;34,28;37,05;39,82;;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P07-P08-P09;7;1;0;0;0;7,39;6,9;6,9;6,63;;;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P07-P08-P09;7;1;0;0;1;0,27;1,84;10,36;15,89;;;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P07-P08-P09;7;1;2;7;0;6,63;4,07;2,39;0;;;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P07-P08-P09;7;1;2;7;1;5,91;9,87;12,26;14,65;;;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P07-P08-P09;7;1;2;8;0;7,23;9,62;11,68;13,37;13,96;;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P07-P08-P09;7;1;2;8;1;10,58;15,73;18,55;21,48;23,11;;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P07-P08-P09;7;1;2;9;0;6,63;5,6;3,8;3,1;2,28;1,63;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P07-P08-P09;7;1;2;9;1;11,61;15,73;22,62;26,47;29,24;29,67;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P07-P08-P09;7;1;2;10;0;6,85;7,39;7,5;7,55;7,61;7,17;7,01;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P07-P08-P09;7;1;2;10;1;15,57;21,48;25,44;28,75;31,73;33,63;34,96;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P07-P08-P09;7;1;2;11;0;6,57;6,25;5,87;5,81;;;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P07-P08-P09;7;1;2;11;1;16,33;21,97;26,85;29,78;;;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P07-P08-P09;8;2;0;0;0;28,55;29,14;29,41;28,76;28,65;28,6;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P07-P08-P09;8;2;0;0;1;1,19;4,39;7,27;13,62;18,33;21,97;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P07-P08-P09;8;2;2;8;0;29,25;31,81;33,76;34,85;36,37;;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P07-P08-P09;8;2;2;8;1;9,66;15,03;20,23;22,46;23,92;;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P07-P08-P09;8;2;2;9;0;28,55;26,1;24,25;22,51;20,78;;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P07-P08-P09;8;2;2;9;1;15,57;21,37;25,82;28,69;29,83;;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P07-P08-P09;8;2;2;10;0;28,82;29,47;30,5;31,32;32,13;;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P07-P08-P09;8;2;2;10;1;18,01;24,74;30,05;34,17;38,19;;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P07-P08-P09;8;2;2;11;0;28,44;27,68;26,81;26,05;24,52;23,82;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P07-P08-P09;8;2;2;11;1;21,48;29,07;34,17;38,62;42,04;43,02;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P07-P08-P09;8;2;2;12;0;28,71;27,68;;;;;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P07-P08-P09;8;2;2;12;1;22,19;30,54;;;;;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P07-P08-P09;9;3;0;0;0;48,02;47,8;48,29;48,45;48,61;;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P07-P08-P09;9;3;0;0;1;0;3,96;8,9;13,94;16,27;;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P07-P08-P09;9;3;2;8;0;47,58;45,95;45,95;44,7;;;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P07-P08-P09;9;3;2;8;1;4,61;7,49;11,72;12,64;;;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P07-P08-P09;9;3;2;9;0;48,56;50,41;51,06;52,36;53,78;;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P07-P08-P09;9;3;2;9;1;9,17;15,3;17,74;18,61;19,15;;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P07-P08-P09;9;3;2;10;0;48,18;47,8;47,53;46,82;45,95;;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P07-P08-P09;9;3;2;10;1;12,72;18,69;25,25;28,07;29,1;;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P07-P08-P09;9;3;2;11;0;48,83;49,43;49,76;50,35;52,64;;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P07-P08-P09;9;3;2;11;1;15,62;21,97;28,64;32,49;35,26;;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P07-P08-P09;9;3;2;12;0;48,67;48,18;;;;;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P07-P08-P09;9;3;2;12;1;16,71;30,11;;;;;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P10-P11-P12-;10;1;0;0;0;6,3;5,07;5,18;6,02;;;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P10-P11-P12-;10;1;0;0;1;0,39;5,99;11,58;20,18;;;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P10-P11-P12-;10;1;2;7;0;5,24;2,98;0;;;;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P10-P11-P12-;10;1;2;7;1;5,97;8,44;12,6;;;;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P10-P11-P12-;10;1;2;8;0;5,02;2,73;1,17;0,06;;;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P10-P11-P12-;10;1;2;8;1;11,75;17,85;22,28;26,88;;;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P10-P11-P12-;10;1;2;9;0;5,91;7,92;10,59;12,49;14,55;;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P10-P11-P12-;10;1;2;9;1;15,91;22,67;29,15;31,26;32,15;;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P10-P11-P12-;10;1;2;10;0;5,74;5,52;4,63;2,84;;;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P10-P11-P12-;10;1;2;10;1;19,57;30,93;37,58;41,29;;;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P10-P11-P12-;10;1;2;11;0;6,24;6,74;7,02;;;;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P10-P11-P12-;10;1;2;11;1;20,67;28,66;33,7;;;;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P10-P11-P12-;11;2;0;0;0;27,78;26,89;27,44;;;;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P10-P11-P12-;11;2;0;0;1;0;2,61;18,85;;;;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P10-P11-P12-;11;2;2;8;0;26,44;24,16;23,43;;;;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P10-P11-P12-;11;2;2;8;1;7,82;12,75;14,85;;;;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P10-P11-P12-;11;2;2;9;0;27;24,71;23,21;21,2;20,03;;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P10-P11-P12-;11;2;2;9;1;13,03;19,4;24,33;26,72;27,77;;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P10-P11-P12-;11;2;2;10;0;27,33;27,05;26,66;26;24,38;22,04;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P10-P11-P12-;11;2;2;10;1;13,97;18,51;25,33;29,6;32,04;33,59;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P10-P11-P12-;11;2;2;11;0;27,28;26,89;26,66;26,5;25,77;;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P10-P11-P12-;11;2;2;11;1;18,4;30,87;36,03;37,91;39,85;;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P10-P11-P12-;11;2;2;12;0;27,44;27,61;;;;;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P10-P11-P12-;11;2;2;12;1;19,51;23,17;;;;;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P10-P11-P12-;12;3;0;0;0;47,2;47,2;48,26;;;;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P10-P11-P12-;12;3;0;0;1;0,5;7,76;17,9;;;;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P10-P11-P12-;12;3;2;8;0;46,83;43,81;41,14;;;;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P10-P11-P12-;12;3;2;8;1;7,36;14,64;18,45;;;;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P10-P11-P12-;12;3;2;9;0;47,87;50,72;54,03;56;;;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P10-P11-P12-;12;3;2;9;1;11,69;16,71;22,83;25,08;;;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P10-P11-P12-;12;3;2;10;0;47,52;46,83;45,32;43,64;;;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P10-P11-P12-;12;3;2;10;1;14;19,43;26,99;31,78;;;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P10-P11-P12-;12;3;2;11;0;48,42;49,59;50,21;50,93;;;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P10-P11-P12-;12;3;2;11;1;17,02;25,05;32,92;38,19;;;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P10-P11-P12-;12;3;2;12;0;48,26;48,76;48,87;;;;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P10-P11-P12-;12;3;2;12;1;18,18;23,11;27,05;;;;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P13-P14-P15;13;1;0;0;0;3,79;3,25;3,79;3,94;;;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P13-P14-P15;13;1;0;0;1;0,11;2,61;8,06;13,06;;;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P13-P14-P15;13;1;2;7;0;3,55;8,13;;;;;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P13-P14-P15;13;1;2;7;1;1,87;2,22;;;;;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P13-P14-P15;13;1;2;8;0;3,7;0;;;;;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P13-P14-P15;13;1;2;8;1;8,99;11,74;;;;;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P13-P14-P15;13;1;2;9;0;4,29;6,55;9,61;11,38;;;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P13-P14-P15;13;1;2;9;1;10,3;16,23;19,96;22,03;;;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P13-P14-P15;13;1;2;10;0;3,65;3,6;3,65;3,35;2,51;;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P13-P14-P15;13;1;2;10;1;11,47;19,18;24,68;28,65;31,99;;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P13-P14-P15;13;1;2;11;0;4,14;4,68;5,47;5,57;6,45;;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P13-P14-P15;13;1;2;11;1;12,41;20,8;26,2;29,54;31,5;;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P13-P14-P15;13;1;2;12;0;3,84;4,19;;;;;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P13-P14-P15;13;1;2;12;1;13,34;19,52;;;;;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P13-P14-P15;14;2;0;0;0;24,75;24,8;24,07;;;;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P13-P14-P15;14;2;0;0;1;0,29;12,02;24,82;;;;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P13-P14-P15;14;2;2;8;0;24,46;22,13;18,01;15,25;13,36;;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P13-P14-P15;14;2;2;8;1;11,98;14,73;12,94;8,88;5,41;;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P13-P14-P15;14;2;2;9;0;24,75;25,91;26,93;26,98;;;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P13-P14-P15;14;2;2;9;1;17,72;25,83;32,06;35,49;;;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P13-P14-P15;14;2;2;10;0;24,07;23,59;23,44;22,62;20,82;;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P13-P14-P15;14;2;2;10;1;23,27;31,19;37,37;41,24;45,63;;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P13-P14-P15;14;2;2;11;0;24,27;25,09;25,14;24,85;;;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P13-P14-P15;14;2;2;11;1;24,63;32,74;38,73;43,75;;;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P13-P14-P15;15;3;0;0;0;44,48;44,87;44,77;;;;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P13-P14-P15;15;3;0;0;1;0;9,37;17,72;;;;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P13-P14-P15;15;3;2;7;0;44,43;39,68;;;;;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P13-P14-P15;15;3;2;7;1;4,06;5,7;;;;;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P13-P14-P15;15;3;2;8;0;45,15;48,89;51,55;53,18;;;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P13-P14-P15;15;3;2;8;1;9,14;14,49;17,63;19,44;;;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P13-P14-P15;15;3;2;9;0;44,31;40,32;38,15;35,74;;;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P13-P14-P15;15;3;2;9;1;14,68;20,33;24,25;27,44;;;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P13-P14-P15;15;3;2;10;0;45,11;47,29;47,83;;;;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P13-P14-P15;15;3;2;10;1;14,29;32,55;37,18;;;;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P13-P14-P15;15;3;2;11;0;44,6;43,91;43,47;42,93;42,24;;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P13-P14-P15;15;3;2;11;1;16,99;28,87;33,63;36,48;38,19;;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P13-P14-P15;15;3;2;12;0;44,85;44,7;;;;;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P13-P14-P15;15;3;2;12;1;17,92;24,21;;;;;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P16-P17-P18-;16;1;0;0;0;8,1;7,52;7,23;7,33;7,71;;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P16-P17-P18-;16;1;0;0;1;0,82;2,85;7,87;13,86;22,17;;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P16-P17-P18-;16;1;2;8;0;6,89;2,97;;;;;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P16-P17-P18-;16;1;2;8;1;8,42;15,84;;;;;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P16-P17-P18-;16;1;2;9;0;7,66;6,51;6,12;5,98;5,59;;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P16-P17-P18-;16;1;2;9;1;13,91;17,58;22,12;27,1;28,35;;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P16-P17-P18-;16;1;2;10;0;7,23;6,46;4,96;2,6;0;;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P16-P17-P18-;16;1;2;10;1;17,68;25,26;29,95;32,8;34,83;;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P16-P17-P18-;16;1;2;11;0;7,94;9,38;10,11;10,35;11,17;;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P16-P17-P18-;16;1;2;11;1;21,59;29,27;36,76;40,77;43,42;;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P16-P17-P18-;16;1;2;12;0;7,7;8,66;9,38;;;;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P16-P17-P18-;16;1;2;12;1;22,46;29,51;35,4;;;;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P16-P17-P18-;17;2;0;0;0;29,55;28,4;29,17;29,94;;;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P16-P17-P18-;17;2;0;0;1;0,36;3,16;11,37;25;;;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P16-P17-P18-;17;2;2;8;0;28,34;25,01;22,75;20,35;;;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P16-P17-P18-;17;2;2;8;1;7,04;8,67;9,26;9,99;;;;;;;;;;;;;;
11/04/2012;Tremie;Boigneville-11042012-P16-P17-P18-;17;2;2;9;0;29,62;32,76;35,85;39,09;43,55;;;;;;;;;;;;;
