date;variety;image;point;x;y;slice;color;id;serie;green_leaves
01/06/2011;Mercia;Img0390.jpg;3;1940;2802;4;3;1507;0;2,2
01/06/2011;Mercia;Img0390.jpg;4;1876;2694;4;4;1508;0;2,2
01/06/2011;Mercia;Img0390.jpg;5;1812;2590;4;5;1509;0;2,2
01/06/2011;Mercia;Img0390.jpg;6;1736;2446;4;6;1510;0;2,2
01/06/2011;Mercia;Img0390.jpg;7;1664;2354;4;7;1511;0;2,2
01/06/2011;Mercia;Img0390.jpg;8;1592;2230;4;8;1512;0;2,2
01/06/2011;Mercia;Img0390.jpg;9;1508;2102;4;9;1513;0;2,2
01/06/2011;Mercia;Img0390.jpg;10;1464;2018;4;10;1514;0;2,2
01/06/2011;Mercia;Img0390.jpg;11;1384;1910;4;11;1515;0;2,2
01/06/2011;Mercia;Img0390.jpg;12;1292;1758;4;12;1516;0;2,2
01/06/2011;Mercia;Img0390.jpg;13;1220;1662;4;13;1517;0;2,2
01/06/2011;Mercia;Img0390.jpg;14;1116;1530;4;14;1518;0;2,2
01/06/2011;Mercia;Img0390.jpg;15;988;1382;4;15;1519;0;2,2
01/06/2011;Mercia;Img0390.jpg;16;896;1266;4;16;1520;0;2,2
01/06/2011;Mercia;Img0390.jpg;17;844;1158;4;17;1521;0;2,2
01/06/2011;Mercia;Img0390.jpg;18;780;1066;4;18;1522;0;2,2
01/06/2011;Mercia;Img0390.jpg;19;700;950;4;19;1523;0;2,2
01/06/2011;Mercia;Img0390.jpg;20;628;834;4;20;1524;0;2,2
01/06/2011;Mercia;Img0390.jpg;21;592;770;4;21;1525;0;2,2
01/06/2011;Mercia;Img0390.jpg;22;594;765;4;22;1526;1;2,2
01/06/2011;Mercia;Img0390.jpg;23;591;705;4;23;1527;1;2,2
01/06/2011;Mercia;Img0390.jpg;24;576;663;4;24;1528;1;2,2
01/06/2011;Mercia;Img0390.jpg;25;498;636;4;25;1529;1;2,2
01/06/2011;Mercia;Img0390.jpg;26;474;615;4;26;1530;1;2,2
01/06/2011;Mercia;Img0390.jpg;27;435;573;4;27;1531;1;2,2
01/06/2011;Mercia;Img0390.jpg;28;420;528;4;28;1532;1;2,2
01/06/2011;Mercia;Img0390.jpg;29;399;480;4;29;1533;1;2,2
01/06/2011;Mercia;Img0390.jpg;30;396;408;4;30;1534;1;2,2
01/06/2011;Mercia;Img0390.jpg;31;375;345;4;31;1535;1;2,2
01/06/2011;Mercia;Img0390.jpg;32;357;312;4;32;1536;1;2,2
01/06/2011;Mercia;Img0390.jpg;33;1056;1467;4;33;1537;2;2,2
01/06/2011;Mercia;Img0390.jpg;34;984;1422;4;34;1538;2;2,2
01/06/2011;Mercia;Img0390.jpg;35;945;1386;4;35;1539;2;2,2
01/06/2011;Mercia;Img0390.jpg;36;870;1323;4;36;1540;2;2,2
01/06/2011;Mercia;Img0390.jpg;37;801;1281;4;37;1541;2;2,2
01/06/2011;Mercia;Img0390.jpg;38;756;1248;4;38;1542;2;2,2
01/06/2011;Mercia;Img0390.jpg;39;726;1218;4;39;1543;2;2,2
01/06/2011;Mercia;Img0390.jpg;40;711;1164;4;40;1544;2;2,2
01/06/2011;Mercia;Img0390.jpg;41;714;1110;4;41;1545;2;2,2
01/06/2011;Mercia;Img0390.jpg;42;765;1089;4;42;1546;2;2,2
01/06/2011;Mercia;Img0390.jpg;43;864;1074;4;43;1547;2;2,2
01/06/2011;Mercia;Img0390.jpg;44;951;1056;4;44;1548;2;2,2
01/06/2011;Mercia;Img0390.jpg;45;999;1038;4;45;1549;2;2,2
01/06/2011;Mercia;Img0390.jpg;46;1053;1017;4;46;1550;2;2,2
01/06/2011;Mercia;Img0390.jpg;47;1434;1980;4;47;1551;3;2,2
01/06/2011;Mercia;Img0390.jpg;48;1413;1869;4;48;1552;3;2,2
01/06/2011;Mercia;Img0390.jpg;49;1386;1779;4;49;1553;3;2,2
01/06/2011;Mercia;Img0390.jpg;50;1380;1698;4;50;1554;3;2,2
01/06/2011;Mercia;Img0390.jpg;51;1362;1620;4;51;1555;3;2,2
01/06/2011;Mercia;Img0390.jpg;52;1347;1578;4;52;1556;3;2,2
01/06/2011;Mercia;Img0390.jpg;53;1311;1560;4;53;1557;3;2,2
01/06/2011;Mercia;Img0390.jpg;54;1248;1548;4;54;1558;3;2,2
01/06/2011;Mercia;Img0390.jpg;55;1176;1542;4;55;1559;3;2,2
01/06/2011;Mercia;Img0390.jpg;56;1086;1539;4;56;1560;3;2,2
01/06/2011;Mercia;Img0390.jpg;57;1005;1539;4;57;1561;3;2,2
01/06/2011;Mercia;Img0390.jpg;58;912;1554;4;58;1562;3;2,2
01/06/2011;Mercia;Img0390.jpg;59;864;1563;4;59;1563;3;2,2
01/06/2011;Mercia;Img0390.jpg;60;1584;2188;4;60;1564;4;2,2
01/06/2011;Mercia;Img0390.jpg;61;1612;2208;4;61;1565;4;2,2
01/06/2011;Mercia;Img0390.jpg;62;1620;2272;4;62;1566;4;2,2
01/06/2011;Mercia;Img0390.jpg;63;1624;2340;4;63;1567;4;2,2
01/06/2011;Mercia;Img0390.jpg;64;1628;2420;4;64;1568;4;2,2
01/06/2011;Mercia;Img0390.jpg;65;1656;2472;4;65;1569;4;2,2
01/06/2011;Mercia;Img0390.jpg;66;1704;2532;4;66;1570;4;2,2
01/06/2011;Mercia;Img0390.jpg;67;1732;2584;4;67;1571;4;2,2
01/06/2011;Mercia;Img0390.jpg;68;1800;2640;4;68;1572;4;2,2
01/06/2011;Mercia;Img0390.jpg;69;1828;2728;4;69;1573;4;2,2
01/06/2011;Mercia;Img0390.jpg;70;1860;2796;4;70;1574;4;2,2
01/06/2011;Mercia;Img0391.jpg;0;1820;2920;5;0;1575;0;1,5
01/06/2011;Mercia;Img0391.jpg;1;1776;2832;5;1;1576;0;1,5
01/06/2011;Mercia;Img0391.jpg;2;1732;2728;5;2;1577;0;1,5
01/06/2011;Mercia;Img0391.jpg;3;1668;2608;5;3;1578;0;1,5
01/06/2011;Mercia;Img0391.jpg;4;1592;2504;5;4;1579;0;1,5
01/06/2011;Mercia;Img0391.jpg;5;1524;2376;5;5;1580;0;1,5
01/06/2011;Mercia;Img0391.jpg;6;1404;2240;5;6;1581;0;1,5
01/06/2011;Mercia;Img0391.jpg;7;1328;2088;5;7;1582;0;1,5
01/06/2011;Mercia;Img0391.jpg;8;1264;1956;5;8;1583;0;1,5
01/06/2011;Mercia;Img0391.jpg;9;1172;1812;5;9;1584;0;1,5
01/06/2011;Mercia;Img0391.jpg;10;1100;1636;5;10;1585;0;1,5
01/06/2011;Mercia;Img0391.jpg;11;1028;1512;5;11;1586;0;1,5
01/06/2011;Mercia;Img0391.jpg;12;944;1364;5;12;1587;0;1,5
01/06/2011;Mercia;Img0391.jpg;13;888;1224;5;13;1588;0;1,5
01/06/2011;Mercia;Img0391.jpg;14;816;1100;5;14;1589;0;1,5
01/06/2011;Mercia;Img0391.jpg;15;756;976;5;15;1590;0;1,5
01/06/2011;Mercia;Img0391.jpg;16;624;780;5;16;1591;0;1,5
01/06/2011;Mercia;Img0391.jpg;17;612;744;5;17;1592;1;1,5
01/06/2011;Mercia;Img0391.jpg;18;584;636;5;18;1593;1;1,5
01/06/2011;Mercia;Img0391.jpg;19;540;536;5;19;1594;1;1,5
01/06/2011;Mercia;Img0391.jpg;20;520;440;5;20;1595;1;1,5
01/06/2011;Mercia;Img0391.jpg;21;488;324;5;21;1596;1;1,5
01/06/2011;Mercia;Img0391.jpg;22;476;264;5;22;1597;1;1,5
01/06/2011;Mercia;Img0391.jpg;23;520;216;5;23;1598;1;1,5
01/06/2011;Mercia;Img0391.jpg;24;612;176;5;24;1599;1;1,5
01/06/2011;Mercia;Img0391.jpg;25;748;188;5;25;1600;1;1,5
01/06/2011;Mercia;Img0391.jpg;26;848;216;5;26;1601;1;1,5
01/06/2011;Mercia;Img0391.jpg;27;956;236;5;27;1602;1;1,5
01/06/2011;Mercia;Img0391.jpg;28;996;228;5;28;1603;1;1,5
01/06/2011;Mercia;Img0391.jpg;29;1044;1508;5;29;1604;2;1,5
01/06/2011;Mercia;Img0391.jpg;30;1028;1420;5;30;1605;2;1,5
01/06/2011;Mercia;Img0391.jpg;31;1012;1348;5;31;1606;2;1,5
01/06/2011;Mercia;Img0391.jpg;32;996;1252;5;32;1607;2;1,5
01/06/2011;Mercia;Img0391.jpg;33;988;1132;5;33;1608;2;1,5
01/06/2011;Mercia;Img0391.jpg;34;996;1056;5;34;1609;2;1,5
01/06/2011;Mercia;Img0391.jpg;35;1060;984;5;35;1610;2;1,5
01/06/2011;Mercia;Img0391.jpg;36;996;928;5;36;1611;2;1,5
01/06/2011;Mercia;Img0391.jpg;37;884;928;5;37;1612;2;1,5
01/06/2011;Mercia;Img0391.jpg;38;820;912;5;38;1613;2;1,5
01/06/2011;Mercia;Img0391.jpg;39;728;904;5;39;1614;2;1,5
01/06/2011;Mercia;Img0391.jpg;40;616;896;5;40;1615;2;1,5
01/06/2011;Mercia;Img0392.jpg;0;1940;3176;6;0;1616;0;2,6
01/06/2011;Mercia;Img0392.jpg;1;1928;3076;6;1;1617;0;2,6
01/06/2011;Mercia;Img0392.jpg;2;1884;2960;6;2;1618;0;2,6
01/06/2011;Mercia;Img0392.jpg;3;1844;2820;6;3;1619;0;2,6
01/06/2011;Mercia;Img0392.jpg;4;1728;2656;6;4;1620;0;2,6
01/06/2011;Mercia;Img0392.jpg;5;1648;2492;6;5;1621;0;2,6
01/06/2011;Mercia;Img0392.jpg;6;1548;2340;6;6;1622;0;2,6
01/06/2011;Mercia;Img0392.jpg;7;1444;2132;6;7;1623;0;2,6
01/06/2011;Mercia;Img0392.jpg;8;1364;1996;6;8;1624;0;2,6
01/06/2011;Mercia;Img0392.jpg;9;1288;1800;6;9;1625;0;2,6
01/06/2011;Mercia;Img0392.jpg;10;1176;1672;6;10;1626;0;2,6
01/06/2011;Mercia;Img0392.jpg;11;1096;1504;6;11;1627;0;2,6
01/06/2011;Mercia;Img0392.jpg;12;984;1328;6;12;1628;0;2,6
01/06/2011;Mercia;Img0392.jpg;13;780;1064;6;13;1629;0;2,6
01/06/2011;Mercia;Img0392.jpg;14;700;924;6;14;1630;0;2,6
01/06/2011;Mercia;Img0392.jpg;15;660;860;6;15;1631;0;2,6
01/06/2011;Mercia;Img0392.jpg;16;592;744;6;16;1632;0;2,6
01/06/2011;Mercia;Img0392.jpg;17;582;732;6;17;1633;1;2,6
01/06/2011;Mercia;Img0392.jpg;18;558;648;6;18;1634;1;2,6
01/06/2011;Mercia;Img0392.jpg;19;528;564;6;19;1635;1;2,6
01/06/2011;Mercia;Img0392.jpg;20;468;456;6;20;1636;1;2,6
01/06/2011;Mercia;Img0392.jpg;21;441;372;6;21;1637;1;2,6
01/06/2011;Mercia;Img0392.jpg;22;414;279;6;22;1638;1;2,6
01/06/2011;Mercia;Img0392.jpg;23;381;201;6;23;1639;1;2,6
01/06/2011;Mercia;Img0392.jpg;24;345;129;6;24;1640;1;2,6
01/06/2011;Mercia;Img0392.jpg;25;330;54;6;25;1641;1;2,6
01/06/2011;Mercia;Img0392.jpg;26;984;1326;6;26;1642;2;2,6
01/06/2011;Mercia;Img0392.jpg;27;945;1224;6;27;1643;2;2,6
01/06/2011;Mercia;Img0392.jpg;28;915;1116;6;28;1644;2;2,6
01/06/2011;Mercia;Img0392.jpg;29;900;999;6;29;1645;2;2,6
01/06/2011;Mercia;Img0392.jpg;30;885;894;6;30;1646;2;2,6
01/06/2011;Mercia;Img0392.jpg;31;864;819;6;31;1647;2;2,6
01/06/2011;Mercia;Img0392.jpg;32;846;705;6;32;1648;2;2,6
01/06/2011;Mercia;Img0392.jpg;33;834;606;6;33;1649;2;2,6
01/06/2011;Mercia;Img0392.jpg;34;825;537;6;34;1650;2;2,6
01/06/2011;Mercia;Img0392.jpg;35;822;459;6;35;1651;2;2,6
01/06/2011;Mercia;Img0392.jpg;36;1305;1854;6;36;1652;3;2,6
01/06/2011;Mercia;Img0392.jpg;37;1272;1740;6;37;1653;3;2,6
01/06/2011;Mercia;Img0392.jpg;38;1233;1647;6;38;1654;3;2,6
01/06/2011;Mercia;Img0392.jpg;39;1209;1569;6;39;1655;3;2,6
01/06/2011;Mercia;Img0392.jpg;40;1167;1485;6;40;1656;3;2,6
01/06/2011;Mercia;Img0392.jpg;41;1122;1416;6;41;1657;3;2,6
01/06/2011;Mercia;Img0392.jpg;42;1038;1386;6;42;1658;3;2,6
01/06/2011;Mercia;Img0392.jpg;43;945;1365;6;43;1659;3;2,6
01/06/2011;Mercia;Img0392.jpg;44;849;1350;6;44;1660;3;2,6
01/06/2011;Mercia;Img0392.jpg;45;756;1335;6;45;1661;3;2,6
01/06/2011;Mercia;Img0392.jpg;46;690;1323;6;46;1662;3;2,6
01/06/2011;Mercia;Img0392.jpg;47;615;1305;6;47;1663;3;2,6
01/06/2011;Mercia;Img0393.jpg;0;2100;2908;7;0;1664;0;1,3
01/06/2011;Mercia;Img0393.jpg;1;2072;2828;7;1;1665;0;1,3
01/06/2011;Mercia;Img0393.jpg;2;2032;2736;7;2;1666;0;1,3
01/06/2011;Mercia;Img0393.jpg;3;1992;2664;7;3;1667;0;1,3
01/06/2011;Mercia;Img0393.jpg;4;1920;2532;7;4;1668;0;1,3
01/06/2011;Mercia;Img0393.jpg;5;1880;2424;7;5;1669;0;1,3
01/06/2011;Mercia;Img0393.jpg;6;1796;2312;7;6;1670;0;1,3
01/06/2011;Mercia;Img0393.jpg;7;1744;2208;7;7;1671;0;1,3
01/06/2011;Mercia;Img0393.jpg;8;1668;2048;7;8;1672;0;1,3
01/06/2011;Mercia;Img0393.jpg;9;1612;1940;7;9;1673;0;1,3
01/06/2011;Mercia;Img0393.jpg;10;1532;1828;7;10;1674;0;1,3
01/06/2011;Mercia;Img0393.jpg;11;1460;1716;7;11;1675;0;1,3
01/06/2011;Mercia;Img0393.jpg;12;1400;1624;7;12;1676;0;1,3
01/06/2011;Mercia;Img0393.jpg;13;1280;1476;7;13;1677;0;1,3
01/06/2011;Mercia;Img0393.jpg;14;1212;1336;7;14;1678;0;1,3
01/06/2011;Mercia;Img0393.jpg;15;1124;1208;7;15;1679;0;1,3
01/06/2011;Mercia;Img0393.jpg;16;1040;1100;7;16;1680;0;1,3
01/06/2011;Mercia;Img0393.jpg;17;932;952;7;17;1681;0;1,3
01/06/2011;Mercia;Img0393.jpg;18;852;848;7;18;1682;0;1,3
01/06/2011;Mercia;Img0393.jpg;19;784;756;7;19;1683;0;1,3
01/06/2011;Mercia;Img0393.jpg;20;760;728;7;20;1684;1;1,3
01/06/2011;Mercia;Img0393.jpg;21;692;668;7;21;1685;1;1,3
01/06/2011;Mercia;Img0393.jpg;22;624;608;7;22;1686;1;1,3
01/06/2011;Mercia;Img0393.jpg;23;548;564;7;23;1687;1;1,3
01/06/2011;Mercia;Img0393.jpg;24;472;484;7;24;1688;1;1,3
01/06/2011;Mercia;Img0393.jpg;25;392;428;7;25;1689;1;1,3
01/06/2011;Mercia;Img0393.jpg;26;344;376;7;26;1690;1;1,3
01/06/2011;Mercia;Img0393.jpg;27;260;328;7;27;1691;1;1,3
01/06/2011;Mercia;Img0393.jpg;28;164;280;7;28;1692;1;1,3
01/06/2011;Mercia;Img0393.jpg;29;112;236;7;29;1693;1;1,3
01/06/2011;Mercia;Img0393.jpg;30;76;220;7;30;1694;1;1,3
01/06/2011;Mercia;Img0393.jpg;31;1216;1376;7;31;1695;2;1,3
01/06/2011;Mercia;Img0393.jpg;32;1140;1328;7;32;1696;2;1,3
01/06/2011;Mercia;Img0393.jpg;33;1072;1272;7;33;1697;2;1,3
01/06/2011;Mercia;Img0393.jpg;34;964;1200;7;34;1698;2;1,3
01/06/2011;Mercia;Img0393.jpg;35;876;1124;7;35;1699;2;1,3
01/06/2011;Mercia;Img0393.jpg;36;816;1060;7;36;1700;2;1,3
01/06/2011;Mercia;Img0393.jpg;37;696;976;7;37;1701;2;1,3
01/06/2011;Mercia;Img0393.jpg;38;628;912;7;38;1702;2;1,3
01/06/2011;Mercia;Img0393.jpg;39;556;860;7;39;1703;2;1,3
01/06/2011;Mercia;Img0393.jpg;40;444;752;7;40;1704;2;1,3
