date;variety;image;point;x;y;slice;color;id;serie;green_leaves
01/06/2011;Mercia;Img0403.jpg;0;2084;2964;1;0;1318;0;1,7
01/06/2011;Mercia;Img0403.jpg;1;1988;2928;1;1;1319;0;1,7
01/06/2011;Mercia;Img0403.jpg;2;1924;2828;1;2;1320;0;1,7
01/06/2011;Mercia;Img0403.jpg;3;1852;2744;1;3;1321;0;1,7
01/06/2011;Mercia;Img0403.jpg;4;1732;2632;1;4;1322;0;1,7
01/06/2011;Mercia;Img0403.jpg;5;1688;2560;1;5;1323;0;1,7
01/06/2011;Mercia;Img0403.jpg;6;1600;2448;1;6;1324;0;1,7
01/06/2011;Mercia;Img0403.jpg;7;1512;2356;1;7;1325;0;1,7
01/06/2011;Mercia;Img0403.jpg;8;1340;2128;1;8;1326;0;1,7
01/06/2011;Mercia;Img0403.jpg;9;1224;1956;1;9;1327;0;1,7
01/06/2011;Mercia;Img0403.jpg;10;1124;1768;1;10;1328;0;1,7
01/06/2011;Mercia;Img0403.jpg;11;1024;1608;1;11;1329;0;1,7
01/06/2011;Mercia;Img0403.jpg;12;940;1452;1;12;1330;0;1,7
01/06/2011;Mercia;Img0403.jpg;13;820;1240;1;13;1331;0;1,7
01/06/2011;Mercia;Img0403.jpg;14;712;1080;1;14;1332;0;1,7
01/06/2011;Mercia;Img0403.jpg;15;624;928;1;15;1333;0;1,7
01/06/2011;Mercia;Img0403.jpg;16;568;804;1;16;1334;0;1,7
01/06/2011;Mercia;Img0403.jpg;17;562;820;1;17;1335;1;1,7
01/06/2011;Mercia;Img0403.jpg;18;536;774;1;18;1336;1;1,7
01/06/2011;Mercia;Img0403.jpg;19;508;720;1;19;1337;1;1,7
01/06/2011;Mercia;Img0403.jpg;20;453;636;1;20;1338;1;1,7
01/06/2011;Mercia;Img0403.jpg;21;413;573;1;21;1339;1;1,7
01/06/2011;Mercia;Img0403.jpg;22;389;522;1;22;1340;1;1,7
01/06/2011;Mercia;Img0403.jpg;23;357;454;1;23;1341;1;1,7
01/06/2011;Mercia;Img0403.jpg;24;342;414;1;24;1342;1;1,7
01/06/2011;Mercia;Img0403.jpg;25;338;356;1;25;1343;1;1,7
01/06/2011;Mercia;Img0403.jpg;26;338;304;1;26;1344;1;1,7
01/06/2011;Mercia;Img0403.jpg;27;336;249;1;27;1345;1;1,7
01/06/2011;Mercia;Img0403.jpg;28;330;200;1;28;1346;1;1,7
01/06/2011;Mercia;Img0403.jpg;29;326;162;1;29;1347;1;1,7
01/06/2011;Mercia;Img0403.jpg;30;326;122;1;30;1348;1;1,7
01/06/2011;Mercia;Img0403.jpg;31;1005;1560;1;31;1349;2;1,7
01/06/2011;Mercia;Img0403.jpg;32;960;1497;1;32;1350;2;1,7
01/06/2011;Mercia;Img0403.jpg;33;921;1413;1;33;1351;2;1,7
01/06/2011;Mercia;Img0403.jpg;34;882;1359;1;34;1352;2;1,7
01/06/2011;Mercia;Img0403.jpg;35;837;1248;1;35;1353;2;1,7
01/06/2011;Mercia;Img0403.jpg;36;792;1155;1;36;1354;2;1,7
01/06/2011;Mercia;Img0403.jpg;37;762;1107;1;37;1355;2;1,7
01/06/2011;Mercia;Img0403.jpg;38;717;1038;1;38;1356;2;1,7
01/06/2011;Mercia;Img0403.jpg;39;666;990;1;39;1357;2;1,7
01/06/2011;Mercia;Img0403.jpg;40;558;948;1;40;1358;2;1,7
01/06/2011;Mercia;Img0403.jpg;41;420;927;1;41;1359;2;1,7
01/06/2011;Mercia;Img0403.jpg;42;354;897;1;42;1360;2;1,7
01/06/2011;Mercia;Img0403.jpg;43;291;879;1;43;1361;2;1,7
01/06/2011;Mercia;Img0403.jpg;44;1329;2115;1;44;1362;3;1,7
01/06/2011;Mercia;Img0403.jpg;45;1275;2055;1;45;1363;3;1,7
01/06/2011;Mercia;Img0403.jpg;46;1206;1968;1;46;1364;3;1,7
01/06/2011;Mercia;Img0403.jpg;47;1179;1902;1;47;1365;3;1,7
01/06/2011;Mercia;Img0403.jpg;48;1173;1836;1;48;1366;3;1,7
01/06/2011;Mercia;Img0403.jpg;49;1224;1824;1;49;1367;3;1,7
01/06/2011;Mercia;Img0403.jpg;50;1269;1887;1;50;1368;3;1,7
01/06/2011;Mercia;Img0403.jpg;51;1308;1974;1;51;1369;3;1,7
01/06/2011;Mercia;Img0403.jpg;52;1344;2052;1;52;1370;3;1,7
01/06/2011;Mercia;Img0403.jpg;53;1419;2172;1;53;1371;3;1,7
01/06/2011;Mercia;Img0403.jpg;54;1449;2271;1;54;1372;3;1,7
01/06/2011;Mercia;Img0403.jpg;55;1491;2307;1;55;1373;3;1,7
01/06/2011;Mercia;Img0403.jpg;56;1700;2635;1;56;1374;4;1,7
01/06/2011;Mercia;Img0403.jpg;57;1622;2637;1;57;1375;4;1,7
01/06/2011;Mercia;Img0403.jpg;58;1568;2631;1;58;1376;4;1,7
01/06/2011;Mercia;Img0403.jpg;59;1506;2623;1;59;1377;4;1,7
01/06/2011;Mercia;Img0403.jpg;60;1460;2639;1;60;1378;4;1,7
01/06/2011;Mercia;Img0403.jpg;61;1414;2697;1;61;1379;4;1,7
01/06/2011;Mercia;Img0403.jpg;62;1380;2773;1;62;1380;4;1,7
01/06/2011;Mercia;Img0403.jpg;63;1338;2847;1;63;1381;4;1,7
01/06/2011;Mercia;Img0403.jpg;64;1302;2911;1;64;1382;4;1,7
01/06/2011;Mercia;Img0403.jpg;65;1272;2963;1;65;1383;4;1,7
01/06/2011;Mercia;Img0403.jpg;66;1258;3013;1;66;1384;4;1,7
01/06/2011;Mercia;Img0403.jpg;67;1234;3075;1;67;1385;4;1,7
01/06/2011;Mercia;Img0403.jpg;68;1220;3127;1;68;1386;4;1,7
01/06/2011;Mercia;Img0403.jpg;69;1198;3179;1;69;1387;4;1,7
01/06/2011;Mercia;Img0403.jpg;70;1190;3203;1;70;1388;4;1,7
01/06/2011;Mercia;Img0388.jpg;0;1820;3221;2;0;1389;0;1,4
01/06/2011;Mercia;Img0388.jpg;1;1780;3173;2;1;1390;0;1,4
01/06/2011;Mercia;Img0388.jpg;2;1720;3101;2;2;1391;0;1,4
01/06/2011;Mercia;Img0388.jpg;3;1688;2989;2;3;1392;0;1,4
01/06/2011;Mercia;Img0388.jpg;4;1644;2889;2;4;1393;0;1,4
01/06/2011;Mercia;Img0388.jpg;5;1600;2821;2;5;1394;0;1,4
01/06/2011;Mercia;Img0388.jpg;6;1568;2729;2;6;1395;0;1,4
01/06/2011;Mercia;Img0388.jpg;7;1520;2589;2;8;1397;0;1,4
01/06/2011;Mercia;Img0388.jpg;8;1480;2429;2;9;1398;0;1,4
01/06/2011;Mercia;Img0388.jpg;9;1436;2269;2;10;1399;0;1,4
01/06/2011;Mercia;Img0388.jpg;10;1396;2077;2;11;1400;0;1,4
01/06/2011;Mercia;Img0388.jpg;11;1320;1873;2;12;1401;0;1,4
01/06/2011;Mercia;Img0388.jpg;12;1260;1685;2;13;1402;0;1,4
01/06/2011;Mercia;Img0388.jpg;13;1204;1493;2;14;1403;0;1,4
01/06/2011;Mercia;Img0388.jpg;14;1160;1333;2;15;1404;0;1,4
01/06/2011;Mercia;Img0388.jpg;15;1112;1213;2;16;1405;0;1,4
01/06/2011;Mercia;Img0388.jpg;16;1096;1089;2;17;1406;0;1,4
01/06/2011;Mercia;Img0388.jpg;17;1016;949;2;18;1407;0;1,4
01/06/2011;Mercia;Img0388.jpg;18;1035;933;2;19;1408;1;1,4
01/06/2011;Mercia;Img0388.jpg;19;1011;840;2;20;1409;1;1,4
01/06/2011;Mercia;Img0388.jpg;20;1014;723;2;21;1410;1;1,4
01/06/2011;Mercia;Img0388.jpg;21;1014;630;2;22;1411;1;1,4
01/06/2011;Mercia;Img0388.jpg;22;1011;543;2;23;1412;1;1,4
01/06/2011;Mercia;Img0388.jpg;23;1002;459;2;24;1413;1;1,4
01/06/2011;Mercia;Img0388.jpg;24;1002;381;2;25;1414;1;1,4
01/06/2011;Mercia;Img0388.jpg;25;1026;291;2;26;1415;1;1,4
01/06/2011;Mercia;Img0388.jpg;26;1029;228;2;27;1416;1;1,4
01/06/2011;Mercia;Img0388.jpg;27;1041;156;2;28;1417;1;1,4
01/06/2011;Mercia;Img0388.jpg;28;1047;93;2;29;1418;1;1,4
01/06/2011;Mercia;Img0388.jpg;29;1236;1611;2;30;1419;2;1,4
01/06/2011;Mercia;Img0388.jpg;30;1200;1542;2;31;1420;2;1,4
01/06/2011;Mercia;Img0388.jpg;31;1155;1488;2;32;1421;2;1,4
01/06/2011;Mercia;Img0388.jpg;32;1122;1404;2;33;1422;2;1,4
01/06/2011;Mercia;Img0388.jpg;33;1077;1335;2;34;1423;2;1,4
01/06/2011;Mercia;Img0388.jpg;34;1023;1275;2;35;1424;2;1,4
01/06/2011;Mercia;Img0388.jpg;35;966;1209;2;36;1425;2;1,4
01/06/2011;Mercia;Img0388.jpg;36;918;1188;2;37;1426;2;1,4
01/06/2011;Mercia;Img0388.jpg;37;870;1188;2;38;1427;2;1,4
01/06/2011;Mercia;Img0388.jpg;38;852;1245;2;39;1428;2;1,4
01/06/2011;Mercia;Img0388.jpg;39;855;1341;2;40;1429;2;1,4
01/06/2011;Mercia;Img0388.jpg;40;876;1443;2;41;1430;2;1,4
01/06/2011;Mercia;Img0388.jpg;41;912;1521;2;42;1431;2;1,4
01/06/2011;Mercia;Img0388.jpg;42;963;1584;2;43;1432;2;1,4
01/06/2011;Mercia;Img0388.jpg;43;1008;1623;2;44;1433;2;1,4
01/06/2011;Mercia;Img0388.jpg;44;1419;2143;2;45;1434;3;1,4
01/06/2011;Mercia;Img0388.jpg;45;1380;2020;2;46;1435;3;1,4
01/06/2011;Mercia;Img0388.jpg;46;1335;1957;2;47;1436;3;1,4
01/06/2011;Mercia;Img0388.jpg;47;1287;1897;2;48;1437;3;1,4
01/06/2011;Mercia;Img0388.jpg;48;1224;1864;2;49;1438;3;1,4
01/06/2011;Mercia;Img0388.jpg;49;1143;1888;2;50;1439;3;1,4
01/06/2011;Mercia;Img0388.jpg;50;1185;1951;2;51;1440;3;1,4
01/06/2011;Mercia;Img0388.jpg;51;1311;2002;2;52;1441;3;1,4
01/06/2011;Mercia;Img0388.jpg;52;1404;2035;2;53;1442;3;1,4
01/06/2011;Mercia;Img0388.jpg;53;1470;2047;2;54;1443;3;1,4
01/06/2011;Mercia;Img0388.jpg;54;1548;2719;2;55;1444;4;1,4
01/06/2011;Mercia;Img0388.jpg;55;1512;2650;2;56;1445;4;1,4
01/06/2011;Mercia;Img0388.jpg;56;1458;2605;2;57;1446;4;1,4
01/06/2011;Mercia;Img0388.jpg;57;1404;2608;2;58;1447;4;1,4
01/06/2011;Mercia;Img0388.jpg;58;1347;2692;2;59;1448;4;1,4
01/06/2011;Mercia;Img0388.jpg;59;1314;2731;2;60;1449;4;1,4
01/06/2011;Mercia;Img0388.jpg;60;1230;2788;2;61;1450;4;1,4
01/06/2011;Mercia;Img0388.jpg;61;1146;2818;2;62;1451;4;1,4
01/06/2011;Mercia;Img0388.jpg;62;1053;2833;2;63;1452;4;1,4
01/06/2011;Mercia;Img0388.jpg;63;945;2866;2;64;1453;4;1,4
01/06/2011;Mercia;Img0388.jpg;64;915;2899;2;65;1454;4;1,4
01/06/2011;Mercia;Img0390.jpg;0;2044;3130;4;0;1504;0;2,2
01/06/2011;Mercia;Img0390.jpg;1;2064;3046;4;1;1505;0;2,2
01/06/2011;Mercia;Img0390.jpg;2;2000;2938;4;2;1506;0;2,2
