"Source","N","id_Axe","prelevement","rep","rank","stat","lmax","wmax","A_bl","A_bl_green","variety","nff","Nflig","Nfvis","stem_half_area"
"sampled_plants_110412",30,"Talle","11/04/2012",3,NA,3,13.9327,0.46631,4.4017,2.8067,"Tremie12",NA,NA,NA,NA
"sampled_plants_110412",30,"Talle","11/04/2012",3,NA,3,15.9966,0.71496,9.0645,8.9274,"Tremie12",NA,NA,NA,NA
"sampled_plants_110412",30,"Talle","11/04/2012",3,NA,3,15.151,0.94128,9.4571,9.4567,"Tremie12",NA,NA,NA,NA
"sampled_plants_110412",30,"Talle","11/04/2012",3,NA,3,13.5612,1.3543,13.5638,13.4505,"Tremie12",NA,NA,NA,NA
"sampled_plants_030513",1,"MB","03/05/2013",1,9,1,NA,NA,23.37124358,22.5288259108884,"Tremie13",NA,9,1,22.6980069221863
"sampled_plants_030513",1,"MB","03/05/2013",1,8,1,NA,NA,21.34398957,20.0291534896274,"Tremie13",NA,9,1,22.6980069221863
"sampled_plants_030513",1,"MB","03/05/2013",1,7,3,NA,NA,10.94175231,7.24998550034024,"Tremie13",NA,9,1,22.6980069221863
"sampled_plants_030513",1,"MB","03/05/2013",1,6,3,NA,NA,5.15757033,0.411450789979294,"Tremie13",NA,9,1,22.6980069221863
"sampled_plants_030513",1,"MB","03/05/2013",1,10,3,NA,NA,20.36221734,20.0546373096518,"Tremie13",NA,9,1,22.6980069221863
"sampled_plants_030513",1,"Talle","03/05/2013",1,NA,NA,NA,NA,12.82803886,9.28159434030197,"Tremie13",NA,NA,NA,NA
"sampled_plants_030513",1,"Talle","03/05/2013",1,NA,NA,NA,NA,6.21885853,6.20982628972155,"Tremie13",NA,NA,NA,NA
"sampled_plants_030513",1,"Talle","03/05/2013",1,NA,NA,NA,NA,16.84722437,16.2839996905303,"Tremie13",NA,NA,NA,NA
"sampled_plants_030513",1,"Talle","03/05/2013",1,NA,NA,NA,NA,19.45786431,18.8957686604747,"Tremie13",NA,NA,NA,NA
"sampled_plants_030513",1,"Talle","03/05/2013",1,NA,NA,NA,NA,19.29770334,19.1899616203972,"Tremie13",NA,NA,NA,NA
"sampled_plants_030513",1,"Talle","03/05/2013",1,NA,NA,NA,NA,11.8967504,11.6791701894426,"Tremie13",NA,NA,NA,NA
"sampled_plants_030513",1,"Talle","03/05/2013",1,NA,NA,NA,NA,14.7531963,14.4788420095456,"Tremie13",NA,NA,NA,NA
"sampled_plants_030513",1,"Talle","03/05/2013",1,NA,NA,NA,NA,11.1644938,8.05837098005516,"Tremie13",NA,NA,NA,NA
"sampled_plants_030513",1,"Talle","03/05/2013",1,NA,NA,NA,NA,6.40111623,5.47289228006156,"Tremie13",NA,NA,NA,NA
"sampled_plants_030513",1,"Talle","03/05/2013",1,NA,NA,NA,NA,5.22853793,5.21966697974647,"Tremie13",NA,NA,NA,NA
"sampled_plants_030513",1,"Talle","03/05/2013",1,NA,NA,NA,NA,2.17644726,2.15128602009058,"Tremie13",NA,NA,NA,NA
"sampled_plants_030513",2,"MB","03/05/2013",1,6,3,NA,NA,4.08160474,0.354676710006816,"Tremie13",NA,9,1,19.2422550032375
"sampled_plants_030513",2,"MB","03/05/2013",1,10,3,NA,NA,8.77820825,8.76707924021411,"Tremie13",NA,9,1,19.2422550032375
"sampled_plants_030513",2,"MB","03/05/2013",1,7,2,NA,NA,10.14949583,8.10256443981532,"Tremie13",NA,9,1,19.2422550032375
"sampled_plants_030513",2,"MB","03/05/2013",1,9,1,NA,NA,23.25495349,23.0565667910307,"Tremie13",NA,9,1,19.2422550032375
"sampled_plants_030513",2,"MB","03/05/2013",1,8,1,NA,NA,20.02447608,15.074324689689,"Tremie13",NA,9,1,19.2422550032375
"sampled_plants_030513",2,"Talle","03/05/2013",1,NA,NA,NA,NA,14.36432611,14.278681119607,"Tremie13",NA,NA,NA,NA
"sampled_plants_030513",2,"Talle","03/05/2013",1,NA,NA,NA,NA,16.78754707,16.6928698405204,"Tremie13",NA,NA,NA,NA
"sampled_plants_030513",2,"Talle","03/05/2013",1,NA,NA,NA,NA,11.67546052,8.12320955990923,"Tremie13",NA,NA,NA,NA
"sampled_plants_030513",2,"Talle","03/05/2013",1,NA,NA,NA,NA,4.04257256,0.356773479992439,"Tremie13",NA,NA,NA,NA
"sampled_plants_030513",2,"Talle","03/05/2013",1,NA,NA,NA,NA,1.61789999,1.5914484300274,"Tremie13",NA,NA,NA,NA
"sampled_plants_030513",2,"Talle","03/05/2013",1,NA,NA,NA,NA,8.42078961,7.9928872398609,"Tremie13",NA,NA,NA,NA
"sampled_plants_030513",2,"Talle","03/05/2013",1,NA,NA,NA,NA,11.62368643,11.5678800897275,"Tremie13",NA,NA,NA,NA
"sampled_plants_030513",2,"Talle","03/05/2013",1,NA,NA,NA,NA,12.47674924,12.4296525596888,"Tremie13",NA,NA,NA,NA
"sampled_plants_030513",2,"Talle","03/05/2013",1,NA,NA,NA,NA,7.47885601,5.0461189398731,"Tremie13",NA,NA,NA,NA
"sampled_plants_030513",3,"MB","03/05/2013",1,8,1,NA,NA,18.73673672,17.54319072092,"Tremie13",NA,9,1,19.0066355542182
"sampled_plants_030513",3,"MB","03/05/2013",1,6,3,NA,NA,2.435479,0.354031549974194,"Tremie13",NA,9,1,19.0066355542182
"sampled_plants_030513",3,"MB","03/05/2013",1,7,2,NA,NA,9.46385204,4.4045073199611,"Tremie13",NA,9,1,19.0066355542182
"sampled_plants_030513",3,"MB","03/05/2013",1,10,3,NA,NA,12.67207143,12.5812651604979,"Tremie13",NA,9,1,19.0066355542182
"sampled_plants_030513",3,"MB","03/05/2013",1,9,1,NA,NA,23.70850097,23.2396309409457,"Tremie13",NA,9,1,19.0066355542182
"sampled_plants_030513",3,"Talle","03/05/2013",1,NA,NA,NA,NA,3.99386298,3.08483253998745,"Tremie13",NA,NA,NA,NA
"sampled_plants_030513",3,"Talle","03/05/2013",1,NA,NA,NA,NA,12.77836154,12.1657821195794,"Tremie13",NA,NA,NA,NA
"sampled_plants_030513",3,"Talle","03/05/2013",1,NA,NA,NA,NA,17.51238433,17.396094240242,"Tremie13",NA,NA,NA,NA
"sampled_plants_030513",3,"Talle","03/05/2013",1,NA,NA,NA,NA,21.28124776,21.2386672009569,"Tremie13",NA,NA,NA,NA
"sampled_plants_030513",3,"Talle","03/05/2013",1,NA,NA,NA,NA,7.59417836,7.0278891697131,"Tremie13",NA,NA,NA,NA
"sampled_plants_030513",3,"Talle","03/05/2013",1,NA,NA,NA,NA,8.23562869,8.10611281971287,"Tremie13",NA,NA,NA,NA
"sampled_plants_030513",3,"Talle","03/05/2013",1,NA,NA,NA,NA,7.46885603,7.43304965004497,"Tremie13",NA,NA,NA,NA
"sampled_plants_030513",3,"Talle","03/05/2013",1,NA,NA,NA,NA,1.56967428,0.636611630058903,"Tremie13",NA,NA,NA,NA
"sampled_plants_030513",3,"Talle","03/05/2013",1,NA,NA,NA,NA,2.0290282,1.56499687000452,"Tremie13",NA,NA,NA,NA
"sampled_plants_030513",3,"Talle","03/05/2013",1,NA,NA,NA,NA,2.60176899,1.70096434003448,"Tremie13",NA,NA,NA,NA
"sampled_plants_030513",3,"Talle","03/05/2013",1,NA,NA,NA,NA,3.86225034,0.420160449814613,"Tremie13",NA,NA,NA,NA
"sampled_plants_030513",3,"Talle","03/05/2013",1,NA,NA,NA,NA,6.80208317,6.64708347977502,"Tremie13",NA,NA,NA,NA
"sampled_plants_030513",3,"Talle","03/05/2013",1,NA,NA,NA,NA,4.01563713,2.67676883998756,"Tremie13",NA,NA,NA,NA
"sampled_plants_030513",3,"Talle","03/05/2013",1,NA,NA,NA,NA,5.51579542,5.44031170010671,"Tremie13",NA,NA,NA,NA
"sampled_plants_030513",3,"Talle","03/05/2013",1,NA,NA,NA,NA,6.12982645,5.65321450028452,"Tremie13",NA,NA,NA,NA
"sampled_plants_030513",3,"Talle","03/05/2013",1,NA,NA,NA,NA,5.37756989,0.483708710009042,"Tremie13",NA,NA,NA,NA
"sampled_plants_030513",3,"Talle","03/05/2013",1,NA,NA,NA,NA,11.9435245,10.6077207198621,"Tremie13",NA,NA,NA,NA
"sampled_plants_030513",3,"Talle","03/05/2013",1,NA,NA,NA,NA,2.1677376,2.12838284001032,"Tremie13",NA,NA,NA,NA
"sampled_plants_030513",3,"Talle","03/05/2013",1,NA,NA,NA,NA,10.04223798,10.0078832097173,"Tremie13",NA,NA,NA,NA
"sampled_plants_030513",3,"Talle","03/05/2013",1,NA,NA,NA,NA,4.31063654,3.58079929002887,"Tremie13",NA,NA,NA,NA
"sampled_plants_030513",4,"MB","03/05/2013",1,11,3,NA,NA,3.72305707,3.72176675000674,"Tremie13",NA,10,1,15.707963267949
"sampled_plants_030513",4,"MB","03/05/2013",1,8,2,NA,NA,14.14626203,7.24208228953239,"Tremie13",NA,10,1,15.707963267949
"sampled_plants_030513",4,"MB","03/05/2013",1,7,2,NA,NA,6.26756811,0.904030449792307,"Tremie13",NA,10,1,15.707963267949
"sampled_plants_030513",4,"MB","03/05/2013",1,10,1,NA,NA,24.20382256,23.9210811895677,"Tremie13",NA,10,1,15.707963267949
"sampled_plants_030513",4,"MB","03/05/2013",1,9,1,NA,NA,23.32011465,21.3088283503913,"Tremie13",NA,10,1,15.707963267949
"sampled_plants_030513",4,"Talle","03/05/2013",1,NA,NA,NA,NA,17.37786847,16.669321500815,"Tremie13",NA,NA,NA,NA
"sampled_plants_030513",4,"Talle","03/05/2013",1,NA,NA,NA,NA,4.08112087,4.04595964991974,"Tremie13",NA,NA,NA,NA
"sampled_plants_030513",4,"Talle","03/05/2013",1,NA,NA,NA,NA,4.83595807,2.00160890006744,"Tremie13",NA,NA,NA,NA
"sampled_plants_030513",4,"Talle","03/05/2013",1,NA,NA,NA,NA,2.79015571,1.50209377000674,"Tremie13",NA,NA,NA,NA
"sampled_plants_030513",4,"Talle","03/05/2013",1,NA,NA,NA,NA,14.65351908,12.8691678104093,"Tremie13",NA,NA,NA,NA
"sampled_plants_030513",4,"Talle","03/05/2013",1,NA,NA,NA,NA,2.01596371,1.39983590991129,"Tremie13",NA,NA,NA,NA
"sampled_plants_030513",4,"Talle","03/05/2013",1,NA,NA,NA,NA,4.83273227,4.824345189763,"Tremie13",NA,NA,NA,NA
"sampled_plants_030513",4,"Talle","03/05/2013",1,NA,NA,NA,NA,8.51691845,4.62241011027726,"Tremie13",NA,NA,NA,NA
"sampled_plants_030513",4,"Talle","03/05/2013",1,NA,NA,NA,NA,10.3951405,10.3603018602194,"Tremie13",NA,NA,NA,NA
"sampled_plants_030513",4,"Talle","03/05/2013",1,NA,NA,NA,NA,20.41157208,20.1589919409573,"Tremie13",NA,NA,NA,NA
"sampled_plants_030513",5,"MB","03/05/2013",1,8,2,NA,NA,19.81270231,17.6736743304095,"Tremie13",NA,9,1,16.4619455048105
"sampled_plants_030513",5,"MB","03/05/2013",1,7,2,NA,NA,9.93352852,0.879514370001316,"Tremie13",NA,9,1,16.4619455048105
"sampled_plants_030513",5,"MB","03/05/2013",1,9,1,NA,NA,24.26591921,23.7014042107923,"Tremie13",NA,9,1,16.4619455048105
"sampled_plants_030513",5,"MB","03/05/2013",1,10,3,NA,NA,13.88900448,13.4291666905043,"Tremie13",NA,9,1,16.4619455048105
"sampled_plants_030513",5,"MB","03/05/2013",1,6,3,NA,NA,4.05337899,0.344192859986445,"Tremie13",NA,9,1,16.4619455048105
"sampled_plants_030513",5,"Talle","03/05/2013",1,NA,NA,NA,NA,3.73918607,2.57531742994398,"Tremie13",NA,NA,NA,NA
"sampled_plants_030513",5,"Talle","03/05/2013",1,NA,NA,NA,NA,10.096754,5.05595762977742,"Tremie13",NA,NA,NA,NA
"sampled_plants_030513",5,"Talle","03/05/2013",1,NA,NA,NA,NA,16.61287,15.9215810597581,"Tremie13",NA,NA,NA,NA
"sampled_plants_030513",5,"Talle","03/05/2013",1,NA,NA,NA,NA,21.2822155,20.7123779294008,"Tremie13",NA,NA,NA,NA
"sampled_plants_030513",5,"Talle","03/05/2013",1,NA,NA,NA,NA,19.51028356,19.4362514495526,"Tremie13",NA,NA,NA,NA
"sampled_plants_030513",5,"Talle","03/05/2013",1,NA,NA,NA,NA,22.86334137,22.6617288705498,"Tremie13",NA,NA,NA,NA
"sampled_plants_030513",5,"Talle","03/05/2013",1,NA,NA,NA,NA,8.1467579,2.03983463027774,"Tremie13",NA,NA,NA,NA
"sampled_plants_030513",5,"Talle","03/05/2013",1,NA,NA,NA,NA,8.18691911,3.78950855024789,"Tremie13",NA,NA,NA,NA
"sampled_plants_030513",5,"Talle","03/05/2013",1,NA,NA,NA,NA,9.41562633,9.23385250016987,"Tremie13",NA,NA,NA,NA
"sampled_plants_030513",6,"MB","03/05/2013",1,8,2,NA,NA,15.56819467,8.92643375948469,"Tremie13",NA,9,1,14.9539810310874
"sampled_plants_030513",6,"MB","03/05/2013",1,10,3,NA,NA,14.28319724,14.1278749701219,"Tremie13",NA,9,1,14.9539810310874
"sampled_plants_030513",6,"MB","03/05/2013",1,7,2,NA,NA,8.0532097,1.16886863015564,"Tremie13",NA,9,1,14.9539810310874
"sampled_plants_030513",6,"MB","03/05/2013",1,9,1,NA,NA,21.9467303,21.5609246196284,"Tremie13",NA,9,1,14.9539810310874
"sampled_plants_030513",6,"Talle","03/05/2013",1,NA,NA,NA,NA,16.84286954,16.7427084493182,"Tremie13",NA,NA,NA,NA
"sampled_plants_030513",6,"Talle","03/05/2013",1,NA,NA,NA,NA,18.97641366,18.8310913695286,"Tremie13",NA,NA,NA,NA
"sampled_plants_030513",6,"Talle","03/05/2013",1,NA,NA,NA,NA,16.52125728,15.722871779472,"Tremie13",NA,NA,NA,NA
"sampled_plants_030513",6,"Talle","03/05/2013",1,NA,NA,NA,NA,20.435443,20.2415724202306,"Tremie13",NA,NA,NA,NA
"sampled_plants_030513",6,"Talle","03/05/2013",1,NA,NA,NA,NA,10.58175303,2.39467262973223,"Tremie13",NA,NA,NA,NA
"sampled_plants_030513",6,"Talle","03/05/2013",1,NA,NA,NA,NA,4.82563551,1.4367713198181,"Tremie13",NA,NA,NA,NA
"sampled_plants_030513",6,"Talle","03/05/2013",1,NA,NA,NA,NA,12.7161036,12.1228789795742,"Tremie13",NA,NA,NA,NA
"sampled_plants_030513",6,"Talle","03/05/2013",1,NA,NA,NA,NA,7.91562933,4.08837892037082,"Tremie13",NA,NA,NA,NA
"sampled_plants_030513",7,"MB","03/05/2013",1,8,2,NA,NA,14.73464795,11.7675571106585,"Tremie13",NA,9,1,13.5088484104361
"sampled_plants_030513",7,"MB","03/05/2013",1,10,3,NA,NA,18.94963952,18.7539947493959,"Tremie13",NA,9,1,13.5088484104361
"sampled_plants_030513",7,"MB","03/05/2013",1,9,1,NA,NA,20.56012017,20.3577012205237,"Tremie13",NA,9,1,13.5088484104361
"sampled_plants_030513",7,"Talle","03/05/2013",1,NA,NA,NA,NA,3.4177351,3.37434808998597,"Tremie13",NA,NA,NA,NA
"sampled_plants_030513",7,"Talle","03/05/2013",1,NA,NA,NA,NA,12.70191008,8.69191810040929,"Tremie13",NA,NA,NA,NA
"sampled_plants_030513",7,"Talle","03/05/2013",1,NA,NA,NA,NA,21.25237685,20.1731854592886,"Tremie13",NA,NA,NA,NA
"sampled_plants_030513",7,"Talle","03/05/2013",1,NA,NA,NA,NA,18.55028548,18.0607703292565,"Tremie13",NA,NA,NA,NA
"sampled_plants_030513",7,"Talle","03/05/2013",1,NA,NA,NA,NA,22.4967292,22.3418907999587,"Tremie13",NA,NA,NA,NA
"sampled_plants_030513",7,"Talle","03/05/2013",1,NA,NA,NA,NA,14.56222894,14.450454970313,"Tremie13",NA,NA,NA,NA
"sampled_plants_030513",7,"Talle","03/05/2013",1,NA,NA,NA,NA,16.25932232,15.921258480567,"Tremie13",NA,NA,NA,NA
"sampled_plants_030513",7,"Talle","03/05/2013",1,NA,NA,NA,NA,7.88127456,5.29095716035871,"Tremie13",NA,NA,NA,NA
"sampled_plants_030513",7,"Talle","03/05/2013",1,NA,NA,NA,NA,5.10821559,2.48596276975068,"Tremie13",NA,NA,NA,NA
"sampled_plants_030513",7,"Talle","03/05/2013",1,NA,NA,NA,NA,2.74176871,1.36919080998119,"Tremie13",NA,NA,NA,NA
"sampled_plants_030513",7,"Talle","03/05/2013",1,NA,NA,NA,NA,8.70901484,3.74386348009994,"Tremie13",NA,NA,NA,NA
"sampled_plants_030513",7,"Talle","03/05/2013",1,NA,NA,NA,NA,20.11495977,19.8493151402948,"Tremie13",NA,NA,NA,NA
"sampled_plants_030513",7,"Talle","03/05/2013",1,NA,NA,NA,NA,2.65902694,2.6391882699859,"Tremie13",NA,NA,NA,NA
"sampled_plants_030513",7,"Talle","03/05/2013",1,NA,NA,NA,NA,4.57321666,2.98370370981271,"Tremie13",NA,NA,NA,NA
"sampled_plants_030513",7,"Talle","03/05/2013",1,NA,NA,NA,NA,8.16885463,8.15611271984645,"Tremie13",NA,NA,NA,NA
"sampled_plants_030513",7,"Talle","03/05/2013",1,NA,NA,NA,NA,20.59689429,20.4006043591267,"Tremie13",NA,NA,NA,NA
"sampled_plants_030513",8,"MB","03/05/2013",1,9,1,NA,NA,20.37673344,20.0404437904583,"Tremie13",NA,9,1,20.0276531666349
"sampled_plants_030513",8,"MB","03/05/2013",1,10,3,NA,NA,10.34852769,10.0377218596753,"Tremie13",NA,9,1,20.0276531666349
"sampled_plants_030513",8,"MB","03/05/2013",1,8,1,NA,NA,17.6999646,17.0306110991897,"Tremie13",NA,9,1,20.0276531666349
"sampled_plants_030513",8,"MB","03/05/2013",1,7,2,NA,NA,10.46659197,8.06804838049306,"Tremie13",NA,9,1,20.0276531666349
"sampled_plants_030513",8,"Talle","03/05/2013",1,NA,NA,NA,NA,8.7983695,6.68950275002984,"Tremie13",NA,NA,NA,NA
"sampled_plants_030513",8,"Talle","03/05/2013",1,NA,NA,NA,NA,6.37272919,6.08014913011013,"Tremie13",NA,NA,NA,NA
"sampled_plants_030513",8,"Talle","03/05/2013",1,NA,NA,NA,NA,7.76191996,6.41692265025568,"Tremie13",NA,NA,NA,NA
"sampled_plants_030513",8,"Talle","03/05/2013",1,NA,NA,NA,NA,15.35029188,14.9675507093863,"Tremie13",NA,NA,NA,NA
"sampled_plants_030513",8,"Talle","03/05/2013",1,NA,NA,NA,NA,8.97062722,6.88401848984758,"Tremie13",NA,NA,NA,NA
"sampled_plants_030513",8,"Talle","03/05/2013",1,NA,NA,NA,NA,14.13561689,13.87029483975,"Tremie13",NA,NA,NA,NA
"sampled_plants_030513",8,"Talle","03/05/2013",1,NA,NA,NA,NA,15.57464627,15.0631956802034,"Tremie13",NA,NA,NA,NA
"sampled_plants_030513",8,"Talle","03/05/2013",1,NA,NA,NA,NA,18.3854471,17.999157549379,"Tremie13",NA,NA,NA,NA
"sampled_plants_030513",9,"MB","03/05/2013",1,9,1,NA,NA,18.93834922,18.6418982003853,"Tremie13",NA,9,1,21.4413698607503
"sampled_plants_030513",9,"MB","03/05/2013",1,10,3,NA,NA,18.41544704,18.1380282396945,"Tremie13",NA,9,1,21.4413698607503
"sampled_plants_030513",9,"MB","03/05/2013",1,7,2,NA,NA,8.096758,1.90596393020645,"Tremie13",NA,9,1,21.4413698607503
"sampled_plants_030513",9,"MB","03/05/2013",1,8,2,NA,NA,16.69706338,15.367227329945,"Tremie13",NA,9,1,21.4413698607503
"sampled_plants_030513",9,"Talle","03/05/2013",1,NA,NA,NA,NA,2.27241481,1.78080288991563,"Tremie13",NA,NA,NA,NA
"sampled_plants_030513",9,"Talle","03/05/2013",1,NA,NA,NA,NA,2.39273715,2.29741476005903,"Tremie13",NA,NA,NA,NA
"sampled_plants_030513",9,"Talle","03/05/2013",1,NA,NA,NA,NA,8.62224082,8.579176389832,"Tremie13",NA,NA,NA,NA
"sampled_plants_030513",9,"Talle","03/05/2013",1,NA,NA,NA,NA,22.44495511,22.1380202388905,"Tremie13",NA,NA,NA,NA
"sampled_plants_030513",9,"Talle","03/05/2013",1,NA,NA,NA,NA,3.6838636,3.62805726017032,"Tremie13",NA,NA,NA,NA
"sampled_plants_030513",9,"Talle","03/05/2013",1,NA,NA,NA,NA,14.21690705,13.8693271006686,"Tremie13",NA,NA,NA,NA
"sampled_plants_030513",9,"Talle","03/05/2013",1,NA,NA,NA,NA,16.72270849,16.3706124196092,"Tremie13",NA,NA,NA,NA
"sampled_plants_030513",9,"Talle","03/05/2013",1,NA,NA,NA,NA,4.98240939,4.93160303999729,"Tremie13",NA,NA,NA,NA
"sampled_plants_030513",9,"Talle","03/05/2013",1,NA,NA,NA,NA,5.95885905,4.45837818028766,"Tremie13",NA,NA,NA,NA
"sampled_plants_030513",9,"Talle","03/05/2013",1,NA,NA,NA,NA,5.11418332,5.020957700246,"Tremie13",NA,NA,NA,NA
"sampled_plants_030513",9,"Talle","03/05/2013",1,NA,NA,NA,NA,4.77724851,3.20709035978773,"Tremie13",NA,NA,NA,NA
"sampled_plants_030513",9,"Talle","03/05/2013",1,NA,NA,NA,NA,13.12287698,13.0367481198708,"Tremie13",NA,NA,NA,NA
"sampled_plants_030513",9,"Talle","03/05/2013",1,NA,NA,NA,NA,8.66159558,8.46917661014113,"Tremie13",NA,NA,NA,NA
"sampled_plants_030513",9,"Talle","03/05/2013",1,NA,NA,NA,NA,5.48144065,4.96273201008984,"Tremie13",NA,NA,NA,NA
"sampled_plants_030513",10,"MB","03/05/2013",1,9,1,NA,NA,15.13287296,14.8159381103345,"Tremie13",NA,9,1,8.48230016469244
"sampled_plants_030513",10,"MB","03/05/2013",1,8,1,NA,NA,11.89449234,11.6448154200203,"Tremie13",NA,9,1,8.48230016469244
"sampled_plants_030513",10,"MB","03/05/2013",1,10,3,NA,NA,3.55434773,3.52676714002495,"Tremie13",NA,9,1,8.48230016469244
"sampled_plants_030513",10,"MB","03/05/2013",1,7,2,NA,NA,7.04288914,4.99208679013997,"Tremie13",NA,9,1,8.48230016469244
"sampled_plants_030513",10,"Talle","03/05/2013",1,NA,NA,NA,NA,8.95030468,8.81336947027755,"Tremie13",NA,NA,NA,NA
"sampled_plants_030513",10,"Talle","03/05/2013",1,NA,NA,NA,NA,6.0935362,6.01418151979806,"Tremie13",NA,NA,NA,NA
"sampled_plants_030513",10,"Talle","03/05/2013",1,NA,NA,NA,NA,12.53658783,12.158524069494,"Tremie13",NA,NA,NA,NA
"sampled_plants_030513",10,"Talle","03/05/2013",1,NA,NA,NA,NA,13.07610288,13.0177158995468,"Tremie13",NA,NA,NA,NA
"sampled_plants_030513",10,"Talle","03/05/2013",1,NA,NA,NA,NA,2.71063974,2.65144631002677,"Tremie13",NA,NA,NA,NA
"sampled_plants_030513",10,"Talle","03/05/2013",1,NA,NA,NA,NA,4.83079679,4.1462820300384,"Tremie13",NA,NA,NA,NA
"sampled_plants_030513",10,"Talle","03/05/2013",1,NA,NA,NA,NA,4.79434525,4.6641842199621,"Tremie13",NA,NA,NA,NA
"sampled_plants_030513",10,"Talle","03/05/2013",1,NA,NA,NA,NA,7.22724361,7.10014708972644,"Tremie13",NA,NA,NA,NA
"sampled_plants_030513",10,"Talle","03/05/2013",1,NA,NA,NA,NA,11.62287998,10.9769135300649,"Tremie13",NA,NA,NA,NA
"sampled_plants_030513",10,"Talle","03/05/2013",1,NA,NA,NA,NA,2.06999586,1.33338442993881,"Tremie13",NA,NA,NA,NA
"sampled_plants_030513",10,"Talle","03/05/2013",1,NA,NA,NA,NA,3.6725733,3.64854109017645,"Tremie13",NA,NA,NA,NA
"sampled_plants_030513",10,"Talle","03/05/2013",1,NA,NA,NA,NA,3.02596169,2.61805927998632,"Tremie13",NA,NA,NA,NA
"sampled_plants_030513",11,"MB","03/05/2013",1,7,3,NA,NA,5.89111725,1.55193237977702,"Tremie13",NA,10,1,19.2422550032375
"sampled_plants_030513",11,"MB","03/05/2013",1,8,1,NA,NA,12.0854597,9.73449666053887,"Tremie13",NA,10,1,19.2422550032375
"sampled_plants_030513",11,"MB","03/05/2013",1,11,3,NA,NA,3.91531475,3.88757286995202,"Tremie13",NA,10,1,19.2422550032375
"sampled_plants_030513",11,"MB","03/05/2013",1,9,1,NA,NA,18.6499627,18.3904470907973,"Tremie13",NA,10,1,19.2422550032375
"sampled_plants_030513",11,"MB","03/05/2013",1,10,1,NA,NA,20.05512118,19.7544766192303,"Tremie13",NA,10,1,19.2422550032375
"sampled_plants_030513",11,"Talle","03/05/2013",1,NA,NA,NA,NA,3.74337961,3.6556378499084,"Tremie13",NA,NA,NA,NA
"sampled_plants_030513",11,"Talle","03/05/2013",1,NA,NA,NA,NA,15.17819545,15.0059377303831,"Tremie13",NA,NA,NA,NA
"sampled_plants_030513",11,"Talle","03/05/2013",1,NA,NA,NA,NA,4.274185,1.41338427007258,"Tremie13",NA,NA,NA,NA
"sampled_plants_030513",11,"Talle","03/05/2013",1,NA,NA,NA,NA,3.78015373,3.33031591998968,"Tremie13",NA,NA,NA,NA
"sampled_plants_030513",11,"Talle","03/05/2013",1,NA,NA,NA,NA,2.77805896,2.71789778993252,"Tremie13",NA,NA,NA,NA
"sampled_plants_030513",11,"Talle","03/05/2013",1,NA,NA,NA,NA,14.92367983,14.0167461599333,"Tremie13",NA,NA,NA,NA
"sampled_plants_030513",11,"Talle","03/05/2013",1,NA,NA,NA,NA,15.18255028,14.8410993503259,"Tremie13",NA,NA,NA,NA
"sampled_plants_030513",11,"Talle","03/05/2013",1,NA,NA,NA,NA,17.57238421,17.0746432694943,"Tremie13",NA,NA,NA,NA
"sampled_plants_030513",11,"Talle","03/05/2013",1,NA,NA,NA,NA,14.4725517,13.7961014394498,"Tremie13",NA,NA,NA,NA
"sampled_plants_030513",11,"Talle","03/05/2013",1,NA,NA,NA,NA,10.41739852,8.83288555948607,"Tremie13",NA,NA,NA,NA
"sampled_plants_030513",11,"Talle","03/05/2013",1,NA,NA,NA,NA,10.87288148,10.6062691102255,"Tremie13",NA,NA,NA,NA
"sampled_plants_030513",11,"Talle","03/05/2013",1,NA,NA,NA,NA,6.73934136,6.41837426004323,"Tremie13",NA,NA,NA,NA
"sampled_plants_030513",11,"Talle","03/05/2013",1,NA,NA,NA,NA,8.22659645,8.03256458040089,"Tremie13",NA,NA,NA,NA
"sampled_plants_030513",11,"Talle","03/05/2013",1,NA,NA,NA,NA,3.67644426,3.65063785988171,"Tremie13",NA,NA,NA,NA
"sampled_plants_030513",11,"Talle","03/05/2013",1,NA,NA,NA,NA,3.26321928,3.23999352007316,"Tremie13",NA,NA,NA,NA
"sampled_plants_030513",12,"MB","03/05/2013",1,8,1,NA,NA,16.99077247,15.9594842092322,"Tremie13",NA,9,1,15.4566358556618
"sampled_plants_030513",12,"MB","03/05/2013",1,9,1,NA,NA,19.88689571,19.3647999796878,"Tremie13",NA,9,1,15.4566358556618
"sampled_plants_030513",12,"MB","03/05/2013",1,7,2,NA,NA,10.74626883,6.26998745990952,"Tremie13",NA,9,1,15.4566358556618
"sampled_plants_030513",12,"MB","03/05/2013",1,10,3,NA,NA,10.19239897,10.0456250694943,"Tremie13",NA,9,1,15.4566358556618
"sampled_plants_030513",12,"Talle","03/05/2013",1,NA,NA,NA,NA,11.04659081,10.2236892302109,"Tremie13",NA,NA,NA,NA
"sampled_plants_030513",12,"Talle","03/05/2013",1,NA,NA,NA,NA,14.06981057,13.5477148393079,"Tremie13",NA,NA,NA,NA
"sampled_plants_030513",12,"Talle","03/05/2013",1,NA,NA,NA,NA,14.75868016,14.6469061901843,"Tremie13",NA,NA,NA,NA
"sampled_plants_030513",12,"Talle","03/05/2013",1,NA,NA,NA,NA,6.01047185,2.99757465000927,"Tremie13",NA,NA,NA,NA
