Image	Date	Essai	Parcelle	plant	id_Axe	rank	A_bl	pcent_green	id_Feuille	stat	Nflig
Placette3_P43(2)	06-mai-13	Essai	3	43	Talle	-2	5.47934388	99.94701519	NA	NA	NA
Placette3_P43(2)	06-mai-13	Essai	3	43	Talle	-3	16.79077287	99.69741506	NA	NA	NA
Placette3_P43(2)	06-mai-13	Essai	3	43	Talle	-4	9.47643266	99.57279504	NA	NA	NA
Placette3_P43(2)	06-mai-13	Essai	3	43	Talle	-5	21.3483444	99.62753098	NA	NA	NA
Placette3_P43(2)	06-mai-13	Essai	3	43	Talle	-6	14.57755149	92.59910822	NA	NA	NA
Placette3_P43(2)	06-mai-13	Essai	3	43	Talle	-7	20.16834676	99.40341	NA	NA	NA
Placette3_P43(2)	06-mai-13	Essai	3	43	Talle	-8	13.43626345	99.20653022	NA	NA	NA
Placette3_P43	06-mai-13	Essai	3	43	MB	1	10.61836586	28.45338275	7	2	9
Placette3_P43	06-mai-13	Essai	3	43	MB	0	19.34689679	94.11259598	8	1	9
Placette3_P43	06-mai-13	Essai	3	43	MB	-1	22.71269651	99.7358311	9	1	9
Placette3_P43	06-mai-13	Essai	3	43	MB	-2	17.07190134	99.85261606	10	3	9
Placette3_P44	06-mai-13	Essai	3	44	Talle	1	21.11399003	98.61581122	NA	NA	NA
Placette3_P44	06-mai-13	Essai	3	44	Talle	0	28.19639522	99.42225629	NA	NA	NA
Placette3_P44	06-mai-13	Essai	3	44	Talle	-1	17.26480418	99.89256554	NA	NA	NA
Placette3_P44	06-mai-13	Essai	3	44	Talle	-2	11.46626739	82.94439521	NA	NA	NA
Placette3_P44	06-mai-13	Essai	3	44	Talle	-3	3.84450844	91.15203893	NA	NA	NA
Placette3_P44	06-mai-13	Essai	3	44	MB	-4	9.17836874	83.91558008	7	2	9
Placette3_P44	06-mai-13	Essai	3	44	MB	-5	18.77609148	95.87155963	8	1	9
Placette3_P44	06-mai-13	Essai	3	44	MB	-6	24.11688725	97.27069052	9	1	9
Placette3_P44	06-mai-13	Essai	3	44	MB	-7	24.33737068	99.30281261	10	3	9
Placette3_P45(2)	06-mai-13	Essai	3	45	Talle	1	15.67222672	99.0840606	NA	NA	NA
Placette3_P45(2)	06-mai-13	Essai	3	45	Talle	0	13.74384348	99.83687744	NA	NA	NA
Placette3_P45(2)	06-mai-13	Essai	3	45	Talle	-1	10.65836578	78.6310947	NA	NA	NA
Placette3_P45(2)	06-mai-13	Essai	3	45	Talle	-2	12.00142761	99.94893091	NA	NA	NA
Placette3_P45(2)	06-mai-13	Essai	3	45	Talle	-3	7.77546832	99.98755393	NA	NA	NA
Placette3_P45(2)	06-mai-13	Essai	3	45	Talle	-4	10.05433473	99.96470796	NA	NA	NA
Placette3_P45(2)	06-mai-13	Essai	3	45	Talle	-5	26.64801122	99.75668511	NA	NA	NA
Placette3_P45(2)	06-mai-13	Essai	3	45	Talle	-6	26.75107553	99.71602043	NA	NA	NA
Placette3_P45(2)	06-mai-13	Essai	3	45	Talle	-7	17.74157742	95.97265405	NA	NA	NA
Placette3_P45(2)	06-mai-13	Essai	3	45	Talle	-8	24.9886597	99.5243013	NA	NA	NA
Placette3_P45(2)	06-mai-13	Essai	3	45	Talle	-9	26.58494683	98.04764996	NA	NA	NA
Placette3_P45(2)	06-mai-13	Essai	3	45	Talle	-10	22.71947069	98.65328231	NA	NA	NA
Placette3_P45	06-mai-13	Essai	3	45	MB	1	20.47560421	94.43713617	8	1	9
Placette3_P45	06-mai-13	Essai	3	45	MB	0	32.91235353	99.65009777	9	1	9
Placette3_P45	06-mai-13	Essai	3	45	MB	-1	27.8676862	99.70829957	10	3	9

