"inerv","phiS","s","x","y","xprot","yprot","xrot","yrot","xr","yr"
1,1.5707963267949,0,0,0,0,0,0,0,0,0
1,1.5707963267949,0.610284266808955,-0.0675391652454659,0.606535528615175,-0.0675391652454659,0.606535528615175,-0.0675391652454659,0.606535528615175,-0.0675391652454659,0.606535528615175
1,1.5707963267949,1.22056853361791,-0.135078330490932,1.21307105723035,-0.135078330490932,1.21307105723035,-0.135078330490932,1.21307105723035,-0.135078330490932,1.21307105723035
1,1.5707963267949,1.83085280042687,-0.144903515365833,1.8063991315414,-0.144903515365833,1.8063991315414,-0.144903515365833,1.8063991315414,-0.144903515365833,1.8063991315414
1,1.5707963267949,2.44113706723582,0.179702425090228,2.32319490332672,0.179702425090228,2.32319490332672,0.179702425090228,2.32319490332672,0.179702425090228,2.32319490332672
1,1.5707963267949,3.05142133404478,0.678178800916875,2.55202688300631,0.678178800916875,2.55202688300631,0.678178800916875,2.55202688300631,0.678178800916875,2.55202688300631
1,1.5707963267949,3.66170560085373,1.01189620000602,2.04106740921243,1.01189620000602,2.04106740921243,1.01189620000602,2.04106740921243,1.01189620000602,2.04106740921243
1,1.5707963267949,4.27198986766269,1.23827813881402,1.48257472571143,1.23827813881402,1.48257472571143,1.23827813881402,1.48257472571143,1.23827813881402,1.48257472571143
1,1.5707963267949,4.88227413447164,1.3923463576805,0.892058112693764,1.3923463576805,0.892058112693764,1.3923463576805,0.892058112693764,1.3923463576805,0.892058112693764
1,1.5707963267949,5.4925584012806,1.54641457654698,0.301541499676098,1.54641457654698,0.301541499676098,1.54641457654698,0.301541499676098,1.54641457654698,0.301541499676098
1,1.5707963267949,6.10284266808955,1.70048279541345,-0.288975113341568,1.70048279541345,-0.288975113341568,1.70048279541345,-0.288975113341568,1.70048279541345,-0.288975113341568
1,1.5707963267949,6.71312693489851,1.88247245872444,-0.864775884514746,1.88247245872444,-0.864775884514746,1.88247245872444,-0.864775884514746,1.88247245872444,-0.864775884514746
1,1.5707963267949,7.32341120170747,2.28253104648997,-1.3256446431322,2.28253104648997,-1.3256446431322,2.28253104648997,-1.3256446431322,2.28253104648997,-1.3256446431322
1,1.5707963267949,7.93369546851642,2.6825896342555,-1.78651340174966,2.6825896342555,-1.78651340174966,2.6825896342555,-1.78651340174966,2.6825896342555,-1.78651340174966
1,1.5707963267949,8.54397973532538,3.08264822202103,-2.24738216036711,3.08264822202103,-2.24738216036711,3.08264822202103,-2.24738216036711,3.08264822202103,-2.24738216036711
1,1.5707963267949,9.15426400213433,3.48270680978656,-2.70825091898457,3.48270680978656,-2.70825091898457,3.48270680978656,-2.70825091898457,3.48270680978656,-2.70825091898457
1,1.5707963267949,9.76454826894329,3.88276539755209,-3.16911967760202,3.88276539755209,-3.16911967760202,3.88276539755209,-3.16911967760202,3.88276539755209,-3.16911967760202
1,1.5707963267949,10.3748325357522,4.28282398531762,-3.62998843621948,4.28282398531762,-3.62998843621948,4.28282398531762,-3.62998843621948,4.28282398531762,-3.62998843621948
1,1.5707963267949,10.9851168025612,4.68288257308315,-4.09085719483693,4.68288257308315,-4.09085719483693,4.68288257308315,-4.09085719483693,4.68288257308315,-4.09085719483693
1,1.5707963267949,11.5954010693702,5.08294116084868,-4.55172595345439,5.08294116084868,-4.55172595345439,5.08294116084868,-4.55172595345439,5.08294116084868,-4.55172595345439
2,1.5707963267949,0,0,0,0,0,0,0,0,0
2,1.5707963267949,0.618510918665006,0.133891940123346,0.603844934464003,0.133891940123346,0.603844934464003,0.133891940123346,0.603844934464003,0.133891940123346,0.603844934464003
2,1.5707963267949,1.23702183733001,0.267783880246693,1.20768986892801,0.267783880246693,1.20768986892801,0.267783880246693,1.20768986892801,0.267783880246693,1.20768986892801
2,1.5707963267949,1.85553275599502,0.401675820370039,1.81153480339201,0.401675820370039,1.81153480339201,0.401675820370039,1.81153480339201,0.401675820370039,1.81153480339201
2,1.5707963267949,2.47404367466002,0.535567760493385,2.41537973785601,0.535567760493385,2.41537973785601,0.535567760493385,2.41537973785601,0.535567760493385,2.41537973785601
2,1.5707963267949,3.09255459332503,0.669459700616731,3.01922467232002,0.669459700616731,3.01922467232002,0.669459700616731,3.01922467232002,0.669459700616731,3.01922467232002
2,1.5707963267949,3.71106551199004,0.803351640740078,3.62306960678402,0.803351640740078,3.62306960678402,0.803351640740078,3.62306960678402,0.803351640740078,3.62306960678402
2,1.5707963267949,4.32957643065504,0.937243580863424,4.22691454124802,0.937243580863424,4.22691454124802,0.937243580863424,4.22691454124802,0.937243580863424,4.22691454124802
2,1.5707963267949,4.94808734932005,1.07113552098677,4.83075947571202,1.07113552098677,4.83075947571202,1.07113552098677,4.83075947571202,1.07113552098677,4.83075947571202
2,1.5707963267949,5.56659826798506,1.20502746111012,5.43460441017603,1.20502746111012,5.43460441017603,1.20502746111012,5.43460441017603,1.20502746111012,5.43460441017603
2,1.5707963267949,6.18510918665006,1.33891940123346,6.03844934464003,1.33891940123346,6.03844934464003,1.33891940123346,6.03844934464003,1.33891940123346,6.03844934464003
2,1.5707963267949,6.80362010531507,1.47281134135681,6.64229427910403,1.47281134135681,6.64229427910403,1.47281134135681,6.64229427910403,1.47281134135681,6.64229427910403
2,1.5707963267949,7.42213102398007,1.60670328148016,7.24613921356804,1.60670328148016,7.24613921356804,1.60670328148016,7.24613921356804,1.60670328148016,7.24613921356804
2,1.5707963267949,8.04064194264508,1.7405952216035,7.84998414803204,1.7405952216035,7.84998414803204,1.7405952216035,7.84998414803204,1.7405952216035,7.84998414803204
2,1.5707963267949,8.65915286131009,1.90381272085345,7.92132448640134,1.90381272085345,7.92132448640134,1.90381272085345,7.92132448640134,1.90381272085345,7.92132448640134
2,1.5707963267949,9.27766377997509,2.10320256447654,7.33583371212065,2.10320256447654,7.33583371212065,2.10320256447654,7.33583371212065,2.10320256447654,7.33583371212065
2,1.5707963267949,9.8961746986401,2.05622609914115,6.71939428764678,2.05622609914115,6.71939428764678,2.05622609914115,6.71939428764678,2.05622609914115,6.71939428764678
2,1.5707963267949,10.5146856173051,2.00784544431642,6.10277846823687,2.00784544431642,6.10277846823687,2.00784544431642,6.10277846823687,2.00784544431642,6.10277846823687
2,1.5707963267949,11.1331965359701,1.98410859349196,5.48482921105342,1.98410859349196,5.48482921105342,1.98410859349196,5.48482921105342,1.98410859349196,5.48482921105342
2,1.5707963267949,11.7517074546351,1.96567333717373,4.86659309286531,1.96567333717373,4.86659309286531,1.96567333717373,4.86659309286531,1.96567333717373,4.86659309286531
38,1.5707963267949,0,0,0,0,0,0,0,0,0
38,1.5707963267949,0.882323187852661,0.15500023812062,0.868601827079032,0.15500023812062,0.868601827079032,0.15500023812062,0.868601827079032,0.15500023812062,0.868601827079032
38,1.5707963267949,1.76464637570532,0.31000047624124,1.73720365415806,0.31000047624124,1.73720365415806,0.31000047624124,1.73720365415806,0.31000047624124,1.73720365415806
38,1.5707963267949,2.64696956355798,0.46500071436186,2.6058054812371,0.46500071436186,2.6058054812371,0.46500071436186,2.6058054812371,0.46500071436186,2.6058054812371
38,1.5707963267949,3.52929275141064,0.62000095248248,3.47440730831613,0.62000095248248,3.47440730831613,0.62000095248248,3.47440730831613,0.62000095248248,3.47440730831613
38,1.5707963267949,4.4116159392633,0.7750011906031,4.34300913539516,0.7750011906031,4.34300913539516,0.7750011906031,4.34300913539516,0.7750011906031,4.34300913539516
38,1.5707963267949,5.29393912711596,0.930001428723721,5.21161096247419,0.930001428723721,5.21161096247419,0.930001428723721,5.21161096247419,0.930001428723721,5.21161096247419
38,1.5707963267949,6.17626231496863,1.08500166684434,6.08021278955323,1.08500166684434,6.08021278955323,1.08500166684434,6.08021278955323,1.08500166684434,6.08021278955323
38,1.5707963267949,7.05858550282129,1.24000190496496,6.94881461663226,1.24000190496496,6.94881461663226,1.24000190496496,6.94881461663226,1.24000190496496,6.94881461663226
38,1.5707963267949,7.94090869067395,1.39500214308558,7.81741644371129,1.39500214308558,7.81741644371129,1.39500214308558,7.81741644371129,1.39500214308558,7.81741644371129
38,1.5707963267949,8.82323187852661,1.56302127239612,8.68354599045736,1.56302127239612,8.68354599045736,1.56302127239612,8.68354599045736,1.56302127239612,8.68354599045736
38,1.5707963267949,9.70555506637927,1.73722263316508,9.54850153482292,1.73722263316508,9.54850153482292,1.73722263316508,9.54850153482292,1.73722263316508,9.54850153482292
38,1.5707963267949,10.5878782542319,1.91142399393404,10.4134570791885,1.91142399393404,10.4134570791885,1.91142399393404,10.4134570791885,1.91142399393404,10.4134570791885
38,1.5707963267949,11.4702014420846,2.08562535470301,11.278412623554,2.08562535470301,11.278412623554,2.08562535470301,11.278412623554,2.08562535470301,11.278412623554
38,1.5707963267949,12.3525246299373,2.34177370935958,12.097110079944,2.34177370935958,12.097110079944,2.34177370935958,12.097110079944,2.34177370935958,12.097110079944
38,1.5707963267949,13.2348478177899,2.99230525810073,12.6931829881649,2.99230525810073,12.6931829881649,2.99230525810073,12.6931829881649,2.99230525810073,12.6931829881649
38,1.5707963267949,14.1171710056426,3.64283680684188,13.2892558963858,3.64283680684188,13.2892558963858,3.64283680684188,13.2892558963858,3.64283680684188,13.2892558963858
38,1.5707963267949,14.9994941934952,4.29336835558303,13.8853288046067,4.29336835558303,13.8853288046067,4.29336835558303,13.8853288046067,4.29336835558303,13.8853288046067
38,1.5707963267949,15.8818173813479,4.9503081140215,14.4742823725596,4.9503081140215,14.4742823725596,4.9503081140215,14.4742823725596,4.9503081140215,14.4742823725596
38,1.5707963267949,16.7641405692006,5.61130277113093,15.0587310624335,5.61130277113093,15.0587310624335,5.61130277113093,15.0587310624335,5.61130277113093,15.0587310624335
39,1.5707963267949,0,0,0,0,0,0,0,0,0
39,1.5707963267949,1.200833285646,0.0519329310190058,1.19970977765089,0.0519329310190058,1.19970977765089,0.0519329310190058,1.19970977765089,0.0519329310190058,1.19970977765089
39,1.5707963267949,2.40166657129201,0.103865862038012,2.39941955530178,0.103865862038012,2.39941955530178,0.103865862038012,2.39941955530178,0.103865862038012,2.39941955530178
39,1.5707963267949,3.60249985693801,0.155798793057017,3.59912933295268,0.155798793057017,3.59912933295268,0.155798793057017,3.59912933295268,0.155798793057017,3.59912933295268
39,1.5707963267949,4.80333314258402,0.207731724076023,4.79883911060357,0.207731724076023,4.79883911060357,0.207731724076023,4.79883911060357,0.207731724076023,4.79883911060357
39,1.5707963267949,6.00416642823002,0.259664655095029,5.99854888825446,0.259664655095029,5.99854888825446,0.259664655095029,5.99854888825446,0.259664655095029,5.99854888825446
39,1.5707963267949,7.20499971387603,0.311597586114035,7.19825866590535,0.311597586114035,7.19825866590535,0.311597586114035,7.19825866590535,0.311597586114035,7.19825866590535
39,1.5707963267949,8.40583299952203,0.36353051713304,8.39796844355625,0.36353051713304,8.39796844355625,0.36353051713304,8.39796844355625,0.36353051713304,8.39796844355625
39,1.5707963267949,9.60666628516804,0.415463448152046,9.59767822120714,0.415463448152046,9.59767822120714,0.415463448152046,9.59767822120714,0.415463448152046,9.59767822120714
39,1.5707963267949,10.807499570814,0.467396379171052,10.797387998858,0.467396379171052,10.797387998858,0.467396379171052,10.797387998858,0.467396379171052,10.797387998858
