date;variety;image;point;x;y;slice;color;id;serie;green_leaves
01/06/2011;Rht3;Img0350.jpg;0;1424;3628;1;0;2183;0;1,8
01/06/2011;Rht3;Img0350.jpg;1;1384;3444;1;1;2184;0;1,8
01/06/2011;Rht3;Img0350.jpg;2;1368;3296;1;2;2185;0;1,8
01/06/2011;Rht3;Img0350.jpg;3;1384;3000;1;3;2186;0;1,8
01/06/2011;Rht3;Img0350.jpg;4;1368;2824;1;4;2187;0;1,8
01/06/2011;Rht3;Img0350.jpg;5;1360;2460;1;5;2188;0;1,8
01/06/2011;Rht3;Img0350.jpg;6;1368;2200;1;6;2189;0;1,8
01/06/2011;Rht3;Img0350.jpg;7;1376;1924;1;7;2190;0;1,8
01/06/2011;Rht3;Img0350.jpg;8;1376;1732;1;8;2191;0;1,8
01/06/2011;Rht3;Img0350.jpg;9;1356;1716;1;9;2192;1;1,8
01/06/2011;Rht3;Img0350.jpg;10;1288;1628;1;10;2193;1;1,8
01/06/2011;Rht3;Img0350.jpg;11;1216;1520;1;11;2194;1;1,8
01/06/2011;Rht3;Img0350.jpg;12;1156;1388;1;12;2195;1;1,8
01/06/2011;Rht3;Img0350.jpg;13;1100;1252;1;13;2196;1;1,8
01/06/2011;Rht3;Img0350.jpg;14;1052;1104;1;14;2197;1;1,8
01/06/2011;Rht3;Img0350.jpg;15;1028;992;1;15;2198;1;1,8
01/06/2011;Rht3;Img0350.jpg;16;992;868;1;16;2199;1;1,8
01/06/2011;Rht3;Img0350.jpg;17;960;676;1;17;2200;1;1,8
01/06/2011;Rht3;Img0350.jpg;18;1352;2444;1;18;2201;2;1,8
01/06/2011;Rht3;Img0350.jpg;19;1312;2324;1;19;2202;2;1,8
01/06/2011;Rht3;Img0350.jpg;20;1276;2200;1;20;2203;2;1,8
01/06/2011;Rht3;Img0350.jpg;21;1264;2080;1;21;2204;2;1,8
01/06/2011;Rht3;Img0350.jpg;22;1256;1972;1;22;2205;2;1,8
01/06/2011;Rht3;Img0350.jpg;23;1236;1840;1;23;2206;2;1,8
01/06/2011;Rht3;Img0350.jpg;24;1212;1704;1;24;2207;2;1,8
01/06/2011;Rht3;Img0350.jpg;25;1160;1576;1;25;2208;2;1,8
01/06/2011;Rht3;Img0350.jpg;26;1112;1512;1;26;2209;2;1,8
01/06/2011;Rht3;Img0350.jpg;27;1032;1464;1;27;2210;2;1,8
01/06/2011;Rht3;Img0350.jpg;28;928;1424;1;28;2211;2;1,8
01/06/2011;Rht3;Img0350.jpg;29;880;1408;1;29;2212;2;1,8
01/06/2011;Rht3;Img0350.jpg;30;1348;2828;1;30;2213;3;1,8
01/06/2011;Rht3;Img0350.jpg;31;1300;2736;1;31;2214;3;1,8
01/06/2011;Rht3;Img0350.jpg;32;1264;2568;1;32;2215;3;1,8
01/06/2011;Rht3;Img0350.jpg;33;1240;2440;1;33;2216;3;1,8
01/06/2011;Rht3;Img0350.jpg;34;1200;2368;1;34;2217;3;1,8
01/06/2011;Rht3;Img0350.jpg;35;1160;2304;1;35;2218;3;1,8
01/06/2011;Rht3;Img0350.jpg;36;1100;2312;1;36;2219;3;1,8
01/06/2011;Rht3;Img0350.jpg;37;1012;2360;1;37;2220;3;1,8
01/06/2011;Rht3;Img0350.jpg;38;908;2408;1;38;2221;3;1,8
