id_plt,id_cohort_axis,N_phytomer,TT_stop_axis,TT_del_axis,id_dim,id_phen,id_ear,TT_em_phytomer1,TT_col_phytomer1,TT_sen_phytomer1,TT_del_phytomer1
8.0,1.0,12.0,NA,NA,112.0,112.0,1.0,28.7221290078,199.294435853,661.73555576,981.558638159
8.0,4.0,9.0,NA,NA,409.0,409.0,1.0,293.746016613,473.451521413,756.918248005,1093.86606951
8.0,5.0,8.0,NA,NA,508.0,508.0,1.0,388.556947766,571.519198491,860.123102755,1203.17732287
8.0,6.0,8.0,1156.0,1756.0,608.0,608.0,1.0,519.055692673,677.739107137,932.329052008,1229.86045413
8.0,6.0,8.0,1155.0,1755.0,608.0,608.0,1.0,519.055692673,677.739107137,932.329052008,1229.86045413
8.0,7.0,7.0,906.0,1506.0,707.0,707.0,1.0,655.479731622,806.321692421,1089.66593027,1372.49460676
8.0,7.0,7.0,905.0,1505.0,707.0,707.0,1.0,655.479731622,806.321692421,1089.66593027,1372.49460676
9.0,1.0,12.0,NA,NA,112.0,112.0,1.0,45.8029857507,216.375292596,678.816412502,998.639494902
9.0,4.0,9.0,NA,NA,409.0,409.0,1.0,310.826873355,490.532378156,773.999104748,1110.94692625
9.0,6.0,8.0,967.0,1567.0,608.0,608.0,1.0,536.136549416,694.81996388,949.409908751,1246.94131087
9.0,6.0,8.0,966.0,1566.0,608.0,608.0,1.0,536.136549416,694.81996388,949.409908751,1246.94131087
10.0,1.0,12.0,NA,NA,112.0,112.0,1.0,41.857082909,212.429389754,674.870509661,994.69359206
10.0,5.0,8.0,1301.0,1901.0,508.0,508.0,1.0,401.691901667,584.654152393,873.258056656,1216.31227677
10.0,6.0,8.0,1009.0,1609.0,608.0,608.0,1.0,532.190646575,690.874061038,945.464005909,1242.99540803
11.0,1.0,12.0,NA,NA,112.0,112.0,1.0,28.1459773387,198.718284184,661.15940409,980.98248649
11.0,4.0,9.0,NA,NA,409.0,409.0,1.0,293.169864944,472.875369744,756.342096336,1093.28991784
11.0,5.0,9.0,1365.0,1965.0,509.0,509.0,1.0,393.827428308,561.198659803,825.209354247,1139.0304133
11.0,6.0,8.0,1164.0,1764.0,608.0,608.0,1.0,518.479541004,677.162955468,931.752900339,1229.28430246
11.0,6.0,8.0,1163.0,1763.0,608.0,608.0,1.0,518.479541004,677.162955468,931.752900339,1229.28430246
12.0,1.0,12.0,NA,NA,112.0,112.0,1.0,50.4665737473,221.038880593,683.480000499,1003.3030829
12.0,4.0,9.0,NA,NA,409.0,409.0,1.0,315.490461352,495.195966153,778.662692745,1115.61051425
12.0,5.0,8.0,1255.0,1855.0,508.0,508.0,1.0,410.301392505,593.263643231,881.867547495,1224.92176761
12.0,6.0,8.0,941.0,1541.0,608.0,608.0,1.0,540.800137413,699.483551877,954.073496747,1251.60489887
13.0,1.0,11.0,NA,NA,111.0,111.0,1.0,35.2228502691,217.425086715,665.335694269,1006.96488761
13.0,4.0,8.0,NA,NA,408.0,408.0,1.0,298.18315796,495.021466154,805.513406585,1174.58523445
13.0,5.0,8.0,1315.0,1915.0,508.0,508.0,1.0,399.418890386,582.381141112,870.985045375,1214.03926549
13.0,6.0,7.0,1080.0,1680.0,607.0,607.0,1.0,523.701188679,698.961794116,1029.53009524,1358.14373043
13.0,6.0,7.0,1079.0,1679.0,607.0,607.0,1.0,523.701188679,698.961794116,1029.53009524,1358.14373043
14.0,1.0,11.0,NA,NA,111.0,111.0,1.0,35.5389491976,217.741185644,665.651793198,1007.28098653
14.0,4.0,8.0,NA,NA,408.0,408.0,1.0,298.499256889,495.337565083,805.829505514,1174.90133338
14.0,5.0,7.0,1373.0,1973.0,507.0,507.0,1.0,392.217890757,595.225737636,925.106398916,1305.74611181
14.0,6.0,7.0,1078.0,1678.0,607.0,607.0,1.0,524.017287607,699.277893044,1029.84619417,1358.45982936
14.0,6.0,7.0,1077.0,1677.0,607.0,607.0,1.0,524.017287607,699.277893044,1029.84619417,1358.45982936
15.0,1.0,12.0,NA,NA,112.0,112.0,1.0,41.5987642949,212.17107114,674.612191047,994.435273446
15.0,4.0,9.0,NA,NA,409.0,409.0,1.0,306.6226519,486.3281567,769.794883292,1106.74270479
15.0,5.0,9.0,1271.0,1871.0,509.0,509.0,1.0,407.280215264,574.65144676,838.662141203,1152.48320026
15.0,6.0,8.0,1012.0,1612.0,608.0,608.0,1.0,531.932327961,690.615742424,945.205687295,1242.73708941
15.0,6.0,8.0,1011.0,1611.0,608.0,608.0,1.0,531.932327961,690.615742424,945.205687295,1242.73708941
16.0,1.0,12.0,NA,NA,112.0,112.0,1.0,41.7020534369,212.274360282,674.715480189,994.538562588
16.0,4.0,9.0,NA,NA,409.0,409.0,1.0,306.725941042,486.431445842,769.898172435,1106.84599394
16.0,5.0,8.0,1303.0,1903.0,508.0,508.0,1.0,401.536872195,584.499122921,873.103027184,1216.15724729
16.0,6.0,8.0,1010.0,1610.0,608.0,608.0,1.0,532.035617103,690.719031566,945.308976437,1242.84037856
17.0,1.0,11.0,NA,NA,111.0,111.0,1.0,22.1789169788,204.381153425,652.291760979,993.920954315
17.0,4.0,9.0,NA,NA,409.0,409.0,1.0,291.564025943,471.269530743,754.736257335,1091.68407884
17.0,5.0,7.0,NA,NA,507.0,507.0,1.0,378.857858538,581.865705417,911.746366697,1292.38607959
17.0,6.0,7.0,1220.0,1820.0,607.0,607.0,1.0,510.657255389,685.917860825,1016.48616195,1345.09979714
17.0,6.0,7.0,1219.0,1819.0,607.0,607.0,1.0,510.657255389,685.917860825,1016.48616195,1345.09979714
18.0,1.0,12.0,NA,NA,112.0,112.0,1.0,36.6374181563,207.209725002,669.650844908,989.473927308
18.0,4.0,9.0,NA,NA,409.0,409.0,1.0,301.661305761,481.366810562,764.833537154,1101.78135866
18.0,5.0,9.0,1300.0,1900.0,509.0,509.0,1.0,402.318869126,569.690100621,833.700795064,1147.52185412
18.0,6.0,8.0,1052.0,1652.0,608.0,608.0,1.0,526.970981822,685.654396286,940.244341156,1237.77574328
18.0,6.0,8.0,1051.0,1651.0,608.0,608.0,1.0,526.970981822,685.654396286,940.244341156,1237.77574328
19.0,1.0,12.0,NA,NA,112.0,112.0,1.0,24.4515301446,195.02383699,657.464956896,977.288039296
19.0,4.0,10.0,NA,NA,410.0,410.0,1.0,294.615258767,460.614520853,722.461076374,1033.70969279
19.0,5.0,9.0,NA,NA,509.0,509.0,1.0,390.132981114,557.504212609,821.514907053,1135.33596611
19.0,6.0,8.0,1193.0,1793.0,608.0,608.0,1.0,514.78509381,673.468508274,928.058453145,1225.58985526
20.0,1.0,11.0,NA,NA,111.0,111.0,1.0,24.9524724742,207.15470892,655.065316474,996.694509811
20.0,5.0,8.0,NA,NA,508.0,508.0,1.0,389.148512591,572.110763317,860.714667581,1203.76888769
20.0,6.0,7.0,1208.0,1808.0,607.0,607.0,1.0,513.430810884,688.691416321,1019.25971744,1347.87335264
21.0,1.0,11.0,NA,NA,111.0,111.0,1.0,28.4036757759,210.605912222,658.516519776,1000.14571311
21.0,4.0,8.0,NA,NA,408.0,408.0,1.0,291.363983467,488.202291661,798.694232092,1167.76605996
21.0,5.0,8.0,1371.0,1971.0,508.0,508.0,1.0,392.599715893,575.561966618,864.165870882,1207.22009099
21.0,6.0,7.0,1178.0,1778.0,607.0,607.0,1.0,516.882014186,692.142619622,1022.71092074,1351.32455594
21.0,6.0,7.0,1177.0,1777.0,607.0,607.0,1.0,516.882014186,692.142619622,1022.71092074,1351.32455594
22.0,1.0,11.0,NA,NA,111.0,111.0,1.0,29.5979010714,211.800137517,659.710745071,1001.33993841
22.0,4.0,8.0,NA,NA,408.0,408.0,1.0,292.558208763,489.396516957,799.888457388,1168.96028525
22.0,5.0,7.0,NA,NA,507.0,507.0,1.0,386.276842631,589.28468951,919.165350789,1299.80506369
22.0,6.0,7.0,1170.0,1770.0,607.0,607.0,1.0,518.076239481,693.336844918,1023.90514604,1352.51878123
22.0,6.0,7.0,1169.0,1769.0,607.0,607.0,1.0,518.076239481,693.336844918,1023.90514604,1352.51878123
23.0,1.0,11.0,NA,NA,111.0,111.0,1.0,33.1391169681,215.341353414,663.251960968,1004.8811543
23.0,4.0,8.0,NA,NA,408.0,408.0,1.0,296.099424659,492.937732853,803.429673284,1172.50150115
23.0,5.0,7.0,NA,NA,507.0,507.0,1.0,389.818058528,592.825905406,922.706566686,1303.34627958
23.0,6.0,7.0,1111.0,1711.0,607.0,607.0,1.0,521.617455378,696.878060815,1027.44636194,1356.05999713
23.0,6.0,7.0,1110.0,1710.0,607.0,607.0,1.0,521.617455378,696.878060815,1027.44636194,1356.05999713
23.0,7.0,6.0,898.0,1498.0,706.0,706.0,1.0,657.495510745,826.370618734,1171.95864717,1488.59947465
24.0,1.0,12.0,NA,NA,112.0,112.0,1.0,23.9479441721,194.520251018,656.961370924,976.784453323
24.0,4.0,9.0,NA,NA,409.0,409.0,1.0,288.971831777,468.677336577,752.14406317,1089.09188467
24.0,5.0,8.0,NA,NA,508.0,508.0,1.0,383.78276293,566.745013656,855.34891792,1198.40313803
24.0,6.0,8.0,1199.0,1799.0,608.0,608.0,1.0,514.281507838,672.964922302,927.554867172,1225.08626929
24.0,6.0,8.0,1198.0,1798.0,608.0,608.0,1.0,514.281507838,672.964922302,927.554867172,1225.08626929
24.0,7.0,8.0,903.0,1503.0,708.0,708.0,1.0,655.777369434,793.094469839,1044.23115199,1301.70071525
25.0,1.0,11.0,NA,NA,111.0,111.0,1.0,30.1108707726,212.313107219,660.223714773,1001.85290811
25.0,4.0,8.0,NA,NA,408.0,408.0,1.0,293.071178464,489.909486658,800.401427089,1169.47325495
25.0,5.0,8.0,1357.0,1957.0,508.0,508.0,1.0,394.30691089,577.269161615,865.873065879,1208.92728599
25.0,6.0,7.0,1162.0,1762.0,607.0,607.0,1.0,518.589209182,693.849814619,1024.41811574,1353.03175093
25.0,6.0,7.0,1161.0,1761.0,607.0,607.0,1.0,518.589209182,693.849814619,1024.41811574,1353.03175093
26.0,1.0,12.0,NA,NA,112.0,112.0,1.0,49.8692369247,220.44154377,682.882663676,1002.70574608
26.0,4.0,9.0,NA,NA,409.0,409.0,1.0,314.893124529,494.59862933,778.065355922,1115.01317742
26.0,5.0,8.0,1259.0,1859.0,508.0,508.0,1.0,409.704055683,592.666306408,881.270210672,1224.32443078
26.0,6.0,7.0,987.0,1587.0,607.0,607.0,1.0,533.986353976,709.246959412,1039.81526053,1368.42889573
26.0,6.0,8.0,949.0,1549.0,608.0,608.0,1.0,540.20280059,698.886215054,953.476159925,1251.00756204
27.0,1.0,12.0,NA,NA,112.0,112.0,1.0,43.5197685439,214.092075389,676.533195296,996.356277695
27.0,4.0,9.0,NA,NA,409.0,409.0,1.0,308.543656149,488.249160949,771.715887542,1108.66370904
27.0,5.0,8.0,1290.0,1890.0,508.0,508.0,1.0,403.354587302,586.316838028,874.920742291,1217.9749624
27.0,6.0,8.0,989.0,1589.0,608.0,608.0,1.0,533.85333221,692.536746673,947.126691544,1244.65809366
27.0,6.0,8.0,988.0,1588.0,608.0,608.0,1.0,533.85333221,692.536746673,947.126691544,1244.65809366
28.0,1.0,12.0,NA,NA,112.0,112.0,1.0,41.9504020509,212.522708896,674.963828803,994.786911202
28.0,4.0,9.0,NA,NA,409.0,409.0,1.0,306.974289656,486.679794456,770.146521049,1107.09434255
28.0,5.0,9.0,1269.0,1869.0,509.0,509.0,1.0,407.63185302,575.003084516,839.013778959,1152.83483801
28.0,6.0,8.0,1008.0,1608.0,608.0,608.0,1.0,532.283965717,690.96738018,945.557325051,1243.08872717
28.0,6.0,8.0,1007.0,1607.0,608.0,608.0,1.0,532.283965717,690.96738018,945.557325051,1243.08872717
28.0,7.0,8.0,859.0,1459.0,708.0,708.0,1.0,673.779827313,811.096927718,1062.23360987,1319.70317313
29.0,1.0,12.0,NA,NA,112.0,112.0,1.0,44.8844081705,215.456715016,677.897834922,997.720917322
29.0,4.0,9.0,NA,NA,409.0,409.0,1.0,309.908295775,489.613800576,773.080527168,1110.02834867
29.0,5.0,9.0,1254.0,1854.0,509.0,509.0,1.0,410.56585914,577.937090635,841.947785079,1155.76884413
29.0,6.0,8.0,975.0,1575.0,608.0,608.0,1.0,535.217971836,693.9013863,948.491331171,1246.02273329
29.0,6.0,8.0,974.0,1574.0,608.0,608.0,1.0,535.217971836,693.9013863,948.491331171,1246.02273329
30.0,1.0,11.0,NA,NA,111.0,111.0,1.0,24.9881887981,207.190425244,655.101032798,996.730226135
30.0,4.0,8.0,NA,NA,408.0,408.0,1.0,287.948496489,484.786804683,795.278745114,1164.35057298
30.0,5.0,8.0,NA,NA,508.0,508.0,1.0,389.184228915,572.146479641,860.750383904,1203.80460402
30.0,6.0,7.0,1207.0,1807.0,607.0,607.0,1.0,513.466527208,688.727132645,1019.29543377,1347.90906896
30.0,6.0,7.0,1206.0,1806.0,607.0,607.0,1.0,513.466527208,688.727132645,1019.29543377,1347.90906896
30.0,7.0,7.0,901.0,1501.0,707.0,707.0,1.0,656.107012771,806.94897357,1090.29321142,1373.12188791
31.0,1.0,11.0,NA,NA,111.0,111.0,1.0,22.1663514967,204.368587943,652.279195497,993.908388833
31.0,4.0,9.0,NA,NA,409.0,409.0,1.0,291.55146046,471.256965261,754.723691853,1091.67151335
31.0,5.0,7.0,NA,NA,507.0,507.0,1.0,378.845293056,581.853139935,911.733801215,1292.37351411
31.0,6.0,7.0,1222.0,1822.0,607.0,607.0,1.0,510.644689906,685.905295343,1016.47359646,1345.08723166
31.0,6.0,7.0,1221.0,1821.0,607.0,607.0,1.0,510.644689906,685.905295343,1016.47359646,1345.08723166
32.0,1.0,12.0,NA,NA,112.0,112.0,1.0,51.1899907253,221.762297571,684.203417477,1004.02649988
32.0,4.0,9.0,NA,NA,409.0,409.0,1.0,316.21387833,495.919383131,779.386109723,1116.33393122
32.0,5.0,9.0,1240.0,1840.0,509.0,509.0,1.0,416.871441695,584.24267319,848.253367633,1162.07442669
32.0,6.0,8.0,935.0,1535.0,608.0,608.0,1.0,541.523554391,700.206968855,954.796913725,1252.32831584
33.0,1.0,12.0,NA,NA,112.0,112.0,1.0,32.3260393956,202.898346241,665.339466147,985.162548547
33.0,4.0,10.0,NA,NA,410.0,410.0,1.0,302.489768018,468.489030104,730.335585625,1041.58420204
33.0,5.0,9.0,1324.0,1924.0,509.0,509.0,1.0,398.007490365,565.37872186,829.389416304,1143.21047536
33.0,6.0,8.0,1088.0,1688.0,608.0,608.0,1.0,522.659603061,681.343017525,935.932962396,1233.46436452
33.0,6.0,8.0,1087.0,1687.0,608.0,608.0,1.0,522.659603061,681.343017525,935.932962396,1233.46436452
33.0,7.0,8.0,882.0,1482.0,708.0,708.0,1.0,664.155464657,801.472565063,1052.60924722,1310.07881048
34.0,1.0,12.0,NA,NA,112.0,112.0,1.0,33.6969877446,204.26929459,666.710414496,986.533496896
34.0,4.0,9.0,NA,NA,409.0,409.0,1.0,298.720875349,478.42638015,761.893106742,1098.84092824
34.0,5.0,8.0,1369.0,1969.0,508.0,508.0,1.0,393.531806503,576.494057228,865.097961492,1208.1521816
34.0,6.0,8.0,1076.0,1676.0,608.0,608.0,1.0,524.03055141,682.713965874,937.303910745,1234.83531286
34.0,6.0,8.0,1075.0,1675.0,608.0,608.0,1.0,524.03055141,682.713965874,937.303910745,1234.83531286
35.0,1.0,12.0,NA,NA,112.0,112.0,1.0,28.7618900709,199.334196916,661.775316823,981.598399222
35.0,5.0,9.0,1355.0,1955.0,509.0,509.0,1.0,394.44334104,561.814572536,825.825266979,1139.64632603
35.0,6.0,8.0,1153.0,1753.0,608.0,608.0,1.0,519.095453737,677.7788682,932.368813071,1229.90021519
36.0,1.0,11.0,NA,NA,111.0,111.0,1.0,38.6111370881,220.813373534,668.723981088,1010.35317442
36.0,4.0,8.0,NA,NA,408.0,408.0,1.0,301.571444779,498.409752973,808.901693404,1177.97352127
36.0,5.0,8.0,1296.0,1896.0,508.0,508.0,1.0,402.807177205,585.769427931,874.373332194,1217.4275523
36.0,6.0,7.0,1049.0,1649.0,607.0,607.0,1.0,527.089475498,702.350080934,1032.91838206,1361.53201725
36.0,7.0,6.0,883.0,1483.0,706.0,706.0,1.0,662.967530865,831.842638854,1177.43066729,1494.07149477
37.0,1.0,11.0,NA,NA,111.0,111.0,1.0,22.2763963863,204.478632832,652.389240386,994.018433723
37.0,4.0,8.0,NA,NA,408.0,408.0,1.0,285.236704077,482.075012271,792.566952703,1161.63878057
37.0,5.0,8.0,NA,NA,508.0,508.0,1.0,386.472436503,569.434687229,858.038591493,1201.0928116
37.0,6.0,7.0,1218.0,1818.0,607.0,607.0,1.0,510.754734796,686.015340233,1016.58364135,1345.19727655
37.0,6.0,7.0,1217.0,1817.0,607.0,607.0,1.0,510.754734796,686.015340233,1016.58364135,1345.19727655
38.0,1.0,12.0,NA,NA,112.0,112.0,1.0,31.6100623288,202.182369174,664.623489081,984.44657148
38.0,4.0,9.0,NA,NA,409.0,409.0,1.0,296.633949934,476.339454734,759.806181326,1096.75400283
38.0,5.0,9.0,1331.0,1931.0,509.0,509.0,1.0,397.291513298,564.662744794,828.673439237,1142.49449829
38.0,6.0,8.0,1103.0,1703.0,608.0,608.0,1.0,521.943625995,680.627040458,935.216985329,1232.74838745
38.0,6.0,8.0,1102.0,1702.0,608.0,608.0,1.0,521.943625995,680.627040458,935.216985329,1232.74838745
39.0,1.0,11.0,NA,NA,111.0,111.0,1.0,20.439466759,202.641703205,650.552310759,992.181504095
39.0,4.0,8.0,NA,NA,408.0,408.0,1.0,283.39977445,480.238082644,790.730023075,1159.80185094
39.0,5.0,8.0,NA,NA,508.0,508.0,1.0,384.635506876,567.597757602,856.201661865,1199.25588198
39.0,6.0,7.0,1225.0,1825.0,607.0,607.0,1.0,508.917805169,684.178410605,1014.74671173,1343.36034692
39.0,6.0,7.0,1224.0,1824.0,607.0,607.0,1.0,508.917805169,684.178410605,1014.74671173,1343.36034692
40.0,1.0,12.0,NA,NA,112.0,112.0,1.0,49.3741637622,219.946470608,682.387590514,1002.21067291
40.0,4.0,9.0,NA,NA,409.0,409.0,1.0,314.398051367,494.103556168,777.57028276,1114.51810426
40.0,5.0,8.0,1262.0,1862.0,508.0,508.0,1.0,409.20898252,592.171233246,880.77513751,1223.82935762
40.0,6.0,8.0,952.0,1552.0,608.0,608.0,1.0,539.707727428,698.391141892,952.981086762,1250.51248888
41.0,1.0,12.0,NA,NA,112.0,112.0,1.0,39.0720713562,209.644378202,672.085498108,991.908580507
41.0,4.0,10.0,NA,NA,410.0,410.0,1.0,309.235799979,475.235062065,737.081617586,1048.330234
41.0,5.0,9.0,1280.0,1880.0,509.0,509.0,1.0,404.753522326,572.124753821,836.135448264,1149.95650732
41.0,7.0,7.0,876.0,1476.0,707.0,707.0,1.0,665.82967397,816.671634769,1100.01587262,1382.84454911
42.0,1.0,12.0,NA,NA,112.0,112.0,1.0,31.2794779255,201.851784771,664.292904677,984.115987077
42.0,4.0,9.0,NA,NA,409.0,409.0,1.0,296.30336553,476.008870331,759.475596923,1096.42341842
42.0,5.0,8.0,NA,NA,508.0,508.0,1.0,391.114296684,574.076547409,862.680451673,1205.73467178
42.0,6.0,8.0,1113.0,1713.0,608.0,608.0,1.0,521.613041591,680.296456055,934.886400925,1232.41780305
42.0,6.0,8.0,1112.0,1712.0,608.0,608.0,1.0,521.613041591,680.296456055,934.886400925,1232.41780305
43.0,1.0,12.0,NA,NA,112.0,112.0,1.0,29.869222975,200.441529821,662.882649727,982.705732126
43.0,4.0,9.0,NA,NA,409.0,409.0,1.0,294.89311058,474.59861538,758.065341973,1095.01316347
43.0,5.0,9.0,1346.0,1946.0,509.0,509.0,1.0,395.550673944,562.92190544,826.932599883,1140.75365894
43.0,6.0,8.0,1133.0,1733.0,608.0,608.0,1.0,520.202786641,678.886201104,933.476145975,1231.00754809
44.0,1.0,12.0,NA,NA,112.0,112.0,1.0,39.2703759001,209.842682746,672.283802652,992.106885051
44.0,4.0,9.0,NA,NA,409.0,409.0,1.0,304.294263505,483.999768306,767.466494898,1104.4143164
44.0,5.0,9.0,1279.0,1879.0,509.0,509.0,1.0,404.95182687,572.323058365,836.333752808,1150.15481186
44.0,6.0,8.0,1026.0,1626.0,608.0,608.0,1.0,529.603939566,688.28735403,942.8772989,1240.40870102
44.0,7.0,7.0,875.0,1475.0,707.0,707.0,1.0,666.027978514,816.869939313,1100.21417716,1383.04285366
45.0,1.0,11.0,NA,NA,111.0,111.0,1.0,29.9809655287,212.183201975,660.093809529,1001.72300287
45.0,4.0,9.0,NA,NA,409.0,409.0,1.0,299.366074492,479.071579293,762.538305885,1099.48612739
45.0,5.0,8.0,1361.0,1961.0,508.0,508.0,1.0,394.177005646,577.139256371,865.743160635,1208.79738075
45.0,6.0,7.0,1166.0,1766.0,607.0,607.0,1.0,518.459303938,693.719909375,1024.2882105,1352.90184569
45.0,6.0,7.0,1165.0,1765.0,607.0,607.0,1.0,518.459303938,693.719909375,1024.2882105,1352.90184569
46.0,1.0,12.0,NA,NA,112.0,112.0,1.0,32.2133695678,202.785676413,665.22679632,985.049878719
46.0,4.0,9.0,NA,NA,409.0,409.0,1.0,297.237257173,476.942761973,760.409488565,1097.35731007
46.0,5.0,8.0,1376.0,1976.0,508.0,508.0,1.0,392.048188326,575.010439052,863.614343315,1206.66856343
46.0,6.0,8.0,1090.0,1690.0,608.0,608.0,1.0,522.546933234,681.230347697,935.820292568,1233.35169469
46.0,6.0,8.0,1089.0,1689.0,608.0,608.0,1.0,522.546933234,681.230347697,935.820292568,1233.35169469
46.0,7.0,7.0,889.0,1489.0,707.0,707.0,1.0,658.970972182,809.812932981,1093.15717083,1375.98584732
47.0,1.0,12.0,NA,NA,112.0,112.0,1.0,29.5472977939,200.119604639,662.560724546,982.383806945
47.0,4.0,9.0,NA,NA,409.0,409.0,1.0,294.571185399,474.276690199,757.743416792,1094.69123829
47.0,5.0,9.0,1348.0,1948.0,509.0,509.0,1.0,395.228748763,562.599980259,826.610674702,1140.43173376
47.0,6.0,8.0,1140.0,1740.0,608.0,608.0,1.0,519.88086146,678.564275923,933.154220794,1230.68562291
47.0,6.0,8.0,1139.0,1739.0,608.0,608.0,1.0,519.88086146,678.564275923,933.154220794,1230.68562291
48.0,1.0,12.0,NA,NA,112.0,112.0,1.0,51.095109565,221.667416411,684.108536317,1003.93161872
48.0,4.0,9.0,NA,NA,409.0,409.0,1.0,316.11899717,495.82450197,779.291228563,1116.23905006
48.0,5.0,8.0,1253.0,1853.0,508.0,508.0,1.0,410.929928323,593.892179049,882.496083312,1225.55030342
48.0,6.0,8.0,937.0,1537.0,608.0,608.0,1.0,541.428673231,700.112087694,954.702032565,1252.23343468
48.0,6.0,8.0,936.0,1536.0,608.0,608.0,1.0,541.428673231,700.112087694,954.702032565,1252.23343468
49.0,1.0,12.0,NA,NA,112.0,112.0,1.0,50.8712954221,221.443602268,683.884722174,1003.70780457
49.0,4.0,9.0,NA,NA,409.0,409.0,1.0,315.895183027,495.600687827,779.06741442,1116.01523592
49.0,5.0,9.0,1242.0,1842.0,509.0,509.0,1.0,416.552746391,583.923977887,847.93467233,1161.75573138
49.0,6.0,8.0,940.0,1540.0,608.0,608.0,1.0,541.204859088,699.888273552,954.478218422,1252.00962054
50.0,1.0,12.0,NA,NA,112.0,112.0,1.0,38.0256448733,208.597951719,671.039071625,990.862154025
50.0,5.0,9.0,1289.0,1889.0,509.0,509.0,1.0,403.707095843,571.078327338,835.089021781,1148.91008084
50.0,6.0,8.0,1041.0,1641.0,608.0,608.0,1.0,528.359208539,687.042623003,941.632567873,1239.16396999
51.0,1.0,11.0,NA,NA,111.0,111.0,1.0,21.388547832,203.590784278,651.501391832,993.130585168
51.0,4.0,8.0,NA,NA,408.0,408.0,1.0,284.348855523,481.187163717,791.679104148,1160.75093201
51.0,5.0,7.0,NA,NA,507.0,507.0,1.0,378.067489392,581.07533627,910.95599755,1291.59571045
51.0,6.0,7.0,1223.0,1823.0,607.0,607.0,1.0,509.866886242,685.127491678,1015.6957928,1344.30942799
