id_plt,id_cohort_axis,N_phytomer,TT_stop_axis,TT_del_axis,id_dim,id_phen,id_ear,TT_em_phytomer1,TT_col_phytomer1,TT_sen_phytomer1,TT_del_phytomer1
51.0,7.0,7.0,913.0,1513.0,707.0,707.0,1.0,652.507371805,803.349332604,1086.69357045,1369.52224695
51.0,7.0,7.0,912.0,1512.0,707.0,707.0,1.0,652.507371805,803.349332604,1086.69357045,1369.52224695
52.0,1.0,12.0,NA,NA,112.0,112.0,1.0,24.1555531606,194.727860006,657.168979912,976.992062312
52.0,4.0,9.0,NA,NA,409.0,409.0,1.0,289.179440765,468.884945566,752.351672158,1089.29949366
52.0,5.0,8.0,NA,NA,508.0,508.0,1.0,383.990371919,566.952622644,855.556526908,1198.61074702
52.0,6.0,8.0,1197.0,1797.0,608.0,608.0,1.0,514.489116826,673.17253129,927.762476161,1225.29387828
53.0,1.0,12.0,NA,NA,112.0,112.0,1.0,42.4276137252,212.999920571,675.441040477,995.264122876
53.0,4.0,9.0,NA,NA,409.0,409.0,1.0,307.45150133,487.157006131,770.623732723,1107.57155422
53.0,5.0,9.0,1266.0,1866.0,509.0,509.0,1.0,408.109064695,575.48029619,839.490990633,1153.31204969
53.0,6.0,8.0,1000.0,1600.0,608.0,608.0,1.0,532.761177391,691.444591855,946.034536725,1243.56593884
53.0,6.0,8.0,999.0,1599.0,608.0,608.0,1.0,532.761177391,691.444591855,946.034536725,1243.56593884
53.0,7.0,8.0,858.0,1458.0,708.0,708.0,1.0,674.257038987,811.574139392,1062.71082154,1320.18038481
54.0,1.0,11.0,NA,NA,111.0,111.0,1.0,30.6017439458,212.803980392,660.714587946,1002.34378128
54.0,4.0,8.0,NA,NA,408.0,408.0,1.0,293.562051637,490.400359831,800.892300262,1169.96412813
54.0,5.0,7.0,NA,NA,507.0,507.0,1.0,387.280685505,590.288532384,920.169193664,1300.80890656
54.0,6.0,7.0,1154.0,1754.0,607.0,607.0,1.0,519.080082356,694.340687792,1024.90898891,1353.52262411
54.0,6.0,7.0,1154.0,1754.0,607.0,607.0,1.0,519.080082356,694.340687792,1024.90898891,1353.52262411
54.0,7.0,6.0,909.0,1509.0,706.0,706.0,1.0,654.958137722,823.833245712,1169.42127415,1486.06210163
54.0,7.0,6.0,908.0,1508.0,706.0,706.0,1.0,654.958137722,823.833245712,1169.42127415,1486.06210163
55.0,1.0,11.0,NA,NA,111.0,111.0,1.0,44.800902663,227.003139109,674.913746663,1016.54294
55.0,4.0,8.0,NA,NA,408.0,408.0,1.0,307.761210354,504.599518548,815.091458979,1184.16328684
55.0,5.0,7.0,1304.0,1904.0,507.0,507.0,1.0,401.479844223,604.487691101,934.368352381,1315.00806528
55.0,6.0,7.0,995.0,1595.0,607.0,607.0,1.0,533.279241073,708.539846509,1039.10814763,1367.72178282
55.0,6.0,7.0,994.0,1594.0,607.0,607.0,1.0,533.279241073,708.539846509,1039.10814763,1367.72178282
56.0,1.0,12.0,NA,NA,112.0,112.0,1.0,40.219539224,210.79184607,673.232965976,993.056048375
56.0,4.0,9.0,NA,NA,409.0,409.0,1.0,305.243426829,484.948931629,768.415658222,1105.36347972
56.0,5.0,9.0,1274.0,1874.0,509.0,509.0,1.0,405.900990193,573.272221689,837.282916132,1151.10397519
56.0,6.0,8.0,1018.0,1618.0,608.0,608.0,1.0,530.55310289,689.236517353,943.826462224,1241.35786434
57.0,1.0,11.0,NA,NA,111.0,111.0,1.0,37.5636978068,219.765934253,667.676541807,1009.30573514
57.0,4.0,8.0,NA,NA,408.0,408.0,1.0,300.524005498,497.362313692,807.854254123,1176.92608199
57.0,5.0,7.0,1357.0,1957.0,507.0,507.0,1.0,394.242639366,597.250486245,927.131147525,1307.77086042
57.0,6.0,7.0,1058.0,1658.0,607.0,607.0,1.0,526.042036217,701.302641653,1031.87094277,1360.48457797
58.0,1.0,12.0,NA,NA,112.0,112.0,1.0,51.8846776534,222.456984499,684.898104405,1004.7211868
58.0,4.0,9.0,NA,NA,409.0,409.0,1.0,316.908565258,496.614070059,780.080796651,1117.02861815
58.0,5.0,9.0,1238.0,1838.0,509.0,509.0,1.0,417.566128623,584.937360118,848.948054562,1162.76911362
58.0,6.0,8.0,930.0,1530.0,608.0,608.0,1.0,542.218241319,700.901655783,955.491600653,1253.02300277
58.0,6.0,8.0,929.0,1529.0,608.0,608.0,1.0,542.218241319,700.901655783,955.491600653,1253.02300277
59.0,1.0,12.0,NA,NA,112.0,112.0,1.0,36.3688534811,206.941160327,669.382280233,989.205362632
59.0,4.0,9.0,NA,NA,409.0,409.0,1.0,301.392741086,481.098245887,764.564972479,1101.51279398
59.0,5.0,8.0,1340.0,1940.0,508.0,508.0,1.0,396.203672239,579.165922965,867.769827229,1210.82404734
59.0,6.0,8.0,1053.0,1653.0,608.0,608.0,1.0,526.702417147,685.385831611,939.975776481,1237.5071786
59.0,6.0,8.0,1053.0,1653.0,608.0,608.0,1.0,526.702417147,685.385831611,939.975776481,1237.5071786
60.0,1.0,11.0,NA,NA,111.0,111.0,1.0,26.182277009,208.384513455,656.295121009,997.924314345
60.0,4.0,9.0,NA,NA,409.0,409.0,1.0,295.567385973,475.272890773,758.739617365,1095.68743887
60.0,5.0,7.0,NA,NA,507.0,507.0,1.0,382.861218568,585.869065447,915.749726727,1296.38943962
60.0,6.0,7.0,1195.0,1795.0,607.0,607.0,1.0,514.660615419,689.921220855,1020.48952198,1349.10315717
60.0,6.0,7.0,1194.0,1794.0,607.0,607.0,1.0,514.660615419,689.921220855,1020.48952198,1349.10315717
61.0,1.0,11.0,NA,NA,111.0,111.0,1.0,29.5717988278,211.774035274,659.684642828,1001.31383616
61.0,4.0,9.0,NA,NA,409.0,409.0,1.0,298.956907791,478.662412592,762.129139184,1099.07696069
61.0,5.0,8.0,1367.0,1967.0,508.0,508.0,1.0,393.767838945,576.73008967,865.333993934,1208.38821404
61.0,6.0,7.0,1172.0,1772.0,607.0,607.0,1.0,518.050137237,693.310742674,1023.8790438,1352.49267899
61.0,6.0,7.0,1171.0,1771.0,607.0,607.0,1.0,518.050137237,693.310742674,1023.8790438,1352.49267899
62.0,1.0,12.0,NA,NA,112.0,112.0,1.0,29.0027649297,199.575071775,662.016191681,981.839274081
62.0,4.0,9.0,NA,NA,409.0,409.0,1.0,294.026652534,473.732157335,757.198883927,1094.14670543
62.0,5.0,9.0,1354.0,1954.0,509.0,509.0,1.0,394.684215899,562.055447394,826.066141838,1139.88720089
62.0,6.0,8.0,1150.0,1750.0,608.0,608.0,1.0,519.336328595,678.019743059,932.60968793,1230.14109005
62.0,6.0,8.0,1149.0,1749.0,608.0,608.0,1.0,519.336328595,678.019743059,932.60968793,1230.14109005
62.0,7.0,7.0,904.0,1504.0,707.0,707.0,1.0,655.760367544,806.602328343,1089.94656619,1372.77524269
63.0,1.0,12.0,NA,NA,112.0,112.0,1.0,40.1335386261,210.705845472,673.146965378,992.970047777
63.0,4.0,9.0,NA,NA,409.0,409.0,1.0,305.157426231,484.862931032,768.329657624,1105.27747912
63.0,5.0,8.0,1310.0,1910.0,508.0,508.0,1.0,399.968357384,582.93060811,871.534512374,1214.58873248
63.0,6.0,8.0,1022.0,1622.0,608.0,608.0,1.0,530.467102292,689.150516756,943.740461626,1241.27186375
63.0,6.0,8.0,1021.0,1621.0,608.0,608.0,1.0,530.467102292,689.150516756,943.740461626,1241.27186375
64.0,1.0,12.0,NA,NA,112.0,112.0,1.0,50.1127721989,220.685079044,683.126198951,1002.94928135
64.0,4.0,9.0,NA,NA,409.0,409.0,1.0,315.136659804,494.842164604,778.308891197,1115.2567127
64.0,5.0,9.0,1243.0,1843.0,509.0,509.0,1.0,415.794223168,583.165454664,847.176149107,1160.99720816
64.0,6.0,8.0,947.0,1547.0,608.0,608.0,1.0,540.446335865,699.129750328,953.719695199,1251.25109732
64.0,6.0,8.0,946.0,1546.0,608.0,608.0,1.0,540.446335865,699.129750328,953.719695199,1251.25109732
64.0,7.0,7.0,855.0,1455.0,707.0,707.0,1.0,676.870374813,827.712335612,1111.05657346,1393.88524996
65.0,1.0,12.0,NA,NA,112.0,112.0,1.0,46.2865826475,216.858889493,679.300009399,999.123091799
65.0,4.0,9.0,NA,NA,409.0,409.0,1.0,311.310470252,491.015975053,774.482701645,1111.43052315
65.0,5.0,9.0,1249.0,1849.0,509.0,509.0,1.0,411.968033617,579.339265112,843.349959556,1157.17101861
65.0,6.0,8.0,965.0,1565.0,608.0,608.0,1.0,536.620146313,695.303560777,949.893505648,1247.42490777
65.0,6.0,8.0,964.0,1564.0,608.0,608.0,1.0,536.620146313,695.303560777,949.893505648,1247.42490777
66.0,1.0,12.0,NA,NA,112.0,112.0,1.0,29.3530528316,199.925359677,662.366479583,982.189561983
66.0,4.0,9.0,NA,NA,409.0,409.0,1.0,294.376940436,474.082445237,757.549171829,1094.49699333
66.0,5.0,9.0,1351.0,1951.0,509.0,509.0,1.0,395.034503801,562.405735296,826.41642974,1140.23748879
66.0,6.0,8.0,1142.0,1742.0,608.0,608.0,1.0,519.686616497,678.370030961,932.959975832,1230.49137795
66.0,6.0,8.0,1141.0,1741.0,608.0,608.0,1.0,519.686616497,678.370030961,932.959975832,1230.49137795
67.0,1.0,12.0,NA,NA,112.0,112.0,1.0,28.5328766808,199.105183526,661.546303433,981.369385832
67.0,4.0,9.0,NA,NA,409.0,409.0,1.0,293.556764286,473.262269086,756.728995678,1093.67681718
67.0,5.0,9.0,1360.0,1960.0,509.0,509.0,1.0,394.21432765,561.585559146,825.596253589,1139.41731264
67.0,6.0,8.0,1159.0,1759.0,608.0,608.0,1.0,518.866440347,677.54985481,932.139799681,1229.6712018
67.0,6.0,8.0,1158.0,1758.0,608.0,608.0,1.0,518.866440347,677.54985481,932.139799681,1229.6712018
68.0,1.0,11.0,NA,NA,111.0,111.0,1.0,33.4397978969,215.642034343,663.552641897,1005.18183523
68.0,4.0,8.0,NA,NA,408.0,408.0,1.0,296.400105588,493.238413782,803.730354213,1172.80218208
68.0,5.0,7.0,NA,NA,507.0,507.0,1.0,390.118739456,593.126586335,923.007247615,1303.64696051
68.0,6.0,7.0,1105.0,1705.0,607.0,607.0,1.0,521.918136307,697.178741743,1027.74704286,1356.36067806
68.0,6.0,7.0,1104.0,1704.0,607.0,607.0,1.0,521.918136307,697.178741743,1027.74704286,1356.36067806
69.0,1.0,12.0,NA,NA,112.0,112.0,1.0,30.0153255483,200.587632394,663.0287523,982.851834699
69.0,4.0,9.0,NA,NA,409.0,409.0,1.0,295.039213153,474.744717954,758.211444546,1095.15926605
69.0,5.0,8.0,NA,NA,508.0,508.0,1.0,389.850144306,572.812395032,861.416299296,1204.47051941
69.0,6.0,8.0,1130.0,1730.0,608.0,608.0,1.0,520.348889214,679.032303678,933.622248548,1231.15365067
69.0,6.0,8.0,1129.0,1729.0,608.0,608.0,1.0,520.348889214,679.032303678,933.622248548,1231.15365067
70.0,1.0,12.0,NA,NA,112.0,112.0,1.0,26.2039124993,196.776219345,659.217339251,979.04042165
70.0,4.0,9.0,NA,NA,409.0,409.0,1.0,291.227800104,470.933304905,754.400031497,1091.347853
70.0,5.0,9.0,1379.0,1979.0,509.0,509.0,1.0,391.885363469,559.256594964,823.267289407,1137.08834846
70.0,6.0,8.0,1181.0,1781.0,608.0,608.0,1.0,516.537476165,675.220890629,929.810835499,1227.34223762
71.0,1.0,12.0,NA,NA,112.0,112.0,1.0,32.1808328809,202.753139726,665.194259633,985.017342032
71.0,4.0,9.0,NA,NA,409.0,409.0,1.0,297.204720486,476.910225286,760.376951878,1097.32477338
71.0,5.0,8.0,1377.0,1977.0,508.0,508.0,1.0,392.015651639,574.977902365,863.581806628,1206.63602674
71.0,6.0,8.0,1093.0,1693.0,608.0,608.0,1.0,522.514396547,681.19781101,935.787755881,1233.319158
71.0,7.0,7.0,890.0,1490.0,707.0,707.0,1.0,658.938435495,809.780396294,1093.12463414,1375.95331064
72.0,1.0,11.0,NA,NA,111.0,111.0,1.0,24.8824571701,207.084693616,654.99530117,996.624494507
72.0,4.0,8.0,NA,NA,408.0,408.0,1.0,287.842764861,484.681073055,795.173013487,1164.24484135
72.0,5.0,8.0,NA,NA,508.0,508.0,1.0,389.078497287,572.040748013,860.644652276,1203.69887239
72.0,6.0,7.0,1211.0,1811.0,607.0,607.0,1.0,513.36079558,688.621401017,1019.18970214,1347.80333733
72.0,6.0,7.0,1210.0,1810.0,607.0,607.0,1.0,513.36079558,688.621401017,1019.18970214,1347.80333733
72.0,7.0,7.0,902.0,1502.0,707.0,707.0,1.0,656.001281143,806.843241942,1090.18747979,1373.01615629
73.0,1.0,11.0,NA,NA,111.0,111.0,1.0,33.4731555753,215.675392021,663.585999575,1005.21519291
73.0,4.0,8.0,NA,NA,408.0,408.0,1.0,296.433463266,493.27177146,803.763711892,1172.83553976
73.0,5.0,8.0,1328.0,1928.0,508.0,508.0,1.0,397.669195692,580.631446418,869.235350682,1212.28957079
73.0,6.0,7.0,1101.0,1701.0,607.0,607.0,1.0,521.951493985,697.212099422,1027.78040054,1356.39403574
74.0,1.0,12.0,NA,NA,112.0,112.0,1.0,42.561543232,213.133850078,675.574969984,995.398052383
74.0,4.0,9.0,NA,NA,409.0,409.0,1.0,307.585430837,487.290935637,770.75766223,1107.70548373
74.0,5.0,8.0,1299.0,1899.0,508.0,508.0,1.0,402.39636199,585.358612716,873.962516979,1217.01673709
74.0,6.0,8.0,998.0,1598.0,608.0,608.0,1.0,532.895106898,691.578521361,946.168466232,1243.69986835
75.0,1.0,12.0,NA,NA,112.0,112.0,1.0,29.1893886157,199.761695461,662.202815367,982.025897767
75.0,4.0,9.0,NA,NA,409.0,409.0,1.0,294.213276221,473.918781021,757.385507613,1094.33332911
75.0,5.0,8.0,NA,NA,508.0,508.0,1.0,389.024207374,571.986458099,860.590362363,1203.64458247
75.0,6.0,8.0,1144.0,1744.0,608.0,608.0,1.0,519.522952281,678.206366745,932.796311616,1230.32771374
75.0,6.0,8.0,1143.0,1743.0,608.0,608.0,1.0,519.522952281,678.206366745,932.796311616,1230.32771374
76.0,1.0,11.0,NA,NA,111.0,111.0,1.0,18.7253115697,200.927548016,648.83815557,990.467348906
76.0,4.0,8.0,NA,NA,408.0,408.0,1.0,281.685619261,478.523927455,789.015867886,1158.08769575
76.0,5.0,7.0,NA,NA,507.0,507.0,1.0,375.404253129,578.412100008,908.292761288,1288.93247419
76.0,6.0,7.0,1232.0,1832.0,607.0,607.0,1.0,507.203649979,682.464255416,1013.03255654,1341.64619173
76.0,6.0,7.0,1231.0,1831.0,607.0,607.0,1.0,507.203649979,682.464255416,1013.03255654,1341.64619173
77.0,1.0,12.0,NA,NA,112.0,112.0,1.0,34.0470339104,204.619340756,667.060460662,986.883543062
77.0,4.0,9.0,NA,NA,409.0,409.0,1.0,299.070921515,478.776426316,762.243152908,1099.19097441
77.0,5.0,9.0,1312.0,1912.0,509.0,509.0,1.0,399.72848488,567.099716375,831.110410819,1144.93146987
77.0,6.0,8.0,1068.0,1668.0,608.0,608.0,1.0,524.380597576,683.06401204,937.65395691,1235.18535903
78.0,1.0,11.0,NA,NA,111.0,111.0,1.0,47.4920451361,229.694281582,677.604889136,1019.23408247
78.0,4.0,8.0,NA,NA,408.0,408.0,1.0,310.452352827,507.290661021,817.782601452,1186.85442932
78.0,5.0,7.0,1286.0,1886.0,507.0,507.0,1.0,404.170986696,607.178833574,937.059494854,1317.69920775
78.0,6.0,7.0,969.0,1569.0,607.0,607.0,1.0,535.970383546,711.230988982,1041.7992901,1370.4129253
78.0,6.0,7.0,968.0,1568.0,607.0,607.0,1.0,535.970383546,711.230988982,1041.7992901,1370.4129253
78.0,7.0,6.0,861.0,1461.0,706.0,706.0,1.0,671.848438913,840.723546902,1186.31157534,1502.95240282
78.0,7.0,7.0,852.0,1452.0,707.0,707.0,1.0,678.610869109,829.452829908,1112.79706775,1395.62574425
79.0,1.0,12.0,NA,NA,112.0,112.0,1.0,25.2015022211,195.773809067,658.214928973,978.038011372
79.0,5.0,9.0,NA,NA,509.0,509.0,1.0,390.88295319,558.254184686,822.264879129,1136.08593818
79.0,6.0,8.0,1187.0,1787.0,608.0,608.0,1.0,515.535065887,674.218480351,928.808425221,1226.33982734
80.0,1.0,12.0,NA,NA,112.0,112.0,1.0,52.0330686092,222.605375455,685.046495361,1004.86957776
80.0,4.0,9.0,NA,NA,409.0,409.0,1.0,317.056956214,496.762461015,780.229187607,1117.17700911
80.0,5.0,8.0,1250.0,1850.0,508.0,508.0,1.0,411.867887367,594.830138093,883.434042357,1226.48826247
80.0,6.0,8.0,928.0,1528.0,608.0,608.0,1.0,542.366632275,701.050046739,955.639991609,1253.17139373
81.0,1.0,12.0,NA,NA,112.0,112.0,1.0,35.1363057291,205.708612575,668.149732481,987.97281488
81.0,4.0,9.0,NA,NA,409.0,409.0,1.0,300.160193334,479.865698135,763.332424727,1100.28024623
81.0,5.0,9.0,1308.0,1908.0,509.0,509.0,1.0,400.817756699,568.188988194,832.199682637,1146.02074169
81.0,6.0,8.0,1063.0,1663.0,608.0,608.0,1.0,525.469869395,684.153283859,938.743228729,1236.27463085
81.0,7.0,8.0,874.0,1474.0,708.0,708.0,1.0,666.965730991,804.282831396,1055.41951355,1312.88907681
82.0,1.0,12.0,NA,NA,112.0,112.0,1.0,44.6640951683,215.236402014,677.67752192,997.500604319
82.0,4.0,9.0,NA,NA,409.0,409.0,1.0,309.687982773,489.393487574,772.860214166,1109.80803567
82.0,5.0,8.0,1283.0,1883.0,508.0,508.0,1.0,404.498913926,587.461164652,876.065068916,1219.11928903
82.0,6.0,8.0,978.0,1578.0,608.0,608.0,1.0,534.997658834,693.681073298,948.271018168,1245.80242029
82.0,6.0,8.0,977.0,1577.0,608.0,608.0,1.0,534.997658834,693.681073298,948.271018168,1245.80242029
82.0,7.0,7.0,864.0,1464.0,707.0,707.0,1.0,671.421697782,822.263658581,1105.60789643,1388.43657293
82.0,7.0,7.0,863.0,1463.0,707.0,707.0,1.0,671.421697782,822.263658581,1105.60789643,1388.43657293
82.0,7.0,7.0,862.0,1462.0,707.0,707.0,1.0,671.421697782,822.263658581,1105.60789643,1388.43657293
83.0,1.0,11.0,NA,NA,111.0,111.0,1.0,31.5058230043,213.70805945,661.618667004,1003.24786034
83.0,4.0,8.0,NA,NA,408.0,408.0,1.0,294.466130695,491.304438889,801.796379321,1170.86820718
83.0,5.0,8.0,1344.0,1944.0,508.0,508.0,1.0,395.701863121,578.664113847,867.268018111,1210.32223822
83.0,6.0,7.0,1136.0,1736.0,607.0,607.0,1.0,519.984161414,695.244766851,1025.81306797,1354.42670317
83.0,6.0,7.0,1135.0,1735.0,607.0,607.0,1.0,519.984161414,695.244766851,1025.81306797,1354.42670317
84.0,1.0,11.0,NA,NA,111.0,111.0,1.0,30.1988255252,212.401061971,660.311669525,1001.94086286
84.0,4.0,9.0,NA,NA,409.0,409.0,1.0,299.583934489,479.28943929,762.756165882,1099.70398738
84.0,5.0,8.0,1356.0,1956.0,508.0,508.0,1.0,394.394865642,577.357116368,865.961020632,1209.01524074
84.0,6.0,7.0,1160.0,1760.0,607.0,607.0,1.0,518.677163935,693.937769372,1024.50607049,1353.11970569
85.0,1.0,11.0,NA,NA,111.0,111.0,1.0,19.0471167726,201.249353219,649.159960773,990.789154109
85.0,4.0,8.0,NA,NA,408.0,408.0,1.0,282.007424464,478.845732658,789.337673089,1158.40950095
85.0,5.0,7.0,NA,NA,507.0,507.0,1.0,375.726058332,578.733905211,908.614566491,1289.25427939
85.0,6.0,7.0,1227.0,1827.0,607.0,607.0,1.0,507.525455182,682.786060619,1013.35436174,1341.96799693
86.0,1.0,11.0,NA,NA,111.0,111.0,1.0,36.9944309078,219.196667354,667.107274908,1008.73646824
86.0,4.0,8.0,NA,NA,408.0,408.0,1.0,299.954738599,496.793046793,807.284987224,1176.35681509
86.0,5.0,8.0,1306.0,1906.0,508.0,508.0,1.0,401.190471025,584.15272175,872.756626014,1215.81084612
86.0,6.0,7.0,1062.0,1662.0,607.0,607.0,1.0,525.472769318,700.733374754,1031.30167588,1359.91531107
86.0,6.0,8.0,1014.0,1614.0,608.0,608.0,1.0,531.689215932,690.372630396,944.962575267,1242.49397739
87.0,1.0,12.0,NA,NA,112.0,112.0,1.0,44.5896758311,215.161982677,677.603102583,997.426184982
87.0,4.0,9.0,NA,NA,409.0,409.0,1.0,309.613563436,489.319068237,772.785794829,1109.73361633
87.0,5.0,8.0,1285.0,1885.0,508.0,508.0,1.0,404.424494589,587.386745315,875.990649579,1219.04486969
87.0,6.0,8.0,980.0,1580.0,608.0,608.0,1.0,534.923239497,693.606653961,948.196598831,1245.72800095
87.0,6.0,8.0,979.0,1579.0,608.0,608.0,1.0,534.923239497,693.606653961,948.196598831,1245.72800095
88.0,1.0,11.0,NA,NA,111.0,111.0,1.0,38.2031991669,220.405435613,668.316043167,1009.9452365
88.0,4.0,8.0,NA,NA,408.0,408.0,1.0,301.163506858,498.001815052,808.493755483,1177.56558335
88.0,5.0,8.0,1298.0,1898.0,508.0,508.0,1.0,402.399239284,585.36149001,873.965394273,1217.01961438
88.0,6.0,7.0,1055.0,1655.0,607.0,607.0,1.0,526.681537577,701.942143013,1032.51044413,1361.12407933
88.0,6.0,7.0,1054.0,1654.0,607.0,607.0,1.0,526.681537577,701.942143013,1032.51044413,1361.12407933
89.0,1.0,12.0,NA,NA,112.0,112.0,1.0,49.2455265581,219.817833404,682.25895331,1002.08203571
89.0,4.0,9.0,NA,NA,409.0,409.0,1.0,314.269414163,493.974918964,777.441645556,1114.38946706
89.0,5.0,9.0,1246.0,1846.0,509.0,509.0,1.0,414.926977528,582.298209023,846.308903466,1160.12996252
89.0,6.0,8.0,953.0,1553.0,608.0,608.0,1.0,539.579090224,698.262504688,952.852449558,1250.38385168
89.0,6.0,8.0,952.0,1552.0,608.0,608.0,1.0,539.579090224,698.262504688,952.852449558,1250.38385168
89.0,7.0,8.0,851.0,1451.0,708.0,708.0,1.0,681.07495182,818.392052225,1069.52873438,1326.99829764
90.0,1.0,12.0,NA,NA,112.0,112.0,1.0,24.1886469339,194.760953779,657.202073686,977.025156085
90.0,4.0,9.0,NA,NA,409.0,409.0,1.0,289.212534539,468.918039339,752.384765932,1089.33258743
90.0,5.0,8.0,NA,NA,508.0,508.0,1.0,384.023465692,566.985716418,855.589620681,1198.64384079
90.0,6.0,8.0,1196.0,1796.0,608.0,608.0,1.0,514.5222106,673.205625063,927.795569934,1225.32697205
90.0,7.0,7.0,918.0,1518.0,707.0,707.0,1.0,650.946249548,801.788210347,1085.13244819,1367.96112469
91.0,1.0,12.0,NA,NA,112.0,112.0,1.0,50.1039211753,220.676228021,683.117347927,1002.94043033
91.0,4.0,9.0,NA,NA,409.0,409.0,1.0,315.12780878,494.833313581,778.300040173,1115.24786167
91.0,5.0,9.0,1244.0,1844.0,509.0,509.0,1.0,415.785372145,583.15660364,847.167298083,1160.98835714
91.0,6.0,8.0,948.0,1548.0,608.0,608.0,1.0,540.437484841,699.120899305,953.710844175,1251.24224629
91.0,7.0,7.0,856.0,1456.0,707.0,707.0,1.0,676.861523789,827.703484588,1111.04772243,1393.87639893
92.0,1.0,12.0,NA,NA,112.0,112.0,1.0,40.8182150184,211.390521864,673.83164177,993.65472417
92.0,4.0,9.0,NA,NA,409.0,409.0,1.0,305.842102623,485.547607424,769.014334016,1105.96215552
92.0,5.0,9.0,1273.0,1873.0,509.0,509.0,1.0,406.499665988,573.870897483,837.881591927,1151.70265098
92.0,6.0,8.0,1017.0,1617.0,608.0,608.0,1.0,531.151778684,689.835193148,944.425138018,1241.95654014
92.0,6.0,8.0,1016.0,1616.0,608.0,608.0,1.0,531.151778684,689.835193148,944.425138018,1241.95654014
93.0,1.0,11.0,NA,NA,111.0,111.0,1.0,23.9101918788,206.112428325,654.023035879,995.652229215
93.0,4.0,8.0,NA,NA,408.0,408.0,1.0,286.87049957,483.708807764,794.200748195,1163.27257606
93.0,5.0,8.0,NA,NA,508.0,508.0,1.0,388.106231996,571.068482721,859.672386985,1202.7266071
93.0,6.0,7.0,1216.0,1816.0,607.0,607.0,1.0,512.388530288,687.649135725,1018.21743685,1346.83107204
93.0,6.0,7.0,1215.0,1815.0,607.0,607.0,1.0,512.388530288,687.649135725,1018.21743685,1346.83107204
94.0,1.0,11.0,NA,NA,111.0,111.0,1.0,34.0655943971,216.267830843,664.178438397,1005.80763173
94.0,4.0,8.0,NA,NA,408.0,408.0,1.0,297.025902088,493.864210282,804.356150713,1173.42797858
94.0,5.0,8.0,1321.0,1921.0,508.0,508.0,1.0,398.261634514,581.22388524,869.827789503,1212.88200961
94.0,6.0,7.0,1092.0,1692.0,607.0,607.0,1.0,522.543932807,697.804538243,1028.37283937,1356.98647456
94.0,6.0,7.0,1091.0,1691.0,607.0,607.0,1.0,522.543932807,697.804538243,1028.37283937,1356.98647456
94.0,7.0,6.0,893.0,1493.0,706.0,706.0,1.0,658.421988174,827.297096163,1172.8851246,1489.52595208
95.0,1.0,12.0,NA,NA,112.0,112.0,1.0,25.033039668,195.605346513,658.04646642,977.869548819
95.0,4.0,9.0,NA,NA,409.0,409.0,1.0,290.056927273,469.762432073,753.229158666,1090.17698017
95.0,5.0,8.0,NA,NA,508.0,508.0,1.0,384.867858426,567.830109152,856.434013415,1199.48823353
95.0,6.0,8.0,1191.0,1791.0,608.0,608.0,1.0,515.366603334,674.050017797,928.639962668,1226.17136479
95.0,6.0,8.0,1190.0,1790.0,608.0,608.0,1.0,515.366603334,674.050017797,928.639962668,1226.17136479
96.0,1.0,12.0,NA,NA,112.0,112.0,1.0,31.1270009399,201.699307785,664.140427692,983.963510091
96.0,4.0,9.0,NA,NA,409.0,409.0,1.0,296.150888545,475.856393345,759.323119937,1096.27094144
96.0,5.0,9.0,1336.0,1936.0,509.0,509.0,1.0,396.808451909,564.179683405,828.190377848,1142.0114369
96.0,6.0,8.0,1118.0,1718.0,608.0,608.0,1.0,521.460564606,680.143979069,934.73392394,1232.26532606
96.0,6.0,8.0,1117.0,1717.0,608.0,608.0,1.0,521.460564606,680.143979069,934.73392394,1232.26532606
96.0,7.0,7.0,897.0,1497.0,707.0,707.0,1.0,657.884603554,808.726564353,1092.0708022,1374.8994787
97.0,1.0,12.0,NA,NA,112.0,112.0,1.0,41.5488005164,212.121107362,674.562227268,994.385309668
97.0,4.0,10.0,NA,NA,410.0,410.0,1.0,311.712529139,477.711791225,739.558346746,1050.80696316
97.0,5.0,8.0,1305.0,1905.0,508.0,508.0,1.0,401.383619274,584.34587,872.949774264,1216.00399437
97.0,6.0,8.0,1013.0,1613.0,608.0,608.0,1.0,531.882364182,690.565778646,945.155723516,1242.68712564
97.0,7.0,7.0,872.0,1472.0,707.0,707.0,1.0,668.306403131,819.148363929,1102.49260178,1385.32127827
98.0,1.0,12.0,NA,NA,112.0,112.0,1.0,28.1158493231,198.688156169,661.129276075,980.952358474
98.0,4.0,9.0,NA,NA,409.0,409.0,1.0,293.139736928,472.845241728,756.311968321,1093.25978982
98.0,5.0,9.0,1366.0,1966.0,509.0,509.0,1.0,393.797300292,561.168531788,825.179226231,1139.00028529
98.0,6.0,8.0,1167.0,1767.0,608.0,608.0,1.0,518.449412989,677.132827453,931.722772323,1229.25417444
98.0,7.0,8.0,888.0,1488.0,708.0,708.0,1.0,659.945274585,797.26237499,1048.39905714,1305.8686204
99.0,1.0,11.0,NA,NA,111.0,111.0,1.0,40.8296111549,223.031847601,670.942455155,1012.57164849
99.0,4.0,9.0,NA,NA,409.0,409.0,1.0,310.214720119,489.920224919,773.386951511,1110.33477301
99.0,5.0,8.0,1278.0,1878.0,508.0,508.0,1.0,405.025651272,587.987901997,876.591806261,1219.64602637
