variety;date;bloc;plant;num_leaf_bottom;num_leaf_top;green;septo_green;necro;obs_affected_surf
mercia;05/25/2011;3;7;;1;100;0;0;0
mercia;05/25/2011;3;8;;1;95;0;0;5
mercia;05/25/2011;3;9;;1;95;0;0;5
mercia;05/25/2011;3;10;;1;100;0;0;0
mercia;05/25/2011;3;11;;1;100;0;0;0
mercia;05/25/2011;3;12;;1;100;0;0;0
mercia;05/25/2011;3;13;;1;100;0;0;0
mercia;05/25/2011;3;14;;1;95;0;0;5
mercia;05/25/2011;3;15;;1;100;0;0;0
mercia;05/25/2011;3;16;;1;85;0;0;15
mercia;05/25/2011;3;17;;1;85;0;0;15
mercia;05/25/2011;3;18;;1;100;0;0;0
mercia;05/25/2011;3;19;;1;100;0;0;0
mercia;05/25/2011;3;20;;1;100;0;0;0
mercia;05/25/2011;3;21;;1;90;0;0;10
mercia;05/25/2011;3;22;;1;70;0;0;30
mercia;05/25/2011;3;23;;1;99;1;0;0
mercia;05/25/2011;3;24;;1;100;0;0;0
mercia;05/25/2011;3;25;;1;100;0;0;0
mercia;05/25/2011;3;26;;1;99;0;1;0
mercia;05/25/2011;3;27;;1;95;0;0;5
mercia;05/25/2011;3;28;;1;100;0;0;0
mercia;05/25/2011;3;29;;1;100;0;0;0
mercia;05/25/2011;3;30;;1;99;0;1;0
mercia;05/25/2011;3;1;;2;99;1;0;0
mercia;05/25/2011;3;2;;2;99;1;0;0
mercia;05/25/2011;3;3;;2;99;1;0;0
mercia;05/25/2011;3;4;;2;97;3;0;0
mercia;05/25/2011;3;5;;2;100;0;0;0
mercia;05/25/2011;3;6;;2;99;0;1;0
mercia;05/25/2011;3;7;;2;90;10;0;0
mercia;05/25/2011;3;8;;2;97.02;1;0;2
mercia;05/25/2011;3;9;;2;88;12;0;0
mercia;05/25/2011;3;10;;2;98;2;0;0
mercia;05/25/2011;3;11;;2;97;0;0;3
mercia;05/25/2011;3;12;;2;97;3;0;0
mercia;05/25/2011;3;13;;2;93.1;5;0;2
mercia;05/25/2011;3;14;;2;98.01;1;1;0
mercia;05/25/2011;3;15;;2;96.04;2;0;2
mercia;05/25/2011;3;16;;2;80.75;5;0;15
mercia;05/25/2011;3;17;;2;98;0;0;2
mercia;05/25/2011;3;18;;2;97;3;0;0
mercia;05/25/2011;3;19;;2;97.02;1;0;2
mercia;05/25/2011;3;20;;2;99;1;0;0
mercia;05/25/2011;3;21;;2;93.1;5;0;2
mercia;05/25/2011;3;22;;2;97;3;0;0
mercia;05/25/2011;3;23;;2;95;5;0;0
mercia;05/25/2011;3;24;;2;100;0;0;0
mercia;05/25/2011;3;25;;2;98;2;0;0
mercia;05/25/2011;3;26;;2;99;0;1;0
mercia;05/25/2011;3;27;;2;93.1;2;0;5
mercia;05/25/2011;3;28;;2;92;8;0;0
mercia;05/25/2011;3;29;;2;100;0;0;0
mercia;05/25/2011;3;30;;2;94.05;5;1;0
mercia;05/25/2011;3;1;;3;95;5;0;0
mercia;05/25/2011;3;2;;3;85;0;10;5
mercia;05/25/2011;3;3;;3;90;10;0;0
mercia;05/25/2011;3;4;;3;70;30;0;0
mercia;05/25/2011;3;5;;3;93;7;0;0
mercia;05/25/2011;3;6;;3;85.5;10;5;0
mercia;05/25/2011;3;7;;3;85;15;0;0
mercia;05/25/2011;3;8;;3;97.02;1;0;2
mercia;05/25/2011;3;9;;3;98;2;0;0
mercia;05/25/2011;3;10;;3;87.3;3;10;0
mercia;05/25/2011;3;11;;3;95;0;5;0
mercia;05/25/2011;3;12;;3;100;0;0;0
mercia;05/25/2011;3;13;;3;90;10;0;0
mercia;05/25/2011;3;14;;3;97.02;1;1;1
mercia;05/25/2011;3;15;;3;98;2;0;0
mercia;05/25/2011;3;16;;3;82.45;3;10;5
mercia;05/25/2011;3;17;;3;94.05;1;0;5
mercia;05/25/2011;3;18;;3;70;0;10;20
mercia;05/25/2011;3;19;;3;99;1;0;0
mercia;05/25/2011;3;20;;3;95;5;0;0
mercia;05/25/2011;3;21;;3;60;0;0;40
mercia;05/25/2011;3;22;;3;93.1;2;5;0
mercia;05/25/2011;3;23;;3;69.3;1;30;0
mercia;05/25/2011;3;24;;3;85;0;15;0
mercia;05/25/2011;3;25;;3;100;0;0;0
mercia;05/25/2011;3;26;;3;90;10;0;0
mercia;05/25/2011;3;27;;3;93;7;0;0
mercia;05/25/2011;3;28;;3;5;0;95;0
mercia;05/25/2011;3;29;;3;90;10;0;0
mercia;05/25/2011;3;30;;3;83.3;15;2;0
mercia;05/25/2011;3;1;;4;72;10;20;0
mercia;05/25/2011;3;2;;4;0;0;100;0
mercia;05/25/2011;3;3;;4;0;0;100;0
mercia;05/25/2011;3;4;;4;0;0;100;0
mercia;05/25/2011;3;5;;4;0;0;100;0
mercia;05/25/2011;3;6;;4;0;0;100;0
mercia;05/25/2011;3;7;;4;40;20;50;0
mercia;05/25/2011;3;8;;4;0;0;100;0
mercia;05/25/2011;3;9;;4;0;0;100;0
mercia;05/25/2011;3;10;;4;0;0;100;0
mercia;05/25/2011;3;11;;4;0;0;100;0
mercia;05/25/2011;3;12;;4;0;0;100;0
mercia;05/25/2011;3;13;;4;0;0;100;0
mercia;05/25/2011;3;14;;4;0;0;100;0
mercia;05/25/2011;3;15;;4;0;0;100;0
mercia;05/25/2011;3;16;;4;0;0;100;0
mercia;05/25/2011;3;17;;4;70;0;30;0
mercia;05/25/2011;3;18;;4;0;0;100;0
mercia;05/25/2011;3;19;;4;0;0;100;0
mercia;05/25/2011;3;20;;4;0;0;100;0
mercia;05/25/2011;3;21;;4;0;0;100;0
mercia;05/25/2011;3;22;;4;0;0;100;0
mercia;05/25/2011;3;23;;4;0;0;100;0
mercia;05/25/2011;3;24;;4;0;0;100;0
mercia;05/25/2011;3;25;;4;17;15;80;0
mercia;05/25/2011;3;26;;4;0;0;100;0
mercia;05/25/2011;3;27;;4;0;0;100;0
mercia;05/25/2011;3;28;;4;0;0;100;0
mercia;05/25/2011;3;29;;4;85;15;0;0
mercia;05/25/2011;3;30;;4;0;0;100;0
mercia;06/08/2011;1;1;;1;80;0;20;0
mercia;06/08/2011;1;2;;1;90;0;10;0
mercia;06/08/2011;1;3;;1;95;0;5;0
mercia;06/08/2011;1;4;;1;95;0;5;0
mercia;06/08/2011;1;5;;1;90;0;10;0
mercia;06/08/2011;1;6;;1;85;0;10;5
mercia;06/08/2011;1;7;;1;90;0;10;0
mercia;06/08/2011;1;8;;1;80;0;15;5
mercia;06/08/2011;1;9;;1;95;0;5;0
mercia;06/08/2011;1;10;;1;100;0;0;0
mercia;06/08/2011;1;11;;1;90;0;10;0
mercia;06/08/2011;1;12;;1;95;0;5;0
mercia;06/08/2011;1;13;;1;95;0;5;0
mercia;06/08/2011;1;14;;1;85;0;15;0
mercia;06/08/2011;1;15;;1;85;0;0;15
mercia;06/08/2011;1;16;;1;95;0;5;0
mercia;06/08/2011;1;17;;1;95;0;0;5
mercia;06/08/2011;1;18;;1;85;0;5;10
mercia;06/08/2011;1;19;;1;95;0;5;0
mercia;06/08/2011;1;20;;1;80;0;20;0
mercia;06/08/2011;1;21;;1;95;0;5;0
mercia;06/08/2011;1;22;;1;85;0;15;0
mercia;06/08/2011;1;23;;1;95;0;5;0
mercia;06/08/2011;1;24;;1;80;0;5;15
mercia;06/08/2011;1;25;;1;90;0;5;5
mercia;06/08/2011;1;26;;1;90;0;10;0
mercia;06/08/2011;1;27;;1;95;0;5;0
mercia;06/08/2011;1;28;;1;90;0;10;0
mercia;06/08/2011;1;29;;1;90;0;10;0
mercia;06/08/2011;1;30;;1;95;0;5;0
mercia;06/08/2011;1;1;;2;70;0;30;0
mercia;06/08/2011;1;2;;2;63.75;15;25;0
mercia;06/08/2011;1;3;;2;61.75;5;35;0
mercia;06/08/2011;1;4;;2;98;0;2;0
mercia;06/08/2011;1;5;;2;83.3;2;15;0
mercia;06/08/2011;1;6;;2;88.2;2;10;0
mercia;06/08/2011;1;7;;2;10;0;90;0
mercia;06/08/2011;1;8;;2;90;0;10;0
mercia;06/08/2011;1;9;;2;85;0;15;0
mercia;06/08/2011;1;10;;2;56.25;25;25;0
mercia;06/08/2011;1;11;;2;50;0;50;0
mercia;06/08/2011;1;12;;2;67.5;10;25;0
mercia;06/08/2011;1;13;;2;80;0;20;0
mercia;06/08/2011;1;14;;2;29.75;15;65;0
mercia;06/08/2011;1;15;;2;90;0;5;5
mercia;06/08/2011;1;16;;2;85;0;15;0
mercia;06/08/2011;1;17;;2;88.35;7;5;0
mercia;06/08/2011;1;18;;2;63;10;30;0
mercia;06/08/2011;1;19;;2;88.35;7;5;0
mercia;06/08/2011;1;20;;2;58.5;10;35;0
mercia;06/08/2011;1;21;;2;80;0;15;5
mercia;06/08/2011;1;22;;2;23.75;5;75;0
mercia;06/08/2011;1;23;;2;63.75;15;25;0
mercia;06/08/2011;1;24;;2;76.5;15;5;5
mercia;06/08/2011;1;25;;2;75;0;25;0
mercia;06/08/2011;1;26;;2;76.5;10;15;0
mercia;06/08/2011;1;27;;2;30;0;70;0
mercia;06/08/2011;1;28;;2;76.5;10;15;0
mercia;06/08/2011;1;29;;2;47.5;5;50;0
mercia;06/08/2011;1;30;;2;31.5;10;65;0
mercia;06/08/2011;1;1;;3;0;0;100;0
mercia;06/08/2011;1;2;;3;0;0;100;0
mercia;06/08/2011;1;3;;3;13.5;10;85;0
mercia;06/08/2011;1;4;;3;59.5;15;30;0
mercia;06/08/2011;1;5;;3;18;10;80;0
mercia;06/08/2011;1;6;;3;21.25;15;75;0
mercia;06/08/2011;1;7;;3;0;0;100;0
mercia;06/08/2011;1;8;;3;9;10;90;0
mercia;06/08/2011;1;9;;3;10;0;90;0
mercia;06/08/2011;1;10;;3;12.75;15;85;0
mercia;06/08/2011;1;11;;3;0;0;100;0
mercia;06/08/2011;1;12;;3;0;0;100;0
mercia;06/08/2011;1;13;;3;0;0;100;0
mercia;06/08/2011;1;14;;3;9.5;5;90;0
mercia;06/08/2011;1;15;;3;0;0;100;0
mercia;06/08/2011;1;16;;3;40.5;10;55;0
mercia;06/08/2011;1;17;;3;10;0;90;0
mercia;06/08/2011;1;18;;3;0;0;100;0
mercia;06/08/2011;1;19;;3;0;0;100;0
mercia;06/08/2011;1;20;;3;0;0;100;0
mercia;06/08/2011;1;21;;3;10;0;90;0
mercia;06/08/2011;1;22;;3;0;0;100;0
mercia;06/08/2011;1;23;;3;0;0;100;0
mercia;06/08/2011;1;24;;3;34;15;60;0
mercia;06/08/2011;1;25;;3;0;0;100;0
mercia;06/08/2011;1;26;;3;0;0;100;0
mercia;06/08/2011;1;27;;3;16;20;80;0
mercia;06/08/2011;1;28;;3;42.5;15;50;0
mercia;06/08/2011;1;29;;3;30;0;70;0
mercia;06/08/2011;1;30;;3;13.5;10;85;0
mercia;06/08/2011;1;1;;4;0;0;100;0
mercia;06/08/2011;1;2;;4;0;0;100;0
mercia;06/08/2011;1;3;;4;0;0;100;0
mercia;06/08/2011;1;4;;4;0;0;100;0
mercia;06/08/2011;1;5;;4;0;0;100;0
