variety;date;bloc;plant;num_leaf_bottom;num_leaf_top;green;septo_green;necro;obs_affected_surf
mercia;04/18/2011;1;1;8;5;99;0;1;
mercia;04/18/2011;1;2;8;5;100;0;0;
mercia;04/18/2011;1;3;8;5;100;0;0;
mercia;04/18/2011;1;4;8;5;100;0;0;
mercia;04/18/2011;1;5;8;5;100;0;0;
mercia;04/18/2011;1;6;8;5;100;0;0;
mercia;04/18/2011;1;7;8;5;99;0;1;
mercia;04/18/2011;1;8;8;5;100;0;0;
mercia;04/18/2011;1;9;8;5;100;0;0;
mercia;04/18/2011;1;10;8;5;100;0;0;
mercia;04/18/2011;1;11;8;5;100;0;0;
mercia;04/18/2011;1;12;8;5;100;0;0;
mercia;04/18/2011;2;1;8;5;80;0;20;
mercia;04/18/2011;2;2;8;5;100;0;0;
mercia;04/18/2011;2;3;8;5;100;0;0;
mercia;04/18/2011;2;4;8;5;100;0;0;
mercia;04/18/2011;2;5;8;5;100;0;0;
mercia;04/18/2011;2;6;8;5;97;0;3;
mercia;04/18/2011;2;7;8;5;100;0;0;
mercia;04/18/2011;2;8;8;5;100;0;0;
mercia;04/18/2011;2;9;8;5;100;0;0;
mercia;04/18/2011;2;10;8;5;100;0;0;
mercia;04/18/2011;2;11;8;5;100;0;0;
mercia;04/18/2011;2;12;8;5;100;0;0;
mercia;04/18/2011;3;1;8;5;100;0;0;
mercia;04/18/2011;3;2;8;5;99;0;1;
mercia;04/18/2011;3;3;8;5;100;0;0;
mercia;04/18/2011;3;4;8;5;100;1;0;
mercia;04/18/2011;3;5;8;5;100;0;0;
mercia;04/18/2011;3;6;8;5;100;0;0;
mercia;04/18/2011;3;7;8;5;100;0;0;
mercia;04/18/2011;3;8;8;5;100;0;0;
mercia;04/18/2011;3;9;8;5;100;0;0;
mercia;04/18/2011;3;10;8;5;100;0;0;
mercia;04/18/2011;3;11;8;5;100;0;0;
mercia;04/18/2011;3;12;8;5;99;0;1;
mercia;04/18/2011;1;1;7;6;100;0;0;
mercia;04/18/2011;1;2;7;6;100;0;0;
mercia;04/18/2011;1;3;7;6;100;0;0;
mercia;04/18/2011;1;4;7;6;97;0;3;
mercia;04/18/2011;1;5;7;6;100;0;0;
mercia;04/18/2011;1;6;7;6;100;0;0;
mercia;04/18/2011;1;7;7;6;100;3;0;
mercia;04/18/2011;1;8;7;6;10;5;90;
mercia;04/18/2011;1;9;7;6;50;0;50;
mercia;04/18/2011;1;10;7;6;97;0;3;
mercia;04/18/2011;1;11;7;6;80;0;20;
mercia;04/18/2011;1;12;7;6;55;10;45;
mercia;04/18/2011;2;1;7;6;60;0;40;
mercia;04/18/2011;2;2;7;6;95;0;5;
mercia;04/18/2011;2;3;7;6;30;0;70;
mercia;04/18/2011;2;4;7;6;100;0;0;
mercia;04/18/2011;2;5;7;6;70;0;30;
mercia;04/18/2011;2;6;7;6;100;0;0;
mercia;04/18/2011;2;7;7;6;100;0;0;
mercia;04/18/2011;2;8;7;6;10;0;90;
mercia;04/18/2011;2;9;7;6;70;0;30;
mercia;04/18/2011;2;10;7;6;95;0;5;
mercia;04/18/2011;2;11;7;6;0;0;100;
mercia;04/18/2011;2;12;7;6;100;0;0;
mercia;04/18/2011;3;1;7;6;100;0;0;
mercia;04/18/2011;3;2;7;6;100;0;0;
mercia;04/18/2011;3;3;7;6;95;0;5;
mercia;04/18/2011;3;4;7;6;95;1;5;
mercia;04/18/2011;3;5;7;6;50;0;50;
mercia;04/18/2011;3;6;7;6;100;0;0;
mercia;04/18/2011;3;7;7;6;85;0;15;
mercia;04/18/2011;3;8;7;6;100;0;0;
mercia;04/18/2011;3;9;7;6;99;0;1;
mercia;04/18/2011;3;10;7;6;30;0;70;
mercia;04/18/2011;3;11;7;6;80;0;20;
mercia;04/18/2011;3;12;7;6;100;0;0;
mercia;05/25/2011;1;1;;1;100;0;0;0
mercia;05/25/2011;1;2;;1;99;1;0;0
mercia;05/25/2011;1;3;;1;100;0;0;0
mercia;05/25/2011;1;4;;1;100;0;0;0
mercia;05/25/2011;1;5;;1;100;0;0;0
mercia;05/25/2011;1;6;;1;99;0;0;1
mercia;05/25/2011;1;7;;1;98;0;0;2
mercia;05/25/2011;1;8;;1;99;1;0;0
mercia;05/25/2011;1;9;;1;98;0;0;2
mercia;05/25/2011;1;10;;1;100;0;0;0
mercia;05/25/2011;1;11;;1;100;0;0;0
mercia;05/25/2011;1;12;;1;97;0;0;3
mercia;05/25/2011;1;13;;1;99;1;0;0
mercia;05/25/2011;1;14;;1;95;0;0;5
mercia;05/25/2011;1;15;;1;100;0;0;0
mercia;05/25/2011;1;16;;1;100;0;0;0
mercia;05/25/2011;1;17;;1;99;1;0;0
mercia;05/25/2011;1;18;;1;99;0;0;1
mercia;05/25/2011;1;19;;1;99;1;0;0
mercia;05/25/2011;1;20;;1;93;0;0;7
mercia;05/25/2011;1;21;;1;99;1;0;0
mercia;05/25/2011;1;22;;1;100;0;0;0
mercia;05/25/2011;1;23;;1;100;0;0;0
mercia;05/25/2011;1;24;;1;100;0;0;0
mercia;05/25/2011;1;25;;1;96.04;2;0;2
mercia;05/25/2011;1;26;;1;100;0;0;0
mercia;05/25/2011;1;27;;1;100;0;0;0
mercia;05/25/2011;1;28;;1;98;0;2;0
mercia;05/25/2011;1;29;;1;100;0;0;0
mercia;05/25/2011;1;30;;1;98;0;0;2
mercia;05/25/2011;1;1;;2;97;3;0;0
mercia;05/25/2011;1;2;;2;90;10;0;0
mercia;05/25/2011;1;3;;2;98;2;0;0
mercia;05/25/2011;1;4;;2;98;2;0;0
mercia;05/25/2011;1;5;;2;97;3;0;0
mercia;05/25/2011;1;6;;2;90.25;5;0;5
mercia;05/25/2011;1;7;;2;94.05;1;0;5
mercia;05/25/2011;1;8;;2;90;10;0;0
mercia;05/25/2011;1;9;;2;97;3;0;0
mercia;05/25/2011;1;10;;2;98;2;0;0
mercia;05/25/2011;1;11;;2;87.3;3;10;0
mercia;05/25/2011;1;12;;2;97;3;0;0
mercia;05/25/2011;1;13;;2;98;2;0;0
mercia;05/25/2011;1;14;;2;95;5;0;0
mercia;05/25/2011;1;15;;2;100;0;0;0
mercia;05/25/2011;1;16;;2;100;0;0;0
mercia;05/25/2011;1;17;;2;85;0;10;5
mercia;05/25/2011;1;18;;2;95;0;5;0
mercia;05/25/2011;1;19;;2;93.1;5;0;2
mercia;05/25/2011;1;20;;2;95;5;0;0
mercia;05/25/2011;1;21;;2;93.1;5;0;2
mercia;05/25/2011;1;22;;2;97;3;0;0
mercia;05/25/2011;1;23;;2;96;4;0;0
mercia;05/25/2011;1;24;;2;97;3;0;0
mercia;05/25/2011;1;25;;2;98;2;0;0
mercia;05/25/2011;1;26;;2;100;0;0;0
mercia;05/25/2011;1;27;;2;100;0;0;0
mercia;05/25/2011;1;28;;2;98;0;2;0
mercia;05/25/2011;1;29;;2;88.35;5;0;7
mercia;05/25/2011;1;30;;2;100;0;0;0
mercia;05/25/2011;1;1;;3;93;7;0;0
mercia;05/25/2011;1;2;;3;68;15;20;0
mercia;05/25/2011;1;3;;3;93;7;0;0
mercia;05/25/2011;1;4;;3;95;5;0;0
mercia;05/25/2011;1;5;;3;95;5;0;0
mercia;05/25/2011;1;6;;3;98;2;0;0
mercia;05/25/2011;1;7;;3;97;3;0;0
mercia;05/25/2011;1;8;;3;48;20;40;0
mercia;05/25/2011;1;9;;3;64;20;20;0
mercia;05/25/2011;1;10;;3;76.5;10;15;0
mercia;05/25/2011;1;11;;3;47.5;5;50;0
mercia;05/25/2011;1;12;;3;95;5;0;0
mercia;05/25/2011;1;13;;3;95;5;0;0
mercia;05/25/2011;1;14;;3;42;40;0;30
mercia;05/25/2011;1;15;;3;85;15;0;0
mercia;05/25/2011;1;16;;3;95;5;0;0
mercia;05/25/2011;1;17;;3;80.75;5;15;0
mercia;05/25/2011;1;18;;3;88.2;2;10;0
mercia;05/25/2011;1;19;;3;90;10;0;0
mercia;05/25/2011;1;20;;3;68;15;20;0
mercia;05/25/2011;1;21;;3;93;7;0;0
mercia;05/25/2011;1;22;;3;28.8;4;70;0
mercia;05/25/2011;1;23;;3;91.2;4;5;0
mercia;05/25/2011;1;24;;3;82.45;3;15;0
mercia;05/25/2011;1;25;;3;93.1;2;5;0
mercia;05/25/2011;1;26;;3;98;2;0;0
mercia;05/25/2011;1;27;;3;93;7;0;0
mercia;05/25/2011;1;28;;3;58.5;10;35;0
mercia;05/25/2011;1;29;;3;99;1;0;0
mercia;05/25/2011;1;30;;3;95;5;0;0
mercia;05/25/2011;1;1;;4;0;0;100;0
mercia;05/25/2011;1;2;;4;0;0;100;0
mercia;05/25/2011;1;3;;4;0;0;100;0
mercia;05/25/2011;1;4;;4;0;0;100;0
mercia;05/25/2011;1;5;;4;0;0;100;0
mercia;05/25/2011;1;6;;4;0;0;100;0
mercia;05/25/2011;1;7;;4;0;0;100;0
mercia;05/25/2011;1;8;;4;0;0;100;0
mercia;05/25/2011;1;9;;4;0;0;100;0
mercia;05/25/2011;1;10;;4;0;0;100;0
mercia;05/25/2011;1;11;;4;0;0;100;0
mercia;05/25/2011;1;12;;4;0;0;100;0
mercia;05/25/2011;1;13;;4;40;20;50;0
mercia;05/25/2011;1;14;;4;0;0;100;0
mercia;05/25/2011;1;15;;4;0;0;100;0
mercia;05/25/2011;1;16;;4;54;10;40;0
mercia;05/25/2011;1;17;;4;0;0;100;0
mercia;05/25/2011;1;18;;4;0;0;100;0
mercia;05/25/2011;1;19;;4;0;0;100;0
mercia;05/25/2011;1;20;;4;0;0;100;0
mercia;05/25/2011;1;21;;4;0;0;100;0
mercia;05/25/2011;1;22;;4;0;0;100;0
mercia;05/25/2011;1;23;;4;0;0;100;0
mercia;05/25/2011;1;24;;4;0;0;100;0
mercia;05/25/2011;1;25;;4;0;0;100;0
mercia;05/25/2011;1;26;;4;0;0;100;0
mercia;05/25/2011;1;27;;4;10;0;90;0
mercia;05/25/2011;1;28;;4;0;0;100;0
mercia;05/25/2011;1;29;;4;0;0;100;0
mercia;05/25/2011;1;30;;4;0;0;100;0
mercia;05/25/2011;2;1;;1;98;0;0;2
mercia;05/25/2011;2;2;;1;100;0;0;0
mercia;05/25/2011;2;3;;1;99;0;1;0
mercia;05/25/2011;2;4;;1;99;0;1;0
mercia;05/25/2011;2;5;;1;97.02;2;1;0
mercia;05/25/2011;2;6;;1;99;0;1;0
mercia;05/25/2011;2;7;;1;98;0;0;2
mercia;05/25/2011;2;8;;1;99;0;1;0
mercia;05/25/2011;2;9;;1;99;0;1;0
mercia;05/25/2011;2;10;;1;100;0;0;0
mercia;05/25/2011;2;11;;1;100;0;0;0
mercia;05/25/2011;2;12;;1;40;0;0;60
mercia;05/25/2011;2;13;;1;99;1;0;0
mercia;05/25/2011;2;14;;1;97.02;2;1;0
mercia;05/25/2011;2;15;;1;96.04;2;2;0
mercia;05/25/2011;2;16;;1;99;0;1;0
mercia;05/25/2011;2;17;;1;95;0;0;5
mercia;05/25/2011;2;18;;1;99;0;0;1
mercia;05/25/2011;2;19;;1;99;0;1;0
mercia;05/25/2011;2;20;;1;99;0;1;0
mercia;05/25/2011;2;21;;1;100;0;0;0
mercia;05/25/2011;2;22;;1;99;0;1;0
mercia;05/25/2011;2;23;;1;90;0;0;10
mercia;05/25/2011;2;24;;1;99;0;0;1
mercia;05/25/2011;2;25;;1;100;0;0;0
mercia;05/25/2011;2;26;;1;99;0;1;0
mercia;05/25/2011;2;27;;1;99;0;1;0
mercia;05/25/2011;2;28;;1;99;0;1;0
mercia;05/25/2011;2;29;;1;98;0;0;2
mercia;05/25/2011;2;30;;1;99;0;1;0
mercia;05/25/2011;2;1;;2;97;3;0;0
mercia;05/25/2011;2;2;;2;100;0;0;0
mercia;05/25/2011;2;3;;2;96.03;3;1;0
mercia;05/25/2011;2;4;;2;97.02;2;1;0
mercia;05/25/2011;2;5;;2;97;3;0;0
mercia;05/25/2011;2;6;;2;97;0;3;0
mercia;05/25/2011;2;7;;2;96.03;3;1;0
mercia;05/25/2011;2;8;;2;99;1;0;0
mercia;05/25/2011;2;9;;2;98;0;1;1
mercia;05/25/2011;2;10;;2;97;3;0;0
mercia;05/25/2011;2;11;;2;89.1;10;1;0
mercia;05/25/2011;2;12;;2;99;1;0;0
mercia;05/25/2011;2;13;;2;100;0;0;0
mercia;05/25/2011;2;14;;2;98;2;0;0
mercia;05/25/2011;2;15;;2;96.04;2;2;0
mercia;05/25/2011;2;16;;2;99;0;1;0
mercia;05/25/2011;2;17;;2;97.02;1;2;0
mercia;05/25/2011;2;18;;2;99;1;0;0
mercia;05/25/2011;2;19;;2;97;0;0;3
mercia;05/25/2011;2;20;;2;100;0;0;0
mercia;05/25/2011;2;21;;2;98;2;0;0
mercia;05/25/2011;2;22;;2;99;1;0;0
mercia;05/25/2011;2;23;;2;93.1;2;0;5
mercia;05/25/2011;2;24;;2;99;0;0;1
mercia;05/25/2011;2;25;;2;90.25;5;0;5
mercia;05/25/2011;2;26;;2;100;0;0;0
mercia;05/25/2011;2;27;;2;100;0;0;0
mercia;05/25/2011;2;28;;2;89.1;10;1;0
mercia;05/25/2011;2;29;;2;97;3;0;0
mercia;05/25/2011;2;30;;2;99;1;0;0
mercia;05/25/2011;2;1;;3;96.04;2;0;2
mercia;05/25/2011;2;2;;3;100;0;0;0
mercia;05/25/2011;2;3;;3;96.03;3;1;0
mercia;05/25/2011;2;4;;3;89.24;8;3;0
mercia;05/25/2011;2;5;;3;24.25;3;75;0
mercia;05/25/2011;2;6;;3;94.05;5;1;0
mercia;05/25/2011;2;7;;3;70;0;0;30
mercia;05/25/2011;2;8;;3;87.3;10;3;0
mercia;05/25/2011;2;9;;3;96.04;2;2;0
mercia;05/25/2011;2;10;;3;80;20;0;0
mercia;05/25/2011;2;11;;3;92.15;5;3;0
mercia;05/25/2011;2;12;;3;20;0;80;0
mercia;05/25/2011;2;13;;3;99;1;0;0
mercia;05/25/2011;2;14;;3;97;3;0;0
mercia;05/25/2011;2;15;;3;83.3;2;15;0
mercia;05/25/2011;2;16;;3;85;15;0;0
mercia;05/25/2011;2;17;;3;80.75;5;15;0
mercia;05/25/2011;2;18;;3;97;3;0;0
mercia;05/25/2011;2;19;;3;82.45;15;0;3
mercia;05/25/2011;2;20;;3;99;1;0;0
mercia;05/25/2011;2;21;;3;85;15;0;0
mercia;05/25/2011;2;22;;3;96.03;3;1;0
mercia;05/25/2011;2;23;;3;99;0;0;1
mercia;05/25/2011;2;24;;3;87.3;10;3;0
mercia;05/25/2011;2;25;;3;90;10;0;0
mercia;05/25/2011;2;26;;3;100;0;0;0
mercia;05/25/2011;2;27;;3;100;0;0;0
mercia;05/25/2011;2;28;;3;93.1;5;2;0
mercia;05/25/2011;2;29;;3;97;3;0;0
mercia;05/25/2011;2;30;;3;100;0;0;0
mercia;05/25/2011;2;1;;4;20;0;80;0
mercia;05/25/2011;2;2;;4;30;50;40;0
mercia;05/25/2011;2;3;;4;0;0;100;0
mercia;05/25/2011;2;4;;4;0;0;100;0
mercia;05/25/2011;2;5;;4;0;0;100;0
mercia;05/25/2011;2;6;;4;0;0;100;0
mercia;05/25/2011;2;7;;4;25;0;75;0
mercia;05/25/2011;2;8;;4;0;0;100;0
mercia;05/25/2011;2;9;;4;66.5;5;30;0
mercia;05/25/2011;2;10;;4;0;0;100;0
mercia;05/25/2011;2;11;;4;0;0;100;0
mercia;05/25/2011;2;12;;4;0;0;100;0
mercia;05/25/2011;2;13;;4;95;5;0;0
mercia;05/25/2011;2;14;;4;0;0;100;0
mercia;05/25/2011;2;15;;4;0;0;100;0
mercia;05/25/2011;2;16;;4;0;0;100;0
mercia;05/25/2011;2;17;;4;0;0;100;0
mercia;05/25/2011;2;18;;4;80;20;0;0
mercia;05/25/2011;2;19;;4;88.2;10;2;0
mercia;05/25/2011;2;20;;4;0;0;100;0
mercia;05/25/2011;2;21;;4;5;0;95;0
mercia;05/25/2011;2;22;;4;0;0;100;0
mercia;05/25/2011;2;23;;4;20;0;80;0
mercia;05/25/2011;2;24;;4;20;0;80;0
mercia;05/25/2011;2;25;;4;25;50;50;0
mercia;05/25/2011;2;26;;4;82.45;3;15;0
mercia;05/25/2011;2;27;;4;0;0;100;0
mercia;05/25/2011;2;28;;4;0;0;100;0
mercia;05/25/2011;2;29;;4;20;0;80;0
mercia;05/25/2011;2;30;;4;10;0;90;0
mercia;05/25/2011;3;1;;1;100;0;0;0
mercia;05/25/2011;3;2;;1;95;0;0;5
mercia;05/25/2011;3;3;;1;95;0;0;5
mercia;05/25/2011;3;4;;1;100;0;0;0
mercia;05/25/2011;3;5;;1;100;0;0;0
mercia;05/25/2011;3;6;;1;99;0;1;0
