,variety,HS,aire du plot,Nbr.plant.perplot,ThermalTime,LAI_tot,LAI_vert,PAI_tot,PAI_vert,Nbr.axe.tot.m2,Nbr.axe.actif.m2.old,number_of_active_axes_per_m2,TCgreen,TCsen,TCtot,TCgreen_57,TCsen_57,TCtot_57,Gapgreen,Gapsen,Gaptot,Gapgreen_57,Gapsen_57,Gaptot_57,LightPenetration_0,LightPenetration_5,LightPenetration_20,LightPenetration_25,LightInterception_0,LightInterception_5,LightInterception_20,LightInterception_25,rep
0,Tremie13,3.34779694434,0.616666666667,200.0,400.0,0.318236751645,0.318236751645,0.379431580221,0.379431580221,536.756756757,452.432432432,536.756756757,0.115012504936,0.0,0.115012504936,0.225428278203,0.0,0.225428278203,0.884987495064,1.0,0.884987495064,0.774571721797,1.0,0.774571721797,0.7800005,0.875657,0.999244,0.999313,0.2199995,0.124343,0.000756,0.000687,0
1,Tremie13,3.53329882043,0.616666666667,200.0,420.0,0.353046761026,0.353046761026,0.414241589602,0.414241589602,656.756756757,460.540540541,656.756756757,,,,,,,,,,,,,,,,,,,,,0
2,Tremie13,3.71880069652,0.616666666667,200.0,440.0,0.395691428966,0.395691428966,0.456886257542,0.456886257542,690.810810811,468.648648649,690.810810811,,,,,,,,,,,,,,,,,,,,,0
3,Tremie13,3.90430257261,0.616666666667,200.0,460.0,0.448296106129,0.448296106129,0.509490934704,0.509490934704,710.27027027,512.432432432,710.27027027,,,,,,,,,,,,,,,,,,,,,0
4,Tremie13,4.0898044487,0.616666666667,200.0,480.0,0.510451994079,0.510451994079,0.571646822655,0.571646822655,710.27027027,624.324324324,710.27027027,,,,,,,,,,,,,,,,,,,,,0
5,Tremie13,4.27530632479,0.616666666667,200.0,500.0,0.575377552658,0.575377552658,0.636572381233,0.636572381233,710.27027027,710.27027027,710.27027027,0.190568645518,0.0,0.190568645518,0.362043104129,0.0,0.362043104129,0.809431354482,1.0,0.809431354482,0.637956895871,1.0,0.637956895871,0.6823345,0.7924225,0.999244,0.9993125,0.3176655,0.2075775,0.000756,0.0006875,0
6,Tremie13,4.46080820088,0.616666666667,200.0,520.0,0.638060400069,0.63750163635,0.699506339036,0.698947575317,710.27027027,710.27027027,710.27027027,,,,,,,,,,,,,,,,,,,,,0
7,Tremie13,4.64631007697,0.616666666667,200.0,540.0,0.707345744427,0.703663098268,0.770144571041,0.766461924882,758.918918919,710.27027027,715.135135135,,,,,,,,,,,,,,,,,,,,,0
8,Tremie13,4.83181195307,0.616666666667,200.0,560.0,0.782260795765,0.77215101714,0.846746243158,0.836636464534,765.405405405,737.837837838,745.945945946,,,,,,,,,,,,,,,,,,,,,0
9,Tremie13,5.01731382916,0.616666666667,200.0,580.0,0.864009524856,0.840727840239,0.928572085408,0.90529040079,822.162162162,732.972972973,741.081081081,,,,,,,,,,,,,,,,,,,,,0
10,Tremie13,5.20281570525,0.616666666667,200.0,600.0,0.961311722822,0.920077737169,1.02538564654,0.984151660889,822.162162162,776.756756757,776.756756757,0.265302092931,0.0126694747927,0.277971567724,0.482829399226,0.0155127496645,0.498342148891,0.734697907069,0.987330525207,0.722028432276,0.517170600774,0.984487250336,0.501657851109,0.575803,0.698293,0.999244,0.9993125,0.424197,0.301707,0.000756,0.0006875,0
11,Tremie13,5.38831758134,0.616666666667,200.0,620.0,1.05824018243,0.996057584352,1.1232715447,1.06108894662,822.162162162,741.081081081,741.081081081,,,,,,,,,,,,,,,,,,,,,0
12,Tremie13,5.57381945743,0.616666666667,200.0,640.0,1.15476027771,1.07188114396,1.22520876244,1.14232962869,822.162162162,726.486486486,726.486486486,,,,,,,,,,,,,,,,,,,,,0
13,Tremie13,5.75932133352,0.616666666667,200.0,660.0,1.25058077545,1.14368207117,1.33342703274,1.22596758586,822.162162162,724.864864865,724.864864865,,,,,,,,,,,,,,,,,,,,,0
14,Tremie13,5.94482320961,0.616666666667,200.0,680.0,1.34850546148,1.20939150619,1.4485585914,1.30532834914,822.162162162,724.864864865,724.864864865,,,,,,,,,,,,,,,,,,,,,0
15,Tremie13,6.1303250857,0.616666666667,200.0,700.0,1.45435232503,1.27573557231,1.56607098456,1.37830919885,823.783783784,724.864864865,724.864864865,0.333914703172,0.0468276951428,0.380742398315,0.588892397568,0.0486697718481,0.637562169417,0.666085296828,0.953172304857,0.619257601685,0.411107602432,0.951330228152,0.362437830583,0.452865,0.602499,0.9992435,0.9993125,0.547135,0.397501,0.0007565,0.0006875,0
16,Tremie13,6.3158269618,0.616666666667,200.0,720.0,1.57657914077,1.3594199072,1.69072132002,1.45346223659,823.783783784,724.864864865,724.864864865,,,,,,,,,,,,,,,,,,,,,0
17,Tremie13,6.50132883789,0.616666666667,200.0,740.0,1.71445807541,1.45420670854,1.85328329297,1.55831463779,823.783783784,724.864864865,724.864864865,,,,,,,,,,,,,,,,,,,,,0
