,variety,HS,aire du plot,Nbr.plant.perplot,ThermalTime,LAI_tot,LAI_vert,PAI_tot,PAI_vert,Nbr.axe.tot.m2,Nbr.axe.actif.m2.old,number_of_active_axes_per_m2,TCgreen,TCsen,TCtot,TCgreen_57,TCsen_57,TCtot_57,Gapgreen,Gapsen,Gaptot,Gapgreen_57,Gapsen_57,Gaptot_57,LightPenetration_0,LightPenetration_5,LightPenetration_20,LightPenetration_25,LightInterception_0,LightInterception_5,LightInterception_20,LightInterception_25,rep
0,Tremie12,2.99954471723,0.728571428571,200.0,400.0,0.280503227114,0.280503227114,0.343902242379,0.343902242379,520.196078431,329.411764706,520.196078431,0.105337633276,0.0,0.105337633276,0.222077922078,0.0,0.222077922078,0.894662366724,1.0,0.894662366724,0.777922077922,1.0,0.777922077922,0.78721,0.885905,0.999312,0.999293,0.21279,0.114095,0.000688,0.000707,0
1,Tremie12,3.18504659332,0.728571428571,200.0,420.0,0.32460401879,0.32460401879,0.388003034055,0.388003034055,599.803921569,459.803921569,542.156862745,,,,,,,,,,,,,,,,,,,,,0
2,Tremie12,3.37054846941,0.728571428571,200.0,440.0,0.364202673974,0.364202673974,0.427930629826,0.427930629826,605.294117647,525.68627451,542.156862745,,,,,,,,,,,,,,,,,,,,,0
3,Tremie12,3.55605034551,0.728571428571,200.0,460.0,0.401055918483,0.401055918483,0.466767367473,0.466767367473,606.666666667,532.549019608,542.156862745,,,,,,,,,,,,,,,,,,,,,0
4,Tremie12,3.7415522216,0.728571428571,200.0,480.0,0.442450270588,0.442450270588,0.511925203322,0.511925203322,698.62745098,532.549019608,543.529411765,,,,,,,,,,,,,,,,,,,,,0
5,Tremie12,3.92705409769,0.728571428571,200.0,500.0,0.495433109667,0.495433109667,0.569340749131,0.569340749131,749.411764706,628.62745098,630.0,0.173950243517,0.0,0.173950243517,0.344155844156,0.0,0.344155844156,0.826049756483,1.0,0.826049756483,0.655844155844,1.0,0.655844155844,0.6948745,0.809114,0.999312,0.999293,0.3051255,0.190886,0.000688,0.000707,0
6,Tremie12,4.11255597378,0.728571428571,200.0,520.0,0.55594364913,0.55594364913,0.634775047489,0.634775047489,775.490196078,719.215686275,719.215686275,,,,,,,,,,,,,,,,,,,,,0
7,Tremie12,4.29805784987,0.728571428571,200.0,540.0,0.615254400265,0.615254400265,0.700210389969,0.700210389969,775.490196078,775.490196078,775.490196078,,,,,,,,,,,,,,,,,,,,,0
8,Tremie12,4.48355972596,0.728571428571,200.0,560.0,0.671077250752,0.6710170439,0.763207516827,0.763147309974,775.490196078,775.490196078,775.490196078,,,,,,,,,,,,,,,,,,,,,0
9,Tremie12,4.66906160205,0.728571428571,200.0,580.0,0.727130273576,0.723132975979,0.831347662372,0.827350364776,848.235294118,775.490196078,775.490196078,,,,,,,,,,,,,,,,,,,,,0
