id_plt,id_cohort,id_axis,N_phytomer,HS_final,TT_stop_axis,TT_del_axis,id_dim,id_phen,id_ear,TT_em_phytomer1,TT_col_phytomer1,TT_sen_phytomer1,TT_del_phytomer1
1,1,MS,11,11.0,NA,NA,1111,111,1.0,35.1387527358,221.217632605,679.522867417,1028.42076717
1,4,T1,8,7.7848619883,1351.0,1951.0,4080,408,NA,194.319280755,415.694415831,764.890646421,1179.96902469
1,5,T2,8,4.39265257598,1023.0,1623.0,5050,508,NA,531.287279044,689.970693508,944.560638404,1242.09204052
1,6,T1.0,7,7.0,NA,NA,6071,607,1.0,182.459898519,435.460052891,834.54145928,1308.91674873
1,6,T3,7,7.0,NA,NA,6071,607,1.0,182.459898519,435.460052891,834.54145928,1308.91674873
1,7,T1.1,6,4.86031323963,1207.0,1807.0,7050,706,NA,272.282820833,541.841078034,1035.33588059,1540.75761284
2,1,MS,12,12.0,NA,NA,1121,112,1.0,44.8516741752,215.423981021,677.865100912,997.688183311
2,4,T1,9,8.02618023417,1261.0,1861.0,4090,409,NA,207.441203513,404.219101358,714.615750772,1083.57430923
2,6,T1.0,8,7.54282631463,1323.0,1923.0,6080,608,NA,198.217239552,419.592374627,768.788605218,1183.86698348
2,6,T3,8,7.57526301963,1322.0,1922.0,6080,608,NA,198.217239552,419.592374627,768.788605218,1183.86698348
2,7,T1.1,7,5.09647657252,1132.0,1732.0,7060,707,NA,290.621400551,521.671335295,886.128555222,1319.34718287
3,1,MS,11,11.0,NA,NA,1111,111,1.0,31.3505074764,217.429387345,675.734622158,1024.63252191
3,4,T1,8,8.0,NA,NA,4081,408,1.0,190.531035495,411.906170571,761.102401162,1176.18077943
3,5,T2,7,4.20529752842,1064.0,1664.0,5050,507,NA,518.998136581,700.350610254,1033.03496166,1373.0708498
3,6,T1.0,7,7.0,NA,NA,6071,607,1.0,178.671653259,431.671807631,830.753214021,1305.12850347
3,7,T1.1,6,4.91934180949,1216.0,1816.0,7050,706,NA,268.494575574,538.052832775,1031.54763533,1536.96936758
4,1,MS,11,11.0,NA,NA,1111,111,1.0,31.4316882901,217.510568159,675.815802972,1024.71370273
4,4,T1,8,8.0,NA,NA,4081,408,1.0,190.612216309,411.987351385,761.183581975,1176.26196024
4,5,T2,7,4.19647493027,1063.0,1663.0,5050,507,NA,519.079317395,700.431791068,1033.11614248,1373.15203061
4,6,T1.0,7,7.0,NA,NA,6071,607,1.0,178.752834073,431.752988445,830.834394834,1305.20968428
4,6,T3,7,7.0,NA,NA,6071,607,1.0,178.752834073,431.752988445,830.834394834,1305.20968428
4,7,T1.1,6,4.91934180949,1216.0,1816.0,7050,706,NA,268.575756387,538.134013588,1031.62881614,1537.05054839
4,7,T4,7,5.45736287788,1158.0,1758.0,7060,707,NA,283.016377309,514.066312052,878.52353198,1311.74215962
5,1,MS,12,12.0,NA,NA,1121,112,1.0,23.730233048,194.302539893,656.743659785,976.566742184
5,4,T1,9,9.0,NA,NA,4091,409,1.0,186.319762386,383.097660231,693.494309645,1062.4528681
5,5,T2,8,4.91696698074,1075.0,1675.0,5050,508,NA,514.063796714,672.747211177,927.337156074,1224.86855819
5,6,T1.0,8,8.0,NA,NA,6081,608,1.0,177.095798425,398.4709335,747.667164091,1162.74554236
6,1,MS,11,11.0,NA,NA,1111,111,1.0,23.5409007531,209.619780622,667.925015435,1016.82291519
6,4,T1,8,8.0,NA,NA,4081,408,1.0,182.721428772,404.096563848,753.292794438,1168.37117271
6,5,T2,8,4.78588837955,1062.0,1662.0,5050,508,NA,519.689427061,678.372841525,932.962786421,1230.49418854
6,7,T1.1,6,4.97181164938,1224.0,1824.0,7050,706,NA,260.68496885,530.243226051,1023.73802861,1529.15976086
6,7,T4,7,5.72050945728,1196.0,1796.0,7060,707,NA,275.125589772,506.175524515,870.632744442,1303.85137209
7,1,MS,12,12.0,NA,NA,1121,112,1.0,45.4089185775,215.981225423,678.422345314,998.245427714
7,4,T1,9,8.00178725075,1258.0,1858.0,4090,409,NA,207.998447916,404.776345761,715.172995174,1084.13155363
7,5,T2,9,4.56740391189,990.0,1590.0,5050,509,NA,542.354291179,683.406215147,905.900941803,1170.37329924
7,6,T1.0,8,7.49534121759,1317.0,1917.0,6080,608,NA,198.774483954,420.14961903,769.34584962,1184.42422789
7,7,T2.0,8,4.48732674387,1091.0,1691.0,7050,708,NA,302.009110645,504.177803546,823.077870982,1202.14417017
8,1,MS,13,13.0,NA,NA,1131,113,1.0,53.6318040667,211.083163956,677.023868715,972.245168507
8,4,T1,10,8.64694488883,1231.0,1831.0,4090,410,NA,218.680147224,395.780255285,675.137239757,1007.19994237
8,5,T2,10,4.96145983056,981.0,1581.0,5050,510,NA,550.946266467,677.892998038,878.138252029,1116.16337372
8,6,T1.0,9,7.81792042689,1248.0,1848.0,6080,609,NA,211.300976055,408.0788739,718.475523314,1087.43408177
8,6,T3,9,7.91234631153,1247.0,1847.0,6080,609,NA,211.300976055,408.0788739,718.475523314,1087.43408177
8,7,T2.0,9,4.91186522566,1081.0,1681.0,7050,709,NA,313.735334322,493.440839122,776.907565732,1113.85538723
8,7,T4,9,6.32213987026,1080.0,1680.0,7070,709,NA,313.735334322,493.440839122,776.907565732,1113.85538723
9,1,MS,13,13.0,NA,NA,1131,113,1.0,40.5423737817,197.993733671,663.93443843,959.155738222
9,4,T1,10,8.95411579118,1265.0,1865.0,4090,410,NA,205.590716939,382.690825,662.047809472,994.110512086
9,5,T2,10,5.25134519857,1004.0,1604.0,5060,510,NA,537.856836182,664.803567753,865.048821744,1103.07394344
9,6,T1.0,9,8.48567960396,1323.0,1923.0,6090,609,NA,198.21154577,394.989443615,705.386093029,1074.34465149
9,7,T1.1,9,6.16892703197,1093.0,1693.0,7070,709,NA,300.645904037,480.351408837,763.818135447,1100.76595695
9,7,T2.0,8,4.87524457127,1123.0,1723.0,7050,708,NA,292.222208499,494.3909014,813.290968836,1192.35726802
10,1,MS,11,11.0,NA,NA,1111,111,1.0,39.8086960405,225.88757591,684.192810722,1033.09071048
10,4,T1,8,7.52467016513,1315.0,1915.0,4080,408,NA,198.98922406,420.364359135,769.560589726,1184.63896799
10,6,T3,7,7.0,NA,NA,6071,607,1.0,187.129841823,440.129996196,839.211402585,1313.58669203
10,7,T1.1,7,5.06586916593,1128.0,1728.0,7060,707,NA,291.393385059,522.443319803,886.90053973,1320.11916737
10,7,T4,6,4.86174436062,1189.0,1789.0,7050,706,NA,276.952764138,546.511021339,1040.00582389,1545.42755614
11,1,MS,11,11.0,NA,NA,1111,111,1.0,25.6477004489,211.726580318,670.03181513,1018.92971488
11,4,T1,8,8.0,NA,NA,4081,408,1.0,184.828228468,406.203363544,755.399594134,1170.4779724
11,5,T2,7,4.31116870631,1076.0,1676.0,5050,507,NA,513.295329554,694.647803227,1027.33215464,1367.36804277
11,6,T1.0,7,7.0,NA,NA,6071,607,1.0,172.968846232,425.969000604,825.050406993,1299.42569644
11,7,T1.1,6,4.95869418941,1222.0,1822.0,7050,706,NA,262.791768546,532.350025747,1025.8448283,1531.26656055
12,1,MS,12,12.0,NA,NA,1121,112,1.0,50.920054579,221.492361424,683.933481316,1003.75656372
12,4,T1,9,7.85542935021,1240.0,1840.0,4080,409,NA,213.509583917,410.287481762,720.684131176,1089.64268964
12,5,T2,9,4.49934386896,984.0,1584.0,5050,509,NA,547.865427181,688.917351148,911.412077804,1175.88443524
12,6,T1.0,8,7.17085972118,1276.0,1876.0,6080,608,NA,204.285619955,425.660755031,774.856985622,1189.93536389
12,6,T3,8,7.23556813938,1275.0,1875.0,6080,608,NA,204.285619955,425.660755031,774.856985622,1189.93536389
12,7,T1.1,7,4.85926917139,1101.0,1701.0,7050,707,NA,296.689780955,527.739715699,892.196935626,1325.41556327
12,7,T2.0,7,4.03248218182,1101.0,1701.0,7050,707,NA,296.689780955,527.739715699,892.196935626,1325.41556327
12,7,T4,8,5.64342243319,1083.0,1683.0,7060,708,NA,307.520246646,509.688939547,828.589006983,1207.65530617
13,1,MS,12,12.0,NA,NA,1121,112,1.0,45.1943230261,215.766629872,678.207749763,998.030832162
13,4,T1,9,8.00991824522,1259.0,1859.0,4090,409,NA,207.783852364,404.561750209,714.958399623,1083.91695808
13,5,T2,8,4.28173991344,1012.0,1612.0,5050,508,NA,535.527886692,694.211301156,948.801246052,1246.33264817
13,6,T1.0,8,7.51908376611,1320.0,1920.0,6080,608,NA,198.559888403,419.935023478,769.131254069,1184.20963234
13,6,T3,8,7.5535803677,1319.0,1919.0,6080,608,NA,198.559888403,419.935023478,769.131254069,1184.20963234
14,1,MS,12,12.0,NA,NA,1121,112,1.0,39.4449692055,210.017276051,672.458395942,992.281478342
14,4,T1,9,8.29450305181,1294.0,1894.0,4090,409,NA,202.034498544,398.812396389,709.209045802,1078.16760426
14,5,T2,9,4.78292738115,1009.0,1609.0,5050,509,NA,536.390341807,677.442265775,899.936992431,1164.40934987
14,6,T1.0,8,7.86730781104,1364.0,1964.0,6080,608,NA,192.810534582,414.185669658,763.381900248,1178.46027852
14,6,T3,8,7.87882014667,1364.0,1964.0,6080,608,NA,192.810534582,414.185669658,763.381900248,1178.46027852
14,7,T4,8,5.8254486385,1106.0,1706.0,7060,708,NA,296.045161273,498.213854173,817.11392161,1196.1802208
15,1,MS,12,12.0,NA,NA,1121,112,1.0,46.1592181951,216.731525041,679.172644932,998.995727331
15,4,T1,10,8.65597932714,1232.0,1832.0,4090,410,NA,216.127918702,393.228026763,672.585011235,1004.64771385
15,5,T2,9,4.53337389043,987.0,1587.0,5050,509,NA,543.104590797,684.156514765,906.651241421,1171.12359886
15,6,T1.0,8,7.43994193772,1310.0,1910.0,6080,608,NA,199.524783572,420.899918647,770.096149238,1185.1745275
15,6,T3,8,7.48853241191,1310.0,1910.0,6080,608,NA,199.524783572,420.899918647,770.096149238,1185.1745275
16,1,MS,12,12.0,NA,NA,1121,112,1.0,31.1252257445,201.69753259,664.138652481,983.961734881
16,4,T1,9,8.79862470921,1356.0,1956.0,4090,409,NA,193.714755082,390.492652928,700.889302341,1069.8478608
16,6,T1.0,8,8.0,NA,NA,6081,608,1.0,184.490791121,405.865926197,755.062156787,1170.14053505
16,6,T3,7,7.0,NA,NA,6071,607,1.0,172.631408885,425.631563257,824.712969646,1299.08825909
17,1,MS,11,11.0,NA,NA,1111,111,1.0,39.6776354665,225.756515336,684.061750148,1032.9596499
17,4,T1,8,7.53189771577,1316.0,1916.0,4080,408,NA,198.858163486,420.233298561,769.429529152,1184.50790742
17,5,T2,8,4.26157397479,1010.0,1610.0,5050,508,NA,535.826161775,694.509576238,949.099521135,1246.63092325
17,7,T1.1,7,5.07352101758,1129.0,1729.0,7060,707,NA,291.262324485,522.312259229,886.769479156,1319.9881068
17,7,T2.0,6,4.27467746588,1191.0,1791.0,7050,706,NA,276.821703564,546.379960765,1039.87476332,1545.29649557
17,7,T4,6,4.86767999775,1190.0,1790.0,7050,706,NA,276.821703564,546.379960765,1039.87476332,1545.29649557
18,1,MS,12,12.0,NA,NA,1121,112,1.0,49.0114784427,219.583785288,682.024905179,1001.84798758
18,4,T1,9,7.90421531706,1246.0,1846.0,4080,409,NA,211.601007781,408.378905626,718.77555504,1087.7341135
18,5,T2,8,4.15066131225,999.0,1599.0,5050,508,NA,539.345042108,698.028456572,952.618401468,1250.14980359
18,6,T1.0,8,7.28165828093,1290.0,1890.0,6080,608,NA,202.377043819,423.752178895,772.948409485,1188.02678775
18,6,T3,8,7.33675384839,1289.0,1889.0,6080,608,NA,202.377043819,423.752178895,772.948409485,1188.02678775
19,1,MS,12,12.0,NA,NA,1121,112,1.0,24.5899851738,195.162292019,657.60341191,977.42649431
19,4,T1,9,9.0,NA,NA,4091,409,1.0,187.179514512,383.957412357,694.354061771,1063.31262023
19,5,T2,9,5.32740772456,1057.0,1657.0,5060,509,NA,521.535357775,662.587281743,885.082008399,1149.55436584
19,6,T1.0,8,8.0,NA,NA,6081,608,1.0,177.95555055,399.330685626,748.526916217,1163.60529448
19,6,T3,8,8.0,NA,NA,6081,608,1.0,177.95555055,399.330685626,748.526916217,1163.60529448
19,7,T1.1,8,6.1393636936,1168.0,1768.0,7070,708,NA,281.190177241,483.358870142,802.258937578,1181.32523677
20,1,MS,11,11.0,NA,NA,1111,111,1.0,21.9190618022,207.997941671,666.303176484,1015.20107624
20,4,T1,9,9.0,NA,NA,4091,409,1.0,190.323553783,387.101451628,697.498101042,1066.4566595
20,5,T2,7,4.32881390262,1078.0,1678.0,5050,507,NA,509.566690907,690.91916458,1023.60351599,1363.63940413
20,6,T3,7,7.0,NA,NA,6071,607,1.0,169.240207585,422.240361957,821.321768346,1295.69705779
20,7,T1.1,7,5.60915063304,1199.0,1799.0,7060,707,NA,273.503750821,504.553685565,869.010905492,1302.22953314
20,7,T2.0,6,4.60198313275,1227.0,1827.0,7050,706,NA,259.063129899,528.6213871,1022.11618965,1527.53792191
21,1,MS,12,12.0,NA,NA,1121,112,1.0,48.4037786137,218.976085459,681.41720535,1001.24028775
21,4,T1,9,7.92047730601,1248.0,1848.0,4080,409,NA,210.993307952,407.771205797,718.167855211,1087.12641367
21,5,T2,8,4.17082725089,1001.0,1601.0,5050,508,NA,538.737342279,697.420756743,952.010701639,1249.54210376
21,6,T1.0,8,7.33705756081,1297.0,1897.0,6080,608,NA,201.76934399,423.144479066,772.340709656,1187.41908792
21,6,T3,8,7.39457425354,1297.0,1897.0,6080,608,NA,201.76934399,423.144479066,772.340709656,1187.41908792
21,7,T2.0,7,4.19158910321,1116.0,1716.0,7050,707,NA,294.17350499,525.223439733,889.680659661,1322.8992873
22,1,MS,11,11.0,NA,NA,1111,111,1.0,44.5262725447,230.605152414,688.910387226,1037.80828698
22,4,T1,8,7.26447834196,1279.0,1879.0,4080,408,NA,203.706800564,425.081935639,774.27816623,1189.3565445
22,6,T1.0,7,6.92544379457,1370.0,1970.0,6070,607,NA,191.847418328,444.8475727,843.928979089,1318.30426854
22,6,T3,7,6.93191226921,1370.0,1970.0,6070,607,NA,191.847418328,444.8475727,843.928979089,1318.30426854
22,7,T1.1,6,4.57828785026,1164.0,1764.0,7050,706,NA,281.670340642,551.228597843,1044.7234004,1550.14513265
23,1,MS,12,12.0,NA,NA,1121,112,1.0,22.824274125,193.396580971,655.837700862,975.660783261
23,4,T1,10,9.85755962164,1365.0,1965.0,4100,410,NA,192.792974632,369.893082693,649.250067165,981.312769779
23,5,T2,8,4.93713291939,1077.0,1677.0,5050,508,NA,513.157837791,671.841252254,926.431197151,1223.96259927
23,6,T3,8,8.0,NA,NA,6081,608,1.0,176.189839502,397.564974577,746.761205168,1161.83958343
23,7,T1.1,7,5.73158025943,1215.0,1815.0,7060,707,NA,268.594000501,499.643935245,864.101155172,1297.31978282
23,7,T2.0,7,5.24169478443,1215.0,1815.0,7060,707,NA,268.594000501,499.643935245,864.101155172,1297.31978282
24,1,MS,11,11.0,NA,NA,1111,111,1.0,43.805712357,229.884592226,688.189827039,1037.08772679
24,4,T1,8,7.30061609518,1284.0,1884.0,4080,408,NA,202.986240376,424.361375452,773.557606042,1188.63598431
24,5,T2,8,4.1304953736,997.0,1597.0,5050,508,NA,539.954238665,698.637653129,953.227598025,1250.75900014
24,6,T3,7,6.98250512372,1378.0,1978.0,6070,607,NA,191.12685814,444.127012512,843.208418901,1317.58370835
24,7,T2.0,6,4.07465733612,1169.0,1769.0,7050,706,NA,280.949780454,550.508037655,1044.00284021,1549.42457246
24,7,T4,7,5.13189210861,1111.0,1711.0,7060,707,NA,295.390401376,526.440336119,890.897556046,1324.11618369
25,1,MS,12,12.0,NA,NA,1121,112,1.0,39.7589548004,210.331261646,672.772381537,992.595463937
25,4,T1,9,8.26197907392,1290.0,1890.0,4090,409,NA,202.348484138,399.126381984,709.523031397,1078.48158986
25,5,T2,8,4.45315039192,1029.0,1629.0,5050,508,NA,530.092518466,688.77593293,943.365877826,1240.89727995
25,6,T1.0,8,7.81190853117,1357.0,1957.0,6080,608,NA,193.124520177,414.499655253,763.695885843,1178.77426411
25,7,T1.1,7,5.23420990221,1150.0,1750.0,7060,707,NA,285.528681177,516.57861592,881.035835847,1314.25446349
25,7,T2.0,7,4.54162433028,1149.0,1749.0,7050,707,NA,285.528681177,516.57861592,881.035835847,1314.25446349
26,1,MS,12,12.0,NA,NA,1121,112,1.0,28.7045876892,199.276894535,661.718014426,981.541096825
26,4,T1,9,8.96937559316,1377.0,1977.0,4090,409,NA,191.294117027,388.072014872,698.468664286,1067.42722275
26,5,T2,8,4.8060543182,1064.0,1664.0,5050,508,NA,519.038151355,677.721565819,932.311510715,1229.84291283
