,variety,HS,aire du plot,Nbr.plant.perplot,ThermalTime,LAI_tot,LAI_vert,PAI_tot,PAI_vert,Nbr.axe.tot.m2,Nbr.axe.actif.m2.old,number_of_active_axes_per_m2,TCgreen,TCsen,TCtot,TCgreen_57,TCsen_57,TCtot_57,Gapgreen,Gapsen,Gaptot,Gapgreen_57,Gapsen_57,Gaptot_57,LightPenetration_0,LightPenetration_5,LightPenetration_20,LightPenetration_25,LightInterception_0,LightInterception_5,LightInterception_20,LightInterception_25,rep
88,Mercia,19.0857845987,0.845454545455,200.0,2160.0,4.7498453509,0.0,6.49851378655,0.836971368944,456.559139785,0.0,443.548387097,,,,,,,,,,,,,,,,,,,,,0
89,Mercia,19.2712864747,0.845454545455,200.0,2180.0,4.7498453509,0.0,6.49851378655,0.785847728582,456.559139785,0.0,443.548387097,,,,,,,,,,,,,,,,,,,,,0
90,Mercia,19.4567883508,0.845454545455,200.0,2200.0,4.7498453509,0.0,6.49851378655,0.701280367745,456.559139785,0.0,443.548387097,0.0468935105963,0.787613531657,0.834507042254,0.0693123343209,0.927958833619,0.99727116794,0.953106489404,0.212386468343,0.165492957746,0.930687665679,0.0720411663808,0.00272883205988,0.0587095,0.0607115,0.081312,0.093666,0.9412905,0.9392885,0.918688,0.906334,0
91,Mercia,19.6422902269,0.845454545455,200.0,2220.0,4.7498453509,0.0,6.49851378655,0.593654515066,456.559139785,0.0,443.548387097,,,,,,,,,,,,,,,,,,,,,0
92,Mercia,19.827792103,0.845454545455,200.0,2240.0,4.7498453509,0.0,6.49851378655,0.463611938125,456.559139785,0.0,443.548387097,,,,,,,,,,,,,,,,,,,,,0
93,Mercia,20.0132939791,0.845454545455,200.0,2260.0,4.72711312006,0.0,6.47578155571,0.340669372628,456.559139785,0.0,443.548387097,,,,,,,,,,,,,,,,,,,,,0
94,Mercia,20.1987958552,0.845454545455,200.0,2280.0,4.56456393934,0.0,6.30771591636,0.251585599468,456.559139785,0.0,443.548387097,,,,,,,,,,,,,,,,,,,,,0
95,Mercia,20.3842977313,0.845454545455,200.0,2300.0,4.51920404124,0.0,6.26125272653,0.189067852248,456.559139785,0.0,443.548387097,0.00707516124786,0.813906805318,0.820981966566,0.00280679869016,0.994152502729,0.996959301419,0.992924838752,0.186093194682,0.179018033434,0.99719320131,0.00584749727117,0.00304069858101,0.0639785,0.0660465,0.0857015,0.095793,0.9360215,0.9339535,0.9142985,0.904207,0
96,Mercia,20.5697996074,0.845454545455,200.0,2320.0,4.51554915116,0.0,6.25759783645,0.155479738038,456.559139785,0.0,443.548387097,,,,,,,,,,,,,,,,,,,,,0
97,Mercia,20.7553014835,0.845454545455,200.0,2340.0,4.51554915116,0.0,6.25759783645,0.140945097242,456.559139785,0.0,443.548387097,,,,,,,,,,,,,,,,,,,,,0
98,Mercia,20.9408033596,0.845454545455,200.0,2360.0,4.51554915116,0.0,6.25759783645,0.140845546025,456.559139785,0.0,443.548387097,,,,,,,,,,,,,,,,,,,,,0
99,Mercia,21.1263052357,0.845454545455,200.0,2380.0,4.51554915116,0.0,6.25759783645,0.126652484176,456.559139785,0.0,443.548387097,,,,,,,,,,,,,,,,,,,,,0
100,Mercia,21.3118071118,0.845454545455,200.0,2400.0,4.51554915116,0.0,6.25759783645,0.0335587726214,456.559139785,0.0,443.548387097,0.00190864815059,0.818974595235,0.820883243386,0.000623733042258,0.996335568377,0.996959301419,0.998091351849,0.181025404765,0.179116756614,0.999376266958,0.00366443162327,0.00304069858101,0.0641235,0.066191,0.0857725,0.0957895,0.9358765,0.933809,0.9142275,0.9042105,0
101,Mercia,21.4973089878,0.845454545455,200.0,2420.0,4.51554915116,0.0,6.25759783645,0.0,456.559139785,0.0,443.548387097,,,,,,,,,,,,,,,,,,,,,0
102,Mercia,21.6828108639,0.845454545455,200.0,2440.0,4.51554915116,0.0,6.25759783645,0.0,456.559139785,0.0,443.548387097,,,,,,,,,,,,,,,,,,,,,0
103,Mercia,21.86831274,0.845454545455,200.0,2460.0,4.51554915116,0.0,6.25759783645,0.0,456.559139785,0.0,443.548387097,,,,,,,,,,,,,,,,,,,,,0
104,Mercia,22.0538146161,0.845454545455,200.0,2480.0,4.51554915116,0.0,6.25759783645,0.0,456.559139785,0.0,443.548387097,,,,,,,,,,,,,,,,,,,,,0
105,Mercia,22.2393164922,0.845454545455,200.0,2500.0,4.51554915116,0.0,6.25759783645,0.0,456.559139785,0.0,443.548387097,0.0,0.820883243386,0.820883243386,0.0,0.996959301419,0.996959301419,1.0,0.179116756614,0.179116756614,1.0,0.00304069858101,0.00304069858101,0.0641235,0.066191,0.0857725,0.0957895,0.9358765,0.933809,0.9142275,0.9042105,0
106,Mercia,22.4248183683,0.845454545455,200.0,2520.0,4.51554915116,0.0,6.25759783645,0.0,456.559139785,0.0,443.548387097,,,,,,,,,,,,,,,,,,,,,0
107,Mercia,22.6103202444,0.845454545455,200.0,2540.0,4.51554915116,0.0,6.25759783645,0.0,456.559139785,0.0,443.548387097,,,,,,,,,,,,,,,,,,,,,0
108,Mercia,22.7958221205,0.845454545455,200.0,2560.0,4.49600718341,0.0,6.23528955823,0.0,456.559139785,0.0,443.548387097,,,,,,,,,,,,,,,,,,,,,0
109,Mercia,22.9813239966,0.845454545455,200.0,2580.0,4.48949319416,0.0,6.22785346549,0.0,456.559139785,0.0,443.548387097,,,,,,,,,,,,,,,,,,,,,0
