axe,hins,rank,ranktop,plant,inerv,x,y,variety_name,side,harvest,relative_ranktop
MS,9.63305215648,8,5.0,10,4097,-0.0581583502086,0.085738150191,Tremie13,1,1,5
MS,9.63305215648,8,5.0,10,4097,0.620315670035,0.499238334107,Tremie13,1,1,5
MS,9.63305215648,8,5.0,10,4097,1.29878969028,0.912738518023,Tremie13,1,1,5
MS,9.63305215648,8,5.0,10,4097,1.97726371052,1.32623870194,Tremie13,1,1,5
MS,9.63305215648,8,5.0,10,4097,2.69002755068,1.67679785921,Tremie13,1,1,5
MS,9.63305215648,8,5.0,10,4097,3.40536367005,2.02263544331,Tremie13,1,1,5
MS,9.63305215648,8,5.0,10,4097,4.12069978942,2.3684730274,Tremie13,1,1,5
MS,9.63305215648,8,5.0,10,4097,4.83603590879,2.71431061149,Tremie13,1,1,5
MS,9.63305215648,8,5.0,10,4097,5.55875863785,3.04338206875,Tremie13,1,1,5
MS,9.63305215648,8,5.0,10,4097,6.29673654063,3.33782733234,Tremie13,1,1,5
MS,9.63305215648,8,5.0,10,4097,7.04155194713,3.61434313013,Tremie13,1,1,5
MS,9.63305215648,8,5.0,10,4097,7.79374532496,3.86955609387,Tremie13,1,1,5
MS,9.63305215648,8,5.0,10,4097,8.55290616609,4.10404322686,Tremie13,1,1,5
MS,9.63305215648,8,5.0,10,4097,9.31206700722,4.33853035986,Tremie13,1,1,5
MS,9.63305215648,8,5.0,10,4097,10.0712278484,4.57301749285,Tremie13,1,1,5
MS,9.63305215648,8,5.0,10,4097,10.8385689019,4.77858637065,Tremie13,1,1,5
MS,9.63305215648,8,5.0,10,4097,11.6099439668,4.96857300735,Tremie13,1,1,5
MS,9.63305215648,8,5.0,10,4097,12.3868019903,5.13530935493,Tremie13,1,1,5
MS,9.63305215648,8,5.0,10,4097,13.1636600138,5.30204570251,Tremie13,1,1,5
MS,9.63305215648,8,5.0,10,4097,13.9405180373,5.4687820501,Tremie13,1,1,5
MS,14.8093187717,9,4.0,10,4109,0.000831451224551,0.012845926629,Tremie13,1,1,4
MS,14.8093187717,9,4.0,10,4109,0.214589515375,1.03258726908,Tremie13,1,1,4
MS,14.8093187717,9,4.0,10,4109,0.431198400169,2.05168382649,Tremie13,1,1,4
MS,14.8093187717,9,4.0,10,4109,0.677077653417,3.0641601513,Tremie13,1,1,4
MS,14.8093187717,9,4.0,10,4109,0.922956906665,4.07663647612,Tremie13,1,1,4
MS,14.8093187717,9,4.0,10,4109,1.16883615991,5.08911280094,Tremie13,1,1,4
MS,14.8093187717,9,4.0,10,4109,1.41738222561,6.10087529418,Tremie13,1,1,4
MS,14.8093187717,9,4.0,10,4109,1.71016588837,7.10079661224,Tremie13,1,1,4
MS,14.8093187717,9,4.0,10,4109,2.00294955113,8.1007179303,Tremie13,1,1,4
MS,14.8093187717,9,4.0,10,4109,2.32407223941,9.0917538122,Tremie13,1,1,4
MS,14.8093187717,9,4.0,10,4109,2.65575731046,10.0794205062,Tremie13,1,1,4
MS,14.8093187717,9,4.0,10,4109,3.03700415749,11.0490677396,Tremie13,1,1,4
MS,14.8093187717,9,4.0,10,4109,3.41825100452,12.0187149729,Tremie13,1,1,4
MS,14.8093187717,9,4.0,10,4109,3.81139481722,12.9830912938,Tremie13,1,1,4
MS,14.8093187717,9,4.0,10,4109,4.2734786286,13.9169239698,Tremie13,1,1,4
MS,14.8093187717,9,4.0,10,4109,4.73556243998,14.8507566458,Tremie13,1,1,4
MS,14.8093187717,9,4.0,10,4109,5.19764625137,15.7845893218,Tremie13,1,1,4
MS,14.8093187717,9,4.0,10,4109,5.72114467741,16.6842401575,Tremie13,1,1,4
