index,axe,hins,rank,ranktop,plant,inerv,x,y,variety_name,side,harvest,relative_ranktop
8,MS,6.53167014323,8,6.0,24,11204,0.085396604003,3.31790050287,Tremie12,1,1,1
9,MS,6.53167014323,8,6.0,24,11204,0.110800390919,3.73203389884,Tremie12,1,1,1
10,MS,6.53167014323,8,6.0,24,11204,0.136204177835,4.1461672948,Tremie12,1,1,1
11,MS,6.53167014323,8,6.0,24,11204,0.16160796475,4.56030069077,Tremie12,1,1,1
12,MS,6.53167014323,8,6.0,24,11204,0.187011751666,4.97443408674,Tremie12,1,1,1
13,MS,6.53167014323,8,6.0,24,11204,0.219526893245,5.38798737878,Tremie12,1,1,1
14,MS,6.53167014323,8,6.0,24,11204,0.261577632367,5.80076281093,Tremie12,1,1,1
15,MS,6.53167014323,8,6.0,24,11204,0.303839594649,6.21351635316,Tremie12,1,1,1
16,MS,6.53167014323,8,6.0,24,11204,0.347328640081,6.62614272771,Tremie12,1,1,1
17,MS,6.53167014323,8,6.0,24,11204,0.398350414094,7.03788053741,Tremie12,1,1,1
18,MS,6.53167014323,8,6.0,24,11204,0.452066337021,7.44930054382,Tremie12,1,1,1
19,MS,6.53167014323,8,6.0,24,11204,0.505782259949,7.86072055022,Tremie12,1,1,1
0,MS,2.84140683203,1,12.0,21,9884,-0.00684864491674,-0.0262812408788,Tremie12,1,1,8
1,MS,2.84140683203,1,12.0,21,9884,0.34180654709,0.224478474162,Tremie12,1,1,8
2,MS,2.84140683203,1,12.0,21,9884,0.690461739097,0.475238189203,Tremie12,1,1,8
3,MS,2.84140683203,1,12.0,21,9884,1.0391169311,0.725997904243,Tremie12,1,1,8
4,MS,2.84140683203,1,12.0,21,9884,1.40143665445,0.953145466659,Tremie12,1,1,8
5,MS,2.84140683203,1,12.0,21,9884,1.79256845997,1.13050608323,Tremie12,1,1,8
6,MS,2.84140683203,1,12.0,21,9884,2.18370026549,1.30786669981,Tremie12,1,1,8
7,MS,2.84140683203,1,12.0,21,9884,2.57483207101,1.48522731638,Tremie12,1,1,8
8,MS,2.84140683203,1,12.0,21,9884,2.96837009107,1.65617433378,Tremie12,1,1,8
9,MS,2.84140683203,1,12.0,21,9884,3.37964144157,1.77985438012,Tremie12,1,1,8
10,MS,2.84140683203,1,12.0,21,9884,3.79609532698,1.88074049303,Tremie12,1,1,8
11,MS,2.84140683203,1,12.0,21,9884,4.22041215044,1.94704366739,Tremie12,1,1,8
12,MS,2.84140683203,1,12.0,21,9884,4.6447289739,2.01334684175,Tremie12,1,1,8
13,MS,2.84140683203,1,12.0,21,9884,5.06904579736,2.07965001611,Tremie12,1,1,8
14,MS,2.84140683203,1,12.0,21,9884,5.49336262082,2.14595319047,Tremie12,1,1,8
15,MS,2.84140683203,1,12.0,21,9884,5.91780830832,2.21084567886,Tremie12,1,1,8
16,MS,2.84140683203,1,12.0,21,9884,6.34711541653,2.22251977156,Tremie12,1,1,8
17,MS,2.84140683203,1,12.0,21,9884,6.77642252474,2.23419386426,Tremie12,1,1,8
18,MS,2.84140683203,1,12.0,21,9884,7.20564434014,2.22178772712,Tremie12,1,1,8
19,MS,2.84140683203,1,12.0,21,9884,7.63485797749,2.20707273093,Tremie12,1,1,8
0,MS,4.22147895412,5,9.0,20,9399,-0.0436486206796,0.058568534998,Tremie12,1,1,5
1,MS,4.22147895412,5,9.0,20,9399,0.344010774048,0.337661783725,Tremie12,1,1,5
2,MS,4.22147895412,5,9.0,20,9399,0.731670168775,0.616755032452,Tremie12,1,1,5
3,MS,4.22147895412,5,9.0,20,9399,1.1193295635,0.895848281179,Tremie12,1,1,5
4,MS,4.22147895412,5,9.0,20,9399,1.52069457818,1.15443462612,Tremie12,1,1,5
5,MS,4.22147895412,5,9.0,20,9399,1.92683725355,1.4058724416,Tremie12,1,1,5
6,MS,4.22147895412,5,9.0,20,9399,2.33297992892,1.65731025707,Tremie12,1,1,5
7,MS,4.22147895412,5,9.0,20,9399,2.73912260428,1.90874807255,Tremie12,1,1,5
8,MS,4.22147895412,5,9.0,20,9399,3.15506596188,2.14328811258,Tremie12,1,1,5
9,MS,4.22147895412,5,9.0,20,9399,3.57498880465,2.37096695201,Tremie12,1,1,5
10,MS,4.22147895412,5,9.0,20,9399,3.99640255846,2.59578895379,Tremie12,1,1,5
11,MS,4.22147895412,5,9.0,20,9399,4.42332426693,2.81005678301,Tremie12,1,1,5
12,MS,4.22147895412,5,9.0,20,9399,4.85641344237,3.0114906364,Tremie12,1,1,5
13,MS,4.22147895412,5,9.0,20,9399,5.2904461216,3.21096113839,Tremie12,1,1,5
14,MS,4.22147895412,5,9.0,20,9399,5.72447880083,3.41043164038,Tremie12,1,1,5
15,MS,4.22147895412,5,9.0,20,9399,6.16449419392,3.5961748927,Tremie12,1,1,5
16,MS,4.22147895412,5,9.0,20,9399,6.60607699246,3.77832175608,Tremie12,1,1,5
17,MS,4.22147895412,5,9.0,20,9399,7.05048921838,3.95327371241,Tremie12,1,1,5
18,MS,4.22147895412,5,9.0,20,9399,7.49785687679,4.12071034524,Tremie12,1,1,5
19,MS,4.22147895412,5,9.0,20,9399,7.9452245352,4.28814697807,Tremie12,1,1,5
0,MS,2.84140683203,2,11.0,21,9896,-0.00684864491674,-0.0262812408788,Tremie12,1,1,7
1,MS,2.84140683203,2,11.0,21,9896,0.34180654709,0.224478474162,Tremie12,1,1,7
2,MS,2.84140683203,2,11.0,21,9896,0.690461739097,0.475238189203,Tremie12,1,1,7
3,MS,2.84140683203,2,11.0,21,9896,1.0391169311,0.725997904243,Tremie12,1,1,7
4,MS,2.84140683203,2,11.0,21,9896,1.40143665445,0.953145466659,Tremie12,1,1,7
5,MS,2.84140683203,2,11.0,21,9896,1.79256845997,1.13050608323,Tremie12,1,1,7
6,MS,2.84140683203,2,11.0,21,9896,2.18370026549,1.30786669981,Tremie12,1,1,7
7,MS,2.84140683203,2,11.0,21,9896,2.57483207101,1.48522731638,Tremie12,1,1,7
8,MS,2.84140683203,2,11.0,21,9896,2.96837009107,1.65617433378,Tremie12,1,1,7
9,MS,2.84140683203,2,11.0,21,9896,3.37964144157,1.77985438012,Tremie12,1,1,7
10,MS,2.84140683203,2,11.0,21,9896,3.79609532698,1.88074049303,Tremie12,1,1,7
11,MS,2.84140683203,2,11.0,21,9896,4.22041215044,1.94704366739,Tremie12,1,1,7
12,MS,2.84140683203,2,11.0,21,9896,4.6447289739,2.01334684175,Tremie12,1,1,7
13,MS,2.84140683203,2,11.0,21,9896,5.06904579736,2.07965001611,Tremie12,1,1,7
14,MS,2.84140683203,2,11.0,21,9896,5.49336262082,2.14595319047,Tremie12,1,1,7
15,MS,2.84140683203,2,11.0,21,9896,5.91780830832,2.21084567886,Tremie12,1,1,7
16,MS,2.84140683203,2,11.0,21,9896,6.34711541653,2.22251977156,Tremie12,1,1,7
17,MS,2.84140683203,2,11.0,21,9896,6.77642252474,2.23419386426,Tremie12,1,1,7
18,MS,2.84140683203,2,11.0,21,9896,7.20564434014,2.22178772712,Tremie12,1,1,7
19,MS,2.84140683203,2,11.0,21,9896,7.63485797749,2.20707273093,Tremie12,1,1,7
0,MS,3.36516873218,4,10.0,26,11968,-0.0314648229268,0.0463860426603,Tremie12,1,1,6
1,MS,3.36516873218,4,10.0,26,11968,0.335603101642,0.270097857395,Tremie12,1,1,6
2,MS,3.36516873218,4,10.0,26,11968,0.702671026211,0.493809672129,Tremie12,1,1,6
3,MS,3.36516873218,4,10.0,26,11968,1.06973895078,0.717521486864,Tremie12,1,1,6
4,MS,3.36516873218,4,10.0,26,11968,1.45535834918,0.907180955701,Tremie12,1,1,6
5,MS,3.36516873218,4,10.0,26,11968,1.84236940173,1.09428595964,Tremie12,1,1,6
6,MS,3.36516873218,4,10.0,26,11968,2.22938045429,1.28139096358,Tremie12,1,1,6
7,MS,3.36516873218,4,10.0,26,11968,2.61639150684,1.46849596752,Tremie12,1,1,6
8,MS,3.36516873218,4,10.0,26,11968,3.00739886199,1.64653016374,Tremie12,1,1,6
9,MS,3.36516873218,4,10.0,26,11968,3.40665956921,1.80583090125,Tremie12,1,1,6
10,MS,3.36516873218,4,10.0,26,11968,3.80961950178,1.95543144154,Tremie12,1,1,6
11,MS,3.36516873218,4,10.0,26,11968,4.21657106343,2.09350672538,Tremie12,1,1,6
12,MS,3.36516873218,4,10.0,26,11968,4.62729216115,2.22036892302,Tremie12,1,1,6
13,MS,3.36516873218,4,10.0,26,11968,5.03801325887,2.34723112065,Tremie12,1,1,6
14,MS,3.36516873218,4,10.0,26,11968,5.44873435659,2.47409331829,Tremie12,1,1,6
15,MS,3.36516873218,4,10.0,26,11968,5.86388111174,2.58531016533,Tremie12,1,1,6
16,MS,3.36516873218,4,10.0,26,11968,6.28121034721,2.68809671035,Tremie12,1,1,6
17,MS,3.36516873218,4,10.0,26,11968,6.70150597218,2.77830438704,Tremie12,1,1,6
18,MS,3.36516873218,4,10.0,26,11968,7.12180159714,2.86851206372,Tremie12,1,1,6
19,MS,3.36516873218,4,10.0,26,11968,7.54209722211,2.9587197404,Tremie12,1,1,6
0,MS,2.84374767929,3,11.0,9,4044,-0.0206423079326,0.0172281130107,Tremie12,1,1,6
1,MS,2.84374767929,3,11.0,9,4044,0.337041417463,0.255593972922,Tremie12,1,1,6
2,MS,2.84374767929,3,11.0,9,4044,0.696069598445,0.491745890411,Tremie12,1,1,6
3,MS,2.84374767929,3,11.0,9,4044,1.07252548092,0.699199256584,Tremie12,1,1,6
4,MS,2.84374767929,3,11.0,9,4044,1.44898136339,0.906652622757,Tremie12,1,1,6
5,MS,2.84374767929,3,11.0,9,4044,1.83645050514,1.09147377489,Tremie12,1,1,6
6,MS,2.84374767929,3,11.0,9,4044,2.23199887485,1.25969213835,Tremie12,1,1,6
7,MS,2.84374767929,3,11.0,9,4044,2.62754724455,1.42791050181,Tremie12,1,1,6
8,MS,2.84374767929,3,11.0,9,4044,3.02739923638,1.58460116642,Tremie12,1,1,6
9,MS,2.84374767929,3,11.0,9,4044,3.43641367025,1.71674927827,Tremie12,1,1,6
10,MS,2.84374767929,3,11.0,9,4044,3.8455949993,1.84829343501,Tremie12,1,1,6
11,MS,2.84374767929,3,11.0,9,4044,4.26442804584,1.94491025399,Tremie12,1,1,6
12,MS,2.84374767929,3,11.0,9,4044,4.68326109238,2.04152707298,Tremie12,1,1,6
13,MS,2.84374767929,3,11.0,9,4044,5.10209413892,2.13814389196,Tremie12,1,1,6
14,MS,2.84374767929,3,11.0,9,4044,5.52309987258,2.22347828242,Tremie12,1,1,6
15,MS,2.84374767929,3,11.0,9,4044,5.94786041831,2.28931451385,Tremie12,1,1,6
16,MS,2.84374767929,3,11.0,9,4044,6.37409632589,2.34312893375,Tremie12,1,1,6
17,MS,2.84374767929,3,11.0,9,4044,6.8021715489,2.38195590933,Tremie12,1,1,6
18,MS,2.84374767929,3,11.0,9,4044,7.2302467719,2.4207828849,Tremie12,1,1,6
19,MS,2.84374767929,3,11.0,9,4044,7.65832199491,2.45960986048,Tremie12,1,1,6
0,MS,6.52531962339,7,6.0,12,5752,-0.0539194074183,0.0221619755425,Tremie12,1,1,2
1,MS,6.52531962339,7,6.0,12,5752,0.187229944394,0.579590705788,Tremie12,1,1,2
2,MS,6.52531962339,7,6.0,12,5752,0.428379296207,1.13701943603,Tremie12,1,1,2
3,MS,6.52531962339,7,6.0,12,5752,0.66952864802,1.69444816628,Tremie12,1,1,2
4,MS,6.52531962339,7,6.0,12,5752,0.910677999832,2.25187689653,Tremie12,1,1,2
5,MS,6.52531962339,7,6.0,12,5752,1.15182735164,2.80930562677,Tremie12,1,1,2
6,MS,6.52531962339,7,6.0,12,5752,1.39297670346,3.36673435702,Tremie12,1,1,2
7,MS,6.52531962339,7,6.0,12,5752,1.63972444093,3.92163737661,Tremie12,1,1,2
8,MS,6.52531962339,7,6.0,12,5752,1.8980473799,4.47131824619,Tremie12,1,1,2
9,MS,6.52531962339,7,6.0,12,5752,2.15637031886,5.02099911578,Tremie12,1,1,2
10,MS,6.52531962339,7,6.0,12,5752,2.4451052391,5.55524537069,Tremie12,1,1,2
11,MS,6.52531962339,7,6.0,12,5752,2.73626879966,6.08825904799,Tremie12,1,1,2
12,MS,6.52531962339,7,6.0,12,5752,3.02743236021,6.6212727253,Tremie12,1,1,2
13,MS,6.52531962339,7,6.0,12,5752,3.3410285131,7.14133064236,Tremie12,1,1,2
14,MS,6.52531962339,7,6.0,12,5752,3.65719911871,7.65990170531,Tremie12,1,1,2
15,MS,6.52531962339,7,6.0,12,5752,3.97336972431,8.17847276827,Tremie12,1,1,2
16,MS,6.52531962339,7,6.0,12,5752,4.29002125095,8.69673824751,Tremie12,1,1,2
17,MS,6.52531962339,7,6.0,12,5752,4.6251930181,9.2032357161,Tremie12,1,1,2
18,MS,6.52531962339,7,6.0,12,5752,4.96036478525,9.70973318469,Tremie12,1,1,2
19,MS,6.52531962339,7,6.0,12,5752,5.30733345219,10.208100188,Tremie12,1,1,2
0,MS,5.38512442459,6,8.0,26,11992,-0.0577862029787,0.0501247204074,Tremie12,1,1,4
1,MS,5.38512442459,6,8.0,26,11992,0.329880686837,0.494106530325,Tremie12,1,1,4
2,MS,5.38512442459,6,8.0,26,11992,0.717547576653,0.938088340242,Tremie12,1,1,4
3,MS,5.38512442459,6,8.0,26,11992,1.10521446647,1.38207015016,Tremie12,1,1,4
4,MS,5.38512442459,6,8.0,26,11992,1.51370644412,1.80663660528,Tremie12,1,1,4
5,MS,5.38512442459,6,8.0,26,11992,1.9294710252,2.22442276842,Tremie12,1,1,4
6,MS,5.38512442459,6,8.0,26,11992,2.34523560628,2.64220893157,Tremie12,1,1,4
7,MS,5.38512442459,6,8.0,26,11992,2.76100018737,3.05999509471,Tremie12,1,1,4
8,MS,5.38512442459,6,8.0,26,11992,3.19262946581,3.46110074497,Tremie12,1,1,4
9,MS,5.38512442459,6,8.0,26,11992,3.63072189011,3.85541089291,Tremie12,1,1,4
10,MS,5.38512442459,6,8.0,26,11992,4.07135814293,4.24680551416,Tremie12,1,1,4
11,MS,5.38512442459,6,8.0,26,11992,4.52140896105,4.62740993624,Tremie12,1,1,4
12,MS,5.38512442459,6,8.0,26,11992,4.98249160883,4.99450905215,Tremie12,1,1,4
13,MS,5.38512442459,6,8.0,26,11992,5.44526102167,5.35954320882,Tremie12,1,1,4
14,MS,5.38512442459,6,8.0,26,11992,5.90803043451,5.72457736549,Tremie12,1,1,4
15,MS,5.38512442459,6,8.0,26,11992,6.38209258263,6.07469065697,Tremie12,1,1,4
16,MS,5.38512442459,6,8.0,26,11992,6.85909686443,6.42091656609,Tremie12,1,1,4
17,MS,5.38512442459,6,8.0,26,11992,7.34178210847,6.75902652949,Tremie12,1,1,4
18,MS,5.38512442459,6,8.0,26,11992,7.83037585709,7.08869547527,Tremie12,1,1,4
19,MS,5.38512442459,6,8.0,26,11992,8.31896960571,7.41836442104,Tremie12,1,1,4
0,MS,4.21866093054,4,9.0,25,11447,-0.0392848453958,0.0527131397656,Tremie12,1,1,5
1,MS,4.21866093054,4,9.0,25,11447,0.309618261988,0.303904012617,Tremie12,1,1,5
2,MS,4.21866093054,4,9.0,25,11447,0.658521369371,0.555094885468,Tremie12,1,1,5
3,MS,4.21866093054,4,9.0,25,11447,1.00742447675,0.80628575832,Tremie12,1,1,5
4,MS,4.21866093054,4,9.0,25,11447,1.36866298334,1.03901990717,Tremie12,1,1,5
5,MS,4.21866093054,4,9.0,25,11447,1.73420150351,1.26532020152,Tremie12,1,1,5
6,MS,4.21866093054,4,9.0,25,11447,2.09974002367,1.49162049587,Tremie12,1,1,5
7,MS,4.21866093054,4,9.0,25,11447,2.46527854384,1.71792079021,Tremie12,1,1,5
8,MS,4.21866093054,4,9.0,25,11447,2.83963792203,1.92901266593,Tremie12,1,1,5
9,MS,4.21866093054,4,9.0,25,11447,3.21757893597,2.13392929027,Tremie12,1,1,5
10,MS,4.21866093054,4,9.0,25,11447,3.59686180695,2.3362746896,Tremie12,1,1,5
11,MS,4.21866093054,4,9.0,25,11447,3.98110197427,2.52912107085,Tremie12,1,1,5
12,MS,4.21866093054,4,9.0,25,11447,4.37089301543,2.71041655429,Tremie12,1,1,5
13,MS,4.21866093054,4,9.0,25,11447,4.76153323349,2.88994497259,Tremie12,1,1,5
14,MS,4.21866093054,4,9.0,25,11447,5.15217345155,3.0694733909,Tremie12,1,1,5
15,MS,4.21866093054,4,9.0,25,11447,5.54819826105,3.23664694271,Tremie12,1,1,5
16,MS,4.21866093054,4,9.0,25,11447,5.94563377447,3.40058365493,Tremie12,1,1,5
17,MS,4.21866093054,4,9.0,25,11447,6.34561584299,3.55804477166,Tremie12,1,1,5
18,MS,4.21866093054,4,9.0,25,11447,6.74825787433,3.70874191013,Tremie12,1,1,5
19,MS,4.21866093054,4,9.0,25,11447,7.15089990568,3.85943904859,Tremie12,1,1,5
0,MS,6.44499645299,7,7.0,26,12004,-0.0485274666765,0.0199457779882,Tremie12,1,1,3
1,MS,6.44499645299,7,7.0,26,12004,0.170982218146,0.59520109765,Tremie12,1,1,3
2,MS,6.44499645299,7,7.0,26,12004,0.396699267549,1.16800470045,Tremie12,1,1,3
3,MS,6.44499645299,7,7.0,26,12004,0.63310880646,1.73642791292,Tremie12,1,1,3
4,MS,6.44499645299,7,7.0,26,12004,0.894986949642,2.29367383947,Tremie12,1,1,3
5,MS,6.44499645299,7,7.0,26,12004,1.15686509282,2.85091976601,Tremie12,1,1,3
6,MS,6.44499645299,7,7.0,26,12004,1.41874323601,3.40816569256,Tremie12,1,1,3
7,MS,6.44499645299,7,7.0,26,12004,1.68062137919,3.96541161911,Tremie12,1,1,3
8,MS,6.44499645299,7,7.0,26,12004,1.94249952237,4.52265754566,Tremie12,1,1,3
9,MS,6.44499645299,7,7.0,26,12004,2.23570902603,5.06400225644,Tremie12,1,1,3
10,MS,6.44499645299,7,7.0,26,12004,2.53087976428,5.60435160623,Tremie12,1,1,3
11,MS,6.44499645299,7,7.0,26,12004,2.83243907813,6.14101128642,Tremie12,1,1,3
12,MS,6.44499645299,7,7.0,26,12004,3.15296102425,6.66671925344,Tremie12,1,1,3
13,MS,6.44499645299,7,7.0,26,12004,3.47348297038,7.19242722045,Tremie12,1,1,3
14,MS,6.44499645299,7,7.0,26,12004,3.7940049165,7.71813518746,Tremie12,1,1,3
15,MS,6.44499645299,7,7.0,26,12004,4.12741209123,8.23561874456,Tremie12,1,1,3
16,MS,6.44499645299,7,7.0,26,12004,4.46928967485,8.74769579184,Tremie12,1,1,3
17,MS,6.44499645299,7,7.0,26,12004,4.82281436058,9.25171050498,Tremie12,1,1,3
18,MS,6.44499645299,7,7.0,26,12004,5.1817169238,9.75200255432,Tremie12,1,1,3
19,MS,6.44499645299,7,7.0,26,12004,5.54061948703,10.2522946037,Tremie12,1,1,3
0,MS,6.2704054389,8,5.0,21,9968,-0.0226161128095,0.00269772123166,Tremie12,1,1,1
1,MS,6.2704054389,8,5.0,21,9968,-0.0123073904568,0.113796227095,Tremie12,1,1,1
2,MS,6.2704054389,8,5.0,21,9968,-0.00199866810406,0.224894732958,Tremie12,1,1,1
3,MS,6.2704054389,8,5.0,21,9968,0.008344964962,0.335989941334,Tremie12,1,1,1
4,MS,6.2704054389,8,5.0,21,9968,0.0190205645904,0.447053793843,Tremie12,1,1,1
5,MS,6.2704054389,8,5.0,21,9968,0.0296961642187,0.558117646352,Tremie12,1,1,1
6,MS,6.2704054389,8,5.0,21,9968,0.0403717638471,0.669181498861,Tremie12,1,1,1
7,MS,6.2704054389,8,5.0,21,9968,0.0510473634755,0.78024535137,Tremie12,1,1,1
8,MS,6.2704054389,8,5.0,21,9968,0.0617229631038,0.891309203879,Tremie12,1,1,1
9,MS,6.2704054389,8,5.0,21,9968,0.0726150029061,1.00235150386,Tremie12,1,1,1
10,MS,6.2704054389,8,5.0,21,9968,0.0840507399364,1.11333966395,Tremie12,1,1,1
11,MS,6.2704054389,8,5.0,21,9968,0.0954864769667,1.22432782404,Tremie12,1,1,1
12,MS,6.2704054389,8,5.0,21,9968,0.106922213997,1.33531598413,Tremie12,1,1,1
13,MS,6.2704054389,8,5.0,21,9968,0.118357951027,1.44630414422,Tremie12,1,1,1
14,MS,6.2704054389,8,5.0,21,9968,0.129793688058,1.55729230431,Tremie12,1,1,1
15,MS,6.2704054389,8,5.0,21,9968,0.141229425088,1.6682804644,Tremie12,1,1,1
16,MS,6.2704054389,8,5.0,21,9968,0.152665162118,1.77926862449,Tremie12,1,1,1
17,MS,6.2704054389,8,5.0,21,9968,0.164100899149,1.89025678458,Tremie12,1,1,1
18,MS,6.2704054389,8,5.0,21,9968,0.175536636179,2.00124494467,Tremie12,1,1,1
19,MS,6.2704054389,8,5.0,21,9968,0.186972373209,2.11223310476,Tremie12,1,1,1
0,MS,6.44499645299,9,5.0,26,12028,-0.0369889695481,0.00441216089289,Tremie12,1,1,1
1,MS,6.44499645299,9,5.0,26,12028,-0.035923237949,0.0158976955946,Tremie12,1,1,1
2,MS,6.44499645299,9,5.0,26,12028,-0.0348575063499,0.0273832302963,Tremie12,1,1,1
3,MS,6.44499645299,9,5.0,26,12028,-0.0337917747508,0.038868764998,Tremie12,1,1,1
4,MS,6.44499645299,9,5.0,26,12028,-0.0327260431517,0.0503542996997,Tremie12,1,1,1
5,MS,6.44499645299,9,5.0,26,12028,-0.0316603115526,0.0618398344014,Tremie12,1,1,1
6,MS,6.44499645299,9,5.0,26,12028,-0.0305945799535,0.0733253691032,Tremie12,1,1,1
7,MS,6.44499645299,9,5.0,26,12028,-0.0295288483544,0.0848109038049,Tremie12,1,1,1
8,MS,6.44499645299,9,5.0,26,12028,-0.0284631167553,0.0962964385066,Tremie12,1,1,1
9,MS,6.44499645299,9,5.0,26,12028,-0.0273973851561,0.107781973208,Tremie12,1,1,1
10,MS,6.44499645299,9,5.0,26,12028,-0.026331653557,0.11926750791,Tremie12,1,1,1
11,MS,6.44499645299,9,5.0,26,12028,-0.0252659219579,0.130753042612,Tremie12,1,1,1
12,MS,6.44499645299,9,5.0,26,12028,-0.0242001903588,0.142238577313,Tremie12,1,1,1
13,MS,6.44499645299,9,5.0,26,12028,-0.0231344587597,0.153724112015,Tremie12,1,1,1
14,MS,6.44499645299,9,5.0,26,12028,-0.0220687271606,0.165209646717,Tremie12,1,1,1
15,MS,6.44499645299,9,5.0,26,12028,-0.0210029955615,0.176695181419,Tremie12,1,1,1
16,MS,6.44499645299,9,5.0,26,12028,-0.0199372639624,0.18818071612,Tremie12,1,1,1
17,MS,6.44499645299,9,5.0,26,12028,-0.0188715323633,0.199666250822,Tremie12,1,1,1
18,MS,6.44499645299,9,5.0,26,12028,-0.0178058007642,0.211151785524,Tremie12,1,1,1
19,MS,6.44499645299,9,5.0,26,12028,-0.0167400691651,0.222637320225,Tremie12,1,1,1
0,MS,3.36651746357,4,10.0,9,4056,-0.0314648229268,0.0463860426603,Tremie12,1,1,5
1,MS,3.36651746357,4,10.0,9,4056,0.335603101642,0.270097857395,Tremie12,1,1,5
2,MS,3.36651746357,4,10.0,9,4056,0.702671026211,0.493809672129,Tremie12,1,1,5
3,MS,3.36651746357,4,10.0,9,4056,1.06973895078,0.717521486864,Tremie12,1,1,5
4,MS,3.36651746357,4,10.0,9,4056,1.45535834918,0.907180955701,Tremie12,1,1,5
5,MS,3.36651746357,4,10.0,9,4056,1.84236940173,1.09428595964,Tremie12,1,1,5
6,MS,3.36651746357,4,10.0,9,4056,2.22938045429,1.28139096358,Tremie12,1,1,5
7,MS,3.36651746357,4,10.0,9,4056,2.61639150684,1.46849596752,Tremie12,1,1,5
8,MS,3.36651746357,4,10.0,9,4056,3.00739886199,1.64653016374,Tremie12,1,1,5
9,MS,3.36651746357,4,10.0,9,4056,3.40665956921,1.80583090125,Tremie12,1,1,5
10,MS,3.36651746357,4,10.0,9,4056,3.80961950178,1.95543144154,Tremie12,1,1,5
11,MS,3.36651746357,4,10.0,9,4056,4.21657106343,2.09350672538,Tremie12,1,1,5
12,MS,3.36651746357,4,10.0,9,4056,4.62729216115,2.22036892302,Tremie12,1,1,5
13,MS,3.36651746357,4,10.0,9,4056,5.03801325887,2.34723112065,Tremie12,1,1,5
14,MS,3.36651746357,4,10.0,9,4056,5.44873435659,2.47409331829,Tremie12,1,1,5
15,MS,3.36651746357,4,10.0,9,4056,5.86388111174,2.58531016533,Tremie12,1,1,5
16,MS,3.36651746357,4,10.0,9,4056,6.28121034721,2.68809671035,Tremie12,1,1,5
17,MS,3.36651746357,4,10.0,9,4056,6.70150597218,2.77830438704,Tremie12,1,1,5
18,MS,3.36651746357,4,10.0,9,4056,7.12180159714,2.86851206372,Tremie12,1,1,5
19,MS,3.36651746357,4,10.0,9,4056,7.54209722211,2.9587197404,Tremie12,1,1,5
0,MS,2.84255297262,1,13.0,4,1839,-0.00684864491674,-0.0262812408788,Tremie12,1,1,8
1,MS,2.84255297262,1,13.0,4,1839,0.34180654709,0.224478474162,Tremie12,1,1,8
2,MS,2.84255297262,1,13.0,4,1839,0.690461739097,0.475238189203,Tremie12,1,1,8
3,MS,2.84255297262,1,13.0,4,1839,1.0391169311,0.725997904243,Tremie12,1,1,8
4,MS,2.84255297262,1,13.0,4,1839,1.40143665445,0.953145466659,Tremie12,1,1,8
5,MS,2.84255297262,1,13.0,4,1839,1.79256845997,1.13050608323,Tremie12,1,1,8
6,MS,2.84255297262,1,13.0,4,1839,2.18370026549,1.30786669981,Tremie12,1,1,8
7,MS,2.84255297262,1,13.0,4,1839,2.57483207101,1.48522731638,Tremie12,1,1,8
8,MS,2.84255297262,1,13.0,4,1839,2.96837009107,1.65617433378,Tremie12,1,1,8
9,MS,2.84255297262,1,13.0,4,1839,3.37964144157,1.77985438012,Tremie12,1,1,8
10,MS,2.84255297262,1,13.0,4,1839,3.79609532698,1.88074049303,Tremie12,1,1,8
11,MS,2.84255297262,1,13.0,4,1839,4.22041215044,1.94704366739,Tremie12,1,1,8
12,MS,2.84255297262,1,13.0,4,1839,4.6447289739,2.01334684175,Tremie12,1,1,8
13,MS,2.84255297262,1,13.0,4,1839,5.06904579736,2.07965001611,Tremie12,1,1,8
14,MS,2.84255297262,1,13.0,4,1839,5.49336262082,2.14595319047,Tremie12,1,1,8
15,MS,2.84255297262,1,13.0,4,1839,5.91780830832,2.21084567886,Tremie12,1,1,8
16,MS,2.84255297262,1,13.0,4,1839,6.34711541653,2.22251977156,Tremie12,1,1,8
17,MS,2.84255297262,1,13.0,4,1839,6.77642252474,2.23419386426,Tremie12,1,1,8
18,MS,2.84255297262,1,13.0,4,1839,7.20564434014,2.22178772712,Tremie12,1,1,8
19,MS,2.84255297262,1,13.0,4,1839,7.63485797749,2.20707273093,Tremie12,1,1,8
0,MS,2.84255297262,2,12.0,4,1851,-0.00684864491674,-0.0262812408788,Tremie12,1,1,7
1,MS,2.84255297262,2,12.0,4,1851,0.34180654709,0.224478474162,Tremie12,1,1,7
2,MS,2.84255297262,2,12.0,4,1851,0.690461739097,0.475238189203,Tremie12,1,1,7
3,MS,2.84255297262,2,12.0,4,1851,1.0391169311,0.725997904243,Tremie12,1,1,7
4,MS,2.84255297262,2,12.0,4,1851,1.40143665445,0.953145466659,Tremie12,1,1,7
5,MS,2.84255297262,2,12.0,4,1851,1.79256845997,1.13050608323,Tremie12,1,1,7
6,MS,2.84255297262,2,12.0,4,1851,2.18370026549,1.30786669981,Tremie12,1,1,7
7,MS,2.84255297262,2,12.0,4,1851,2.57483207101,1.48522731638,Tremie12,1,1,7
8,MS,2.84255297262,2,12.0,4,1851,2.96837009107,1.65617433378,Tremie12,1,1,7
9,MS,2.84255297262,2,12.0,4,1851,3.37964144157,1.77985438012,Tremie12,1,1,7
