date;var;TT;TT_depuis_montaison_1013;rep;N;Axis;Nflig;Nfvis;nff;length_F1;length_F2;length_F3;length_F4;length_F5;length_F6;length_F7;length_F8;length_F9;length_F10;length_F11;length_F12;length_F13;sen_F1;sen_F2;sen_F3;sen_F4;sen_F5;sen_F6;sen_F7;sen_F8;sen_F9;sen_F10;sen_F11;sen_F12;sen_F13;HS;SSI
12/06/2012;Tremie;2084.95;1071.95;2;14;MB;12;0;12;;;;;;;;;;;;;;100;100;100;100;100;100;100;100;100;100;100;40;;12;11.4
12/06/2012;Tremie;2084.95;1071.95;2;15;MB;12;0;12;;;;;;;;;;;;;;100;100;100;100;100;100;100;100;100;100;100;55;;12;11.55
12/06/2012;Tremie;2084.95;1071.95;2;16;MB;12;0;12;;;;;;;;;;;;;;100;100;100;100;100;100;100;100;100;100;85;20;;12;11.05
12/06/2012;Tremie;2084.95;1071.95;2;20;MB;12;0;12;;;;;;;;;;;;;;100;100;100;100;100;100;100;100;100;100;100;55;;12;11.55
12/06/2012;Tremie;2084.95;1071.95;3;23;MB;12;0;12;;;;;;;;;;;;;;100;100;100;100;100;100;100;100;100;100;100;80;;12;11.8
12/06/2012;Tremie;2084.95;1071.95;1;4;MB;13;0;13;;;;;;;;;;;;;;100;100;100;100;100;100;100;100;100;100;100;80;;13;12.8
12/06/2012;Tremie;2084.95;1071.95;1;5;MB;13;0;13;;;;;;;;;;;;;;100;100;100;100;100;100;100;100;100;100;100;90;;13;12.9
12/06/2012;Tremie;2084.95;1071.95;1;6;MB;13;0;13;;;;;;;;;;;;;;100;100;100;100;100;100;100;100;100;100;100;100;;13;13
12/06/2012;Tremie;2084.95;1071.95;1;7;MB;13;0;13;;;;;;;;;;;;;;100;100;100;100;100;100;100;100;100;100;100;85;;13;12.85
12/06/2012;Tremie;2084.95;1071.95;1;9;MB;13;0;13;;;;;;;;;;;;;;100;100;100;100;100;100;100;100;100;100;100;30;;13;12.3
12/06/2012;Tremie;2084.95;1071.95;1;10;MB;13;0;13;;;;;;;;;;;;;;100;100;100;100;100;100;100;100;100;100;100;70;;13;12.7
12/06/2012;Tremie;2084.95;1071.95;2;11;MB;13;0;13;;;;;;;;;;;;;;100;100;100;100;100;100;100;100;100;100;100;60;15;13;11.75
12/06/2012;Tremie;2084.95;1071.95;2;17;MB;13;0;13;;;;;;;;;;;;;;100;100;100;100;100;100;100;100;100;100;100;80;25;13;12.05
12/06/2012;Tremie;2084.95;1071.95;2;18;MB;13;0;13;;;;;;;;;;;;;;100;100;100;100;100;100;100;100;100;100;89;95;20;13;12.04
12/06/2012;Tremie;2084.95;1071.95;2;19;MB;13;0;13;;;;;;;;;;;;;;100;100;100;100;100;100;100;100;100;100;100;75;25;13;12
12/06/2012;Tremie;2084.95;1071.95;3;21;MB;13;0;13;;;;;;;;;;;;;;100;100;100;100;100;100;100;100;100;100;100;60;5;13;11.65
12/06/2012;Tremie;2084.95;1071.95;3;22;MB;13;0;13;;;;;;;;;;;;;;100;100;100;100;100;100;100;100;100;100;100;85;15;13;12
12/06/2012;Tremie;2084.95;1071.95;3;24;MB;13;0;13;;;;;;;;;;;;;;100;100;100;100;100;100;100;100;100;100;100;100;25;13;12.25
12/06/2012;Tremie;2084.95;1071.95;3;25;MB;13;0;13;;;;;;;;;;;;;;100;100;100;100;100;100;100;100;100;100;100;30;10;13;11.4
12/06/2012;Tremie;2084.95;1071.95;3;26;MB;13;0;13;;;;;;;;;;;;;;100;100;100;100;100;100;100;100;100;100;100;95;10;13;12.05
12/06/2012;Tremie;2084.95;1071.95;3;27;MB;13;0;13;;;;;;;;;;;;;;100;100;100;100;100;100;100;100;100;100;100;20;10;13;11.3
12/06/2012;Tremie;2084.95;1071.95;3;28;MB;13;0;13;;;;;;;;;;;;;;100;100;100;100;100;100;100;100;100;100;95;70;20;13;11.85
12/06/2012;Tremie;2084.95;1071.95;3;29;MB;13;0;13;;;;;;;;;;;;;;100;100;100;100;100;100;100;100;100;100;100;80;10;13;11.9
12/06/2012;Tremie;2084.95;1071.95;3;30;MB;13;0;13;;;;;;;;;;;;;;100;100;100;100;100;100;100;100;100;100;100;80;15;13;11.95
