"xn","L_blade","W_blade","L_sheath","L_internode","W_sheath","H_col","W_internode"
-13,1.35482030753152,0.37274190522048,3.13702421459396,0,0.448990611113239,3.17667312850377,0.448990611113239
-12.9,1.51171621522814,0.372751066746407,3.13238444852768,0,0.448990611113239,3.17172107136513,0.448990611113239
-12.8,1.66861212292477,0.372760228272335,3.12774468246141,0,0.448990611113239,3.16676901422648,0.448990611113239
-12.7,1.82550803062139,0.372769389798263,3.12310491639514,0,0.448990611113239,3.16181695708784,0.448990611113239
-12.6,1.98240393831801,0.37277855132419,3.11846515032886,0,0.448990611113239,3.15686489994919,0.448990611113239
-12.5,2.13929984601463,0.372787712850118,3.11382538426259,0,0.448990611113239,3.15191284281055,0.448990611113239
-12.4,2.29619575371126,0.372796874376046,3.10918561819631,0,0.448990611113239,3.14696078567191,0.448990611113239
-12.3,2.45309166140788,0.372806035901973,3.10454585213004,0,0.448990611113239,3.14200872853326,0.448990611113239
-12.2,2.6099875691045,0.372815197427901,3.09990608606376,0,0.448990611113239,3.13705667139462,0.448990611113239
-12.1,2.76688347680112,0.372824358953829,3.09526631999749,0,0.448990611113239,3.13210461425597,0.448990611113239
-12,2.92377938449775,0.372833520479756,3.09062655393121,0,0.448990611113239,3.12715255711733,0.448990611113239
-11.9,3.08067529219437,0.372842682005684,3.08598678786494,0,0.448990611113239,3.12220049997868,0.448990611113239
-11.8,3.23757119989099,0.372851843531612,3.08134702179866,0,0.448990611113239,3.11724844284004,0.448990611113239
-11.7,3.39446710758761,0.372861005057539,3.07670725573239,0,0.448990611113239,3.11229638570139,0.448990611113239
-11.6,3.55136301528424,0.372870166583467,3.07206748966611,0,0.448990611113239,3.10734432856275,0.448990611113239
-11.5,3.70825892298086,0.372879328109395,3.06742772359984,0,0.448990611113239,3.1023922714241,0.448990611113239
-11.4,3.86515483067748,0.372888489635322,3.06278795753356,0,0.448990611113239,3.09744021428546,0.448990611113239
-11.3,4.0220507383741,0.37289765116125,3.05814819146729,0,0.448990611113239,3.09248815714681,0.448990611113239
-11.2,4.17894664607073,0.372906812687178,3.05350842540101,0,0.448990611113239,3.08753610000817,0.448990611113239
-11.1,4.33584255376735,0.372915974213105,3.04886865933474,0,0.448990611113239,3.08258404286952,0.448990611113239
-11,4.49273846146397,0.372925135739033,3.04422889326846,0,0.448990611113239,3.07763198573088,0.448990611113239
-10.9,4.64963436916059,0.372934297264961,3.03958912720219,0,0.448990611113239,3.07267992859224,0.448990611113239
-10.8,4.80653027685721,0.372943458790888,3.03494936113592,0,0.448990611113239,3.06772787145359,0.448990611113239
-10.7,4.96342618455384,0.372952620316816,3.03030959506964,0,0.448990611113239,3.06277581431495,0.448990611113239
-10.6,5.12032209225046,0.372961781842744,3.02566982900337,0,0.448990611113239,3.0578237571763,0.448990611113239
-10.5,5.27721799994708,0.372970943368671,3.02103006293709,0,0.448990611113239,3.05287170003766,0.448990611113239
-10.4,5.4341139076437,0.372980104894599,3.01639029687082,0,0.448990611113239,3.04791964289901,0.448990611113239
-10.3,5.59100981534033,0.372989266420526,3.01175053080454,0,0.448990611113239,3.04296758576037,0.448990611113239
-10.2,5.74790572303695,0.372998427946454,3.00711076473827,0,0.448990611113239,3.03801552862172,0.448990611113239
-10.1,5.90480163073357,0.373007589472382,3.00247099867199,0,0.448990611113239,3.03306347148308,0.448990611113239
-10,6.06169753843019,0.373016750998309,2.99783123260572,0,0.448990611113239,3.02811141434443,0.448990611113239
-9.9,6.21859344612682,0.373025912524237,2.99319146653944,0,0.448990611113239,3.02315935720579,0.448990611113239
-9.8,6.37548935382344,0.373035074050165,2.98855170047317,0,0.448990611113239,3.01820730006714,0.448990611113239
-9.7,6.53238526152006,0.373044235576092,2.98391193440689,0,0.448990611113239,3.0132552429285,0.448990611113239
-9.6,6.68928116921668,0.37305339710202,2.97927216834062,0,0.448990611113239,3.00830318578986,0.448990611113239
-9.5,6.84617707691331,0.373062558627948,2.97463240227434,0,0.448990611113239,3.00335112865121,0.448990611113239
-9.4,7.00307298460993,0.373071720153875,2.96999263620807,0,0.448990611113239,2.99839907151257,0.448990611113239
-9.3,7.15998741520302,0.373080881679803,2.96535287014179,0,0.448990611113239,2.99344701437392,0.448990611113239
-9.2,7.31696499166357,0.373090043205731,2.96071310407552,0,0.448990611113239,2.98849495723528,0.448990611113239
-9.1,7.47403353082831,0.373099204731658,2.95607333800924,0,0.448990611113239,2.98354290009663,0.448990611113239
-9,7.63115339643818,0.373108366257586,2.95143357194297,0,0.448990611113239,2.97859084295799,0.448990611113239
-8.9,7.7881244134563,0.373117527783514,2.94679380587669,0,0.448990611113239,2.97363878581934,0.448990611113239
-8.8,7.94466935106786,0.373126689309441,2.94215403981042,0,0.448990611113239,2.9686867286807,0.448990611113239
-8.7,8.10019371817281,0.373135850835369,2.93751427374414,0,0.448990611113239,2.96373467154205,0.448990611113239
-8.6,8.25377131618898,0.373145012361297,2.93287450767787,0,0.448990611113239,2.95878261440341,0.448990611113239
-8.5,8.40436219349376,0.373154173887224,2.9282347416116,0,0.448990611113239,2.95383055726476,0.448990611113239
-8.4,8.55082565045323,0.373163335413152,2.92359497554532,0,0.448990611113239,2.94887850012612,0.448990611113239
-8.3,8.69200381091228,0.37317249693908,2.91895520947905,0,0.448990611113239,2.94392644298747,0.448990611113239
-8.2,8.8267385496191,0.373181658465007,2.91431544341277,0,0.448990611113239,2.93897438584883,0.448990611113239
-8.1,8.95386635905886,0.373190819990935,2.9096756773465,0,0.448990611113239,2.93402232871019,0.448990611113239
-8,9.0722073184537,0.373199981516863,2.90503591128022,0,0.448990611113239,2.92907027157154,0.448990611113239
-7.9,9.18052367036219,0.373209139768103,2.90039614788676,0,0.448990611113239,2.92411823597675,0.448990611113239
-7.8,9.27748141234069,0.373217998304251,2.89574289385002,0,0.448990611113239,2.91914877206508,0.448990611113239
-7.7,9.36199659761914,0.373228212251467,2.89101990661612,0,0.448990611113239,2.9140916733292,0.448990611113239
-7.6,9.43333924009328,0.373253380870173,2.88619184126153,0,0.448990611113239,2.90891558165869,0.448990611113239
-7.5,9.49145968471994,0.373325168854319,2.88131629675838,0,0.448990611113239,2.90369841241427,0.448990611113239
-7.4,9.53703617483805,0.373494403060046,2.87662235348376,0,0.448990611113239,2.89871156259462,0.448990611113239
-7.3,9.57108663964967,0.373834757669027,2.87244759290012,0,0.448990611113239,2.89429520468109,0.448990611113239
-7.2,9.59465275231986,0.374421433736549,2.86912521859919,0,0.448990611113239,2.89080453145633,0.448990611113239
-7.1,9.60884363880486,0.375329632317897,2.86696800181884,0,0.448990611113239,2.88859669113777,0.448990611113239
-7,9.61473488955202,0.376634554468357,2.86628590387024,0,0.448990611113239,2.88802883194285,0.448990611113239
-6.9,9.6130077340374,0.378412170376961,2.86738888606459,0,0.448990611113239,2.889458102089,0.448990611113239
-6.8,9.60421107312342,0.380741620683139,2.87058690971307,0,0.448990611113239,2.89324027522982,0.448990611113239
-6.7,9.58893717356841,0.383697774077461,2.87611783317887,0,0.448990611113239,2.8995888504669,0.448990611113239
-6.6,9.56804447596586,0.387329438251849,2.88397280299374,0,0.448990611113239,2.90848029590807,0.448990611113239
-6.5,9.54266567824576,0.391645537230364,2.89404990949856,0,0.448990611113239,2.91979326463033,0.448990611113239
-6.4,9.51434518756884,0.396617087069956,2.90630284964182,0,0.448990611113239,2.93342990340422,0.448990611113239
-6.3,9.48475853990664,0.402192919801634,2.92076117250604,0,0.448990611113239,2.94942140998994,0.448990611113239
-6.2,9.45558101343249,0.408318854060043,2.93751955821515,0,0.448990611113239,2.96783877126943,0.448990611113239
-6.1,9.42843253896516,0.414940708479829,2.9566800017527,0,0.448990611113239,2.98875297412468,0.448990611113239
-6,9.40488796821039,0.422004453355222,2.97834449810223,0,0.448990611113239,3.01223500543766,0.448990611113239
-5.9,9.3865215222688,0.429460170714086,3.00261504224727,0,0.448990611113239,3.03834667210687,0.448990611113239
-5.8,9.37493271333543,0.437262434298519,3.02959044114916,0,0.448990611113239,3.06711014062659,0.448990611113239
-5.7,9.37175856791165,0.445369974655949,3.05927225603767,0,0.448990611113239,3.0984928779726,0.448990611113239
-5.6,9.37817454157532,0.453759618291272,3.09149171230618,0,0.448990611113239,3.13220145321265,0.448990611113239
-5.5,9.39462404776346,0.462413821912363,3.12596981203541,0,0.448990611113239,3.16777987376662,0.448990611113239
-5.4,9.42107926161626,0.47131723556283,3.1624972724765,0,0.448990611113239,3.20485178853084,0.448990611113239
-5.3,9.45731377233264,0.480454048096399,3.20096958689558,0,0.448990611113239,3.24309346745645,0.448990611113239
-5.2,9.50303779254138,0.489807218852145,3.24130543784245,0,0.448990611113239,3.28222750451652,0.448990611113239
-5.1,9.55795797331753,0.499359620986725,3.28344212951179,0,0.448990611113239,3.3219791955076,0.448990611113239
-5,9.62178096573616,0.509094127656799,3.32737878445832,0,0.448990611113239,3.36209344368197,0.448990611113239
-4.9,9.69421342087233,0.518993939137416,3.37312734091544,0,0.448990611113239,3.40237658130988,0.448990611113239
-4.8,9.77496251741515,0.52904372528415,3.42070013927732,0,0.448990611113239,3.44264700392686,0.448990611113239
-4.7,9.86379263687598,0.539225943774313,3.47016058723989,0,0.448990611113239,3.48276704862749,0.448990611113239
-4.6,9.96064745752949,0.549527798766128,3.52177047269174,0,0.448990611113239,3.52283232674648,0.448990611113239
-4.5,10.0657632567697,0.559969492231707,3.57603700119339,0,0.448990611113239,3.56325073213004,0.448990611113239
-4.4,10.1797485298466,0.570617016801034,3.63374135309465,0,0.448990611113239,3.6048353690183,0.448990611113239
-4.3,10.303454821838,0.58158178814317,3.69593342095836,0,0.448990611113239,3.64878144023296,0.448990611113239
-4.2,10.4376804622165,0.592994315932014,3.76383030487007,0,0.448990611113239,3.69647417359282,0.448990611113239
-4.1,10.5827910734625,0.604988222030191,3.8386616253708,0,0.448990611113239,3.7493138310214,0.448990611113239
-4,10.738813779096,0.617705827595104,3.92166713606555,0.00919604390694763,0.448990611113239,3.80877053203469,0.448990611113239
-3.9,10.9053387489004,0.631291202174323,4.01411298618797,0.0230506119777516,0.448990611113239,3.87639485900825,0.448990611113239
-3.8,11.0815398802632,0.645875134313437,4.11726238497903,0.0401592025628908,0.448990611113239,3.95373831900142,0.448990611113239
-3.7,11.2668518138739,0.661543576620773,4.23216927311233,0.0608307141204982,0.448990611113239,4.04225690078293,0.448990611113239
-3.6,11.4610487870749,0.678329152116881,4.35943992797427,0.085291249754407,0.448990611113239,4.14320657953069,0.448990611113239
-3.5,11.6641967299357,0.696238254322428,4.49911508216887,0.113634033316419,0.448990611113239,4.25756420276451,0.448990611113239
-3.4,11.8764453481994,0.715273915134106,4.65086239607357,0.145832110236763,0.448990611113239,4.38613729494038,0.448990611113239
-3.3,12.0979846975608,0.735414303271325,4.81383581911357,0.181710006833234,0.448990611113239,4.52949427997308,0.448990611113239
-3.2,12.3290352286198,0.756601551352602,4.98704120442963,0.221094508842279,0.448990611113239,4.68809589065812,0.448990611113239
-3.1,12.5700557552809,0.778771577159587,5.1700739782028,0.26396865989795,0.448990611113239,4.86274904309209,0.448990611113239
-3,12.8215525408244,0.801857402438825,5.36260637291995,0.310333345621583,0.448990611113239,5.05456795714441,0.448990611113239
-2.9,13.0837194526003,0.825772137457678,5.56432478752431,0.360117757371464,0.448990611113239,5.2643825547326,0.448990611113239
-2.8,13.3564831373428,0.850395903724437,5.77436743639873,0.413360650511344,0.448990611113239,5.49251303336406,0.448990611113239
-2.7,13.6400502187229,0.875574621004301,5.99107765918715,0.470265645143973,0.448990611113239,5.73853776915381,0.448990611113239
-2.6,13.9350934096031,0.90114715205687,6.21194387189082,0.531254015409528,0.448990611113239,6.00132965862564,0.448990611113239
-2.5,14.2424113907539,0.92694847644616,6.43438210654684,0.596852982406018,0.448990611113239,6.27959754347359,0.448990611113239
-2.4,14.5626177313679,0.952791855651938,6.65586988214704,0.667591927145106,0.448990611113239,6.57211040388985,0.448990611113239
-2.3,14.8953627265801,0.978440986936753,6.87338321138809,0.743997234085109,0.448990611113239,6.87730796189052,0.448990611113239
-2.2,15.2394612037819,1.00363289635393,7.08356914338167,0.826480900862512,0.448990611113239,7.19309013372772,0.448990611113239
-2.1,15.5940079993464,1.02811116861081,7.28439607934777,0.915685635839308,0.448990611113239,7.51801514515455,0.448990611113239
-2,15.9582788946076,1.05162137955604,7.47494981724412,1.01270257654955,0.448990611113239,7.85135358795561,0.448990611113239
-1.9,16.3311973017615,1.07392970236527,7.65479619280905,1.11875604694664,0.448990611113239,8.19268572108106,0.448990611113239
-1.8,16.7107462913445,1.09484200005345,7.82382212116854,1.23505044426388,0.448990611113239,8.54174012025945,0.448990611113239
-1.7,17.0944348557509,1.11425398515892,7.98232935995748,1.36278154003144,0.448990611113239,8.89904596699322,0.448990611113239
-1.6,17.4799337891576,1.13216923102307,8.13118238688007,1.50329333614519,0.448990611113239,9.26663251642582,0.448990611113239
-1.5,17.8648404448561,1.14865671990387,8.27138751539413,1.65796623291667,0.448990611113239,9.64751029862898,0.448990611113239
-1.4,18.2460961414226,1.16384387831439,8.4037572236656,1.82765200226182,0.448990611113239,10.0444175153079,0.448990611113239
-1.3,18.6196176778348,1.17790152484769,8.52845542353519,2.01254278742491,0.448990611113239,10.4595169612057,0.448990611113239
-1.2,18.9807259061188,1.1910306842863,8.64541867635307,2.2122600701702,0.448990611113239,10.89442904001,0.448990611113239
-1.1,19.3251974589721,1.20342247575322,8.75443498332585,2.42611011864853,0.448990611113239,11.3504385579909,0.448990611113239
-1,19.6495038484824,1.21525417594241,8.85536882692967,2.65344791470612,0.448990611113239,11.8290305784591,0.448990611113239
-0.899999999999999,19.9505487440689,1.22666985903301,8.94842201313076,2.89335958324694,0.448990611113239,12.3319079761735,0.448990611113239
-0.799999999999999,20.2251236362015,1.2377820213735,9.03410551493936,3.14473915679214,0.448990611113239,12.8611209922792,0.448990611113239
-0.699999999999999,20.4701270845268,1.2486966079428,9.11352675590183,3.40650211596752,0.448990611113239,13.4193994997829,0.448990611113239
-0.6,20.6835581967204,1.25951576224742,9.18836878646602,3.67782854248893,0.448990611113239,14.0097425748809,0.448990611113239
-0.5,20.8635025168825,1.27029686718604,9.26012542915363,3.95787066096758,0.448990611113239,14.634456661191,0.448990611113239
-0.399999999999999,21.0073268678982,1.28107738630672,9.33005426038217,4.24574280671193,0.448990611113239,15.2950574368948,0.448990611113239
-0.299999999999999,21.1118733031633,1.29187321375059,9.3992152653568,4.54102171656703,0.448990611113239,15.9929855041019,0.448990611113239
-0.199999999999999,21.173892418003,1.30269651370429,9.46845713806711,4.8435679975398,0.448990611113239,16.7291661129198,0.448990611113239
